Orthogroup	Auxenochlorella_protothecoides	Scenedesmus_NREL
OG0001795	RMZ53252.1 hypothetical protein APUTEX25_005241 [Auxenochlorella protothecoides]	KAF6257021.1 NADP-dependent oxidoreductase domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001796	RMZ53280.1 hypothetical protein APUTEX25_005269 [Auxenochlorella protothecoides]	KAF6264523.1 hypothetical protein COO60DRAFT_1698328 [Scenedesmus sp. NREL 46B-D3]
OG0001796	RMZ53508.1 hypothetical protein APUTEX25_003330 [Auxenochlorella protothecoides]	KAF6242296.1 hypothetical protein COO60DRAFT_206496 [Scenedesmus sp. NREL 46B-D3]
OG0001797	RMZ53293.1 hypothetical protein APUTEX25_004781 [Auxenochlorella protothecoides]	KAF6260905.1 PEPCase 1 [Scenedesmus sp. NREL 46B-D3]
OG0001798	RMZ53295.1 hypothetical protein APUTEX25_004783 [Auxenochlorella protothecoides]	KAF6256567.1 MT-A70-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001799	RMZ53307.1 hypothetical protein APUTEX25_004795_ partial [Auxenochlorella protothecoides]	KAF6262641.1 chorismate synthase [Scenedesmus sp. NREL 46B-D3]
OG0001800	RMZ53312.1 hypothetical protein APUTEX25_004800_ partial [Auxenochlorella protothecoides]	KAF6253007.1 replication factor RFC1 C terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6248320.1 hypothetical protein COO60DRAFT_1100210 [Scenedesmus sp. NREL 46B-D3], KAF6258934.1 hypothetical protein COO60DRAFT_1068168 [Scenedesmus sp. NREL 46B-D3]
OG0001801	RMZ53323.1 hypothetical protein APUTEX25_004811 [Auxenochlorella protothecoides]	KAF6258944.1 DUF1084-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001802	RMZ53326.1 hypothetical protein APUTEX25_004814_ partial [Auxenochlorella protothecoides]	KAF6254058.1 DNA repair REX1-B-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001803	RMZ53334.1 hypothetical protein APUTEX25_004822 [Auxenochlorella protothecoides]	KAF6251443.1 hypothetical protein COO60DRAFT_1628939 [Scenedesmus sp. NREL 46B-D3], KAF6250542.1 hypothetical protein COO60DRAFT_1681808 [Scenedesmus sp. NREL 46B-D3]
OG0001804	RMZ53336.1 hypothetical protein APUTEX25_004824_ partial [Auxenochlorella protothecoides]	KAF6262978.1 muts domain V-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6259035.1 hypothetical protein COO60DRAFT_1051060 [Scenedesmus sp. NREL 46B-D3], KAF6259034.1 DNA mismatch repair protein MutS [Scenedesmus sp. NREL 46B-D3]
OG0001805	RMZ57722.1 hypothetical protein APUTEX25_001699_ partial [Auxenochlorella protothecoides], RMZ53356.1 hypothetical protein APUTEX25_004844_ partial [Auxenochlorella protothecoides]	KAF6258072.1 3_4-dihydroxy-2-butanone 4-phosphate synthase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001806	RMZ53370.1 hypothetical protein APUTEX25_004858 [Auxenochlorella protothecoides]	KAF6265628.1 hypothetical protein COO60DRAFT_1697655 [Scenedesmus sp. NREL 46B-D3]
OG0001807	RMZ53371.1 hypothetical protein APUTEX25_004859 [Auxenochlorella protothecoides]	KAF6260456.1 starch synthase catalytic domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6260455.1 hypothetical protein COO60DRAFT_1269435 [Scenedesmus sp. NREL 46B-D3]
OG0001808	RMZ54579.1 hypothetical protein APUTEX25_002485 [Auxenochlorella protothecoides], RMZ53640.1 hypothetical protein APUTEX25_003174_ partial [Auxenochlorella protothecoides], RMZ55984.1 hypothetical protein APUTEX25_004408_ partial [Auxenochlorella protothecoides], RMZ54516.1 hypothetical protein APUTEX25_002092 [Auxenochlorella protothecoides], RMZ53383.1 hypothetical protein APUTEX25_004871_ partial [Auxenochlorella protothecoides]	KAF6260648.1 hypothetical protein COO60DRAFT_876249 [Scenedesmus sp. NREL 46B-D3]
OG0001809	RMZ53388.1 hypothetical protein APUTEX25_004876 [Auxenochlorella protothecoides]	KAF6253195.1 alpha/beta-hydrolase [Scenedesmus sp. NREL 46B-D3], KAF6251540.1 hypothetical protein COO60DRAFT_1704752 [Scenedesmus sp. NREL 46B-D3]
OG0001810	RMZ53393.1 hypothetical protein APUTEX25_004881 [Auxenochlorella protothecoides]	KAF6263248.1 hypothetical protein COO60DRAFT_486492 [Scenedesmus sp. NREL 46B-D3], KAF6263249.1 hypothetical protein COO60DRAFT_486587 [Scenedesmus sp. NREL 46B-D3]
OG0001811	RMZ53395.1 hypothetical protein APUTEX25_004883 [Auxenochlorella protothecoides]	KAF6255441.1 hypothetical protein COO60DRAFT_1702838 [Scenedesmus sp. NREL 46B-D3]
OG0001812	RMZ53408.1 hypothetical protein APUTEX25_004896 [Auxenochlorella protothecoides]	KAF6255868.1 coatomer subunit beta [Scenedesmus sp. NREL 46B-D3]
OG0001813	RMZ53413.1 hypothetical protein APUTEX25_004901 [Auxenochlorella protothecoides]	KAF6256936.1 hypothetical protein COO60DRAFT_1471060 [Scenedesmus sp. NREL 46B-D3]
OG0001814	RMZ53435.1 hypothetical protein APUTEX25_004923 [Auxenochlorella protothecoides]	KAF6254478.1 hypothetical protein COO60DRAFT_1540857 [Scenedesmus sp. NREL 46B-D3], KAF6254479.1 hypothetical protein COO60DRAFT_318071 [Scenedesmus sp. NREL 46B-D3], KAF6265351.1 hypothetical protein COO60DRAFT_1041021 [Scenedesmus sp. NREL 46B-D3]
OG0001815	RMZ53437.1 hypothetical protein APUTEX25_004925 [Auxenochlorella protothecoides], RMZ55848.1 hypothetical protein APUTEX25_003814_ partial [Auxenochlorella protothecoides]	KAF6256269.1 high mobility group box domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6257299.1 high mobility group box domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001816	RMZ53439.1 hypothetical protein APUTEX25_004927 [Auxenochlorella protothecoides], RMZ57572.1 hypothetical protein APUTEX25_001772 [Auxenochlorella protothecoides]	KAF6255274.1 hypothetical protein COO60DRAFT_1641688 [Scenedesmus sp. NREL 46B-D3]
OG0001817	RMZ53443.1 hypothetical protein APUTEX25_004931 [Auxenochlorella protothecoides]	KAF6249276.1 Phox homologous domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3], KAF6250693.1 Vps5 C terminal like-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0001818	RMZ53466.1 hypothetical protein APUTEX25_003288_ partial [Auxenochlorella protothecoides]	KAF6253041.1 60s acidic ribosomal protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001819	RMZ53473.1 hypothetical protein APUTEX25_003295 [Auxenochlorella protothecoides]	KAF6260448.1 selenium binding protein [Scenedesmus sp. NREL 46B-D3]
OG0001820	RMZ53589.1 hypothetical protein APUTEX25_003411 [Auxenochlorella protothecoides], RMZ53485.1 hypothetical protein APUTEX25_003307 [Auxenochlorella protothecoides]	KAF6265497.1 hypothetical protein COO60DRAFT_1623874 [Scenedesmus sp. NREL 46B-D3]
OG0001821	RMZ53488.1 hypothetical protein APUTEX25_003310_ partial [Auxenochlorella protothecoides]	KAF6266692.1 Metallo-dependent phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001822	RMZ53504.1 hypothetical protein APUTEX25_003326_ partial [Auxenochlorella protothecoides]	KAF6256975.1 SPOC like C-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001823	RMZ53514.1 hypothetical protein APUTEX25_003336 [Auxenochlorella protothecoides]	KAF6252785.1 transmembrane amino acid transporter protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6236268.1 transmembrane amino acid transporter protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6250792.1 transmembrane amino acid transporter protein-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0001824	RMZ53517.1 hypothetical protein APUTEX25_003339 [Auxenochlorella protothecoides]	KAF6263737.1 peptidase M24_ structural domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001825	RMZ53518.1 hypothetical protein APUTEX25_003340 [Auxenochlorella protothecoides]	KAF6255883.1 acyl-CoA dehydrogenase/oxidase [Scenedesmus sp. NREL 46B-D3], KAF6251931.1 acyl-CoA dehydrogenase/oxidase [Scenedesmus sp. NREL 46B-D3]
OG0001826	RMZ53526.1 hypothetical protein APUTEX25_003348_ partial [Auxenochlorella protothecoides]	KAF6249501.1 chaperonin subunit 8 theta [Scenedesmus sp. NREL 46B-D3]
OG0001827	RMZ53537.1 hypothetical protein APUTEX25_003359_ partial [Auxenochlorella protothecoides]	KAF6263048.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6259164.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001828	RMZ53538.1 hypothetical protein APUTEX25_003360_ partial [Auxenochlorella protothecoides]	KAF6253075.1 hypothetical protein COO60DRAFT_1297565 [Scenedesmus sp. NREL 46B-D3], KAF6253074.1 hypothetical protein COO60DRAFT_1703970 [Scenedesmus sp. NREL 46B-D3]
OG0001829	RMZ53545.1 hypothetical protein APUTEX25_003367 [Auxenochlorella protothecoides]	KAF6256345.1 V-type ATPase_ V0 complex_ 116kDa subunit family [Scenedesmus sp. NREL 46B-D3]
OG0001830	RMZ53555.1 hypothetical protein APUTEX25_003377_ partial [Auxenochlorella protothecoides]	KAF6256568.1 DAHP synthetase [Scenedesmus sp. NREL 46B-D3]
OG0001831	RMZ53569.1 hypothetical protein APUTEX25_003391 [Auxenochlorella protothecoides]	KAF6263841.1 seryl-tRNA synthetase [Scenedesmus sp. NREL 46B-D3]
OG0001832	RMZ53575.1 hypothetical protein APUTEX25_003397_ partial [Auxenochlorella protothecoides]	KAF6255654.1 pyridoxal phosphate-dependent transferase [Scenedesmus sp. NREL 46B-D3]
OG0001833	RMZ53579.1 hypothetical protein APUTEX25_003401 [Auxenochlorella protothecoides]	KAF6260026.1 hypothetical protein COO60DRAFT_1269723 [Scenedesmus sp. NREL 46B-D3]
OG0001834	RMZ55869.1 hypothetical protein APUTEX25_003835 [Auxenochlorella protothecoides], RMZ53582.1 hypothetical protein APUTEX25_003404 [Auxenochlorella protothecoides]	KAF6262566.1 DNA-binding pseudobarrel-protein domain-containing protein-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001835	RMZ53583.1 hypothetical protein APUTEX25_003405 [Auxenochlorella protothecoides]	KAF6251348.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0001836	RMZ53613.1 hypothetical protein APUTEX25_003147 [Auxenochlorella protothecoides]	KAF6251555.1 hypothetical protein COO60DRAFT_607850 [Scenedesmus sp. NREL 46B-D3]
OG0001837	RMZ53617.1 hypothetical protein APUTEX25_003151_ partial [Auxenochlorella protothecoides]	KAF6256206.1 AICARFT/IMPCHase bienzyme-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001838	RMZ53623.1 hypothetical protein APUTEX25_003157 [Auxenochlorella protothecoides]	KAF6265681.1 hypothetical protein COO60DRAFT_867682 [Scenedesmus sp. NREL 46B-D3]
OG0001839	RMZ53627.1 hypothetical protein APUTEX25_003161_ partial [Auxenochlorella protothecoides]	KAF6260594.1 ligand-effect modulator 3 family [Scenedesmus sp. NREL 46B-D3]
OG0001840	RMZ53643.1 hypothetical protein APUTEX25_003177 [Auxenochlorella protothecoides]	KAF6243418.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001841	RMZ53644.1 hypothetical protein APUTEX25_003178 [Auxenochlorella protothecoides]	KAF6252209.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001842	RMZ53677.1 hypothetical protein APUTEX25_003211 [Auxenochlorella protothecoides]	KAF6251288.1 acyl-ACP thioesterase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001843	RMZ53679.1 hypothetical protein APUTEX25_003213_ partial [Auxenochlorella protothecoides]	KAF6264312.1 eukaryotic translation initiation factor 2 gamma [Scenedesmus sp. NREL 46B-D3]
OG0001844	RMZ53691.1 hypothetical protein APUTEX25_003225_ partial [Auxenochlorella protothecoides]	KAF6257911.1 pyrroline-5-carboxylate reductase [Scenedesmus sp. NREL 46B-D3], KAF6241928.1 pyrroline-5-carboxylate reductase [Scenedesmus sp. NREL 46B-D3]
OG0001845	RMZ53692.1 hypothetical protein APUTEX25_003226_ partial [Auxenochlorella protothecoides]	KAF6255581.1 hypothetical protein COO60DRAFT_199906 [Scenedesmus sp. NREL 46B-D3]
OG0001846	RMZ53711.1 hypothetical protein APUTEX25_003245 [Auxenochlorella protothecoides]	KAF6262451.1 RNA polymerase III subunit Rpc25-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6262421.1 hypothetical protein COO60DRAFT_1676006 [Scenedesmus sp. NREL 46B-D3]
OG0001847	RMZ53720.1 hypothetical protein APUTEX25_003254 [Auxenochlorella protothecoides]	KAF6266544.1 SecY subunit domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001848	RMZ53721.1 hypothetical protein APUTEX25_003255_ partial [Auxenochlorella protothecoides]	KAF6260564.1 hypothetical protein COO60DRAFT_884278_ partial [Scenedesmus sp. NREL 46B-D3]
OG0001849	RMZ53734.1 hypothetical protein APUTEX25_003873 [Auxenochlorella protothecoides]	KAF6264825.1 Protochlorophyllide reductase_ chloroplastic [Scenedesmus sp. NREL 46B-D3]
OG0001850	RMZ53736.1 hypothetical protein APUTEX25_003875 [Auxenochlorella protothecoides]	KAF6254260.1 DEAD-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001851	RMZ53753.1 hypothetical protein APUTEX25_003892 [Auxenochlorella protothecoides]	KAF6255958.1 tRNA synthetases class I _M_-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001852	RMZ53754.1 hypothetical protein APUTEX25_003893_ partial [Auxenochlorella protothecoides]	KAF6254886.1 Neutral/alkaline non-lysosomal ceramidase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001853	RMZ53775.1 hypothetical protein APUTEX25_003914 [Auxenochlorella protothecoides]	KAF6266235.1 carbonic anhydrase [Scenedesmus sp. NREL 46B-D3]
OG0001854	RMZ53787.1 hypothetical protein APUTEX25_003926 [Auxenochlorella protothecoides]	KAF6265728.1 small ubiquitin-like modifier 1 [Scenedesmus sp. NREL 46B-D3]
OG0001855	RMZ53811.1 hypothetical protein APUTEX25_003950_ partial [Auxenochlorella protothecoides]	KAF6252750.1 hypothetical protein COO60DRAFT_1551587 [Scenedesmus sp. NREL 46B-D3]
OG0001856	RMZ53821.1 hypothetical protein APUTEX25_003960_ partial [Auxenochlorella protothecoides]	KAF6259928.1 uracil phosphoribosyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001857	RMZ53842.1 hypothetical protein APUTEX25_005588_ partial [Auxenochlorella protothecoides]	KAF6264935.1 ran-like small GTPase [Scenedesmus sp. NREL 46B-D3]
OG0001858	RMZ53847.1 hypothetical protein APUTEX25_005593 [Auxenochlorella protothecoides]	KAF6255062.1 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]
OG0001859	RMZ53867.1 hypothetical protein APUTEX25_005613 [Auxenochlorella protothecoides]	KAF6261704.1 hypothetical protein COO60DRAFT_1699647 [Scenedesmus sp. NREL 46B-D3]
OG0001860	RMZ53868.1 hypothetical protein APUTEX25_005614 [Auxenochlorella protothecoides]	KAF6264537.1 tRNA synthetases class II core domain _F_-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001861	RMZ53874.1 hypothetical protein APUTEX25_005620_ partial [Auxenochlorella protothecoides]	KAF6256691.1 hypothetical protein COO60DRAFT_1622288 [Scenedesmus sp. NREL 46B-D3]
OG0001862	RMZ53912.1 hypothetical protein APUTEX25_004937 [Auxenochlorella protothecoides]	KAF6257795.1 YIF1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001863	RMZ53918.1 hypothetical protein APUTEX25_004943 [Auxenochlorella protothecoides]	KAF6261374.1 SM/Sec1-family protein [Scenedesmus sp. NREL 46B-D3]
OG0001864	RMZ53933.1 hypothetical protein APUTEX25_004958_ partial [Auxenochlorella protothecoides]	KAF6261105.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0001865	RMZ53938.1 hypothetical protein APUTEX25_004963_ partial [Auxenochlorella protothecoides]	KAF6255969.1 UDP-glucose pyrophosphorylase [Scenedesmus sp. NREL 46B-D3]
OG0001866	RMZ53946.1 hypothetical protein APUTEX25_004971 [Auxenochlorella protothecoides], RMZ56300.1 hypothetical protein APUTEX25_000539 [Auxenochlorella protothecoides]	KAF6256068.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]
OG0001867	RMZ53960.1 hypothetical protein APUTEX25_002537 [Auxenochlorella protothecoides]	KAF6262544.1 complex I intermediate-associated protein 30-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001868	RMZ53973.1 hypothetical protein APUTEX25_002550_ partial [Auxenochlorella protothecoides]	KAF6254074.1 Pep3/Vps18/deep orange family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001869	RMZ53980.1 hypothetical protein APUTEX25_002557 [Auxenochlorella protothecoides]	KAF6255199.1 hypothetical protein COO60DRAFT_1285921 [Scenedesmus sp. NREL 46B-D3]
OG0001870	RMZ53981.1 hypothetical protein APUTEX25_002558 [Auxenochlorella protothecoides]	KAF6260966.1 10 TM acyl transferase domain found in Cas1p-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001872	RMZ53988.1 hypothetical protein APUTEX25_002565 [Auxenochlorella protothecoides]	KAF6261920.1 cytochrome b6-f complex iron-sulfur subunit_ chloroplastic [Scenedesmus sp. NREL 46B-D3]
OG0001873	RMZ53989.1 hypothetical protein APUTEX25_002566 [Auxenochlorella protothecoides]	KAF6251091.1 hypothetical protein COO60DRAFT_1563392 [Scenedesmus sp. NREL 46B-D3]
OG0001874	RMZ53999.1 hypothetical protein APUTEX25_002576_ partial [Auxenochlorella protothecoides]	KAF6259627.1 chaperonin 10-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001875	RMZ54010.1 hypothetical protein APUTEX25_002587 [Auxenochlorella protothecoides]	KAF6254860.1 eukaryotic translation initiation factor 3-like protein [Scenedesmus sp. NREL 46B-D3], KAF6257654.1 eukaryotic translation initiation factor 3-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001876	RMZ54020.1 hypothetical protein APUTEX25_002597 [Auxenochlorella protothecoides]	KAF6251988.1 lactate dehydrogenase/glycoside hydrolase [Scenedesmus sp. NREL 46B-D3], KAF6263678.1 lactate dehydrogenase/glycoside hydrolase [Scenedesmus sp. NREL 46B-D3]
OG0001877	RMZ54021.1 hypothetical protein APUTEX25_002598_ partial [Auxenochlorella protothecoides]	KAF6262881.1 NADP-dependent oxidoreductase domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001878	RMZ54033.1 hypothetical protein APUTEX25_002610_ partial [Auxenochlorella protothecoides]	KAF6263013.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001879	RMZ54035.1 hypothetical protein APUTEX25_002612 [Auxenochlorella protothecoides]	KAF6253015.1 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Scenedesmus sp. NREL 46B-D3]
OG0001880	RMZ54051.1 hypothetical protein APUTEX25_002628_ partial [Auxenochlorella protothecoides]	KAF6258482.1 hypothetical protein COO60DRAFT_1284549 [Scenedesmus sp. NREL 46B-D3]
OG0001881	RMZ54069.1 hypothetical protein APUTEX25_002646 [Auxenochlorella protothecoides]	KAF6261286.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001882	RMZ54082.1 hypothetical protein APUTEX25_002659_ partial [Auxenochlorella protothecoides]	KAF6266563.1 SOR/SNZ family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001883	RMZ54085.1 hypothetical protein APUTEX25_002662 [Auxenochlorella protothecoides]	KAF6254103.1 eukaryotic initiation factor [Scenedesmus sp. NREL 46B-D3]
OG0001884	RMZ54112.1 hypothetical protein APUTEX25_002689 [Auxenochlorella protothecoides]	KAF6262179.1 nucleic acid binding protein [Scenedesmus sp. NREL 46B-D3]
OG0001885	RMZ54124.1 hypothetical protein APUTEX25_005280_ partial [Auxenochlorella protothecoides]	KAF6261956.1 translation protein [Scenedesmus sp. NREL 46B-D3]
OG0001886	RMZ54136.1 hypothetical protein APUTEX25_005292 [Auxenochlorella protothecoides]	KAF6244114.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]
OG0001887	RMZ54180.1 hypothetical protein APUTEX25_005336_ partial [Auxenochlorella protothecoides]	KAF6261148.1 subunit of ESCRT-II complex [Scenedesmus sp. NREL 46B-D3]
OG0001888	RMZ54184.1 hypothetical protein APUTEX25_005340 [Auxenochlorella protothecoides]	KAF6257475.1 putative 26S proteasome regulatory subunit [Scenedesmus sp. NREL 46B-D3]
OG0001889	RMZ54189.1 hypothetical protein APUTEX25_005345 [Auxenochlorella protothecoides]	KAF6251946.1 PMSR-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001890	RMZ54196.1 hypothetical protein APUTEX25_005352 [Auxenochlorella protothecoides]	KAF6253011.1 hypothetical protein COO60DRAFT_476829 [Scenedesmus sp. NREL 46B-D3], KAF6248317.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001891	RMZ54198.1 hypothetical protein APUTEX25_005354_ partial [Auxenochlorella protothecoides]	KAF6265565.1 hypothetical protein COO60DRAFT_1697629 [Scenedesmus sp. NREL 46B-D3]
OG0001892	RMZ54204.1 hypothetical protein APUTEX25_005360 [Auxenochlorella protothecoides]	KAF6265391.1 helicase C-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001893	RMZ54263.1 hypothetical protein APUTEX25_000614_ partial [Auxenochlorella protothecoides]	KAF6254001.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001894	RMZ54269.1 hypothetical protein APUTEX25_000620 [Auxenochlorella protothecoides]	KAF6257365.1 RNA-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001895	RMZ54276.1 hypothetical protein APUTEX25_001434 [Auxenochlorella protothecoides]	KAF6251483.1 hypothetical protein COO60DRAFT_1287529 [Scenedesmus sp. NREL 46B-D3]
OG0001896	RMZ54287.1 hypothetical protein APUTEX25_001445_ partial [Auxenochlorella protothecoides]	KAF6252622.1 Calreticulin family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001897	RMZ54288.1 hypothetical protein APUTEX25_001446_ partial [Auxenochlorella protothecoides]	KAF6265024.1 EXS family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6265023.1 EXS family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001898	RMZ54293.1 hypothetical protein APUTEX25_001451_ partial [Auxenochlorella protothecoides]	KAF6264754.1 hypothetical protein COO60DRAFT_19013 [Scenedesmus sp. NREL 46B-D3]
OG0001899	RMZ54295.1 hypothetical protein APUTEX25_001453 [Auxenochlorella protothecoides]	KAF6254675.1 hypothetical protein COO60DRAFT_1642115 [Scenedesmus sp. NREL 46B-D3], KAF6263047.1 hypothetical protein COO60DRAFT_534385 [Scenedesmus sp. NREL 46B-D3]
OG0001900	RMZ54297.1 hypothetical protein APUTEX25_001455 [Auxenochlorella protothecoides]	KAF6264712.1 ubiquitin fusion degradation protein UFD1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001901	RMZ54301.1 hypothetical protein APUTEX25_001459 [Auxenochlorella protothecoides]	KAF6263351.1 amidase signature domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6263354.1 amidase signature domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6263352.1 amidase signature domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001902	RMZ54305.1 hypothetical protein APUTEX25_001463 [Auxenochlorella protothecoides]	KAF6257524.1 Ribokinase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001903	RMZ54307.1 hypothetical protein APUTEX25_001465 [Auxenochlorella protothecoides]	KAF6261672.1 hypothetical protein COO60DRAFT_1699723 [Scenedesmus sp. NREL 46B-D3], KAF6261675.1 hypothetical protein COO60DRAFT_745167 [Scenedesmus sp. NREL 46B-D3]
OG0001904	RMZ54313.1 hypothetical protein APUTEX25_001471 [Auxenochlorella protothecoides]	KAF6253521.1 hypothetical protein COO60DRAFT_1703776 [Scenedesmus sp. NREL 46B-D3]
OG0001905	RMZ54321.1 hypothetical protein APUTEX25_001479 [Auxenochlorella protothecoides]	KAF6259354.1 pyridoxal phosphate-dependent transferase [Scenedesmus sp. NREL 46B-D3]
OG0001906	RMZ54324.1 hypothetical protein APUTEX25_001482 [Auxenochlorella protothecoides]	KAF6249058.1 spermidine synthase [Scenedesmus sp. NREL 46B-D3]
OG0001907	RMZ54331.1 hypothetical protein APUTEX25_001489 [Auxenochlorella protothecoides]	KAF6263907.1 histone acetyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0001908	RMZ54351.1 hypothetical protein APUTEX25_001927_ partial [Auxenochlorella protothecoides]	KAF6256188.1 hypothetical protein COO60DRAFT_1530923 [Scenedesmus sp. NREL 46B-D3], KAF6260256.1 hypothetical protein COO60DRAFT_1507563_ partial [Scenedesmus sp. NREL 46B-D3], KAF6262110.1 hypothetical protein COO60DRAFT_1498301 [Scenedesmus sp. NREL 46B-D3]
OG0001909	RMZ54373.1 hypothetical protein APUTEX25_001949 [Auxenochlorella protothecoides]	KAF6250426.1 DNA repair helicase [Scenedesmus sp. NREL 46B-D3]
OG0001910	RMZ54383.1 hypothetical protein APUTEX25_001959_ partial [Auxenochlorella protothecoides]	KAF6266299.1 cycloartenol synthase [Scenedesmus sp. NREL 46B-D3]
OG0001911	RMZ54385.1 hypothetical protein APUTEX25_001961_ partial [Auxenochlorella protothecoides]	KAF6262956.1 hypothetical protein COO60DRAFT_1699075 [Scenedesmus sp. NREL 46B-D3]
OG0001912	RMZ54396.1 hypothetical protein APUTEX25_001972 [Auxenochlorella protothecoides]	KAF6264431.1 RecF/RecN/SMC protein [Scenedesmus sp. NREL 46B-D3]
OG0001913	RMZ54406.1 hypothetical protein APUTEX25_001982 [Auxenochlorella protothecoides]	KAF6259320.1 vacuolar protein sorting-associated protein 35 [Scenedesmus sp. NREL 46B-D3], KAF6251478.1 vacuolar protein sorting-associated protein 35 [Scenedesmus sp. NREL 46B-D3]
OG0001914	RMZ54407.1 hypothetical protein APUTEX25_001983 [Auxenochlorella protothecoides]	KAF6257507.1 cactus-binding C-terminus of cactin protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001915	RMZ54414.1 hypothetical protein APUTEX25_001990 [Auxenochlorella protothecoides]	KAF6264241.1 regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II [Scenedesmus sp. NREL 46B-D3]
OG0001916	RMZ54423.1 hypothetical protein APUTEX25_001999 [Auxenochlorella protothecoides]	KAF6260163.1 hypothetical protein COO60DRAFT_1700490 [Scenedesmus sp. NREL 46B-D3]
OG0001917	RMZ54459.1 hypothetical protein APUTEX25_002035_ partial [Auxenochlorella protothecoides]	KAF6262762.1 hypothetical protein COO60DRAFT_1635750 [Scenedesmus sp. NREL 46B-D3]
OG0001918	RMZ54461.1 hypothetical protein APUTEX25_002037_ partial [Auxenochlorella protothecoides]	KAF6254644.1 acetylornithine aminotransferase [Scenedesmus sp. NREL 46B-D3]
