Orthogroup	Auxenochlorella_protothecoides	Chlorella_KRBP
OG0001780	RMZ53140.1 hypothetical protein APUTEX25_005129 [Auxenochlorella protothecoides]	QAXK01003072.1_7601-12066
OG0001782	RMZ53144.1 hypothetical protein APUTEX25_005133 [Auxenochlorella protothecoides]	QAXK01000627.1_25854-27382
OG0001783	RMZ53147.1 hypothetical protein APUTEX25_005136_ partial [Auxenochlorella protothecoides]	QAXK01004723.1_8556-4882
OG0001788	RMZ53209.1 hypothetical protein APUTEX25_005198 [Auxenochlorella protothecoides]	QAXK01008099.1_16922-14889
OG0001790	RMZ53229.1 hypothetical protein APUTEX25_005218_ partial [Auxenochlorella protothecoides]	QAXK01000362.1_13682-19843
OG0001792	RMZ53236.1 hypothetical protein APUTEX25_005225 [Auxenochlorella protothecoides]	QAXK01002348.1_22026-23431
OG0001794	RMZ53243.1 hypothetical protein APUTEX25_005232 [Auxenochlorella protothecoides]	QAXK01000643.1_10651-8242
OG0001801	RMZ53323.1 hypothetical protein APUTEX25_004811 [Auxenochlorella protothecoides]	QAXK01000208.1_37779-38874
OG0001806	RMZ53370.1 hypothetical protein APUTEX25_004858 [Auxenochlorella protothecoides]	QAXK01005447.1_6594-9151
OG0001810	RMZ53393.1 hypothetical protein APUTEX25_004881 [Auxenochlorella protothecoides]	QAXK01011106.1_2568-3152
OG0001812	RMZ53408.1 hypothetical protein APUTEX25_004896 [Auxenochlorella protothecoides]	QAXK01006399.1_9428-14604
OG0001813	RMZ53413.1 hypothetical protein APUTEX25_004901 [Auxenochlorella protothecoides]	QAXK01000513.1_11487-8211
OG0001818	RMZ53466.1 hypothetical protein APUTEX25_003288_ partial [Auxenochlorella protothecoides]	QAXK01004132.1_4579-6060
OG0001821	RMZ53488.1 hypothetical protein APUTEX25_003310_ partial [Auxenochlorella protothecoides]	QAXK01004177.1_17288-11319
OG0001824	RMZ53517.1 hypothetical protein APUTEX25_003339 [Auxenochlorella protothecoides]	QAXK01003744.1_2800-6411
OG0001826	RMZ53526.1 hypothetical protein APUTEX25_003348_ partial [Auxenochlorella protothecoides]	QAXK01000105.1_5499-2693
OG0001832	RMZ53575.1 hypothetical protein APUTEX25_003397_ partial [Auxenochlorella protothecoides]	QAXK01005654.1_7220-1642
OG0001837	RMZ53617.1 hypothetical protein APUTEX25_003151_ partial [Auxenochlorella protothecoides]	QAXK01000842.1_51041-53429
OG0001838	RMZ53623.1 hypothetical protein APUTEX25_003157 [Auxenochlorella protothecoides]	QAXK01003976.1_8556-3734
OG0001841	RMZ53644.1 hypothetical protein APUTEX25_003178 [Auxenochlorella protothecoides]	QAXK01000976.1_10766-5866
OG0001842	RMZ53677.1 hypothetical protein APUTEX25_003211 [Auxenochlorella protothecoides]	QAXK01006275.1_27485-25822
OG0001843	RMZ53679.1 hypothetical protein APUTEX25_003213_ partial [Auxenochlorella protothecoides]	QAXK01004149.1_22375-24958
OG0001845	RMZ53692.1 hypothetical protein APUTEX25_003226_ partial [Auxenochlorella protothecoides]	QAXK01001702.1_1666-273
OG0001847	RMZ53720.1 hypothetical protein APUTEX25_003254 [Auxenochlorella protothecoides]	QAXK01009311.1_428-2889
OG0001849	RMZ53734.1 hypothetical protein APUTEX25_003873 [Auxenochlorella protothecoides]	QAXK01007671.1_6596-4238
OG0001855	RMZ53811.1 hypothetical protein APUTEX25_003950_ partial [Auxenochlorella protothecoides]	QAXK01000335.1_27254-25603
OG0001856	RMZ53821.1 hypothetical protein APUTEX25_003960_ partial [Auxenochlorella protothecoides]	QAXK01003506.1_17890-19170
OG0001857	RMZ53842.1 hypothetical protein APUTEX25_005588_ partial [Auxenochlorella protothecoides]	QAXK01002176.1_5254-6169
OG0001858	RMZ53847.1 hypothetical protein APUTEX25_005593 [Auxenochlorella protothecoides]	QAXK01017983.1_2022-269
OG0001860	RMZ53868.1 hypothetical protein APUTEX25_005614 [Auxenochlorella protothecoides]	QAXK01000036.1_15496-18071
OG0001861	RMZ53874.1 hypothetical protein APUTEX25_005620_ partial [Auxenochlorella protothecoides]	QAXK01001933.1_13708-11461
OG0001862	RMZ53912.1 hypothetical protein APUTEX25_004937 [Auxenochlorella protothecoides]	QAXK01002439.1_1431-31
OG0001863	RMZ53918.1 hypothetical protein APUTEX25_004943 [Auxenochlorella protothecoides]	QAXK01000006.1_11270-7049
OG0001864	RMZ53933.1 hypothetical protein APUTEX25_004958_ partial [Auxenochlorella protothecoides]	QAXK01001807.1_30588-28596
OG0001866	RMZ53946.1 hypothetical protein APUTEX25_004971 [Auxenochlorella protothecoides], RMZ56300.1 hypothetical protein APUTEX25_000539 [Auxenochlorella protothecoides]	QAXK01004671.1_3332-9990
OG0001867	RMZ53960.1 hypothetical protein APUTEX25_002537 [Auxenochlorella protothecoides]	QAXK01006658.1_2089-1110
OG0001868	RMZ53973.1 hypothetical protein APUTEX25_002550_ partial [Auxenochlorella protothecoides]	QAXK01018034.1_4900-2264
OG0001869	RMZ53980.1 hypothetical protein APUTEX25_002557 [Auxenochlorella protothecoides]	QAXK01002273.1_12619-10163
OG0001870	RMZ53981.1 hypothetical protein APUTEX25_002558 [Auxenochlorella protothecoides]	QAXK01007444.1_11468-13953
OG0001871	RMZ53983.1 hypothetical protein APUTEX25_002560 [Auxenochlorella protothecoides]	QAXK01000027.1_14275-12645
OG0001873	RMZ53989.1 hypothetical protein APUTEX25_002566 [Auxenochlorella protothecoides]	QAXK01003671.1_1285-5252
OG0001874	RMZ53999.1 hypothetical protein APUTEX25_002576_ partial [Auxenochlorella protothecoides]	QAXK01002443.1_10680-7074
OG0001879	RMZ54035.1 hypothetical protein APUTEX25_002612 [Auxenochlorella protothecoides]	QAXK01014786.1_3020-29
OG0001880	RMZ54051.1 hypothetical protein APUTEX25_002628_ partial [Auxenochlorella protothecoides]	QAXK01014616.1_960-3765
OG0001882	RMZ54082.1 hypothetical protein APUTEX25_002659_ partial [Auxenochlorella protothecoides]	QAXK01001694.1_21339-20476
OG0001883	RMZ54085.1 hypothetical protein APUTEX25_002662 [Auxenochlorella protothecoides]	QAXK01000225.1_2559-365
OG0001887	RMZ54180.1 hypothetical protein APUTEX25_005336_ partial [Auxenochlorella protothecoides]	QAXK01004187.1_1760-33
OG0001888	RMZ54184.1 hypothetical protein APUTEX25_005340 [Auxenochlorella protothecoides]	QAXK01016711.1_4152-7100
OG0001890	RMZ54196.1 hypothetical protein APUTEX25_005352 [Auxenochlorella protothecoides]	QAXK01010406.1_2162-130
OG0001893	RMZ54263.1 hypothetical protein APUTEX25_000614_ partial [Auxenochlorella protothecoides]	QAXK01002579.1_17292-15497
OG0001895	RMZ54276.1 hypothetical protein APUTEX25_001434 [Auxenochlorella protothecoides]	QAXK01016971.1_2990-681
OG0001898	RMZ54293.1 hypothetical protein APUTEX25_001451_ partial [Auxenochlorella protothecoides]	QAXK01001156.1_3180-1500
OG0001900	RMZ54297.1 hypothetical protein APUTEX25_001455 [Auxenochlorella protothecoides]	QAXK01009399.1_423-2536
OG0001902	RMZ54305.1 hypothetical protein APUTEX25_001463 [Auxenochlorella protothecoides]	QAXK01008314.1_4813-7042
OG0001907	RMZ54331.1 hypothetical protein APUTEX25_001489 [Auxenochlorella protothecoides]	QAXK01003345.1_36704-34696
OG0001911	RMZ54385.1 hypothetical protein APUTEX25_001961_ partial [Auxenochlorella protothecoides]	QAXK01003378.1_5209-366
OG0001915	RMZ54414.1 hypothetical protein APUTEX25_001990 [Auxenochlorella protothecoides]	QAXK01004688.1_3441-5908
OG0001916	RMZ54423.1 hypothetical protein APUTEX25_001999 [Auxenochlorella protothecoides]	QAXK01001344.1_15728-16873
OG0001917	RMZ54459.1 hypothetical protein APUTEX25_002035_ partial [Auxenochlorella protothecoides]	QAXK01010657.1_2437-238
OG0001918	RMZ54461.1 hypothetical protein APUTEX25_002037_ partial [Auxenochlorella protothecoides]	QAXK01003671.1_14459-17304
OG0001919	RMZ54473.1 hypothetical protein APUTEX25_002049 [Auxenochlorella protothecoides]	QAXK01001468.1_4935-8852
OG0001920	RMZ54480.1 hypothetical protein APUTEX25_002056 [Auxenochlorella protothecoides]	QAXK01000770.1_6276-4831
OG0001921	RMZ54483.1 hypothetical protein APUTEX25_002059_ partial [Auxenochlorella protothecoides]	QAXK01004635.1_12023-13891
OG0001922	RMZ54495.1 hypothetical protein APUTEX25_002071_ partial [Auxenochlorella protothecoides]	QAXK01011133.1_12839-6837
OG0001928	RMZ54591.1 hypothetical protein APUTEX25_002177 [Auxenochlorella protothecoides]	QAXK01003150.1_16472-17917
OG0001930	RMZ54600.1 hypothetical protein APUTEX25_002186 [Auxenochlorella protothecoides]	QAXK01003163.1_7337-4796
OG0001931	RMZ54602.1 hypothetical protein APUTEX25_002188 [Auxenochlorella protothecoides]	QAXK01002575.1_2869-493
OG0001934	RMZ54631.1 hypothetical protein APUTEX25_003009 [Auxenochlorella protothecoides]	QAXK01001681.1_35798-38541
OG0001935	RMZ54633.1 hypothetical protein APUTEX25_003011 [Auxenochlorella protothecoides]	QAXK01001208.1_4428-3497
OG0001936	RMZ54637.1 hypothetical protein APUTEX25_003015 [Auxenochlorella protothecoides]	QAXK01000947.1_9658-8064
OG0001937	RMZ54642.1 hypothetical protein APUTEX25_003020 [Auxenochlorella protothecoides]	QAXK01002895.1_11877-8991
OG0001938	RMZ54653.1 hypothetical protein APUTEX25_003031 [Auxenochlorella protothecoides]	QAXK01006045.1_3548-5265
OG0001943	RMZ54693.1 hypothetical protein APUTEX25_003071 [Auxenochlorella protothecoides]	QAXK01001495.1_35130-32135
OG0001945	RMZ54701.1 hypothetical protein APUTEX25_003079 [Auxenochlorella protothecoides]	QAXK01006788.1_3504-1107
OG0001946	RMZ54703.1 hypothetical protein APUTEX25_003081 [Auxenochlorella protothecoides]	QAXK01006196.1_6560-8156
OG0001947	RMZ54707.1 hypothetical protein APUTEX25_003085 [Auxenochlorella protothecoides]	QAXK01001881.1_90892-88031
OG0001951	RMZ54745.1 hypothetical protein APUTEX25_003123_ partial [Auxenochlorella protothecoides]	QAXK01010684.1_1460-556
OG0001952	RMZ54747.1 hypothetical protein APUTEX25_003125_ partial [Auxenochlorella protothecoides]	QAXK01001616.1_0-2161
OG0001953	RMZ54766.1 hypothetical protein APUTEX25_000283 [Auxenochlorella protothecoides]	QAXK01001871.1_8489-9868
OG0001954	RMZ54771.1 hypothetical protein APUTEX25_000288_ partial [Auxenochlorella protothecoides]	QAXK01014389.1_130-668
OG0001956	RMZ54781.1 hypothetical protein APUTEX25_000298_ partial [Auxenochlorella protothecoides]	QAXK01004150.1_9770-14859
OG0001958	RMZ54795.1 hypothetical protein APUTEX25_000312 [Auxenochlorella protothecoides]	QAXK01007010.1_8318-9471
OG0001960	RMZ54820.1 hypothetical protein APUTEX25_000337_ partial [Auxenochlorella protothecoides]	QAXK01005538.1_9255-7797
OG0001961	RMZ54822.1 hypothetical protein APUTEX25_000339 [Auxenochlorella protothecoides]	QAXK01009093.1_4766-1793
OG0001966	RMZ54875.1 hypothetical protein APUTEX25_000392 [Auxenochlorella protothecoides]	QAXK01016188.1_2666-4256
OG0001967	RMZ54886.1 hypothetical protein APUTEX25_000403 [Auxenochlorella protothecoides]	QAXK01000446.1_47170-46172
OG0001969	RMZ54902.1 hypothetical protein APUTEX25_000419 [Auxenochlorella protothecoides]	QAXK01002063.1_20394-18703
OG0001970	RMZ54905.1 hypothetical protein APUTEX25_000422 [Auxenochlorella protothecoides]	QAXK01001186.1_3380-493
OG0001973	RMZ54923.1 hypothetical protein APUTEX25_000440 [Auxenochlorella protothecoides]	QAXK01000335.1_27471-29404
OG0001979	RMZ55017.1 hypothetical protein APUTEX25_005643 [Auxenochlorella protothecoides]	QAXK01001265.1_1827-4399
OG0001980	RMZ55022.1 hypothetical protein APUTEX25_005648 [Auxenochlorella protothecoides]	QAXK01003309.1_3370-103
OG0001986	RMZ55096.1 hypothetical protein APUTEX25_005722_ partial [Auxenochlorella protothecoides]	QAXK01000295.1_10054-5194
OG0001991	RMZ55149.1 hypothetical protein APUTEX25_005427 [Auxenochlorella protothecoides]	QAXK01002862.1_2144-4831
OG0001993	RMZ55171.1 hypothetical protein APUTEX25_005449 [Auxenochlorella protothecoides]	QAXK01002212.1_3400-1645
OG0001995	RMZ55181.1 hypothetical protein APUTEX25_005459 [Auxenochlorella protothecoides]	QAXK01014184.1_2136-4076
OG0001996	RMZ55191.1 hypothetical protein APUTEX25_005469 [Auxenochlorella protothecoides]	QAXK01001275.1_1545-3783
OG0001998	RMZ55219.1 hypothetical protein APUTEX25_005497 [Auxenochlorella protothecoides]	QAXK01000407.1_9246-10753
OG0001999	RMZ55221.1 hypothetical protein APUTEX25_005499 [Auxenochlorella protothecoides]	QAXK01001060.1_158-4769
OG0002000	RMZ55227.1 hypothetical protein APUTEX25_005505 [Auxenochlorella protothecoides]	QAXK01003280.1_21069-16498
OG0002001	RMZ55228.1 hypothetical protein APUTEX25_005506 [Auxenochlorella protothecoides]	QAXK01007038.1_3322-7876
OG0002003	RMZ55244.1 hypothetical protein APUTEX25_005522 [Auxenochlorella protothecoides]	QAXK01002652.1_3797-1393
OG0002004	RMZ55246.1 hypothetical protein APUTEX25_005524 [Auxenochlorella protothecoides]	QAXK01012829.1_4377-6139
OG0002005	RMZ55293.1 hypothetical protein APUTEX25_003431 [Auxenochlorella protothecoides]	QAXK01004007.1_7633-6740
OG0002006	RMZ55303.1 hypothetical protein APUTEX25_003441_ partial [Auxenochlorella protothecoides]	QAXK01000137.1_21575-22932
OG0002007	RMZ55305.1 hypothetical protein APUTEX25_003443 [Auxenochlorella protothecoides]	QAXK01009439.1_10946-16439
OG0002008	RMZ55307.1 hypothetical protein APUTEX25_003445 [Auxenochlorella protothecoides]	QAXK01000685.1_2507-3830
OG0002010	RMZ55322.1 hypothetical protein APUTEX25_003460 [Auxenochlorella protothecoides]	QAXK01004465.1_1413-1889
OG0002011	RMZ55326.1 hypothetical protein APUTEX25_003464 [Auxenochlorella protothecoides]	QAXK01008697.1_3621-1
OG0002012	RMZ55327.1 hypothetical protein APUTEX25_003465_ partial [Auxenochlorella protothecoides]	QAXK01008479.1_22-1572
OG0002013	RMZ55330.1 hypothetical protein APUTEX25_003468 [Auxenochlorella protothecoides]	QAXK01000704.1_865-2353
OG0002014	RMZ55333.1 hypothetical protein APUTEX25_003471 [Auxenochlorella protothecoides]	QAXK01001731.1_8237-12954
OG0002015	RMZ55365.1 hypothetical protein APUTEX25_002223_ partial [Auxenochlorella protothecoides]	QAXK01001095.1_1607-5427
OG0002018	RMZ55388.1 hypothetical protein APUTEX25_003512 [Auxenochlorella protothecoides]	QAXK01000579.1_6879-2831
OG0002023	RMZ55411.1 hypothetical protein APUTEX25_003535 [Auxenochlorella protothecoides]	QAXK01004467.1_4446-2978
OG0002024	RMZ55421.1 hypothetical protein APUTEX25_003545 [Auxenochlorella protothecoides]	QAXK01007476.1_6843-3464
OG0002026	RMZ55450.1 hypothetical protein APUTEX25_003574 [Auxenochlorella protothecoides]	QAXK01000116.1_15959-12419
OG0002027	RMZ55461.1 hypothetical protein APUTEX25_003585 [Auxenochlorella protothecoides]	QAXK01000153.1_10025-9224
OG0002028	RMZ55467.1 hypothetical protein APUTEX25_004692_ partial [Auxenochlorella protothecoides]	QAXK01001007.1_9576-3460
OG0002029	RMZ55478.1 hypothetical protein APUTEX25_000061 [Auxenochlorella protothecoides]	QAXK01001726.1_9416-10685
OG0002032	RMZ55499.1 hypothetical protein APUTEX25_000082 [Auxenochlorella protothecoides]	QAXK01018007.1_11683-5307
OG0002035	RMZ55536.1 hypothetical protein APUTEX25_000119_ partial [Auxenochlorella protothecoides]	QAXK01001162.1_4704-11654
OG0002036	RMZ55542.1 hypothetical protein APUTEX25_000125 [Auxenochlorella protothecoides]	QAXK01003552.1_4945-952
OG0002040	RMZ55603.1 hypothetical protein APUTEX25_000186_ partial [Auxenochlorella protothecoides]	QAXK01004862.1_20323-24029
OG0002043	RMZ55648.1 hypothetical protein APUTEX25_000231_ partial [Auxenochlorella protothecoides]	QAXK01000495.1_11359-8819
OG0002046	RMZ55696.1 hypothetical protein APUTEX25_005737 [Auxenochlorella protothecoides]	QAXK01003370.1_5253-2449
OG0002049	RMZ55726.1 hypothetical protein APUTEX25_005767 [Auxenochlorella protothecoides]	QAXK01004800.1_3523-170
OG0002051	RMZ55770.1 hypothetical protein APUTEX25_005811 [Auxenochlorella protothecoides]	QAXK01005999.1_9988-12832
OG0002063	RMZ55870.1 hypothetical protein APUTEX25_003836 [Auxenochlorella protothecoides]	QAXK01001387.1_26607-27895
OG0002070	RMZ55935.1 hypothetical protein APUTEX25_004359 [Auxenochlorella protothecoides]	QAXK01003882.1_7725-3343
OG0002072	RMZ55946.1 hypothetical protein APUTEX25_004370 [Auxenochlorella protothecoides]	QAXK01000401.1_8251-6577
OG0002073	RMZ55948.1 hypothetical protein APUTEX25_004372 [Auxenochlorella protothecoides]	QAXK01011684.1_2005-861
OG0002074	RMZ55952.1 hypothetical protein APUTEX25_004376 [Auxenochlorella protothecoides]	QAXK01005165.1_9870-10888
OG0002075	RMZ55969.1 hypothetical protein APUTEX25_004393_ partial [Auxenochlorella protothecoides]	QAXK01000112.1_21457-19158
OG0002080	RMZ56050.1 hypothetical protein APUTEX25_004474 [Auxenochlorella protothecoides]	QAXK01005319.1_1852-5123
OG0002081	RMZ56052.1 hypothetical protein APUTEX25_004476 [Auxenochlorella protothecoides]	QAXK01000024.1_6845-4701
OG0002082	RMZ56058.1 hypothetical protein APUTEX25_004482 [Auxenochlorella protothecoides]	QAXK01003767.1_15037-16578
OG0002086	RMZ56089.1 hypothetical protein APUTEX25_004513_ partial [Auxenochlorella protothecoides]	QAXK01000416.1_236-1468
OG0002088	RMZ56098.1 hypothetical protein APUTEX25_004522 [Auxenochlorella protothecoides]	QAXK01004430.1_4845-10525
OG0002090	RMZ56108.1 hypothetical protein APUTEX25_004532 [Auxenochlorella protothecoides]	QAXK01000004.1_10133-7859
OG0002092	RMZ56125.1 hypothetical protein APUTEX25_004549 [Auxenochlorella protothecoides]	QAXK01001415.1_8205-13561
OG0002095	RMZ56140.1 hypothetical protein APUTEX25_004564_ partial [Auxenochlorella protothecoides]	QAXK01000224.1_15148-12485
OG0002103	RMZ56216.1 hypothetical protein APUTEX25_002406 [Auxenochlorella protothecoides]	QAXK01000770.1_6581-10685
OG0002105	RMZ56245.1 hypothetical protein APUTEX25_002435 [Auxenochlorella protothecoides]	QAXK01018040.1_3609-5929
OG0002110	RMZ56310.1 hypothetical protein APUTEX25_000549_ partial [Auxenochlorella protothecoides]	QAXK01007447.1_7916-1145
OG0002111	RMZ56359.1 hypothetical protein APUTEX25_004716 [Auxenochlorella protothecoides]	QAXK01013514.1_9351-7632
OG0002112	RMZ56366.1 hypothetical protein APUTEX25_004723 [Auxenochlorella protothecoides]	QAXK01015359.1_10390-8068
OG0002120	RMZ56418.1 hypothetical protein APUTEX25_004641_ partial [Auxenochlorella protothecoides]	QAXK01005023.1_11393-17094
OG0002122	RMZ56430.1 hypothetical protein APUTEX25_004653 [Auxenochlorella protothecoides]	QAXK01010373.1_8651-6830
OG0002123	RMZ56437.1 hypothetical protein APUTEX25_004660 [Auxenochlorella protothecoides]	QAXK01000700.1_5491-3572
OG0002124	RMZ56450.1 hypothetical protein APUTEX25_004673 [Auxenochlorella protothecoides]	QAXK01004007.1_8647-10727
OG0002127	RMZ56484.1 hypothetical protein APUTEX25_001331 [Auxenochlorella protothecoides]	QAXK01001495.1_27698-29888
OG0002128	RMZ56486.1 hypothetical protein APUTEX25_001333 [Auxenochlorella protothecoides]	QAXK01002518.1_56-2855
OG0002131	RMZ56506.1 hypothetical protein APUTEX25_001353 [Auxenochlorella protothecoides]	QAXK01001894.1_15083-15978
OG0002132	RMZ56516.1 hypothetical protein APUTEX25_001363 [Auxenochlorella protothecoides]	QAXK01009974.1_15390-17483
OG0002134	RMZ56553.1 hypothetical protein APUTEX25_001400 [Auxenochlorella protothecoides]	QAXK01000252.1_16687-14824
OG0002138	RMZ56618.1 hypothetical protein APUTEX25_002707 [Auxenochlorella protothecoides]	QAXK01015692.1_7967-6370
OG0002139	RMZ56625.1 hypothetical protein APUTEX25_002714 [Auxenochlorella protothecoides]	QAXK01003183.1_18810-17365
OG0002141	RMZ56637.1 hypothetical protein APUTEX25_002726 [Auxenochlorella protothecoides]	QAXK01004474.1_7154-5648
OG0002142	RMZ56645.1 hypothetical protein APUTEX25_002734 [Auxenochlorella protothecoides]	QAXK01011512.1_2962-4685
OG0002144	RMZ56661.1 hypothetical protein APUTEX25_002750 [Auxenochlorella protothecoides]	QAXK01000452.1_14665-16837
OG0002145	RMZ56665.1 hypothetical protein APUTEX25_002754 [Auxenochlorella protothecoides]	QAXK01000208.1_15729-14120
OG0002146	RMZ56677.1 hypothetical protein APUTEX25_002766 [Auxenochlorella protothecoides]	QAXK01014393.1_10002-7696
OG0002147	RMZ56689.1 hypothetical protein APUTEX25_002778 [Auxenochlorella protothecoides]	QAXK01000383.1_6224-8512
OG0002149	RMZ56719.1 hypothetical protein APUTEX25_002808 [Auxenochlorella protothecoides]	QAXK01007800.1_664-2473
OG0002153	RMZ56749.1 hypothetical protein APUTEX25_002838 [Auxenochlorella protothecoides]	QAXK01004231.1_9560-10863
OG0002154	RMZ56761.1 hypothetical protein APUTEX25_002850 [Auxenochlorella protothecoides]	QAXK01001673.1_7134-5531
OG0002158	RMZ56780.1 hypothetical protein APUTEX25_002869_ partial [Auxenochlorella protothecoides]	QAXK01000427.1_69010-61523
OG0002159	RMZ56798.1 hypothetical protein APUTEX25_002887_ partial [Auxenochlorella protothecoides]	QAXK01001947.1_6933-16171
OG0002161	RMZ56813.1 hypothetical protein APUTEX25_002902_ partial [Auxenochlorella protothecoides]	QAXK01000667.1_5631-9231
OG0002162	RMZ56826.1 hypothetical protein APUTEX25_002915 [Auxenochlorella protothecoides]	QAXK01001956.1_6721-5102
OG0002163	RMZ56835.1 hypothetical protein APUTEX25_002924_ partial [Auxenochlorella protothecoides]	QAXK01000249.1_23024-26432
OG0002165	RMZ56849.1 hypothetical protein APUTEX25_002938_ partial [Auxenochlorella protothecoides]	QAXK01004616.1_9420-16745
OG0002167	RMZ56861.1 hypothetical protein APUTEX25_002950 [Auxenochlorella protothecoides]	QAXK01011260.1_4573-3532
OG0002169	RMZ56894.1 hypothetical protein APUTEX25_002983 [Auxenochlorella protothecoides]	QAXK01012387.1_1585-757
OG0002171	RMZ56922.1 hypothetical protein APUTEX25_004984_ partial [Auxenochlorella protothecoides]	QAXK01000446.1_58269-64323
OG0002172	RMZ56923.1 hypothetical protein APUTEX25_004985 [Auxenochlorella protothecoides]	QAXK01012305.1_2510-4620
OG0002173	RMZ56928.1 hypothetical protein APUTEX25_004990 [Auxenochlorella protothecoides]	QAXK01000596.1_14630-16935
OG0002175	RMZ56954.1 hypothetical protein APUTEX25_005016 [Auxenochlorella protothecoides]	QAXK01001681.1_26607-28630
OG0002176	RMZ56958.1 hypothetical protein APUTEX25_005020 [Auxenochlorella protothecoides]	QAXK01006378.1_6447-7421
OG0002177	RMZ56959.1 hypothetical protein APUTEX25_005021 [Auxenochlorella protothecoides]	QAXK01001458.1_24314-19030
OG0002179	RMZ56967.1 hypothetical protein APUTEX25_005029 [Auxenochlorella protothecoides]	QAXK01000816.1_3651-1777
OG0002180	RMZ56971.1 hypothetical protein APUTEX25_005033 [Auxenochlorella protothecoides]	QAXK01013408.1_2179-3352
OG0002181	RMZ56977.1 hypothetical protein APUTEX25_005039 [Auxenochlorella protothecoides]	QAXK01001085.1_14460-16185
OG0002182	RMZ57007.1 hypothetical protein APUTEX25_002239_ partial [Auxenochlorella protothecoides]	QAXK01011403.1_8648-10184
OG0002185	RMZ57021.1 hypothetical protein APUTEX25_002253 [Auxenochlorella protothecoides]	QAXK01004305.1_1287-2625
OG0002187	RMZ57033.1 hypothetical protein APUTEX25_002265 [Auxenochlorella protothecoides]	QAXK01008561.1_1927-3583
OG0002194	RMZ57145.1 hypothetical protein APUTEX25_003602 [Auxenochlorella protothecoides]	QAXK01000283.1_35828-37170
OG0002195	RMZ57158.1 hypothetical protein APUTEX25_003992 [Auxenochlorella protothecoides]	QAXK01004230.1_16730-15188
OG0002201	RMZ57190.1 hypothetical protein APUTEX25_004024 [Auxenochlorella protothecoides]	QAXK01010560.1_4646-7806
OG0002202	RMZ57201.1 hypothetical protein APUTEX25_004035_ partial [Auxenochlorella protothecoides]	QAXK01015485.1_1487-4220
OG0002203	RMZ57204.1 hypothetical protein APUTEX25_004038 [Auxenochlorella protothecoides]	QAXK01002836.1_26336-33102
OG0002205	RMZ57254.1 hypothetical protein APUTEX25_004088 [Auxenochlorella protothecoides]	QAXK01006533.1_2359-4576
OG0002206	RMZ57260.1 hypothetical protein APUTEX25_004094 [Auxenochlorella protothecoides]	QAXK01001756.1_16985-18889
OG0002211	RMZ57275.1 hypothetical protein APUTEX25_004109_ partial [Auxenochlorella protothecoides]	QAXK01002337.1_17192-14208
OG0002212	RMZ57303.1 hypothetical protein APUTEX25_004137 [Auxenochlorella protothecoides]	QAXK01004985.1_1921-3702
OG0002214	RMZ57327.1 hypothetical protein APUTEX25_004161 [Auxenochlorella protothecoides]	QAXK01004099.1_10602-7616
OG0002216	RMZ57348.1 hypothetical protein APUTEX25_004182 [Auxenochlorella protothecoides]	QAXK01008333.1_5211-755
OG0002218	RMZ57417.1 hypothetical protein APUTEX25_004251 [Auxenochlorella protothecoides]	QAXK01008568.1_4370-1172
OG0002219	RMZ57428.1 hypothetical protein APUTEX25_004262 [Auxenochlorella protothecoides]	QAXK01000926.1_8546-11734
OG0002221	RMZ57439.1 hypothetical protein APUTEX25_004273 [Auxenochlorella protothecoides]	QAXK01000669.1_13732-11344
OG0002223	RMZ57449.1 hypothetical protein APUTEX25_004283 [Auxenochlorella protothecoides]	QAXK01002445.1_7314-8396
OG0002227	RMZ57492.1 hypothetical protein APUTEX25_003735_ partial [Auxenochlorella protothecoides]	QAXK01002658.1_19503-16448
OG0002228	RMZ57493.1 hypothetical protein APUTEX25_003736_ partial [Auxenochlorella protothecoides]	QAXK01005657.1_4133-2964
OG0002229	RMZ57512.1 hypothetical protein APUTEX25_003755_ partial [Auxenochlorella protothecoides]	QAXK01012523.1_554-5993
OG0002231	RMZ57528.1 hypothetical protein APUTEX25_001728 [Auxenochlorella protothecoides]	QAXK01000465.1_13752-12830
OG0002232	RMZ57531.1 hypothetical protein APUTEX25_001731 [Auxenochlorella protothecoides]	QAXK01003345.1_4291-6594
OG0002233	RMZ57564.1 hypothetical protein APUTEX25_001764_ partial [Auxenochlorella protothecoides]	QAXK01000437.1_11961-16259
OG0002235	RMZ57566.1 hypothetical protein APUTEX25_001766_ partial [Auxenochlorella protothecoides]	QAXK01001803.1_9702-7639
OG0002238	RMZ57596.1 hypothetical protein APUTEX25_001796 [Auxenochlorella protothecoides]	QAXK01001182.1_10605-8247
OG0002241	RMZ57620.1 hypothetical protein APUTEX25_001820 [Auxenochlorella protothecoides]	QAXK01018825.1_5368-4150
OG0002243	RMZ57631.1 hypothetical protein APUTEX25_001831 [Auxenochlorella protothecoides]	QAXK01000459.1_16579-20716
OG0002246	RMZ57640.1 hypothetical protein APUTEX25_001840 [Auxenochlorella protothecoides]	QAXK01004963.1_17662-16561
OG0002250	RMZ57670.1 hypothetical protein APUTEX25_001870 [Auxenochlorella protothecoides]	QAXK01009768.1_6744-3068
OG0002367	RMZ52013.1 hypothetical protein APUTEX25_001207 [Auxenochlorella protothecoides]	QAXK01000828.1_1794-5888
OG0002368	RMZ52030.1 hypothetical protein APUTEX25_001224 [Auxenochlorella protothecoides]	QAXK01012125.1_2420-651
