Orthogroup	Auxenochlorella_protothecoides	Chlorella_A99
OG0001716	RMZ52495.1 hypothetical protein APUTEX25_003638 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2358 [Chlorella sp. A99]
OG0001719	RMZ52535.1 hypothetical protein APUTEX25_003678 [Auxenochlorella protothecoides]	PCFQ01000005.1 g784 [Chlorella sp. A99]
OG0001720	RMZ52549.1 hypothetical protein APUTEX25_003692 [Auxenochlorella protothecoides]	PCFQ01000005.1 g794 [Chlorella sp. A99]
OG0001724	RMZ52625.1 hypothetical protein APUTEX25_000744 [Auxenochlorella protothecoides]	PCFQ01000026.1 g2295 [Chlorella sp. A99]
OG0001727	RMZ52638.1 hypothetical protein APUTEX25_000757 [Auxenochlorella protothecoides]	PCFQ01000058.1 g144 [Chlorella sp. A99]
OG0001728	RMZ52641.1 hypothetical protein APUTEX25_000760 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2618 [Chlorella sp. A99]
OG0001729	RMZ52642.1 hypothetical protein APUTEX25_000761 [Auxenochlorella protothecoides]	PCFQ01000081.1 g1652 [Chlorella sp. A99]
OG0001730	RMZ52643.1 hypothetical protein APUTEX25_000762_ partial [Auxenochlorella protothecoides]	PCFQ01000006.1 g3214 [Chlorella sp. A99]
OG0001731	RMZ56593.1 hypothetical protein APUTEX25_004757 [Auxenochlorella protothecoides]	PCFQ01000081.1 g1605 [Chlorella sp. A99]
OG0001732	RMZ52655.1 hypothetical protein APUTEX25_000774 [Auxenochlorella protothecoides]	PCFQ01000009.1 g1709 [Chlorella sp. A99]
OG0001737	RMZ52680.1 hypothetical protein APUTEX25_000799 [Auxenochlorella protothecoides]	PCFQ01000007.1 g1232 [Chlorella sp. A99]
OG0001739	RMZ52702.1 hypothetical protein APUTEX25_000821_ partial [Auxenochlorella protothecoides]	PCFQ01000078.1 g2001 [Chlorella sp. A99]
OG0001740	RMZ52709.1 hypothetical protein APUTEX25_000828_ partial [Auxenochlorella protothecoides]	PCFQ01000078.1 g1982 [Chlorella sp. A99]
OG0001742	RMZ52723.1 hypothetical protein APUTEX25_000842 [Auxenochlorella protothecoides]	PCFQ01000001.1 g1011 [Chlorella sp. A99], PCFQ01000026.1 g2291 [Chlorella sp. A99]
OG0001743	RMZ52726.1 hypothetical protein APUTEX25_000845_ partial [Auxenochlorella protothecoides]	PCFQ01000001.1 g967 [Chlorella sp. A99]
OG0001744	RMZ52744.1 hypothetical protein APUTEX25_000863_ partial [Auxenochlorella protothecoides]	PCFQ01000007.1 g1231 [Chlorella sp. A99]
OG0001747	RMZ52803.1 hypothetical protein APUTEX25_000922 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2651 [Chlorella sp. A99]
OG0001748	RMZ52814.1 hypothetical protein APUTEX25_000933_ partial [Auxenochlorella protothecoides]	PCFQ01000078.1 g2043 [Chlorella sp. A99]
OG0001750	RMZ52825.1 hypothetical protein APUTEX25_000944 [Auxenochlorella protothecoides]	PCFQ01000015.1 g2972 [Chlorella sp. A99]
OG0001751	RMZ52833.1 hypothetical protein APUTEX25_000952_ partial [Auxenochlorella protothecoides]	PCFQ01000007.1 g1180 [Chlorella sp. A99]
OG0001753	RMZ52840.1 hypothetical protein APUTEX25_000959_ partial [Auxenochlorella protothecoides]	PCFQ01000078.1 g2044 [Chlorella sp. A99]
OG0001754	RMZ52843.1 hypothetical protein APUTEX25_000962_ partial [Auxenochlorella protothecoides]	PCFQ01000079.1 g1509 [Chlorella sp. A99]
OG0001756	RMZ52862.1 hypothetical protein APUTEX25_000981_ partial [Auxenochlorella protothecoides]	PCFQ01000013.1 g3271 [Chlorella sp. A99]
OG0001758	RMZ52905.1 hypothetical protein APUTEX25_001024 [Auxenochlorella protothecoides]	PCFQ01000081.1 g1598 [Chlorella sp. A99], PCFQ01000081.1 g1597 [Chlorella sp. A99]
OG0001759	RMZ52911.1 hypothetical protein APUTEX25_001030_ partial [Auxenochlorella protothecoides]	PCFQ01000018.1 g406 [Chlorella sp. A99]
OG0001760	RMZ52914.1 hypothetical protein APUTEX25_001033 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3206 [Chlorella sp. A99]
OG0001761	RMZ52928.1 hypothetical protein APUTEX25_001047_ partial [Auxenochlorella protothecoides]	PCFQ01000037.1 g2451 [Chlorella sp. A99]
OG0001762	RMZ52929.1 hypothetical protein APUTEX25_001048 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3227 [Chlorella sp. A99]
OG0001763	RMZ52932.1 hypothetical protein APUTEX25_001051 [Auxenochlorella protothecoides]	PCFQ01000013.1 g3316 [Chlorella sp. A99]
OG0001765	RMZ52968.1 hypothetical protein APUTEX25_001087 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1398 [Chlorella sp. A99]
OG0001767	RMZ52990.1 hypothetical protein APUTEX25_001109_ partial [Auxenochlorella protothecoides]	PCFQ01000075.1 g1935 [Chlorella sp. A99]
OG0001770	RMZ53006.1 hypothetical protein APUTEX25_001125 [Auxenochlorella protothecoides]	PCFQ01000007.1 g1196 [Chlorella sp. A99]
OG0001777	RMZ53093.1 hypothetical protein APUTEX25_002502_ partial [Auxenochlorella protothecoides], RMZ56327.1 hypothetical protein APUTEX25_000566 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2429 [Chlorella sp. A99]
OG0001778	RMZ53101.1 hypothetical protein APUTEX25_002510_ partial [Auxenochlorella protothecoides]	PCFQ01000003.1 g1039 [Chlorella sp. A99]
OG0001779	RMZ53123.1 hypothetical protein APUTEX25_005112 [Auxenochlorella protothecoides]	PCFQ01000013.1 g3326 [Chlorella sp. A99]
OG0001780	RMZ53140.1 hypothetical protein APUTEX25_005129 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2736 [Chlorella sp. A99]
OG0001781	RMZ53143.1 hypothetical protein APUTEX25_005132 [Auxenochlorella protothecoides]	PCFQ01000003.1 g1045 [Chlorella sp. A99]
OG0001783	RMZ53147.1 hypothetical protein APUTEX25_005136_ partial [Auxenochlorella protothecoides]	PCFQ01000078.1 g2030 [Chlorella sp. A99]
OG0001785	RMZ53170.1 hypothetical protein APUTEX25_005159 [Auxenochlorella protothecoides]	PCFQ01000081.1 g1572 [Chlorella sp. A99]
OG0001786	RMZ53182.1 hypothetical protein APUTEX25_005171 [Auxenochlorella protothecoides]	PCFQ01000010.1 g291 [Chlorella sp. A99]
OG0001787	RMZ53204.1 hypothetical protein APUTEX25_005193 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2032 [Chlorella sp. A99]
OG0001788	RMZ53209.1 hypothetical protein APUTEX25_005198 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2779 [Chlorella sp. A99]
OG0001789	RMZ53219.1 hypothetical protein APUTEX25_005208 [Auxenochlorella protothecoides]	PCFQ01000081.1 g1565 [Chlorella sp. A99]
OG0001790	RMZ53229.1 hypothetical protein APUTEX25_005218_ partial [Auxenochlorella protothecoides]	PCFQ01000081.1 g1571 [Chlorella sp. A99]
OG0001791	RMZ53230.1 hypothetical protein APUTEX25_005219 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2901 [Chlorella sp. A99], PCFQ01000082.1 g592 [Chlorella sp. A99]
OG0001792	RMZ53236.1 hypothetical protein APUTEX25_005225 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2752 [Chlorella sp. A99]
OG0001793	RMZ53241.1 hypothetical protein APUTEX25_005230_ partial [Auxenochlorella protothecoides]	PCFQ01000010.1 g313 [Chlorella sp. A99]
OG0001794	RMZ53243.1 hypothetical protein APUTEX25_005232 [Auxenochlorella protothecoides]	PCFQ01000081.1 g1575 [Chlorella sp. A99]
OG0001795	RMZ53252.1 hypothetical protein APUTEX25_005241 [Auxenochlorella protothecoides]	PCFQ01000010.1 g309 [Chlorella sp. A99]
OG0001797	RMZ53293.1 hypothetical protein APUTEX25_004781 [Auxenochlorella protothecoides]	PCFQ01000058.1 g256 [Chlorella sp. A99], PCFQ01000075.1 g1909 [Chlorella sp. A99]
OG0001800	RMZ53312.1 hypothetical protein APUTEX25_004800_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g140 [Chlorella sp. A99]
OG0001801	RMZ53323.1 hypothetical protein APUTEX25_004811 [Auxenochlorella protothecoides]	PCFQ01000009.1 g1683 [Chlorella sp. A99]
OG0001805	RMZ57722.1 hypothetical protein APUTEX25_001699_ partial [Auxenochlorella protothecoides], RMZ53356.1 hypothetical protein APUTEX25_004844_ partial [Auxenochlorella protothecoides]	PCFQ01000009.1 g1676 [Chlorella sp. A99]
OG0001806	RMZ53370.1 hypothetical protein APUTEX25_004858 [Auxenochlorella protothecoides]	PCFQ01000075.1 g1921 [Chlorella sp. A99]
OG0001807	RMZ53371.1 hypothetical protein APUTEX25_004859 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1244 [Chlorella sp. A99]
OG0001809	RMZ53388.1 hypothetical protein APUTEX25_004876 [Auxenochlorella protothecoides]	PCFQ01000015.1 g2936 [Chlorella sp. A99]
OG0001811	RMZ53395.1 hypothetical protein APUTEX25_004883 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2591 [Chlorella sp. A99]
OG0001812	RMZ53408.1 hypothetical protein APUTEX25_004896 [Auxenochlorella protothecoides]	PCFQ01000009.1 g1674 [Chlorella sp. A99]
OG0001813	RMZ53413.1 hypothetical protein APUTEX25_004901 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2432 [Chlorella sp. A99]
OG0001817	RMZ53443.1 hypothetical protein APUTEX25_004931 [Auxenochlorella protothecoides]	PCFQ01000009.1 g1677 [Chlorella sp. A99]
OG0001818	RMZ53466.1 hypothetical protein APUTEX25_003288_ partial [Auxenochlorella protothecoides]	PCFQ01000008.1 g1127 [Chlorella sp. A99]
OG0001819	RMZ53473.1 hypothetical protein APUTEX25_003295 [Auxenochlorella protothecoides]	PCFQ01000077.1 g1732 [Chlorella sp. A99]
OG0001821	RMZ53488.1 hypothetical protein APUTEX25_003310_ partial [Auxenochlorella protothecoides]	PCFQ01000078.1 g2085 [Chlorella sp. A99]
OG0001822	RMZ53504.1 hypothetical protein APUTEX25_003326_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g1 [Chlorella sp. A99]
OG0001824	RMZ53517.1 hypothetical protein APUTEX25_003339 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2800 [Chlorella sp. A99]
OG0001825	RMZ53518.1 hypothetical protein APUTEX25_003340 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2058 [Chlorella sp. A99]
OG0001826	RMZ53526.1 hypothetical protein APUTEX25_003348_ partial [Auxenochlorella protothecoides]	PCFQ01000008.1 g1126 [Chlorella sp. A99]
OG0001827	RMZ53537.1 hypothetical protein APUTEX25_003359_ partial [Auxenochlorella protothecoides]	PCFQ01000003.1 g1055 [Chlorella sp. A99]
OG0001829	RMZ53545.1 hypothetical protein APUTEX25_003367 [Auxenochlorella protothecoides]	PCFQ01000015.1 g3007 [Chlorella sp. A99]
OG0001830	RMZ53555.1 hypothetical protein APUTEX25_003377_ partial [Auxenochlorella protothecoides]	PCFQ01000078.1 g2055 [Chlorella sp. A99]
OG0001831	RMZ53569.1 hypothetical protein APUTEX25_003391 [Auxenochlorella protothecoides]	PCFQ01000015.1 g3002 [Chlorella sp. A99]
OG0001833	RMZ53579.1 hypothetical protein APUTEX25_003401 [Auxenochlorella protothecoides]	PCFQ01000003.1 g1023 [Chlorella sp. A99]
OG0001835	RMZ53583.1 hypothetical protein APUTEX25_003405 [Auxenochlorella protothecoides]	PCFQ01000003.1 g1026 [Chlorella sp. A99]
OG0001837	RMZ53617.1 hypothetical protein APUTEX25_003151_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g147 [Chlorella sp. A99]
OG0001838	RMZ53623.1 hypothetical protein APUTEX25_003157 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1264 [Chlorella sp. A99]
OG0001839	RMZ53627.1 hypothetical protein APUTEX25_003161_ partial [Auxenochlorella protothecoides]	PCFQ01000078.1 g2016 [Chlorella sp. A99]
OG0001841	RMZ53644.1 hypothetical protein APUTEX25_003178 [Auxenochlorella protothecoides]	PCFQ01000003.1 g1018 [Chlorella sp. A99]
OG0001842	RMZ53677.1 hypothetical protein APUTEX25_003211 [Auxenochlorella protothecoides]	PCFQ01000007.1 g1207 [Chlorella sp. A99]
OG0001843	RMZ53679.1 hypothetical protein APUTEX25_003213_ partial [Auxenochlorella protothecoides]	PCFQ01000037.1 g2447 [Chlorella sp. A99]
OG0001844	RMZ53691.1 hypothetical protein APUTEX25_003225_ partial [Auxenochlorella protothecoides]	PCFQ01000011.1 g2894 [Chlorella sp. A99]
OG0001845	RMZ53692.1 hypothetical protein APUTEX25_003226_ partial [Auxenochlorella protothecoides]	PCFQ01000011.1 g2874 [Chlorella sp. A99]
OG0001846	RMZ53711.1 hypothetical protein APUTEX25_003245 [Auxenochlorella protothecoides]	PCFQ01000081.1 g1642 [Chlorella sp. A99]
OG0001847	RMZ53720.1 hypothetical protein APUTEX25_003254 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1258 [Chlorella sp. A99]
OG0001849	RMZ53734.1 hypothetical protein APUTEX25_003873 [Auxenochlorella protothecoides]	PCFQ01000058.1 g149 [Chlorella sp. A99]
OG0001851	RMZ53753.1 hypothetical protein APUTEX25_003892 [Auxenochlorella protothecoides]	PCFQ01000020.1 g933 [Chlorella sp. A99]
OG0001853	RMZ53775.1 hypothetical protein APUTEX25_003914 [Auxenochlorella protothecoides]	PCFQ01000019.1 g1788 [Chlorella sp. A99], PCFQ01000058.1 g204 [Chlorella sp. A99]
OG0001854	RMZ53787.1 hypothetical protein APUTEX25_003926 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2841 [Chlorella sp. A99]
OG0001855	RMZ53811.1 hypothetical protein APUTEX25_003950_ partial [Auxenochlorella protothecoides]	PCFQ01000011.1 g2835 [Chlorella sp. A99]
OG0001856	RMZ53821.1 hypothetical protein APUTEX25_003960_ partial [Auxenochlorella protothecoides]	PCFQ01000019.1 g1791 [Chlorella sp. A99]
OG0001857	RMZ53842.1 hypothetical protein APUTEX25_005588_ partial [Auxenochlorella protothecoides]	PCFQ01000078.1 g2008 [Chlorella sp. A99]
OG0001858	RMZ53847.1 hypothetical protein APUTEX25_005593 [Auxenochlorella protothecoides]	PCFQ01000080.1 g1948 [Chlorella sp. A99]
OG0001860	RMZ53868.1 hypothetical protein APUTEX25_005614 [Auxenochlorella protothecoides]	PCFQ01000080.1 g1950 [Chlorella sp. A99]
OG0001861	RMZ53874.1 hypothetical protein APUTEX25_005620_ partial [Auxenochlorella protothecoides]	PCFQ01000079.1 g1485 [Chlorella sp. A99]
OG0001862	RMZ53912.1 hypothetical protein APUTEX25_004937 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2508 [Chlorella sp. A99]
OG0001863	RMZ53918.1 hypothetical protein APUTEX25_004943 [Auxenochlorella protothecoides]	PCFQ01000020.1 g914 [Chlorella sp. A99]
OG0001864	RMZ53933.1 hypothetical protein APUTEX25_004958_ partial [Auxenochlorella protothecoides]	PCFQ01000020.1 g918 [Chlorella sp. A99]
OG0001865	RMZ53938.1 hypothetical protein APUTEX25_004963_ partial [Auxenochlorella protothecoides]	PCFQ01000019.1 g1811 [Chlorella sp. A99]
OG0001867	RMZ53960.1 hypothetical protein APUTEX25_002537 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1488 [Chlorella sp. A99]
OG0001868	RMZ53973.1 hypothetical protein APUTEX25_002550_ partial [Auxenochlorella protothecoides]	PCFQ01000014.1 g1883 [Chlorella sp. A99]
OG0001869	RMZ53980.1 hypothetical protein APUTEX25_002557 [Auxenochlorella protothecoides]	PCFQ01000019.1 g1808 [Chlorella sp. A99], PCFQ01000049.1 g2287 [Chlorella sp. A99]
OG0001870	RMZ53981.1 hypothetical protein APUTEX25_002558 [Auxenochlorella protothecoides]	PCFQ01000005.1 g804 [Chlorella sp. A99]
OG0001871	RMZ53983.1 hypothetical protein APUTEX25_002560 [Auxenochlorella protothecoides]	PCFQ01000013.1 g3350 [Chlorella sp. A99]
OG0001874	RMZ53999.1 hypothetical protein APUTEX25_002576_ partial [Auxenochlorella protothecoides]	PCFQ01000018.1 g459 [Chlorella sp. A99]
OG0001875	RMZ54010.1 hypothetical protein APUTEX25_002587 [Auxenochlorella protothecoides]	PCFQ01000020.1 g870 [Chlorella sp. A99]
OG0001876	RMZ54020.1 hypothetical protein APUTEX25_002597 [Auxenochlorella protothecoides]	PCFQ01000081.1 g1635 [Chlorella sp. A99]
OG0001877	RMZ54021.1 hypothetical protein APUTEX25_002598_ partial [Auxenochlorella protothecoides]	PCFQ01000081.1 g1637 [Chlorella sp. A99]
OG0001878	RMZ54033.1 hypothetical protein APUTEX25_002610_ partial [Auxenochlorella protothecoides]	PCFQ01000018.1 g441 [Chlorella sp. A99]
OG0001879	RMZ54035.1 hypothetical protein APUTEX25_002612 [Auxenochlorella protothecoides]	PCFQ01000020.1 g925 [Chlorella sp. A99]
OG0001880	RMZ54051.1 hypothetical protein APUTEX25_002628_ partial [Auxenochlorella protothecoides]	PCFQ01000019.1 g1813 [Chlorella sp. A99]
OG0001883	RMZ54085.1 hypothetical protein APUTEX25_002662 [Auxenochlorella protothecoides]	PCFQ01000020.1 g917 [Chlorella sp. A99]
OG0001884	RMZ54112.1 hypothetical protein APUTEX25_002689 [Auxenochlorella protothecoides]	PCFQ01000081.1 g1622 [Chlorella sp. A99]
OG0001885	RMZ54124.1 hypothetical protein APUTEX25_005280_ partial [Auxenochlorella protothecoides]	PCFQ01000080.1 g1955 [Chlorella sp. A99]
OG0001887	RMZ54180.1 hypothetical protein APUTEX25_005336_ partial [Auxenochlorella protothecoides]	PCFQ01000010.1 g361 [Chlorella sp. A99]
OG0001888	RMZ54184.1 hypothetical protein APUTEX25_005340 [Auxenochlorella protothecoides]	PCFQ01000005.1 g749 [Chlorella sp. A99]
OG0001889	RMZ54189.1 hypothetical protein APUTEX25_005345 [Auxenochlorella protothecoides]	PCFQ01000001.1 g997 [Chlorella sp. A99]
OG0001892	RMZ54204.1 hypothetical protein APUTEX25_005360 [Auxenochlorella protothecoides]	PCFQ01000005.1 g754 [Chlorella sp. A99]
OG0001893	RMZ54263.1 hypothetical protein APUTEX25_000614_ partial [Auxenochlorella protothecoides]	PCFQ01000079.1 g1461 [Chlorella sp. A99]
OG0001894	RMZ54269.1 hypothetical protein APUTEX25_000620 [Auxenochlorella protothecoides]	PCFQ01000001.1 g961 [Chlorella sp. A99]
OG0001895	RMZ54276.1 hypothetical protein APUTEX25_001434 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2214 [Chlorella sp. A99]
OG0001896	RMZ54287.1 hypothetical protein APUTEX25_001445_ partial [Auxenochlorella protothecoides]	PCFQ01000078.1 g2207 [Chlorella sp. A99]
OG0001897	RMZ54288.1 hypothetical protein APUTEX25_001446_ partial [Auxenochlorella protothecoides]	PCFQ01000078.1 g2175 [Chlorella sp. A99]
OG0001900	RMZ54297.1 hypothetical protein APUTEX25_001455 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2205 [Chlorella sp. A99]
OG0001902	RMZ54305.1 hypothetical protein APUTEX25_001463 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2216 [Chlorella sp. A99]
OG0001904	RMZ54313.1 hypothetical protein APUTEX25_001471 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2217 [Chlorella sp. A99]
OG0001906	RMZ54324.1 hypothetical protein APUTEX25_001482 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2206 [Chlorella sp. A99]
OG0001907	RMZ54331.1 hypothetical protein APUTEX25_001489 [Auxenochlorella protothecoides]	PCFQ01000042.1 g747 [Chlorella sp. A99]
OG0001909	RMZ54373.1 hypothetical protein APUTEX25_001949 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2018 [Chlorella sp. A99]
OG0001911	RMZ54385.1 hypothetical protein APUTEX25_001961_ partial [Auxenochlorella protothecoides]	PCFQ01000078.1 g2035 [Chlorella sp. A99]
OG0001912	RMZ54396.1 hypothetical protein APUTEX25_001972 [Auxenochlorella protothecoides]	PCFQ01000058.1 g212 [Chlorella sp. A99]
OG0001913	RMZ54406.1 hypothetical protein APUTEX25_001982 [Auxenochlorella protothecoides]	PCFQ01000003.1 g1058 [Chlorella sp. A99]
OG0001914	RMZ54407.1 hypothetical protein APUTEX25_001983 [Auxenochlorella protothecoides]	PCFQ01000005.1 g807 [Chlorella sp. A99]
OG0001915	RMZ54414.1 hypothetical protein APUTEX25_001990 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2493 [Chlorella sp. A99]
OG0001916	RMZ54423.1 hypothetical protein APUTEX25_001999 [Auxenochlorella protothecoides]	PCFQ01000005.1 g854 [Chlorella sp. A99]
OG0001917	RMZ54459.1 hypothetical protein APUTEX25_002035_ partial [Auxenochlorella protothecoides]	PCFQ01000081.1 g1643 [Chlorella sp. A99]
OG0001918	RMZ54461.1 hypothetical protein APUTEX25_002037_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g202 [Chlorella sp. A99]
OG0001919	RMZ54473.1 hypothetical protein APUTEX25_002049 [Auxenochlorella protothecoides]	PCFQ01000058.1 g237 [Chlorella sp. A99]
OG0001920	RMZ54480.1 hypothetical protein APUTEX25_002056 [Auxenochlorella protothecoides]	PCFQ01000058.1 g248 [Chlorella sp. A99]
OG0001921	RMZ54483.1 hypothetical protein APUTEX25_002059_ partial [Auxenochlorella protothecoides]	PCFQ01000003.1 g1068 [Chlorella sp. A99]
OG0001922	RMZ54495.1 hypothetical protein APUTEX25_002071_ partial [Auxenochlorella protothecoides]	PCFQ01000081.1 g1632 [Chlorella sp. A99]
OG0001923	RMZ54541.1 hypothetical protein APUTEX25_002116 [Auxenochlorella protothecoides]	PCFQ01000058.1 g119 [Chlorella sp. A99]
OG0001924	RMZ54549.1 hypothetical protein APUTEX25_002124_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g105 [Chlorella sp. A99]
OG0001925	RMZ54555.1 hypothetical protein APUTEX25_002130_ partial [Auxenochlorella protothecoides]	PCFQ01000004.1 g2642 [Chlorella sp. A99]
OG0001928	RMZ54591.1 hypothetical protein APUTEX25_002177 [Auxenochlorella protothecoides]	PCFQ01000058.1 g257 [Chlorella sp. A99]
OG0001929	RMZ54592.1 hypothetical protein APUTEX25_002178_ partial [Auxenochlorella protothecoides]	PCFQ01000003.1 g1043 [Chlorella sp. A99]
OG0001930	RMZ54600.1 hypothetical protein APUTEX25_002186 [Auxenochlorella protothecoides]	PCFQ01000003.1 g1042 [Chlorella sp. A99]
OG0001932	RMZ54614.1 hypothetical protein APUTEX25_002200_ partial [Auxenochlorella protothecoides]	PCFQ01000003.1 g1044 [Chlorella sp. A99]
OG0001933	RMZ54622.1 hypothetical protein APUTEX25_001692_ partial [Auxenochlorella protothecoides]	PCFQ01000011.1 g2742 [Chlorella sp. A99]
OG0001934	RMZ54631.1 hypothetical protein APUTEX25_003009 [Auxenochlorella protothecoides]	PCFQ01000002.1 g668 [Chlorella sp. A99]
OG0001935	RMZ54633.1 hypothetical protein APUTEX25_003011 [Auxenochlorella protothecoides]	PCFQ01000008.1 g1171 [Chlorella sp. A99]
OG0001936	RMZ54637.1 hypothetical protein APUTEX25_003015 [Auxenochlorella protothecoides]	PCFQ01000002.1 g731 [Chlorella sp. A99]
OG0001937	RMZ54642.1 hypothetical protein APUTEX25_003020 [Auxenochlorella protothecoides]	PCFQ01000058.1 g24 [Chlorella sp. A99]
OG0001938	RMZ54653.1 hypothetical protein APUTEX25_003031 [Auxenochlorella protothecoides]	PCFQ01000002.1 g735 [Chlorella sp. A99]
OG0001941	RMZ54688.1 hypothetical protein APUTEX25_003066 [Auxenochlorella protothecoides]	PCFQ01000058.1 g28 [Chlorella sp. A99]
OG0001942	RMZ54689.1 hypothetical protein APUTEX25_003067 [Auxenochlorella protothecoides]	PCFQ01000058.1 g30 [Chlorella sp. A99]
OG0001943	RMZ54693.1 hypothetical protein APUTEX25_003071 [Auxenochlorella protothecoides]	PCFQ01000058.1 g23 [Chlorella sp. A99]
OG0001944	RMZ54695.1 hypothetical protein APUTEX25_003073 [Auxenochlorella protothecoides]	PCFQ01000058.1 g25 [Chlorella sp. A99]
OG0001945	RMZ54701.1 hypothetical protein APUTEX25_003079 [Auxenochlorella protothecoides]	PCFQ01000058.1 g67 [Chlorella sp. A99]
OG0001946	RMZ54703.1 hypothetical protein APUTEX25_003081 [Auxenochlorella protothecoides]	PCFQ01000058.1 g46 [Chlorella sp. A99]
OG0001947	RMZ54707.1 hypothetical protein APUTEX25_003085 [Auxenochlorella protothecoides]	PCFQ01000058.1 g70 [Chlorella sp. A99]
OG0001948	RMZ54708.1 hypothetical protein APUTEX25_003086 [Auxenochlorella protothecoides]	PCFQ01000058.1 g32 [Chlorella sp. A99]
OG0001950	RMZ54735.1 hypothetical protein APUTEX25_003113 [Auxenochlorella protothecoides]	PCFQ01000058.1 g18 [Chlorella sp. A99]
OG0001951	RMZ54745.1 hypothetical protein APUTEX25_003123_ partial [Auxenochlorella protothecoides]	PCFQ01000008.1 g1147 [Chlorella sp. A99]
OG0001952	RMZ54747.1 hypothetical protein APUTEX25_003125_ partial [Auxenochlorella protothecoides]	PCFQ01000008.1 g1149 [Chlorella sp. A99]
OG0001955	RMZ54776.1 hypothetical protein APUTEX25_000293 [Auxenochlorella protothecoides]	PCFQ01000015.1 g2963 [Chlorella sp. A99]
OG0001956	RMZ54781.1 hypothetical protein APUTEX25_000298_ partial [Auxenochlorella protothecoides]	PCFQ01000011.1 g2807 [Chlorella sp. A99]
OG0001959	RMZ54810.1 hypothetical protein APUTEX25_000327 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2465 [Chlorella sp. A99]
OG0001960	RMZ54820.1 hypothetical protein APUTEX25_000337_ partial [Auxenochlorella protothecoides]	PCFQ01000082.1 g612 [Chlorella sp. A99]
OG0001961	RMZ54822.1 hypothetical protein APUTEX25_000339 [Auxenochlorella protothecoides]	PCFQ01000077.1 g1758 [Chlorella sp. A99]
OG0001963	RMZ54852.1 hypothetical protein APUTEX25_000369 [Auxenochlorella protothecoides]	PCFQ01000077.1 g1749 [Chlorella sp. A99]
OG0001965	RMZ54870.1 hypothetical protein APUTEX25_000387 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2157 [Chlorella sp. A99]
OG0001967	RMZ54886.1 hypothetical protein APUTEX25_000403 [Auxenochlorella protothecoides]	PCFQ01000015.1 g3062 [Chlorella sp. A99]
OG0001968	RMZ54893.1 hypothetical protein APUTEX25_000410_ partial [Auxenochlorella protothecoides]	PCFQ01000011.1 g2883 [Chlorella sp. A99]
OG0001969	RMZ54902.1 hypothetical protein APUTEX25_000419 [Auxenochlorella protothecoides]	PCFQ01000082.1 g520 [Chlorella sp. A99]
OG0001970	RMZ54905.1 hypothetical protein APUTEX25_000422 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2161 [Chlorella sp. A99]
OG0001972	RMZ54916.1 hypothetical protein APUTEX25_000433 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2922 [Chlorella sp. A99]
OG0001973	RMZ54923.1 hypothetical protein APUTEX25_000440 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2926 [Chlorella sp. A99]
OG0001974	RMZ54936.1 hypothetical protein APUTEX25_000453 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2159 [Chlorella sp. A99]
OG0001975	RMZ54985.1 hypothetical protein APUTEX25_000502_ partial [Auxenochlorella protothecoides]	PCFQ01000078.1 g2153 [Chlorella sp. A99]
