Orthogroup	Chlorella_Vulgaris2111P	Micractinium_SAG24180
OG0003745	KAI3436095.1 hypothetical protein D9Q98_002153 [Chlorella vulgaris]	PSC76700.1 pterin-4-alpha-carbinolamine dehydratase [Micractinium conductrix]
OG0003746	KAI3436107.1 hypothetical protein D9Q98_002165 [Chlorella vulgaris]	PSC76540.1 psbB mRNA maturation factor chloroplastic-like [Micractinium conductrix]
OG0003747	KAI3436114.1 hypothetical protein D9Q98_002172 [Chlorella vulgaris]	PSC76399.1 F-box SKIP16 isoform A [Micractinium conductrix], PSC76398.1 F-box SKIP16 isoform B [Micractinium conductrix]
OG0003748	KAI3428794.1 hypothetical protein D9Q98_007613 [Chlorella vulgaris]	PSC75605.1 ultraviolet-B receptor UVR8-like [Micractinium conductrix]
OG0003749	KAI3425147.1 hypothetical protein D9Q98_008918 [Chlorella vulgaris]	PSC70109.1 SPOC and transcription elongation factor S-II domain [Micractinium conductrix]
OG0003750	KAI3439021.1 hypothetical protein D9Q98_001433 [Chlorella vulgaris]	PSC67912.1 putative ADP-ribosylation factor GTPase-activating AGD8 [Micractinium conductrix]
OG0003751	KAI3428308.1 hypothetical protein D9Q98_006687 [Chlorella vulgaris]	PSC68116.1 hypothetical protein C2E20_8282 [Micractinium conductrix]
OG0003752	KAI3435539.1 hypothetical protein D9Q98_001604 [Chlorella vulgaris]	PSC72768.1 SNARE associated Golgi [Micractinium conductrix]
OG0003753	KAI3435508.1 hypothetical protein D9Q98_001574 [Chlorella vulgaris]	PSC72725.1 tyrosine phosphatase [Micractinium conductrix]
OG0003754	KAI3423881.1 hypothetical protein D9Q98_009715 [Chlorella vulgaris]	PSC75606.1 KTI12-like protein [Micractinium conductrix]
OG0003756	KAI3435532.1 hypothetical protein D9Q98_001597 [Chlorella vulgaris]	PSC72707.1 TATA-binding -associated factor 172 [Micractinium conductrix]
OG0003757	KAI3423805.1 hypothetical protein D9Q98_009642 [Chlorella vulgaris]	PSC68679.1 hypothetical protein C2E20_7761 [Micractinium conductrix]
OG0003758	KAI3430389.1 hypothetical protein D9Q98_004984 [Chlorella vulgaris], KAI3435535.1 hypothetical protein D9Q98_001600 [Chlorella vulgaris]	PSC69120.1 major lipid droplet [Micractinium conductrix]
OG0003759	KAI3435529.1 hypothetical protein D9Q98_001595 [Chlorella vulgaris]	PSC72927.1 hypothetical protein C2E20_4027 [Micractinium conductrix]
OG0003760	KAI3435500.1 hypothetical protein D9Q98_001566 [Chlorella vulgaris]	PSC72614.1 beclin-1 isoform X1 [Micractinium conductrix]
OG0003761	KAI3435552.1 hypothetical protein D9Q98_001617 [Chlorella vulgaris]	PSC72702.1 vacuolar sorting-associated 9A-like [Micractinium conductrix]
OG0003762	KAI3435575.1 hypothetical protein D9Q98_001640 [Chlorella vulgaris]	PSC72811.1 TPX2-like isoform X3 [Micractinium conductrix]
OG0003763	KAI3438487.1 hypothetical protein D9Q98_000915 [Chlorella vulgaris]	PSC71875.1 aminotransferase class V [Micractinium conductrix]
OG0003765	KAI3438460.1 hypothetical protein D9Q98_000889 [Chlorella vulgaris]	PSC71889.1 Flavin reductase-FMN-binding domain containing [Micractinium conductrix]
OG0003766	KAI3423799.1 hypothetical protein D9Q98_009636 [Chlorella vulgaris]	PSC68726.1 Intron-binding aquarius [Micractinium conductrix]
OG0003767	KAI3435526.1 hypothetical protein D9Q98_001592 [Chlorella vulgaris]	PSC72840.1 50S ribosomal chloroplastic [Micractinium conductrix]
OG0003769	KAI3435511.1 hypothetical protein D9Q98_001577 [Chlorella vulgaris]	PSC72605.1 exocyst complex component sec10 [Micractinium conductrix]
OG0003770	KAI3435563.1 hypothetical protein D9Q98_001628 [Chlorella vulgaris]	PSC72925.1 polyubiquitin 9 [Micractinium conductrix]
OG0003772	KAI3438055.1 hypothetical protein D9Q98_000498 [Chlorella vulgaris]	PSC71089.1 hemerythrin [Micractinium conductrix]
OG0003773	KAI3438084.1 hypothetical protein D9Q98_000526 [Chlorella vulgaris]	PSC72194.1 signal recognition particle 19 kDa -like [Micractinium conductrix]
OG0003774	KAI3438093.1 hypothetical protein D9Q98_000535 [Chlorella vulgaris]	PSC72097.1 peroxisome biogenesis 1 isoform X1 [Micractinium conductrix]
OG0003775	KAI3438053.1 hypothetical protein D9Q98_000496 [Chlorella vulgaris]	PSC71154.1 vacuolar sorting-associated 24-like protein 1-like [Micractinium conductrix]
OG0003776	KAI3438114.1 hypothetical protein D9Q98_000555 [Chlorella vulgaris]	PSC72062.1 plastid fibrillin 3 [Micractinium conductrix]
OG0003777	KAI3438121.1 hypothetical protein D9Q98_000562 [Chlorella vulgaris]	PSC72152.1 hypothetical protein C2E20_4543 [Micractinium conductrix]
OG0003778	KAI3438136.1 hypothetical protein D9Q98_000577 [Chlorella vulgaris]	PSC72193.1 1-acyl-sn-glycerol-3-phosphate acyltransferase delta isoform 1 [Micractinium conductrix]
OG0003779	KAI3438412.1 hypothetical protein D9Q98_000843 [Chlorella vulgaris]	PSC76671.1 ubiquitin-conjugating enzyme E2 22-like [Micractinium conductrix]
OG0003780	KAI3438415.1 hypothetical protein D9Q98_000846 [Chlorella vulgaris]	PSC76224.1 BI1 isoform A [Micractinium conductrix], PSC76223.1 BI1 isoform B [Micractinium conductrix]
OG0003781	KAI3438760.1 hypothetical protein D9Q98_001178 [Chlorella vulgaris]	PSC77060.1 suppression of tumorigenicity 5 -like [Micractinium conductrix]
OG0003782	KAI3427988.1 hypothetical protein D9Q98_006376 [Chlorella vulgaris]	PSC72505.1 Ran-binding 10 [Micractinium conductrix]
OG0003784	KAI3434563.1 hypothetical protein D9Q98_002636 [Chlorella vulgaris]	PSC74367.1 50S ribosomal L24 [Micractinium conductrix]
OG0003785	KAI3428142.1 hypothetical protein D9Q98_006526 [Chlorella vulgaris]	PSC71386.1 hypothetical protein C2E20_5254 [Micractinium conductrix]
OG0003786	KAI3435848.1 hypothetical protein D9Q98_001906 [Chlorella vulgaris]	PSC71432.1 microtubule-associated Asp [Micractinium conductrix]
OG0003787	KAI3428018.1 hypothetical protein D9Q98_006404 [Chlorella vulgaris]	PSC72564.1 thiol-disulfide oxidoreductase LTO1 [Micractinium conductrix]
OG0003788	KAI3427230.1 hypothetical protein D9Q98_007165 [Chlorella vulgaris]	PSC74356.1 putative aarF domain-containing kinase chloroplastic [Micractinium conductrix]
OG0003789	KAI3438729.1 hypothetical protein D9Q98_001149 [Chlorella vulgaris]	PSC76401.1 Proteasome assembly chaperone 2 [Micractinium conductrix]
OG0003790	KAI3438692.1 hypothetical protein D9Q98_001112 [Chlorella vulgaris]	PSC75370.1 GPI-anchor transamidase isoform B [Micractinium conductrix], PSC75371.1 GPI-anchor transamidase isoform A [Micractinium conductrix]
OG0003791	KAI3424177.1 hypothetical protein D9Q98_009536 [Chlorella vulgaris]	PSC74316.1 exosome complex component rrp40 [Micractinium conductrix]
OG0003792	KAI3427244.1 hypothetical protein D9Q98_007178 [Chlorella vulgaris]	PSC73841.1 pyruvate dehydrogenase kinase [Micractinium conductrix]
OG0003793	KAI3425141.1 hypothetical protein D9Q98_008912 [Chlorella vulgaris]	PSC70104.1 P-loop NTPase domain-containing LPA1-like protein 1-like [Micractinium conductrix]
OG0003794	KAI3438601.1 hypothetical protein D9Q98_001024 [Chlorella vulgaris]	PSC67944.1 phosphoserine aminotransferase [Micractinium conductrix]
OG0003795	KAI3429602.1 hypothetical protein D9Q98_005688 [Chlorella vulgaris]	PSC69323.1 hypothetical protein C2E20_7169 [Micractinium conductrix]
OG0003796	KAI3431678.1 hypothetical protein D9Q98_004724 [Chlorella vulgaris]	PSC68699.1 tRNA nucleotidyltransferase poly_A_ polymerase [Micractinium conductrix]
OG0003797	KAI3436230.1 hypothetical protein D9Q98_002284 [Chlorella vulgaris]	PSC76958.1 rab9 effector with kelch motifs [Micractinium conductrix]
OG0003798	KAI3438592.1 hypothetical protein D9Q98_001016 [Chlorella vulgaris]	PSC76038.1 TP53-regulating kinase isoform A [Micractinium conductrix], PSC76037.1 TP53-regulating kinase isoform B [Micractinium conductrix]
OG0003800	KAI3424189.1 hypothetical protein D9Q98_009546 [Chlorella vulgaris]	PSC74128.1 mini-chromosome maintenance complex-binding isoform A [Micractinium conductrix], PSC74127.1 mini-chromosome maintenance complex-binding isoform B [Micractinium conductrix]
OG0003801	KAI3429610.1 hypothetical protein D9Q98_005696 [Chlorella vulgaris]	PSC67036.1 Coenzyme Q-binding COQ10 mitochondrial [Micractinium conductrix], PSC69318.1 coenzyme Q-binding COQ10 mitochondrial [Micractinium conductrix]
OG0003802	KAI3438726.1 hypothetical protein D9Q98_001146 [Chlorella vulgaris]	PSC76934.1 acetyltransferase NSI [Micractinium conductrix]
OG0003803	KAI3435001.1 hypothetical protein D9Q98_003053 [Chlorella vulgaris]	PSC76168.1 cofactor complex C _B6F_ [Micractinium conductrix]
OG0003804	KAI3435026.1 hypothetical protein D9Q98_003078 [Chlorella vulgaris]	PSC67420.1 cytochrome c oxidase subunit 4_13 kD [Micractinium conductrix]
OG0003805	KAI3438600.1 hypothetical protein D9Q98_001023 [Chlorella vulgaris]	PSC68006.1 ATP-dependent RNA helicase HAS1 [Micractinium conductrix]
OG0003806	KAI3430531.1 hypothetical protein D9Q98_005124 [Chlorella vulgaris]	PSC76022.1 acyl-oxidase [Micractinium conductrix]
OG0003807	KAI3435011.1 hypothetical protein D9Q98_003063 [Chlorella vulgaris]	PSC67440.1 hemolysin A isoform B [Micractinium conductrix], PSC67439.1 hemolysin A isoform A [Micractinium conductrix]
OG0003808	KAI3433705.1 hypothetical protein D9Q98_003514 [Chlorella vulgaris]	PSC68819.1 chloroplastic isoform X2 [Micractinium conductrix]
OG0003809	KAI3431677.1 hypothetical protein D9Q98_004723 [Chlorella vulgaris]	PSC68721.1 increased DNA methylation 1-like [Micractinium conductrix]
OG0003810	KAI3430498.1 hypothetical protein D9Q98_005093 [Chlorella vulgaris]	PSC76116.1 DHS-like NAD FAD-binding domain-containing [Micractinium conductrix]
OG0003811	KAI3433701.1 hypothetical protein D9Q98_003510 [Chlorella vulgaris]	PSC68856.1 hemK methyltransferase family member 1 [Micractinium conductrix]
OG0003812	KAI3426201.1 hypothetical protein D9Q98_008578 [Chlorella vulgaris]	PSC67415.1 Regulator of telomere elongation helicase 1 [Micractinium conductrix]
OG0003814	KAI3435002.1 hypothetical protein D9Q98_003054 [Chlorella vulgaris]	PSC76694.1 60S acidic ribosomal P2 [Micractinium conductrix]
OG0003815	KAI3435024.1 hypothetical protein D9Q98_003076 [Chlorella vulgaris]	PSC67421.1 50S ribosomal chloroplastic [Micractinium conductrix]
OG0003816	KAI3424198.1 hypothetical protein D9Q98_009554 [Chlorella vulgaris]	PSC74267.1 chalcone-flavanone isomerase [Micractinium conductrix]
OG0003817	KAI3427435.1 hypothetical protein D9Q98_010350 [Chlorella vulgaris]	PSC68485.1 Succinate dehydrogenase [ubiquinone] cytochrome b small mitochondrial [Micractinium conductrix]
OG0003818	KAI3431672.1 hypothetical protein D9Q98_004719 [Chlorella vulgaris]	PSC68698.1 hypothetical protein C2E20_7707 [Micractinium conductrix]
OG0003819	KAI3430542.1 hypothetical protein D9Q98_005135 [Chlorella vulgaris]	PSC76611.1 hypothetical protein C2E20_0087 [Micractinium conductrix]
OG0003820	KAI3436232.1 hypothetical protein D9Q98_002286 [Chlorella vulgaris]	PSC76580.1 putative proteasome inhibitor [Micractinium conductrix]
OG0003822	KAI3432389.1 hypothetical protein D9Q98_003945 [Chlorella vulgaris]	PSC73330.1 Stomatin mitochondrial [Micractinium conductrix]
OG0003823	KAI3426017.1 hypothetical protein D9Q98_007985 [Chlorella vulgaris]	PSC70253.1 hypothetical protein C2E20_6331 [Micractinium conductrix]
OG0003824	KAI3437620.1 hypothetical protein D9Q98_000072 [Chlorella vulgaris]	PSC75018.1 U3 small nucleolar RNA-interacting 2 [Micractinium conductrix]
OG0003826	KAI3426018.1 hypothetical protein D9Q98_007986 [Chlorella vulgaris]	PSC70258.1 ribonuclease HII [Micractinium conductrix]
OG0003827	KAI3426282.1 hypothetical protein D9Q98_008655 [Chlorella vulgaris]	PSC75672.1 Sorbitol dehydrogenase [Micractinium conductrix]
OG0003828	KAI3425975.1 hypothetical protein D9Q98_007943 [Chlorella vulgaris]	PSC70188.1 prefoldin subunit 1 [Micractinium conductrix]
OG0003829	KAI3437587.1 hypothetical protein D9Q98_000040 [Chlorella vulgaris]	PSC76712.1 cullin-1-like [Micractinium conductrix]
OG0003830	KAI3426029.1 hypothetical protein D9Q98_007997 [Chlorella vulgaris]	PSC70272.1 3-hydroxybutyryl-dehydrogenase [Micractinium conductrix]
OG0003831	KAI3430591.1 hypothetical protein D9Q98_005184 [Chlorella vulgaris]	PSC75157.1 Rsm22-cox11 tandem mitochondrial [Micractinium conductrix]
OG0003832	KAI3437626.1 hypothetical protein D9Q98_000078 [Chlorella vulgaris]	PSC74989.1 30S ribosomal S15 [Micractinium conductrix]
OG0003833	KAI3426007.1 hypothetical protein D9Q98_007975 [Chlorella vulgaris]	PSC70198.1 Xylulokinase [Micractinium conductrix]
OG0003834	KAI3425998.1 hypothetical protein D9Q98_007966 [Chlorella vulgaris]	PSC70276.1 hypothetical protein C2E20_6343 [Micractinium conductrix]
OG0003835	KAI3425887.1 hypothetical protein D9Q98_007860 [Chlorella vulgaris]	PSC74576.1 Zinc finger CCCH-type with G patch domain-containing isoform A [Micractinium conductrix], PSC74577.1 Zinc finger CCCH-type with G patch domain-containing isoform B [Micractinium conductrix]
OG0003836	KAI3425971.1 hypothetical protein D9Q98_007939 [Chlorella vulgaris]	PSC70217.1 asparagine synthetase domain-containing 1 [Micractinium conductrix]
OG0003837	KAI3425886.1 hypothetical protein D9Q98_007859 [Chlorella vulgaris]	PSC74593.1 Swr1 complex bromodomain subunit Brf1 isoform B [Micractinium conductrix], PSC74594.1 Swr1 complex bromodomain subunit Brf1 isoform A [Micractinium conductrix]
OG0003838	KAI3426014.1 hypothetical protein D9Q98_007982 [Chlorella vulgaris]	PSC70203.1 Cwf15 Cwc15 cell cycle control [Micractinium conductrix]
OG0003839	KAI3425929.1 hypothetical protein D9Q98_007901 [Chlorella vulgaris]	PSC74999.1 Haloalkane dehalogenase [Micractinium conductrix]
OG0003841	KAI3425993.1 hypothetical protein D9Q98_007961 [Chlorella vulgaris]	PSC70145.1 Chaperone binding_ATPase activator [Micractinium conductrix]
OG0003843	KAI3425905.1 hypothetical protein D9Q98_007877 [Chlorella vulgaris]	PSC74861.1 hypothetical protein C2E20_2059 [Micractinium conductrix]
OG0003844	KAI3431353.1 hypothetical protein D9Q98_004411 [Chlorella vulgaris]	PSC71863.1 Thymidine kinase [Micractinium conductrix]
OG0003845	KAI3431328.1 hypothetical protein D9Q98_004386 [Chlorella vulgaris]	PSC71866.1 Ethanolamine-phosphate cytidylyltransferase [Micractinium conductrix]
OG0003846	KAI3431287.1 hypothetical protein D9Q98_004348 [Chlorella vulgaris]	PSC67622.1 Elongator complex 1 [Micractinium conductrix]
OG0003847	KAI3431400.1 hypothetical protein D9Q98_004453 [Chlorella vulgaris]	PSC71949.1 YIPF6-like protein [Micractinium conductrix]
OG0003848	KAI3431372.1 hypothetical protein D9Q98_004427 [Chlorella vulgaris]	PSC72019.1 Sucrose-phosphatase 2 [Micractinium conductrix]
OG0003849	KAI3436694.1 hypothetical protein D9Q98_006109 [Chlorella vulgaris]	PSC71543.1 s-isoprenylcysteine o-methyltransferase [Micractinium conductrix]
OG0003850	KAI3431285.1 hypothetical protein D9Q98_004346 [Chlorella vulgaris]	PSC67611.1 NADH dehydrogenase [ubiquinone] complex assembly factor 7-like protein [Micractinium conductrix]
OG0003851	KAI3431403.1 hypothetical protein D9Q98_004456 [Chlorella vulgaris]	PSC71883.1 DUF3119 family [Micractinium conductrix]
OG0003852	KAI3431284.1 hypothetical protein D9Q98_004345 [Chlorella vulgaris]	PSC67625.1 Small nuclear ribonucleo E [Micractinium conductrix]
OG0003853	KAI3431466.1 hypothetical protein D9Q98_004518 [Chlorella vulgaris]	PSC71906.1 tRNA-splicing endonuclease subunit Sen34 isoform A [Micractinium conductrix], PSC71907.1 tRNA-splicing endonuclease subunit Sen34 isoform B [Micractinium conductrix]
OG0003854	KAI3431301.1 hypothetical protein D9Q98_004360 [Chlorella vulgaris]	PSC71972.1 peptidyl-prolyl cis-trans isomerase-like 1 [Micractinium conductrix]
OG0003855	KAI3431375.1 hypothetical protein D9Q98_004429 [Chlorella vulgaris], KAI3431374.1 hypothetical protein D9Q98_004429 [Chlorella vulgaris]	PSC71971.1 integral membrane single C2 domain [Micractinium conductrix]
OG0003856	KAI3431475.1 hypothetical protein D9Q98_004527 [Chlorella vulgaris]	PSC71958.1 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP1 isoform X1 [Micractinium conductrix]
OG0003857	KAI3438293.1 hypothetical protein D9Q98_000727 [Chlorella vulgaris]	PSC72239.1 tRNA-dihydrouridine synthase A [Micractinium conductrix]
OG0003858	KAI3427117.1 hypothetical protein D9Q98_007054 [Chlorella vulgaris]	PSC75405.1 glutamine cyclotransferase [Micractinium conductrix]
OG0003859	KAI3438285.1 hypothetical protein D9Q98_000720 [Chlorella vulgaris]	PSC72162.1 Exonuclease 1 [Micractinium conductrix]
OG0003860	KAI3427103.1 hypothetical protein D9Q98_007042 [Chlorella vulgaris]	PSC75289.1 putative anion transporter 5 [Micractinium conductrix]
OG0003861	KAI3432603.1 hypothetical protein D9Q98_004150 [Chlorella vulgaris]	PSC74348.1 C-5 sterol desaturase [Micractinium conductrix]
OG0003863	KAI3438404.1 hypothetical protein D9Q98_000836 [Chlorella vulgaris]	PSC76545.1 Kinesin KIF19 [Micractinium conductrix]
OG0003864	KAI3433505.1 hypothetical protein D9Q98_003317 [Chlorella vulgaris]	PSC73621.1 FAD-dependent oxidoreductase [Micractinium conductrix]
OG0003865	KAI3428068.1 hypothetical protein D9Q98_006452 [Chlorella vulgaris]	PSC72362.1 Very-long-chain enoyl-reductase [Micractinium conductrix]
OG0003866	KAI3433643.1 hypothetical protein D9Q98_003452 [Chlorella vulgaris]	PSC68886.1 PLP-dependent threonine dehydratase [Micractinium conductrix], PSC68834.1 hypothetical protein C2E20_7598 isoform X2 [Micractinium conductrix]
OG0003867	KAI3428092.1 hypothetical protein D9Q98_006475 [Chlorella vulgaris]	PSC72575.1 plastidial pyruvate kinase 2-like [Micractinium conductrix]
OG0003868	KAI3431798.1 hypothetical protein D9Q98_010551 [Chlorella vulgaris]	PSC69189.1 quinone oxidoreductase 2-like protein [Micractinium conductrix]
OG0003870	KAI3431784.1 hypothetical protein D9Q98_010538 [Chlorella vulgaris], KAI3431785.1 hypothetical protein D9Q98_010538 [Chlorella vulgaris]	PSC69247.1 aminotransferase class IV [Micractinium conductrix]
OG0003871	KAI3432377.1 hypothetical protein D9Q98_003934 [Chlorella vulgaris]	PSC70590.1 Photosystem II stability assembly factor chloroplastic [Micractinium conductrix]
OG0003873	KAI3425846.1 hypothetical protein D9Q98_007820 [Chlorella vulgaris]	PSC74563.1 centrosomal of 104 kDa [Micractinium conductrix]
OG0003874	KAI3428094.1 hypothetical protein D9Q98_006477 [Chlorella vulgaris]	PSC72532.1 Gamma carbonic anhydrase-like mitochondrial [Micractinium conductrix]
OG0003875	KAI3438310.1 hypothetical protein D9Q98_000744 [Chlorella vulgaris]	PSC72197.1 hypothetical protein C2E20_4380 [Micractinium conductrix]
OG0003876	KAI3433624.1 hypothetical protein D9Q98_003433 [Chlorella vulgaris]	PSC68894.1 RNA methyltransferase At5g10620 [Micractinium conductrix]
OG0003877	KAI3438930.1 hypothetical protein D9Q98_001344 [Chlorella vulgaris]	PSC76245.1 WD repeat-containing 74 [Micractinium conductrix]
OG0003878	KAI3431758.1 hypothetical protein D9Q98_004800 [Chlorella vulgaris]	PSC69289.1 plant F14N23-31 [Micractinium conductrix]
OG0003879	KAI3438925.1 hypothetical protein D9Q98_001339 [Chlorella vulgaris]	PSC77028.1 phosphoserine chloroplastic [Micractinium conductrix]
OG0003880	KAI3433552.1 hypothetical protein D9Q98_003363 [Chlorella vulgaris]	PSC68275.1 Rhomboid protease [Micractinium conductrix]
OG0003881	KAI3428123.1 hypothetical protein D9Q98_006506 [Chlorella vulgaris]	PSC72420.1 adenine nucleotide alpha hydrolase [Micractinium conductrix]
OG0003882	KAI3433486.1 hypothetical protein D9Q98_003298 [Chlorella vulgaris]	PSC73842.1 28S ribosomal mitochondrial [Micractinium conductrix]
OG0003883	KAI3438405.1 hypothetical protein D9Q98_000837 [Chlorella vulgaris]	PSC76612.1 3-hydroxyisobutyrate dehydrogenase family isoform B [Micractinium conductrix], PSC76613.1 3-hydroxyisobutyrate dehydrogenase family isoform A [Micractinium conductrix]
OG0003884	KAI3434847.1 hypothetical protein D9Q98_002901 [Chlorella vulgaris]	PSC76025.1 fatty acid desaturase [Micractinium conductrix]
OG0003885	KAI3431373.1 hypothetical protein D9Q98_004428 [Chlorella vulgaris]	PSC71932.1 transport Sec61 subunit beta [Micractinium conductrix]
OG0003886	KAI3433554.1 hypothetical protein D9Q98_003365 [Chlorella vulgaris]	PSC68241.1 NADH dehydrogenase [ubiquinone] iron-sulfur mitochondrial [Micractinium conductrix]
OG0003887	KAI3428067.1 hypothetical protein D9Q98_006451 [Chlorella vulgaris]	PSC72592.1 ATP binding [Micractinium conductrix]
OG0003888	KAI3423599.1 hypothetical protein D9Q98_010783_ partial _chloroplast_ [Chlorella vulgaris], KAI3425847.1 hypothetical protein D9Q98_007821 [Chlorella vulgaris]	PSC74785.1 pectin lyase [Micractinium conductrix]
OG0003889	KAI3428107.1 hypothetical protein D9Q98_006490 [Chlorella vulgaris]	PSC72409.1 transcription initiation factor TFIID subunit 15-like [Micractinium conductrix]
OG0003890	KAI3433530.1 hypothetical protein D9Q98_003340 [Chlorella vulgaris]	PSC73700.1 PAB-dependent poly_A_-specific ribonuclease subunit 3 [Micractinium conductrix]
OG0003891	KAI3432605.1 hypothetical protein D9Q98_004152 [Chlorella vulgaris]	PSC70621.1 pre-rRNA-processing TSR2-like protein [Micractinium conductrix]
OG0003892	KAI3431474.1 hypothetical protein D9Q98_004526 [Chlorella vulgaris]	PSC71991.1 Cold shock domain-containing [Micractinium conductrix]
OG0003893	KAI3425099.1 hypothetical protein D9Q98_008477 [Chlorella vulgaris]	PSC69355.1 tRNA-splicing endonuclease subunit Sen54 [Micractinium conductrix]
OG0003894	KAI3428526.1 hypothetical protein D9Q98_007349 [Chlorella vulgaris]	PSC70827.1 coiled-coil domain-containing 94-like protein isoform B [Micractinium conductrix], PSC70828.1 coiled-coil domain-containing 94-like protein isoform A [Micractinium conductrix]
OG0003895	KAI3430318.1 hypothetical protein D9Q98_004914 [Chlorella vulgaris]	PSC68005.1 DEAD-box ATP-dependent RNA helicase 1 [Micractinium conductrix]
OG0003896	KAI3428511.1 hypothetical protein D9Q98_007335 [Chlorella vulgaris]	PSC69863.1 tetratricopeptide repeat 9B [Micractinium conductrix]
OG0003897	KAI3428519.1 hypothetical protein D9Q98_007342 [Chlorella vulgaris]	PSC69865.1 methyltransferase 16 isoform X1 [Micractinium conductrix]
OG0003898	KAI3428509.1 hypothetical protein D9Q98_007333 [Chlorella vulgaris]	PSC69940.1 major facilitator superfamily [Micractinium conductrix]
OG0003900	KAI3430364.1 hypothetical protein D9Q98_004959 [Chlorella vulgaris]	PSC70007.1 fanciful K+ uptake-b family transporter [Micractinium conductrix]
OG0003901	KAI3427095.1 hypothetical protein D9Q98_007034 [Chlorella vulgaris]	PSC68246.1 gamma-glutamyltransferase 5 [Micractinium conductrix], PSC68298.1 hypothetical protein C2E20_8142 [Micractinium conductrix], PSC75521.1 hypothetical protein C2E20_1298 [Micractinium conductrix]
OG0003902	KAI3430346.1 hypothetical protein D9Q98_004941 [Chlorella vulgaris]	PSC70023.1 THO complex subunit 7B-like isoform B [Micractinium conductrix], PSC70022.1 THO complex subunit 7B-like isoform A [Micractinium conductrix]
OG0003903	KAI3428539.1 hypothetical protein D9Q98_007361 [Chlorella vulgaris]	PSC69843.1 aspartyl glutamyl-tRNA amidotransferase subunit B [Micractinium conductrix]
OG0003905	KAI3438823.1 hypothetical protein D9Q98_001240 [Chlorella vulgaris]	PSC76053.1 Cell division protease ftsH isoform 1 [Micractinium conductrix]
OG0003906	KAI3432397.1 hypothetical protein D9Q98_003953 [Chlorella vulgaris]	PSC73492.1 photosystem I reaction center subunit IV [Micractinium conductrix]
OG0003908	KAI3428535.1 hypothetical protein D9Q98_007358 [Chlorella vulgaris]	PSC70998.1 zinc finger _C3HC4 RING finger_ [Micractinium conductrix]
OG0003909	KAI3434717.1 hypothetical protein D9Q98_002778 [Chlorella vulgaris]	PSC73057.1 mitochondrial import inner membrane translocase subunit TIM14-1 [Micractinium conductrix]
OG0003910	KAI3434685.1 hypothetical protein D9Q98_002748 [Chlorella vulgaris]	PSC73027.1 Ubiquitin-conjugating enzyme E2 5 isoform B [Micractinium conductrix]
OG0003911	KAI3434711.1 hypothetical protein D9Q98_002772 [Chlorella vulgaris]	PSC73176.1 RING finger and CHY zinc finger domain-containing 1 [Micractinium conductrix]
OG0003912	KAI3434692.1 hypothetical protein D9Q98_002755 [Chlorella vulgaris]	PSC73175.1 UDP-glucuronic acid decarboxylase 1 [Micractinium conductrix]
OG0003913	KAI3438695.1 hypothetical protein D9Q98_001115 [Chlorella vulgaris]	PSC75252.1 UBX domain-containing 6 [Micractinium conductrix]
OG0003914	KAI3434713.1 hypothetical protein D9Q98_002774 [Chlorella vulgaris]	PSC73071.1 chromatin modification-related MEAF6 isoform B [Micractinium conductrix], PSC73070.1 chromatin modification-related MEAF6 isoform A [Micractinium conductrix]
OG0003915	KAI3427165.1 hypothetical protein D9Q98_007102 [Chlorella vulgaris]	PSC75472.1 50S ribosomal L31_ chloroplastic-like [Micractinium conductrix]
OG0003917	KAI3432691.1 hypothetical protein D9Q98_004234 [Chlorella vulgaris]	PSC74258.1 nitric oxide synthase [Micractinium conductrix]
OG0003918	KAI3432693.1 hypothetical protein D9Q98_004236 [Chlorella vulgaris]	PSC74294.1 tetratricopeptide repeat 14-like [Micractinium conductrix]
OG0003919	KAI3433351.1 hypothetical protein D9Q98_003169 [Chlorella vulgaris]	PSC76306.1 hydroxymethylglutaryl-synthase [Micractinium conductrix]
OG0003920	KAI3432773.1 hypothetical protein D9Q98_004313 [Chlorella vulgaris]	PSC75219.1 ribosome biogenesis BRX1-like [Micractinium conductrix]
OG0003921	KAI3432275.1 hypothetical protein D9Q98_003835 [Chlorella vulgaris]	PSC73271.1 anthranilate phosphoribosyltransferase [Micractinium conductrix]
OG0003922	KAI3432719.1 hypothetical protein D9Q98_004262 [Chlorella vulgaris]	PSC74350.1 putative UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase SPINDLY [Micractinium conductrix]
OG0003923	KAI3436156.1 hypothetical protein D9Q98_002213 [Chlorella vulgaris]	PSC76948.1 50S ribosomal L9 [Micractinium conductrix]
OG0003924	KAI3436154.1 hypothetical protein D9Q98_002211 [Chlorella vulgaris]	PSC76185.1 developmentally-regulated G-2 [Micractinium conductrix]
OG0003925	KAI3428178.1 hypothetical protein D9Q98_006558 [Chlorella vulgaris]	PSC72824.1 SOUL heme-binding [Micractinium conductrix]
OG0003926	KAI3428192.1 hypothetical protein D9Q98_006572 [Chlorella vulgaris]	PSC72760.1 hypothetical protein C2E20_3943 [Micractinium conductrix]
OG0003927	KAI3428174.1 hypothetical protein D9Q98_006554 [Chlorella vulgaris]	PSC72771.1 ecotropic viral integration site 5-like protein isoform X3 [Micractinium conductrix]
