Orthogroup	Chlorella_Vulgaris2111P	Chlorella_Sorokiniana1602
OG0003709	KAI3426072.1 hypothetical protein D9Q98_008040 [Chlorella vulgaris]	PRW33769.1 Serine carboxypeptidase [Chlorella sorokiniana]
OG0003710	KAI3425344.1 hypothetical protein D9Q98_009108 [Chlorella vulgaris]	PRW33670.1 hydroxyethylthiazole kinase [Chlorella sorokiniana]
OG0003711	KAI3427958.1 hypothetical protein D9Q98_006348 [Chlorella vulgaris]	PRW56614.1 2-C-methyl-D-erythritol 4-phosphate chloroplastic [Chlorella sorokiniana]
OG0003712	KAI3425920.1 hypothetical protein D9Q98_007892 [Chlorella vulgaris]	PRW57983.1 Mitochondrial substrate carrier family ucpB [Chlorella sorokiniana]
OG0003713	KAI3425346.1 hypothetical protein D9Q98_009110 [Chlorella vulgaris]	PRW33595.1 multifunctional methyltransferase subunit TRM112 At1g22270 [Chlorella sorokiniana]
OG0003714	KAI3434968.1 hypothetical protein D9Q98_003020 [Chlorella vulgaris]	PRW34085.1 putative GTP diphosphokinase chloroplastic [Chlorella sorokiniana]
OG0003715	KAI3436017.1 hypothetical protein D9Q98_002074 [Chlorella vulgaris]	PRW59637.1 2103290Aanti-phytochrome antibody reactive [Chlorella sorokiniana]
OG0003716	KAI3436021.1 hypothetical protein D9Q98_002078 [Chlorella vulgaris]	PRW59799.1 maternal effect embryo arrest 18 [Chlorella sorokiniana]
OG0003717	KAI3426938.1 hypothetical protein D9Q98_006882 [Chlorella vulgaris]	PRW50930.1 melanoma-associated antigen G1 [Chlorella sorokiniana]
OG0003718	KAI3425930.1 hypothetical protein D9Q98_007902 [Chlorella vulgaris]	PRW57762.1 isopentenyldiphosphate delta-isomerase [Chlorella sorokiniana]
OG0003719	KAI3425822.1 hypothetical protein D9Q98_007797 [Chlorella vulgaris]	PRW57904.1 Phycocyanobilin_ferredoxin oxidoreductase [Chlorella sorokiniana]
OG0003720	KAI3436849.1 hypothetical protein D9Q98_006259 [Chlorella vulgaris]	PRW56180.1 CCR4-NOT transcription complex subunit 4 [Chlorella sorokiniana]
OG0003721	KAI3435982.1 hypothetical protein D9Q98_002040 [Chlorella vulgaris]	PRW59822.1 uridine kinase isoform X2 [Chlorella sorokiniana]
OG0003722	KAI3425794.1 hypothetical protein D9Q98_007769 [Chlorella vulgaris]	PRW57710.1 translation factor SUI1-like protein 2 [Chlorella sorokiniana]
OG0003723	KAI3436838.1 hypothetical protein D9Q98_006248 [Chlorella vulgaris]	PRW56197.1 Niemann-Pick C1 [Chlorella sorokiniana]
OG0003724	KAI3434852.1 hypothetical protein D9Q98_002906 [Chlorella vulgaris]	PRW32626.1 cytochrome p450 isoform B [Chlorella sorokiniana], PRW32625.1 cytochrome p450 isoform A [Chlorella sorokiniana]
OG0003725	KAI3434876.1 hypothetical protein D9Q98_002930 [Chlorella vulgaris]	PRW33944.1 NADPH-cytochrome-P450 oxidoreductase [Chlorella sorokiniana]
OG0003726	KAI3436848.1 hypothetical protein D9Q98_006258 [Chlorella vulgaris]	PRW56196.1 lipid transfer [Chlorella sorokiniana]
OG0003727	KAI3425921.1 hypothetical protein D9Q98_007893 [Chlorella vulgaris]	PRW57997.1 E3 ubiquitin- ligase [Chlorella sorokiniana]
OG0003728	KAI3424957.1 hypothetical protein D9Q98_008338 [Chlorella vulgaris]	PRW45401.1 signal recognition particle receptor subunit beta-like [Chlorella sorokiniana]
OG0003729	KAI3425320.1 hypothetical protein D9Q98_009084 [Chlorella vulgaris]	PRW33564.1 thyroid adenoma-associated-like protein [Chlorella sorokiniana]
OG0003730	KAI3434885.1 hypothetical protein D9Q98_002939 [Chlorella vulgaris]	PRW34015.1 carboxyl-terminal-processing peptidase chloroplastic isoform X1 [Chlorella sorokiniana]
OG0003731	KAI3433557.1 hypothetical protein D9Q98_003368 [Chlorella vulgaris]	PRW58681.1 p21-carboxy-terminal region-binding [Chlorella sorokiniana]
OG0003732	KAI3424964.1 hypothetical protein D9Q98_008345 [Chlorella vulgaris]	PRW45436.1 DNA-damage-repair toleration chloroplastic-like [Chlorella sorokiniana]
OG0003733	KAI3436388.1 hypothetical protein D9Q98_005805 [Chlorella vulgaris]	PRW56211.1 TIC chloroplastic [Chlorella sorokiniana]
OG0003734	KAI3436136.1 hypothetical protein D9Q98_002193 [Chlorella vulgaris]	PRW59517.1 nuclear snf4 [Chlorella sorokiniana]
OG0003735	KAI3429806.1 hypothetical protein D9Q98_010119 [Chlorella vulgaris]	PRW60565.1 ATP-dependent metalloprotease [Chlorella sorokiniana]
OG0003736	KAI3428788.1 hypothetical protein D9Q98_007607 [Chlorella vulgaris]	PRW05875.1 putative mitochondrial-processing peptidase subunit beta isoform A [Chlorella sorokiniana]
OG0003737	KAI3428304.1 hypothetical protein D9Q98_006683 [Chlorella vulgaris]	PRW56860.1 P-loop containing nucleoside triphosphate hydrolase [Chlorella sorokiniana]
OG0003739	KAI3439049.1 hypothetical protein D9Q98_001459 [Chlorella vulgaris]	PRW58768.1 ATP-dependent Clp protease proteolytic subunit [Chlorella sorokiniana]
OG0003741	KAI3439079.1 hypothetical protein D9Q98_001489 [Chlorella vulgaris], KAI3439085.1 hypothetical protein D9Q98_001495 [Chlorella vulgaris]	PRW58732.1 ultraviolet-B receptor UVR8 isoform A [Chlorella sorokiniana], PRW58731.1 ultraviolet-B receptor UVR8 isoform B [Chlorella sorokiniana]
OG0003742	KAI3428787.1 hypothetical protein D9Q98_007606 [Chlorella vulgaris]	PRW05874.1 putative mitochondrial-processing peptidase subunit beta isoform B [Chlorella sorokiniana]
OG0003743	KAI3438265.1 hypothetical protein D9Q98_000701 [Chlorella vulgaris]	PRW61368.1 HAD-like domain [Chlorella sorokiniana]
OG0003744	KAI3439036.1 hypothetical protein D9Q98_001446 [Chlorella vulgaris]	PRW59177.1 hypothetical protein C2E21_2638 [Chlorella sorokiniana]
OG0003745	KAI3436095.1 hypothetical protein D9Q98_002153 [Chlorella vulgaris]	PRW60065.1 pterin-4-alpha-carbinolamine dehydratase [Chlorella sorokiniana]
OG0003746	KAI3436107.1 hypothetical protein D9Q98_002165 [Chlorella vulgaris]	PRW59680.1 TPR [Chlorella sorokiniana]
OG0003747	KAI3436114.1 hypothetical protein D9Q98_002172 [Chlorella vulgaris]	PRW59703.1 F-box SKIP16 [Chlorella sorokiniana]
OG0003748	KAI3428794.1 hypothetical protein D9Q98_007613 [Chlorella vulgaris]	PRW05842.1 ultraviolet-B receptor UVR8 [Chlorella sorokiniana]
OG0003749	KAI3425147.1 hypothetical protein D9Q98_008918 [Chlorella vulgaris]	PRW33553.1 PHD finger 3 [Chlorella sorokiniana]
OG0003750	KAI3439021.1 hypothetical protein D9Q98_001433 [Chlorella vulgaris]	PRW58945.1 putative ADP-ribosylation factor GTPase-activating AGD8 [Chlorella sorokiniana]
OG0003751	KAI3428308.1 hypothetical protein D9Q98_006687 [Chlorella vulgaris]	PRW56847.1 hypothetical protein C2E21_4787 [Chlorella sorokiniana]
OG0003752	KAI3435539.1 hypothetical protein D9Q98_001604 [Chlorella vulgaris]	PRW18356.1 SNARE associated Golgi [Chlorella sorokiniana]
OG0003753	KAI3435508.1 hypothetical protein D9Q98_001574 [Chlorella vulgaris]	PRW18373.1 low molecular weight phosphotyrosine phosphatase [Chlorella sorokiniana]
OG0003754	KAI3423881.1 hypothetical protein D9Q98_009715 [Chlorella vulgaris]	PRW32563.1 KTI12-like protein [Chlorella sorokiniana]
OG0003755	KAI3432217.1 hypothetical protein D9Q98_003779 [Chlorella vulgaris]	PRW61076.1 short-chain dehydrogenase reductase SDR [Chlorella sorokiniana]
OG0003756	KAI3435532.1 hypothetical protein D9Q98_001597 [Chlorella vulgaris]	PRW18335.1 TATA-binding -associated factor 172 [Chlorella sorokiniana]
OG0003757	KAI3423805.1 hypothetical protein D9Q98_009642 [Chlorella vulgaris]	PRW58694.1 hypothetical protein C2E21_3280 [Chlorella sorokiniana]
OG0003758	KAI3430389.1 hypothetical protein D9Q98_004984 [Chlorella vulgaris], KAI3435535.1 hypothetical protein D9Q98_001600 [Chlorella vulgaris]	PRW20593.1 major lipid droplet [Chlorella sorokiniana]
OG0003759	KAI3435529.1 hypothetical protein D9Q98_001595 [Chlorella vulgaris]	PRW18317.1 hypothetical protein C2E21_9299 [Chlorella sorokiniana]
OG0003760	KAI3435500.1 hypothetical protein D9Q98_001566 [Chlorella vulgaris]	PRW18412.1 beclin 1 [Chlorella sorokiniana]
OG0003761	KAI3435552.1 hypothetical protein D9Q98_001617 [Chlorella vulgaris]	PRW18299.1 vacuolar sorting-associated 9A-like [Chlorella sorokiniana]
OG0003762	KAI3435575.1 hypothetical protein D9Q98_001640 [Chlorella vulgaris]	PRW18368.1 TPX2-like isoform X2 [Chlorella sorokiniana]
OG0003763	KAI3438487.1 hypothetical protein D9Q98_000915 [Chlorella vulgaris]	PRW58845.1 aminotransferase class V [Chlorella sorokiniana]
OG0003764	KAI3424089.1 hypothetical protein D9Q98_009451 [Chlorella vulgaris], KAI3424098.1 hypothetical protein D9Q98_009460 [Chlorella vulgaris]	PRW56503.1 O-acetyl-ADP-ribose deacetylase MACROD2 isoform X2 [Chlorella sorokiniana]
OG0003765	KAI3438460.1 hypothetical protein D9Q98_000889 [Chlorella vulgaris]	PRW59220.1 flavo oxygenase [Chlorella sorokiniana]
OG0003766	KAI3423799.1 hypothetical protein D9Q98_009636 [Chlorella vulgaris]	PRW58675.1 Intron-binding aquarius [Chlorella sorokiniana]
OG0003767	KAI3435526.1 hypothetical protein D9Q98_001592 [Chlorella vulgaris]	PRW18298.1 50S ribosomal L24 [Chlorella sorokiniana]
OG0003768	KAI3437962.1 hypothetical protein D9Q98_000406 [Chlorella vulgaris]	PRW57127.1 DNA-3-methyladenine glycosylase 1 [Chlorella sorokiniana], PRW56994.1 DNA-3-methyladenine glycosylase 1 [Chlorella sorokiniana]
OG0003769	KAI3435511.1 hypothetical protein D9Q98_001577 [Chlorella vulgaris]	PRW18314.1 exocyst complex component sec10 [Chlorella sorokiniana]
OG0003770	KAI3435563.1 hypothetical protein D9Q98_001628 [Chlorella vulgaris]	PRW18390.1 Transcription elongation factor B polypeptide 2 [Chlorella sorokiniana]
OG0003771	KAI3431792.1 hypothetical protein D9Q98_010545 [Chlorella vulgaris]	PRW33095.1 hypothetical protein C2E21_7871 [Chlorella sorokiniana]
OG0003772	KAI3438055.1 hypothetical protein D9Q98_000498 [Chlorella vulgaris]	PRW57609.1 hemerythrin isoform B [Chlorella sorokiniana], PRW57610.1 hemerythrin isoform A [Chlorella sorokiniana], PRW57159.1 hemerythrin [Chlorella sorokiniana]
OG0003773	KAI3438084.1 hypothetical protein D9Q98_000526 [Chlorella vulgaris]	PRW57351.1 signal recognition particle 19 kDa -like [Chlorella sorokiniana]
OG0003774	KAI3438093.1 hypothetical protein D9Q98_000535 [Chlorella vulgaris]	PRW56943.1 peroxisome biogenesis 1 isoform X1 [Chlorella sorokiniana]
OG0003775	KAI3438053.1 hypothetical protein D9Q98_000496 [Chlorella vulgaris]	PRW57435.1 vacuolar sorting-associated 24-like protein 1-like [Chlorella sorokiniana]
OG0003776	KAI3438114.1 hypothetical protein D9Q98_000555 [Chlorella vulgaris]	PRW57178.1 putative plastid-lipid-associated chloroplastic [Chlorella sorokiniana]
OG0003777	KAI3438121.1 hypothetical protein D9Q98_000562 [Chlorella vulgaris]	PRW56933.1 tRNA dimethylallyltransferase isoform B [Chlorella sorokiniana], PRW56934.1 tRNA dimethylallyltransferase isoform A [Chlorella sorokiniana]
OG0003778	KAI3438136.1 hypothetical protein D9Q98_000577 [Chlorella vulgaris]	PRW56941.1 1-acyl-sn-glycerol-3-phosphate acyltransferase delta isoform 1 [Chlorella sorokiniana]
OG0003779	KAI3438412.1 hypothetical protein D9Q98_000843 [Chlorella vulgaris]	PRW59102.1 ubiquitin-conjugating enzyme E2 22-like [Chlorella sorokiniana]
OG0003780	KAI3438415.1 hypothetical protein D9Q98_000846 [Chlorella vulgaris]	PRW59211.1 BI1 [Chlorella sorokiniana]
OG0003781	KAI3438760.1 hypothetical protein D9Q98_001178 [Chlorella vulgaris]	PRW59124.1 suppression of tumorigenicity 5 -like [Chlorella sorokiniana]
OG0003782	KAI3427988.1 hypothetical protein D9Q98_006376 [Chlorella vulgaris]	PRW56754.1 Ran-binding 10 [Chlorella sorokiniana]
OG0003784	KAI3434563.1 hypothetical protein D9Q98_002636 [Chlorella vulgaris]	PRW20692.1 50S ribosomal chloroplastic [Chlorella sorokiniana]
OG0003785	KAI3428142.1 hypothetical protein D9Q98_006526 [Chlorella vulgaris]	PRW56452.1 hypothetical protein C2E21_4617 [Chlorella sorokiniana]
OG0003786	KAI3435848.1 hypothetical protein D9Q98_001906 [Chlorella vulgaris]	PRW59806.1 microtubule-associated Asp [Chlorella sorokiniana]
OG0003787	KAI3428018.1 hypothetical protein D9Q98_006404 [Chlorella vulgaris]	PRW56494.1 thiol-disulfide oxidoreductase LTO1 [Chlorella sorokiniana]
OG0003788	KAI3427230.1 hypothetical protein D9Q98_007165 [Chlorella vulgaris]	PRW61127.1 putative aarF domain-containing kinase chloroplastic [Chlorella sorokiniana]
OG0003789	KAI3438729.1 hypothetical protein D9Q98_001149 [Chlorella vulgaris]	PRW58998.1 Proteasome assembly chaperone 2 [Chlorella sorokiniana]
OG0003790	KAI3438692.1 hypothetical protein D9Q98_001112 [Chlorella vulgaris]	PRW59148.1 GPI-anchor transamidase [Chlorella sorokiniana]
OG0003791	KAI3424177.1 hypothetical protein D9Q98_009536 [Chlorella vulgaris]	PRW61423.1 exosome complex component rrp40 isoform A [Chlorella sorokiniana], PRW61422.1 exosome complex component rrp40 isoform B [Chlorella sorokiniana]
OG0003792	KAI3427244.1 hypothetical protein D9Q98_007178 [Chlorella vulgaris]	PRW50998.1 pyruvate dehydrogenase kinase [Chlorella sorokiniana]
OG0003794	KAI3438601.1 hypothetical protein D9Q98_001024 [Chlorella vulgaris]	PRW58734.1 phosphoserine aminotransferase [Chlorella sorokiniana]
OG0003795	KAI3429602.1 hypothetical protein D9Q98_005688 [Chlorella vulgaris]	PRW60514.1 hypothetical protein C2E21_1065 [Chlorella sorokiniana], PRW60460.1 hypothetical protein C2E21_1064 [Chlorella sorokiniana]
OG0003796	KAI3431678.1 hypothetical protein D9Q98_004724 [Chlorella vulgaris]	PRW33128.1 CCA-adding enzyme-like [Chlorella sorokiniana]
OG0003797	KAI3436230.1 hypothetical protein D9Q98_002284 [Chlorella vulgaris]	PRW60075.1 rab9 effector with kelch motifs [Chlorella sorokiniana]
OG0003798	KAI3438592.1 hypothetical protein D9Q98_001016 [Chlorella vulgaris]	PRW58873.1 EKC KEOPS complex subunit bud32-like isoform X1 [Chlorella sorokiniana]
OG0003799	KAI3436642.1 hypothetical protein D9Q98_006058 [Chlorella vulgaris], KAI3436641.1 hypothetical protein D9Q98_006057 [Chlorella vulgaris]	PRW56015.1 Thioredoxin-like 1- chloroplastic [Chlorella sorokiniana]
OG0003800	KAI3424189.1 hypothetical protein D9Q98_009546 [Chlorella vulgaris]	PRW61302.1 mini-chromosome maintenance complex-binding [Chlorella sorokiniana]
OG0003801	KAI3429610.1 hypothetical protein D9Q98_005696 [Chlorella vulgaris]	PRW60701.1 coenzyme Q-binding COQ10 mitochondrial-like [Chlorella sorokiniana]
OG0003802	KAI3438726.1 hypothetical protein D9Q98_001146 [Chlorella vulgaris]	PRW59399.1 acetyltransferase NSI isoform X2 [Chlorella sorokiniana]
OG0003803	KAI3435001.1 hypothetical protein D9Q98_003053 [Chlorella vulgaris]	PRW34048.1 CPLD43 required for cyt b6 assembly [Chlorella sorokiniana]
OG0003804	KAI3435026.1 hypothetical protein D9Q98_003078 [Chlorella vulgaris]	PRW33809.1 mitochondrial cytochrome c oxidase subunit 13 kD [Chlorella sorokiniana]
OG0003805	KAI3438600.1 hypothetical protein D9Q98_001023 [Chlorella vulgaris]	PRW59153.1 ATP-dependent RNA helicase HAS1 [Chlorella sorokiniana]
OG0003806	KAI3430531.1 hypothetical protein D9Q98_005124 [Chlorella vulgaris]	PRW32996.1 acyl- oxidase [Chlorella sorokiniana]
OG0003807	KAI3435011.1 hypothetical protein D9Q98_003063 [Chlorella vulgaris]	PRW33866.1 hemolysin A [Chlorella sorokiniana]
OG0003808	KAI3433705.1 hypothetical protein D9Q98_003514 [Chlorella vulgaris]	PRW58628.1 chloroplastic isoform X3 [Chlorella sorokiniana]
OG0003809	KAI3431677.1 hypothetical protein D9Q98_004723 [Chlorella vulgaris]	PRW33111.1 RING FYVE PHD zinc finger [Chlorella sorokiniana]
OG0003810	KAI3430498.1 hypothetical protein D9Q98_005093 [Chlorella vulgaris]	PRW33021.1 DHS-like NAD FAD-binding domain-containing [Chlorella sorokiniana]
OG0003811	KAI3433701.1 hypothetical protein D9Q98_003510 [Chlorella vulgaris]	PRW58532.1 hemK methyltransferase family member 1 [Chlorella sorokiniana]
OG0003812	KAI3426201.1 hypothetical protein D9Q98_008578 [Chlorella vulgaris]	PRW44978.1 Regulator of telomere elongation helicase 1 [Chlorella sorokiniana]
OG0003813	KAI3429606.1 hypothetical protein D9Q98_005692 [Chlorella vulgaris]	PRW60585.1 Outer envelope of 80 kDa isoform 2 [Chlorella sorokiniana]
OG0003814	KAI3435002.1 hypothetical protein D9Q98_003054 [Chlorella vulgaris]	PRW34006.1 60S acidic ribosomal P2 [Chlorella sorokiniana]
OG0003815	KAI3435024.1 hypothetical protein D9Q98_003076 [Chlorella vulgaris]	PRW34061.1 50S ribosomal chloroplastic [Chlorella sorokiniana]
OG0003816	KAI3424198.1 hypothetical protein D9Q98_009554 [Chlorella vulgaris]	PRW61098.1 chalcone isomerase [Chlorella sorokiniana]
OG0003817	KAI3427435.1 hypothetical protein D9Q98_010350 [Chlorella vulgaris]	PRW05913.1 Succinate dehydrogenase [ubiquinone] cytochrome b small mitochondrial [Chlorella sorokiniana]
OG0003818	KAI3431672.1 hypothetical protein D9Q98_004719 [Chlorella vulgaris]	PRW33123.1 hypothetical protein C2E21_7757 [Chlorella sorokiniana]
OG0003819	KAI3430542.1 hypothetical protein D9Q98_005135 [Chlorella vulgaris]	PRW32948.1 hypothetical protein C2E21_8010 [Chlorella sorokiniana]
OG0003820	KAI3436232.1 hypothetical protein D9Q98_002286 [Chlorella vulgaris]	PRW59479.1 putative proteasome inhibitor [Chlorella sorokiniana]
OG0003822	KAI3432389.1 hypothetical protein D9Q98_003945 [Chlorella vulgaris]	PRW61156.1 Stomatin mitochondrial [Chlorella sorokiniana]
OG0003823	KAI3426017.1 hypothetical protein D9Q98_007985 [Chlorella vulgaris]	PRW56280.1 hypothetical protein C2E21_5264 [Chlorella sorokiniana], PRW33790.1 Pyridoxamine 5 -phosphate oxidase family isoform 1 [Chlorella sorokiniana]
OG0003824	KAI3437620.1 hypothetical protein D9Q98_000072 [Chlorella vulgaris]	PRW20874.1 U3 small nucleolar RNA-interacting 2 [Chlorella sorokiniana]
OG0003825	KAI3425972.1 hypothetical protein D9Q98_007940 [Chlorella vulgaris]	PRW33839.1 Nucleic acid- OB-fold [Chlorella sorokiniana]
OG0003826	KAI3426018.1 hypothetical protein D9Q98_007986 [Chlorella vulgaris]	PRW34053.1 Ribonuclease HII [Chlorella sorokiniana]
OG0003827	KAI3426282.1 hypothetical protein D9Q98_008655 [Chlorella vulgaris]	PRW59528.1 Sorbitol dehydrogenase [Chlorella sorokiniana]
OG0003828	KAI3425975.1 hypothetical protein D9Q98_007943 [Chlorella vulgaris]	PRW33783.1 prefoldin subunit 1 [Chlorella sorokiniana]
OG0003829	KAI3437587.1 hypothetical protein D9Q98_000040 [Chlorella vulgaris]	PRW20903.1 cullin-1 [Chlorella sorokiniana]
OG0003830	KAI3426029.1 hypothetical protein D9Q98_007997 [Chlorella vulgaris]	PRW33847.1 3-hydroxybutyryl- dehydrogenase [Chlorella sorokiniana]
OG0003831	KAI3430591.1 hypothetical protein D9Q98_005184 [Chlorella vulgaris]	PRW32889.1 methyltransferase mitochondrial [Chlorella sorokiniana]
OG0003832	KAI3437626.1 hypothetical protein D9Q98_000078 [Chlorella vulgaris]	PRW20815.1 30S ribosomal S15 [Chlorella sorokiniana]
OG0003833	KAI3426007.1 hypothetical protein D9Q98_007975 [Chlorella vulgaris]	PRW34012.1 Xylulokinase [Chlorella sorokiniana]
OG0003834	KAI3425998.1 hypothetical protein D9Q98_007966 [Chlorella vulgaris]	PRW33941.1 hypothetical protein C2E21_7396 [Chlorella sorokiniana]
OG0003835	KAI3425887.1 hypothetical protein D9Q98_007860 [Chlorella vulgaris]	PRW57606.1 hypothetical protein C2E21_3608 [Chlorella sorokiniana]
OG0003836	KAI3425971.1 hypothetical protein D9Q98_007939 [Chlorella vulgaris]	PRW34099.1 Asparagine synthetase domain-containing 1 [Chlorella sorokiniana]
OG0003837	KAI3425886.1 hypothetical protein D9Q98_007859 [Chlorella vulgaris]	PRW57756.1 Swr1 complex bromodomain subunit Brf1 [Chlorella sorokiniana]
OG0003839	KAI3425929.1 hypothetical protein D9Q98_007901 [Chlorella vulgaris]	PRW58019.1 fructokinase [Chlorella sorokiniana]
OG0003840	KAI3426019.1 hypothetical protein D9Q98_007987 [Chlorella vulgaris]	PRW33779.1 DNA cross-link repair 1A [Chlorella sorokiniana]
OG0003841	KAI3425993.1 hypothetical protein D9Q98_007961 [Chlorella vulgaris]	PRW33793.1 hypothetical protein C2E21_7400 [Chlorella sorokiniana]
OG0003842	KAI3430587.1 hypothetical protein D9Q98_005180 [Chlorella vulgaris]	PRW32845.1 CAAX prenyl protease 2-like [Chlorella sorokiniana]
OG0003843	KAI3425905.1 hypothetical protein D9Q98_007877 [Chlorella vulgaris]	PRW58045.1 hypothetical protein C2E21_3574 [Chlorella sorokiniana]
OG0003844	KAI3431353.1 hypothetical protein D9Q98_004411 [Chlorella vulgaris]	PRW39184.1 thymidine kinase [Chlorella sorokiniana]
OG0003846	KAI3431287.1 hypothetical protein D9Q98_004348 [Chlorella vulgaris]	PRW05768.1 elongator complex 1 [Chlorella sorokiniana]
OG0003847	KAI3431400.1 hypothetical protein D9Q98_004453 [Chlorella vulgaris]	PRW39233.1 YIPF6-like protein [Chlorella sorokiniana]
OG0003848	KAI3431372.1 hypothetical protein D9Q98_004427 [Chlorella vulgaris]	PRW39320.1 Sucrose-phosphatase 2 [Chlorella sorokiniana]
OG0003849	KAI3436694.1 hypothetical protein D9Q98_006109 [Chlorella vulgaris]	PRW56178.1 hypothetical protein C2E21_5053 [Chlorella sorokiniana]
OG0003850	KAI3431285.1 hypothetical protein D9Q98_004346 [Chlorella vulgaris]	PRW05767.1 S-adenosyl-L-methionine-dependent methyltransferase [Chlorella sorokiniana]
OG0003851	KAI3431403.1 hypothetical protein D9Q98_004456 [Chlorella vulgaris]	PRW39141.1 hypothetical protein C2E21_7097 [Chlorella sorokiniana]
OG0003852	KAI3431284.1 hypothetical protein D9Q98_004345 [Chlorella vulgaris]	PRW05797.1 Small nuclear ribonucleo E [Chlorella sorokiniana]
OG0003853	KAI3431466.1 hypothetical protein D9Q98_004518 [Chlorella vulgaris]	PRW39237.1 tRNA-splicing endonuclease subunit Sen34 [Chlorella sorokiniana]
OG0003854	KAI3431301.1 hypothetical protein D9Q98_004360 [Chlorella vulgaris]	PRW05755.1 peptidyl-prolyl cis-trans isomerase-like 1 [Chlorella sorokiniana]
OG0003855	KAI3431375.1 hypothetical protein D9Q98_004429 [Chlorella vulgaris], KAI3431374.1 hypothetical protein D9Q98_004429 [Chlorella vulgaris]	PRW39175.1 integral membrane single C2 domain [Chlorella sorokiniana]
OG0003856	KAI3431475.1 hypothetical protein D9Q98_004527 [Chlorella vulgaris]	PRW39269.1 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP1 [Chlorella sorokiniana]
OG0003857	KAI3438293.1 hypothetical protein D9Q98_000727 [Chlorella vulgaris]	PRW56896.1 tRNA-dihydrouridine synthase A [Chlorella sorokiniana]
OG0003859	KAI3438285.1 hypothetical protein D9Q98_000720 [Chlorella vulgaris]	PRW57196.1 exonuclease 1 [Chlorella sorokiniana]
OG0003860	KAI3427103.1 hypothetical protein D9Q98_007042 [Chlorella vulgaris]	PRW51088.1 putative anion transporter 5 [Chlorella sorokiniana]
OG0003861	KAI3432603.1 hypothetical protein D9Q98_004150 [Chlorella vulgaris]	PRW61264.1 C-5 sterol desaturase [Chlorella sorokiniana]
OG0003862	KAI3431862.1 hypothetical protein D9Q98_010613 [Chlorella vulgaris]	PRW33218.1 putative plastid-lipid-associated chloroplastic isoform X2 [Chlorella sorokiniana]
OG0003863	KAI3438404.1 hypothetical protein D9Q98_000836 [Chlorella vulgaris]	PRW57364.1 Kinesin KIF19 [Chlorella sorokiniana]
OG0003864	KAI3433505.1 hypothetical protein D9Q98_003317 [Chlorella vulgaris]	PRW58233.1 FAD-dependent oxidoreductase [Chlorella sorokiniana]
OG0003865	KAI3428068.1 hypothetical protein D9Q98_006452 [Chlorella vulgaris]	PRW56709.1 Very-long-chain enoyl- reductase [Chlorella sorokiniana]
OG0003866	KAI3433643.1 hypothetical protein D9Q98_003452 [Chlorella vulgaris]	PRW58284.1 hypothetical protein C2E21_2947 [Chlorella sorokiniana]
OG0003867	KAI3428092.1 hypothetical protein D9Q98_006475 [Chlorella vulgaris]	PRW56390.1 plastidial pyruvate kinase 2-like isoform A [Chlorella sorokiniana], PRW56391.1 plastidial pyruvate kinase 2-like isoform B [Chlorella sorokiniana]
OG0003868	KAI3431798.1 hypothetical protein D9Q98_010551 [Chlorella vulgaris]	PRW33213.1 quinone oxidoreductase 2-like protein isoform B [Chlorella sorokiniana], PRW33214.1 quinone oxidoreductase 2-like protein isoform A [Chlorella sorokiniana]
OG0003869	KAI3433638.1 hypothetical protein D9Q98_003447 [Chlorella vulgaris]	PRW58221.1 putative cytosolic iron-sulfur assembly CIAO1-like protein [Chlorella sorokiniana]
OG0003870	KAI3431784.1 hypothetical protein D9Q98_010538 [Chlorella vulgaris], KAI3431785.1 hypothetical protein D9Q98_010538 [Chlorella vulgaris]	PRW33103.1 branched chain amino acid aminotransferase [Chlorella sorokiniana]
OG0003871	KAI3432377.1 hypothetical protein D9Q98_003934 [Chlorella vulgaris]	PRW61576.1 Photosystem II stability assembly factor chloroplastic [Chlorella sorokiniana]
OG0003872	KAI3431759.1 hypothetical protein D9Q98_004801 [Chlorella vulgaris]	PRW33320.1 cyclin-T1-3-like isoform X1 isoform B [Chlorella sorokiniana], PRW33321.1 cyclin-T1-3-like isoform X1 isoform A [Chlorella sorokiniana]
OG0003873	KAI3425846.1 hypothetical protein D9Q98_007820 [Chlorella vulgaris]	PRW58028.1 centrosomal of 104 kDa [Chlorella sorokiniana]
OG0003874	KAI3428094.1 hypothetical protein D9Q98_006477 [Chlorella vulgaris]	PRW56553.1 Gamma carbonic anhydrase-like mitochondrial [Chlorella sorokiniana]
OG0003875	KAI3438310.1 hypothetical protein D9Q98_000744 [Chlorella vulgaris]	PRW57143.1 hypothetical protein C2E21_3832 [Chlorella sorokiniana]
OG0003876	KAI3433624.1 hypothetical protein D9Q98_003433 [Chlorella vulgaris]	PRW58579.1 RNA methyltransferase At5g10620 [Chlorella sorokiniana]
OG0003877	KAI3438930.1 hypothetical protein D9Q98_001344 [Chlorella vulgaris]	PRW58950.1 WD repeat-containing 74 [Chlorella sorokiniana]
OG0003878	KAI3431758.1 hypothetical protein D9Q98_004800 [Chlorella vulgaris]	PRW33177.1 hypothetical protein C2E21_7861 [Chlorella sorokiniana]
OG0003879	KAI3438925.1 hypothetical protein D9Q98_001339 [Chlorella vulgaris]	PRW59050.1 phosphoserine phosphatase [Chlorella sorokiniana]
