Orthogroup	Micractinium_SAG24180	Auxenochlorella_protothecoides
OG0002648	PSC70062.1 intersectin-1 isoform X5 [Micractinium conductrix]	RMZ54131.1 hypothetical protein APUTEX25_005287_ partial [Auxenochlorella protothecoides]
OG0002649	PSC69801.1 Thylakoid lumenal kDa chloroplastic [Micractinium conductrix]	RMZ54132.1 hypothetical protein APUTEX25_005288 [Auxenochlorella protothecoides]
OG0002650	PSC69728.1 ribosomal S1 [Micractinium conductrix]	RMZ54133.1 hypothetical protein APUTEX25_005289 [Auxenochlorella protothecoides]
OG0002651	PSC70367.1 30S ribosomal S5 [Micractinium conductrix]	RMZ54142.1 hypothetical protein APUTEX25_005298 [Auxenochlorella protothecoides]
OG0002652	PSC70382.1 Adenylosuccinate synthetase [Micractinium conductrix]	RMZ54147.1 hypothetical protein APUTEX25_005303 [Auxenochlorella protothecoides]
OG0002653	PSC70113.1 peptidyl-prolyl cis-trans isomerase H isoform B [Micractinium conductrix], PSC70114.1 peptidyl-prolyl cis-trans isomerase H isoform A [Micractinium conductrix]	RMZ54149.1 hypothetical protein APUTEX25_005305 [Auxenochlorella protothecoides]
OG0002654	PSC70308.1 putative sugar phosphate phosphate translocator [Micractinium conductrix]	RMZ54158.1 hypothetical protein APUTEX25_005314 [Auxenochlorella protothecoides]
OG0002655	PSC75919.1 hypothetical protein C2E20_1148 [Micractinium conductrix]	RMZ54168.1 hypothetical protein APUTEX25_005324 [Auxenochlorella protothecoides]
OG0002656	PSC67669.1 60S ribosomal L22-2 [Micractinium conductrix]	RMZ54169.1 hypothetical protein APUTEX25_005325 [Auxenochlorella protothecoides]
OG0002657	PSC70339.1 ATPase of the AAA+ superfamily _ISS_ [Micractinium conductrix]	RMZ54174.1 hypothetical protein APUTEX25_005330 [Auxenochlorella protothecoides]
OG0002658	PSC75608.1 NRT1 PTR FAMILY -like [Micractinium conductrix]	RMZ54186.1 hypothetical protein APUTEX25_005342_ partial [Auxenochlorella protothecoides]
OG0002659	PSC74185.1 Alpha-soluble NSF attachment 2 [Micractinium conductrix]	RMZ54187.1 hypothetical protein APUTEX25_005343 [Auxenochlorella protothecoides]
OG0002660	PSC69770.1 RAN binding [Micractinium conductrix]	RMZ54201.1 hypothetical protein APUTEX25_005357 [Auxenochlorella protothecoides]
OG0002661	PSC73633.1 ARM repeat-containing [Micractinium conductrix]	RMZ54218.1 hypothetical protein APUTEX25_005374_ partial [Auxenochlorella protothecoides]
OG0002662	PSC70482.1 sodium calcium exchanger [Micractinium conductrix]	RMZ54219.1 hypothetical protein APUTEX25_005375 [Auxenochlorella protothecoides], RMZ57838.1 hypothetical protein APUTEX25_005586_ partial [Auxenochlorella protothecoides]
OG0002663	PSC70790.1 60S ribosomal L7a [Micractinium conductrix]	RMZ54225.1 hypothetical protein APUTEX25_000576 [Auxenochlorella protothecoides]
OG0002664	PSC70825.1 inositol transporter 2 isoform A [Micractinium conductrix], PSC70824.1 inositol transporter 2 isoform B [Micractinium conductrix]	RMZ54233.1 hypothetical protein APUTEX25_000584 [Auxenochlorella protothecoides]
OG0002665	PSC70784.1 formamidopyrimidine-DNA glycosylase isoform X2 [Micractinium conductrix]	RMZ54241.1 hypothetical protein APUTEX25_000592 [Auxenochlorella protothecoides]
OG0002666	PSC74703.1 peptidyl-prolyl cis-trans isomerase CYP65 [Micractinium conductrix]	RMZ55102.1 hypothetical protein APUTEX25_000001_ partial [Auxenochlorella protothecoides], RMZ54243.1 hypothetical protein APUTEX25_000594_ partial [Auxenochlorella protothecoides]
OG0002667	PSC70770.1 histidine-tRNA cytoplasmic isoform B [Micractinium conductrix], PSC70771.1 histidine-tRNA cytoplasmic isoform A [Micractinium conductrix]	RMZ54259.1 hypothetical protein APUTEX25_000610 [Auxenochlorella protothecoides]
OG0002668	PSC70811.1 cyclase dehydrase [Micractinium conductrix]	RMZ54264.1 hypothetical protein APUTEX25_000615 [Auxenochlorella protothecoides]
OG0002669	PSC70688.1 dolichyl-diphosphooligosaccharide-glycosyltransferase subunit 1B [Micractinium conductrix]	RMZ54266.1 hypothetical protein APUTEX25_000617 [Auxenochlorella protothecoides]
OG0002670	PSC74579.1 signal transducer [Micractinium conductrix]	RMZ54272.1 hypothetical protein APUTEX25_000623 [Auxenochlorella protothecoides]
OG0002671	PSC68428.1 Cat eye syndrome critical region 2 [Micractinium conductrix]	RMZ54277.1 hypothetical protein APUTEX25_001435 [Auxenochlorella protothecoides]
OG0002672	PSC74215.1 N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D [Micractinium conductrix]	RMZ54278.1 hypothetical protein APUTEX25_001436 [Auxenochlorella protothecoides]
OG0002673	PSC67418.1 60S ribosomal L26-1 [Micractinium conductrix]	RMZ54286.1 hypothetical protein APUTEX25_001444 [Auxenochlorella protothecoides]
OG0002674	PSC70862.1 Proline iminopeptidase [Micractinium conductrix]	RMZ54304.1 hypothetical protein APUTEX25_001462 [Auxenochlorella protothecoides]
OG0002675	PSC76739.1 R-Tomsyn-like family [Micractinium conductrix]	RMZ54316.1 hypothetical protein APUTEX25_001474 [Auxenochlorella protothecoides]
OG0002676	PSC76648.1 1-aminocyclopropane-1-carboxylate synthase [Micractinium conductrix]	RMZ54322.1 hypothetical protein APUTEX25_001480 [Auxenochlorella protothecoides]
OG0002677	PSC67404.1 FAD synthase [Micractinium conductrix]	RMZ54323.1 hypothetical protein APUTEX25_001481 [Auxenochlorella protothecoides]
OG0002678	PSC70843.1 leukocyte receptor cluster member 8-like protein [Micractinium conductrix]	RMZ54329.1 hypothetical protein APUTEX25_001487_ partial [Auxenochlorella protothecoides]
OG0002680	PSC67396.1 G3BP isoform X1 [Micractinium conductrix]	RMZ54338.1 hypothetical protein APUTEX25_001496 [Auxenochlorella protothecoides]
OG0002681	PSC75200.1 centromere J-like isoform X1 [Micractinium conductrix]	RMZ54346.1 hypothetical protein APUTEX25_001922 [Auxenochlorella protothecoides]
OG0002682	PSC71367.1 phosphoglycolate phosphatase [Micractinium conductrix]	RMZ54350.1 hypothetical protein APUTEX25_001926 [Auxenochlorella protothecoides]
OG0002683	PSC73804.1 UDP-N-acetylglucosamine UDP-glucose GDP-mannose transporter [Micractinium conductrix]	RMZ54358.1 hypothetical protein APUTEX25_001934_ partial [Auxenochlorella protothecoides]
OG0002684	PSC75513.1 rRNA-processing UTP23-like protein [Micractinium conductrix]	RMZ54360.1 hypothetical protein APUTEX25_001936 [Auxenochlorella protothecoides]
OG0002685	PSC69671.1 Oxysterol-binding 9 [Micractinium conductrix]	RMZ54363.1 hypothetical protein APUTEX25_001939 [Auxenochlorella protothecoides]
OG0002686	PSC75788.1 CMP-sialic acid transporter 3-like [Micractinium conductrix]	RMZ54370.1 hypothetical protein APUTEX25_001946 [Auxenochlorella protothecoides]
OG0002687	PSC75148.1 putative ribosome-binding factor chloroplastic [Micractinium conductrix]	RMZ54376.1 hypothetical protein APUTEX25_001952_ partial [Auxenochlorella protothecoides]
OG0002688	PSC73331.1 putative phenylalanine-tRNA ligase beta subunit [Micractinium conductrix]	RMZ54386.1 hypothetical protein APUTEX25_001962 [Auxenochlorella protothecoides]
OG0002689	PSC75043.1 Mitochondrial substrate carrier family B [Micractinium conductrix]	RMZ54392.1 hypothetical protein APUTEX25_001968 [Auxenochlorella protothecoides]
OG0002690	PSC71393.1 Ribosome production factor 1 isoform A [Micractinium conductrix]	RMZ54394.1 hypothetical protein APUTEX25_001970 [Auxenochlorella protothecoides]
OG0002691	PSC70445.1 5 -nucleotidase domain-containing 4-like isoform X2 [Micractinium conductrix]	RMZ54397.1 hypothetical protein APUTEX25_001973 [Auxenochlorella protothecoides]
OG0002692	PSC68694.1 chloroplast precursor [Micractinium conductrix]	RMZ54404.1 hypothetical protein APUTEX25_001980 [Auxenochlorella protothecoides]
OG0002693	PSC73914.1 serine threonine-phosphatase 2A activator [Micractinium conductrix]	RMZ54409.1 hypothetical protein APUTEX25_001985 [Auxenochlorella protothecoides]
OG0002694	PSC67609.1 Glycerophosphodiester phosphodiesterase GDE1 isoform A [Micractinium conductrix], PSC67608.1 Glycerophosphodiester phosphodiesterase GDE1 isoform B [Micractinium conductrix]	RMZ54415.1 hypothetical protein APUTEX25_001991_ partial [Auxenochlorella protothecoides]
OG0002695	PSC74864.1 WD repeat-containing 20-like [Micractinium conductrix]	RMZ54416.1 hypothetical protein APUTEX25_001992 [Auxenochlorella protothecoides]
OG0002696	PSC69160.1 heterogeneous nuclear ribonucleo A B isoform X2 [Micractinium conductrix], PSC75532.1 Dynein heavy chain [Micractinium conductrix], PSC68073.1 Ataxin-2 binding isoform F [Micractinium conductrix]	RMZ54422.1 hypothetical protein APUTEX25_001998_ partial [Auxenochlorella protothecoides]
OG0002697	PSC74853.1 mitochondrial import inner membrane translocase subunit TIM44-2-like [Micractinium conductrix]	RMZ54430.1 hypothetical protein APUTEX25_002006_ partial [Auxenochlorella protothecoides]
OG0002698	PSC69655.1 Mitochondrial ribosomal L37 isoform 1 [Micractinium conductrix]	RMZ54431.1 hypothetical protein APUTEX25_002007 [Auxenochlorella protothecoides]
OG0002699	PSC68805.1 ribosomal RNA large subunit methyltransferase N [Micractinium conductrix]	RMZ54434.1 hypothetical protein APUTEX25_002010_ partial [Auxenochlorella protothecoides]
OG0002701	PSC76775.1 UDP-galactose UDP-glucose transporter 5 [Micractinium conductrix]	RMZ54439.1 hypothetical protein APUTEX25_002015 [Auxenochlorella protothecoides]
OG0002702	PSC69965.1 ATP-citrate synthase beta chain 2 [Micractinium conductrix]	RMZ54446.1 hypothetical protein APUTEX25_002022_ partial [Auxenochlorella protothecoides]
OG0002703	PSC75735.1 Beta-1_3-galactosyltransferase 15 [Micractinium conductrix]	RMZ54454.1 hypothetical protein APUTEX25_002030 [Auxenochlorella protothecoides]
OG0002704	PSC75014.1 ATP-dependent RNA helicase DDX1 [Micractinium conductrix]	RMZ54464.1 hypothetical protein APUTEX25_002040 [Auxenochlorella protothecoides]
OG0002705	PSC76816.1 DNA polymerase lambda [Micractinium conductrix]	RMZ54472.1 hypothetical protein APUTEX25_002048 [Auxenochlorella protothecoides]
OG0002706	PSC69508.1 Oxidoreductase HTATIP2 [Micractinium conductrix]	RMZ54497.1 hypothetical protein APUTEX25_002073_ partial [Auxenochlorella protothecoides]
OG0002707	PSC71392.1 Ribosome production factor 1 isoform B [Micractinium conductrix]	RMZ54499.1 hypothetical protein APUTEX25_002075_ partial [Auxenochlorella protothecoides]
OG0002708	PSC73877.1 hypothetical protein C2E20_3159 [Micractinium conductrix]	RMZ54508.1 hypothetical protein APUTEX25_002084 [Auxenochlorella protothecoides]
OG0002709	PSC69529.1 hypothetical protein C2E20_6955 [Micractinium conductrix]	RMZ54509.1 hypothetical protein APUTEX25_002085 [Auxenochlorella protothecoides]
OG0002710	PSC68711.1 Regulatory-associated of TOR 1 [Micractinium conductrix]	RMZ54534.1 hypothetical protein APUTEX25_001706 [Auxenochlorella protothecoides]
OG0002711	PSC68243.1 cytidine deaminase 1 [Micractinium conductrix]	RMZ54538.1 hypothetical protein APUTEX25_002113 [Auxenochlorella protothecoides]
OG0002712	PSC68287.1 Nudix hydrolase chloroplastic [Micractinium conductrix]	RMZ54540.1 hypothetical protein APUTEX25_002115 [Auxenochlorella protothecoides]
OG0002713	PSC72544.1 ALG-2 interacting X-like [Micractinium conductrix]	RMZ54542.1 hypothetical protein APUTEX25_002117_ partial [Auxenochlorella protothecoides]
OG0002714	PSC76755.1 Casein kinase II subunit beta [Micractinium conductrix]	RMZ54550.1 hypothetical protein APUTEX25_002125 [Auxenochlorella protothecoides]
OG0002715	PSC72415.1 Ornithine chloroplastic [Micractinium conductrix]	RMZ54570.1 hypothetical protein APUTEX25_002145_ partial [Auxenochlorella protothecoides]
OG0002716	PSC69287.1 malignant T-cell-amplified sequence 1-like protein [Micractinium conductrix]	RMZ54583.1 hypothetical protein APUTEX25_002169 [Auxenochlorella protothecoides]
OG0002717	PSC69291.1 THO complex subunit 1 isoform X1 isoform B [Micractinium conductrix], PSC69290.1 THO complex subunit 1 isoform X1 isoform A [Micractinium conductrix]	RMZ54588.1 hypothetical protein APUTEX25_002174 [Auxenochlorella protothecoides]
OG0002718	PSC76397.1 chlorophyll_ide_ b reductase chloroplastic isoform X2 [Micractinium conductrix]	RMZ54596.1 hypothetical protein APUTEX25_002182 [Auxenochlorella protothecoides]
OG0002719	PSC76212.1 DNA replication complex GINS SLD5 [Micractinium conductrix]	RMZ54597.1 hypothetical protein APUTEX25_002183 [Auxenochlorella protothecoides]
OG0002720	PSC69195.1 RNA polymerase II-associated factor 1 [Micractinium conductrix]	RMZ54605.1 hypothetical protein APUTEX25_002191_ partial [Auxenochlorella protothecoides]
OG0002721	PSC75626.1 geranylgeranyl reductase [Micractinium conductrix]	RMZ54628.1 hypothetical protein APUTEX25_003006 [Auxenochlorella protothecoides]
OG0002722	PSC69140.1 CMF receptor CMFR1 [Micractinium conductrix]	RMZ54630.1 hypothetical protein APUTEX25_003008 [Auxenochlorella protothecoides]
OG0002723	PSC74843.1 DNA-directed RNA polymerase chloroplastic mitochondrial [Micractinium conductrix]	RMZ54632.1 hypothetical protein APUTEX25_003010 [Auxenochlorella protothecoides]
OG0002724	PSC67135.1 Serine threonine-kinase chloroplastic [Micractinium conductrix], PSC69101.1 Serine threonine-kinase chloroplastic [Micractinium conductrix]	RMZ54638.1 hypothetical protein APUTEX25_003016 [Auxenochlorella protothecoides]
OG0002725	PSC68280.1 ATP-dependent RNA helicase isoform X1 [Micractinium conductrix]	RMZ54661.1 hypothetical protein APUTEX25_003039 [Auxenochlorella protothecoides]
OG0002726	PSC70134.1 melanoma antigen 2 [Micractinium conductrix], PSC75092.1 hypothetical protein C2E20_2069 [Micractinium conductrix]	RMZ54664.1 hypothetical protein APUTEX25_003042_ partial [Auxenochlorella protothecoides]
OG0002727	PSC71633.1 phytoene desaturase [Micractinium conductrix]	RMZ54672.1 hypothetical protein APUTEX25_003050_ partial [Auxenochlorella protothecoides]
OG0002728	PSC70005.1 DNA topoisomerase 1 [Micractinium conductrix]	RMZ54674.1 hypothetical protein APUTEX25_003052 [Auxenochlorella protothecoides]
OG0002729	PSC68247.1 putative glucan 1_3-alpha-glucosidase [Micractinium conductrix]	RMZ54675.1 hypothetical protein APUTEX25_003053 [Auxenochlorella protothecoides]
OG0002730	PSC70196.1 Cleavage and polyadenylation specificity factor CPSF30 [Micractinium conductrix]	RMZ54699.1 hypothetical protein APUTEX25_003077 [Auxenochlorella protothecoides]
OG0002731	PSC70197.1 ATPase family AAA domain-containing 3-B [Micractinium conductrix]	RMZ54706.1 hypothetical protein APUTEX25_003084_ partial [Auxenochlorella protothecoides]
OG0002732	PSC75644.1 exocyst complex component SEC15A [Micractinium conductrix]	RMZ54715.1 hypothetical protein APUTEX25_003093 [Auxenochlorella protothecoides]
OG0002733	PSC70060.1 Trafficking particle complex subunit 3 [Micractinium conductrix]	RMZ54719.1 hypothetical protein APUTEX25_003097_ partial [Auxenochlorella protothecoides]
OG0002734	PSC69146.1 Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 [Micractinium conductrix]	RMZ54722.1 hypothetical protein APUTEX25_003100_ partial [Auxenochlorella protothecoides]
OG0002735	PSC71517.1 proteasome subunit beta type-3-A [Micractinium conductrix]	RMZ54723.1 hypothetical protein APUTEX25_003101_ partial [Auxenochlorella protothecoides]
OG0002736	PSC67305.1 DNA topoisomerase 3-alpha [Micractinium conductrix]	RMZ54725.1 hypothetical protein APUTEX25_003103 [Auxenochlorella protothecoides]
OG0002737	PSC67360.1 1-_5-phosphoribosyl_-5-[_5-phosphoribosylami no_methylideneamino] imidazole-4-carboxamide chloroplastic [Micractinium conductrix]	RMZ54736.1 hypothetical protein APUTEX25_003114 [Auxenochlorella protothecoides]
OG0002738	PSC75628.1 U4 small nuclear ribonucleo 27 kDa [Micractinium conductrix]	RMZ54749.1 hypothetical protein APUTEX25_003127 [Auxenochlorella protothecoides]
OG0002739	PSC76609.1 dynein light chain Tctex-type [Micractinium conductrix]	RMZ54756.1 hypothetical protein APUTEX25_000273 [Auxenochlorella protothecoides]
OG0002740	PSC69043.1 N-alpha-acetyltransferase 50 [Micractinium conductrix]	RMZ54757.1 hypothetical protein APUTEX25_000274 [Auxenochlorella protothecoides]
OG0002741	PSC69071.1 T-complex 1 subunit delta [Micractinium conductrix]	RMZ54761.1 hypothetical protein APUTEX25_000278 [Auxenochlorella protothecoides]
OG0002742	PSC74629.1 enoyl hydratase isomerase [Micractinium conductrix]	RMZ54768.1 hypothetical protein APUTEX25_000285 [Auxenochlorella protothecoides]
OG0002743	PSC69588.1 Isoamylase chloroplastic [Micractinium conductrix]	RMZ54770.1 hypothetical protein APUTEX25_000287 [Auxenochlorella protothecoides]
OG0002745	PSC74916.1 Kinetochore NDC80 [Micractinium conductrix]	RMZ54779.1 hypothetical protein APUTEX25_000296 [Auxenochlorella protothecoides]
OG0002746	PSC70160.1 putative hydrolase [Micractinium conductrix]	RMZ54782.1 hypothetical protein APUTEX25_000299 [Auxenochlorella protothecoides]
OG0002747	PSC74391.1 DEAD-box ATP-dependent RNA helicase 16 [Micractinium conductrix]	RMZ54785.1 hypothetical protein APUTEX25_000302 [Auxenochlorella protothecoides]
OG0002748	PSC69031.1 phosphatidylinositol synthase [Micractinium conductrix]	RMZ54789.1 hypothetical protein APUTEX25_000306 [Auxenochlorella protothecoides]
OG0002749	PSC68651.1 hypothetical protein C2E20_7792 [Micractinium conductrix]	RMZ54791.1 hypothetical protein APUTEX25_000308 [Auxenochlorella protothecoides]
OG0002750	PSC71424.1 DUF747 family [Micractinium conductrix]	RMZ54792.1 hypothetical protein APUTEX25_000309 [Auxenochlorella protothecoides]
OG0002751	PSC76759.1 serine threonine kinase [Micractinium conductrix]	RMZ54796.1 hypothetical protein APUTEX25_000313_ partial [Auxenochlorella protothecoides]
OG0002752	PSC72774.1 beta-ureidopropionase [Micractinium conductrix]	RMZ54799.1 hypothetical protein APUTEX25_000316_ partial [Auxenochlorella protothecoides]
OG0002753	PSC74642.1 coatomer subunit beta -1 isoform X1 [Micractinium conductrix]	RMZ54814.1 hypothetical protein APUTEX25_000331 [Auxenochlorella protothecoides]
OG0002754	PSC72697.1 replication factor C subunit 2 [Micractinium conductrix]	RMZ54815.1 hypothetical protein APUTEX25_000332 [Auxenochlorella protothecoides]
OG0002755	PSC68592.1 50S ribosomal L1 [Micractinium conductrix]	RMZ54826.1 hypothetical protein APUTEX25_000343 [Auxenochlorella protothecoides]
OG0002756	PSC71663.1 Pre-mRNA-splicing factor CWC21 [Micractinium conductrix]	RMZ54828.1 hypothetical protein APUTEX25_000345 [Auxenochlorella protothecoides]
OG0002757	PSC68932.1 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 [Micractinium conductrix]	RMZ54837.1 hypothetical protein APUTEX25_000354 [Auxenochlorella protothecoides]
OG0002758	PSC72489.1 hypothetical protein C2E20_4316 [Micractinium conductrix]	RMZ54840.1 hypothetical protein APUTEX25_000357 [Auxenochlorella protothecoides]
OG0002759	PSC71207.1 U4 tri-snRNP-associated 2 [Micractinium conductrix]	RMZ54841.1 hypothetical protein APUTEX25_000358 [Auxenochlorella protothecoides]
OG0002762	PSC67478.1 aci-reductone dioxygenase [Micractinium conductrix]	RMZ54857.1 hypothetical protein APUTEX25_000374 [Auxenochlorella protothecoides]
OG0002763	PSC76318.1 hypothetical protein C2E20_0864 [Micractinium conductrix]	RMZ54861.1 hypothetical protein APUTEX25_000378 [Auxenochlorella protothecoides]
OG0002764	PSC71620.1 50S ribosomal L19 [Micractinium conductrix]	RMZ54865.1 hypothetical protein APUTEX25_000382 [Auxenochlorella protothecoides]
OG0002765	PSC70180.1 ribosome biogenesis NSA2-like protein [Micractinium conductrix]	RMZ54877.1 hypothetical protein APUTEX25_000394 [Auxenochlorella protothecoides]
OG0002766	PSC77038.1 Tetratricopeptide repeat 1 [Micractinium conductrix]	RMZ54878.1 hypothetical protein APUTEX25_000395 [Auxenochlorella protothecoides]
OG0002767	PSC74470.1 60S ribosomal L18-3 [Micractinium conductrix]	RMZ54879.1 hypothetical protein APUTEX25_000396 [Auxenochlorella protothecoides]
OG0002768	PSC74381.1 hypothetical protein C2E20_2190 [Micractinium conductrix]	RMZ54880.1 hypothetical protein APUTEX25_000397 [Auxenochlorella protothecoides]
OG0002769	PSC71654.1 40S ribosomal S13 [Micractinium conductrix]	RMZ54887.1 hypothetical protein APUTEX25_000404 [Auxenochlorella protothecoides]
OG0002770	PSC74709.1 60S ribosomal L7 [Micractinium conductrix]	RMZ54891.1 hypothetical protein APUTEX25_000408 [Auxenochlorella protothecoides]
OG0002771	PSC71465.1 PAT1-like protein 1-like isoform X2 [Micractinium conductrix]	RMZ54896.1 hypothetical protein APUTEX25_000413 [Auxenochlorella protothecoides]
OG0002772	PSC69044.1 RTF2-like protein [Micractinium conductrix]	RMZ54911.1 hypothetical protein APUTEX25_000428 [Auxenochlorella protothecoides]
OG0002773	PSC76066.1 chlorophyll synthetase [Micractinium conductrix]	RMZ54915.1 hypothetical protein APUTEX25_000432 [Auxenochlorella protothecoides]
OG0002774	PSC72619.1 peroxisomal nicotinamide adenine dinucleotide carrier [Micractinium conductrix]	RMZ54919.1 hypothetical protein APUTEX25_000436_ partial [Auxenochlorella protothecoides]
OG0002775	PSC74784.1 TIC chloroplastic [Micractinium conductrix]	RMZ54921.1 hypothetical protein APUTEX25_000438 [Auxenochlorella protothecoides]
OG0002776	PSC69054.1 Translation initiation factor eIF-2B subunit alpha [Micractinium conductrix]	RMZ54930.1 hypothetical protein APUTEX25_000447 [Auxenochlorella protothecoides]
OG0002777	PSC70227.1 trans-2-enoyl-reductase [Micractinium conductrix]	RMZ54931.1 hypothetical protein APUTEX25_000448 [Auxenochlorella protothecoides]
OG0002778	PSC67984.1 Pre-mRNA-splicing factor 38A [Micractinium conductrix]	RMZ54944.1 hypothetical protein APUTEX25_000461 [Auxenochlorella protothecoides]
OG0002779	PSC71272.1 dolichyl-diphosphooligosaccharide-glycosyltransferase 48 kDa subunit [Micractinium conductrix]	RMZ54957.1 hypothetical protein APUTEX25_000474_ partial [Auxenochlorella protothecoides]
OG0002780	PSC73374.1 DNA polymerase delta catalytic subunit [Micractinium conductrix]	RMZ54960.1 hypothetical protein APUTEX25_000477_ partial [Auxenochlorella protothecoides]
OG0002781	PSC72756.1 nucleotide-diphospho-sugar transferase [Micractinium conductrix]	RMZ54963.1 hypothetical protein APUTEX25_000480_ partial [Auxenochlorella protothecoides]
OG0002782	PSC76337.1 NEDD8-conjugating enzyme Ubc12 [Micractinium conductrix]	RMZ54976.1 hypothetical protein APUTEX25_000493 [Auxenochlorella protothecoides]
OG0002783	PSC72360.1 LETM1 and EF-hand domain-containing anon-mitochondrial [Micractinium conductrix]	RMZ54979.1 hypothetical protein APUTEX25_000496_ partial [Auxenochlorella protothecoides]
OG0002784	PSC76721.1 putative membrane -like isoform X2 isoform B [Micractinium conductrix], PSC76722.1 putative membrane -like isoform X2 isoform A [Micractinium conductrix]	RMZ54982.1 hypothetical protein APUTEX25_000499 [Auxenochlorella protothecoides]
OG0002785	PSC75419.1 chloride channel C-like [Micractinium conductrix]	RMZ54994.1 hypothetical protein APUTEX25_000511 [Auxenochlorella protothecoides]
OG0002786	PSC72715.1 nucleolar 6 [Micractinium conductrix]	RMZ54996.1 hypothetical protein APUTEX25_000513 [Auxenochlorella protothecoides]
OG0002787	PSC75593.1 calcineurin-like phosphoesterase [Micractinium conductrix]	RMZ55005.1 hypothetical protein APUTEX25_000522 [Auxenochlorella protothecoides]
OG0002788	PSC76909.1 hypothetical protein C2E20_0693 [Micractinium conductrix]	RMZ55018.1 hypothetical protein APUTEX25_005644 [Auxenochlorella protothecoides]
OG0002789	PSC76831.1 DAMAGED DNA-BINDING 2 [Micractinium conductrix]	RMZ55019.1 hypothetical protein APUTEX25_005645 [Auxenochlorella protothecoides]
OG0002790	PSC73272.1 E3 ubiquitin-ligase HOS1 [Micractinium conductrix]	RMZ55024.1 hypothetical protein APUTEX25_005650 [Auxenochlorella protothecoides]
OG0002791	PSC75749.1 tRNA threonylcarbamoyladenosine biosynthesis [Micractinium conductrix]	RMZ55056.1 hypothetical protein APUTEX25_005682 [Auxenochlorella protothecoides]
OG0002792	PSC76412.1 T-complex 1 subunit eta [Micractinium conductrix]	RMZ55062.1 hypothetical protein APUTEX25_005688_ partial [Auxenochlorella protothecoides]
OG0002793	PSC73353.1 chloroplastic isoform X2 [Micractinium conductrix]	RMZ55064.1 hypothetical protein APUTEX25_005690_ partial [Auxenochlorella protothecoides]
OG0002794	PSC71806.1 vacuolar sorting-associated 51-like protein [Micractinium conductrix]	RMZ55067.1 hypothetical protein APUTEX25_005693 [Auxenochlorella protothecoides]
OG0002795	PSC74285.1 transmembrane amino acid transporter [Micractinium conductrix], PSC74874.1 putative sodium-coupled neutral amino acid transporter 6 [Micractinium conductrix]	RMZ55068.1 hypothetical protein APUTEX25_005694_ partial [Auxenochlorella protothecoides]
OG0002796	PSC73397.1 hypothetical protein C2E20_3292 isoform B [Micractinium conductrix], PSC73396.1 hypothetical protein C2E20_3292 isoform A [Micractinium conductrix]	RMZ55076.1 hypothetical protein APUTEX25_005702 [Auxenochlorella protothecoides]
OG0002797	PSC71717.1 Lysosomal Cystine Transporter _LCT_ Family [Micractinium conductrix]	RMZ55077.1 hypothetical protein APUTEX25_005703 [Auxenochlorella protothecoides]
OG0002798	PSC75869.1 50S ribosomal L22 [Micractinium conductrix]	RMZ55091.1 hypothetical protein APUTEX25_005717 [Auxenochlorella protothecoides]
OG0002799	PSC71761.1 transmembrane emp24 domain-containing p24delta4-like [Micractinium conductrix]	RMZ55098.1 hypothetical protein APUTEX25_005724 [Auxenochlorella protothecoides]
OG0002800	PSC68355.1 adenylate kinase [Micractinium conductrix]	RMZ55115.1 hypothetical protein APUTEX25_005393 [Auxenochlorella protothecoides]
OG0002801	PSC72936.1 Uroporphyrinogen decarboxylase [Micractinium conductrix]	RMZ55117.1 hypothetical protein APUTEX25_005395 [Auxenochlorella protothecoides]
OG0002802	PSC76425.1 S1 RNA binding domain-containing [Micractinium conductrix]	RMZ55124.1 hypothetical protein APUTEX25_005402 [Auxenochlorella protothecoides]
OG0002803	PSC75846.1 condensin complex subunit 2 [Micractinium conductrix]	RMZ55127.1 hypothetical protein APUTEX25_005405 [Auxenochlorella protothecoides]
OG0002804	PSC72804.1 replication factor C subunit 2 [Micractinium conductrix]	RMZ55135.1 hypothetical protein APUTEX25_005413_ partial [Auxenochlorella protothecoides]
OG0002805	PSC73520.1 endoplasmic reticulum oxidoreductin-1-like [Micractinium conductrix]	RMZ55140.1 hypothetical protein APUTEX25_005418 [Auxenochlorella protothecoides]
OG0002806	PSC73480.1 Nucleoporin NUP53 [Micractinium conductrix]	RMZ55163.1 hypothetical protein APUTEX25_005441_ partial [Auxenochlorella protothecoides]
OG0002807	PSC72765.1 kDa vesicle transport [Micractinium conductrix]	RMZ55165.1 hypothetical protein APUTEX25_005443 [Auxenochlorella protothecoides]
OG0002808	PSC76062.1 zeta-carotene desaturase [Micractinium conductrix]	RMZ55167.1 hypothetical protein APUTEX25_005445_ partial [Auxenochlorella protothecoides]
OG0002809	PSC72638.1 splicing factor u2af 65 kda [Micractinium conductrix]	RMZ55170.1 hypothetical protein APUTEX25_005448 [Auxenochlorella protothecoides]
OG0002810	PSC72789.1 Seven transmembrane 1 [Micractinium conductrix]	RMZ55178.1 hypothetical protein APUTEX25_005456 [Auxenochlorella protothecoides]
OG0002811	PSC76507.1 7-hydroxymethyl chlorophyll a chloroplastic [Micractinium conductrix]	RMZ55180.1 hypothetical protein APUTEX25_005458_ partial [Auxenochlorella protothecoides]
