Orthogroup	Micractinium_SAG24180	Chlorella_Vulgaris2111P
OG0002270	PSC69612.1 general transcription factor IIH subunit 4 isoform B [Micractinium conductrix], PSC69613.1 general transcription factor IIH subunit 4 isoform A [Micractinium conductrix]	KAI3435634.1 hypothetical protein D9Q98_001693 [Chlorella vulgaris]
OG0002271	PSC68359.1 luminal binding Bip2 [Micractinium conductrix]	KAI3435793.1 hypothetical protein D9Q98_001851 [Chlorella vulgaris]
OG0002273	PSC75379.1 ATP synthase beta mitochondrial precursor [Micractinium conductrix]	KAI3439110.1 hypothetical protein D9Q98_001519 [Chlorella vulgaris]
OG0002274	PSC72192.1 SUMO-activating enzyme subunit 1B-1 [Micractinium conductrix]	KAI3438249.1 hypothetical protein D9Q98_000686 [Chlorella vulgaris]
OG0002275	PSC67591.1 dynamin-related GTPase [Micractinium conductrix]	KAI3431622.1 hypothetical protein D9Q98_004671 [Chlorella vulgaris]
OG0002276	PSC71295.1 ATP-dependent DNA helicase [Micractinium conductrix]	KAI3430665.1 hypothetical protein D9Q98_005257 [Chlorella vulgaris]
OG0002277	PSC76885.1 FAD NAD_P_-binding domain-containing [Micractinium conductrix]	KAI3438808.1 hypothetical protein D9Q98_001225 [Chlorella vulgaris]
OG0002278	PSC76947.1 selenocysteine lyase [Micractinium conductrix]	KAI3438787.1 hypothetical protein D9Q98_001204 [Chlorella vulgaris]
OG0002280	PSC72711.1 UDP-galactose UDP-glucose transporter 3 isoform A [Micractinium conductrix], PSC72710.1 UDP-galactose UDP-glucose transporter 3 isoform B [Micractinium conductrix]	KAI3436633.1 hypothetical protein D9Q98_006049 [Chlorella vulgaris]
OG0002281	PSC72871.1 putative ATP-dependent DNA helicase HFM1 isoform B [Micractinium conductrix], PSC72872.1 putative ATP-dependent DNA helicase HFM1 isoform A [Micractinium conductrix]	KAI3436619.1 hypothetical protein D9Q98_006036 [Chlorella vulgaris]
OG0002282	PSC71284.1 thylakoid lumenal [Micractinium conductrix]	KAI3435966.1 hypothetical protein D9Q98_002024 [Chlorella vulgaris]
OG0002283	PSC76012.1 helicase-like transcription factor isoform A [Micractinium conductrix], PSC76011.1 helicase-like transcription factor isoform B [Micractinium conductrix]	KAI3434920.1 hypothetical protein D9Q98_002974 [Chlorella vulgaris]
OG0002284	PSC67773.1 beta-Ig-H3 fasciclin [Micractinium conductrix]	KAI3427205.1 hypothetical protein D9Q98_007141 [Chlorella vulgaris]
OG0002285	PSC71614.1 UDP-glucose 4-epimerase [Micractinium conductrix]	KAI3424909.1 hypothetical protein D9Q98_008293 [Chlorella vulgaris], KAI3436791.1 hypothetical protein D9Q98_006202 [Chlorella vulgaris]
OG0002286	PSC67472.1 carboxymethylenebutenolidase-like protein [Micractinium conductrix]	KAI3436863.1 hypothetical protein D9Q98_006273 [Chlorella vulgaris]
OG0002287	PSC69466.1 SET domain containing [Micractinium conductrix]	KAI3437786.1 hypothetical protein D9Q98_000233 [Chlorella vulgaris]
OG0002288	PSC75215.1 putative E3 ubiquitin-ligase ARI1 isoform X2 isoform B [Micractinium conductrix], PSC75216.1 putative E3 ubiquitin-ligase ARI1 isoform X2 isoform A [Micractinium conductrix]	KAI3429520.1 hypothetical protein D9Q98_005609 [Chlorella vulgaris]
OG0002289	PSC69499.1 8-amino-7-oxononanoate synthase isoform A [Micractinium conductrix], PSC69500.1 8-amino-7-oxononanoate synthase isoform B [Micractinium conductrix]	KAI3437748.1 hypothetical protein D9Q98_000196 [Chlorella vulgaris]
OG0002290	PSC75454.1 dof-like transcription factor isoform A [Micractinium conductrix], PSC75455.1 dof-like transcription factor isoform B [Micractinium conductrix], PSC68092.1 Alkaline alginate lyas 1-4 polyglucuronic acid lysase polysaccharide lyase family 14 vAL-1 [Micractinium conductrix]	KAI3428780.1 hypothetical protein D9Q98_007601 [Chlorella vulgaris]
OG0002291	PSC72842.1 Rab2 -family small GTPase [Micractinium conductrix]	KAI3435518.1 hypothetical protein D9Q98_001584 [Chlorella vulgaris], KAI3435519.1 hypothetical protein D9Q98_001585 [Chlorella vulgaris]
OG0002292	PSC71448.1 phytosulfokine receptor 1 [Micractinium conductrix]	KAI3423958.1 hypothetical protein D9Q98_009792 [Chlorella vulgaris], KAI3423959.1 hypothetical protein D9Q98_009793 [Chlorella vulgaris], KAI3423956.1 hypothetical protein D9Q98_009790 [Chlorella vulgaris], KAI3438048.1 hypothetical protein D9Q98_000491 [Chlorella vulgaris]
OG0002293	PSC74707.1 Magnesium-chelatase subunit [Micractinium conductrix]	KAI3424342.1 hypothetical protein D9Q98_009895 [Chlorella vulgaris]
OG0002294	PSC67966.1 bifunctional RNase H acid phosphatase [Micractinium conductrix]	KAI3430309.1 hypothetical protein D9Q98_004905 [Chlorella vulgaris]
OG0002295	PSC76286.1 hypothetical protein C2E20_0030 [Micractinium conductrix]	KAI3426435.1 hypothetical protein D9Q98_008803 [Chlorella vulgaris]
OG0002296	PSC67069.1 haloacid dehalogenase-like hydrolase domain-containing protein [Micractinium conductrix], PSC67499.1 haloacid dehalogenase-like hydrolase domain-containing protein [Micractinium conductrix]	KAI3433778.1 hypothetical protein D9Q98_003583 [Chlorella vulgaris]
OG0002297	PSC68947.1 hypothetical protein C2E20_7501 [Micractinium conductrix]	KAI3424983.1 hypothetical protein D9Q98_008364 [Chlorella vulgaris]
OG0002298	PSC71706.1 flug [Micractinium conductrix]	KAI3423969.1 hypothetical protein D9Q98_009803 [Chlorella vulgaris], KAI3430831.1 hypothetical protein D9Q98_009242 [Chlorella vulgaris]
OG0002299	PSC76812.1 Proteasome subunit beta type-6 [Micractinium conductrix], PSC76288.1 putative sodium-coupled neutral amino acid transporter 6 [Micractinium conductrix]	KAI3423909.1 hypothetical protein D9Q98_009743 [Chlorella vulgaris]
OG0002300	PSC75084.1 F-box and WD-40 domain 7 [Micractinium conductrix]	KAI3430599.1 hypothetical protein D9Q98_005192 [Chlorella vulgaris]
OG0002301	PSC74005.1 inactive cadmium zinc-transporting ATPase HMA3 [Micractinium conductrix]	KAI3436440.1 hypothetical protein D9Q98_005857 [Chlorella vulgaris]
OG0002303	PSC73745.1 UV radiation resistance-associated protein isoform X2 [Micractinium conductrix]	KAI3431654.1 hypothetical protein D9Q98_004701 [Chlorella vulgaris], KAI3431655.1 hypothetical protein D9Q98_004702 [Chlorella vulgaris]
OG0002304	PSC72046.1 Apolipo D Lipocalin _ISS_ [Micractinium conductrix]	KAI3436448.1 hypothetical protein D9Q98_005865 [Chlorella vulgaris]
OG0002305	PSC71839.1 Phospholipase carboxylesterase [Micractinium conductrix], PSC68716.1 acyl-thioesterase 1 isoform B [Micractinium conductrix], PSC68715.1 acyl-thioesterase 1 isoform A [Micractinium conductrix]	KAI3431667.1 hypothetical protein D9Q98_004714 [Chlorella vulgaris]
OG0002306	PSC75341.1 REJ domain [Micractinium conductrix]	KAI3429235.1 hypothetical protein D9Q98_005334 [Chlorella vulgaris], KAI3430688.1 hypothetical protein D9Q98_005277 [Chlorella vulgaris]
OG0002307	PSC68665.1 hypothetical protein C2E20_7713 [Micractinium conductrix]	KAI3431676.1 hypothetical protein D9Q98_004722 [Chlorella vulgaris]
OG0002308	PSC69300.1 signal peptide peptidase [Micractinium conductrix]	KAI3431820.1 hypothetical protein D9Q98_010573 [Chlorella vulgaris], KAI3423304.1 hypothetical protein D9Q98_010673_ partial [Chlorella vulgaris], KAI3423309.1 hypothetical protein D9Q98_010678 [Chlorella vulgaris], KAI3431818.1 hypothetical protein D9Q98_010571 [Chlorella vulgaris]
OG0002309	PSC75195.1 UPF0187 chloroplastic [Micractinium conductrix]	KAI3434596.1 hypothetical protein D9Q98_002665 [Chlorella vulgaris]
OG0002309	PSC69069.1 UPF0187 chloroplastic isoform B [Micractinium conductrix], PSC69068.1 UPF0187 chloroplastic isoform A [Micractinium conductrix]	KAI3436489.1 hypothetical protein D9Q98_005906 [Chlorella vulgaris], KAI3436491.1 hypothetical protein D9Q98_005908 [Chlorella vulgaris]
OG0002312	PSC69340.1 Gly-Xaa carboxypeptidase [Micractinium conductrix]	KAI3425951.1 hypothetical protein D9Q98_007921 [Chlorella vulgaris]
OG0002313	PSC71868.1 transcriptional regulator [Micractinium conductrix]	KAI3431461.1 hypothetical protein D9Q98_004513 [Chlorella vulgaris]
OG0002314	PSC71988.1 seleno U [Micractinium conductrix]	KAI3431352.1 hypothetical protein D9Q98_004410 [Chlorella vulgaris]
OG0002315	PSC67923.1 hypothetical protein C2E20_8474 [Micractinium conductrix]	KAI3431808.1 hypothetical protein D9Q98_010561 [Chlorella vulgaris]
OG0002316	PSC70891.1 hypothetical protein C2E20_5746 [Micractinium conductrix]	KAI3428652.1 hypothetical protein D9Q98_007475 [Chlorella vulgaris]
OG0002317	PSC75883.1 Right handed beta helix region [Micractinium conductrix]	KAI3429231.1 hypothetical protein D9Q98_005330 [Chlorella vulgaris]
OG0002318	PSC73233.1 calcium calmodulin-dependent kinase type IV-like isoform B [Micractinium conductrix], PSC73234.1 calcium calmodulin-dependent kinase type IV-like isoform A [Micractinium conductrix]	KAI3426152.1 hypothetical protein D9Q98_008529 [Chlorella vulgaris]
OG0002319	PSC70914.1 ankyrin domain [Micractinium conductrix]	KAI3426420.1 hypothetical protein D9Q98_008789 [Chlorella vulgaris]
OG0002320	PSC72501.1 Acyl-N-acyltransferase [Micractinium conductrix]	KAI3425014.1 hypothetical protein D9Q98_008396 [Chlorella vulgaris], KAI3428042.1 hypothetical protein D9Q98_006428 [Chlorella vulgaris]
OG0002321	PSC75551.1 Chloride channel 2 [Micractinium conductrix], PSC76602.1 prepilin-type cleavage methylation N-terminal domain [Micractinium conductrix], PSC77047.1 O-antigen polymerase [Micractinium conductrix]	KAI3430236.1 hypothetical protein D9Q98_004832 [Chlorella vulgaris], KAI3430238.1 hypothetical protein D9Q98_004834 [Chlorella vulgaris]
OG0002323	PSC75475.1 DNA mismatch repair MSH5 isoform B [Micractinium conductrix], PSC75474.1 DNA mismatch repair MSH5 isoform A [Micractinium conductrix]	KAI3426872.1 hypothetical protein D9Q98_006818 [Chlorella vulgaris]
OG0002325	PSC69045.1 hypothetical protein C2E20_7408 [Micractinium conductrix]	KAI3436472.1 hypothetical protein D9Q98_005889 [Chlorella vulgaris]
OG0002326	PSC71572.1 DENND6A isoform X1 [Micractinium conductrix]	KAI3436675.1 hypothetical protein D9Q98_006091 [Chlorella vulgaris]
OG0002327	PSC69027.1 glycoside hydrolase family 13 [Micractinium conductrix]	KAI3436462.1 hypothetical protein D9Q98_005879 [Chlorella vulgaris]
OG0002328	PSC72400.1 catechol O-methyltransferase-like [Micractinium conductrix]	KAI3428021.1 hypothetical protein D9Q98_006407 [Chlorella vulgaris]
OG0002329	PSC71073.1 Nucleosome-remodeling factor subunit BPTF [Micractinium conductrix]	KAI3437957.1 hypothetical protein D9Q98_000401 [Chlorella vulgaris]
OG0002330	PSC73143.1 RNA recognition motif-containing isoform 1 isoform A [Micractinium conductrix], PSC73142.1 RNA recognition motif-containing isoform 1 isoform B [Micractinium conductrix]	KAI3434786.1 hypothetical protein D9Q98_002845 [Chlorella vulgaris], KAI3434787.1 hypothetical protein D9Q98_002845 [Chlorella vulgaris]
OG0002331	PSC75122.1 haloacid dehalogenase-like hydrolase domain-containing protein isoform A [Micractinium conductrix], PSC75121.1 haloacid dehalogenase-like hydrolase domain-containing protein isoform C [Micractinium conductrix]	KAI3425903.1 hypothetical protein D9Q98_007876 [Chlorella vulgaris], KAI3425904.1 hypothetical protein D9Q98_007876 [Chlorella vulgaris]
OG0002332	PSC75468.1 very-long-chain _3R_-3-hydroxyacyl-dehydratase 2 [Micractinium conductrix]	KAI3433906.1 hypothetical protein D9Q98_003708 [Chlorella vulgaris]
OG0002332	PSC75916.1 Ferric-chelate reductase 1 [Micractinium conductrix]	KAI3433920.1 hypothetical protein D9Q98_003722 [Chlorella vulgaris]
OG0002333	PSC68570.1 poly-gamma-glutamate biosynthesis [Micractinium conductrix]	KAI3423710.1 hypothetical protein D9Q98_010684 [Chlorella vulgaris], KAI3433960.1 hypothetical protein D9Q98_003762 [Chlorella vulgaris]
OG0002334	PSC68837.1 zinc chelation isoform A [Micractinium conductrix], PSC68836.1 zinc chelation isoform B [Micractinium conductrix]	KAI3433644.1 hypothetical protein D9Q98_003453 [Chlorella vulgaris]
OG0002335	PSC72020.1 hypothetical protein C2E20_4806 [Micractinium conductrix], PSC67155.1 golgin subfamily B member_ partial [Micractinium conductrix]	KAI3438471.1 hypothetical protein D9Q98_000900 [Chlorella vulgaris]
OG0002336	PSC73468.1 RNA-binding 25 [Micractinium conductrix]	KAI3438706.1 hypothetical protein D9Q98_001126 [Chlorella vulgaris]
OG0002337	PSC68072.1 multifunctional 2_ 3 -cyclic-nucleotide 2 -phosphodiesterase 5 -nucleotidase 3 -nucleotidase [Micractinium conductrix], PSC67806.1 multifunctional 2_ 3 -cyclic-nucleotide 2 -phosphodiesterase 5 -nucleotidase 3 -nucleotidase [Micractinium conductrix], PSC67762.1 multifunctional 2_ 3 -cyclic-nucleotide 2 -phosphodiesterase 5 -nucleotidase 3 -nucleotidase [Micractinium conductrix]	KAI3436569.1 hypothetical protein D9Q98_005985 [Chlorella vulgaris]
OG0002338	PSC75233.1 hypothetical protein C2E20_1164 isoform A [Micractinium conductrix], PSC75232.1 hypothetical protein C2E20_1164 isoform B [Micractinium conductrix]	KAI3433331.1 hypothetical protein D9Q98_003149 [Chlorella vulgaris], KAI3438699.1 hypothetical protein D9Q98_001119 [Chlorella vulgaris]
OG0002339	PSC76653.1 hypothetical protein C2E20_0496 [Micractinium conductrix], PSC68792.1 hypothetical protein C2E20_7678 [Micractinium conductrix]	KAI3438805.1 hypothetical protein D9Q98_001222 [Chlorella vulgaris]
OG0002340	PSC68022.1 serine threonine-kinase ULK4 isoform A [Micractinium conductrix], PSC68021.1 serine threonine-kinase ULK4 isoform B [Micractinium conductrix]	KAI3436372.1 hypothetical protein D9Q98_002425 [Chlorella vulgaris]
OG0002341	PSC69692.1 Transducin WD40 repeat-like superfamily [Micractinium conductrix]	KAI3435707.1 hypothetical protein D9Q98_001765 [Chlorella vulgaris]
OG0002343	PSC67509.1 nitrate ABC transporter ATP-binding [Micractinium conductrix]	KAI3437638.1 hypothetical protein D9Q98_000090 [Chlorella vulgaris]
OG0002344	PSC67276.1 U1 small nuclear ribonucleo [Micractinium conductrix], PSC70537.1 U1 small nuclear ribonucleo 70 kDa-like_ partial [Micractinium conductrix], PSC67088.1 U1 small nuclear ribonucleo 70 kDa-like_ partial [Micractinium conductrix]	KAI3432644.1 hypothetical protein D9Q98_004190 [Chlorella vulgaris]
OG0002346	PSC69722.1 pf07556 family [Micractinium conductrix]	KAI3426322.1 hypothetical protein D9Q98_008695 [Chlorella vulgaris]
OG0002348	PSC76203.1 armadillo repeat-containing 8-like isoform A [Micractinium conductrix]	KAI3433416.1 hypothetical protein D9Q98_003231 [Chlorella vulgaris]
OG0002348	PSC76204.1 armadillo repeat-containing 8-like isoform B [Micractinium conductrix]	KAI3433418.1 hypothetical protein D9Q98_003233 [Chlorella vulgaris]
OG0002349	PSC75994.1 lipoxygenase [Micractinium conductrix]	KAI3429538.1 hypothetical protein D9Q98_005626 [Chlorella vulgaris], KAI3429539.1 hypothetical protein D9Q98_005627 [Chlorella vulgaris]
OG0002350	PSC74275.1 SPX domain-containing 4 [Micractinium conductrix]	KAI3429880.1 hypothetical protein D9Q98_010191 [Chlorella vulgaris]
OG0002351	PSC67333.1 hypothetical protein C2E20_8968 [Micractinium conductrix]	KAI3429223.1 hypothetical protein D9Q98_005322_ partial [Chlorella vulgaris]
OG0002366	PSC76251.1 cytoplasmic tRNA 2-thiolation 1 [Micractinium conductrix]	KAI3423993.1 hypothetical protein D9Q98_009826 [Chlorella vulgaris]
OG0002367	PSC72125.1 U3 small nucleolar RNA-associated 6-like protein [Micractinium conductrix]	KAI3438077.1 hypothetical protein D9Q98_000519 [Chlorella vulgaris]
OG0002368	PSC72182.1 Protease Do-like 9 [Micractinium conductrix]	KAI3438172.1 hypothetical protein D9Q98_000609 [Chlorella vulgaris]
OG0002369	PSC72069.1 ABC transporter D family [Micractinium conductrix]	KAI3438196.1 hypothetical protein D9Q98_000633 [Chlorella vulgaris]
OG0002370	PSC67714.1 26S proteasome non-ATPase regulatory subunit 11-like protein [Micractinium conductrix]	KAI3434537.1 hypothetical protein D9Q98_002610 [Chlorella vulgaris]
OG0002371	PSC75785.1 Elongator complex 3 [Micractinium conductrix]	KAI3428707.1 hypothetical protein D9Q98_007531 [Chlorella vulgaris]
OG0002372	PSC67379.1 soluble starch synthase [Micractinium conductrix]	KAI3425281.1 hypothetical protein D9Q98_009048 [Chlorella vulgaris]
OG0002373	PSC67191.1 ATP-dependent Clp protease proteolytic subunit-related chloroplastic [Micractinium conductrix], PSC67386.1 ATP-dependent Clp protease proteolytic subunit-related chloroplastic [Micractinium conductrix], PSC71062.1 ATP-dependent Clp protease proteolytic subunit-related chloroplastic_ partial [Micractinium conductrix]	KAI3423992.1 hypothetical protein D9Q98_009825 [Chlorella vulgaris]
OG0002374	PSC68793.1 UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase [Micractinium conductrix]	KAI3434542.1 hypothetical protein D9Q98_002615 [Chlorella vulgaris]
OG0002375	PSC72109.1 ubiquinone menaquinone biosynthesis methyltransferase [Micractinium conductrix]	KAI3438079.1 hypothetical protein D9Q98_000521 [Chlorella vulgaris]
OG0002376	PSC67720.1 phosphatase 2C domain-containing [Micractinium conductrix]	KAI3434509.1 hypothetical protein D9Q98_002583 [Chlorella vulgaris]
OG0002376	PSC67691.1 phosphatase 2c [Micractinium conductrix]	KAI3434571.1 hypothetical protein D9Q98_002643 [Chlorella vulgaris]
OG0002377	PSC68757.1 1-acyl-sn-glycerol-3-phosphate acyltransferase chloroplastic [Micractinium conductrix]	KAI3434567.1 hypothetical protein D9Q98_002639 [Chlorella vulgaris]
OG0002378	PSC72231.1 Poly_A_ RNA polymerase cid1 [Micractinium conductrix]	KAI3438208.1 hypothetical protein D9Q98_000645 [Chlorella vulgaris]
OG0002379	PSC75680.1 T-complex 1 subunit alpha [Micractinium conductrix]	KAI3428775.1 hypothetical protein D9Q98_007596 [Chlorella vulgaris]
OG0002380	PSC72158.1 hypothetical protein C2E20_4510 isoform A [Micractinium conductrix], PSC72159.1 hypothetical protein C2E20_4510 isoform B [Micractinium conductrix]	KAI3438178.1 hypothetical protein D9Q98_000615 [Chlorella vulgaris]
OG0002381	PSC72198.1 DNA polymerase I chloroplastic mitochondrial [Micractinium conductrix]	KAI3438171.1 hypothetical protein D9Q98_000608 [Chlorella vulgaris]
OG0002382	PSC72204.1 LMBR1 domain-containing 2 [Micractinium conductrix]	KAI3438209.1 hypothetical protein D9Q98_000646 [Chlorella vulgaris]
OG0002383	PSC72111.1 serine arginine repetitive matrix 1 [Micractinium conductrix]	KAI3438076.1 hypothetical protein D9Q98_000518 [Chlorella vulgaris]
OG0002384	PSC72342.1 NADH_ubiquinone oxidoreductase family isoform A [Micractinium conductrix], PSC72343.1 NADH_ubiquinone oxidoreductase family isoform B [Micractinium conductrix]	KAI3438169.1 hypothetical protein D9Q98_000606 [Chlorella vulgaris]
OG0002385	PSC74045.1 Pyruvate dehydrogenase E1 component subunit alpha [Micractinium conductrix]	KAI3424128.1 hypothetical protein D9Q98_009489 [Chlorella vulgaris]
OG0002386	PSC74637.1 vacuolar ATP subunit A [Micractinium conductrix]	KAI3424459.1 hypothetical protein D9Q98_010010 [Chlorella vulgaris]
OG0002387	PSC73990.1 Glutathione gamma-glutamylcysteinyltransferase 1 [Micractinium conductrix]	KAI3424114.1 hypothetical protein D9Q98_009475 [Chlorella vulgaris]
OG0002388	PSC74090.1 ALBINO3 chloroplastic isoform X2 [Micractinium conductrix]	KAI3423424.1 hypothetical protein D9Q98_010640 [Chlorella vulgaris]
OG0002389	PSC74074.1 ATP synthase I [Micractinium conductrix]	KAI3424064.1 hypothetical protein D9Q98_009427 [Chlorella vulgaris]
OG0002390	PSC74070.1 SCY1 2 [Micractinium conductrix]	KAI3424246.1 hypothetical protein D9Q98_009602 [Chlorella vulgaris]
OG0002392	PSC76108.1 Coatomer subunit zeta-2 [Micractinium conductrix]	KAI3434836.1 hypothetical protein D9Q98_002891 [Chlorella vulgaris]
OG0002393	PSC74738.1 Thioredoxin 4A [Micractinium conductrix]	KAI3424463.1 hypothetical protein D9Q98_010014 [Chlorella vulgaris]
OG0002394	PSC73220.1 transcription factor DIVARICATA-like [Micractinium conductrix]	KAI3432261.1 hypothetical protein D9Q98_003821 [Chlorella vulgaris]
OG0002394	PSC73406.1 serine threonine-kinase [Micractinium conductrix]	KAI3432258.1 hypothetical protein D9Q98_003819 [Chlorella vulgaris]
OG0002395	PSC67653.1 DNA-binding SMUBP-2 [Micractinium conductrix]	KAI3431563.1 hypothetical protein D9Q98_004612 [Chlorella vulgaris]
OG0002396	PSC73372.1 abnormal spindle-like microcephaly-associated [Micractinium conductrix]	KAI3432390.1 hypothetical protein D9Q98_003946 [Chlorella vulgaris]
OG0002397	PSC73542.1 RNA-binding 45 isoform A [Micractinium conductrix], PSC73543.1 RNA-binding 45 isoform B [Micractinium conductrix]	KAI3432291.1 hypothetical protein D9Q98_003851 [Chlorella vulgaris]
OG0002398	PSC76070.1 THYLAKOID chloroplastic [Micractinium conductrix]	KAI3434833.1 hypothetical protein D9Q98_002888 [Chlorella vulgaris]
OG0002399	PSC67678.1 TBC1 domain family member 13 [Micractinium conductrix]	KAI3431527.1 hypothetical protein D9Q98_004577 [Chlorella vulgaris]
OG0002400	PSC76410.1 histone deacetylation Rxt3 [Micractinium conductrix]	KAI3434832.1 hypothetical protein D9Q98_002887 [Chlorella vulgaris]
OG0002401	PSC73438.1 diacylglycerol kinase 4 [Micractinium conductrix]	KAI3432289.1 hypothetical protein D9Q98_003849 [Chlorella vulgaris]
OG0002402	PSC74000.1 DEAD-box ATP-dependent RNA helicase 5 [Micractinium conductrix]	KAI3424136.1 hypothetical protein D9Q98_009496 [Chlorella vulgaris]
OG0002403	PSC74600.1 Splicing factor 3B subunit 2 [Micractinium conductrix]	KAI3424478.1 hypothetical protein D9Q98_010028 [Chlorella vulgaris]
OG0002404	PSC74210.1 20S proteasome beta type 4 [Micractinium conductrix]	KAI3424077.1 hypothetical protein D9Q98_009440 [Chlorella vulgaris]
OG0002405	PSC74363.1 thylakoid membrane chloroplastic [Micractinium conductrix]	KAI3424275.1 hypothetical protein D9Q98_009629 [Chlorella vulgaris]
OG0002406	PSC74343.1 GTPase-activating gyp1 [Micractinium conductrix]	KAI3424122.1 hypothetical protein D9Q98_009483 [Chlorella vulgaris]
OG0002407	PSC71734.1 SAND-like isoform X1 [Micractinium conductrix]	KAI3430901.1 hypothetical protein D9Q98_009310 [Chlorella vulgaris]
OG0002408	PSC70555.1 hypothetical protein C2E20_5984 [Micractinium conductrix]	KAI3432317.1 hypothetical protein D9Q98_003876 [Chlorella vulgaris], KAI3432316.1 hypothetical protein D9Q98_003876 [Chlorella vulgaris]
OG0002409	PSC67601.1 iron-sulfur cluster biosynthesis family [Micractinium conductrix]	KAI3430860.1 hypothetical protein D9Q98_009269 [Chlorella vulgaris]
OG0002410	PSC73451.1 Acetylglutamate kinase [Micractinium conductrix]	KAI3432355.1 hypothetical protein D9Q98_003912 [Chlorella vulgaris]
OG0002411	PSC70542.1 ABC transporter ATP-binding [Micractinium conductrix]	KAI3434840.1 hypothetical protein D9Q98_002895 [Chlorella vulgaris]
OG0002412	PSC71391.1 allantoinase 1 [Micractinium conductrix]	KAI3435951.1 hypothetical protein D9Q98_002009 [Chlorella vulgaris]
OG0002413	PSC70574.1 large subunit GTPase 1-like protein [Micractinium conductrix]	KAI3432319.1 hypothetical protein D9Q98_003878 [Chlorella vulgaris]
OG0002414	PSC70921.1 ribose-phosphate pyrophosphokinase [Micractinium conductrix]	KAI3428651.1 hypothetical protein D9Q98_007474 [Chlorella vulgaris]
OG0002415	PSC74190.1 Pantoate-beta-alanine ligase [Micractinium conductrix]	KAI3429730.1 hypothetical protein D9Q98_010045 [Chlorella vulgaris]
OG0002416	PSC71234.1 electron transfer flavo subunit beta [Micractinium conductrix]	KAI3435596.1 hypothetical protein D9Q98_001661 [Chlorella vulgaris]
OG0002417	PSC74220.1 Mitochondrial thiamine pyrophosphate carrier [Micractinium conductrix]	KAI3429728.1 hypothetical protein D9Q98_010043 [Chlorella vulgaris]
OG0002418	PSC76626.1 valyl-tRNA synthetase [Micractinium conductrix]	KAI3430578.1 hypothetical protein D9Q98_005171 [Chlorella vulgaris]
OG0002419	PSC71419.1 GPI mannosyltransferase 3 [Micractinium conductrix]	KAI3435592.1 hypothetical protein D9Q98_001657 [Chlorella vulgaris]
OG0002420	PSC68132.1 latrophilin Cirl-like isoform X8 [Micractinium conductrix]	KAI3428296.1 hypothetical protein D9Q98_006675 [Chlorella vulgaris]
OG0002421	PSC71316.1 DNA polymerase delta catalytic subunit [Micractinium conductrix]	KAI3435597.1 hypothetical protein D9Q98_001662 [Chlorella vulgaris]
OG0002422	PSC68559.1 DNA damage-binding 1 [Micractinium conductrix]	KAI3429822.1 hypothetical protein D9Q98_010135 [Chlorella vulgaris]
OG0002423	PSC70661.1 archease-like [Micractinium conductrix]	KAI3437884.1 hypothetical protein D9Q98_000329 [Chlorella vulgaris]
OG0002424	PSC73182.1 L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase-like [Micractinium conductrix]	KAI3430442.1 hypothetical protein D9Q98_005037 [Chlorella vulgaris]
OG0002425	PSC76345.1 hypothetical protein C2E20_0124 [Micractinium conductrix], PSC76344.1 hypothetical protein C2E20_0124 [Micractinium conductrix]	KAI3437647.1 hypothetical protein D9Q98_000098 [Chlorella vulgaris]
OG0002426	PSC70802.1 calcium-transporting endoplasmic reticulum-type [Micractinium conductrix]	KAI3437882.1 hypothetical protein D9Q98_000327 [Chlorella vulgaris]
OG0002427	PSC73547.1 Eukaryotic translation initiation factor 5B [Micractinium conductrix]	KAI3438911.1 hypothetical protein D9Q98_001325 [Chlorella vulgaris]
OG0002428	PSC70732.1 methyltransferase sll0829 [Micractinium conductrix]	KAI3437854.1 hypothetical protein D9Q98_000300 [Chlorella vulgaris]
OG0002429	PSC70748.1 putative U6 snRNA-associated Sm LSm4 [Micractinium conductrix]	KAI3437878.1 hypothetical protein D9Q98_000324 [Chlorella vulgaris]
OG0002430	PSC73150.1 S-Adenosyl homocysteine hydrolase [Micractinium conductrix]	KAI3430441.1 hypothetical protein D9Q98_005036 [Chlorella vulgaris]
OG0002431	PSC70796.1 chlorophyll b reductase [Micractinium conductrix]	KAI3437866.1 hypothetical protein D9Q98_000312 [Chlorella vulgaris]
OG0002432	PSC70710.1 heat shock 70B [Micractinium conductrix]	KAI3437886.1 hypothetical protein D9Q98_000331 [Chlorella vulgaris]
OG0002433	PSC70664.1 Solute carrier family 25 member 38 [Micractinium conductrix]	KAI3437851.1 hypothetical protein D9Q98_000297 [Chlorella vulgaris]
OG0002434	PSC67346.1 rhamnose biosynthetic enzyme 1 [Micractinium conductrix]	KAI3429241.1 hypothetical protein D9Q98_005340 [Chlorella vulgaris]
OG0002435	PSC76672.1 ATP-dependent RNA helicase DBP2-like isoform X1 [Micractinium conductrix]	KAI3438571.1 hypothetical protein D9Q98_000998 [Chlorella vulgaris]
OG0002436	PSC67154.1 exportin-T isoform X1 [Micractinium conductrix], PSC72015.1 exportin-T isoform X1 [Micractinium conductrix]	KAI3438454.1 hypothetical protein D9Q98_000883 [Chlorella vulgaris]
OG0002437	PSC76493.1 ALBINO3 chloroplastic [Micractinium conductrix]	KAI3438444.1 hypothetical protein D9Q98_000874 [Chlorella vulgaris]
