Orthogroup	Micractinium_SAG24180	Chlorella_VariabilisNC64A
OG0003043	PSC74368.1 nucleotide-diphospho-sugar transferase domain [Micractinium conductrix]	XP_005847749.1 hypothetical protein CHLNCDRAFT_133847 [Chlorella variabilis]
OG0003044	PSC71398.1 ATP-dependent helicase deoxyribonuclease subunit B [Micractinium conductrix]	XP_005846277.1 hypothetical protein CHLNCDRAFT_17489_ partial [Chlorella variabilis], XP_005846278.1 hypothetical protein CHLNCDRAFT_135614 [Chlorella variabilis]
OG0003045	PSC72732.1 Origin recognition complex subunit 5 [Micractinium conductrix]	XP_005850535.1 hypothetical protein CHLNCDRAFT_50195 [Chlorella variabilis]
OG0003046	PSC76396.1 sulfate ABC transporter ATP-binding [Micractinium conductrix]	XP_005849913.1 hypothetical protein CHLNCDRAFT_143202 [Chlorella variabilis]
OG0003047	PSC70247.1 chromatin remodeling complex [Micractinium conductrix]	XP_005844552.1 hypothetical protein CHLNCDRAFT_54503 [Chlorella variabilis]
OG0003048	PSC69792.1 arginine N-methyltransferase [Micractinium conductrix]	XP_005850198.1 hypothetical protein CHLNCDRAFT_142415 [Chlorella variabilis]
OG0003049	PSC76990.1 phosphatidate cytidylyltransferase-like [Micractinium conductrix]	XP_005849038.1 hypothetical protein CHLNCDRAFT_143470 [Chlorella variabilis]
OG0003050	PSC73783.1 Zinc phosphodiesterase ELAC 1 [Micractinium conductrix]	XP_005849794.1 hypothetical protein CHLNCDRAFT_57224 [Chlorella variabilis]
OG0003051	PSC69797.1 Angio-associated migratory cell [Micractinium conductrix]	XP_005850445.1 hypothetical protein CHLNCDRAFT_142394 [Chlorella variabilis]
OG0003052	PSC68951.1 glycerate dehydrogenase [Micractinium conductrix]	XP_005851883.1 hypothetical protein CHLNCDRAFT_33616 [Chlorella variabilis]
OG0003053	PSC69825.1 von Willebrand type A [Micractinium conductrix]	XP_005850175.1 hypothetical protein CHLNCDRAFT_142359 [Chlorella variabilis]
OG0003054	PSC69823.1 DNA-directed RNA polymerase I RPAC2 [Micractinium conductrix]	XP_005850421.1 hypothetical protein CHLNCDRAFT_142343 [Chlorella variabilis]
OG0003055	PSC74669.1 UBX domain-containing 2 isoform X1 [Micractinium conductrix]	XP_005843123.1 hypothetical protein CHLNCDRAFT_55386 [Chlorella variabilis]
OG0003056	PSC67469.1 hypothetical protein C2E20_8864 [Micractinium conductrix]	XP_005850550.1 hypothetical protein CHLNCDRAFT_29747 [Chlorella variabilis]
OG0003057	PSC69778.1 sterol 8_7-isomerase [Micractinium conductrix]	XP_005850194.1 hypothetical protein CHLNCDRAFT_34496 [Chlorella variabilis]
OG0003058	PSC73952.1 adenylosuccinate lyase [Micractinium conductrix]	XP_005849789.1 hypothetical protein CHLNCDRAFT_142879 [Chlorella variabilis]
OG0003059	PSC67464.1 hypothetical protein C2E20_8859 [Micractinium conductrix]	XP_005850549.1 hypothetical protein CHLNCDRAFT_48112 [Chlorella variabilis]
OG0003060	PSC71376.1 polyadenylate-binding -interacting 11-like [Micractinium conductrix]	XP_005846257.1 hypothetical protein CHLNCDRAFT_13101_ partial [Chlorella variabilis]
OG0003061	PSC74968.1 pentatricopeptide repeat-containing protein [Micractinium conductrix]	XP_005842612.1 hypothetical protein CHLNCDRAFT_142524_ partial [Chlorella variabilis], XP_005845738.1 hypothetical protein CHLNCDRAFT_58432 [Chlorella variabilis]
OG0003062	PSC75350.1 putative ADP-ribosylation factor GTPase-activating AGD5 [Micractinium conductrix]	XP_005849920.1 hypothetical protein CHLNCDRAFT_21084 [Chlorella variabilis]
OG0003063	PSC70912.1 Tetratricopeptide repeat [Micractinium conductrix]	XP_005847414.1 hypothetical protein CHLNCDRAFT_52503 [Chlorella variabilis]
OG0003064	PSC70861.1 pyridoxine pyridoxamine 5 -phosphate oxidase chloroplastic-like [Micractinium conductrix]	XP_005847413.1 hypothetical protein CHLNCDRAFT_134278 [Chlorella variabilis]
OG0003065	PSC70222.1 WD repeat-containing WRAP73 [Micractinium conductrix]	XP_005844243.1 hypothetical protein CHLNCDRAFT_56325 [Chlorella variabilis]
OG0003066	PSC75594.1 transcription factor IIIB 90 kDa subunit isoform X1 [Micractinium conductrix]	XP_005847364.1 hypothetical protein CHLNCDRAFT_57908 [Chlorella variabilis]
OG0003067	PSC75906.1 macrophage erythroblast attacher [Micractinium conductrix]	XP_005847260.1 hypothetical protein CHLNCDRAFT_57944 [Chlorella variabilis]
OG0003068	PSC75229.1 cytochrome c oxidase assembly COX15 [Micractinium conductrix]	XP_005847405.1 hypothetical protein CHLNCDRAFT_23687_ partial [Chlorella variabilis]
OG0003069	PSC75649.1 phospholipase A-2-activating [Micractinium conductrix]	XP_005847396.1 hypothetical protein CHLNCDRAFT_134243 [Chlorella variabilis]
OG0003070	PSC70199.1 Pre-mRNA-splicing factor SLU7 [Micractinium conductrix]	XP_005844157.1 hypothetical protein CHLNCDRAFT_139273 [Chlorella variabilis]
OG0003072	PSC70915.1 Random slug 5 [Micractinium conductrix]	XP_005847265.1 hypothetical protein CHLNCDRAFT_134279 [Chlorella variabilis]
OG0003073	PSC75473.1 PHD finger ING2 [Micractinium conductrix]	XP_005847400.1 hypothetical protein CHLNCDRAFT_57939 [Chlorella variabilis]
OG0003074	PSC75356.1 phenazine biosynthesis-like domain-containing [Micractinium conductrix]	XP_005849844.1 hypothetical protein CHLNCDRAFT_34723 [Chlorella variabilis]
OG0003075	PSC68822.1 Haloacid dehalogenase-like hydrolase family isoform 2 [Micractinium conductrix]	XP_005851177.1 hypothetical protein CHLNCDRAFT_18937 [Chlorella variabilis]
OG0003077	PSC72741.1 DNA replication licensing factor MCM5 [Micractinium conductrix]	XP_005850970.1 hypothetical protein CHLNCDRAFT_34202 [Chlorella variabilis]
OG0003078	PSC71538.1 quinolinate chloroplastic [Micractinium conductrix]	XP_005850636.1 hypothetical protein CHLNCDRAFT_19680_ partial [Chlorella variabilis]
OG0003080	PSC71528.1 alpha-1_3 1_6-mannosyltransferase ALG2 [Micractinium conductrix]	XP_005850612.1 hypothetical protein CHLNCDRAFT_56004 [Chlorella variabilis]
OG0003081	PSC71995.1 40S ribosomal S2-4 [Micractinium conductrix]	XP_005846112.1 hypothetical protein CHLNCDRAFT_59721 [Chlorella variabilis]
OG0003082	PSC73874.1 nicotinamide mononucleotide adenylyltransferase [Micractinium conductrix]	XP_005845086.1 hypothetical protein CHLNCDRAFT_26277_ partial [Chlorella variabilis]
OG0003083	PSC73778.1 plant Late Embryo Abundant _LEA_ related [Micractinium conductrix]	XP_005845194.1 hypothetical protein CHLNCDRAFT_137413 [Chlorella variabilis]
OG0003084	PSC71610.1 Cyclin-dependent kinase D-1 [Micractinium conductrix]	XP_005850890.1 hypothetical protein CHLNCDRAFT_34107 [Chlorella variabilis]
OG0003085	PSC71596.1 biotin carboxylase chloroplastic [Micractinium conductrix]	XP_005850611.1 hypothetical protein CHLNCDRAFT_140567 [Chlorella variabilis]
OG0003086	PSC67353.1 branched-chain amino acid aminotransferase [Micractinium conductrix]	XP_005851171.1 hypothetical protein CHLNCDRAFT_137805 [Chlorella variabilis]
OG0003087	PSC74388.1 nuclear poly_A_ polymerase 1 [Micractinium conductrix]	XP_005847622.1 hypothetical protein CHLNCDRAFT_23208 [Chlorella variabilis]
OG0003088	PSC71651.1 Dr1-like protein [Micractinium conductrix]	XP_005850388.1 hypothetical protein CHLNCDRAFT_14485_ partial [Chlorella variabilis]
OG0003089	PSC76974.1 NHL repeat containing [Micractinium conductrix]	XP_005849071.1 hypothetical protein CHLNCDRAFT_143558 [Chlorella variabilis]
OG0003090	PSC74678.1 60S ribosomal L10-3 [Micractinium conductrix]	XP_005843893.1 hypothetical protein CHLNCDRAFT_32922 [Chlorella variabilis]
OG0003091	PSC71876.1 geranyl diphosphate synthase [Micractinium conductrix]	XP_005845989.1 hypothetical protein CHLNCDRAFT_58364 [Chlorella variabilis]
OG0003092	PSC73606.1 Kinesin-related 3 [Micractinium conductrix]	XP_005845204.1 hypothetical protein CHLNCDRAFT_137436 [Chlorella variabilis], XP_005842734.1 hypothetical protein CHLNCDRAFT_28927_ partial [Chlorella variabilis], XP_005845205.1 hypothetical protein CHLNCDRAFT_26240_ partial [Chlorella variabilis]
OG0003093	PSC73759.1 putative H ACA ribonucleo complex subunit 1 [Micractinium conductrix]	XP_005845087.1 expressed protein [Chlorella variabilis]
OG0003094	PSC71497.1 Vegetative incompatibility HET-E-1 [Micractinium conductrix]	XP_005849109.1 hypothetical protein CHLNCDRAFT_143670 [Chlorella variabilis]
OG0003094	PSC71451.1 thioredoxin peroxidase [Micractinium conductrix]	XP_005850897.1 hypothetical protein CHLNCDRAFT_50289 [Chlorella variabilis]
OG0003095	PSC71667.1 60S ribosomal L23 [Micractinium conductrix]	XP_005850601.1 hypothetical protein CHLNCDRAFT_59578 [Chlorella variabilis]
OG0003096	PSC71141.1 Vacuolar-processing enzyme [Micractinium conductrix]	XP_005846964.1 hypothetical protein CHLNCDRAFT_24292_ partial [Chlorella variabilis]
OG0003097	PSC71399.1 prostaglandin E synthase 2-like [Micractinium conductrix]	XP_005844042.1 hypothetical protein CHLNCDRAFT_11521_ partial [Chlorella variabilis]
OG0003099	PSC67307.1 photosystem I reaction center subunit XI [Micractinium conductrix]	XP_005844020.1 hypothetical protein CHLNCDRAFT_32796 [Chlorella variabilis]
OG0003100	PSC67338.1 kinetochore NUF2 [Micractinium conductrix]	XP_005851987.1 hypothetical protein CHLNCDRAFT_49321 [Chlorella variabilis]
OG0003101	PSC70078.1 Lysophospholipid acyltransferase LPCAT4 [Micractinium conductrix]	XP_005845897.1 hypothetical protein CHLNCDRAFT_53603 [Chlorella variabilis]
OG0003102	PSC73141.1 Vacuolar sorting-associated 36 [Micractinium conductrix]	XP_005844559.1 hypothetical protein CHLNCDRAFT_12611_ partial [Chlorella variabilis]
OG0003103	PSC70497.1 CPD photolyase [Micractinium conductrix]	XP_005851091.1 CPD photolyase [Chlorella variabilis]
OG0003104	PSC69952.1 root UVB sensitive chloroplastic [Micractinium conductrix]	XP_005847329.1 hypothetical protein CHLNCDRAFT_134489 [Chlorella variabilis]
OG0003105	PSC69396.1 U3 small nucleolar RNA-associated 18-like protein [Micractinium conductrix]	XP_005845823.1 hypothetical protein CHLNCDRAFT_58500 [Chlorella variabilis]
OG0003106	PSC73920.1 Zinc-peroxisomal [Micractinium conductrix]	XP_005847541.1 hypothetical protein CHLNCDRAFT_35384 [Chlorella variabilis]
OG0003107	PSC70580.1 diphthamide biosynthesis 7 [Micractinium conductrix]	XP_005843492.1 hypothetical protein CHLNCDRAFT_141008 [Chlorella variabilis]
OG0003108	PSC69182.1 Transmembrane 65 [Micractinium conductrix]	XP_005844465.1 hypothetical protein CHLNCDRAFT_15662_ partial [Chlorella variabilis]
OG0003109	PSC68838.1 chromatin structure-remodeling complex SYD-like isoform X1 [Micractinium conductrix]	XP_005851183.1 hypothetical protein CHLNCDRAFT_9310_ partial [Chlorella variabilis]
OG0003110	PSC70634.1 glycerol-3-phosphate dehydrogenase [Micractinium conductrix]	XP_005847300.1 hypothetical protein CHLNCDRAFT_134409 [Chlorella variabilis]
OG0003111	PSC74814.1 vacuolar sorting-associated 41-like protein [Micractinium conductrix]	XP_005852084.1 hypothetical protein CHLNCDRAFT_133107 [Chlorella variabilis]
OG0003112	PSC68443.1 Bifunctional polynucleotide phosphatase kinase [Micractinium conductrix]	XP_005852042.1 hypothetical protein CHLNCDRAFT_133012 [Chlorella variabilis]
OG0003113	PSC68988.1 nipped-B B isoform X2 [Micractinium conductrix]	XP_005846672.1 hypothetical protein CHLNCDRAFT_135387 [Chlorella variabilis]
OG0003114	PSC67350.1 peptidyl-prolyl cis-trans isomerase FKBP16-chloroplastic [Micractinium conductrix]	XP_005851666.1 hypothetical protein CHLNCDRAFT_56429 [Chlorella variabilis]
OG0003115	PSC68311.1 hypothetical protein C2E20_8034 [Micractinium conductrix]	XP_005846306.1 hypothetical protein CHLNCDRAFT_135679 [Chlorella variabilis]
OG0003116	PSC71238.1 pleckstrin homology domain-containing 1-like [Micractinium conductrix]	XP_005846230.1 hypothetical protein CHLNCDRAFT_13944_ partial [Chlorella variabilis]
OG0003117	PSC68919.1 40S ribosomal S12-like [Micractinium conductrix]	XP_005846815.1 hypothetical protein CHLNCDRAFT_135382 [Chlorella variabilis]
OG0003118	PSC68310.1 UBX domain-containing 4 [Micractinium conductrix]	XP_005846478.1 hypothetical protein CHLNCDRAFT_31757 [Chlorella variabilis]
OG0003119	PSC69966.1 uracil-dna glycosylase superfamily [Micractinium conductrix]	XP_005847338.1 hypothetical protein CHLNCDRAFT_134530 [Chlorella variabilis]
OG0003120	PSC74428.1 T-complex 1 subunit beta [Micractinium conductrix]	XP_005847587.1 hypothetical protein CHLNCDRAFT_133857 [Chlorella variabilis]
OG0003121	PSC69948.1 SET domain-containing [Micractinium conductrix]	XP_005847508.1 hypothetical protein CHLNCDRAFT_134525 [Chlorella variabilis]
OG0003122	PSC67377.1 Allantoate deiminase [Micractinium conductrix]	XP_005845720.1 hypothetical protein CHLNCDRAFT_53494 [Chlorella variabilis]
OG0003123	PSC75099.1 Phosphoribosylglycinamide chloroplastic [Micractinium conductrix]	XP_005851674.1 hypothetical protein CHLNCDRAFT_132916 [Chlorella variabilis]
OG0003124	PSC74969.1 fe-S cluster assembly factor chloroplastic [Micractinium conductrix]	XP_005852083.1 hypothetical protein CHLNCDRAFT_133105 [Chlorella variabilis]
OG0003125	PSC68960.1 2-methoxy-6-polyprenyl-1_4-benzoquinol mitochondrial [Micractinium conductrix]	XP_005846681.1 hypothetical protein CHLNCDRAFT_135406 [Chlorella variabilis]
OG0003126	PSC70496.1 iron-sulfur cluster assembly [Micractinium conductrix]	XP_005843614.1 hypothetical protein CHLNCDRAFT_59225 [Chlorella variabilis]
OG0003127	PSC67902.1 tRNA dimethylallyltransferase 9 [Micractinium conductrix]	XP_005843467.1 hypothetical protein CHLNCDRAFT_55198 [Chlorella variabilis]
OG0003128	PSC72542.1 phosphoglucan phosphatase amyloplastic [Micractinium conductrix]	XP_005850031.1 hypothetical protein CHLNCDRAFT_142013 [Chlorella variabilis]
OG0003129	PSC76257.1 DUF866 domain-containing [Micractinium conductrix]	XP_005849905.1 hypothetical protein CHLNCDRAFT_143180 [Chlorella variabilis]
OG0003130	PSC75104.1 cell division [Micractinium conductrix]	XP_005851676.1 hypothetical protein CHLNCDRAFT_132927 [Chlorella variabilis]
OG0003132	PSC67358.1 ATP-dependent protease [Micractinium conductrix]	XP_005851169.1 hypothetical protein CHLNCDRAFT_137801 [Chlorella variabilis]
OG0003133	PSC68884.1 NEDD8-activating enzyme E1 regulatory subunit [Micractinium conductrix]	XP_005851464.1 hypothetical protein CHLNCDRAFT_137823 [Chlorella variabilis]
OG0003134	PSC75135.1 isopentenyl-diphosphate delta-isomerase I [Micractinium conductrix]	XP_005845886.1 hypothetical protein CHLNCDRAFT_53578 [Chlorella variabilis]
OG0003135	PSC68852.1 serine protease [Micractinium conductrix]	XP_005851465.1 hypothetical protein CHLNCDRAFT_137826 [Chlorella variabilis]
OG0003136	PSC71343.1 Derlin-1 [Micractinium conductrix]	XP_005842691.1 hypothetical protein CHLNCDRAFT_136591 [Chlorella variabilis]
OG0003137	PSC72427.1 translation initiation factor eIF-2B subunit beta [Micractinium conductrix]	XP_005846793.1 hypothetical protein CHLNCDRAFT_24479 [Chlorella variabilis]
OG0003138	PSC71954.1 DNA mismatch repair MSH2 [Micractinium conductrix]	XP_005846153.1 hypothetical protein CHLNCDRAFT_36258 [Chlorella variabilis]
OG0003139	PSC69118.1 solute carrier [Micractinium conductrix]	XP_005844555.1 hypothetical protein CHLNCDRAFT_58840 [Chlorella variabilis]
OG0003141	PSC70529.1 leukocyte receptor cluster member 8-like protein isoform X1 [Micractinium conductrix]	XP_005843610.1 hypothetical protein CHLNCDRAFT_140195 [Chlorella variabilis]
OG0003143	PSC76002.1 flagellar associated [Micractinium conductrix]	XP_005851110.1 hypothetical protein CHLNCDRAFT_33763 [Chlorella variabilis]
OG0003144	PSC75514.1 Plastidic glucose transporter 4 [Micractinium conductrix]	XP_005851093.1 hypothetical protein CHLNCDRAFT_55965 [Chlorella variabilis]
OG0003145	PSC68647.1 surfeit locus 6-like protein [Micractinium conductrix]	XP_005851078.1 hypothetical protein CHLNCDRAFT_137593 [Chlorella variabilis]
OG0003146	PSC69720.1 Thylakoid lumenal kDa [Micractinium conductrix]	XP_005846114.1 hypothetical protein CHLNCDRAFT_136040 [Chlorella variabilis]
OG0003147	PSC68598.1 2-oxoisovalerate dehydrogenase subunit beta mitochondrial-like [Micractinium conductrix]	XP_005851352.1 hypothetical protein CHLNCDRAFT_48446 [Chlorella variabilis]
OG0003148	PSC70379.1 ribosome biogenesis TSR3-like protein [Micractinium conductrix]	XP_005848508.1 hypothetical protein CHLNCDRAFT_35154 [Chlorella variabilis]
OG0003149	PSC68957.1 photosystem II S4 domain [Micractinium conductrix]	XP_005846677.1 hypothetical protein CHLNCDRAFT_35967 [Chlorella variabilis]
OG0003151	PSC70397.1 psbP chloroplastic [Micractinium conductrix]	XP_005848519.1 hypothetical protein CHLNCDRAFT_13502_ partial [Chlorella variabilis]
OG0003152	PSC76374.1 ribosome biogenesis BOP1-like protein [Micractinium conductrix]	XP_005849892.1 hypothetical protein CHLNCDRAFT_21212_ partial [Chlorella variabilis]
OG0003153	PSC68574.1 putative alpha-mannosidase I MNS4 [Micractinium conductrix]	XP_005845108.1 hypothetical protein CHLNCDRAFT_7049_ partial [Chlorella variabilis]
OG0003154	PSC67934.1 Xylulose 5-phosphate phosphate chloroplastic [Micractinium conductrix]	XP_005843473.1 hypothetical protein CHLNCDRAFT_28101 [Chlorella variabilis]
OG0003155	PSC76508.1 alpha beta-hydrolase [Micractinium conductrix]	XP_005849267.1 hypothetical protein CHLNCDRAFT_143536 [Chlorella variabilis]
OG0003156	PSC67916.1 putative chloroplast RF66 [Micractinium conductrix]	XP_005843475.1 hypothetical protein CHLNCDRAFT_141151 [Chlorella variabilis]
OG0003157	PSC68630.1 monothiol glutaredoxin-S17 [Micractinium conductrix]	XP_005845214.1 hypothetical protein CHLNCDRAFT_26293_ partial [Chlorella variabilis]
OG0003158	PSC76800.1 alpha beta-hydrolase [Micractinium conductrix]	XP_005849056.1 hypothetical protein CHLNCDRAFT_143513 [Chlorella variabilis]
OG0003159	PSC67860.1 SWI SNF complex component SNF12-like protein [Micractinium conductrix]	XP_005849826.1 hypothetical protein CHLNCDRAFT_57254 [Chlorella variabilis]
OG0003160	PSC70298.1 Actin-related 6 [Micractinium conductrix]	XP_005844155.1 hypothetical protein CHLNCDRAFT_56324 [Chlorella variabilis]
OG0003161	PSC68038.1 Replication factor C subunit 5 [Micractinium conductrix]	XP_005848383.1 hypothetical protein CHLNCDRAFT_145161 [Chlorella variabilis]
OG0003162	PSC70384.1 Methylmalonate-semialdehyde dehydrogenase [acylating] mitochondrial [Micractinium conductrix]	XP_005848526.1 hypothetical protein CHLNCDRAFT_48751 [Chlorella variabilis]
OG0003163	PSC72029.1 transmembrane 53 [Micractinium conductrix]	XP_005845990.1 hypothetical protein CHLNCDRAFT_53380 [Chlorella variabilis]
OG0003164	PSC73714.1 tRNA _adenine_58_-N_1__-methyltransferase catalytic subunit trmt61a [Micractinium conductrix]	XP_005845210.1 hypothetical protein CHLNCDRAFT_26258 [Chlorella variabilis]
OG0003165	PSC75311.1 Dihydroorotase [Micractinium conductrix]	XP_005847394.1 hypothetical protein CHLNCDRAFT_48832 [Chlorella variabilis]
OG0003166	PSC68077.1 proteasome subunit alpha type [Micractinium conductrix]	XP_005848584.1 hypothetical protein CHLNCDRAFT_48764 [Chlorella variabilis]
OG0003167	PSC70321.1 Sphingosine-1-phosphate lyase [Micractinium conductrix]	XP_005848319.1 hypothetical protein CHLNCDRAFT_144988 [Chlorella variabilis]
OG0003168	PSC68568.1 succinate-semialdehyde dehydrogenase [Micractinium conductrix]	XP_005851079.1 hypothetical protein CHLNCDRAFT_48452 [Chlorella variabilis]
OG0003169	PSC67832.1 hypothetical protein C2E20_8528 isoform B [Micractinium conductrix], PSC67833.1 hypothetical protein C2E20_8528 isoform A [Micractinium conductrix]	XP_005849821.1 expressed protein [Chlorella variabilis]
OG0003170	PSC68581.1 LETM1 and EF-hand domain-containing mitochondrial-like [Micractinium conductrix]	XP_005851082.1 hypothetical protein CHLNCDRAFT_19302 [Chlorella variabilis]
OG0003171	PSC75261.1 26S proteasome regulatory subunit [Micractinium conductrix]	XP_005849833.1 hypothetical protein CHLNCDRAFT_56078 [Chlorella variabilis]
OG0003172	PSC70903.1 V-type proton ATPase subunit F [Micractinium conductrix]	XP_005848341.1 hypothetical protein CHLNCDRAFT_48752 [Chlorella variabilis]
OG0003173	PSC76138.1 Isoamylase chloroplastic [Micractinium conductrix]	XP_005849635.1 hypothetical protein CHLNCDRAFT_34754 [Chlorella variabilis]
OG0003174	PSC70381.1 DUF155 family [Micractinium conductrix]	XP_005848503.1 hypothetical protein CHLNCDRAFT_144977 [Chlorella variabilis]
OG0003175	PSC70876.1 Fructose-1_6-chloroplastic [Micractinium conductrix]	XP_005848342.1 hypothetical protein CHLNCDRAFT_57654 [Chlorella variabilis]
OG0003176	PSC70573.1 conserved oligomeric Golgi complex subunit 1 [Micractinium conductrix]	XP_005844405.1 hypothetical protein CHLNCDRAFT_139073 [Chlorella variabilis]
OG0003177	PSC74424.1 sucrose nonfermenting 4 [Micractinium conductrix]	XP_005842864.1 hypothetical protein CHLNCDRAFT_142561 [Chlorella variabilis]
OG0003178	PSC73686.1 HASTY 1 [Micractinium conductrix]	XP_005843824.1 hypothetical protein CHLNCDRAFT_139890 [Chlorella variabilis]
OG0003179	PSC77007.1 AP2-like ethylene-responsive transcription factor TOE3 [Micractinium conductrix]	XP_005843388.1 hypothetical protein CHLNCDRAFT_141224 [Chlorella variabilis]
OG0003180	PSC69100.1 elongation factor Tu GTP-binding domain-containing 1 [Micractinium conductrix]	XP_005844459.1 hypothetical protein CHLNCDRAFT_54387 [Chlorella variabilis]
OG0003181	PSC76001.1 floral homeotic APETALA 2-like isoform X1 [Micractinium conductrix]	XP_005851106.1 hypothetical protein CHLNCDRAFT_137656 [Chlorella variabilis]
OG0003182	PSC76965.1 disulfide reductase [Micractinium conductrix]	XP_005845418.1 hypothetical protein CHLNCDRAFT_137002 [Chlorella variabilis], XP_005846937.1 hypothetical protein CHLNCDRAFT_48889 [Chlorella variabilis]
OG0003183	PSC75996.1 5 -nucleotidase domain-containing 4 isoform X1 [Micractinium conductrix]	XP_005851441.1 hypothetical protein CHLNCDRAFT_56697 [Chlorella variabilis]
OG0003185	PSC71535.1 pyrophosphate-fructose 6-phosphate 1-phosphotransferase subunit beta [Micractinium conductrix]	XP_005850148.1 hypothetical protein CHLNCDRAFT_34452 [Chlorella variabilis]
OG0003186	PSC73781.1 29 kDa ribonucleo chloroplastic [Micractinium conductrix]	XP_005851562.1 hypothetical protein CHLNCDRAFT_138040 [Chlorella variabilis]
OG0003187	PSC76322.1 interferon-induced guanylate-binding 1-like [Micractinium conductrix]	XP_005851596.1 hypothetical protein CHLNCDRAFT_56782 [Chlorella variabilis]
OG0003188	PSC77056.1 galactokinase [Micractinium conductrix]	XP_005845808.1 expressed protein [Chlorella variabilis]
OG0003189	PSC72433.1 chitosanase [Micractinium conductrix], PSC72402.1 chitosanase [Micractinium conductrix]	XP_005844697.1 hypothetical protein CHLNCDRAFT_138622 [Chlorella variabilis]
OG0003190	PSC75873.1 neutral sphingomyelinase [Micractinium conductrix]	XP_005852146.1 hypothetical protein CHLNCDRAFT_133272 [Chlorella variabilis]
OG0003191	PSC74259.1 WD repeat domain-containing 83 [Micractinium conductrix]	XP_005851899.1 hypothetical protein CHLNCDRAFT_33649 [Chlorella variabilis]
OG0003192	PSC74868.1 glycerol-3-phosphate dehydrogenase [Micractinium conductrix]	XP_005847643.1 hypothetical protein CHLNCDRAFT_23323 [Chlorella variabilis]
OG0003193	PSC70155.1 concanavalin A-like lectin glucanase [Micractinium conductrix]	XP_005844630.1 hypothetical protein CHLNCDRAFT_54474 [Chlorella variabilis]
OG0003194	PSC75725.1 flagella associated [Micractinium conductrix]	XP_005848951.1 hypothetical protein CHLNCDRAFT_144442 [Chlorella variabilis]
OG0003195	PSC75480.1 E3 ubiquitin-ligase HUWE1 [Micractinium conductrix]	XP_005845433.1 expressed protein [Chlorella variabilis]
OG0003196	PSC67520.1 chloroplast 1-hydroxy-2-methyl-2-_E_-butenyl-4-diphosphate synthase precursor [Micractinium conductrix]	XP_005848392.1 hypothetical protein CHLNCDRAFT_144676 [Chlorella variabilis]
OG0003197	PSC70334.1 conserved oligomeric Golgi complex subunit 3 [Micractinium conductrix]	XP_005848504.1 hypothetical protein CHLNCDRAFT_30835 [Chlorella variabilis]
OG0003198	PSC73344.1 26S proteasome non-ATPase regulatory subunit 1-like protein A-like [Micractinium conductrix]	XP_005848231.1 hypothetical protein CHLNCDRAFT_48732 [Chlorella variabilis]
OG0003199	PSC73470.1 Kinesin light chain [Micractinium conductrix]	XP_005848417.1 hypothetical protein CHLNCDRAFT_51750 [Chlorella variabilis]
OG0003202	PSC71436.1 kinesin-3 isoform X2 [Micractinium conductrix]	XP_005844833.1 hypothetical protein CHLNCDRAFT_9136_ partial [Chlorella variabilis]
OG0003203	PSC73663.1 glucose-methanol-choline oxidoreductase isoform B [Micractinium conductrix], PSC73662.1 glucose-methanol-choline oxidoreductase isoform A [Micractinium conductrix]	XP_005843770.1 hypothetical protein CHLNCDRAFT_139894 [Chlorella variabilis]
OG0003204	PSC69750.1 Cleavage and polyadenylation specificity factor subunit 3 [Micractinium conductrix]	XP_005850465.1 hypothetical protein CHLNCDRAFT_142438 [Chlorella variabilis]
OG0003205	PSC71629.1 putative serine threonine-kinase abkC isoform B [Micractinium conductrix], PSC71628.1 putative serine threonine-kinase abkC isoform A [Micractinium conductrix]	XP_005850384.1 hypothetical protein CHLNCDRAFT_142258 [Chlorella variabilis]
OG0003206	PSC76293.1 katanin catalytic 60 kDa [Micractinium conductrix]	XP_005848022.1 hypothetical protein CHLNCDRAFT_10674_ partial [Chlorella variabilis]
OG0003207	PSC76500.1 Actin-related 4 isoform A [Micractinium conductrix], PSC76501.1 Actin-related 4 isoform B [Micractinium conductrix]	XP_005848140.1 hypothetical protein CHLNCDRAFT_145478 [Chlorella variabilis]
OG0003208	PSC69483.1 COP9 signalosome complex subunit 4 [Micractinium conductrix]	XP_005847954.1 hypothetical protein CHLNCDRAFT_48784 [Chlorella variabilis]
OG0003209	PSC70300.1 putative DNA helicase MCM8 isoform X1 [Micractinium conductrix]	XP_005848310.1 hypothetical protein CHLNCDRAFT_22556_ partial [Chlorella variabilis]
OG0003210	PSC69844.1 oxidoreductase [Micractinium conductrix]	XP_005847452.1 hypothetical protein CHLNCDRAFT_134366 [Chlorella variabilis]
OG0003211	PSC72150.1 ABC transporter G family member 11-like [Micractinium conductrix], PSC72142.1 ABC transporter G family member 11-like [Micractinium conductrix]	XP_005847105.1 hypothetical protein CHLNCDRAFT_134819 [Chlorella variabilis]
OG0003212	PSC68636.1 violaxanthin de-epoxidase-related [Micractinium conductrix]	XP_005845123.1 hypothetical protein CHLNCDRAFT_26298_ partial [Chlorella variabilis]
OG0003214	PSC72558.1 baculoviral IAP repeat-containing 6-like isoform X2 isoform A [Micractinium conductrix], PSC72559.1 baculoviral IAP repeat-containing 6-like isoform X2 isoform B [Micractinium conductrix]	XP_005849980.1 hypothetical protein CHLNCDRAFT_141888 [Chlorella variabilis]
