Orthogroup	Micractinium_SAG24180	Chlorella_Sorokiniana1602
OG0003695	PSC69131.1 Peroxisomal membrane PMP22 isoform A [Micractinium conductrix], PSC69130.1 Peroxisomal membrane PMP22 isoform B [Micractinium conductrix]	PRW20594.1 Peroxisomal membrane PMP22 [Chlorella sorokiniana]
OG0003696	PSC70103.1 Syntaxin-81 [Micractinium conductrix]	PRW20462.1 Syntaxin-81 [Chlorella sorokiniana]
OG0003697	PSC68272.1 Pentatricopeptide repeat-containing [Micractinium conductrix]	PRW20256.1 DEAD-box ATP-dependent RNA helicase 22 [Chlorella sorokiniana]
OG0003698	PSC73750.1 no exine formation 1 [Micractinium conductrix]	PRW58471.1 no exine formation 1 [Chlorella sorokiniana]
OG0003699	PSC72904.1 Transmembrane and coiled-coil domain-containing 1 [Micractinium conductrix]	PRW56536.1 Transmembrane and coiled-coil domain-containing 1 [Chlorella sorokiniana]
OG0003700	PSC75515.1 hypothetical protein C2E20_1661 [Micractinium conductrix]	PRW58689.1 hypothetical protein C2E21_2848 [Chlorella sorokiniana]
OG0003701	PSC68009.1 serine arginine-rich splicing factor SR45-like [Micractinium conductrix]	PRW20539.1 serine arginine-rich splicing factor SR45-like [Chlorella sorokiniana]
OG0003702	PSC74841.1 Co2+ Mg2+ efflux [Micractinium conductrix]	PRW20169.1 hypothetical protein C2E21_9247 [Chlorella sorokiniana]
OG0003703	PSC76921.1 RING-2 [Micractinium conductrix]	PRW59512.1 RING-2 [Chlorella sorokiniana]
OG0003704	PSC71518.1 Conserved alpha-helical _ISS_ [Micractinium conductrix]	PRW55967.1 Conserved alpha-helical _ISS_ [Chlorella sorokiniana]
OG0003705	PSC73174.1 NADH dehydrogenase [ubiquinone] iron-sulfur mitochondrial [Micractinium conductrix]	PRW57825.1 NADH dehydrogenase [ubiquinone] iron-sulfur mitochondrial [Chlorella sorokiniana]
OG0003706	PSC74504.1 dihydrofolate synthetase [Micractinium conductrix]	PRW57665.1 putative dihydrofolate synthetase isoform X2 [Chlorella sorokiniana]
OG0003707	PSC69034.1 lycopene epsilon chloroplastic [Micractinium conductrix]	PRW56341.1 lycopene epsilon cyclase [Chlorella sorokiniana]
OG0003708	PSC71584.1 Magnesium transporter [Micractinium conductrix]	PRW55900.1 Magnesium transporter [Chlorella sorokiniana]
OG0003709	PSC70186.1 Serine carboxypeptidase-like 49 [Micractinium conductrix]	PRW33769.1 Serine carboxypeptidase [Chlorella sorokiniana]
OG0003710	PSC74808.1 Hydroxyethylthiazole kinase isoform B [Micractinium conductrix], PSC74809.1 Hydroxyethylthiazole kinase isoform A [Micractinium conductrix]	PRW33670.1 hydroxyethylthiazole kinase [Chlorella sorokiniana]
OG0003711	PSC72393.1 2-C-methyl-D-erythritol 4-phosphate chloroplastic [Micractinium conductrix]	PRW56614.1 2-C-methyl-D-erythritol 4-phosphate chloroplastic [Chlorella sorokiniana]
OG0003713	PSC74830.1 multifunctional methyltransferase subunit TRM112 At1g22270 [Micractinium conductrix]	PRW33595.1 multifunctional methyltransferase subunit TRM112 At1g22270 [Chlorella sorokiniana]
OG0003714	PSC76538.1 putative GTP diphosphokinase chloroplastic [Micractinium conductrix]	PRW34085.1 putative GTP diphosphokinase chloroplastic [Chlorella sorokiniana]
OG0003715	PSC71013.1 anti-phytochrome antibody reactive [Micractinium conductrix]	PRW59637.1 2103290Aanti-phytochrome antibody reactive [Chlorella sorokiniana]
OG0003716	PSC71096.1 maternal effect embryo arrest 18 [Micractinium conductrix]	PRW59799.1 maternal effect embryo arrest 18 [Chlorella sorokiniana]
OG0003717	PSC75792.1 melanoma-associated antigen G1 [Micractinium conductrix]	PRW50930.1 melanoma-associated antigen G1 [Chlorella sorokiniana]
OG0003718	PSC74823.1 isopentenyldiphosphate delta-isomerase [Micractinium conductrix]	PRW57762.1 isopentenyldiphosphate delta-isomerase [Chlorella sorokiniana]
OG0003719	PSC74514.1 Phycocyanobilin_ferredoxin oxidoreductase [Micractinium conductrix]	PRW57904.1 Phycocyanobilin_ferredoxin oxidoreductase [Chlorella sorokiniana]
OG0003720	PSC72738.1 CCR4-NOT transcription complex subunit 4 [Micractinium conductrix]	PRW56180.1 CCR4-NOT transcription complex subunit 4 [Chlorella sorokiniana]
OG0003721	PSC71182.1 uridine kinase [Micractinium conductrix]	PRW59822.1 uridine kinase isoform X2 [Chlorella sorokiniana]
OG0003722	PSC74434.1 translation factor SUI1-like protein [Micractinium conductrix]	PRW57710.1 translation factor SUI1-like protein 2 [Chlorella sorokiniana]
OG0003723	PSC72731.1 Hedgehog isoform 2 [Micractinium conductrix]	PRW56197.1 Niemann-Pick C1 [Chlorella sorokiniana]
OG0003725	PSC76512.1 sulfite reductase [NADPH] alpha-component [Micractinium conductrix]	PRW33944.1 NADPH-cytochrome-P450 oxidoreductase [Chlorella sorokiniana]
OG0003726	PSC72753.1 lipid transfer isoform B [Micractinium conductrix], PSC72754.1 lipid transfer isoform A [Micractinium conductrix]	PRW56196.1 lipid transfer [Chlorella sorokiniana]
OG0003727	PSC75162.1 E3 ubiquitin-ligase [Micractinium conductrix]	PRW57997.1 E3 ubiquitin- ligase [Chlorella sorokiniana]
OG0003728	PSC68940.1 signal recognition particle receptor subunit beta-like [Micractinium conductrix]	PRW45401.1 signal recognition particle receptor subunit beta-like [Chlorella sorokiniana]
OG0003729	PSC75213.1 thyroid adenoma-associated-like protein [Micractinium conductrix]	PRW33564.1 thyroid adenoma-associated-like protein [Chlorella sorokiniana]
OG0003730	PSC76991.1 carboxyl-terminal-processing peptidase chloroplastic [Micractinium conductrix]	PRW34015.1 carboxyl-terminal-processing peptidase chloroplastic isoform X1 [Chlorella sorokiniana]
OG0003731	PSC68266.1 p21-carboxy-terminal region-binding [Micractinium conductrix]	PRW58681.1 p21-carboxy-terminal region-binding [Chlorella sorokiniana]
OG0003732	PSC68931.1 DNA-damage-repair toleration chloroplastic-like [Micractinium conductrix]	PRW45436.1 DNA-damage-repair toleration chloroplastic-like [Chlorella sorokiniana]
OG0003733	PSC69013.1 TIC chloroplastic isoform A [Micractinium conductrix], PSC69012.1 TIC chloroplastic isoform B [Micractinium conductrix]	PRW56211.1 TIC chloroplastic [Chlorella sorokiniana]
OG0003734	PSC76819.1 hypothetical protein C2E20_0698 [Micractinium conductrix]	PRW59517.1 nuclear snf4 [Chlorella sorokiniana]
OG0003735	PSC74064.1 ATP-dependent metalloprotease [Micractinium conductrix]	PRW60565.1 ATP-dependent metalloprotease [Chlorella sorokiniana]
OG0003736	PSC75779.1 putative mitochondrial-processing peptidase subunit beta [Micractinium conductrix]	PRW05875.1 putative mitochondrial-processing peptidase subunit beta isoform A [Chlorella sorokiniana]
OG0003737	PSC68111.1 P-loop containing nucleoside triphosphate hydrolase [Micractinium conductrix]	PRW56860.1 P-loop containing nucleoside triphosphate hydrolase [Chlorella sorokiniana]
OG0003739	PSC75394.1 ATP-dependent Clp protease proteolytic subunit [Micractinium conductrix]	PRW58768.1 ATP-dependent Clp protease proteolytic subunit [Chlorella sorokiniana]
OG0003741	PSC73354.1 ultraviolet-B receptor UVR8-like [Micractinium conductrix]	PRW58732.1 ultraviolet-B receptor UVR8 isoform A [Chlorella sorokiniana], PRW58731.1 ultraviolet-B receptor UVR8 isoform B [Chlorella sorokiniana]
OG0003742	PSC75659.1 NF-X1-type zinc finger NFXL2 [Micractinium conductrix]	PRW05874.1 putative mitochondrial-processing peptidase subunit beta isoform B [Chlorella sorokiniana]
OG0003743	PSC74153.1 HAD-like domain [Micractinium conductrix]	PRW61368.1 HAD-like domain [Chlorella sorokiniana]
OG0003744	PSC75636.1 hypothetical protein C2E20_1411 [Micractinium conductrix]	PRW59177.1 hypothetical protein C2E21_2638 [Chlorella sorokiniana]
OG0003745	PSC76700.1 pterin-4-alpha-carbinolamine dehydratase [Micractinium conductrix]	PRW60065.1 pterin-4-alpha-carbinolamine dehydratase [Chlorella sorokiniana]
OG0003746	PSC76540.1 psbB mRNA maturation factor chloroplastic-like [Micractinium conductrix]	PRW59680.1 TPR [Chlorella sorokiniana]
OG0003747	PSC76399.1 F-box SKIP16 isoform A [Micractinium conductrix], PSC76398.1 F-box SKIP16 isoform B [Micractinium conductrix]	PRW59703.1 F-box SKIP16 [Chlorella sorokiniana]
OG0003748	PSC75605.1 ultraviolet-B receptor UVR8-like [Micractinium conductrix]	PRW05842.1 ultraviolet-B receptor UVR8 [Chlorella sorokiniana]
OG0003749	PSC70109.1 SPOC and transcription elongation factor S-II domain [Micractinium conductrix]	PRW33553.1 PHD finger 3 [Chlorella sorokiniana]
OG0003750	PSC67912.1 putative ADP-ribosylation factor GTPase-activating AGD8 [Micractinium conductrix]	PRW58945.1 putative ADP-ribosylation factor GTPase-activating AGD8 [Chlorella sorokiniana]
OG0003751	PSC68116.1 hypothetical protein C2E20_8282 [Micractinium conductrix]	PRW56847.1 hypothetical protein C2E21_4787 [Chlorella sorokiniana]
OG0003752	PSC72768.1 SNARE associated Golgi [Micractinium conductrix]	PRW18356.1 SNARE associated Golgi [Chlorella sorokiniana]
OG0003753	PSC72725.1 tyrosine phosphatase [Micractinium conductrix]	PRW18373.1 low molecular weight phosphotyrosine phosphatase [Chlorella sorokiniana]
OG0003754	PSC75606.1 KTI12-like protein [Micractinium conductrix]	PRW32563.1 KTI12-like protein [Chlorella sorokiniana]
OG0003756	PSC72707.1 TATA-binding -associated factor 172 [Micractinium conductrix]	PRW18335.1 TATA-binding -associated factor 172 [Chlorella sorokiniana]
OG0003757	PSC68679.1 hypothetical protein C2E20_7761 [Micractinium conductrix]	PRW58694.1 hypothetical protein C2E21_3280 [Chlorella sorokiniana]
OG0003758	PSC69120.1 major lipid droplet [Micractinium conductrix]	PRW20593.1 major lipid droplet [Chlorella sorokiniana]
OG0003759	PSC72927.1 hypothetical protein C2E20_4027 [Micractinium conductrix]	PRW18317.1 hypothetical protein C2E21_9299 [Chlorella sorokiniana]
OG0003760	PSC72614.1 beclin-1 isoform X1 [Micractinium conductrix]	PRW18412.1 beclin 1 [Chlorella sorokiniana]
OG0003761	PSC72702.1 vacuolar sorting-associated 9A-like [Micractinium conductrix]	PRW18299.1 vacuolar sorting-associated 9A-like [Chlorella sorokiniana]
OG0003762	PSC72811.1 TPX2-like isoform X3 [Micractinium conductrix]	PRW18368.1 TPX2-like isoform X2 [Chlorella sorokiniana]
OG0003763	PSC71875.1 aminotransferase class V [Micractinium conductrix]	PRW58845.1 aminotransferase class V [Chlorella sorokiniana]
OG0003765	PSC71889.1 Flavin reductase-FMN-binding domain containing [Micractinium conductrix]	PRW59220.1 flavo oxygenase [Chlorella sorokiniana]
OG0003766	PSC68726.1 Intron-binding aquarius [Micractinium conductrix]	PRW58675.1 Intron-binding aquarius [Chlorella sorokiniana]
OG0003767	PSC72840.1 50S ribosomal chloroplastic [Micractinium conductrix]	PRW18298.1 50S ribosomal L24 [Chlorella sorokiniana]
OG0003769	PSC72605.1 exocyst complex component sec10 [Micractinium conductrix]	PRW18314.1 exocyst complex component sec10 [Chlorella sorokiniana]
OG0003770	PSC72925.1 polyubiquitin 9 [Micractinium conductrix]	PRW18390.1 Transcription elongation factor B polypeptide 2 [Chlorella sorokiniana]
OG0003772	PSC71089.1 hemerythrin [Micractinium conductrix]	PRW57609.1 hemerythrin isoform B [Chlorella sorokiniana], PRW57610.1 hemerythrin isoform A [Chlorella sorokiniana], PRW57159.1 hemerythrin [Chlorella sorokiniana]
OG0003773	PSC72194.1 signal recognition particle 19 kDa -like [Micractinium conductrix]	PRW57351.1 signal recognition particle 19 kDa -like [Chlorella sorokiniana]
OG0003774	PSC72097.1 peroxisome biogenesis 1 isoform X1 [Micractinium conductrix]	PRW56943.1 peroxisome biogenesis 1 isoform X1 [Chlorella sorokiniana]
OG0003775	PSC71154.1 vacuolar sorting-associated 24-like protein 1-like [Micractinium conductrix]	PRW57435.1 vacuolar sorting-associated 24-like protein 1-like [Chlorella sorokiniana]
OG0003776	PSC72062.1 plastid fibrillin 3 [Micractinium conductrix]	PRW57178.1 putative plastid-lipid-associated chloroplastic [Chlorella sorokiniana]
OG0003777	PSC72152.1 hypothetical protein C2E20_4543 [Micractinium conductrix]	PRW56933.1 tRNA dimethylallyltransferase isoform B [Chlorella sorokiniana], PRW56934.1 tRNA dimethylallyltransferase isoform A [Chlorella sorokiniana]
OG0003778	PSC72193.1 1-acyl-sn-glycerol-3-phosphate acyltransferase delta isoform 1 [Micractinium conductrix]	PRW56941.1 1-acyl-sn-glycerol-3-phosphate acyltransferase delta isoform 1 [Chlorella sorokiniana]
OG0003779	PSC76671.1 ubiquitin-conjugating enzyme E2 22-like [Micractinium conductrix]	PRW59102.1 ubiquitin-conjugating enzyme E2 22-like [Chlorella sorokiniana]
OG0003780	PSC76224.1 BI1 isoform A [Micractinium conductrix], PSC76223.1 BI1 isoform B [Micractinium conductrix]	PRW59211.1 BI1 [Chlorella sorokiniana]
OG0003781	PSC77060.1 suppression of tumorigenicity 5 -like [Micractinium conductrix]	PRW59124.1 suppression of tumorigenicity 5 -like [Chlorella sorokiniana]
OG0003782	PSC72505.1 Ran-binding 10 [Micractinium conductrix]	PRW56754.1 Ran-binding 10 [Chlorella sorokiniana]
OG0003784	PSC74367.1 50S ribosomal L24 [Micractinium conductrix]	PRW20692.1 50S ribosomal chloroplastic [Chlorella sorokiniana]
OG0003785	PSC71386.1 hypothetical protein C2E20_5254 [Micractinium conductrix]	PRW56452.1 hypothetical protein C2E21_4617 [Chlorella sorokiniana]
OG0003786	PSC71432.1 microtubule-associated Asp [Micractinium conductrix]	PRW59806.1 microtubule-associated Asp [Chlorella sorokiniana]
OG0003787	PSC72564.1 thiol-disulfide oxidoreductase LTO1 [Micractinium conductrix]	PRW56494.1 thiol-disulfide oxidoreductase LTO1 [Chlorella sorokiniana]
OG0003788	PSC74356.1 putative aarF domain-containing kinase chloroplastic [Micractinium conductrix]	PRW61127.1 putative aarF domain-containing kinase chloroplastic [Chlorella sorokiniana]
OG0003789	PSC76401.1 Proteasome assembly chaperone 2 [Micractinium conductrix]	PRW59404.1 hypothetical protein C2E21_2307 [Chlorella sorokiniana], PRW58998.1 Proteasome assembly chaperone 2 [Chlorella sorokiniana]
OG0003790	PSC75370.1 GPI-anchor transamidase isoform B [Micractinium conductrix], PSC75371.1 GPI-anchor transamidase isoform A [Micractinium conductrix]	PRW59148.1 GPI-anchor transamidase [Chlorella sorokiniana]
OG0003791	PSC74316.1 exosome complex component rrp40 [Micractinium conductrix]	PRW61423.1 exosome complex component rrp40 isoform A [Chlorella sorokiniana], PRW61422.1 exosome complex component rrp40 isoform B [Chlorella sorokiniana]
OG0003792	PSC73841.1 pyruvate dehydrogenase kinase [Micractinium conductrix]	PRW50998.1 pyruvate dehydrogenase kinase [Chlorella sorokiniana]
OG0003794	PSC67944.1 phosphoserine aminotransferase [Micractinium conductrix]	PRW58734.1 phosphoserine aminotransferase [Chlorella sorokiniana]
OG0003795	PSC69323.1 hypothetical protein C2E20_7169 [Micractinium conductrix]	PRW60460.1 hypothetical protein C2E21_1064 [Chlorella sorokiniana]
OG0003796	PSC68699.1 tRNA nucleotidyltransferase poly_A_ polymerase [Micractinium conductrix]	PRW33128.1 CCA-adding enzyme-like [Chlorella sorokiniana]
OG0003797	PSC76958.1 rab9 effector with kelch motifs [Micractinium conductrix]	PRW60075.1 rab9 effector with kelch motifs [Chlorella sorokiniana]
OG0003798	PSC76038.1 TP53-regulating kinase isoform A [Micractinium conductrix], PSC76037.1 TP53-regulating kinase isoform B [Micractinium conductrix]	PRW58873.1 EKC KEOPS complex subunit bud32-like isoform X1 [Chlorella sorokiniana]
OG0003800	PSC74128.1 mini-chromosome maintenance complex-binding isoform A [Micractinium conductrix], PSC74127.1 mini-chromosome maintenance complex-binding isoform B [Micractinium conductrix]	PRW61302.1 mini-chromosome maintenance complex-binding [Chlorella sorokiniana]
OG0003801	PSC67036.1 Coenzyme Q-binding COQ10 mitochondrial [Micractinium conductrix], PSC69318.1 coenzyme Q-binding COQ10 mitochondrial [Micractinium conductrix]	PRW60701.1 coenzyme Q-binding COQ10 mitochondrial-like [Chlorella sorokiniana]
OG0003802	PSC76934.1 acetyltransferase NSI [Micractinium conductrix]	PRW59399.1 acetyltransferase NSI isoform X2 [Chlorella sorokiniana]
OG0003803	PSC76168.1 cofactor complex C _B6F_ [Micractinium conductrix]	PRW34048.1 CPLD43 required for cyt b6 assembly [Chlorella sorokiniana]
OG0003804	PSC67420.1 cytochrome c oxidase subunit 4_13 kD [Micractinium conductrix]	PRW33809.1 mitochondrial cytochrome c oxidase subunit 13 kD [Chlorella sorokiniana]
OG0003805	PSC68006.1 ATP-dependent RNA helicase HAS1 [Micractinium conductrix]	PRW59153.1 ATP-dependent RNA helicase HAS1 [Chlorella sorokiniana]
OG0003806	PSC76022.1 acyl-oxidase [Micractinium conductrix]	PRW32996.1 acyl- oxidase [Chlorella sorokiniana]
OG0003807	PSC67440.1 hemolysin A isoform B [Micractinium conductrix], PSC67439.1 hemolysin A isoform A [Micractinium conductrix]	PRW33866.1 hemolysin A [Chlorella sorokiniana]
OG0003808	PSC68819.1 chloroplastic isoform X2 [Micractinium conductrix]	PRW58628.1 chloroplastic isoform X3 [Chlorella sorokiniana]
OG0003809	PSC68721.1 increased DNA methylation 1-like [Micractinium conductrix]	PRW33111.1 RING FYVE PHD zinc finger [Chlorella sorokiniana]
OG0003810	PSC76116.1 DHS-like NAD FAD-binding domain-containing [Micractinium conductrix]	PRW33021.1 DHS-like NAD FAD-binding domain-containing [Chlorella sorokiniana]
OG0003811	PSC68856.1 hemK methyltransferase family member 1 [Micractinium conductrix]	PRW58532.1 hemK methyltransferase family member 1 [Chlorella sorokiniana]
OG0003812	PSC67415.1 Regulator of telomere elongation helicase 1 [Micractinium conductrix]	PRW44978.1 Regulator of telomere elongation helicase 1 [Chlorella sorokiniana]
OG0003814	PSC76694.1 60S acidic ribosomal P2 [Micractinium conductrix]	PRW34006.1 60S acidic ribosomal P2 [Chlorella sorokiniana]
OG0003815	PSC67421.1 50S ribosomal chloroplastic [Micractinium conductrix]	PRW34061.1 50S ribosomal chloroplastic [Chlorella sorokiniana]
OG0003816	PSC74267.1 chalcone-flavanone isomerase [Micractinium conductrix]	PRW61098.1 chalcone isomerase [Chlorella sorokiniana]
OG0003817	PSC68485.1 Succinate dehydrogenase [ubiquinone] cytochrome b small mitochondrial [Micractinium conductrix]	PRW05913.1 Succinate dehydrogenase [ubiquinone] cytochrome b small mitochondrial [Chlorella sorokiniana]
OG0003818	PSC68698.1 hypothetical protein C2E20_7707 [Micractinium conductrix]	PRW33123.1 hypothetical protein C2E21_7757 [Chlorella sorokiniana]
OG0003819	PSC76611.1 hypothetical protein C2E20_0087 [Micractinium conductrix]	PRW32948.1 hypothetical protein C2E21_8010 [Chlorella sorokiniana]
OG0003820	PSC76580.1 putative proteasome inhibitor [Micractinium conductrix]	PRW59479.1 putative proteasome inhibitor [Chlorella sorokiniana]
OG0003822	PSC73330.1 Stomatin mitochondrial [Micractinium conductrix]	PRW61156.1 Stomatin mitochondrial [Chlorella sorokiniana]
OG0003823	PSC70253.1 hypothetical protein C2E20_6331 [Micractinium conductrix]	PRW56280.1 hypothetical protein C2E21_5264 [Chlorella sorokiniana], PRW33790.1 Pyridoxamine 5 -phosphate oxidase family isoform 1 [Chlorella sorokiniana]
OG0003824	PSC75018.1 U3 small nucleolar RNA-interacting 2 [Micractinium conductrix]	PRW20874.1 U3 small nucleolar RNA-interacting 2 [Chlorella sorokiniana]
OG0003826	PSC70258.1 ribonuclease HII [Micractinium conductrix]	PRW34053.1 Ribonuclease HII [Chlorella sorokiniana]
OG0003827	PSC75672.1 Sorbitol dehydrogenase [Micractinium conductrix]	PRW59528.1 Sorbitol dehydrogenase [Chlorella sorokiniana]
OG0003828	PSC70188.1 prefoldin subunit 1 [Micractinium conductrix]	PRW33783.1 prefoldin subunit 1 [Chlorella sorokiniana]
OG0003829	PSC76712.1 cullin-1-like [Micractinium conductrix]	PRW20903.1 cullin-1 [Chlorella sorokiniana]
OG0003830	PSC70272.1 3-hydroxybutyryl-dehydrogenase [Micractinium conductrix]	PRW33847.1 3-hydroxybutyryl- dehydrogenase [Chlorella sorokiniana]
OG0003831	PSC75157.1 Rsm22-cox11 tandem mitochondrial [Micractinium conductrix]	PRW32889.1 methyltransferase mitochondrial [Chlorella sorokiniana]
OG0003832	PSC74989.1 30S ribosomal S15 [Micractinium conductrix]	PRW20815.1 30S ribosomal S15 [Chlorella sorokiniana]
OG0003833	PSC70198.1 Xylulokinase [Micractinium conductrix]	PRW34012.1 Xylulokinase [Chlorella sorokiniana]
OG0003834	PSC70276.1 hypothetical protein C2E20_6343 [Micractinium conductrix]	PRW33941.1 hypothetical protein C2E21_7396 [Chlorella sorokiniana]
OG0003835	PSC74576.1 Zinc finger CCCH-type with G patch domain-containing isoform A [Micractinium conductrix], PSC74577.1 Zinc finger CCCH-type with G patch domain-containing isoform B [Micractinium conductrix]	PRW57606.1 hypothetical protein C2E21_3608 [Chlorella sorokiniana]
OG0003836	PSC70217.1 asparagine synthetase domain-containing 1 [Micractinium conductrix]	PRW34099.1 Asparagine synthetase domain-containing 1 [Chlorella sorokiniana]
OG0003837	PSC74593.1 Swr1 complex bromodomain subunit Brf1 isoform B [Micractinium conductrix], PSC74594.1 Swr1 complex bromodomain subunit Brf1 isoform A [Micractinium conductrix]	PRW57756.1 Swr1 complex bromodomain subunit Brf1 [Chlorella sorokiniana]
OG0003839	PSC74999.1 Haloalkane dehalogenase [Micractinium conductrix]	PRW58019.1 fructokinase [Chlorella sorokiniana]
OG0003841	PSC70145.1 Chaperone binding_ATPase activator [Micractinium conductrix]	PRW33793.1 hypothetical protein C2E21_7400 [Chlorella sorokiniana]
OG0003843	PSC74861.1 hypothetical protein C2E20_2059 [Micractinium conductrix]	PRW58045.1 hypothetical protein C2E21_3574 [Chlorella sorokiniana]
OG0003844	PSC71863.1 Thymidine kinase [Micractinium conductrix]	PRW39184.1 thymidine kinase [Chlorella sorokiniana]
OG0003846	PSC67622.1 Elongator complex 1 [Micractinium conductrix]	PRW05768.1 elongator complex 1 [Chlorella sorokiniana]
OG0003847	PSC71949.1 YIPF6-like protein [Micractinium conductrix]	PRW39233.1 YIPF6-like protein [Chlorella sorokiniana]
OG0003848	PSC72019.1 Sucrose-phosphatase 2 [Micractinium conductrix]	PRW39320.1 Sucrose-phosphatase 2 [Chlorella sorokiniana]
OG0003849	PSC71543.1 s-isoprenylcysteine o-methyltransferase [Micractinium conductrix]	PRW56178.1 hypothetical protein C2E21_5053 [Chlorella sorokiniana]
OG0003850	PSC67611.1 NADH dehydrogenase [ubiquinone] complex assembly factor 7-like protein [Micractinium conductrix]	PRW05767.1 S-adenosyl-L-methionine-dependent methyltransferase [Chlorella sorokiniana]
OG0003851	PSC71883.1 DUF3119 family [Micractinium conductrix]	PRW39141.1 hypothetical protein C2E21_7097 [Chlorella sorokiniana]
OG0003852	PSC67625.1 Small nuclear ribonucleo E [Micractinium conductrix]	PRW05797.1 Small nuclear ribonucleo E [Chlorella sorokiniana]
OG0003853	PSC71906.1 tRNA-splicing endonuclease subunit Sen34 isoform A [Micractinium conductrix], PSC71907.1 tRNA-splicing endonuclease subunit Sen34 isoform B [Micractinium conductrix]	PRW39237.1 tRNA-splicing endonuclease subunit Sen34 [Chlorella sorokiniana]
OG0003854	PSC71972.1 peptidyl-prolyl cis-trans isomerase-like 1 [Micractinium conductrix]	PRW05755.1 peptidyl-prolyl cis-trans isomerase-like 1 [Chlorella sorokiniana]
OG0003855	PSC71971.1 integral membrane single C2 domain [Micractinium conductrix]	PRW39175.1 integral membrane single C2 domain [Chlorella sorokiniana]
OG0003856	PSC71958.1 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP1 isoform X1 [Micractinium conductrix]	PRW39269.1 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP1 [Chlorella sorokiniana]
OG0003857	PSC72239.1 tRNA-dihydrouridine synthase A [Micractinium conductrix]	PRW56896.1 tRNA-dihydrouridine synthase A [Chlorella sorokiniana]
OG0003859	PSC72162.1 Exonuclease 1 [Micractinium conductrix]	PRW57196.1 exonuclease 1 [Chlorella sorokiniana]
OG0003860	PSC75289.1 putative anion transporter 5 [Micractinium conductrix]	PRW51088.1 putative anion transporter 5 [Chlorella sorokiniana]
OG0003861	PSC74348.1 C-5 sterol desaturase [Micractinium conductrix]	PRW61264.1 C-5 sterol desaturase [Chlorella sorokiniana]
OG0003863	PSC76545.1 Kinesin KIF19 [Micractinium conductrix]	PRW57364.1 Kinesin KIF19 [Chlorella sorokiniana]
OG0003864	PSC73621.1 FAD-dependent oxidoreductase [Micractinium conductrix]	PRW58233.1 FAD-dependent oxidoreductase [Chlorella sorokiniana]
OG0003865	PSC72362.1 Very-long-chain enoyl-reductase [Micractinium conductrix]	PRW56709.1 Very-long-chain enoyl- reductase [Chlorella sorokiniana]
OG0003866	PSC68886.1 PLP-dependent threonine dehydratase [Micractinium conductrix], PSC68834.1 hypothetical protein C2E20_7598 isoform X2 [Micractinium conductrix]	PRW58284.1 hypothetical protein C2E21_2947 [Chlorella sorokiniana]
OG0003867	PSC72575.1 plastidial pyruvate kinase 2-like [Micractinium conductrix]	PRW56390.1 plastidial pyruvate kinase 2-like isoform A [Chlorella sorokiniana], PRW56391.1 plastidial pyruvate kinase 2-like isoform B [Chlorella sorokiniana]
OG0003868	PSC69189.1 quinone oxidoreductase 2-like protein [Micractinium conductrix]	PRW33213.1 quinone oxidoreductase 2-like protein isoform B [Chlorella sorokiniana], PRW33214.1 quinone oxidoreductase 2-like protein isoform A [Chlorella sorokiniana]
OG0003870	PSC69247.1 aminotransferase class IV [Micractinium conductrix]	PRW33103.1 branched chain amino acid aminotransferase [Chlorella sorokiniana]
OG0003871	PSC70590.1 Photosystem II stability assembly factor chloroplastic [Micractinium conductrix]	PRW61576.1 Photosystem II stability assembly factor chloroplastic [Chlorella sorokiniana]
OG0003873	PSC74563.1 centrosomal of 104 kDa [Micractinium conductrix]	PRW58028.1 centrosomal of 104 kDa [Chlorella sorokiniana]
OG0003874	PSC72532.1 Gamma carbonic anhydrase-like mitochondrial [Micractinium conductrix]	PRW56553.1 Gamma carbonic anhydrase-like mitochondrial [Chlorella sorokiniana]
OG0003875	PSC72197.1 hypothetical protein C2E20_4380 [Micractinium conductrix]	PRW57143.1 hypothetical protein C2E21_3832 [Chlorella sorokiniana]
OG0003876	PSC68894.1 RNA methyltransferase At5g10620 [Micractinium conductrix]	PRW58579.1 RNA methyltransferase At5g10620 [Chlorella sorokiniana]
OG0003877	PSC76245.1 WD repeat-containing 74 [Micractinium conductrix]	PRW58950.1 WD repeat-containing 74 [Chlorella sorokiniana]
OG0003878	PSC69289.1 plant F14N23-31 [Micractinium conductrix]	PRW33177.1 hypothetical protein C2E21_7861 [Chlorella sorokiniana]
OG0003879	PSC77028.1 phosphoserine chloroplastic [Micractinium conductrix]	PRW59050.1 phosphoserine phosphatase [Chlorella sorokiniana]
OG0003880	PSC68275.1 Rhomboid protease [Micractinium conductrix]	PRW58478.1 Rhomboid protease [Chlorella sorokiniana]
OG0003881	PSC72420.1 adenine nucleotide alpha hydrolase [Micractinium conductrix]	PRW56686.1 adenine nucleotide alpha hydrolase [Chlorella sorokiniana]
OG0003882	PSC73842.1 28S ribosomal mitochondrial [Micractinium conductrix]	PRW58621.1 28S ribosomal mitochondrial [Chlorella sorokiniana]
OG0003884	PSC76025.1 fatty acid desaturase [Micractinium conductrix]	PRW57664.1 fatty acid desaturase [Chlorella sorokiniana]
