Orthogroup	Micractinium_SAG24180	Scenedesmus_PABB004
OG0001583	PSC71277.1 glycine dehydrogenase _decarboxylating_ mitochondrial [Micractinium conductrix]	KAF8063843.1 hypothetical protein HT031_003700 [Scenedesmus sp. PABB004]
OG0001584	PSC72529.1 DEAD-box ATP-dependent RNA helicase chloroplastic isoform A [Micractinium conductrix], PSC72531.1 DEAD-box ATP-dependent RNA helicase chloroplastic isoform C [Micractinium conductrix], PSC72530.1 DEAD-box ATP-dependent RNA helicase chloroplastic isoform B [Micractinium conductrix]	KAF8065574.1 DGD2 [Scenedesmus sp. PABB004]
OG0001586	PSC70618.1 cyclic nucleotide dependent kinase [Micractinium conductrix]	KAF8065429.1 Pkg21D [Scenedesmus sp. PABB004], KAF8063026.1 PRKG2 [Scenedesmus sp. PABB004]
OG0001588	PSC72417.1 hypothetical protein C2E20_4242 [Micractinium conductrix], PSC72416.1 hypothetical protein C2E20_4242 [Micractinium conductrix]	KAF8067306.1 popC [Scenedesmus sp. PABB004]
OG0001589	PSC75001.1 CHAPERONE-LIKE PROTEIN OF chloroplastic [Micractinium conductrix]	KAF8064584.1 CPP1 [Scenedesmus sp. PABB004]
OG0001590	PSC68826.1 5 -nucleotidase [Micractinium conductrix]	KAF8059410.1 surE [Scenedesmus sp. PABB004]
OG0001592	PSC67240.1 AMP deaminase isoform B [Micractinium conductrix], PSC67241.1 AMP deaminase isoform A [Micractinium conductrix]	KAF8073150.1 hypothetical protein HT031_000811 [Scenedesmus sp. PABB004]
OG0001594	PSC75068.1 Dynamin-1 [Micractinium conductrix], PSC76748.1 Amine oxidase family [Micractinium conductrix]	KAF8065829.1 maoA [Scenedesmus sp. PABB004]
OG0001595	PSC67942.1 DEAD-box ATP-dependent RNA helicase 38 isoform A [Micractinium conductrix], PSC67943.1 DEAD-box ATP-dependent RNA helicase 38 isoform B [Micractinium conductrix]	KAF8073134.1 DEAD-box ATP-dependent RNA helicase 38 [Scenedesmus sp. PABB004]
OG0001596	PSC76744.1 calcium calmodulin-dependent kinase kinase 1-like isoform X4 [Micractinium conductrix]	KAF8069424.1 GRIK2 [Scenedesmus sp. PABB004]
OG0001597	PSC73391.1 actin related 2 [Micractinium conductrix]	KAF8073220.1 hypothetical protein HT031_000881 [Scenedesmus sp. PABB004]
OG0001598	PSC73052.1 hypothetical protein C2E20_3681 [Micractinium conductrix]	KAF8066434.1 hypothetical protein HT031_002758 [Scenedesmus sp. PABB004]
OG0001601	PSC70941.1 ADP-ribosylation factor [Micractinium conductrix]	KAF8063041.1 VPS3 [Scenedesmus sp. PABB004]
OG0001602	PSC72926.1 translation factor-like [Micractinium conductrix]	KAF8057633.1 yciO [Scenedesmus sp. PABB004]
OG0001603	PSC73148.1 cathepsin H [Micractinium conductrix]	KAF8072361.1 hypothetical protein HT031_000020 [Scenedesmus sp. PABB004]
OG0001606	PSC74911.1 Cysteinyl-tRNA synthetase [Micractinium conductrix]	KAF8056247.1 CARS1 [Scenedesmus sp. PABB004]
OG0001608	PSC75759.1 NAD_P_-binding [Micractinium conductrix]	KAF8069509.1 hypothetical protein HT031_001625 [Scenedesmus sp. PABB004], KAF8071046.1 SARED1 [Scenedesmus sp. PABB004]
OG0001610	PSC68853.1 FAD-dependent oxidoreductase [Micractinium conductrix]	KAF8065539.1 Pyroxd2 [Scenedesmus sp. PABB004]
OG0001611	PSC74203.1 root cap family [Micractinium conductrix], PSC74122.1 CMGC RCK MAK kinase [Micractinium conductrix]	KAF8055120.1 Mak [Scenedesmus sp. PABB004]
OG0001612	PSC75537.1 serine arginine-rich SC35-like splicing factor SCL30 isoform X1 [Micractinium conductrix]	KAF8066167.1 SCL30A [Scenedesmus sp. PABB004]
OG0001615	PSC70095.1 ATPase AAA [Micractinium conductrix]	KAF8057713.1 FAN1 [Scenedesmus sp. PABB004]
OG0001616	PSC73399.1 ribulose bisphosphate carboxylase oxygenase chloroplastic [Micractinium conductrix]	KAF8055666.1 rca [Scenedesmus sp. PABB004]
OG0001618	PSC73775.1 beta-hydroxyacyl-ACP dehydratase [Micractinium conductrix]	KAF8071151.1 fabZ [Scenedesmus sp. PABB004]
OG0001619	PSC73733.1 metacaspase-1 isoform X2 isoform A [Micractinium conductrix], PSC73732.1 metacaspase-1 isoform X2 isoform B [Micractinium conductrix]	KAF8071324.1 ME6 [Scenedesmus sp. PABB004]
OG0001621	PSC68696.1 atrial natriuretic peptide receptor 2-like [Micractinium conductrix]	KAF8063661.1 hypothetical protein HT031_003516 [Scenedesmus sp. PABB004]
OG0001621	PSC67435.1 glutamine synthetase [Micractinium conductrix]	KAF8063662.1 GLN2 [Scenedesmus sp. PABB004]
OG0001622	PSC74464.1 nuclear localization 4 [Micractinium conductrix]	KAF8061948.1 hypothetical protein HT031_004208 [Scenedesmus sp. PABB004]
OG0001625	PSC70073.1 pyridoxamine 5 -phosphate oxidase isoform B [Micractinium conductrix], PSC70074.1 pyridoxamine 5 -phosphate oxidase isoform A [Micractinium conductrix]	KAF8072584.1 PPOX2 [Scenedesmus sp. PABB004]
OG0001627	PSC70714.1 sodium sulfate co-transporter [Micractinium conductrix]	KAF8065643.1 SLT3 [Scenedesmus sp. PABB004]
OG0001628	PSC71548.1 BTB POZ domain-containing KCTD16 [Micractinium conductrix]	KAF8056379.1 KCTD3 [Scenedesmus sp. PABB004]
OG0001629	PSC69257.1 mitochondrial carrier [Micractinium conductrix]	KAF8066349.1 SAMC1 [Scenedesmus sp. PABB004], KAF8062084.1 hypothetical protein HT031_004344 [Scenedesmus sp. PABB004]
OG0001630	PSC75186.1 hypothetical protein C2E20_1966 [Micractinium conductrix]	KAF8058298.1 selenof [Scenedesmus sp. PABB004]
OG0001630	PSC69269.1 snurportin-1 [Micractinium conductrix]	KAF8065870.1 UVR8 [Scenedesmus sp. PABB004], KAF8058300.1 HERC2 [Scenedesmus sp. PABB004]
OG0001633	PSC67258.1 ABC multidrug resistance associated [Micractinium conductrix]	KAF8071344.1 ABCC1 [Scenedesmus sp. PABB004], KAF8071347.1 ABCC1 [Scenedesmus sp. PABB004], KAF8071362.1 ABCC1 [Scenedesmus sp. PABB004]
OG0001635	PSC72394.1 cytosolic endo-beta-N-acetylglucosaminidase-like [Micractinium conductrix]	KAF8066341.1 ENGASE2 [Scenedesmus sp. PABB004]
OG0001636	PSC75539.1 ase inhibitor I4 serpin [Micractinium conductrix]	KAF8066243.1 Serpine2 [Scenedesmus sp. PABB004], KAF8058931.1 SERPINI1 [Scenedesmus sp. PABB004]
OG0001637	PSC75358.1 hydroxyneurosporene methyltransferase [Micractinium conductrix]	KAF8068171.1 sfmM3 [Scenedesmus sp. PABB004]
OG0001639	PSC73512.1 alpha beta hydrolase [Micractinium conductrix], PSC73386.1 alpha beta hydrolase [Micractinium conductrix], PSC76131.1 alpha beta hydrolase [Micractinium conductrix]	KAF8055600.1 hypothetical protein HT031_006719 [Scenedesmus sp. PABB004]
OG0001641	PSC71214.1 glutathione S-transferase [Micractinium conductrix]	KAF8072808.1 GSTU2 [Scenedesmus sp. PABB004]
OG0001642	PSC72656.1 protease 2 isoform A [Micractinium conductrix], PSC72655.1 protease 2 isoform B [Micractinium conductrix], PSC72657.1 protease 2 isoform C [Micractinium conductrix]	KAF8054947.1 Poli [Scenedesmus sp. PABB004]
OG0001644	PSC69477.1 DNA polymerase I [Micractinium conductrix]	KAF8059739.1 hypothetical protein HT031_005147 [Scenedesmus sp. PABB004]
OG0001646	PSC71107.1 rRNA-processing EFG1 [Micractinium conductrix]	KAF8056780.1 EFG1 [Scenedesmus sp. PABB004]
OG0001647	PSC68734.1 N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase [Micractinium conductrix]	KAF8062000.1 Pigl [Scenedesmus sp. PABB004]
OG0001649	PSC76687.1 putative phosphatase 2C 15 isoform X1 [Micractinium conductrix], PSC75841.1 phosphatase 2C family [Micractinium conductrix]	KAF8072552.1 protein phosphatase [Scenedesmus sp. PABB004]
OG0001650	PSC75844.1 dnaJ-like protein dnj-5 isoform X3 [Micractinium conductrix]	KAF8060368.1 hypothetical protein HT031_004904 [Scenedesmus sp. PABB004]
OG0001654	PSC71222.1 green algal specific Aspartyl Asparaginyl beta-hydroxylase [Micractinium conductrix]	KAF8065849.1 hypothetical protein HT031_002909 [Scenedesmus sp. PABB004]
OG0001656	PSC67090.1 pumilio-like protein 24_ partial [Micractinium conductrix], PSC67012.1 pumilio-like protein 24 [Micractinium conductrix], PSC67267.1 pumilio-like protein 24_ partial [Micractinium conductrix], PSC67086.1 pumilio-like protein 24 [Micractinium conductrix], PSC70534.1 pumilio-like protein 24 [Micractinium conductrix]	KAF8073043.1 APUM24 [Scenedesmus sp. PABB004]
OG0001664	PSC76572.1 cobalamin biosynthesis isoform A [Micractinium conductrix], PSC76573.1 cobalamin biosynthesis isoform B [Micractinium conductrix]	KAF8057105.1 yciC [Scenedesmus sp. PABB004]
OG0001665	PSC69104.1 40S ribosomal S26 [Micractinium conductrix]	KAF8066238.1 RPS26C [Scenedesmus sp. PABB004]
OG0001666	PSC72061.1 transketolase [Micractinium conductrix]	KAF8072634.1 Transketolase [Scenedesmus sp. PABB004]
OG0001667	PSC69159.1 seleno O [Micractinium conductrix]	KAF8058303.1 selO [Scenedesmus sp. PABB004]
OG0001668	PSC72240.1 Qc-SNARE SYP7-family [Micractinium conductrix]	KAF8054757.1 SYP71 [Scenedesmus sp. PABB004], KAF8072343.1 SYP71 [Scenedesmus sp. PABB004]
OG0001669	PSC73049.1 NF-kappa-B inhibitor 1 isoform B [Micractinium conductrix], PSC73048.1 NF-kappa-B inhibitor 1 isoform A [Micractinium conductrix]	KAF8056226.1 ANKRD27 [Scenedesmus sp. PABB004]
OG0001670	PSC67716.1 glutamate-1-semialdehyde aminotransferase [Micractinium conductrix]	KAF8060470.1 hypothetical protein HT031_004646 [Scenedesmus sp. PABB004]
OG0001671	PSC74662.1 Serine threonine-kinase endoribonuclease IRE1 [Micractinium conductrix]	KAF8071209.1 PUB53 [Scenedesmus sp. PABB004]
OG0001672	PSC68799.1 tRNA-specific 2-thiouridylase [Micractinium conductrix]	KAF8071281.1 mnmA [Scenedesmus sp. PABB004]
OG0001673	PSC69113.1 water chloroplastic [Micractinium conductrix]	KAF8066378.1 GWD3 [Scenedesmus sp. PABB004]
OG0001674	PSC72251.1 brefeldin A-inhibited guanine nucleotide-exchange 2-like [Micractinium conductrix]	KAF8063671.1 BIG3 [Scenedesmus sp. PABB004]
OG0001675	PSC69028.1 Flowering time control FY [Micractinium conductrix]	KAF8058868.1 hypothetical protein HT031_005436 [Scenedesmus sp. PABB004]
OG0001676	PSC74648.1 transportin-1 isoform X1 [Micractinium conductrix]	KAF8063844.1 TRN1 [Scenedesmus sp. PABB004]
OG0001677	PSC77045.1 Cyclic pyranopterin monophosphate mitochondrial [Micractinium conductrix]	KAF8071251.1 CNX2 [Scenedesmus sp. PABB004]
OG0001678	PSC74317.1 putative WD repeat-containing -like [Micractinium conductrix]	KAF8072788.1 SPBC2A9.03 [Scenedesmus sp. PABB004]
OG0001679	PSC74310.1 mitochondrial glyco [Micractinium conductrix]	KAF8072894.1 hypothetical protein HT031_000554 [Scenedesmus sp. PABB004]
OG0001680	PSC74561.1 DNA repair [Micractinium conductrix]	KAF8072699.1 Endoglucanase [Scenedesmus sp. PABB004]
OG0001681	PSC73466.1 putative phosphoribosylformylglycinamidine chloroplastic mitochondrial [Micractinium conductrix]	KAF8061344.1 phosphoribosylformylglycinamidine synthase [Scenedesmus sp. PABB004]
OG0001682	PSC74189.1 ATP-dependent zinc metalloprotease [Micractinium conductrix]	KAF8069608.1 FTSHI3 [Scenedesmus sp. PABB004]
OG0001683	PSC74301.1 nifU chloroplastic [Micractinium conductrix]	KAF8073253.1 NIFU1 [Scenedesmus sp. PABB004]
OG0001684	PSC74431.1 Eukaryotic translation initiation factor 4G [Micractinium conductrix]	KAF8062920.1 hypothetical protein HT031_003758 [Scenedesmus sp. PABB004]
OG0001686	PSC73488.1 clathrin heavy chain [Micractinium conductrix]	KAF8060094.1 CHC2 [Scenedesmus sp. PABB004]
OG0001687	PSC67263.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 [Micractinium conductrix]	KAF8057752.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 [Scenedesmus sp. PABB004]
OG0001689	PSC76278.1 Proteasome subunit beta type-7-A [Micractinium conductrix]	KAF8054987.1 PBB2 [Scenedesmus sp. PABB004]
OG0001692	PSC74793.1 flagellar outer dynein arm-docking complex 1 [Micractinium conductrix]	KAF8055922.1 ODA1 [Scenedesmus sp. PABB004]
OG0001693	PSC67047.1 immediate early response 3-interacting 1-like [Micractinium conductrix], PSC67179.1 immediate early response 3-interacting 1-like [Micractinium conductrix], PSC67660.1 immediate early response 3-interacting 1-like [Micractinium conductrix]	KAF8056127.1 ANK2 [Scenedesmus sp. PABB004]
OG0001694	PSC67646.1 MAK16-like protein A [Micractinium conductrix]	KAF8060609.1 mak16 [Scenedesmus sp. PABB004]
OG0001695	PSC71682.1 putative apyrase 7 [Micractinium conductrix]	KAF8071159.1 APY7 [Scenedesmus sp. PABB004]
OG0001697	PSC71341.1 putative acyl-activating enzyme peroxisomal isoform X1 [Micractinium conductrix]	KAF8065896.1 AAE18 [Scenedesmus sp. PABB004]
OG0001698	PSC70606.1 putative transaldolase [Micractinium conductrix]	KAF8072691.1 AL21 [Scenedesmus sp. PABB004]
OG0001699	PSC73482.1 hypothetical protein C2E20_3412 [Micractinium conductrix]	KAF8067371.1 hypothetical protein HT031_002419 [Scenedesmus sp. PABB004]
OG0001700	PSC72131.1 heat shock 70 kDa 4 [Micractinium conductrix]	KAF8072352.1 HSP70-14 [Scenedesmus sp. PABB004]
OG0001701	PSC75246.1 putative sugar phosphate phosphate translocator [Micractinium conductrix]	KAF8071001.1 sugar phosphate/phosphate translocator [Scenedesmus sp. PABB004]
OG0001702	PSC69538.1 biotin synthase [Micractinium conductrix]	KAF8066187.1 BIO2 [Scenedesmus sp. PABB004]
OG0001703	PSC71269.1 DNA polymerase alpha subunit B [Micractinium conductrix]	KAF8059983.1 POLA2 [Scenedesmus sp. PABB004]
OG0001704	PSC76664.1 transmembrane CLPTM1 family [Micractinium conductrix]	KAF8073147.1 clptm1 [Scenedesmus sp. PABB004]
OG0001705	PSC74260.1 aspartate-tRNA cytoplasmic [Micractinium conductrix]	KAF8065924.1 IBI1 [Scenedesmus sp. PABB004]
OG0001706	PSC68967.1 hypothetical protein C2E20_7463 [Micractinium conductrix]	KAF8055468.1 hypothetical protein HT031_006727 [Scenedesmus sp. PABB004]
OG0001707	PSC74117.1 Alba DNA RNA-binding [Micractinium conductrix]	KAF8068446.1 hypothetical protein HT031_002135 [Scenedesmus sp. PABB004]
OG0001709	PSC69533.1 Ankyrin repeat [Micractinium conductrix]	KAF8070871.1 Alpha-latrocrustotoxin-a [Scenedesmus sp. PABB004]
OG0001710	PSC74008.1 methyltransferase C9orf114-like protein isoform X2 [Micractinium conductrix]	KAF8058136.1 Spo [Scenedesmus sp. PABB004]
OG0001711	PSC70655.1 sulfate ABC periplasmic sulfate-binding [Micractinium conductrix]	KAF8058434.1 sbpA [Scenedesmus sp. PABB004]
OG0001712	PSC73669.1 60S ribosomal L13a-2-like [Micractinium conductrix]	KAF8073108.1 RPL13AB [Scenedesmus sp. PABB004]
OG0001713	PSC70717.1 putative lysine-tRNA cytoplasmic [Micractinium conductrix]	KAF8062007.1 lysS [Scenedesmus sp. PABB004]
OG0001714	PSC75777.1 hypothetical protein C2E20_1315 isoform X1 [Micractinium conductrix]	KAF8069384.1 hypothetical protein HT031_001499 [Scenedesmus sp. PABB004]
OG0001715	PSC67794.1 bifunctional dihydrofolate reductase-thymidylate synthase_ partial [Micractinium conductrix]	KAF8055936.1 hypothetical protein HT031_006575 [Scenedesmus sp. PABB004]
OG0001716	PSC75624.1 hypothetical protein C2E20_1034 [Micractinium conductrix]	KAF8062742.1 NADH dehydrogenase [ubiquinone] flavoprotein 2 [Scenedesmus sp. PABB004]
OG0001717	PSC75849.1 tetratricopeptide repeat 27-like protein [Micractinium conductrix]	KAF8068377.1 ttc27 [Scenedesmus sp. PABB004]
OG0001719	PSC76724.1 T-complex 1 subunit zeta [Micractinium conductrix]	KAF8069563.1 CCT6A [Scenedesmus sp. PABB004]
OG0001720	PSC76429.1 WD40 repeat [Micractinium conductrix]	KAF8055820.1 SPCC4G3.03 [Scenedesmus sp. PABB004]
OG0001721	PSC76165.1 hypothetical protein C2E20_0534 [Micractinium conductrix]	KAF8069518.1 hypothetical protein HT031_001635 [Scenedesmus sp. PABB004]
OG0001722	PSC75154.1 ABSCISIC ACID-INSENSITIVE 5 2 isoform X1 [Micractinium conductrix]	KAF8058829.1 hypothetical protein HT031_005397 [Scenedesmus sp. PABB004]
OG0001724	PSC71671.1 methyltransferase 5 [Micractinium conductrix]	KAF8062679.1 Mettl5 [Scenedesmus sp. PABB004]
OG0001727	PSC67715.1 beta-adaptin C [Micractinium conductrix]	KAF8068431.1 BETAC-AD [Scenedesmus sp. PABB004]
OG0001728	PSC75668.1 40S ribosomal S19-1 [Micractinium conductrix]	KAF8060534.1 RPS19A [Scenedesmus sp. PABB004]
OG0001730	PSC74429.1 40S ribosomal S3-3 [Micractinium conductrix]	KAF8068199.1 RPS3C [Scenedesmus sp. PABB004]
OG0001732	PSC68202.1 calcium-translocating P-type PMCA-type [Micractinium conductrix]	KAF8069649.1 Atp2b4 [Scenedesmus sp. PABB004]
OG0001734	PSC72937.1 hypothetical protein C2E20_3564 [Micractinium conductrix]	KAF8058329.1 hypothetical protein HT031_005645 [Scenedesmus sp. PABB004]
OG0001735	PSC75175.1 E3 ubiquitin-ligase RING1a isoform B [Micractinium conductrix], PSC75176.1 E3 ubiquitin-ligase RING1a isoform A [Micractinium conductrix]	KAF8065578.1 LARP6B [Scenedesmus sp. PABB004]
OG0001736	PSC69506.1 glycoside hydrolase [Micractinium conductrix]	KAF8062055.1 hypothetical protein HT031_004315 [Scenedesmus sp. PABB004]
OG0001737	PSC69462.1 splicing factor U2af small subunit B-like isoform A [Micractinium conductrix]	KAF8071122.1 U2AF35A [Scenedesmus sp. PABB004]
OG0001738	PSC75273.1 peroxisome biogenesis 12 isoform A [Micractinium conductrix], PSC75272.1 peroxisome biogenesis 12 isoform B [Micractinium conductrix]	KAF8065928.1 PEX12 [Scenedesmus sp. PABB004]
OG0001739	PSC67014.1 RNA-binding 25 isoform X2_ partial [Micractinium conductrix], PSC69646.1 RNA-binding 25 isoform X1 [Micractinium conductrix]	KAF8067236.1 RBM25 [Scenedesmus sp. PABB004]
OG0001740	PSC71849.1 hypothetical protein C2E20_4847 [Micractinium conductrix], PSC72781.1 FACT complex subunit SPT16-like [Micractinium conductrix]	KAF8067391.1 SPT16 [Scenedesmus sp. PABB004]
OG0001741	PSC68662.1 MFS transporter [Micractinium conductrix], PSC77008.1 Ubiquitin carboxyl-terminal hydrolase 3 [Micractinium conductrix]	KAF8071087.1 UBP4 [Scenedesmus sp. PABB004]
OG0001742	PSC75187.1 peptidyl-prolyl cis-trans isomerase FKBP62-like [Micractinium conductrix]	KAF8059684.1 FKBP65 [Scenedesmus sp. PABB004]
OG0001743	PSC69343.1 26S protease regulatory subunit 8-like protein A [Micractinium conductrix]	KAF8059461.1 RPT6B [Scenedesmus sp. PABB004]
OG0001744	PSC69446.1 microtubule-associated RP EB family member 1C [Micractinium conductrix]	KAF8058411.1 EB1C [Scenedesmus sp. PABB004]
OG0001745	PSC74427.1 MFS general substrate transporter [Micractinium conductrix]	KAF8072654.1 hypothetical protein HT031_000314 [Scenedesmus sp. PABB004]
OG0001746	PSC68039.1 ribonuclease P [Micractinium conductrix]	KAF8055742.1 hypothetical protein HT031_006646 [Scenedesmus sp. PABB004]
OG0001747	PSC76563.1 aminodeoxychorismate chloroplastic isoform X1 [Micractinium conductrix]	KAF8064696.1 hypothetical protein HT031_003498 [Scenedesmus sp. PABB004]
OG0001748	PSC68351.1 sterol 14 desaturase [Micractinium conductrix]	KAF8071078.1 CYP51 [Scenedesmus sp. PABB004]
OG0001750	PSC73102.1 tubulin-folding cofactor C [Micractinium conductrix]	KAF8064675.1 hypothetical protein HT031_003477 [Scenedesmus sp. PABB004]
OG0001751	PSC76154.1 transcriptional regulator ATRX-like protein [Micractinium conductrix]	KAF8071125.1 hypothetical protein HT031_001207 [Scenedesmus sp. PABB004]
OG0001752	PSC72977.1 box C D snoRNA 1 [Micractinium conductrix]	KAF8065647.1 Znhit6 [Scenedesmus sp. PABB004]
OG0001753	PSC68327.1 dihydroxyacetone kinase [Micractinium conductrix]	KAF8062020.1 DJ1B [Scenedesmus sp. PABB004]
OG0001754	PSC77053.1 Lysine histidine transporter 1 [Micractinium conductrix], PSC72230.1 FO synthase [Micractinium conductrix]	KAF8062640.1 fbiC [Scenedesmus sp. PABB004]
OG0001756	PSC68167.1 Elongation factor chloroplastic [Micractinium conductrix]	KAF8057933.1 fusA1 [Scenedesmus sp. PABB004]
OG0001757	PSC70936.1 lysine-specific histone demethylase 1-like protein 3 [Micractinium conductrix]	KAF8072835.1 LDL3 [Scenedesmus sp. PABB004]
OG0001758	PSC70792.1 methionine-tRNA mitochondrial [Micractinium conductrix]	KAF8062044.1 OVA1 [Scenedesmus sp. PABB004]
OG0001760	PSC75247.1 putative S-acyltransferase 14 [Micractinium conductrix]	KAF8068356.1 PAT13 [Scenedesmus sp. PABB004]
OG0001762	PSC67505.1 serine threonine-phosphatase 2A 65 kDa regulatory subunit A beta isoform isoform A [Micractinium conductrix], PSC67504.1 serine threonine-phosphatase 2A 65 kDa regulatory subunit A beta isoform isoform B [Micractinium conductrix]	KAF8066409.1 FAD6 [Scenedesmus sp. PABB004]
OG0001763	PSC75129.1 CLP1-like protein [Micractinium conductrix]	KAF8064574.1 CLPS3 [Scenedesmus sp. PABB004]
OG0001764	PSC74787.1 Replication A 70 kDa DNA-binding subunit isoform B [Micractinium conductrix], PSC74786.1 Replication A 70 kDa DNA-binding subunit isoform A [Micractinium conductrix]	KAF8058336.1 RPA1B [Scenedesmus sp. PABB004]
OG0001767	PSC75923.1 glycosyltransferase family 77 [Micractinium conductrix], PSC75951.1 putative dolichyl pyrophosphate Glc1Man9 c2 alpha-1_3-glucosyltransferase [Micractinium conductrix]	KAF8065603.1 dolichyl pyrophosphate alpha-1 [Scenedesmus sp. PABB004]
OG0001768	PSC68472.1 HNH endonuclease isoform B [Micractinium conductrix], PSC68471.1 HNH endonuclease isoform A [Micractinium conductrix]	KAF8067224.1 hypothetical protein HT031_002271 [Scenedesmus sp. PABB004]
OG0001769	PSC71899.1 iron-sulfur cluster assembly [Micractinium conductrix], PSC67855.1 iron-sulfur cluster assembly [Micractinium conductrix], PSC67830.1 iron-sulfur cluster assembly [Micractinium conductrix]	KAF8066196.1 hypothetical protein HT031_002518 [Scenedesmus sp. PABB004]
OG0001770	PSC69571.1 ATP synthase gamma-subunit [Micractinium conductrix]	KAF8062085.1 hypothetical protein HT031_004345 [Scenedesmus sp. PABB004]
OG0001771	PSC73054.1 Dynein assembly factor [Micractinium conductrix]	KAF8061976.1 ODA7 [Scenedesmus sp. PABB004]
OG0001772	PSC73607.1 D-aspartate oxidase [Micractinium conductrix]	KAF8063076.1 hypothetical protein HT031_003915 [Scenedesmus sp. PABB004]
OG0001773	PSC75576.1 zinc finger AN1 and C2H2 domain-containing stress-associated 16 [Micractinium conductrix]	KAF8056141.1 hypothetical protein HT031_006492 [Scenedesmus sp. PABB004], KAF8065438.1 SAP16 [Scenedesmus sp. PABB004]
OG0001777	PSC72183.1 Embryo defective 2410 isoform 2 [Micractinium conductrix]	KAF8055821.1 TIC236 [Scenedesmus sp. PABB004]
OG0001778	PSC69256.1 IMP dehydrogenase [Micractinium conductrix]	KAF8064485.1 impdh [Scenedesmus sp. PABB004]
OG0001779	PSC71962.1 signal recognition particle 54 kDa 2 [Micractinium conductrix]	KAF8069701.1 SRP54-1 [Scenedesmus sp. PABB004]
OG0001780	PSC70559.1 putative inactive serine threonine-kinase scy1 [Micractinium conductrix]	KAF8066342.1 scy1 [Scenedesmus sp. PABB004]
OG0001781	PSC75642.1 Fanconi anemia group D2-like protein [Micractinium conductrix]	KAF8072892.1 Fancd2 [Scenedesmus sp. PABB004]
OG0001782	PSC70594.1 armadillo beta-catenin-like repeat [Micractinium conductrix]	KAF8057110.1 PRY3 [Scenedesmus sp. PABB004]
OG0001783	PSC69680.1 phosphoribosylaminoimidazole chloroplastic [Micractinium conductrix]	KAF8073186.1 ADE2 [Scenedesmus sp. PABB004]
OG0001784	PSC76858.1 DNA photolyase [Micractinium conductrix]	KAF8056019.1 cry [Scenedesmus sp. PABB004]
OG0001785	PSC71006.1 vacuolar sorting-associated 53 A [Micractinium conductrix]	KAF8062091.1 hypothetical protein HT031_004351 [Scenedesmus sp. PABB004], KAF8062094.1 VPS53 [Scenedesmus sp. PABB004]
OG0001786	PSC67613.1 26S proteasome non-ATPase regulatory subunit 14-like protein [Micractinium conductrix]	KAF8056390.1 RPN11 [Scenedesmus sp. PABB004]
OG0001788	PSC75268.1 J domain-containing spf31 [Micractinium conductrix]	KAF8070952.1 spf31 [Scenedesmus sp. PABB004]
OG0001789	PSC71068.1 light-harvesting of photosystem I [Micractinium conductrix]	KAF8055327.1 LHCA1 [Scenedesmus sp. PABB004]
OG0001790	PSC71149.1 coatomer subunit gamma [Micractinium conductrix]	KAF8072392.1 Coatomer subunit gamma [Scenedesmus sp. PABB004]
OG0001791	PSC75366.1 Cathepsin Z [Micractinium conductrix]	KAF8069393.1 hypothetical protein HT031_001508 [Scenedesmus sp. PABB004]
OG0001792	PSC70521.1 50S ribosomal L1 [Micractinium conductrix]	KAF8065962.1 rplA [Scenedesmus sp. PABB004]
OG0001794	PSC71007.1 Eukaryotic translation initiation factor 3 subunit G [Micractinium conductrix]	KAF8061162.1 eif3g-a [Scenedesmus sp. PABB004]
OG0001795	PSC71979.1 L-galactose dehydrogenase [Micractinium conductrix]	KAF8059175.1 hypothetical protein HT031_005347 [Scenedesmus sp. PABB004]
OG0001797	PSC70593.1 phosphoenolpyruvate carboxylase [Micractinium conductrix]	KAF8061408.1 Ppc1 [Scenedesmus sp. PABB004]
OG0001799	PSC74108.1 chorismate synthase [Micractinium conductrix]	KAF8056235.1 CS2 [Scenedesmus sp. PABB004]
OG0001800	PSC76302.1 Replication factor C subunit 1 [Micractinium conductrix]	KAF8069417.1 RFC1 [Scenedesmus sp. PABB004]
OG0001801	PSC72118.1 tobamovirus multiplication 1-like [Micractinium conductrix]	KAF8069406.1 TOM1 [Scenedesmus sp. PABB004]
OG0001803	PSC73857.1 50S ribosomal L25 [Micractinium conductrix]	KAF8060298.1 rplY [Scenedesmus sp. PABB004], KAF8060294.1 vpr [Scenedesmus sp. PABB004]
OG0001804	PSC73725.1 DNA mismatch repair MSH3 [Micractinium conductrix]	KAF8062031.1 msh-3 [Scenedesmus sp. PABB004]
OG0001805	PSC72220.1 bifunctional riboflavin biosynthesis RIBA chloroplastic [Micractinium conductrix]	KAF8062898.1 RIBA1 [Scenedesmus sp. PABB004]
OG0001806	PSC70568.1 ATP-binding cassette superfamily [Micractinium conductrix]	KAF8061314.1 ycf24 [Scenedesmus sp. PABB004]
OG0001807	PSC73312.1 granule-bound starch [Micractinium conductrix]	KAF8069624.1 Granule-bound starch synthase 1b [Scenedesmus sp. PABB004]
OG0001809	PSC74302.1 putative glutamyl chloroplastic [Micractinium conductrix]	KAF8067166.1 hypothetical protein HT031_002213 [Scenedesmus sp. PABB004]
