Orthogroup	Micractinium_SAG24180	Chlorella_KRBP
OG0001737	PSC69462.1 splicing factor U2af small subunit B-like isoform A [Micractinium conductrix]	QAXK01014793.1_2710-905
OG0001738	PSC75273.1 peroxisome biogenesis 12 isoform A [Micractinium conductrix], PSC75272.1 peroxisome biogenesis 12 isoform B [Micractinium conductrix]	QAXK01000446.1_74898-73132
OG0001743	PSC69343.1 26S protease regulatory subunit 8-like protein A [Micractinium conductrix]	QAXK01001289.1_5327-2954
OG0001744	PSC69446.1 microtubule-associated RP EB family member 1C [Micractinium conductrix]	QAXK01016939.1_17085-19159
OG0001748	PSC68351.1 sterol 14 desaturase [Micractinium conductrix]	QAXK01007592.1_13848-10196
OG0001750	PSC73102.1 tubulin-folding cofactor C [Micractinium conductrix]	QAXK01018869.1_1324-446
OG0001751	PSC76154.1 transcriptional regulator ATRX-like protein [Micractinium conductrix]	QAXK01000276.1_2022-2543
OG0001756	PSC68167.1 Elongation factor chloroplastic [Micractinium conductrix]	QAXK01004906.1_9592-13569
OG0001760	PSC75247.1 putative S-acyltransferase 14 [Micractinium conductrix]	QAXK01008046.1_15224-18152
OG0001763	PSC75129.1 CLP1-like protein [Micractinium conductrix]	QAXK01006402.1_6220-3948
OG0001770	PSC69571.1 ATP synthase gamma-subunit [Micractinium conductrix]	QAXK01001922.1_7027-5313
OG0001772	PSC73607.1 D-aspartate oxidase [Micractinium conductrix]	QAXK01010435.1_780-2170
OG0001778	PSC69256.1 IMP dehydrogenase [Micractinium conductrix]	QAXK01006312.1_5841-2543
OG0001780	PSC70559.1 putative inactive serine threonine-kinase scy1 [Micractinium conductrix]	QAXK01003072.1_7601-12066
OG0001782	PSC70594.1 armadillo beta-catenin-like repeat [Micractinium conductrix]	QAXK01000627.1_25854-27382
OG0001783	PSC69680.1 phosphoribosylaminoimidazole chloroplastic [Micractinium conductrix]	QAXK01004723.1_8556-4882
OG0001788	PSC75268.1 J domain-containing spf31 [Micractinium conductrix]	QAXK01008099.1_16922-14889
OG0001790	PSC71149.1 coatomer subunit gamma [Micractinium conductrix]	QAXK01000362.1_13682-19843
OG0001792	PSC70521.1 50S ribosomal L1 [Micractinium conductrix]	QAXK01002348.1_22026-23431
OG0001794	PSC71007.1 Eukaryotic translation initiation factor 3 subunit G [Micractinium conductrix]	QAXK01000643.1_10651-8242
OG0001801	PSC72118.1 tobamovirus multiplication 1-like [Micractinium conductrix]	QAXK01000208.1_37779-38874
OG0001806	PSC70568.1 ATP-binding cassette superfamily [Micractinium conductrix]	QAXK01005447.1_6594-9151
OG0001810	PSC67927.1 embryonic stem cell-specific 5-hydroxymethylcytosine-binding -like [Micractinium conductrix]	QAXK01011106.1_2568-3152
OG0001812	PSC72264.1 coatomer subunit beta-1-like [Micractinium conductrix]	QAXK01006399.1_9428-14604
OG0001813	PSC68201.1 phenylalanine-tRNA chloroplastic mitochondrial [Micractinium conductrix]	QAXK01000513.1_11487-8211
OG0001818	PSC71537.1 60S acidic ribosomal P0 [Micractinium conductrix]	QAXK01004132.1_4579-6060
OG0001821	PSC71439.1 serine threonine-phosphatase BSL1 [Micractinium conductrix]	QAXK01004177.1_17288-11319
OG0001824	PSC68131.1 methionine aminopeptidase 2B-like [Micractinium conductrix]	QAXK01003744.1_2800-6411
OG0001826	PSC71471.1 T-complex theta subunit [Micractinium conductrix]	QAXK01000105.1_5499-2693
OG0001832	PSC69531.1 bifunctional dethiobiotin synthetase 7_8-diamino-pelargonic acid mitochondrial [Micractinium conductrix]	QAXK01005654.1_7220-1642
OG0001837	PSC68677.1 Bifunctional purine biosynthesis [Micractinium conductrix]	QAXK01000842.1_51041-53429
OG0001838	PSC74145.1 pre-rRNA-processing TSR1-like protein [Micractinium conductrix]	QAXK01003976.1_8556-3734
OG0001841	PSC69255.1 ABC transporter family [Micractinium conductrix]	QAXK01000976.1_10766-5866
OG0001842	PSC69441.1 Oleoyl-acyl carrier chloroplastic [Micractinium conductrix]	QAXK01006275.1_27485-25822
OG0001843	PSC72243.1 eukaryotic translation initiation factor 2 subunit gamma-like [Micractinium conductrix]	QAXK01004149.1_22375-24958
OG0001845	PSC72612.1 mRNA _2 -O-methyladenosine-N6-_-methyltransferase [Micractinium conductrix]	QAXK01001702.1_1666-273
OG0001847	PSC74571.1 transport Sec61 subunit alpha-like [Micractinium conductrix]	QAXK01009311.1_428-2889
OG0001849	PSC74533.1 Protochlorophyllide chloroplastic [Micractinium conductrix]	QAXK01007671.1_6596-4238
OG0001855	PSC72717.1 Splicing factor 3B subunit 4 [Micractinium conductrix]	QAXK01000335.1_27254-25603
OG0001856	PSC68742.1 uracil phosphoribosyltransferase [Micractinium conductrix]	QAXK01003506.1_17890-19170
OG0001857	PSC69615.1 GTP-binding nuclear Ran-3 [Micractinium conductrix]	QAXK01002176.1_5254-6169
OG0001858	PSC70436.1 60S ribosomal L8-like [Micractinium conductrix]	QAXK01017983.1_2022-269
OG0001860	PSC70462.1 putative phenylalanine-tRNA ligase alpha subunit [Micractinium conductrix]	QAXK01000036.1_15496-18071
OG0001861	PSC70316.1 GMP synthase [glutamine-hydrolyzing] [Micractinium conductrix]	QAXK01001933.1_13708-11461
OG0001862	PSC67531.1 transport yif1 [Micractinium conductrix]	QAXK01002439.1_1431-31
OG0001863	PSC71004.1 SEC1 family transport SLY1-like [Micractinium conductrix]	QAXK01000006.1_11270-7049
OG0001864	PSC73349.1 tRNA wybutosine-synthesizing 4 [Micractinium conductrix]	QAXK01001807.1_30588-28596
OG0001866	PSC72993.1 importin beta-like SAD2 [Micractinium conductrix]	QAXK01004671.1_3332-9990
OG0001867	PSC70312.1 putative complex I intermediate-associated 30 [Micractinium conductrix]	QAXK01006658.1_2089-1110
OG0001868	PSC73297.1 vacuolar sorting-associated 18-like protein [Micractinium conductrix]	QAXK01018034.1_4900-2264
OG0001869	PSC73352.1 NEDD8-activating enzyme E1 catalytic subunit [Micractinium conductrix]	QAXK01002273.1_12619-10163
OG0001870	PSC75701.1 CAS1 domain-containing 1 [Micractinium conductrix]	QAXK01007444.1_11468-13953
OG0001871	PSC69321.1 transmembrane 120-like protein isoform A [Micractinium conductrix], PSC69322.1 transmembrane 120-like protein isoform B [Micractinium conductrix]	QAXK01000027.1_14275-12645
OG0001873	PSC67925.1 tRNA modifying enzyme [Micractinium conductrix]	QAXK01003671.1_1285-5252
OG0001874	PSC68961.1 Alcohol dehydrogenase class-3 [Micractinium conductrix]	QAXK01002443.1_10680-7074
OG0001879	PSC68040.1 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Micractinium conductrix]	QAXK01014786.1_3020-29
OG0001880	PSC76595.1 ubiquitin carboxyl-terminal hydrolase 6 [Micractinium conductrix]	QAXK01014616.1_960-3765
OG0001882	PSC68973.1 pyridoxine biosynthesis [Micractinium conductrix]	QAXK01001694.1_21339-20476
OG0001883	PSC70882.1 eukaryotic translation initiation factor 3 subunit I-like [Micractinium conductrix]	QAXK01000225.1_2559-365
OG0001887	PSC67642.1 vacuolar sorting-associated 22-like protein 1 [Micractinium conductrix]	QAXK01004187.1_1760-33
OG0001888	PSC75238.1 26S proteasome non-ATPase regulatory subunit 12 [Micractinium conductrix]	QAXK01016711.1_4152-7100
OG0001890	PSC74238.1 phosphatase methylesterase 1-like [Micractinium conductrix]	QAXK01010406.1_2162-130
OG0001893	PSC70766.1 Phosducin 3 [Micractinium conductrix]	QAXK01002579.1_17292-15497
OG0001895	PSC71005.1 N-acetyl-gamma-glutamyl-phosphate reductase [Micractinium conductrix]	QAXK01016971.1_2990-681
OG0001898	PSC67775.1 non-canonical poly_A_ RNA polymerase PAPD5 [Micractinium conductrix]	QAXK01001156.1_3180-1500
OG0001900	PSC67407.1 ubiquitin fusion degradation 1-like protein [Micractinium conductrix]	QAXK01009399.1_423-2536
OG0001902	PSC73059.1 adenosine kinase 2 [Micractinium conductrix]	QAXK01008314.1_4813-7042
OG0001907	PSC71001.1 Histone acetyltransferase GCN5 [Micractinium conductrix]	QAXK01003345.1_36704-34696
OG0001911	PSC69622.1 GDP-Man_Man_3_ c_2_-PP-Dol alpha-1_2-mannosyltransferase [Micractinium conductrix]	QAXK01003378.1_5209-366
OG0001915	PSC69842.1 E3 ubiquitin-ligase HERC2 [Micractinium conductrix]	QAXK01004688.1_3441-5908
OG0001916	PSC73730.1 DNA repair [Micractinium conductrix]	QAXK01001344.1_15728-16873
OG0001917	PSC69495.1 Altered inheritance rate of mitochondria 25 [Micractinium conductrix]	QAXK01010657.1_2437-238
OG0001918	PSC75723.1 acetylornithine aminotransferase [Micractinium conductrix]	QAXK01003671.1_14459-17304
OG0001919	PSC73807.1 acetolactate synthase small subunit chloroplastic-like [Micractinium conductrix]	QAXK01001468.1_4935-8852
OG0001920	PSC77004.1 peptidyl-prolyl cis-trans isomerase CYP57-like [Micractinium conductrix]	QAXK01000770.1_6276-4831
OG0001921	PSC68737.1 V-type proton ATPase subunit d2 [Micractinium conductrix]	QAXK01004635.1_12023-13891
OG0001922	PSC75171.1 kinesin-like calmodulin-binding isoform X1 [Micractinium conductrix]	QAXK01011133.1_12839-6837
OG0001928	PSC76454.1 arogenate prephenate dehydrogenase [Micractinium conductrix]	QAXK01003150.1_16472-17917
OG0001930	PSC69188.1 coatomer subunit delta-like [Micractinium conductrix]	QAXK01003163.1_7337-4796
OG0001931	PSC69277.1 60S ribosomal L4-1 [Micractinium conductrix]	QAXK01002575.1_2869-493
OG0001934	PSC71357.1 RCC2-like protein [Micractinium conductrix]	QAXK01001681.1_35798-38541
OG0001935	PSC71559.1 NADH dehydrogenase [ubiquinone] iron-sulfur 8-mitochondrial [Micractinium conductrix]	QAXK01001208.1_4428-3497
OG0001936	PSC69989.1 mitochondrial phosphate carrier 1 [Micractinium conductrix]	QAXK01000947.1_9658-8064
OG0001937	PSC75250.1 serine threonine-kinase RIO1-like [Micractinium conductrix]	QAXK01002895.1_11877-8991
OG0001938	PSC70255.1 exosome complex component RRP41 [Micractinium conductrix]	QAXK01006045.1_3548-5265
OG0001943	PSC75808.1 Eukaryotic peptide chain release factor subunit 1-3 [Micractinium conductrix]	QAXK01001495.1_35130-32135
OG0001945	PSC75729.1 pachytene checkpoint 2-like protein [Micractinium conductrix]	QAXK01006788.1_3504-1107
OG0001946	PSC75635.1 coatomer subunit epsilon-1-like [Micractinium conductrix]	QAXK01006196.1_6560-8156
OG0001947	PSC67354.1 leucine-tRNA mitochondrial [Micractinium conductrix]	QAXK01001881.1_90892-88031
OG0001951	PSC71665.1 40S ribosomal S18 [Micractinium conductrix]	QAXK01010684.1_1460-556
OG0001952	PSC71553.1 26S proteasome regulatory subunit [Micractinium conductrix]	QAXK01001616.1_0-2161
OG0001953	PSC74574.1 hypothetical protein C2E20_2186 [Micractinium conductrix], PSC74496.1 putative inactive tRNA-specific adenosine deaminase 3 isoform X1 [Micractinium conductrix]	QAXK01001871.1_8489-9868
OG0001954	PSC75016.1 S-adenosyl-L-methionine-dependent methyltransferases superfamily [Micractinium conductrix]	QAXK01014389.1_130-668
OG0001956	PSC72809.1 Glycyl-tRNA synthetase family [Micractinium conductrix]	QAXK01004150.1_9770-14859
OG0001958	PSC70734.1 L-ascorbate peroxidase 6 [Micractinium conductrix]	QAXK01007010.1_8318-9471
OG0001960	PSC74641.1 U-box domain-containing 72-like [Micractinium conductrix]	QAXK01005538.1_9255-7797
OG0001961	PSC72381.1 Glycine-tRNA ligase chloroplastic mitochondrial [Micractinium conductrix]	QAXK01009093.1_4766-1793
OG0001966	PSC68849.1 ataxin-3-like protein [Micractinium conductrix]	QAXK01016188.1_2666-4256
OG0001967	PSC76600.1 40S ribosomal S15 [Micractinium conductrix]	QAXK01000446.1_47170-46172
OG0001969	PSC74599.1 cytosolic Fe-S cluster assembly factor NBP35 [Micractinium conductrix]	QAXK01002063.1_20394-18703
OG0001970	PSC71211.1 ribosome biogenesis GTPase [Micractinium conductrix]	QAXK01001186.1_3380-493
OG0001973	PSC69061.1 4-hydroxyphenylpyruvate dioxygenase [Micractinium conductrix]	QAXK01000335.1_27471-29404
OG0001979	PSC68085.1 putative nucleolar 5-2 [Micractinium conductrix]	QAXK01001265.1_1827-4399
OG0001980	PSC76439.1 V-type proton ATPase subunit H-like [Micractinium conductrix]	QAXK01003309.1_3370-103
OG0001986	PSC71749.1 Mitogen-activated kinase 17 [Micractinium conductrix]	QAXK01000295.1_10054-5194
OG0001991	PSC75369.1 Heptahelical 4 isoform 2 [Micractinium conductrix]	QAXK01002862.1_2144-4831
OG0001993	PSC75944.1 bifunctional riboflavin kinase FMN phosphatase-like [Micractinium conductrix]	QAXK01002212.1_3400-1645
OG0001995	PSC73282.1 serine threonine-kinase TIO isoform X1 [Micractinium conductrix]	QAXK01014184.1_2136-4076
OG0001996	PSC72817.1 1-deoxy-D-xylulose-5-phosphate reductoisomerase [Micractinium conductrix]	QAXK01001275.1_1545-3783
OG0001998	PSC68708.1 Cycloeucalenol cycloisomerase [Micractinium conductrix]	QAXK01000407.1_9246-10753
OG0001999	PSC72744.1 NADPH-dependent diflavin oxidoreductase 1 isoform X1 [Micractinium conductrix]	QAXK01001060.1_158-4769
OG0002000	PSC76732.1 imidazole glycerol phosphate synthase chloroplastic [Micractinium conductrix]	QAXK01003280.1_21069-16498
OG0002001	PSC72681.1 LIMR family protein [Micractinium conductrix]	QAXK01007038.1_3322-7876
OG0002003	PSC73288.1 XAP5 CIRCADIAN TIMEKEEPER [Micractinium conductrix]	QAXK01002652.1_3797-1393
OG0002004	PSC73478.1 Qb-SNARE Bos1 Membrin family [Micractinium conductrix]	QAXK01012829.1_4377-6139
OG0002005	PSC72199.1 zinc finger CCCH domain-containing 1 [Micractinium conductrix]	QAXK01004007.1_7633-6740
OG0002006	PSC71090.1 Chlorophyll a-b binding chloroplastic [Micractinium conductrix]	QAXK01000137.1_21575-22932
OG0002007	PSC72253.1 Exportin-2 [Micractinium conductrix]	QAXK01009439.1_10946-16439
OG0002008	PSC72303.1 DNAJ heat shock N-terminal domain-containing family [Micractinium conductrix]	QAXK01000685.1_2507-3830
OG0002010	PSC72273.1 hypothetical protein C2E20_4572 [Micractinium conductrix]	QAXK01004465.1_1413-1889
OG0002011	PSC72293.1 vacuolar ATP synthase subunit B [Micractinium conductrix]	QAXK01008697.1_3621-1
OG0002012	PSC72257.1 Diacylglycerol O-acyltransferase 1 [Micractinium conductrix]	QAXK01008479.1_22-1572
OG0002013	PSC72247.1 SCO1-like protein mitochondrial [Micractinium conductrix]	QAXK01000704.1_865-2353
OG0002014	PSC72166.1 RNA-binding 28 [Micractinium conductrix]	QAXK01001731.1_8237-12954
OG0002015	PSC76802.1 delta-1-pyrroline-5-carboxylate synthase A isoform X2 [Micractinium conductrix]	QAXK01001095.1_1607-5427
OG0002018	PSC69663.1 peroxisomal acyl-coenzyme A oxidase 1-like [Micractinium conductrix]	QAXK01000579.1_6879-2831
OG0002023	PSC67820.1 40S ribosomal S5 [Micractinium conductrix]	QAXK01004467.1_4446-2978
OG0002024	PSC72457.1 MATH domain-containing protein [Micractinium conductrix]	QAXK01007476.1_6843-3464
OG0002026	PSC72411.1 septin and tuftelin-interacting 1-like protein 1 [Micractinium conductrix]	QAXK01000116.1_15959-12419
OG0002027	PSC67491.1 adenine phosphoribosyltransferase [Micractinium conductrix]	QAXK01000153.1_10025-9224
OG0002028	PSC70049.1 26S proteasome regulatory subunit [Micractinium conductrix]	QAXK01001007.1_9576-3460
OG0002029	PSC76422.1 actin [Micractinium conductrix]	QAXK01001726.1_9416-10685
OG0002032	PSC76576.1 Dynamin ARC5 [Micractinium conductrix]	QAXK01018007.1_11683-5307
OG0002035	PSC68910.1 DNA topoisomerase 2 [Micractinium conductrix]	QAXK01001162.1_4704-11654
OG0002036	PSC67974.1 nucleolar complex 2-like protein [Micractinium conductrix], PSC67967.1 hypothetical protein C2E20_8419 [Micractinium conductrix]	QAXK01003552.1_4945-952
OG0002040	PSC73296.1 dihydroxy-acid dehydratase [Micractinium conductrix]	QAXK01004862.1_20323-24029
OG0002043	PSC76890.1 DNA polymerase epsilon subunit 2 [Micractinium conductrix]	QAXK01000495.1_11359-8819
OG0002046	PSC70202.1 40S ribosomal Sa-1 [Micractinium conductrix]	QAXK01003370.1_5253-2449
OG0002049	PSC71365.1 Double-strand break repair MRE11 [Micractinium conductrix]	QAXK01004800.1_3523-170
OG0002051	PSC74827.1 Nucleolar 56 [Micractinium conductrix]	QAXK01005999.1_9988-12832
OG0002063	PSC72004.1 geranylgeranyl diphosphate synthase [Micractinium conductrix]	QAXK01001387.1_26607-27895
OG0002070	PSC76303.1 DEAD-box ATP-dependent RNA helicase 7 [Micractinium conductrix]	QAXK01003882.1_7725-3343
OG0002072	PSC70510.1 porphobilinogen deaminase [Micractinium conductrix]	QAXK01000401.1_8251-6577
OG0002073	PSC72287.1 40S ribosomal S16 [Micractinium conductrix]	QAXK01011684.1_2005-861
OG0002074	PSC68908.1 putative ribosome biogenesis RLP24 [Micractinium conductrix]	QAXK01005165.1_9870-10888
OG0002075	PSC73941.1 inositol-3-phosphate synthase [Micractinium conductrix]	QAXK01000112.1_21457-19158
OG0002080	PSC68284.1 Bifunctional aspartate aminotransferase and glutamate aspartate-prephenate aminotransferase [Micractinium conductrix]	QAXK01005319.1_1852-5123
OG0002081	PSC74408.1 Diphthamide biosynthesis 1 [Micractinium conductrix]	QAXK01000024.1_6845-4701
OG0002082	PSC72255.1 Proteasome subunit alpha type-7 [Micractinium conductrix]	QAXK01003767.1_15037-16578
OG0002086	PSC73570.1 Bis_5 -adenosyl_-triphosphatase [Micractinium conductrix]	QAXK01000416.1_236-1468
OG0002088	PSC73236.1 Crooked neck 1 [Micractinium conductrix]	QAXK01004430.1_4845-10525
OG0002090	PSC75430.1 Proteasome subunit alpha type-3 [Micractinium conductrix]	QAXK01000004.1_10133-7859
OG0002092	PSC71474.1 rRNA methyltransferase [Micractinium conductrix]	QAXK01001415.1_8205-13561
OG0002095	PSC70541.1 Proteasome subunit alpha type-5 [Micractinium conductrix]	QAXK01000224.1_15148-12485
OG0002103	PSC70130.1 Acyl-dehydrogenase [Micractinium conductrix]	QAXK01000770.1_6581-10685
OG0002105	PSC69876.1 60S ribosomal L11-1 [Micractinium conductrix]	QAXK01018040.1_3609-5929
OG0002110	PSC73140.1 DNA repair helicase XPB1-like [Micractinium conductrix]	QAXK01007447.1_7916-1145
OG0002111	PSC74072.1 AATF isoform X1 [Micractinium conductrix]	QAXK01013514.1_9351-7632
OG0002112	PSC75829.1 MORN repeat family [Micractinium conductrix]	QAXK01015359.1_10390-8068
OG0002120	PSC76466.1 conserved oligomeric Golgi complex subunit 5 [Micractinium conductrix]	QAXK01005023.1_11393-17094
OG0002122	PSC71203.1 ER lumen retaining receptor [Micractinium conductrix]	QAXK01010373.1_8651-6830
OG0002123	PSC76082.1 hydroxyacylglutathione hydrolase [Micractinium conductrix]	QAXK01000700.1_5491-3572
OG0002124	PSC71478.1 GTP-binding chloroplastic [Micractinium conductrix]	QAXK01004007.1_8647-10727
OG0002127	PSC71138.1 V-type proton ATPase subunit C [Micractinium conductrix]	QAXK01001495.1_27698-29888
OG0002128	PSC74094.1 DEAD-box ATP-dependent RNA helicase 21 [Micractinium conductrix]	QAXK01002518.1_56-2855
OG0002131	PSC68521.1 Alpha-ketoglutarate permease isoform B [Micractinium conductrix]	QAXK01001894.1_15083-15978
OG0002132	PSC73762.1 mitochondrial carrier [Micractinium conductrix]	QAXK01009974.1_15390-17483
OG0002134	PSC68561.1 glyoxylate succinic semialdehyde reductase chloroplastic [Micractinium conductrix]	QAXK01000252.1_16687-14824
OG0002138	PSC72888.1 Calcineurin subunit B [Micractinium conductrix]	QAXK01015692.1_7967-6370
OG0002139	PSC69752.1 60S ribosomal L10a-1 [Micractinium conductrix]	QAXK01003183.1_18810-17365
OG0002141	PSC73036.1 60S ribosomal L6 [Micractinium conductrix]	QAXK01004474.1_7154-5648
OG0002142	PSC69786.1 Qc-snare Syn8 Syntaxin8-family [Micractinium conductrix]	QAXK01011512.1_2962-4685
OG0002144	PSC74152.1 Metal tolerance C4 [Micractinium conductrix]	QAXK01000452.1_14665-16837
OG0002145	PSC74778.1 ATP-dependent Clp protease proteolytic subunit chloroplastic [Micractinium conductrix]	QAXK01000208.1_15729-14120
OG0002146	PSC71219.1 NAD_P_-dependent oxidoreductase [Micractinium conductrix]	QAXK01014393.1_10002-7696
OG0002147	PSC67474.1 hypothetical protein C2E20_8863 [Micractinium conductrix]	QAXK01000383.1_6224-8512
OG0002149	PSC73553.1 Thymidylate kinase [Micractinium conductrix]	QAXK01007800.1_664-2473
OG0002154	PSC69751.1 GDP-L-galactose phosphorylase 1 [Micractinium conductrix]	QAXK01001673.1_7134-5531
OG0002158	PSC71481.1 STABILIZED1-like [Micractinium conductrix]	QAXK01000427.1_69010-61523
OG0002159	PSC68369.1 phosphatidylinositol 3-root isoform [Micractinium conductrix]	QAXK01001947.1_6933-16171
OG0002161	PSC75042.1 anthranilate synthase component [Micractinium conductrix]	QAXK01000667.1_5631-9231
OG0002162	PSC74465.1 60S ribosomal L5 [Micractinium conductrix]	QAXK01001956.1_6721-5102
OG0002163	PSC71402.1 conserved oligomeric Golgi complex subunit 8 [Micractinium conductrix]	QAXK01000249.1_23024-26432
OG0002165	PSC73026.1 4-alpha-glucanotransferase chloroplastic amyloplastic [Micractinium conductrix]	QAXK01004616.1_9420-16745
OG0002167	PSC73087.1 transcription initiation factor IIA gamma chain [Micractinium conductrix]	QAXK01011260.1_4573-3532
OG0002169	PSC76450.1 eukaryotic translation initiation factor 3 subunit A-like [Micractinium conductrix]	QAXK01012387.1_1585-757
OG0002171	PSC67724.1 carbamoyl-phosphate synthase large chloroplastic-like [Micractinium conductrix]	QAXK01000446.1_58269-64323
OG0002172	PSC75655.1 60S ribosomal L32-1 [Micractinium conductrix]	QAXK01012305.1_2510-4620
OG0002173	PSC75535.1 SUPPRESSOR OF K_+_ TRANSPORT GROWTH DEFECT 1 [Micractinium conductrix]	QAXK01000596.1_14630-16935
OG0002175	PSC67757.1 Diphthine synthase [Micractinium conductrix]	QAXK01001681.1_26607-28630
OG0002176	PSC75988.1 Protoheme IX mitochondrial [Micractinium conductrix]	QAXK01006378.1_6447-7421
OG0002177	PSC75516.1 importin subunit beta-1-like [Micractinium conductrix]	QAXK01001458.1_24314-19030
OG0002179	PSC70907.1 pre-mRNA-splicing factor SPF27-like protein [Micractinium conductrix]	QAXK01000816.1_3651-1777
OG0002180	PSC70249.1 Trafficking particle complex subunit 5 [Micractinium conductrix]	QAXK01013408.1_2179-3352
OG0002181	PSC70937.1 putative transcriptional regulatory protein [Micractinium conductrix]	QAXK01001085.1_14460-16185
OG0002182	PSC71508.1 Golgi apparatus membrane ECHIDNA [Micractinium conductrix]	QAXK01011403.1_8648-10184
OG0002185	PSC73869.1 50S ribosomal L4 [Micractinium conductrix]	QAXK01004305.1_1287-2625
OG0002187	PSC72355.1 ADP-ribosylation factor 2 [Micractinium conductrix]	QAXK01008561.1_1927-3583
OG0002194	PSC71175.1 tubulin folding cofactor B [Micractinium conductrix]	QAXK01000283.1_35828-37170
OG0002195	PSC67889.1 succinyl-ligase [ADP-forming] subunit alpha-mitochondrial [Micractinium conductrix]	QAXK01004230.1_16730-15188
OG0002201	PSC71368.1 DDB1-and CUL4-associated factor 13 [Micractinium conductrix]	QAXK01010560.1_4646-7806
OG0002202	PSC75932.1 Vacuolar sorting-associated 26B [Micractinium conductrix]	QAXK01015485.1_1487-4220
OG0002203	PSC72522.1 putative manganese-transporting ATPase PDR2 [Micractinium conductrix]	QAXK01002836.1_26336-33102
OG0002205	PSC70495.1 CCR4-associated factor [Micractinium conductrix]	QAXK01006533.1_2359-4576
OG0002206	PSC70094.1 TRIGALACTOSYLDIACYLGLYCEROL chloroplastic-like [Micractinium conductrix]	QAXK01001756.1_16985-18889
OG0002211	PSC71438.1 SNW SKI-interacting [Micractinium conductrix]	QAXK01002337.1_17192-14208
OG0002212	PSC67280.1 lipoate-ligase A isoform X1 [Micractinium conductrix]	QAXK01004985.1_1921-3702
OG0002214	PSC71236.1 Bystin [Micractinium conductrix]	QAXK01004099.1_10602-7616
OG0002216	PSC69155.1 Eukaryotic translation initiation factor 2D [Micractinium conductrix]	QAXK01008333.1_5211-755
OG0002218	PSC67349.1 DEAD-box ATP-dependent RNA helicase 17 [Micractinium conductrix]	QAXK01008568.1_4370-1172
OG0002219	PSC73737.1 LL-diaminopimelate chloroplastic [Micractinium conductrix]	QAXK01000926.1_8546-11734
OG0002221	PSC69170.1 SEC12 2 [Micractinium conductrix]	QAXK01000669.1_13732-11344
OG0002223	PSC67277.1 HSP20-like chaperone [Micractinium conductrix]	QAXK01002445.1_7314-8396
OG0002227	PSC75748.1 Amidophosphoribosyltransferase [Micractinium conductrix]	QAXK01002658.1_19503-16448
OG0002228	PSC75345.1 rRNA-processing FCF1-like protein [Micractinium conductrix]	QAXK01005657.1_4133-2964
OG0002229	PSC75435.1 multiple RNA-binding domain-containing 1 [Micractinium conductrix]	QAXK01012523.1_554-5993
OG0002231	PSC68608.1 thioredoxin domain-containing PLP3B-like [Micractinium conductrix]	QAXK01000465.1_13752-12830
OG0002232	PSC75631.1 lariat debranching enzyme [Micractinium conductrix]	QAXK01003345.1_4291-6594
OG0002233	PSC70970.1 UDP-sugar pyrophosphorylase 1 [Micractinium conductrix]	QAXK01000437.1_11961-16259
OG0002235	PSC70331.1 U3 small nucleolar ribonucleo IMP4 [Micractinium conductrix]	QAXK01001803.1_9702-7639
OG0002238	PSC74942.1 26S proteasome non-ATPase regulatory subunit 6-like protein [Micractinium conductrix]	QAXK01001182.1_10605-8247
OG0002241	PSC68986.1 40S ribosomal S14-2 [Micractinium conductrix]	QAXK01018825.1_5368-4150
OG0002243	PSC67734.1 CTP synthase [Micractinium conductrix]	QAXK01000459.1_16579-20716
OG0002246	PSC76153.1 RNA binding _nucleomorph_ [Micractinium conductrix]	QAXK01004963.1_17662-16561
OG0002250	PSC68979.1 TATA-box binding -interacting TOUGH isoform A [Micractinium conductrix], PSC68980.1 TATA-box binding -interacting TOUGH isoform B [Micractinium conductrix]	QAXK01009768.1_6744-3068
OG0002257	PSC69440.1 18S rRNA biogenesis RCL1_ partial [Micractinium conductrix]	QAXK01003840.1_2463-275
OG0002262	PSC75332.1 RAN GTPase-activating 1 [Micractinium conductrix]	QAXK01009985.1_8201-11435
OG0002280	PSC72711.1 UDP-galactose UDP-glucose transporter 3 isoform A [Micractinium conductrix], PSC72710.1 UDP-galactose UDP-glucose transporter 3 isoform B [Micractinium conductrix]	QAXK01000180.1_9982-8131
OG0002282	PSC71284.1 thylakoid lumenal [Micractinium conductrix]	QAXK01000502.1_36980-37941
OG0002289	PSC69499.1 8-amino-7-oxononanoate synthase isoform A [Micractinium conductrix], PSC69500.1 8-amino-7-oxononanoate synthase isoform B [Micractinium conductrix]	QAXK01009887.1_2599-389
OG0002367	PSC72125.1 U3 small nucleolar RNA-associated 6-like protein [Micractinium conductrix]	QAXK01000828.1_1794-5888
OG0002368	PSC72182.1 Protease Do-like 9 [Micractinium conductrix]	QAXK01012125.1_2420-651
OG0002374	PSC68793.1 UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase [Micractinium conductrix]	QAXK01003443.1_1888-4145
OG0002375	PSC72109.1 ubiquinone menaquinone biosynthesis methyltransferase [Micractinium conductrix]	QAXK01000611.1_344-2643
OG0002377	PSC68757.1 1-acyl-sn-glycerol-3-phosphate acyltransferase chloroplastic [Micractinium conductrix]	QAXK01000070.1_5006-2926
OG0002392	PSC76108.1 Coatomer subunit zeta-2 [Micractinium conductrix]	QAXK01004092.1_39419-40407
