Orthogroup	Species	Chlorella_KRBP	Orthologs
OG0001542	Scenedesmus_PABB004	QAXK01011884.1_2510-4036	KAF8058092.1 ALIS1 [Scenedesmus sp. PABB004]
OG0001542	Auxenochlorella_protothecoides	QAXK01011884.1_2510-4036	RMZ56331.1 hypothetical protein APUTEX25_003491 [Auxenochlorella protothecoides]
OG0001542	Chlorella_A99	QAXK01011884.1_2510-4036	PCFQ01000005.1 g833 [Chlorella sp. A99]
OG0001542	Micractinium_SAG24180	QAXK01011884.1_2510-4036	PSC75562.1 ALA-interacting subunit 3 [Micractinium conductrix]
OG0001542	Chlorella_VariabilisNC64A	QAXK01011884.1_2510-4036	XP_005848850.1 hypothetical protein CHLNCDRAFT_17454_ partial [Chlorella variabilis]
OG0001542	Chlorella_Vulgaris2111P	QAXK01011884.1_2510-4036	KAI3427167.1 hypothetical protein D9Q98_007104 [Chlorella vulgaris]
OG0001542	Chlorella_Sorokiniana1602	QAXK01011884.1_2510-4036	PRW50939.1 ALA-interacting subunit 3 isoform A [Chlorella sorokiniana], PRW50940.1 ALA-interacting subunit 3 isoform B [Chlorella sorokiniana]
OG0001542	Coccomyxa_SubellipsoideaC169	QAXK01011884.1_2510-4036	EIE24346.1 Lem3/Cdc50 [Coccomyxa subellipsoidea C-169], EIE18563.1 Lem3/Cdc50 [Coccomyxa subellipsoidea C-169]
OG0001544	Coccomyxa_SubellipsoideaC169	QAXK01002332.1_5291-4007	EIE21631.1 Thiamin pyrophosphokinase [Coccomyxa subellipsoidea C-169]
OG0001544	Scenedesmus_PABB004	QAXK01002332.1_5291-4007	KAF8065855.1 hypothetical protein HT031_002915 [Scenedesmus sp. PABB004], KAF8065877.1 TPK1 [Scenedesmus sp. PABB004]
OG0001544	Scenedesmus_NREL	QAXK01002332.1_5291-4007	KAF6254535.1 triose-phosphate transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6250654.1 thiamine pyrophosphokinase [Scenedesmus sp. NREL 46B-D3], KAF6252257.1 hypothetical protein COO60DRAFT_1704370 [Scenedesmus sp. NREL 46B-D3]
OG0001544	Auxenochlorella_protothecoides	QAXK01002332.1_5291-4007	RMZ56405.1 hypothetical protein APUTEX25_004628_ partial [Auxenochlorella protothecoides]
OG0001544	Micractinium_SAG24180	QAXK01002332.1_5291-4007	PSC76276.1 thiamine pyrophosphokinase1 [Micractinium conductrix]
OG0001544	Chlorella_Vulgaris2111P	QAXK01002332.1_5291-4007	KAI3436160.1 hypothetical protein D9Q98_002217 [Chlorella vulgaris]
OG0001544	Chlorella_VariabilisNC64A	QAXK01002332.1_5291-4007	XP_005845316.1 hypothetical protein CHLNCDRAFT_11702_ partial [Chlorella variabilis]
OG0001545	Chlorella_VariabilisNC64A	QAXK01000350.1_22889-27018	XP_005850377.1 hypothetical protein CHLNCDRAFT_142244 [Chlorella variabilis]
OG0001545	Chlorella_Vulgaris2111P	QAXK01000350.1_22889-27018	KAI3428237.1 hypothetical protein D9Q98_006617 [Chlorella vulgaris]
OG0001545	Chlorella_Sorokiniana1602	QAXK01000350.1_22889-27018	PRW56786.1 arginine N-methyltransferase [Chlorella sorokiniana]
OG0001545	Micractinium_SAG24180	QAXK01000350.1_22889-27018	PSC71522.1 arginine N-methyltransferase [Micractinium conductrix], PSC71639.1 arginine N-methyltransferase [Micractinium conductrix]
OG0001545	Chlorella_A99	QAXK01000350.1_22889-27018	PCFQ01000008.1 g1162 [Chlorella sp. A99]
OG0001545	Auxenochlorella_protothecoides	QAXK01000350.1_22889-27018	RMZ56406.1 hypothetical protein APUTEX25_004629 [Auxenochlorella protothecoides]
OG0001545	Coccomyxa_SubellipsoideaC169	QAXK01000350.1_22889-27018	EIE25124.1 protein arginine N-methyltransferase 5 [Coccomyxa subellipsoidea C-169]
OG0001545	Scenedesmus_NREL	QAXK01000350.1_22889-27018	KAF6251864.1 PRMT5 arginine-N-methyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001545	Scenedesmus_PABB004	QAXK01000350.1_22889-27018	KAF8064646.1 PRMT5 [Scenedesmus sp. PABB004]
OG0001546	Chlorella_Vulgaris2111P	QAXK01011857.1_1226-3209	KAI3436054.1 hypothetical protein D9Q98_002113 [Chlorella vulgaris]
OG0001546	Micractinium_SAG24180	QAXK01011857.1_1226-3209	PSC71008.1 Glycoprotease 1 isoform 1 [Micractinium conductrix]
OG0001546	Chlorella_Sorokiniana1602	QAXK01011857.1_1226-3209	PRW59981.1 putative tRNA N6-adenosine mitochondrial isoform X1 [Chlorella sorokiniana]
OG0001546	Chlorella_VariabilisNC64A	QAXK01011857.1_1226-3209	XP_005845367.1 hypothetical protein CHLNCDRAFT_8322_ partial [Chlorella variabilis]
OG0001546	Auxenochlorella_protothecoides	QAXK01011857.1_1226-3209	RMZ56438.1 hypothetical protein APUTEX25_004661_ partial [Auxenochlorella protothecoides]
OG0001546	Coccomyxa_SubellipsoideaC169	QAXK01011857.1_1226-3209	EIE21632.1 peptidase M22_ glycoprotease [Coccomyxa subellipsoidea C-169]
OG0001546	Scenedesmus_PABB004	QAXK01011857.1_1226-3209	KAF8065802.1 GCP1 [Scenedesmus sp. PABB004], KAF8060313.1 tsaD [Scenedesmus sp. PABB004]
OG0001546	Scenedesmus_NREL	QAXK01011857.1_1226-3209	KAF6254336.1 glycoprotease family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6260275.1 HIT-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001548	Scenedesmus_NREL	QAXK01001795.1_1688-3314	KAF6249192.1 hypothetical protein COO60DRAFT_991607 [Scenedesmus sp. NREL 46B-D3]
OG0001548	Coccomyxa_SubellipsoideaC169	QAXK01001795.1_1688-3314	EIE27423.1 hypothetical protein COCSUDRAFT_11745 [Coccomyxa subellipsoidea C-169], EIE24323.1 hypothetical protein COCSUDRAFT_53292 [Coccomyxa subellipsoidea C-169]
OG0001548	Auxenochlorella_protothecoides	QAXK01001795.1_1688-3314	RMZ56535.1 hypothetical protein APUTEX25_001382_ partial [Auxenochlorella protothecoides]
OG0001548	Micractinium_SAG24180	QAXK01001795.1_1688-3314	PSC68537.1 DUF3531 domain-containing [Micractinium conductrix]
OG0001548	Chlorella_Sorokiniana1602	QAXK01001795.1_1688-3314	PRW60856.1 DUF3531 domain-containing [Chlorella sorokiniana]
OG0001548	Chlorella_VariabilisNC64A	QAXK01001795.1_1688-3314	XP_005851947.1 hypothetical protein CHLNCDRAFT_14078_ partial [Chlorella variabilis], XP_005851944.1 hypothetical protein CHLNCDRAFT_49694 [Chlorella variabilis]
OG0001548	Chlorella_Vulgaris2111P	QAXK01001795.1_1688-3314	KAI3429832.1 hypothetical protein D9Q98_010145 [Chlorella vulgaris], KAI3429831.1 hypothetical protein D9Q98_010144 [Chlorella vulgaris]
OG0001549	Scenedesmus_PABB004	QAXK01005406.1_4717-2509	KAF8073131.1 cbf5 [Scenedesmus sp. PABB004]
OG0001549	Scenedesmus_NREL	QAXK01005406.1_4717-2509	KAF6257961.1 centromere/microtubule-binding protein cbf5 [Scenedesmus sp. NREL 46B-D3]
OG0001549	Auxenochlorella_protothecoides	QAXK01005406.1_4717-2509	RMZ56549.1 hypothetical protein APUTEX25_001396 [Auxenochlorella protothecoides]
OG0001549	Chlorella_A99	QAXK01005406.1_4717-2509	PCFQ01000018.1 g473 [Chlorella sp. A99]
OG0001549	Coccomyxa_SubellipsoideaC169	QAXK01005406.1_4717-2509	EIE19947.1 putative rRNA pseudouridine synthase [Coccomyxa subellipsoidea C-169]
OG0001549	Chlorella_VariabilisNC64A	QAXK01005406.1_4717-2509	XP_005843954.1 hypothetical protein CHLNCDRAFT_37236 [Chlorella variabilis]
OG0001549	Chlorella_Vulgaris2111P	QAXK01005406.1_4717-2509	KAI3434514.1 hypothetical protein D9Q98_002587 [Chlorella vulgaris]
OG0001549	Micractinium_SAG24180	QAXK01005406.1_4717-2509	PSC68752.1 H ACA ribonucleo complex subunit 4 [Micractinium conductrix], PSC74781.1 H ACA ribonucleo complex subunit 4 [Micractinium conductrix]
OG0001549	Chlorella_Sorokiniana1602	QAXK01005406.1_4717-2509	PRW20765.1 H ACA ribonucleo complex subunit 4 [Chlorella sorokiniana]
OG0001550	Scenedesmus_PABB004	QAXK01004537.1_7009-1449	KAF8073020.1 ABCE2 [Scenedesmus sp. PABB004]
OG0001550	Coccomyxa_SubellipsoideaC169	QAXK01004537.1_7009-1449	EIE24324.1 Abce1 protein [Coccomyxa subellipsoidea C-169]
OG0001550	Scenedesmus_NREL	QAXK01004537.1_7009-1449	KAF6262578.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6262579.1 hypothetical protein COO60DRAFT_1251193_ partial [Scenedesmus sp. NREL 46B-D3]
OG0001550	Auxenochlorella_protothecoides	QAXK01004537.1_7009-1449	RMZ56551.1 hypothetical protein APUTEX25_001398 [Auxenochlorella protothecoides]
OG0001550	Chlorella_A99	QAXK01004537.1_7009-1449	PCFQ01000018.1 g420 [Chlorella sp. A99]
OG0001550	Chlorella_Sorokiniana1602	QAXK01004537.1_7009-1449	PRW60662.1 ABC transporter E family member 2 [Chlorella sorokiniana]
OG0001550	Chlorella_VariabilisNC64A	QAXK01004537.1_7009-1449	XP_005852260.1 hypothetical protein CHLNCDRAFT_59548 [Chlorella variabilis]
OG0001550	Micractinium_SAG24180	QAXK01004537.1_7009-1449	PSC68525.1 ABC transporter E family member 2 [Micractinium conductrix]
OG0001550	Chlorella_Vulgaris2111P	QAXK01004537.1_7009-1449	KAI3429835.1 hypothetical protein D9Q98_010148 [Chlorella vulgaris]
OG0001551	Scenedesmus_PABB004	QAXK01006072.1_19473-19787	KAF8069575.1 Rprd1b [Scenedesmus sp. PABB004]
OG0001551	Coccomyxa_SubellipsoideaC169	QAXK01006072.1_19473-19787	EIE19618.1 DUF618-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001551	Scenedesmus_NREL	QAXK01006072.1_19473-19787	KAF6260891.1 hypothetical protein COO60DRAFT_1682948 [Scenedesmus sp. NREL 46B-D3], KAF6265204.1 RNA polymerase II-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001551	Auxenochlorella_protothecoides	QAXK01006072.1_19473-19787	RMZ56589.1 hypothetical protein APUTEX25_003499 [Auxenochlorella protothecoides]
OG0001551	Chlorella_VariabilisNC64A	QAXK01006072.1_19473-19787	XP_005848918.1 hypothetical protein CHLNCDRAFT_14635_ partial [Chlorella variabilis]
OG0001551	Chlorella_Vulgaris2111P	QAXK01006072.1_19473-19787	KAI3427042.1 hypothetical protein D9Q98_006983 [Chlorella vulgaris]
OG0001551	Micractinium_SAG24180	QAXK01006072.1_19473-19787	PSC76515.1 regulation of nuclear pre-mRNA domain-containing 1B-like isoform B [Micractinium conductrix], PSC76516.1 regulation of nuclear pre-mRNA domain-containing 1B-like isoform A [Micractinium conductrix]
OG0001551	Chlorella_Sorokiniana1602	QAXK01006072.1_19473-19787	PRW50886.1 regulation of nuclear pre-mRNA domain-containing 1A-like [Chlorella sorokiniana]
OG0001554	Chlorella_Sorokiniana1602	QAXK01001638.1_7681-11612	PRW59596.1 phosphoglucomutase [Chlorella sorokiniana]
OG0001554	Micractinium_SAG24180	QAXK01001638.1_7681-11612	PSC71409.1 hypothetical protein C2E20_5335 [Micractinium conductrix]
OG0001554	Chlorella_VariabilisNC64A	QAXK01001638.1_7681-11612	XP_005846426.1 hypothetical protein CHLNCDRAFT_58243 [Chlorella variabilis]
OG0001554	Chlorella_Vulgaris2111P	QAXK01001638.1_7681-11612	KAI3435925.1 hypothetical protein D9Q98_001983 [Chlorella vulgaris]
OG0001554	Chlorella_A99	QAXK01001638.1_7681-11612	PCFQ01000078.1 g2087 [Chlorella sp. A99]
OG0001554	Auxenochlorella_protothecoides	QAXK01001638.1_7681-11612	RMZ56613.1 hypothetical protein APUTEX25_002702 [Auxenochlorella protothecoides]
OG0001554	Coccomyxa_SubellipsoideaC169	QAXK01001638.1_7681-11612	EIE27230.1 putative Phosphoglucomutase_ cytoplasmic 2 [Coccomyxa subellipsoidea C-169], EIE21709.1 hypothetical protein COCSUDRAFT_30193 [Coccomyxa subellipsoidea C-169]
OG0001554	Scenedesmus_PABB004	QAXK01001638.1_7681-11612	KAF8055088.1 hypothetical protein HT031_006838 [Scenedesmus sp. PABB004]
OG0001554	Scenedesmus_NREL	QAXK01001638.1_7681-11612	KAF6254198.1 phosphoglucomutase [Scenedesmus sp. NREL 46B-D3]
OG0001561	Chlorella_Vulgaris2111P	QAXK01003228.1_3995-6597	KAI3425803.1 hypothetical protein D9Q98_007778 [Chlorella vulgaris]
OG0001561	Chlorella_VariabilisNC64A	QAXK01003228.1_3995-6597	XP_005847751.1 hypothetical protein CHLNCDRAFT_23069_ partial [Chlorella variabilis]
OG0001561	Micractinium_SAG24180	QAXK01003228.1_3995-6597	PSC74685.1 U4 U6 small nuclear ribonucleo Prp3-like [Micractinium conductrix]
OG0001561	Chlorella_Sorokiniana1602	QAXK01003228.1_3995-6597	PRW57645.1 U4 U6 small nuclear ribonucleo Prp3 [Chlorella sorokiniana]
OG0001561	Chlorella_A99	QAXK01003228.1_3995-6597	PCFQ01000082.1 g552 [Chlorella sp. A99]
OG0001561	Coccomyxa_SubellipsoideaC169	QAXK01003228.1_3995-6597	EIE27173.1 PRP3-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001561	Auxenochlorella_protothecoides	QAXK01003228.1_3995-6597	RMZ56762.1 hypothetical protein APUTEX25_002851 [Auxenochlorella protothecoides]
OG0001561	Scenedesmus_NREL	QAXK01003228.1_3995-6597	KAF6262765.1 pre-mRNA processing factor 3-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6238383.1 pre-mRNA processing factor 3-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001561	Scenedesmus_PABB004	QAXK01003228.1_3995-6597	KAF8059098.1 RDM16 [Scenedesmus sp. PABB004]
OG0001562	Coccomyxa_SubellipsoideaC169	QAXK01000869.1_5647-9196	EIE18448.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0001562	Auxenochlorella_protothecoides	QAXK01000869.1_5647-9196	RMZ56778.1 hypothetical protein APUTEX25_002867 [Auxenochlorella protothecoides]
OG0001562	Chlorella_VariabilisNC64A	QAXK01000869.1_5647-9196	XP_005846433.1 hypothetical protein CHLNCDRAFT_135568 [Chlorella variabilis]
OG0001562	Chlorella_Vulgaris2111P	QAXK01000869.1_5647-9196	KAI3435911.1 hypothetical protein D9Q98_001969 [Chlorella vulgaris]
OG0001562	Micractinium_SAG24180	QAXK01000869.1_5647-9196	PSC71260.1 glutamate-rich WD repeat-containing 1-like [Micractinium conductrix]
OG0001562	Chlorella_Sorokiniana1602	QAXK01000869.1_5647-9196	PRW59588.1 WD40 repeat [Chlorella sorokiniana]
OG0001562	Chlorella_A99	QAXK01000869.1_5647-9196	PCFQ01000078.1 g2082 [Chlorella sp. A99]
OG0001562	Scenedesmus_PABB004	QAXK01000869.1_5647-9196	KAF8065712.1 grwd1 [Scenedesmus sp. PABB004]
OG0001562	Scenedesmus_NREL	QAXK01000869.1_5647-9196	KAF6264703.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3], KAF6264704.1 hypothetical protein COO60DRAFT_1698098 [Scenedesmus sp. NREL 46B-D3]
OG0001571	Scenedesmus_NREL	QAXK01005898.1_15715-20620	KAF6258764.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001571	Scenedesmus_PABB004	QAXK01005898.1_15715-20620	KAF8061926.1 hypothetical protein HT031_004186 [Scenedesmus sp. PABB004], KAF8061925.1 Kif3c [Scenedesmus sp. PABB004]
OG0001571	Coccomyxa_SubellipsoideaC169	QAXK01005898.1_15715-20620	EIE22218.1 kinesin-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0001571	Chlorella_Sorokiniana1602	QAXK01005898.1_15715-20620	PRW57995.1 Kinesin-II 95 kDa subunit [Chlorella sorokiniana]
OG0001571	Chlorella_Vulgaris2111P	QAXK01005898.1_15715-20620	KAI3425840.1 hypothetical protein D9Q98_007814 [Chlorella vulgaris]
OG0001571	Chlorella_VariabilisNC64A	QAXK01005898.1_15715-20620	XP_005847775.1 hypothetical protein CHLNCDRAFT_133904 [Chlorella variabilis]
OG0001571	Micractinium_SAG24180	QAXK01005898.1_15715-20620	PSC74516.1 Kinesin-II 95 kDa subunit [Micractinium conductrix]
OG0001571	Chlorella_A99	QAXK01005898.1_15715-20620	PCFQ01000082.1 g547 [Chlorella sp. A99]
OG0001571	Auxenochlorella_protothecoides	QAXK01005898.1_15715-20620	RMZ57034.1 hypothetical protein APUTEX25_002266 [Auxenochlorella protothecoides]
OG0001573	Scenedesmus_PABB004	QAXK01001714.1_23807-22483	KAF8058893.1 zinc finger CCCH domain-containing protein 24 [Scenedesmus sp. PABB004]
OG0001573	Scenedesmus_NREL	QAXK01001714.1_23807-22483	KAF6253165.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001573	Chlorella_VariabilisNC64A	QAXK01001714.1_23807-22483	XP_005848187.1 hypothetical protein CHLNCDRAFT_145600 [Chlorella variabilis], XP_005848186.1 hypothetical protein CHLNCDRAFT_145599 [Chlorella variabilis]
OG0001573	Chlorella_Vulgaris2111P	QAXK01001714.1_23807-22483	KAI3437591.1 hypothetical protein D9Q98_000044 [Chlorella vulgaris]
OG0001573	Chlorella_Sorokiniana1602	QAXK01001714.1_23807-22483	PRW20885.1 Monothiol glutaredoxin- chloroplastic [Chlorella sorokiniana], PRW60745.1 prolyl 4-hydroxylase alpha subunit [Chlorella sorokiniana]
OG0001573	Coccomyxa_SubellipsoideaC169	QAXK01001714.1_23807-22483	EIE19364.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]
OG0001573	Micractinium_SAG24180	QAXK01001714.1_23807-22483	PSC76020.1 alpha beta-hydrolase [Micractinium conductrix]
OG0001573	Auxenochlorella_protothecoides	QAXK01001714.1_23807-22483	RMZ57080.1 hypothetical protein APUTEX25_002312_ partial [Auxenochlorella protothecoides]
OG0001575	Coccomyxa_SubellipsoideaC169	QAXK01006456.1_5116-6698	EIE20869.1 methionyl aminopeptidase-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0001575	Auxenochlorella_protothecoides	QAXK01006456.1_5116-6698	RMZ57107.1 hypothetical protein APUTEX25_002339 [Auxenochlorella protothecoides]
OG0001575	Scenedesmus_NREL	QAXK01006456.1_5116-6698	KAF6260922.1 peptidase M24_ structural domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6259256.1 peptidase M24_ structural domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001575	Chlorella_VariabilisNC64A	QAXK01006456.1_5116-6698	XP_005849584.1 hypothetical protein CHLNCDRAFT_21056 [Chlorella variabilis]
OG0001575	Micractinium_SAG24180	QAXK01006456.1_5116-6698	PSC75967.1 Methionine aminopeptidase 1D_ chloroplastic mitochondrial [Micractinium conductrix]
OG0001575	Chlorella_Sorokiniana1602	QAXK01006456.1_5116-6698	PRW59032.1 Methionine aminopeptidase chloroplastic mitochondrial [Chlorella sorokiniana]
OG0001575	Chlorella_Vulgaris2111P	QAXK01006456.1_5116-6698	KAI3438666.1 hypothetical protein D9Q98_001087 [Chlorella vulgaris]
OG0001575	Chlorella_A99	QAXK01006456.1_5116-6698	PCFQ01000004.1 g2636 [Chlorella sp. A99]
OG0001575	Scenedesmus_PABB004	QAXK01006456.1_5116-6698	KAF8072757.1 MAP1B [Scenedesmus sp. PABB004]
OG0001576	Scenedesmus_PABB004	QAXK01003511.1_8584-2188	KAF8056781.1 Glyoxysomal fatty acid beta-oxidation multifunctional protein MFP-a [Scenedesmus sp. PABB004]
OG0001576	Scenedesmus_NREL	QAXK01003511.1_8584-2188	KAF6255342.1 ClpP/crotonase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001576	Coccomyxa_SubellipsoideaC169	QAXK01003511.1_8584-2188	EIE18943.1 putative glyoxysomal fatty acid beta-oxidation multifunctional protein [Coccomyxa subellipsoidea C-169]
OG0001576	Auxenochlorella_protothecoides	QAXK01003511.1_8584-2188	RMZ57169.1 hypothetical protein APUTEX25_004003 [Auxenochlorella protothecoides]
OG0001576	Micractinium_SAG24180	QAXK01003511.1_8584-2188	PSC73392.1 Glyoxysomal fatty acid beta-oxidation multifunctional MFP-a [Micractinium conductrix], PSC67634.1 T9SS C-terminal target domain-containing [Micractinium conductrix]
OG0001576	Chlorella_A99	QAXK01003511.1_8584-2188	PCFQ01000018.1 g482 [Chlorella sp. A99]
OG0001576	Chlorella_Sorokiniana1602	QAXK01003511.1_8584-2188	PRW60885.1 peroxisomal fatty acid beta-oxidation multifunctional MFP2 [Chlorella sorokiniana]
OG0001576	Chlorella_Vulgaris2111P	QAXK01003511.1_8584-2188	KAI3432440.1 hypothetical protein D9Q98_003993 [Chlorella vulgaris]
OG0001576	Chlorella_VariabilisNC64A	QAXK01003511.1_8584-2188	XP_005844329.1 hypothetical protein CHLNCDRAFT_59763 [Chlorella variabilis]
OG0001579	Scenedesmus_NREL	QAXK01000149.1_3007-205	KAF6258989.1 gamma tubulin [Scenedesmus sp. NREL 46B-D3]
OG0001579	Scenedesmus_PABB004	QAXK01000149.1_3007-205	KAF8073097.1 hypothetical protein HT031_000758 [Scenedesmus sp. PABB004]
OG0001579	Coccomyxa_SubellipsoideaC169	QAXK01000149.1_3007-205	EIE24398.1 tubulin gamma chain [Coccomyxa subellipsoidea C-169]
OG0001579	Chlorella_A99	QAXK01000149.1_3007-205	PCFQ01000013.1 g3330 [Chlorella sp. A99]
OG0001579	Auxenochlorella_protothecoides	QAXK01000149.1_3007-205	RMZ57183.1 hypothetical protein APUTEX25_004017 [Auxenochlorella protothecoides]
OG0001579	Micractinium_SAG24180	QAXK01000149.1_3007-205	PSC68452.1 tubulin gamma-2 chain [Micractinium conductrix], PSC68445.1 tubulin gamma-2 chain [Micractinium conductrix]
OG0001579	Chlorella_Sorokiniana1602	QAXK01000149.1_3007-205	PRW60371.1 tubulin gamma-2 chain [Chlorella sorokiniana]
OG0001579	Chlorella_Vulgaris2111P	QAXK01000149.1_3007-205	KAI3429359.1 hypothetical protein D9Q98_005454 [Chlorella vulgaris]
OG0001579	Chlorella_VariabilisNC64A	QAXK01000149.1_3007-205	XP_005852049.1 hypothetical protein CHLNCDRAFT_29164 [Chlorella variabilis]
OG0001581	Coccomyxa_SubellipsoideaC169	QAXK01003468.1_8146-4525	EIE24082.1 cysteine desulfurase [Coccomyxa subellipsoidea C-169]
OG0001581	Scenedesmus_NREL	QAXK01003468.1_8146-4525	KAF6266189.1 cysteine desulfurase [Scenedesmus sp. NREL 46B-D3], KAF6244154.1 hypothetical protein COO60DRAFT_1290311 [Scenedesmus sp. NREL 46B-D3]
OG0001581	Chlorella_Vulgaris2111P	QAXK01003468.1_8146-4525	KAI3432649.1 hypothetical protein D9Q98_004195 [Chlorella vulgaris]
OG0001581	Chlorella_Sorokiniana1602	QAXK01003468.1_8146-4525	PRW60999.1 cysteine desulfurase [Chlorella sorokiniana]
OG0001581	Micractinium_SAG24180	QAXK01003468.1_8146-4525	PSC70570.1 cysteine desulfurase [Micractinium conductrix]
OG0001581	Chlorella_VariabilisNC64A	QAXK01003468.1_8146-4525	XP_005843562.1 hypothetical protein CHLNCDRAFT_56390 [Chlorella variabilis]
OG0001581	Chlorella_A99	QAXK01003468.1_8146-4525	PCFQ01000058.1 g264 [Chlorella sp. A99]
OG0001581	Auxenochlorella_protothecoides	QAXK01003468.1_8146-4525	RMZ57262.1 hypothetical protein APUTEX25_004096 [Auxenochlorella protothecoides]
OG0001581	Scenedesmus_PABB004	QAXK01003468.1_8146-4525	KAF8057853.1 NFS1 [Scenedesmus sp. PABB004]
OG0001582	Scenedesmus_PABB004	QAXK01003110.1_3669-4960	KAF8066276.1 KINB2 [Scenedesmus sp. PABB004]
OG0001582	Scenedesmus_NREL	QAXK01003110.1_3669-4960	KAF6254171.1 hypothetical protein COO60DRAFT_1543014 [Scenedesmus sp. NREL 46B-D3]
OG0001582	Coccomyxa_SubellipsoideaC169	QAXK01003110.1_3669-4960	EIE21315.1 AMPKBI-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001582	Auxenochlorella_protothecoides	QAXK01003110.1_3669-4960	RMZ57265.1 hypothetical protein APUTEX25_004099_ partial [Auxenochlorella protothecoides]
OG0001582	Chlorella_Sorokiniana1602	QAXK01003110.1_3669-4960	PRW58496.1 SNF1-related kinase regulatory subunit beta-2 [Chlorella sorokiniana]
OG0001582	Micractinium_SAG24180	QAXK01003110.1_3669-4960	PSC67363.1 SNF1-related kinase regulatory subunit beta-2 isoform B [Micractinium conductrix], PSC67364.1 SNF1-related kinase regulatory subunit beta-2 isoform A [Micractinium conductrix]
OG0001582	Chlorella_Vulgaris2111P	QAXK01003110.1_3669-4960	KAI3433686.1 hypothetical protein D9Q98_003495 [Chlorella vulgaris]
OG0001582	Chlorella_VariabilisNC64A	QAXK01003110.1_3669-4960	XP_005851455.1 hypothetical protein CHLNCDRAFT_19166 [Chlorella variabilis]
OG0001582	Chlorella_A99	QAXK01003110.1_3669-4960	PCFQ01000058.1 g78 [Chlorella sp. A99]
OG0001592	Scenedesmus_NREL	QAXK01004995.1_4321-153	KAF6257925.1 hypothetical protein COO60DRAFT_1284744 [Scenedesmus sp. NREL 46B-D3]
OG0001592	Scenedesmus_PABB004	QAXK01004995.1_4321-153	KAF8073150.1 hypothetical protein HT031_000811 [Scenedesmus sp. PABB004]
OG0001592	Coccomyxa_SubellipsoideaC169	QAXK01004995.1_4321-153	EIE20097.1 AMP deaminase_ partial [Coccomyxa subellipsoidea C-169]
OG0001592	Auxenochlorella_protothecoides	QAXK01004995.1_4321-153	RMZ57504.1 hypothetical protein APUTEX25_003747_ partial [Auxenochlorella protothecoides]
OG0001592	Chlorella_A99	QAXK01004995.1_4321-153	PCFQ01000058.1 g44 [Chlorella sp. A99]
OG0001592	Chlorella_VariabilisNC64A	QAXK01004995.1_4321-153	XP_005851118.1 hypothetical protein CHLNCDRAFT_137692 [Chlorella variabilis]
OG0001592	Chlorella_Vulgaris2111P	QAXK01004995.1_4321-153	KAI3433791.1 hypothetical protein D9Q98_003596 [Chlorella vulgaris]
OG0001592	Micractinium_SAG24180	QAXK01004995.1_4321-153	PSC67240.1 AMP deaminase isoform B [Micractinium conductrix], PSC67241.1 AMP deaminase isoform A [Micractinium conductrix]
OG0001592	Chlorella_Sorokiniana1602	QAXK01004995.1_4321-153	PRW58427.1 AMP deaminase [Chlorella sorokiniana]
OG0001595	Scenedesmus_PABB004	QAXK01003821.1_4511-8191	KAF8073134.1 DEAD-box ATP-dependent RNA helicase 38 [Scenedesmus sp. PABB004]
OG0001595	Scenedesmus_NREL	QAXK01003821.1_4511-8191	KAF6257946.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001595	Chlorella_VariabilisNC64A	QAXK01003821.1_4511-8191	XP_005843472.1 hypothetical protein CHLNCDRAFT_28127_ partial [Chlorella variabilis]
OG0001595	Micractinium_SAG24180	QAXK01003821.1_4511-8191	PSC67942.1 DEAD-box ATP-dependent RNA helicase 38 isoform A [Micractinium conductrix], PSC67943.1 DEAD-box ATP-dependent RNA helicase 38 isoform B [Micractinium conductrix]
OG0001595	Chlorella_Sorokiniana1602	QAXK01003821.1_4511-8191	PRW58810.1 DEAD-box ATP-dependent RNA helicase 38 [Chlorella sorokiniana]
