Orthogroup	Species	Chlorella_A99	Orthologs
OG0001917	Chlorella_KRBP	PCFQ01000081.1 g1643 [Chlorella sp. A99]	QAXK01010657.1_2437-238
OG0001917	Scenedesmus_PABB004	PCFQ01000081.1 g1643 [Chlorella sp. A99]	KAF8058477.1 hypothetical protein HT031_005601 [Scenedesmus sp. PABB004]
OG0001917	Scenedesmus_NREL	PCFQ01000081.1 g1643 [Chlorella sp. A99]	KAF6262762.1 hypothetical protein COO60DRAFT_1635750 [Scenedesmus sp. NREL 46B-D3]
OG0001917	Auxenochlorella_protothecoides	PCFQ01000081.1 g1643 [Chlorella sp. A99]	RMZ54459.1 hypothetical protein APUTEX25_002035_ partial [Auxenochlorella protothecoides]
OG0001917	Coccomyxa_SubellipsoideaC169	PCFQ01000081.1 g1643 [Chlorella sp. A99]	EIE27500.1 hypothetical protein COCSUDRAFT_32019 [Coccomyxa subellipsoidea C-169]
OG0001917	Chlorella_Vulgaris2111P	PCFQ01000081.1 g1643 [Chlorella sp. A99]	KAI3437717.1 hypothetical protein D9Q98_000165 [Chlorella vulgaris]
OG0001917	Micractinium_SAG24180	PCFQ01000081.1 g1643 [Chlorella sp. A99]	PSC69495.1 Altered inheritance rate of mitochondria 25 [Micractinium conductrix]
OG0001917	Chlorella_VariabilisNC64A	PCFQ01000081.1 g1643 [Chlorella sp. A99]	XP_005847967.1 hypothetical protein CHLNCDRAFT_31015 [Chlorella variabilis]
OG0001917	Chlorella_Sorokiniana1602	PCFQ01000081.1 g1643 [Chlorella sp. A99]	PRW20828.1 hypothetical protein C2E21_8674 [Chlorella sorokiniana]
OG0001918	Chlorella_KRBP	PCFQ01000058.1 g202 [Chlorella sp. A99]	QAXK01003671.1_14459-17304
OG0001918	Scenedesmus_PABB004	PCFQ01000058.1 g202 [Chlorella sp. A99]	KAF8058943.1 WIN1 [Scenedesmus sp. PABB004]
OG0001918	Scenedesmus_NREL	PCFQ01000058.1 g202 [Chlorella sp. A99]	KAF6254644.1 acetylornithine aminotransferase [Scenedesmus sp. NREL 46B-D3]
OG0001918	Coccomyxa_SubellipsoideaC169	PCFQ01000058.1 g202 [Chlorella sp. A99]	EIE27241.1 acetylornithine aminotransferase [Coccomyxa subellipsoidea C-169]
OG0001918	Auxenochlorella_protothecoides	PCFQ01000058.1 g202 [Chlorella sp. A99]	RMZ54461.1 hypothetical protein APUTEX25_002037_ partial [Auxenochlorella protothecoides]
OG0001918	Chlorella_Sorokiniana1602	PCFQ01000058.1 g202 [Chlorella sp. A99]	PRW32585.1 acetylornithine mitochondrial-like [Chlorella sorokiniana]
OG0001918	Micractinium_SAG24180	PCFQ01000058.1 g202 [Chlorella sp. A99]	PSC75723.1 acetylornithine aminotransferase [Micractinium conductrix]
OG0001918	Chlorella_VariabilisNC64A	PCFQ01000058.1 g202 [Chlorella sp. A99]	XP_005846580.1 hypothetical protein CHLNCDRAFT_35898 [Chlorella variabilis]
OG0001918	Chlorella_Vulgaris2111P	PCFQ01000058.1 g202 [Chlorella sp. A99]	KAI3423888.1 hypothetical protein D9Q98_009722 [Chlorella vulgaris]
OG0001919	Chlorella_KRBP	PCFQ01000058.1 g237 [Chlorella sp. A99]	QAXK01001468.1_4935-8852
OG0001919	Scenedesmus_PABB004	PCFQ01000058.1 g237 [Chlorella sp. A99]	KAF8065525.1 VAT1 [Scenedesmus sp. PABB004]
OG0001919	Scenedesmus_NREL	PCFQ01000058.1 g237 [Chlorella sp. A99]	KAF6257815.1 small subunit of acetolactate synthase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001919	Coccomyxa_SubellipsoideaC169	PCFQ01000058.1 g237 [Chlorella sp. A99]	EIE24256.1 acetolactate synthase [Coccomyxa subellipsoidea C-169]
OG0001919	Auxenochlorella_protothecoides	PCFQ01000058.1 g237 [Chlorella sp. A99]	RMZ54473.1 hypothetical protein APUTEX25_002049 [Auxenochlorella protothecoides]
OG0001919	Chlorella_VariabilisNC64A	PCFQ01000058.1 g237 [Chlorella sp. A99]	XP_005851575.1 hypothetical protein CHLNCDRAFT_29593 [Chlorella variabilis]
OG0001919	Micractinium_SAG24180	PCFQ01000058.1 g237 [Chlorella sp. A99]	PSC73807.1 acetolactate synthase small subunit chloroplastic-like [Micractinium conductrix]
OG0001919	Chlorella_Sorokiniana1602	PCFQ01000058.1 g237 [Chlorella sp. A99]	PRW58508.1 acetolactate synthase small subunit chloroplastic-like [Chlorella sorokiniana]
OG0001919	Chlorella_Vulgaris2111P	PCFQ01000058.1 g237 [Chlorella sp. A99]	KAI3433438.1 hypothetical protein D9Q98_003253 [Chlorella vulgaris]
OG0001920	Chlorella_KRBP	PCFQ01000058.1 g248 [Chlorella sp. A99]	QAXK01000770.1_6276-4831
OG0001920	Scenedesmus_PABB004	PCFQ01000058.1 g248 [Chlorella sp. A99]	KAF8063750.1 CYP57 [Scenedesmus sp. PABB004]
OG0001920	Scenedesmus_NREL	PCFQ01000058.1 g248 [Chlorella sp. A99]	KAF6253920.1 hypothetical protein COO60DRAFT_1703589 [Scenedesmus sp. NREL 46B-D3]
OG0001920	Coccomyxa_SubellipsoideaC169	PCFQ01000058.1 g248 [Chlorella sp. A99]	EIE22031.1 cyclophilin-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0001920	Chlorella_VariabilisNC64A	PCFQ01000058.1 g248 [Chlorella sp. A99]	XP_005851583.1 hypothetical protein CHLNCDRAFT_18801_ partial [Chlorella variabilis]
OG0001920	Auxenochlorella_protothecoides	PCFQ01000058.1 g248 [Chlorella sp. A99]	RMZ54480.1 hypothetical protein APUTEX25_002056 [Auxenochlorella protothecoides]
OG0001920	Chlorella_Vulgaris2111P	PCFQ01000058.1 g248 [Chlorella sp. A99]	KAI3433422.1 hypothetical protein D9Q98_003237 [Chlorella vulgaris]
OG0001920	Micractinium_SAG24180	PCFQ01000058.1 g248 [Chlorella sp. A99]	PSC77004.1 peptidyl-prolyl cis-trans isomerase CYP57-like [Micractinium conductrix]
OG0001920	Chlorella_Sorokiniana1602	PCFQ01000058.1 g248 [Chlorella sp. A99]	PRW58227.1 peptidyl-prolyl cis-trans isomerase CYP57 [Chlorella sorokiniana]
OG0001921	Chlorella_KRBP	PCFQ01000003.1 g1068 [Chlorella sp. A99]	QAXK01004635.1_12023-13891
OG0001921	Scenedesmus_NREL	PCFQ01000003.1 g1068 [Chlorella sp. A99]	KAF6249508.1 ATP synthase subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001921	Scenedesmus_PABB004	PCFQ01000003.1 g1068 [Chlorella sp. A99]	KAF8057284.1 VHA-d1 [Scenedesmus sp. PABB004]
OG0001921	Coccomyxa_SubellipsoideaC169	PCFQ01000003.1 g1068 [Chlorella sp. A99]	EIE26104.1 vacuolar H+ ATPase V0 sector_ subunit D [Coccomyxa subellipsoidea C-169]
OG0001921	Auxenochlorella_protothecoides	PCFQ01000003.1 g1068 [Chlorella sp. A99]	RMZ54483.1 hypothetical protein APUTEX25_002059_ partial [Auxenochlorella protothecoides]
OG0001921	Chlorella_VariabilisNC64A	PCFQ01000003.1 g1068 [Chlorella sp. A99]	XP_005844973.1 hypothetical protein CHLNCDRAFT_138366 [Chlorella variabilis]
OG0001921	Chlorella_Vulgaris2111P	PCFQ01000003.1 g1068 [Chlorella sp. A99]	KAI3431669.1 hypothetical protein D9Q98_004716 [Chlorella vulgaris]
OG0001921	Micractinium_SAG24180	PCFQ01000003.1 g1068 [Chlorella sp. A99]	PSC68737.1 V-type proton ATPase subunit d2 [Micractinium conductrix]
OG0001921	Chlorella_Sorokiniana1602	PCFQ01000003.1 g1068 [Chlorella sp. A99]	PRW33172.1 V-type proton ATPase subunit d2 [Chlorella sorokiniana]
OG0001922	Chlorella_KRBP	PCFQ01000081.1 g1632 [Chlorella sp. A99]	QAXK01011133.1_12839-6837
OG0001922	Scenedesmus_NREL	PCFQ01000081.1 g1632 [Chlorella sp. A99]	KAF6253231.1 kinesin-like calmodulin binding protein [Scenedesmus sp. NREL 46B-D3]
OG0001922	Scenedesmus_PABB004	PCFQ01000081.1 g1632 [Chlorella sp. A99]	KAF8058864.1 KIN14I [Scenedesmus sp. PABB004]
OG0001922	Coccomyxa_SubellipsoideaC169	PCFQ01000081.1 g1632 [Chlorella sp. A99]	EIE27534.1 kinesin-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001922	Chlorella_Sorokiniana1602	PCFQ01000081.1 g1632 [Chlorella sp. A99]	PRW20787.1 kinesin-like calmodulin-binding [Chlorella sorokiniana]
OG0001922	Chlorella_VariabilisNC64A	PCFQ01000081.1 g1632 [Chlorella sp. A99]	XP_005848180.1 hypothetical protein CHLNCDRAFT_145586 [Chlorella variabilis]
OG0001922	Chlorella_Vulgaris2111P	PCFQ01000081.1 g1632 [Chlorella sp. A99]	KAI3437601.1 hypothetical protein D9Q98_000054 [Chlorella vulgaris]
OG0001922	Micractinium_SAG24180	PCFQ01000081.1 g1632 [Chlorella sp. A99]	PSC75171.1 kinesin-like calmodulin-binding isoform X1 [Micractinium conductrix]
OG0001922	Auxenochlorella_protothecoides	PCFQ01000081.1 g1632 [Chlorella sp. A99]	RMZ54495.1 hypothetical protein APUTEX25_002071_ partial [Auxenochlorella protothecoides]
OG0001923	Scenedesmus_NREL	PCFQ01000058.1 g119 [Chlorella sp. A99]	KAF6259162.1 hypothetical protein COO60DRAFT_1700997 [Scenedesmus sp. NREL 46B-D3]
OG0001923	Scenedesmus_PABB004	PCFQ01000058.1 g119 [Chlorella sp. A99]	KAF8072380.1 RH42 [Scenedesmus sp. PABB004]
OG0001923	Chlorella_Sorokiniana1602	PCFQ01000058.1 g119 [Chlorella sp. A99]	PRW58168.1 DEAD-box ATP-dependent RNA helicase 42 [Chlorella sorokiniana]
OG0001923	Chlorella_VariabilisNC64A	PCFQ01000058.1 g119 [Chlorella sp. A99]	XP_005851228.1 hypothetical protein CHLNCDRAFT_137938 [Chlorella variabilis]
OG0001923	Chlorella_Vulgaris2111P	PCFQ01000058.1 g119 [Chlorella sp. A99]	KAI3433563.1 hypothetical protein D9Q98_003374 [Chlorella vulgaris]
OG0001923	Micractinium_SAG24180	PCFQ01000058.1 g119 [Chlorella sp. A99]	PSC68277.1 DEAD-box ATP-dependent RNA helicase 42 isoform A [Micractinium conductrix], PSC68276.1 DEAD-box ATP-dependent RNA helicase 42 isoform B [Micractinium conductrix]
OG0001923	Coccomyxa_SubellipsoideaC169	PCFQ01000058.1 g119 [Chlorella sp. A99]	EIE18729.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001923	Auxenochlorella_protothecoides	PCFQ01000058.1 g119 [Chlorella sp. A99]	RMZ54541.1 hypothetical protein APUTEX25_002116 [Auxenochlorella protothecoides]
OG0001924	Scenedesmus_NREL	PCFQ01000058.1 g105 [Chlorella sp. A99]	KAF6253758.1 carboxyl transferase domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001924	Scenedesmus_PABB004	PCFQ01000058.1 g105 [Chlorella sp. A99]	KAF8057714.1 ACC1 [Scenedesmus sp. PABB004]
OG0001924	Coccomyxa_SubellipsoideaC169	PCFQ01000058.1 g105 [Chlorella sp. A99]	EIE18073.1 hypothetical protein COCSUDRAFT_26470 [Coccomyxa subellipsoidea C-169]
OG0001924	Micractinium_SAG24180	PCFQ01000058.1 g105 [Chlorella sp. A99]	PSC75189.1 acetyl-carboxylase 1-like [Micractinium conductrix]
OG0001924	Chlorella_VariabilisNC64A	PCFQ01000058.1 g105 [Chlorella sp. A99]	XP_005851507.1 hypothetical protein CHLNCDRAFT_56737 [Chlorella variabilis]
OG0001924	Chlorella_Vulgaris2111P	PCFQ01000058.1 g105 [Chlorella sp. A99]	KAI3433589.1 hypothetical protein D9Q98_003400 [Chlorella vulgaris]
OG0001924	Chlorella_Sorokiniana1602	PCFQ01000058.1 g105 [Chlorella sp. A99]	PRW58199.1 acetyl- carboxylase 1-like isoform B [Chlorella sorokiniana], PRW58200.1 acetyl- carboxylase 1-like isoform A [Chlorella sorokiniana]
OG0001924	Auxenochlorella_protothecoides	PCFQ01000058.1 g105 [Chlorella sp. A99]	RMZ54549.1 hypothetical protein APUTEX25_002124_ partial [Auxenochlorella protothecoides]
OG0001925	Scenedesmus_NREL	PCFQ01000004.1 g2642 [Chlorella sp. A99]	KAF6263384.1 ATP-citrate lyase subunit A [Scenedesmus sp. NREL 46B-D3]
OG0001925	Scenedesmus_PABB004	PCFQ01000004.1 g2642 [Chlorella sp. A99]	KAF8066386.1 ACLA-2 [Scenedesmus sp. PABB004]
OG0001925	Coccomyxa_SubellipsoideaC169	PCFQ01000004.1 g2642 [Chlorella sp. A99]	EIE24609.1 ATP-citrate lyase subunit A [Coccomyxa subellipsoidea C-169]
OG0001925	Auxenochlorella_protothecoides	PCFQ01000004.1 g2642 [Chlorella sp. A99]	RMZ54555.1 hypothetical protein APUTEX25_002130_ partial [Auxenochlorella protothecoides]
OG0001925	Micractinium_SAG24180	PCFQ01000004.1 g2642 [Chlorella sp. A99]	PSC76528.1 ATP-citrate synthase alpha chain 1 isoform A [Micractinium conductrix], PSC76529.1 ATP-citrate synthase alpha chain 1 isoform B [Micractinium conductrix]
OG0001925	Chlorella_Vulgaris2111P	PCFQ01000004.1 g2642 [Chlorella sp. A99]	KAI3438739.1 hypothetical protein D9Q98_001158 [Chlorella vulgaris]
OG0001925	Chlorella_VariabilisNC64A	PCFQ01000004.1 g2642 [Chlorella sp. A99]	XP_005849878.1 hypothetical protein CHLNCDRAFT_56081 [Chlorella variabilis]
OG0001925	Chlorella_Sorokiniana1602	PCFQ01000004.1 g2642 [Chlorella sp. A99]	PRW59132.1 ATP-citrate lyase A-1 [Chlorella sorokiniana]
OG0001928	Chlorella_KRBP	PCFQ01000058.1 g257 [Chlorella sp. A99]	QAXK01003150.1_16472-17917
OG0001928	Scenedesmus_PABB004	PCFQ01000058.1 g257 [Chlorella sp. A99]	KAF8055326.1 TYRAAT2 [Scenedesmus sp. PABB004]
OG0001928	Scenedesmus_NREL	PCFQ01000058.1 g257 [Chlorella sp. A99]	KAF6257246.1 hypothetical protein COO60DRAFT_1701930 [Scenedesmus sp. NREL 46B-D3]
OG0001928	Auxenochlorella_protothecoides	PCFQ01000058.1 g257 [Chlorella sp. A99]	RMZ54591.1 hypothetical protein APUTEX25_002177 [Auxenochlorella protothecoides]
OG0001928	Coccomyxa_SubellipsoideaC169	PCFQ01000058.1 g257 [Chlorella sp. A99]	EIE24157.1 hypothetical protein COCSUDRAFT_14797 [Coccomyxa subellipsoidea C-169]
OG0001928	Micractinium_SAG24180	PCFQ01000058.1 g257 [Chlorella sp. A99]	PSC76454.1 arogenate prephenate dehydrogenase [Micractinium conductrix]
OG0001928	Chlorella_VariabilisNC64A	PCFQ01000058.1 g257 [Chlorella sp. A99]	XP_005851595.1 hypothetical protein CHLNCDRAFT_18936_ partial [Chlorella variabilis]
OG0001928	Chlorella_Vulgaris2111P	PCFQ01000058.1 g257 [Chlorella sp. A99]	KAI3433403.1 hypothetical protein D9Q98_003219 [Chlorella vulgaris]
OG0001928	Chlorella_Sorokiniana1602	PCFQ01000058.1 g257 [Chlorella sp. A99]	PRW58502.1 arogenate prephenate dehydrogenase [Chlorella sorokiniana]
OG0001929	Scenedesmus_PABB004	PCFQ01000003.1 g1043 [Chlorella sp. A99]	KAF8066242.1 CFAP58 [Scenedesmus sp. PABB004]
OG0001929	Scenedesmus_NREL	PCFQ01000003.1 g1043 [Chlorella sp. A99]	KAF6263859.1 hypothetical protein COO60DRAFT_1457868 [Scenedesmus sp. NREL 46B-D3]
OG0001929	Coccomyxa_SubellipsoideaC169	PCFQ01000003.1 g1043 [Chlorella sp. A99]	EIE26237.1 hypothetical protein COCSUDRAFT_83612 [Coccomyxa subellipsoidea C-169]
OG0001929	Auxenochlorella_protothecoides	PCFQ01000003.1 g1043 [Chlorella sp. A99]	RMZ54592.1 hypothetical protein APUTEX25_002178_ partial [Auxenochlorella protothecoides]
OG0001929	Chlorella_VariabilisNC64A	PCFQ01000003.1 g1043 [Chlorella sp. A99]	XP_005843240.1 hypothetical protein CHLNCDRAFT_141344 [Chlorella variabilis]
OG0001929	Chlorella_Vulgaris2111P	PCFQ01000003.1 g1043 [Chlorella sp. A99]	KAI3431811.1 hypothetical protein D9Q98_010564 [Chlorella vulgaris]
OG0001929	Chlorella_Sorokiniana1602	PCFQ01000003.1 g1043 [Chlorella sp. A99]	PRW33224.1 flagellar associated isoform A [Chlorella sorokiniana], PRW33223.1 flagellar associated isoform B [Chlorella sorokiniana]
OG0001929	Micractinium_SAG24180	PCFQ01000003.1 g1043 [Chlorella sp. A99]	PSC69261.1 flagellar associated [Micractinium conductrix]
OG0001930	Chlorella_KRBP	PCFQ01000003.1 g1042 [Chlorella sp. A99]	QAXK01003163.1_7337-4796
OG0001930	Scenedesmus_NREL	PCFQ01000003.1 g1042 [Chlorella sp. A99]	KAF6264720.1 Mu homology domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001930	Coccomyxa_SubellipsoideaC169	PCFQ01000003.1 g1042 [Chlorella sp. A99]	EIE25834.1 coatomer delta subunit [Coccomyxa subellipsoidea C-169]
OG0001930	Auxenochlorella_protothecoides	PCFQ01000003.1 g1042 [Chlorella sp. A99]	RMZ54600.1 hypothetical protein APUTEX25_002186 [Auxenochlorella protothecoides]
OG0001930	Chlorella_Vulgaris2111P	PCFQ01000003.1 g1042 [Chlorella sp. A99]	KAI3431813.1 hypothetical protein D9Q98_010566 [Chlorella vulgaris]
OG0001930	Micractinium_SAG24180	PCFQ01000003.1 g1042 [Chlorella sp. A99]	PSC69188.1 coatomer subunit delta-like [Micractinium conductrix]
OG0001930	Chlorella_Sorokiniana1602	PCFQ01000003.1 g1042 [Chlorella sp. A99]	PRW33222.1 coatomer subunit delta-like isoform A [Chlorella sorokiniana], PRW33221.1 coatomer subunit delta-like isoform B [Chlorella sorokiniana]
OG0001930	Chlorella_VariabilisNC64A	PCFQ01000003.1 g1042 [Chlorella sp. A99]	XP_005843239.1 hypothetical protein CHLNCDRAFT_141341 [Chlorella variabilis]
OG0001932	Scenedesmus_PABB004	PCFQ01000003.1 g1044 [Chlorella sp. A99]	KAF8068224.1 hypothetical protein HT031_001910 [Scenedesmus sp. PABB004]
OG0001932	Scenedesmus_NREL	PCFQ01000003.1 g1044 [Chlorella sp. A99]	KAF6254017.1 hypothetical protein COO60DRAFT_360665 [Scenedesmus sp. NREL 46B-D3], KAF6251551.1 hypothetical protein COO60DRAFT_607628 [Scenedesmus sp. NREL 46B-D3]
OG0001932	Coccomyxa_SubellipsoideaC169	PCFQ01000003.1 g1044 [Chlorella sp. A99]	EIE25849.1 hypothetical protein COCSUDRAFT_64865 [Coccomyxa subellipsoidea C-169]
OG0001932	Auxenochlorella_protothecoides	PCFQ01000003.1 g1044 [Chlorella sp. A99]	RMZ54614.1 hypothetical protein APUTEX25_002200_ partial [Auxenochlorella protothecoides]
OG0001932	Micractinium_SAG24180	PCFQ01000003.1 g1044 [Chlorella sp. A99]	PSC69221.1 TBC1 domain family member 2A [Micractinium conductrix]
OG0001932	Chlorella_Vulgaris2111P	PCFQ01000003.1 g1044 [Chlorella sp. A99]	KAI3431825.1 hypothetical protein D9Q98_010578 [Chlorella vulgaris], KAI3423129.1 hypothetical protein D9Q98_010685_ partial [Chlorella vulgaris]
OG0001932	Chlorella_VariabilisNC64A	PCFQ01000003.1 g1044 [Chlorella sp. A99]	XP_005843236.1 hypothetical protein CHLNCDRAFT_141336 [Chlorella variabilis]
OG0001933	Scenedesmus_PABB004	PCFQ01000011.1 g2742 [Chlorella sp. A99]	KAF8072568.1 yakA [Scenedesmus sp. PABB004]
OG0001933	Scenedesmus_NREL	PCFQ01000011.1 g2742 [Chlorella sp. A99]	KAF6263609.1 hypothetical protein COO60DRAFT_1698682 [Scenedesmus sp. NREL 46B-D3]
OG0001933	Coccomyxa_SubellipsoideaC169	PCFQ01000011.1 g2742 [Chlorella sp. A99]	EIE18260.1 kinase-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0001933	Auxenochlorella_protothecoides	PCFQ01000011.1 g2742 [Chlorella sp. A99]	RMZ54622.1 hypothetical protein APUTEX25_001692_ partial [Auxenochlorella protothecoides]
OG0001933	Chlorella_VariabilisNC64A	PCFQ01000011.1 g2742 [Chlorella sp. A99]	XP_005842584.1 hypothetical protein CHLNCDRAFT_143401_ partial [Chlorella variabilis], XP_005843542.1 hypothetical protein CHLNCDRAFT_140157_ partial [Chlorella variabilis]
OG0001933	Chlorella_Sorokiniana1602	PCFQ01000011.1 g2742 [Chlorella sp. A99]	PRW60932.1 kinase Yak1 [Chlorella sorokiniana]
OG0001933	Micractinium_SAG24180	PCFQ01000011.1 g2742 [Chlorella sp. A99]	PSC74338.1 kinase Yak1 [Micractinium conductrix]
OG0001933	Chlorella_Vulgaris2111P	PCFQ01000011.1 g2742 [Chlorella sp. A99]	KAI3432672.1 hypothetical protein D9Q98_004216 [Chlorella vulgaris]
OG0001934	Chlorella_KRBP	PCFQ01000002.1 g668 [Chlorella sp. A99]	QAXK01001681.1_35798-38541
OG0001934	Scenedesmus_PABB004	PCFQ01000002.1 g668 [Chlorella sp. A99]	KAF8054874.1 rcc2 [Scenedesmus sp. PABB004]
OG0001934	Scenedesmus_NREL	PCFQ01000002.1 g668 [Chlorella sp. A99]	KAF6255653.1 RCC1/BLIP-II [Scenedesmus sp. NREL 46B-D3]
OG0001934	Coccomyxa_SubellipsoideaC169	PCFQ01000002.1 g668 [Chlorella sp. A99]	EIE27696.1 RCC1/BLIP-II [Coccomyxa subellipsoidea C-169]
OG0001934	Auxenochlorella_protothecoides	PCFQ01000002.1 g668 [Chlorella sp. A99]	RMZ54631.1 hypothetical protein APUTEX25_003009 [Auxenochlorella protothecoides]
OG0001934	Micractinium_SAG24180	PCFQ01000002.1 g668 [Chlorella sp. A99]	PSC71357.1 RCC2-like protein [Micractinium conductrix]
OG0001934	Chlorella_VariabilisNC64A	PCFQ01000002.1 g668 [Chlorella sp. A99]	XP_005844025.1 hypothetical protein CHLNCDRAFT_139571 [Chlorella variabilis]
OG0001934	Chlorella_Vulgaris2111P	PCFQ01000002.1 g668 [Chlorella sp. A99]	KAI3430646.1 hypothetical protein D9Q98_005239 [Chlorella vulgaris]
OG0001934	Chlorella_Sorokiniana1602	PCFQ01000002.1 g668 [Chlorella sp. A99]	PRW20195.1 RCC2-like protein [Chlorella sorokiniana]
OG0001935	Chlorella_KRBP	PCFQ01000008.1 g1171 [Chlorella sp. A99]	QAXK01001208.1_4428-3497
OG0001935	Scenedesmus_PABB004	PCFQ01000008.1 g1171 [Chlorella sp. A99]	KAF8073190.1 NADH dehydrogenase [ubiquinone] iron-sulfur protein 8-B [Scenedesmus sp. PABB004]
OG0001935	Scenedesmus_NREL	PCFQ01000008.1 g1171 [Chlorella sp. A99]	KAF6260332.1 NADH_ubiquinone oxidoreductase subunit 8 [Scenedesmus sp. NREL 46B-D3]
OG0001935	Coccomyxa_SubellipsoideaC169	PCFQ01000008.1 g1171 [Chlorella sp. A99]	EIE22053.1 NADH-quinone oxidoreductase_ partial [Coccomyxa subellipsoidea C-169]
OG0001935	Micractinium_SAG24180	PCFQ01000008.1 g1171 [Chlorella sp. A99]	PSC71559.1 NADH dehydrogenase [ubiquinone] iron-sulfur 8-mitochondrial [Micractinium conductrix]
OG0001935	Chlorella_Vulgaris2111P	PCFQ01000008.1 g1171 [Chlorella sp. A99]	KAI3428245.1 hypothetical protein D9Q98_006625 [Chlorella vulgaris]
OG0001935	Chlorella_Sorokiniana1602	PCFQ01000008.1 g1171 [Chlorella sp. A99]	PRW56586.1 NADH dehydrogenase [ubiquinone] iron-sulfur mitochondrial [Chlorella sorokiniana]
OG0001935	Chlorella_VariabilisNC64A	PCFQ01000008.1 g1171 [Chlorella sp. A99]	XP_005850139.1 hypothetical protein CHLNCDRAFT_20716_ partial [Chlorella variabilis]
OG0001935	Auxenochlorella_protothecoides	PCFQ01000008.1 g1171 [Chlorella sp. A99]	RMZ54633.1 hypothetical protein APUTEX25_003011 [Auxenochlorella protothecoides]
OG0001936	Chlorella_KRBP	PCFQ01000002.1 g731 [Chlorella sp. A99]	QAXK01000947.1_9658-8064
OG0001936	Scenedesmus_NREL	PCFQ01000002.1 g731 [Chlorella sp. A99]	KAF6253476.1 mitochondrial carrier protein [Scenedesmus sp. NREL 46B-D3]
OG0001936	Scenedesmus_PABB004	PCFQ01000002.1 g731 [Chlorella sp. A99]	KAF8067138.1 MPT3 [Scenedesmus sp. PABB004]
OG0001936	Coccomyxa_SubellipsoideaC169	PCFQ01000002.1 g731 [Chlorella sp. A99]	EIE23698.1 mitochondrial phosphate carrier 1_ minor isoform [Coccomyxa subellipsoidea C-169]
OG0001936	Micractinium_SAG24180	PCFQ01000002.1 g731 [Chlorella sp. A99]	PSC69989.1 mitochondrial phosphate carrier 1 [Micractinium conductrix]
OG0001936	Chlorella_Vulgaris2111P	PCFQ01000002.1 g731 [Chlorella sp. A99]	KAI3430268.1 hypothetical protein D9Q98_004864 [Chlorella vulgaris]
OG0001936	Chlorella_Sorokiniana1602	PCFQ01000002.1 g731 [Chlorella sp. A99]	PRW20552.1 mitochondrial phosphate carrier mitochondrial-like [Chlorella sorokiniana]
OG0001936	Chlorella_VariabilisNC64A	PCFQ01000002.1 g731 [Chlorella sp. A99]	XP_005844628.1 hypothetical protein CHLNCDRAFT_32522 [Chlorella variabilis]
OG0001936	Auxenochlorella_protothecoides	PCFQ01000002.1 g731 [Chlorella sp. A99]	RMZ54637.1 hypothetical protein APUTEX25_003015 [Auxenochlorella protothecoides]
OG0001937	Chlorella_KRBP	PCFQ01000058.1 g24 [Chlorella sp. A99]	QAXK01002895.1_11877-8991
OG0001937	Scenedesmus_PABB004	PCFQ01000058.1 g24 [Chlorella sp. A99]	KAF8066321.1 RIOK1 [Scenedesmus sp. PABB004]
OG0001937	Scenedesmus_NREL	PCFQ01000058.1 g24 [Chlorella sp. A99]	KAF6265455.1 RIO1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001937	Coccomyxa_SubellipsoideaC169	PCFQ01000058.1 g24 [Chlorella sp. A99]	EIE26448.1 RIO1-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0001937	Chlorella_Sorokiniana1602	PCFQ01000058.1 g24 [Chlorella sp. A99]	PRW58527.1 serine threonine- kinase RIO1-like [Chlorella sorokiniana]
OG0001937	Micractinium_SAG24180	PCFQ01000058.1 g24 [Chlorella sp. A99]	PSC75250.1 serine threonine-kinase RIO1-like [Micractinium conductrix]
OG0001937	Chlorella_Vulgaris2111P	PCFQ01000058.1 g24 [Chlorella sp. A99]	KAI3433745.1 hypothetical protein D9Q98_003552 [Chlorella vulgaris]
OG0001937	Chlorella_VariabilisNC64A	PCFQ01000058.1 g24 [Chlorella sp. A99]	XP_005851432.1 hypothetical protein CHLNCDRAFT_29479 [Chlorella variabilis]
OG0001937	Auxenochlorella_protothecoides	PCFQ01000058.1 g24 [Chlorella sp. A99]	RMZ54642.1 hypothetical protein APUTEX25_003020 [Auxenochlorella protothecoides]
OG0001938	Chlorella_KRBP	PCFQ01000002.1 g735 [Chlorella sp. A99]	QAXK01006045.1_3548-5265
OG0001938	Scenedesmus_NREL	PCFQ01000002.1 g735 [Chlorella sp. A99]	KAF6266384.1 ribosomal protein S5 domain 2-type protein [Scenedesmus sp. NREL 46B-D3]
OG0001938	Coccomyxa_SubellipsoideaC169	PCFQ01000002.1 g735 [Chlorella sp. A99]	EIE24670.1 ribosomal protein S5 domain 2-like protein [Coccomyxa subellipsoidea C-169]
