Orthogroup	Coccomyxa_SubellipsoideaC169	Chlorella_Sorokiniana1602
OG0002371	EIE27405.1 histone acetyltransferase [Coccomyxa subellipsoidea C-169]	PRW44611.1 Elongator complex 3 [Chlorella sorokiniana]
OG0002372	EIE18024.1 soluble starch synthase [Coccomyxa subellipsoidea C-169]	PRW33651.1 soluble starch synthase [Chlorella sorokiniana]
OG0002373	EIE20612.1 hypothetical protein COCSUDRAFT_10544_ partial [Coccomyxa subellipsoidea C-169]	PRW32599.1 ATP-dependent Clp protease proteolytic subunit-related chloroplastic [Chlorella sorokiniana]
OG0002374	EIE20534.1 hypothetical protein COCSUDRAFT_54347 [Coccomyxa subellipsoidea C-169]	PRW20764.1 UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase [Chlorella sorokiniana]
OG0002375	EIE27364.1 ubiquinone/menaquinone biosynthesis methyltransferase_ partial [Coccomyxa subellipsoidea C-169]	PRW57174.1 ubiquinone menaquinone biosynthesis methyltransferase [Chlorella sorokiniana]
OG0002377	EIE25733.1 glycerol-3-phosphate 1-acyltransferase_ partial [Coccomyxa subellipsoidea C-169]	PRW20621.1 1-acyl-sn-glycerol-3-phosphate acyltransferase chloroplastic [Chlorella sorokiniana]
OG0002378	EIE27293.1 hypothetical protein COCSUDRAFT_11390 [Coccomyxa subellipsoidea C-169]	PRW57042.1 Poly_A_ RNA polymerase cid1 [Chlorella sorokiniana]
OG0002379	EIE25510.1 T-complex protein 1 [Coccomyxa subellipsoidea C-169]	PRW05817.1 T-complex 1 subunit alpha [Chlorella sorokiniana]
OG0002380	EIE18700.1 hypothetical protein COCSUDRAFT_45178 [Coccomyxa subellipsoidea C-169]	PRW56942.1 supervillin isoform X3 [Chlorella sorokiniana]
OG0002381	EIE27206.1 DNA/RNA polymerase [Coccomyxa subellipsoidea C-169]	PRW56916.1 DNA polymerase I chloroplastic mitochondrial [Chlorella sorokiniana]
OG0002382	EIE27296.1 hypothetical protein COCSUDRAFT_64161 [Coccomyxa subellipsoidea C-169]	PRW57475.1 LMBR1 domain-containing 2 [Chlorella sorokiniana]
OG0002383	EIE27367.1 hypothetical protein COCSUDRAFT_64195 [Coccomyxa subellipsoidea C-169]	PRW57483.1 serine arginine repetitive matrix 1 isoform X1 [Chlorella sorokiniana]
OG0002384	EIE18692.1 hypothetical protein COCSUDRAFT_68160 [Coccomyxa subellipsoidea C-169]	PRW57224.1 mitochondrial isoform X1 [Chlorella sorokiniana]
OG0002385	EIE19084.1 hypothetical protein COCSUDRAFT_31344 [Coccomyxa subellipsoidea C-169]	PRW61267.1 pyruvate dehydrogenase E1 component subunit alpha- chloroplastic-like [Chlorella sorokiniana]
OG0002386	EIE19062.1 vacuolar ATP synthase_ subunit A [Coccomyxa subellipsoidea C-169]	PRW61196.1 V-type proton ATPase catalytic subunit A [Chlorella sorokiniana]
OG0002387	EIE19118.1 hypothetical protein COCSUDRAFT_19902_ partial [Coccomyxa subellipsoidea C-169]	PRW61025.1 Glutathione gamma-glutamylcysteinyltransferase 1 [Chlorella sorokiniana]
OG0002388	EIE25751.1 hypothetical protein COCSUDRAFT_12888 [Coccomyxa subellipsoidea C-169]	PRW61217.1 inner membrane PPF- chloroplastic-like [Chlorella sorokiniana]
OG0002390	EIE26862.1 hypothetical protein COCSUDRAFT_39838 [Coccomyxa subellipsoidea C-169]	PRW61454.1 SCY1 2 [Chlorella sorokiniana]
OG0002391	EIE18778.1 metal-dependent protein hydrolase [Coccomyxa subellipsoidea C-169]	PRW61099.1 UPF0160 -like [Chlorella sorokiniana]
OG0002392	EIE23550.1 zeta-cop_ subunit of COP-I complex [Coccomyxa subellipsoidea C-169]	PRW57894.1 zeta- subunit of COP-I complex [Chlorella sorokiniana]
OG0002393	EIE19590.1 4A/4B type thioredoxin-like protein [Coccomyxa subellipsoidea C-169]	PRW61084.1 thioredoxin YLS8 [Chlorella sorokiniana]
OG0002394	EIE26309.1 hypothetical protein COCSUDRAFT_12315_ partial [Coccomyxa subellipsoidea C-169]	PRW61394.1 transcription factor DIVARICATA-like [Chlorella sorokiniana], PRW61077.1 leucine-rich repeat receptor kinase EMS1 [Chlorella sorokiniana]
OG0002396	EIE23395.1 hypothetical protein COCSUDRAFT_62930 [Coccomyxa subellipsoidea C-169]	PRW61192.1 abnormal spindle-like microcephaly-associated [Chlorella sorokiniana]
OG0002397	EIE26403.1 hypothetical protein COCSUDRAFT_46074 [Coccomyxa subellipsoidea C-169]	PRW61579.1 RNA-binding 45 isoform X1 [Chlorella sorokiniana]
OG0002398	EIE23593.1 photosystem II biogenesis protein Psp29 [Coccomyxa subellipsoidea C-169]	PRW58000.1 THYLAKOID chloroplastic [Chlorella sorokiniana]
OG0002399	EIE25999.1 RabGAP/TBC protein [Coccomyxa subellipsoidea C-169]	PRW39123.1 TBC1 domain family member 13 [Chlorella sorokiniana]
OG0002400	EIE23592.1 hypothetical protein COCSUDRAFT_66002 [Coccomyxa subellipsoidea C-169]	PRW57876.1 zinc finger CCCH domain-containing 13-like [Chlorella sorokiniana]
OG0002401	EIE20807.1 hypothetical protein COCSUDRAFT_67242_ partial [Coccomyxa subellipsoidea C-169]	PRW61582.1 Cytochrome b-c1 complex subunit Rieske- mitochondrial [Chlorella sorokiniana]
OG0002402	EIE25418.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW60953.1 DEAD-box ATP-dependent RNA helicase 5 [Chlorella sorokiniana]
OG0002403	EIE19194.1 DUF382-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW61453.1 Splicing factor 3B subunit 2 [Chlorella sorokiniana]
OG0002404	EIE18798.1 20S proteasome beta subunit_ type 4 [Coccomyxa subellipsoidea C-169]	PRW61006.1 20S proteasome beta type 4 [Chlorella sorokiniana]
OG0002405	EIE26215.1 TerC-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW61230.1 Inner membrane alx [Chlorella sorokiniana]
OG0002406	EIE19077.1 RabGAP/TBC protein [Coccomyxa subellipsoidea C-169]	PRW61152.1 GTPase-activating gyp1 [Chlorella sorokiniana]
OG0002407	EIE19780.1 DUF254-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW21034.1 SAND-like isoform X1 [Chlorella sorokiniana]
OG0002408	EIE26356.1 hypothetical protein COCSUDRAFT_12481 [Coccomyxa subellipsoidea C-169]	PRW61176.1 hypothetical protein C2E21_0267 [Chlorella sorokiniana]
OG0002409	EIE26497.1 hypothetical protein COCSUDRAFT_46111 [Coccomyxa subellipsoidea C-169]	PRW61450.1 iron-sulfur cluster biosynthesis family [Chlorella sorokiniana]
OG0002410	EIE26627.1 acetylglutamate kinase_ partial [Coccomyxa subellipsoidea C-169]	PRW61430.1 Acetylglutamate kinase [Chlorella sorokiniana]
OG0002411	EIE26584.1 ATP-binding cassette transporter [Coccomyxa subellipsoidea C-169]	PRW61009.1 ABC transporter ATP-binding [Chlorella sorokiniana]
OG0002412	EIE24320.1 allantoinase [Coccomyxa subellipsoidea C-169]	PRW60163.1 allantoinase 1 [Chlorella sorokiniana]
OG0002413	EIE26494.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Coccomyxa subellipsoidea C-169]	PRW61150.1 large subunit GTPase 1-like protein [Chlorella sorokiniana]
OG0002414	EIE21976.1 phosphoribosyl pyrophosphate synthetase II [Coccomyxa subellipsoidea C-169]	PRW44367.1 ribose-phosphate pyrophosphokinase [Chlorella sorokiniana]
OG0002415	EIE25991.1 Pantoate--beta-alanine ligase [Coccomyxa subellipsoidea C-169]	PRW60347.1 Pantoate--beta-alanine ligase [Chlorella sorokiniana]
OG0002416	EIE26853.1 electron transfer flavo protein beta-subunit_electron transfer flavo protein alpha subunit_ partial [Coccomyxa subellipsoidea C-169]	PRW18379.1 electron transfer flavo subunit beta [Chlorella sorokiniana]
OG0002417	EIE24059.1 mitochondrial substrate carrier protein [Coccomyxa subellipsoidea C-169]	PRW60324.1 Mitochondrial thiamine pyrophosphate carrier [Chlorella sorokiniana]
OG0002418	EIE27636.1 valyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]	PRW33017.1 valyl-tRNA synthetase [Chlorella sorokiniana]
OG0002419	EIE26801.1 hypothetical protein COCSUDRAFT_59309 [Coccomyxa subellipsoidea C-169]	PRW18326.1 GPI mannosyltransferase 3 [Chlorella sorokiniana]
OG0002421	EIE22151.1 DNA polymerase delta subunit one [Coccomyxa subellipsoidea C-169]	PRW18348.1 DNA polymerase delta catalytic subunit [Chlorella sorokiniana]
OG0002422	EIE24281.1 hypothetical protein COCSUDRAFT_28729 [Coccomyxa subellipsoidea C-169]	PRW60697.1 DNA damage-binding 1 [Chlorella sorokiniana]
OG0002423	EIE27514.1 DUF101-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW57244.1 archease-like [Chlorella sorokiniana]
OG0002424	EIE24817.1 4'-phosphopantetheinyl transferase [Coccomyxa subellipsoidea C-169]	PRW32899.1 L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase-like [Chlorella sorokiniana]
OG0002425	EIE27498.1 hypothetical protein COCSUDRAFT_32018 [Coccomyxa subellipsoidea C-169]	PRW20827.1 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit mitochondrial [Chlorella sorokiniana]
OG0002426	EIE27540.1 endoplasmic reticulum-type calcium-transporting ATPase [Coccomyxa subellipsoidea C-169]	PRW57302.1 Calcium-transporting endoplasmic reticulum-type [Chlorella sorokiniana]
OG0002427	EIE19434.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PRW58936.1 Eukaryotic translation initiation factor 5B [Chlorella sorokiniana]
OG0002428	EIE27631.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	PRW57236.1 ubiquinone biosynthesis methyltransferase [Chlorella sorokiniana]
OG0002429	EIE27519.1 Sm-like ribonucleo protein [Coccomyxa subellipsoidea C-169]	PRW57070.1 putative U6 snRNA-associated Sm LSm4 [Chlorella sorokiniana]
OG0002430	EIE18966.1 S-Adenosyl homocysteine hydrolase [Coccomyxa subellipsoidea C-169]	PRW32849.1 S-adenosyl-L-homocysteine hydrolase [Chlorella sorokiniana]
OG0002431	EIE27680.1 NAD_P_-binding protein_ partial [Coccomyxa subellipsoidea C-169]	PRW56949.1 putative chlorophyll_ide_ b reductase chloroplastic isoform B [Chlorella sorokiniana], PRW56950.1 putative chlorophyll_ide_ b reductase chloroplastic isoform A [Chlorella sorokiniana]
OG0002432	EIE24409.1 heat shock protein 70 [Coccomyxa subellipsoidea C-169]	PRW57247.1 heat shock 70B [Chlorella sorokiniana]
OG0002433	EIE21162.1 mitochondrial carrier_ partial [Coccomyxa subellipsoidea C-169]	PRW56928.1 mitochondrial iron import [Chlorella sorokiniana]
OG0002434	EIE24435.1 NAD-dependent epimerase/dehydratase [Coccomyxa subellipsoidea C-169]	PRW60227.1 rhamnose biosynthetic enzyme 1 [Chlorella sorokiniana]
OG0002435	EIE20359.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Coccomyxa subellipsoidea C-169]	PRW59081.1 DEAD-box ATP-dependent RNA helicase 20-like [Chlorella sorokiniana]
OG0002436	EIE22730.1 Xpo1-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW59263.1 exportin-T isoform X1 [Chlorella sorokiniana]
OG0002437	EIE25117.1 hypothetical protein COCSUDRAFT_61357 [Coccomyxa subellipsoidea C-169], EIE20465.1 hypothetical protein COCSUDRAFT_67376 [Coccomyxa subellipsoidea C-169]	PRW58791.1 ALBINO3 chloroplastic [Chlorella sorokiniana]
OG0002438	EIE26287.1 hypothetical protein COCSUDRAFT_12244_ partial [Coccomyxa subellipsoidea C-169]	PRW59265.1 pre translocase subunit [Chlorella sorokiniana]
OG0002439	EIE20395.1 N2227-like protein [Coccomyxa subellipsoidea C-169]	PRW58988.1 UPF0586 C9orf41 [Chlorella sorokiniana]
OG0002440	EIE19608.1 DRMBL-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	PRW50958.1 DNA cross-link repair SNM1 isoform X1 [Chlorella sorokiniana]
OG0002441	EIE20476.1 hypothetical protein COCSUDRAFT_37771 [Coccomyxa subellipsoidea C-169]	PRW59335.1 Phosphoribosylaminoimidazole-succinocarboxam ide chloroplastic [Chlorella sorokiniana]
OG0002442	EIE22872.1 Rhodanese-like protein [Coccomyxa subellipsoidea C-169]	PRW59224.1 hypothetical protein C2E21_2083 [Chlorella sorokiniana]
OG0002443	EIE21022.1 hypothetical protein COCSUDRAFT_43387 [Coccomyxa subellipsoidea C-169]	PRW59729.1 Choline ethanolamine kinase [Chlorella sorokiniana]
OG0002445	EIE22360.1 cyclophilin-type peptidyl-prolyl cis-trans isomerase [Coccomyxa subellipsoidea C-169]	PRW45130.1 peptidyl-prolyl cis-trans isomerase CYP22 isoform X1 [Chlorella sorokiniana]
OG0002446	EIE21187.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]	PRW50844.1 Translational activator GCN1 isoform B [Chlorella sorokiniana], PRW50843.1 Translational activator GCN1 isoform A [Chlorella sorokiniana]
OG0002447	EIE20619.1 TPR-like protein_ partial [Coccomyxa subellipsoidea C-169]	PRW59004.1 Peroxisome biogenesis 5 [Chlorella sorokiniana]
OG0002448	EIE21426.1 xanthine dehydrogenase-like protein [Coccomyxa subellipsoidea C-169]	PRW60053.1 Xanthine dehydrogenase [Chlorella sorokiniana]
OG0002449	EIE19620.1 integral membrane Yip1-family protein [Coccomyxa subellipsoidea C-169]	PRW51047.1 YIPF5-like protein [Chlorella sorokiniana]
OG0002450	EIE20473.1 rubisco small subunit N-methyltransferase_ partial [Coccomyxa subellipsoidea C-169]	PRW58899.1 rubisco small subunit N-methyltransferase [Chlorella sorokiniana]
OG0002451	EIE22209.1 HIRA-interacting protein 5 [Coccomyxa subellipsoidea C-169]	PRW45238.1 nifU mitochondrial [Chlorella sorokiniana]
OG0002452	EIE19645.1 protein transporter [Coccomyxa subellipsoidea C-169]	PRW50845.1 mitochondrial import inner membrane translocase subunit tim16-like isoform A [Chlorella sorokiniana], PRW50846.1 mitochondrial import inner membrane translocase subunit tim16-like isoform B [Chlorella sorokiniana]
OG0002454	EIE21569.1 POZ domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW59583.1 ankyrin repeat [Chlorella sorokiniana]
OG0002455	EIE26817.1 adenylate kinase in complex with the inhibitor P1_P5-Bis_Adenosine-5'-_pentaphosphate [Coccomyxa subellipsoidea C-169]	PRW20668.1 adenylate kinase [Chlorella sorokiniana]
OG0002456	EIE18461.1 aldehyde dehydrogenase [Coccomyxa subellipsoidea C-169]	PRW21001.1 aldehyde dehydrogenase [Chlorella sorokiniana]
OG0002458	EIE26545.1 hypothetical protein COCSUDRAFT_59071 [Coccomyxa subellipsoidea C-169]	PRW60225.1 UPF0568 C14orf166-like protein [Chlorella sorokiniana]
OG0002459	EIE23653.1 glutathione S-transferase [Coccomyxa subellipsoidea C-169]	PRW59563.1 glutathione S-transferase isoform B [Chlorella sorokiniana], PRW59564.1 glutathione S-transferase isoform A [Chlorella sorokiniana]
OG0002460	EIE18010.1 hypothetical protein COCSUDRAFT_31894 [Coccomyxa subellipsoidea C-169]	PRW20638.1 notchless-like protein [Chlorella sorokiniana]
OG0002461	EIE19454.1 hypothetical protein COCSUDRAFT_38277 [Coccomyxa subellipsoidea C-169]	PRW58994.1 peroxisome biogenesis 2 isoform X1 [Chlorella sorokiniana]
OG0002462	EIE18954.1 hypothetical protein COCSUDRAFT_59879 [Coccomyxa subellipsoidea C-169]	PRW20559.1 hypothetical protein C2E21_8897 [Chlorella sorokiniana]
OG0002463	EIE24431.1 hypothetical protein COCSUDRAFT_52958 [Coccomyxa subellipsoidea C-169]	PRW60318.1 hypothetical protein C2E21_0727 [Chlorella sorokiniana]
OG0002464	EIE27674.1 hypothetical protein COCSUDRAFT_34928 [Coccomyxa subellipsoidea C-169]	PRW57116.1 putative alpha_alpha-trehalose-phosphate synthase [UDP-forming] 7 [Chlorella sorokiniana]
OG0002465	EIE20429.1 MCM-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	PRW44413.1 DNA replication licensing factor MCM3 [Chlorella sorokiniana]
OG0002467	EIE24509.1 hypothetical protein COCSUDRAFT_61938 [Coccomyxa subellipsoidea C-169]	PRW60191.1 tyrosine phosphatase [Chlorella sorokiniana]
OG0002469	EIE21106.1 ALG3-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE21107.1 ALG3-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW58070.1 Dol-P-Man_Man_5_ c_2_-PP-Dol alpha-1_3-mannosyltransferase isoform B [Chlorella sorokiniana], PRW58069.1 Dol-P-Man_Man_5_ c_2_-PP-Dol alpha-1_3-mannosyltransferase isoform A [Chlorella sorokiniana]
OG0002470	EIE23234.1 hypothetical protein COCSUDRAFT_63590 [Coccomyxa subellipsoidea C-169]	PRW44322.1 Surfeit locus 1 [Chlorella sorokiniana]
OG0002471	EIE19290.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Coccomyxa subellipsoidea C-169]	PRW21108.1 multidrug resistance-associated 1 isoform X3 [Chlorella sorokiniana]
OG0002472	EIE21856.1 hypothetical protein COCSUDRAFT_16944 [Coccomyxa subellipsoidea C-169]	PRW21004.1 Vacuolar transporter chaperone 1 [Chlorella sorokiniana]
OG0002473	EIE20779.1 RRN3-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW34096.1 RNA polymerase I-specific transcription initiation factor RRN3-like [Chlorella sorokiniana]
OG0002474	EIE21383.1 C-terminal processing peptidase [Coccomyxa subellipsoidea C-169]	PRW57074.1 carboxyl-terminal-processing peptidase chloroplastic [Chlorella sorokiniana]
OG0002475	EIE24715.1 DEAD-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	PRW60493.1 ATP-dependent helicase hrq1 isoform X1 [Chlorella sorokiniana]
OG0002476	EIE24219.1 TraB-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW33045.1 traB domain-containing -like [Chlorella sorokiniana], PRW60821.1 traB domain-containing -like [Chlorella sorokiniana]
OG0002477	EIE22748.1 hypothetical protein COCSUDRAFT_47678 [Coccomyxa subellipsoidea C-169]	PRW45416.1 transcription elongation factor SPT6 isoform B [Chlorella sorokiniana], PRW45415.1 transcription elongation factor SPT6 isoform A [Chlorella sorokiniana]
OG0002479	EIE26383.1 ABC1-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	PRW57519.1 putative aarF domain-containing kinase chloroplastic [Chlorella sorokiniana]
OG0002480	EIE25211.1 tumor susceptibility protein [Coccomyxa subellipsoidea C-169]	PRW20735.1 ELC-like [Chlorella sorokiniana]
OG0002481	EIE20696.1 ribosomal protein L38 component of cytosolic 80S ribosome and 60S large subunit_ partial [Coccomyxa subellipsoidea C-169]	PRW59048.1 60S ribosomal L38 [Chlorella sorokiniana]
OG0002482	EIE23192.1 RNB-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW44618.1 Exosome complex exonuclease RRP44 [Chlorella sorokiniana]
OG0002483	EIE22383.1 cytoplasmic DExD/H-box RNA helicase [Coccomyxa subellipsoidea C-169]	PRW59022.1 DEAD-box ATP-dependent RNA helicase 8 [Chlorella sorokiniana]
OG0002484	EIE24469.1 PP2A-widerborst subunit [Coccomyxa subellipsoidea C-169]	PRW60717.1 serine threonine phosphatase 2A 57 kDa regulatory subunit B theta isoform-like [Chlorella sorokiniana]
OG0002485	EIE27558.1 hypothetical protein COCSUDRAFT_55557 [Coccomyxa subellipsoidea C-169]	PRW45653.1 Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase mitochondrial [Chlorella sorokiniana]
OG0002486	EIE27552.1 FAD-linked oxidoreductase_ partial [Coccomyxa subellipsoidea C-169]	PRW57506.1 Proline dehydrogenase [Chlorella sorokiniana]
OG0002487	EIE19528.1 homocysteine S-methyltransferase AtHMT-1 [Coccomyxa subellipsoidea C-169]	PRW60620.1 homocysteine S-methyltransferase isoform A [Chlorella sorokiniana], PRW60619.1 homocysteine S-methyltransferase isoform B [Chlorella sorokiniana]
OG0002488	EIE19259.1 hypothetical protein COCSUDRAFT_67818 [Coccomyxa subellipsoidea C-169], EIE24537.1 hypothetical protein COCSUDRAFT_61967 [Coccomyxa subellipsoidea C-169], EIE27170.1 hypothetical protein COCSUDRAFT_64103 [Coccomyxa subellipsoidea C-169]	PRW20167.1 Oxidoreductase NAD-binding Rossmann fold [Chlorella sorokiniana]
OG0002489	EIE27833.1 hypothetical protein COCSUDRAFT_83453_ partial [Coccomyxa subellipsoidea C-169]	PRW20336.1 UDP-N-acetylglucosamine transferase subunit ALG14-like protein [Chlorella sorokiniana]
OG0002490	EIE23613.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	PRW20642.1 U3 small nucleolar RNA-associated 15 [Chlorella sorokiniana]
OG0002491	EIE26785.1 clathrin adaptor_ mu subunit [Coccomyxa subellipsoidea C-169]	PRW56036.1 AP-4 complex subunit mu [Chlorella sorokiniana]
OG0002492	EIE26722.1 hypothetical protein COCSUDRAFT_27193 [Coccomyxa subellipsoidea C-169]	PRW56061.1 photosystem I reaction center subunit III [Chlorella sorokiniana]
OG0002493	EIE24601.1 ubiquinone biosynthesis protein [Coccomyxa subellipsoidea C-169]	PRW32984.1 ubiquinone biosynthesis [Chlorella sorokiniana]
OG0002494	EIE21968.1 UDP-Glycosyltransferase/glycogen phosphorylase [Coccomyxa subellipsoidea C-169]	PRW59759.1 putative sucrose-phosphate synthase 3 isoform X1 [Chlorella sorokiniana]
OG0002495	EIE27440.1 protein prenylyltransferase [Coccomyxa subellipsoidea C-169]	PRW20902.1 Geranylgeranyl transferase type-2 subunit alpha [Chlorella sorokiniana]
OG0002496	EIE19956.1 Biopterin transport-related protein BT1 [Coccomyxa subellipsoidea C-169]	PRW20894.1 folate-biopterin transporter chloroplastic [Chlorella sorokiniana]
OG0002497	EIE26720.1 hypothetical protein COCSUDRAFT_52434 [Coccomyxa subellipsoidea C-169]	PRW56023.1 type II cytoskeletal 2 epidermal [Chlorella sorokiniana]
OG0002498	EIE24402.1 hypothetical protein COCSUDRAFT_46793 [Coccomyxa subellipsoidea C-169]	PRW60629.1 hypothetical protein C2E21_0788 [Chlorella sorokiniana]
OG0002500	EIE22380.1 hypothetical protein COCSUDRAFT_56069 [Coccomyxa subellipsoidea C-169]	PRW58842.1 CD2 antigen cytoplasmic tail-binding 2 [Chlorella sorokiniana]
OG0002501	EIE26983.1 hypothetical protein COCSUDRAFT_64747 [Coccomyxa subellipsoidea C-169]	PRW20751.1 survival of motor neuron-related-splicing factor 30 [Chlorella sorokiniana]
OG0002502	EIE27694.1 N-terminal acetyltransferase A_ auxiliary subunit [Coccomyxa subellipsoidea C-169]	PRW57084.1 N-alpha-acetyltransferase auxiliary subunit [Chlorella sorokiniana]
OG0002503	EIE23380.1 hypothetical protein COCSUDRAFT_28807 [Coccomyxa subellipsoidea C-169]	PRW20900.1 RRP5-like protein [Chlorella sorokiniana]
OG0002504	EIE24544.1 hypothetical protein COCSUDRAFT_40910 [Coccomyxa subellipsoidea C-169]	PRW60420.1 elongator complex 4 [Chlorella sorokiniana]
OG0002505	EIE23565.1 hypothetical protein COCSUDRAFT_65984 [Coccomyxa subellipsoidea C-169]	PRW44435.1 DNA methyltransferase 1-associated 1 [Chlorella sorokiniana]
OG0002506	EIE21826.1 calcium ATPase [Coccomyxa subellipsoidea C-169]	PRW20976.1 calcium-transporting ATPase endoplasmic reticulum-type isoform A [Chlorella sorokiniana], PRW20975.1 calcium-transporting ATPase endoplasmic reticulum-type isoform B [Chlorella sorokiniana]
OG0002507	EIE27720.1 hypothetical protein COCSUDRAFT_6996_ partial [Coccomyxa subellipsoidea C-169]	PRW20957.1 RING finger 121 [Chlorella sorokiniana]
OG0002508	EIE18013.1 RIO1-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW20749.1 Serine threonine- kinase rio2 [Chlorella sorokiniana]
OG0002509	EIE26293.1 hypothetical protein COCSUDRAFT_46027 [Coccomyxa subellipsoidea C-169]	PRW45723.1 la 1 [Chlorella sorokiniana]
OG0002510	EIE22708.1 hypothetical protein COCSUDRAFT_42343 [Coccomyxa subellipsoidea C-169]	PRW45691.1 serine threonine- kinase receptor R831 [Chlorella sorokiniana], PRW45678.1 serine threonine- kinase [Chlorella sorokiniana], PRW45562.1 serine threonine- kinase receptor R831 [Chlorella sorokiniana]
OG0002513	EIE27199.1 FabD/lysophospholipase-like protein [Coccomyxa subellipsoidea C-169]	PRW58159.1 auxin efflux carrier [Chlorella sorokiniana]
OG0002514	EIE26165.1 3-hydroxybutyrate dehydrogenase [Coccomyxa subellipsoidea C-169]	PRW58257.1 3-hydroxybutyrate dehydrogenase [Chlorella sorokiniana]
OG0002516	EIE26147.1 GUN4-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW58119.1 hypothetical protein C2E21_2721 [Chlorella sorokiniana]
OG0002517	EIE25955.1 SOH1-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW33303.1 mediator of RNA polymerase II transcription subunit 31 [Chlorella sorokiniana]
OG0002518	EIE27285.1 MCM-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW57124.1 DNA replication licensing factor MCM7 [Chlorella sorokiniana]
OG0002519	EIE24143.1 hypothetical protein COCSUDRAFT_62660 [Coccomyxa subellipsoidea C-169]	PRW60079.1 putative serine threonine- kinase GCN2 isoform X2 [Chlorella sorokiniana]
OG0002520	EIE27124.1 ankyrin [Coccomyxa subellipsoidea C-169]	PRW44450.1 ankyrin repeat [Chlorella sorokiniana]
OG0002521	EIE23470.1 ABC family transporter_ mitochondrial ATM1-like protein [Coccomyxa subellipsoidea C-169]	PRW05774.1 metal ABC transporter permease isoform B [Chlorella sorokiniana], PRW05775.1 metal ABC transporter permease isoform A [Chlorella sorokiniana]
OG0002522	EIE26004.1 ribosomal protein L22 [Coccomyxa subellipsoidea C-169]	PRW39363.1 50S ribosomal L22-like isoform X2 isoform A [Chlorella sorokiniana], PRW39364.1 50S ribosomal L22-like isoform X2 isoform B [Chlorella sorokiniana]
OG0002523	EIE25904.1 hypothetical protein COCSUDRAFT_40139 [Coccomyxa subellipsoidea C-169]	PRW05791.1 mitotic checkpoint serine threonine- kinase BUB1 [Chlorella sorokiniana]
OG0002524	EIE18299.1 ribosomal protein rpl36a [Coccomyxa subellipsoidea C-169]	PRW57355.1 60S ribosomal L44 [Chlorella sorokiniana]
OG0002525	EIE25280.1 dimethyladenosine transferase [Coccomyxa subellipsoidea C-169]	PRW44303.1 dimethyladenosine transferase [Chlorella sorokiniana]
OG0002526	EIE20361.1 ribosome recycling factor [Coccomyxa subellipsoidea C-169]	PRW60825.1 ribosome-recycling chloroplastic [Chlorella sorokiniana]
OG0002527	EIE27378.1 nucleosome remodeling factor [Coccomyxa subellipsoidea C-169]	PRW56977.1 WD-40 repeat-containing MSI1 [Chlorella sorokiniana]
OG0002528	EIE21172.1 hypothetical protein COCSUDRAFT_57086 [Coccomyxa subellipsoidea C-169]	PRW59961.1 DEAD DEAH box helicase [Chlorella sorokiniana]
OG0002529	EIE27594.1 hypothetical protein COCSUDRAFT_34894 [Coccomyxa subellipsoidea C-169]	PRW57121.1 CHROMATIN REMODELING 8 [Chlorella sorokiniana]
OG0002530	EIE27608.1 ubiquinone biosynthesis protein_ partial [Coccomyxa subellipsoidea C-169]	PRW57401.1 aarF domain-containing kinase 4 [Chlorella sorokiniana]
OG0002531	EIE25489.1 DnaJ-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW44523.1 DNAJ heat shock N-terminal domain-containing [Chlorella sorokiniana]
