Orthogroup	Chlorella_A99	Micractinium_SAG24180
OG0001244	PCFQ01000058.1 g10 [Chlorella sp. A99]	PSC75258.1 Aldo keto reductase [Micractinium conductrix]
OG0001245	PCFQ01000020.1 g906 [Chlorella sp. A99]	PSC70954.1 transcription factor MYB44-like isoform C [Micractinium conductrix], PSC70953.1 transcription factor MYB44-like isoform B [Micractinium conductrix], PSC70955.1 transcription factor MYB44-like isoform A [Micractinium conductrix]
OG0001246	PCFQ01000073.1 g1974 [Chlorella sp. A99]	PSC73885.1 glutamyl-tRNA synthetase [Micractinium conductrix]
OG0001248	PCFQ01000082.1 g558 [Chlorella sp. A99]	PSC70281.1 E3 ubiquitin-ligase UPL3-like isoform B [Micractinium conductrix], PSC70280.1 E3 ubiquitin-ligase UPL3-like isoform A [Micractinium conductrix]
OG0001249	PCFQ01000058.1 g134 [Chlorella sp. A99]	PSC75554.1 Adenine guanine permease AZG1 [Micractinium conductrix]
OG0001250	PCFQ01000058.1 g192 [Chlorella sp. A99]	PSC68998.1 synaptogyrin-1 isoform X1 [Micractinium conductrix], PSC69065.1 transmembrane of CMA family [Micractinium conductrix]
OG0001251	PCFQ01000014.1 g1901 [Chlorella sp. A99], PCFQ01000010.1 g380 [Chlorella sp. A99]	PSC75346.1 heme peroxidase-related [Micractinium conductrix]
OG0001252	PCFQ01000018.1 g476 [Chlorella sp. A99]	PSC71423.1 26S proteasome non-ATPase regulatory subunit 10 [Micractinium conductrix]
OG0001253	PCFQ01000082.1 g544 [Chlorella sp. A99]	PSC74672.1 nucleosome assembly [Micractinium conductrix]
OG0001254	PCFQ01000082.1 g587 [Chlorella sp. A99]	PSC67564.1 hypothetical protein C2E20_8772 [Micractinium conductrix]
OG0001255	PCFQ01000082.1 g601 [Chlorella sp. A99]	PSC74804.1 hypothetical protein C2E20_2398 [Micractinium conductrix]
OG0001256	PCFQ01000082.1 g605 [Chlorella sp. A99]	PSC74526.1 band 7 [Micractinium conductrix], PSC74396.1 40S ribosomal S7 [Micractinium conductrix]
OG0001257	PCFQ01000005.1 g813 [Chlorella sp. A99]	PSC71632.1 sulfotransferase [Micractinium conductrix]
OG0001259	PCFQ01000020.1 g931 [Chlorella sp. A99]	PSC71762.1 fucoxanthin chlorophyll a c [Micractinium conductrix]
OG0001260	PCFQ01000079.1 g1352 [Chlorella sp. A99]	PSC74198.1 universal stress -like isoform X1 [Micractinium conductrix], PSC72425.1 universal stress [Micractinium conductrix]
OG0001261	PCFQ01000079.1 g1372 [Chlorella sp. A99]	PSC68016.1 zinc metallo ase-like [Micractinium conductrix], PSC69486.1 zinc metallo ase [Micractinium conductrix]
OG0001262	PCFQ01000079.1 g1411 [Chlorella sp. A99]	PSC69114.1 putative methyltransferase chloroplastic [Micractinium conductrix]
OG0001263	PCFQ01000081.1 g1615 [Chlorella sp. A99], PCFQ01000046.1 g1859 [Chlorella sp. A99]	PSC71100.1 putative DNA-3-methyladenine glycosylase 2 [Micractinium conductrix]
OG0001264	PCFQ01000009.1 g1705 [Chlorella sp. A99]	PSC72101.1 tropinone reductase-like protein [Micractinium conductrix]
OG0001265	PCFQ01000012.1 g1846 [Chlorella sp. A99]	PSC71581.1 hypothetical protein C2E20_5176 [Micractinium conductrix]
OG0001267	PCFQ01000037.1 g2408 [Chlorella sp. A99]	PSC76634.1 retinitis pigmentosa 1-like 1 [Micractinium conductrix]
OG0001268	PCFQ01000037.1 g2436 [Chlorella sp. A99]	PSC68232.1 Interferon-related developmental regulator 1 [Micractinium conductrix]
OG0001269	PCFQ01000011.1 g2790 [Chlorella sp. A99]	PSC68120.1 Methyltransferase type 11 [Micractinium conductrix]
OG0001269	PCFQ01000037.1 g2521 [Chlorella sp. A99]	PSC68913.1 CMV 1a interacting 1 [Micractinium conductrix]
OG0001272	PCFQ01000015.1 g2957 [Chlorella sp. A99]	PSC69660.1 peptidyl-prolyl cis-cyclophilin type [Micractinium conductrix], PSC70864.1 peptidyl-prolyl cis-cyclophilin type [Micractinium conductrix]
OG0001273	PCFQ01000015.1 g2998 [Chlorella sp. A99]	PSC68357.1 cationic amino acid transporter 1-like [Micractinium conductrix]
OG0001274	PCFQ01000006.1 g3145 [Chlorella sp. A99]	PSC67456.1 sucrose phosphatase [Micractinium conductrix]
OG0001275	PCFQ01000006.1 g3191 [Chlorella sp. A99]	PSC72876.1 trafficking particle complex subunit 8 [Micractinium conductrix]
OG0001276	PCFQ01000006.1 g3230 [Chlorella sp. A99]	PSC67198.1 mitochondrial-targeted muts 1_ partial [Micractinium conductrix], PSC67590.1 mitochondrial-targeted muts 1_ partial [Micractinium conductrix], PSC67200.1 mitochondrial-targeted muts 1 [Micractinium conductrix], PSC73121.1 DNA mismatch repair mitochondrial isoform X1_ partial [Micractinium conductrix], PSC73187.1 DNA mismatch repair mitochondrial isoform X2 [Micractinium conductrix]
OG0001277	PCFQ01000013.1 g3332 [Chlorella sp. A99]	PSC68426.1 S-adenosyl-L-methionine-dependent methyltransferase [Micractinium conductrix]
OG0001278	PCFQ01000013.1 g3356 [Chlorella sp. A99]	PSC68149.1 sodium hydrogen exchanger 4 [Micractinium conductrix]
OG0001306	PCFQ01000037.1 g2519 [Chlorella sp. A99]	PSC72093.1 hypothetical protein C2E20_4506 [Micractinium conductrix]
OG0001307	PCFQ01000015.1 g3080 [Chlorella sp. A99]	PSC69084.1 magnesium chelatase subunit H isoform A [Micractinium conductrix]
OG0001309	PCFQ01000002.1 g669 [Chlorella sp. A99]	PSC72123.1 putative splicing factor 3A subunit 1 [Micractinium conductrix]
OG0001310	PCFQ01000015.1 g3078 [Chlorella sp. A99]	PSC69138.1 Serine-threonine kinase receptor-associated [Micractinium conductrix]
OG0001311	PCFQ01000013.1 g3364 [Chlorella sp. A99]	PSC72180.1 AP-4 complex subunit epsilon [Micractinium conductrix]
OG0001312	PCFQ01000046.1 g1875 [Chlorella sp. A99]	PSC68794.1 DNA-directed RNA polymerases I and III subunit RPAC1 [Micractinium conductrix]
OG0001313	PCFQ01000079.1 g1297 [Chlorella sp. A99]	PSC72140.1 phosphoacetylglucosamine mutase [Micractinium conductrix]
OG0001315	PCFQ01000079.1 g1358 [Chlorella sp. A99]	PSC74084.1 DNA damage-inducible 1-like [Micractinium conductrix]
OG0001316	PCFQ01000079.1 g1335 [Chlorella sp. A99]	PSC74340.1 Chaperone dnaJ 13 isoform A [Micractinium conductrix], PSC74339.1 Chaperone dnaJ 13 isoform B [Micractinium conductrix]
OG0001317	PCFQ01000010.1 g376 [Chlorella sp. A99]	PSC67181.1 proliferation-associated 2G4 [Micractinium conductrix], PSC67177.1 proliferation-associated 2G4 [Micractinium conductrix], PSC67049.1 proliferation-associated 2G4-like [Micractinium conductrix], PSC67649.1 proliferation-associated 2G4 [Micractinium conductrix]
OG0001318	PCFQ01000020.1 g886 [Chlorella sp. A99]	PSC70338.1 tyrosine-tRNA cytoplasmic-like [Micractinium conductrix]
OG0001319	PCFQ01000011.1 g2839 [Chlorella sp. A99]	PSC72660.1 exportin-7 isoform X2 isoform A [Micractinium conductrix], PSC72659.1 exportin-7 isoform X2 isoform B [Micractinium conductrix]
OG0001320	PCFQ01000079.1 g1342 [Chlorella sp. A99]	PSC74309.1 DNA primase large subunit [Micractinium conductrix], PSC74333.1 putative DNA primase large subunit [Micractinium conductrix]
OG0001322	PCFQ01000079.1 g1334 [Chlorella sp. A99]	PSC74103.1 mitogen-activated kinase kinase kinase NPK1-like [Micractinium conductrix]
OG0001325	PCFQ01000079.1 g1282 [Chlorella sp. A99]	PSC73307.1 casein kinase I isoform delta-like [Micractinium conductrix]
OG0001328	PCFQ01000079.1 g1479 [Chlorella sp. A99]	PSC76271.1 tryptophan synthase beta chain 1 [Micractinium conductrix]
OG0001329	PCFQ01000058.1 g34 [Chlorella sp. A99]	PSC75600.1 disulfide isomerase-like 1-4 [Micractinium conductrix]
OG0001330	PCFQ01000002.1 g641 [Chlorella sp. A99]	PSC73089.1 hypersensitive-induced response 1 [Micractinium conductrix]
OG0001332	PCFQ01000037.1 g2379 [Chlorella sp. A99]	PSC76421.1 eukaryotic translation initiation factor 3 subunit L-like [Micractinium conductrix]
OG0001333	PCFQ01000025.1 g2568 [Chlorella sp. A99], PCFQ01000005.1 g798 [Chlorella sp. A99]	PSC76463.1 enoyl-hydratase [Micractinium conductrix]
OG0001337	PCFQ01000005.1 g797 [Chlorella sp. A99]	PSC76740.1 U3 small nucleolar RNA-associated 14-like protein A isoform A [Micractinium conductrix], PSC76741.1 U3 small nucleolar RNA-associated 14-like protein A isoform B [Micractinium conductrix]
OG0001338	PCFQ01000005.1 g801 [Chlorella sp. A99]	PSC75305.1 carbon catabolite repressor 4-like protein 1 [Micractinium conductrix]
OG0001341	PCFQ01000007.1 g1192 [Chlorella sp. A99]	PSC69519.1 Far upstream element-binding 1 [Micractinium conductrix]
OG0001342	PCFQ01000015.1 g2950 [Chlorella sp. A99]	PSC72970.1 NPL4 1 [Micractinium conductrix]
OG0001343	PCFQ01000004.1 g2654 [Chlorella sp. A99]	PSC76155.1 Gamma-tubulin complex component 2 [Micractinium conductrix]
OG0001344	PCFQ01000005.1 g847 [Chlorella sp. A99]	PSC75590.1 ribose-phosphate pyrophosphokinase 4 [Micractinium conductrix]
OG0001345	PCFQ01000010.1 g308 [Chlorella sp. A99]	PSC73666.1 hypothetical protein C2E20_3077 [Micractinium conductrix]
OG0001349	PCFQ01000079.1 g1385 [Chlorella sp. A99]	PSC75560.1 lysine histidine transporter 2-like [Micractinium conductrix]
OG0001350	PCFQ01000013.1 g3268 [Chlorella sp. A99]	PSC74855.1 Isocitrate lyase [Micractinium conductrix]
OG0001351	PCFQ01000037.1 g2522 [Chlorella sp. A99]	PSC69972.1 Kanadaptin [Micractinium conductrix]
OG0001353	PCFQ01000001.1 g973 [Chlorella sp. A99]	PSC69405.1 D-amino-acid chloroplastic-like [Micractinium conductrix]
OG0001355	PCFQ01000037.1 g2354 [Chlorella sp. A99]	PSC67838.1 sorbosone dehydrogenase [Micractinium conductrix]
OG0001356	PCFQ01000018.1 g405 [Chlorella sp. A99]	PSC74315.1 Fanconi anemia group M isoform X1 [Micractinium conductrix]
OG0001357	PCFQ01000009.1 g1712 [Chlorella sp. A99]	PSC67330.1 phosphatase 2C [Micractinium conductrix], PSC75823.1 phosphatase 2C [Micractinium conductrix]
OG0001358	PCFQ01000013.1 g3264 [Chlorella sp. A99]	PSC75110.1 elongation factor G-mitochondrial [Micractinium conductrix]
OG0001359	PCFQ01000037.1 g2469 [Chlorella sp. A99]	PSC69888.1 helicase and polymerase-containing TEBICHI [Micractinium conductrix]
OG0001360	PCFQ01000004.1 g2671 [Chlorella sp. A99]	PSC75633.1 bifunctional 3-dehydroquinate dehydratase shikimate dehydrogenase_ chloroplastic-like [Micractinium conductrix]
OG0001363	PCFQ01000015.1 g3070 [Chlorella sp. A99]	PSC73094.1 prolyl-tRNA synthetase [Micractinium conductrix]
OG0001364	PCFQ01000078.1 g2033 [Chlorella sp. A99]	PSC68395.1 Calcium release-activated calcium channel [Micractinium conductrix], PSC72167.1 calcium-dependent kinase 1 [Micractinium conductrix]
OG0001368	PCFQ01000081.1 g1573 [Chlorella sp. A99]	PSC71039.1 vesicle-associated membrane 714 isoform A [Micractinium conductrix], PSC71040.1 vesicle-associated membrane 714 isoform C [Micractinium conductrix], PSC71038.1 vesicle-associated membrane 714 isoform B [Micractinium conductrix]
OG0001370	PCFQ01000011.1 g2761 [Chlorella sp. A99]	PSC70608.1 3-dehydroquinate synthase [Micractinium conductrix]
OG0001373	PCFQ01000011.1 g2765 [Chlorella sp. A99]	PSC74042.1 Auxilin-related 2 [Micractinium conductrix]
OG0001374	PCFQ01000011.1 g2755 [Chlorella sp. A99]	PSC74239.1 ADP-ribosylation factor 8 [Micractinium conductrix]
OG0001375	PCFQ01000081.1 g1561 [Chlorella sp. A99]	PSC71119.1 Rae1 [Micractinium conductrix]
OG0001376	PCFQ01000013.1 g3373 [Chlorella sp. A99]	PSC75073.1 ubiquitin-conjugating enzyme E2 32 [Micractinium conductrix]
OG0001378	PCFQ01000011.1 g2768 [Chlorella sp. A99]	PSC74163.1 Morn repeat 1 _nucleomorph_ [Micractinium conductrix]
OG0001379	PCFQ01000001.1 g988 [Chlorella sp. A99]	PSC75212.1 Cathepsin Z isoform A [Micractinium conductrix], PSC75211.1 Cathepsin Z isoform B [Micractinium conductrix]
OG0001380	PCFQ01000011.1 g2875 [Chlorella sp. A99]	PSC72864.1 internal alternative NAD_P_H-ubiquinone oxidoreductase mitochondrial-like [Micractinium conductrix]
OG0001381	PCFQ01000075.1 g1922 [Chlorella sp. A99]	PSC70599.1 argininosuccinate lyase [Micractinium conductrix]
OG0001382	PCFQ01000008.1 g1153 [Chlorella sp. A99]	PSC74142.1 structural maintenance of chromosomes 2-1-like [Micractinium conductrix]
OG0001383	PCFQ01000079.1 g1304 [Chlorella sp. A99]	PSC74003.1 DNA gyrase subunit A [Micractinium conductrix]
OG0001385	PCFQ01000058.1 g95 [Chlorella sp. A99]	PSC70487.1 DNA topoisomerase 6 subunit B isoform A [Micractinium conductrix], PSC70486.1 DNA topoisomerase 6 subunit B isoform B [Micractinium conductrix]
OG0001386	PCFQ01000015.1 g3010 [Chlorella sp. A99]	PSC76104.1 DNA-directed RNA polymerases and III subunit RPABC2 [Micractinium conductrix]
OG0001390	PCFQ01000007.1 g1221 [Chlorella sp. A99]	PSC69443.1 arginine methyltransferase [Micractinium conductrix]
OG0001392	PCFQ01000015.1 g2970 [Chlorella sp. A99]	PSC76749.1 BEACH domain-containing lvsC isoform X1 isoform B [Micractinium conductrix], PSC76750.1 BEACH domain-containing lvsC isoform X1 isoform A [Micractinium conductrix]
OG0001393	PCFQ01000001.1 g953 [Chlorella sp. A99]	PSC69314.1 cyclin-dependent kinase C-2-like isoform B [Micractinium conductrix], PSC69315.1 cyclin-dependent kinase C-2-like isoform A [Micractinium conductrix]
OG0001394	PCFQ01000037.1 g2449 [Chlorella sp. A99]	PSC67829.1 Mannan endo-1_4-beta-mannosidase 1 [Micractinium conductrix], PSC67810.1 glycoside hydrolase_ partial [Micractinium conductrix]
OG0001395	PCFQ01000058.1 g209 [Chlorella sp. A99]	PSC76790.1 DNA-directed RNA polymerase I subunit 2 isoform X1 [Micractinium conductrix]
OG0001396	PCFQ01000007.1 g1212 [Chlorella sp. A99]	PSC69469.1 chloroplast envelope translocase family [Micractinium conductrix]
OG0001397	PCFQ01000078.1 g1991 [Chlorella sp. A99]	PSC69662.1 suppressor of mec-8 and unc-52-like protein 1 isoform A [Micractinium conductrix], PSC69661.1 suppressor of mec-8 and unc-52-like protein 1 isoform B [Micractinium conductrix]
OG0001398	PCFQ01000037.1 g2407 [Chlorella sp. A99]	PSC68209.1 cysteine desulfurase chloroplastic-like [Micractinium conductrix]
OG0001400	PCFQ01000078.1 g2177 [Chlorella sp. A99]	PSC73498.1 Coiled-coil domain-containing 25 [Micractinium conductrix]
OG0001403	PCFQ01000079.1 g1261 [Chlorella sp. A99]	PSC73302.1 semenogelin II precursor [Micractinium conductrix], PSC74041.1 TRIGALACTOSYLDIACYLGLYCEROL chloroplastic [Micractinium conductrix]
OG0001406	PCFQ01000011.1 g2843 [Chlorella sp. A99]	PSC69052.1 Proteasome subunit beta type-5-B [Micractinium conductrix]
OG0001407	PCFQ01000011.1 g2840 [Chlorella sp. A99]	PSC69056.1 DDT domain-containing protein [Micractinium conductrix]
OG0001408	PCFQ01000010.1 g389 [Chlorella sp. A99]	PSC71723.1 exportin-1-like isoform X2 [Micractinium conductrix]
OG0001411	PCFQ01000079.1 g1486 [Chlorella sp. A99]	PSC70479.1 glycine-rich RNA-binding RZ1A isoform A [Micractinium conductrix], PSC70478.1 glycine-rich RNA-binding RZ1A isoform B [Micractinium conductrix]
OG0001414	PCFQ01000019.1 g1809 [Chlorella sp. A99]	PSC73356.1 Protease Do-like chloroplastic isoform B [Micractinium conductrix], PSC73357.1 Protease Do-like chloroplastic isoform A [Micractinium conductrix]
OG0001415	PCFQ01000013.1 g3300 [Chlorella sp. A99]	PSC72358.1 DUF151 domain-containing [Micractinium conductrix], PSC74915.1 DUF151 domain-containing [Micractinium conductrix]
OG0001417	PCFQ01000019.1 g1795 [Chlorella sp. A99]	PSC70973.1 threonine synthase [Micractinium conductrix]
OG0001418	PCFQ01000006.1 g3142 [Chlorella sp. A99]	PSC70304.1 kDa class I heat shock -like [Micractinium conductrix], PSC70448.1 heat-shock Hsp20 [Micractinium conductrix], PSC67475.1 hypothetical protein C2E20_8857 isoform A [Micractinium conductrix], PSC67476.1 hypothetical protein C2E20_8857 isoform B [Micractinium conductrix]
OG0001419	PCFQ01000020.1 g916 [Chlorella sp. A99]	PSC70866.1 malonyl -acyl carrier transacylase [Micractinium conductrix]
OG0001420	PCFQ01000018.1 g428 [Chlorella sp. A99]	PSC67932.1 14 kDa zinc-binding isoform A [Micractinium conductrix], PSC67931.1 14 kDa zinc-binding isoform B [Micractinium conductrix]
OG0001422	PCFQ01000018.1 g457 [Chlorella sp. A99]	PSC75163.1 ras-related RABC1 [Micractinium conductrix]
OG0001424	PCFQ01000019.1 g1796 [Chlorella sp. A99]	PSC70990.1 homoserine kinase [Micractinium conductrix], PSC67769.1 homoserine kinase [Micractinium conductrix]
OG0001425	PCFQ01000019.1 g1818 [Chlorella sp. A99]	PSC67532.1 anthranilate synthase component II [Micractinium conductrix]
OG0001426	PCFQ01000079.1 g1267 [Chlorella sp. A99]	PSC73537.1 pre-mRNA-processing-splicing factor 8 [Micractinium conductrix]
OG0001427	PCFQ01000079.1 g1494 [Chlorella sp. A99]	PSC70309.1 lysine-specific demethylase JMJ16 [Micractinium conductrix]
OG0001428	PCFQ01000078.1 g2168 [Chlorella sp. A99]	PSC76771.1 putative transmembrane GTPase FZO-chloroplastic [Micractinium conductrix]
OG0001435	PCFQ01000058.1 g232 [Chlorella sp. A99]	PSC73946.1 sucrose synthase [Micractinium conductrix]
OG0001436	PCFQ01000058.1 g231 [Chlorella sp. A99]	PSC76076.1 Tetratricopeptide repeat 37 [Micractinium conductrix]
OG0001437	PCFQ01000081.1 g1651 [Chlorella sp. A99]	PSC67814.1 Receptor of activated kinase C component of 40S small ribosomal subunit isoform B [Micractinium conductrix], PSC67813.1 Receptor of activated kinase C component of 40S small ribosomal subunit isoform A [Micractinium conductrix], PSC67815.1 Receptor of activated kinase C component of 40S small ribosomal subunit [Micractinium conductrix]
OG0001438	PCFQ01000078.1 g2022 [Chlorella sp. A99]	PSC69606.1 ceramide kinase isoform X1 [Micractinium conductrix]
OG0001439	PCFQ01000078.1 g2021 [Chlorella sp. A99]	PSC69604.1 white-brown complex 30 [Micractinium conductrix]
OG0001441	PCFQ01000058.1 g228 [Chlorella sp. A99]	PSC76855.1 type I inositol 1_4_5-trisphosphate 5-phosphatase 13-like [Micractinium conductrix]
OG0001445	PCFQ01000003.1 g1049 [Chlorella sp. A99]	PSC69229.1 Nucleolar GTP-binding 1 [Micractinium conductrix]
OG0001446	PCFQ01000058.1 g258 [Chlorella sp. A99]	PSC76122.1 DNA-directed RNA polymerases II and V subunit 8A-like [Micractinium conductrix]
OG0001447	PCFQ01000058.1 g268 [Chlorella sp. A99]	PSC75646.1 vacuolar sorting-associated 52 A [Micractinium conductrix]
OG0001449	PCFQ01000008.1 g1140 [Chlorella sp. A99]	PSC72868.1 hypothetical protein C2E20_3926 [Micractinium conductrix], PSC72690.1 E3 ubiquitin-ligase XBAT31 [Micractinium conductrix]
OG0001450	PCFQ01000002.1 g665 [Chlorella sp. A99]	PSC68288.1 zinc transporter 8 isoform X1 [Micractinium conductrix]
OG0001451	PCFQ01000058.1 g17 [Chlorella sp. A99]	PSC67078.1 Dynein light chain roadblock-type 2_ partial [Micractinium conductrix], PSC67071.1 Dynein light chain roadblock-type 2 [Micractinium conductrix], PSC67824.1 Dynein light chain roadblock-type 2 [Micractinium conductrix]
OG0001452	PCFQ01000058.1 g69 [Chlorella sp. A99]	PSC67357.1 PAB-dependent poly_A_-specific ribonuclease subunit 2 [Micractinium conductrix]
OG0001453	PCFQ01000058.1 g72 [Chlorella sp. A99]	PSC75587.1 hypothetical protein C2E20_1681 [Micractinium conductrix]
OG0001455	PCFQ01000015.1 g2968 [Chlorella sp. A99]	PSC76848.1 carotene epsilon-chloroplastic [Micractinium conductrix]
OG0001456	PCFQ01000001.1 g1016 [Chlorella sp. A99]	PSC74832.1 pre-mRNA-processing 40A [Micractinium conductrix]
OG0001458	PCFQ01000082.1 g501 [Chlorella sp. A99]	PSC74797.1 mitochondrial Rho GTPase 1-like [Micractinium conductrix]
OG0001461	PCFQ01000082.1 g509 [Chlorella sp. A99]	PSC74572.1 plasma-membrane proton-efflux P-type ATPase [Micractinium conductrix]
OG0001465	PCFQ01000005.1 g771 [Chlorella sp. A99]	PSC75675.1 Dihydroorotate dehydrogenase _quinone__ mitochondrial isoform B [Micractinium conductrix], PSC75676.1 Dihydroorotate dehydrogenase _quinone__ mitochondrial isoform A [Micractinium conductrix]
OG0001466	PCFQ01000015.1 g2997 [Chlorella sp. A99]	PSC73125.1 magnesium chelatase ATPase subunit I [Micractinium conductrix]
OG0001470	PCFQ01000023.1 g2227 [Chlorella sp. A99]	PSC75457.1 membrane-associated 30 kDa chloroplastic [Micractinium conductrix]
OG0001472	PCFQ01000006.1 g3175 [Chlorella sp. A99]	PSC72812.1 Ubiquitin supergroup [Micractinium conductrix]
OG0001473	PCFQ01000079.1 g1246 [Chlorella sp. A99]	PSC73333.1 dna-binding horma domain-containing [Micractinium conductrix]
OG0001474	PCFQ01000002.1 g635 [Chlorella sp. A99]	PSC70208.1 universal stress [Micractinium conductrix], PSC70296.1 universal stress family [Micractinium conductrix]
OG0001475	PCFQ01000018.1 g415 [Chlorella sp. A99]	PSC74588.1 presequence protease chloroplastic mitochondrial [Micractinium conductrix], PSC73335.1 presequence protease chloroplastic mitochondrial-like [Micractinium conductrix]
OG0001476	PCFQ01000058.1 g241 [Chlorella sp. A99]	PSC76084.1 Conserved oligomeric Golgi complex subunit 6 [Micractinium conductrix]
OG0001478	PCFQ01000006.1 g3170 [Chlorella sp. A99]	PSC72837.1 AMSH-like ubiquitin thioesterase 1 [Micractinium conductrix]
OG0001479	PCFQ01000037.1 g2356 [Chlorella sp. A99]	PSC71894.1 UDP-D-xylose_L-fucose alpha-1_3-D-xylosyltransferase 2-like [Micractinium conductrix]
OG0001481	PCFQ01000006.1 g3186 [Chlorella sp. A99]	PSC72829.1 cysteine ase RD21a-like [Micractinium conductrix]
OG0001482	PCFQ01000009.1 g1698 [Chlorella sp. A99]	PSC72085.1 non-discriminatory gln-glu-trna synthetase [Micractinium conductrix]
OG0001483	PCFQ01000081.1 g1587 [Chlorella sp. A99]	PSC72218.1 5 -3 exoribonuclease 2 [Micractinium conductrix]
OG0001485	PCFQ01000037.1 g2471 [Chlorella sp. A99]	PSC67397.1 DNA polymerase [Micractinium conductrix], PSC76051.1 parvulin-type peptidyl-prolyl cis-trans isomerase [Micractinium conductrix]
OG0001487	PCFQ01000058.1 g276 [Chlorella sp. A99], PCFQ01000058.1 g285 [Chlorella sp. A99]	PSC72460.1 citrate synthase [Micractinium conductrix]
OG0001488	PCFQ01000007.1 g1209 [Chlorella sp. A99]	PSC74028.1 ubiquitin carboxyl-terminal hydrolase 5 isoform X1 [Micractinium conductrix]
OG0001490	PCFQ01000058.1 g279 [Chlorella sp. A99]	PSC67811.1 flagellar outer dynein arm heavy chain beta [Micractinium conductrix]
OG0001492	PCFQ01000009.1 g1687 [Chlorella sp. A99]	PSC72172.1 NAD_P_-binding Rossmann-fold superfamily [Micractinium conductrix]
OG0001493	PCFQ01000058.1 g282 [Chlorella sp. A99], PCFQ01000017.1 g2284 [Chlorella sp. A99]	PSC67480.1 Ribonucleoside-diphosphate reductase large subunit [Micractinium conductrix]
OG0001494	PCFQ01000077.1 g1779 [Chlorella sp. A99]	PSC72521.1 26S protease regulatory subunit 7 [Micractinium conductrix]
OG0001496	PCFQ01000079.1 g1432 [Chlorella sp. A99]	PSC76774.1 hypothetical protein C2E20_0045 [Micractinium conductrix]
OG0001498	PCFQ01000079.1 g1458 [Chlorella sp. A99]	PSC76526.1 DNA replication licensing factor Mcm6 [Micractinium conductrix]
OG0001499	PCFQ01000079.1 g1361 [Chlorella sp. A99]	PSC74083.1 Enolase [Micractinium conductrix]
OG0001502	PCFQ01000078.1 g2190 [Chlorella sp. A99]	PSC76184.1 Serine threonine phosphatase 2A 55 kDa regulatory subunit B beta isoform isoform A [Micractinium conductrix], PSC76183.1 Serine threonine phosphatase 2A 55 kDa regulatory subunit B beta isoform isoform B [Micractinium conductrix]
OG0001503	PCFQ01000079.1 g1455 [Chlorella sp. A99]	PSC76738.1 CF0 ATP synthase subunit II precursor [Micractinium conductrix]
OG0001504	PCFQ01000079.1 g1448 [Chlorella sp. A99]	PSC76513.1 calmodulin [Micractinium conductrix]
OG0001506	PCFQ01000007.1 g1234 [Chlorella sp. A99]	PSC75204.1 50S ribosomal chloroplastic [Micractinium conductrix]
OG0001507	PCFQ01000014.1 g1882 [Chlorella sp. A99]	PSC73424.1 cell division chloroplastic [Micractinium conductrix]
OG0001508	PCFQ01000007.1 g1183 [Chlorella sp. A99]	PSC69458.1 Nucleolar 14 isoform A [Micractinium conductrix], PSC69457.1 Nucleolar 14 isoform B [Micractinium conductrix]
OG0001510	PCFQ01000014.1 g1881 [Chlorella sp. A99]	PSC70491.1 Vacuolar sorting-associated 29 [Micractinium conductrix]
OG0001512	PCFQ01000010.1 g329 [Chlorella sp. A99]	PSC71890.1 long-chain-fatty-acid-ligase [Micractinium conductrix]
OG0001513	PCFQ01000010.1 g326 [Chlorella sp. A99]	PSC71924.1 4-hydroxy-tetrahydrodipicolinate reductase chloroplastic [Micractinium conductrix]
OG0001514	PCFQ01000010.1 g324 [Chlorella sp. A99]	PSC72024.1 Cytochrome c1-heme mitochondrial [Micractinium conductrix]
OG0001515	PCFQ01000010.1 g346 [Chlorella sp. A99]	PSC71955.1 ruvB-like 2 [Micractinium conductrix]
OG0001518	PCFQ01000058.1 g164 [Chlorella sp. A99]	PSC76188.1 cryptochrome 1 [Micractinium conductrix]
OG0001519	PCFQ01000037.1 g2367 [Chlorella sp. A99]	PSC76081.1 serine protease chloroplastic [Micractinium conductrix]
OG0001521	PCFQ01000013.1 g3275 [Chlorella sp. A99]	PSC68906.1 malonate-ligase [Micractinium conductrix]
OG0001522	PCFQ01000082.1 g528 [Chlorella sp. A99]	PSC73740.1 outer envelope pore [Micractinium conductrix]
OG0001525	PCFQ01000082.1 g525 [Chlorella sp. A99]	PSC74724.1 Programmed cell death 4 [Micractinium conductrix]
OG0001526	PCFQ01000017.1 g2275 [Chlorella sp. A99], PCFQ01000082.1 g545 [Chlorella sp. A99]	PSC74796.1 aspartate-tRNA ligase [Micractinium conductrix]
OG0001527	PCFQ01000077.1 g1762 [Chlorella sp. A99]	PSC67294.1 Pre-mRNA-splicing factor 38B [Micractinium conductrix]
OG0001528	PCFQ01000008.1 g1168 [Chlorella sp. A99]	PSC72487.1 Nucleolar 10 [Micractinium conductrix]
OG0001529	PCFQ01000004.1 g2668 [Chlorella sp. A99]	PSC70583.1 60S ribosome subunit biogenesis NIP7 [Micractinium conductrix]
OG0001530	PCFQ01000037.1 g2368 [Chlorella sp. A99]	PSC76908.1 Translin-associated factor X-interacting 1 [Micractinium conductrix]
OG0001533	PCFQ01000079.1 g1273 [Chlorella sp. A99]	PSC73273.1 splicing factor 3A subunit 3 [Micractinium conductrix]
OG0001534	PCFQ01000073.1 g1967 [Chlorella sp. A99]	PSC69389.1 ATP-dependent RNA helicase dhx8 [Micractinium conductrix]
