Orthogroup	Chlorella_A99	Chlorella_Sorokiniana1602
OG0001753	PCFQ01000078.1 g2044 [Chlorella sp. A99]	PRW59550.1 DJ-1 family [Chlorella sorokiniana]
OG0001754	PCFQ01000079.1 g1509 [Chlorella sp. A99]	PRW57382.1 FO synthase [Chlorella sorokiniana]
OG0001756	PCFQ01000013.1 g3271 [Chlorella sp. A99]	PRW60325.1 elongation factor G- chloroplastic [Chlorella sorokiniana]
OG0001758	PCFQ01000081.1 g1598 [Chlorella sp. A99], PCFQ01000081.1 g1597 [Chlorella sp. A99]	PRW57275.1 methionyl-tRNA synthetase [Chlorella sorokiniana]
OG0001759	PCFQ01000018.1 g406 [Chlorella sp. A99]	PRW60204.1 DNA repair RAD50 isoform B [Chlorella sorokiniana], PRW60203.1 DNA repair RAD50 isoform A [Chlorella sorokiniana]
OG0001760	PCFQ01000006.1 g3206 [Chlorella sp. A99]	PRW59094.1 putative S-acyltransferase 14 [Chlorella sorokiniana]
OG0001762	PCFQ01000006.1 g3227 [Chlorella sp. A99]	PRW20705.1 Omega-6 fatty acid chloroplastic [Chlorella sorokiniana]
OG0001763	PCFQ01000013.1 g3316 [Chlorella sp. A99]	PRW60279.1 CLP1-like protein [Chlorella sorokiniana]
OG0001765	PCFQ01000079.1 g1398 [Chlorella sp. A99]	PRW33815.1 AMP-binding isoform A [Chlorella sorokiniana], PRW33816.1 AMP-binding isoform B [Chlorella sorokiniana], PRW21061.1 AMP-binding [Chlorella sorokiniana]
OG0001767	PCFQ01000075.1 g1935 [Chlorella sp. A99]	PRW44369.1 putative dolichyl pyrophosphate Glc1Man9 c2 alpha-1_3-glucosyltransferase [Chlorella sorokiniana]
OG0001770	PCFQ01000007.1 g1196 [Chlorella sp. A99]	PRW57448.1 ATP synthase gamma chloroplastic [Chlorella sorokiniana]
OG0001777	PCFQ01000037.1 g2429 [Chlorella sp. A99]	PRW57480.1 Embryo defective 2410 isoform 2 [Chlorella sorokiniana]
OG0001778	PCFQ01000003.1 g1039 [Chlorella sp. A99]	PRW33277.1 IMP dehydrogenase [Chlorella sorokiniana]
OG0001779	PCFQ01000013.1 g3326 [Chlorella sp. A99]	PRW05785.1 signal recognition particle 54 kDa 2 [Chlorella sorokiniana]
OG0001780	PCFQ01000011.1 g2736 [Chlorella sp. A99]	PRW61211.1 putative inactive serine threonine- kinase scy1 isoform X1 [Chlorella sorokiniana]
OG0001781	PCFQ01000003.1 g1045 [Chlorella sp. A99]	PRW44427.1 Fanconi anemia group D2-like protein [Chlorella sorokiniana]
OG0001783	PCFQ01000078.1 g2030 [Chlorella sp. A99]	PRW59520.1 phosphoribosylaminoimidazole chloroplastic [Chlorella sorokiniana]
OG0001785	PCFQ01000081.1 g1572 [Chlorella sp. A99]	PRW57008.1 vacuolar sorting-associated 53 A [Chlorella sorokiniana]
OG0001786	PCFQ01000010.1 g291 [Chlorella sp. A99]	PRW05786.1 26S proteasome non-ATPase regulatory subunit 14-like protein [Chlorella sorokiniana]
OG0001787	PCFQ01000078.1 g2032 [Chlorella sp. A99]	PRW59523.1 phenylalanine hydroxylase [Chlorella sorokiniana]
OG0001788	PCFQ01000011.1 g2779 [Chlorella sp. A99]	PRW44555.1 J domain-containing spf31 [Chlorella sorokiniana]
OG0001789	PCFQ01000081.1 g1565 [Chlorella sp. A99]	PRW57230.1 light-harvesting of photosystem I [Chlorella sorokiniana]
OG0001790	PCFQ01000081.1 g1571 [Chlorella sp. A99]	PRW57449.1 coatomer subunit gamma [Chlorella sorokiniana]
OG0001791	PCFQ01000011.1 g2901 [Chlorella sp. A99]	PRW44447.1 cathepsin [Chlorella sorokiniana]
OG0001792	PCFQ01000011.1 g2752 [Chlorella sp. A99]	PRW60958.1 50S ribosomal L1 [Chlorella sorokiniana]
OG0001793	PCFQ01000010.1 g313 [Chlorella sp. A99]	PRW05800.1 hypothetical protein C2E21_9561 [Chlorella sorokiniana], PRW05799.1 hypothetical protein C2E21_9561 [Chlorella sorokiniana]
OG0001794	PCFQ01000081.1 g1575 [Chlorella sp. A99]	PRW56974.1 Eukaryotic translation initiation factor 3 subunit G [Chlorella sorokiniana]
OG0001795	PCFQ01000010.1 g309 [Chlorella sp. A99]	PRW05776.1 L-galactose dehydrogenase [Chlorella sorokiniana]
OG0001797	PCFQ01000058.1 g256 [Chlorella sp. A99], PCFQ01000075.1 g1909 [Chlorella sp. A99]	PRW61195.1 phosphoenolpyruvate carboxylase [Chlorella sorokiniana]
OG0001800	PCFQ01000058.1 g140 [Chlorella sp. A99]	PRW58492.1 replication factor C subunit 1 [Chlorella sorokiniana]
OG0001801	PCFQ01000009.1 g1683 [Chlorella sp. A99]	PRW57303.1 tobamovirus multiplication 1-like [Chlorella sorokiniana]
OG0001805	PCFQ01000009.1 g1676 [Chlorella sp. A99]	PRW57117.1 bifunctional riboflavin biosynthesis RIBA chloroplastic-like [Chlorella sorokiniana]
OG0001806	PCFQ01000075.1 g1921 [Chlorella sp. A99]	PRW61534.1 ATP-binding cassette superfamily [Chlorella sorokiniana]
OG0001807	PCFQ01000079.1 g1244 [Chlorella sp. A99]	PRW61322.1 GBSSIa [Chlorella sorokiniana]
OG0001809	PCFQ01000015.1 g2936 [Chlorella sp. A99]	PRW61067.1 glutamyl chloroplastic [Chlorella sorokiniana]
OG0001811	PCFQ01000004.1 g2591 [Chlorella sp. A99]	PRW59325.1 Oligoxyloglucan reducing end-specific cellobiohydrolase [Chlorella sorokiniana]
OG0001812	PCFQ01000009.1 g1674 [Chlorella sp. A99]	PRW57265.1 coatomer subunit beta-1 [Chlorella sorokiniana]
OG0001813	PCFQ01000037.1 g2432 [Chlorella sp. A99]	PRW57266.1 phenylalanine--tRNA chloroplastic mitochondrial [Chlorella sorokiniana]
OG0001817	PCFQ01000009.1 g1677 [Chlorella sp. A99]	PRW57090.1 sorting nexin 1 [Chlorella sorokiniana]
OG0001818	PCFQ01000008.1 g1127 [Chlorella sp. A99]	PRW56663.1 60S acidic ribosomal P0 [Chlorella sorokiniana]
OG0001819	PCFQ01000077.1 g1732 [Chlorella sp. A99]	PRW57686.1 selenium binding [Chlorella sorokiniana]
OG0001821	PCFQ01000078.1 g2085 [Chlorella sp. A99]	PRW59996.1 serine threonine- phosphatase BSL3 [Chlorella sorokiniana]
OG0001822	PCFQ01000058.1 g1 [Chlorella sp. A99]	PRW45500.1 ATP-dependent DNA helicase 2 subunit KU70 isoform X1 [Chlorella sorokiniana]
OG0001824	PCFQ01000011.1 g2800 [Chlorella sp. A99]	PRW56403.1 methionine aminopeptidase 2B-like [Chlorella sorokiniana]
OG0001825	PCFQ01000078.1 g2058 [Chlorella sp. A99]	PRW59738.1 Acyl-coenzyme A oxidase peroxisomal [Chlorella sorokiniana]
OG0001826	PCFQ01000008.1 g1126 [Chlorella sp. A99]	PRW56475.1 T-complex 1 subunit theta [Chlorella sorokiniana]
OG0001827	PCFQ01000003.1 g1055 [Chlorella sp. A99]	PRW33229.1 Guanylate kinase [Chlorella sorokiniana]
OG0001829	PCFQ01000015.1 g3007 [Chlorella sp. A99]	PRW33844.1 vacuolar proton ATPase a3-like [Chlorella sorokiniana]
OG0001830	PCFQ01000078.1 g2055 [Chlorella sp. A99]	PRW59592.1 3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase [Chlorella sorokiniana]
OG0001831	PCFQ01000015.1 g3002 [Chlorella sp. A99]	PRW57840.1 serine--tRNA ligase [Chlorella sorokiniana]
OG0001833	PCFQ01000003.1 g1023 [Chlorella sp. A99]	PRW33169.1 hypothetical protein C2E21_7839 [Chlorella sorokiniana]
OG0001835	PCFQ01000003.1 g1026 [Chlorella sp. A99]	PRW33253.1 WD repeat and HMG-box DNA-binding 1 [Chlorella sorokiniana]
OG0001837	PCFQ01000058.1 g147 [Chlorella sp. A99]	PRW32576.1 AICARFT IMPCHase bienzyme family [Chlorella sorokiniana]
OG0001838	PCFQ01000079.1 g1264 [Chlorella sp. A99]	PRW61435.1 pre-rRNA-processing TSR1-like protein [Chlorella sorokiniana]
OG0001839	PCFQ01000078.1 g2016 [Chlorella sp. A99]	PRW59486.1 Prolyl endopeptidase [Chlorella sorokiniana]
OG0001841	PCFQ01000003.1 g1018 [Chlorella sp. A99]	PRW33209.1 ABC transporter F family member 5 [Chlorella sorokiniana]
OG0001842	PCFQ01000007.1 g1207 [Chlorella sp. A99]	PRW56938.1 acyl-ACP thioesterase [Chlorella sorokiniana]
OG0001843	PCFQ01000037.1 g2447 [Chlorella sp. A99]	PRW57397.1 eukaryotic translation initiation factor 2 subunit gamma-like [Chlorella sorokiniana]
OG0001844	PCFQ01000011.1 g2894 [Chlorella sp. A99]	PRW55921.1 pyrroline-5-carboxylate reductase [Chlorella sorokiniana]
OG0001845	PCFQ01000011.1 g2874 [Chlorella sp. A99]	PRW55917.1 N6-adenosine-methyltransferase 70 kDa subunit [Chlorella sorokiniana]
OG0001846	PCFQ01000081.1 g1642 [Chlorella sp. A99]	PRW57257.1 DNA-directed RNA polymerase III subunit RPC8 [Chlorella sorokiniana]
OG0001847	PCFQ01000079.1 g1258 [Chlorella sp. A99]	PRW61345.1 transport Sec61 subunit alpha-like [Chlorella sorokiniana]
OG0001849	PCFQ01000058.1 g149 [Chlorella sp. A99]	PRW20710.1 Protochlorophyllide chloroplastic [Chlorella sorokiniana]
OG0001851	PCFQ01000020.1 g933 [Chlorella sp. A99]	PRW21090.1 methionine-tRNA ligase [Chlorella sorokiniana], PRW21084.1 putative methionine--tRNA ligase [Chlorella sorokiniana]
OG0001854	PCFQ01000011.1 g2841 [Chlorella sp. A99]	PRW56097.1 small ubiquitin-related modifier 1-like [Chlorella sorokiniana]
OG0001855	PCFQ01000011.1 g2835 [Chlorella sp. A99]	PRW56016.1 Splicing factor 3B subunit 4 [Chlorella sorokiniana]
OG0001856	PCFQ01000019.1 g1791 [Chlorella sp. A99]	PRW20763.1 uracil phosphoribosyltransferase [Chlorella sorokiniana]
OG0001857	PCFQ01000078.1 g2008 [Chlorella sp. A99]	PRW60009.1 GTP-binding nuclear Ran [Chlorella sorokiniana]
OG0001858	PCFQ01000080.1 g1948 [Chlorella sp. A99]	PRW45027.1 60S ribosomal L8 [Chlorella sorokiniana]
OG0001860	PCFQ01000080.1 g1950 [Chlorella sp. A99]	PRW44926.1 putative phenylalanine--tRNA ligase alpha subunit [Chlorella sorokiniana]
OG0001861	PCFQ01000079.1 g1485 [Chlorella sp. A99]	PRW44911.1 GMP synthase [glutamine-hydrolyzing] [Chlorella sorokiniana]
OG0001862	PCFQ01000037.1 g2508 [Chlorella sp. A99]	PRW45216.1 transport yif1 [Chlorella sorokiniana]
OG0001863	PCFQ01000020.1 g914 [Chlorella sp. A99]	PRW45270.1 SEC1 family transport SLY1 [Chlorella sorokiniana]
OG0001864	PCFQ01000020.1 g918 [Chlorella sp. A99]	PRW45066.1 tRNA wybutosine-synthesizing 4 [Chlorella sorokiniana]
OG0001865	PCFQ01000019.1 g1811 [Chlorella sp. A99]	PRW45177.1 UDP-glucose pyrophosphorylase [Chlorella sorokiniana]
OG0001867	PCFQ01000079.1 g1488 [Chlorella sp. A99]	PRW44841.1 putative complex I intermediate-associated 30 [Chlorella sorokiniana]
OG0001868	PCFQ01000014.1 g1883 [Chlorella sp. A99]	PRW61271.1 vacuolar sorting-associated 18-like protein [Chlorella sorokiniana]
OG0001870	PCFQ01000005.1 g804 [Chlorella sp. A99]	PRW50849.1 CAS1 domain-containing 1 [Chlorella sorokiniana]
OG0001871	PCFQ01000013.1 g3350 [Chlorella sp. A99]	PRW60447.1 transmembrane 120-like protein [Chlorella sorokiniana]
OG0001874	PCFQ01000018.1 g459 [Chlorella sp. A99]	PRW60671.1 Alcohol dehydrogenase class-3 [Chlorella sorokiniana]
OG0001875	PCFQ01000020.1 g870 [Chlorella sp. A99]	PRW45133.1 Eukaryotic translation initiation factor 3 subunit J [Chlorella sorokiniana]
OG0001876	PCFQ01000081.1 g1635 [Chlorella sp. A99]	PRW60328.1 Malate dehydrogenase [NADP] chloroplastic [Chlorella sorokiniana]
OG0001877	PCFQ01000081.1 g1637 [Chlorella sp. A99]	PRW20855.1 glyoxal reductase [Chlorella sorokiniana]
OG0001878	PCFQ01000018.1 g441 [Chlorella sp. A99]	PRW60728.1 CTD small phosphatase 2 [Chlorella sorokiniana]
OG0001879	PCFQ01000020.1 g925 [Chlorella sp. A99]	PRW45074.1 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Chlorella sorokiniana]
OG0001880	PCFQ01000019.1 g1813 [Chlorella sp. A99]	PRW59805.1 ubiquitin carboxyl-terminal hydrolase 6 [Chlorella sorokiniana]
OG0001883	PCFQ01000020.1 g917 [Chlorella sp. A99]	PRW45076.1 Eukaryotic translation initiation factor 3 subunit I [Chlorella sorokiniana]
OG0001884	PCFQ01000081.1 g1622 [Chlorella sp. A99]	PRW20832.1 Glycine-rich 2 [Chlorella sorokiniana]
OG0001885	PCFQ01000080.1 g1955 [Chlorella sp. A99]	PRW44927.1 60S ribosomal L3 [Chlorella sorokiniana]
OG0001887	PCFQ01000010.1 g361 [Chlorella sp. A99]	PRW39352.1 vacuolar sorting-associated 22-like protein 1 [Chlorella sorokiniana]
OG0001888	PCFQ01000005.1 g749 [Chlorella sp. A99]	PRW50858.1 26S proteasome non-ATPase regulatory subunit 12 [Chlorella sorokiniana]
OG0001889	PCFQ01000001.1 g997 [Chlorella sp. A99]	PRW33638.1 hypothetical protein C2E21_7673 [Chlorella sorokiniana]
OG0001892	PCFQ01000005.1 g754 [Chlorella sp. A99]	PRW50821.1 Fanconi anemia group J [Chlorella sorokiniana]
OG0001893	PCFQ01000079.1 g1461 [Chlorella sp. A99]	PRW20210.1 Phosducin 3 [Chlorella sorokiniana]
OG0001894	PCFQ01000001.1 g961 [Chlorella sp. A99]	PRW45663.1 MKI67 FHA domain-interacting nucleolar phospho [Chlorella sorokiniana]
OG0001895	PCFQ01000078.1 g2214 [Chlorella sp. A99]	PRW59909.1 N-acetyl-gamma-glutamyl-phosphate reductase [Chlorella sorokiniana]
OG0001896	PCFQ01000078.1 g2207 [Chlorella sp. A99]	PRW59639.1 calnexin-like protein 1-like [Chlorella sorokiniana]
OG0001897	PCFQ01000078.1 g2175 [Chlorella sp. A99]	PRW59731.1 SPX and EXS domain-containing 1-like isoform X1 [Chlorella sorokiniana]
OG0001900	PCFQ01000078.1 g2205 [Chlorella sp. A99]	PRW59790.1 ubiquitin fusion degradation 1-like protein isoform X1 [Chlorella sorokiniana]
OG0001902	PCFQ01000078.1 g2216 [Chlorella sp. A99]	PRW59947.1 tRNA-splicing ligase-like protein [Chlorella sorokiniana]
OG0001904	PCFQ01000078.1 g2217 [Chlorella sp. A99]	PRW59732.1 putative aarF domain-containing kinase 1 [Chlorella sorokiniana]
OG0001906	PCFQ01000078.1 g2206 [Chlorella sp. A99]	PRW60069.1 spermidine synthase [Chlorella sorokiniana]
OG0001907	PCFQ01000042.1 g747 [Chlorella sp. A99]	PRW60054.1 Histone acetyltransferase GCN5 [Chlorella sorokiniana]
OG0001909	PCFQ01000078.1 g2018 [Chlorella sp. A99]	PRW60183.1 DNA repair helicase UVH6 [Chlorella sorokiniana]
OG0001911	PCFQ01000078.1 g2035 [Chlorella sp. A99]	PRW59871.1 GDP-Man_Man_3_ c_2_-PP-Dol alpha-1_2-mannosyltransferase [Chlorella sorokiniana]
OG0001912	PCFQ01000058.1 g211 [Chlorella sp. A99], PCFQ01000058.1 g212 [Chlorella sp. A99]	PRW32480.1 structural maintenance of chromosomes 1 [Chlorella sorokiniana]
OG0001913	PCFQ01000003.1 g1058 [Chlorella sp. A99]	PRW33163.1 vacuolar sorting-associated 35B-like [Chlorella sorokiniana]
OG0001914	PCFQ01000005.1 g807 [Chlorella sp. A99]	PRW50889.1 cactin isoform B [Chlorella sorokiniana], PRW50888.1 cactin isoform A [Chlorella sorokiniana]
OG0001915	PCFQ01000037.1 g2493 [Chlorella sp. A99]	PRW44422.1 E3 ubiquitin- ligase HERC2 [Chlorella sorokiniana]
OG0001916	PCFQ01000005.1 g854 [Chlorella sp. A99]	PRW50848.1 DNA repair [Chlorella sorokiniana]
OG0001917	PCFQ01000081.1 g1643 [Chlorella sp. A99]	PRW20828.1 hypothetical protein C2E21_8674 [Chlorella sorokiniana]
OG0001918	PCFQ01000058.1 g202 [Chlorella sp. A99]	PRW32585.1 acetylornithine mitochondrial-like [Chlorella sorokiniana]
OG0001919	PCFQ01000058.1 g237 [Chlorella sp. A99]	PRW58508.1 acetolactate synthase small subunit chloroplastic-like [Chlorella sorokiniana]
OG0001920	PCFQ01000058.1 g248 [Chlorella sp. A99]	PRW58227.1 peptidyl-prolyl cis-trans isomerase CYP57 [Chlorella sorokiniana]
OG0001921	PCFQ01000003.1 g1068 [Chlorella sp. A99]	PRW33172.1 V-type proton ATPase subunit d2 [Chlorella sorokiniana]
OG0001922	PCFQ01000081.1 g1632 [Chlorella sp. A99]	PRW20787.1 kinesin-like calmodulin-binding [Chlorella sorokiniana]
OG0001923	PCFQ01000058.1 g119 [Chlorella sp. A99]	PRW58168.1 DEAD-box ATP-dependent RNA helicase 42 [Chlorella sorokiniana]
OG0001924	PCFQ01000058.1 g105 [Chlorella sp. A99]	PRW58199.1 acetyl- carboxylase 1-like isoform B [Chlorella sorokiniana], PRW58200.1 acetyl- carboxylase 1-like isoform A [Chlorella sorokiniana]
OG0001925	PCFQ01000004.1 g2642 [Chlorella sp. A99]	PRW59132.1 ATP-citrate lyase A-1 [Chlorella sorokiniana]
OG0001928	PCFQ01000058.1 g257 [Chlorella sp. A99]	PRW58502.1 arogenate prephenate dehydrogenase [Chlorella sorokiniana]
OG0001929	PCFQ01000003.1 g1043 [Chlorella sp. A99]	PRW33224.1 flagellar associated isoform A [Chlorella sorokiniana], PRW33223.1 flagellar associated isoform B [Chlorella sorokiniana]
OG0001930	PCFQ01000003.1 g1042 [Chlorella sp. A99]	PRW33222.1 coatomer subunit delta-like isoform A [Chlorella sorokiniana], PRW33221.1 coatomer subunit delta-like isoform B [Chlorella sorokiniana]
OG0001933	PCFQ01000011.1 g2742 [Chlorella sp. A99]	PRW60932.1 kinase Yak1 [Chlorella sorokiniana]
OG0001934	PCFQ01000002.1 g668 [Chlorella sp. A99]	PRW20195.1 RCC2-like protein [Chlorella sorokiniana]
OG0001935	PCFQ01000008.1 g1171 [Chlorella sp. A99]	PRW56586.1 NADH dehydrogenase [ubiquinone] iron-sulfur mitochondrial [Chlorella sorokiniana]
OG0001936	PCFQ01000002.1 g731 [Chlorella sp. A99]	PRW20552.1 mitochondrial phosphate carrier mitochondrial-like [Chlorella sorokiniana]
OG0001937	PCFQ01000058.1 g24 [Chlorella sp. A99]	PRW58527.1 serine threonine- kinase RIO1-like [Chlorella sorokiniana]
OG0001938	PCFQ01000002.1 g735 [Chlorella sp. A99]	PRW20484.1 exosome complex component RRP41-like protein isoform B [Chlorella sorokiniana], PRW20485.1 exosome complex component RRP41-like protein isoform A [Chlorella sorokiniana]
OG0001941	PCFQ01000058.1 g28 [Chlorella sp. A99]	PRW58450.1 isoleucine--tRNA cytoplasmic isoform A [Chlorella sorokiniana], PRW58449.1 isoleucine--tRNA cytoplasmic isoform B [Chlorella sorokiniana]
OG0001942	PCFQ01000058.1 g30 [Chlorella sp. A99]	PRW58238.1 Cysteine synthase 2 [Chlorella sorokiniana]
OG0001943	PCFQ01000058.1 g23 [Chlorella sp. A99]	PRW58267.1 Eukaryotic peptide chain release factor subunit 1-3 [Chlorella sorokiniana]
OG0001944	PCFQ01000058.1 g25 [Chlorella sp. A99]	PRW58513.1 DNA _cytosine-5_-methyltransferase 1-like [Chlorella sorokiniana]
OG0001945	PCFQ01000058.1 g67 [Chlorella sp. A99]	PRW58109.1 pachytene checkpoint 2-like protein [Chlorella sorokiniana]
OG0001946	PCFQ01000058.1 g46 [Chlorella sp. A99]	PRW58190.1 coatomer subunit epsilon-1-like [Chlorella sorokiniana]
OG0001947	PCFQ01000058.1 g70 [Chlorella sp. A99]	PRW58550.1 leucine--tRNA mitochondrial [Chlorella sorokiniana]
OG0001948	PCFQ01000058.1 g32 [Chlorella sp. A99]	PRW58224.1 bem46 [Chlorella sorokiniana]
OG0001950	PCFQ01000058.1 g18 [Chlorella sp. A99]	PRW58459.1 putative tRNA_His_ guanylyltransferase [Chlorella sorokiniana]
OG0001951	PCFQ01000008.1 g1147 [Chlorella sp. A99]	PRW56629.1 40S ribosomal S18 [Chlorella sorokiniana]
OG0001952	PCFQ01000008.1 g1149 [Chlorella sp. A99]	PRW56886.1 putative 26S proteasome non-ATPase regulatory subunit 3 [Chlorella sorokiniana]
OG0001955	PCFQ01000015.1 g2963 [Chlorella sp. A99]	PRW33821.1 putative aspartyl aminopeptidase [Chlorella sorokiniana]
OG0001956	PCFQ01000011.1 g2807 [Chlorella sp. A99]	PRW56256.1 glycyl-tRNA synthetase [Chlorella sorokiniana]
OG0001960	PCFQ01000082.1 g612 [Chlorella sp. A99]	PRW20323.1 spliceosome nuclear pre-mRNA splicing factor [Chlorella sorokiniana]
OG0001961	PCFQ01000077.1 g1758 [Chlorella sp. A99]	PRW56476.1 Glycine-tRNA ligase chloroplastic mitochondrial [Chlorella sorokiniana]
OG0001963	PCFQ01000077.1 g1749 [Chlorella sp. A99]	PRW56486.1 K_+_ efflux antiporter 4-like [Chlorella sorokiniana]
OG0001965	PCFQ01000078.1 g2157 [Chlorella sp. A99]	PRW59742.1 acyl-coenzyme A oxidase peroxisomal isoform A [Chlorella sorokiniana], PRW59741.1 acyl-coenzyme A oxidase peroxisomal isoform B [Chlorella sorokiniana]
OG0001967	PCFQ01000015.1 g3062 [Chlorella sp. A99]	PRW33918.1 40S ribosomal S15 [Chlorella sorokiniana]
OG0001968	PCFQ01000011.1 g2883 [Chlorella sp. A99]	PRW56340.1 phophatdylinositol 4-kinase [Chlorella sorokiniana]
OG0001969	PCFQ01000082.1 g520 [Chlorella sp. A99]	PRW58057.1 Cytosolic Fe-S cluster assembly factor NBP35 [Chlorella sorokiniana]
OG0001970	PCFQ01000078.1 g2161 [Chlorella sp. A99]	PRW59814.1 Ribosome-associated GTPase [Chlorella sorokiniana]
OG0001972	PCFQ01000011.1 g2922 [Chlorella sp. A99]	PRW56052.1 starch branching enzyme [Chlorella sorokiniana]
OG0001973	PCFQ01000011.1 g2926 [Chlorella sp. A99]	PRW55993.1 4-hydroxyphenylpyruvate dioxygenase [Chlorella sorokiniana]
OG0001974	PCFQ01000078.1 g2159 [Chlorella sp. A99]	PRW60121.1 Diacylglycerol O-acyltransferase 1 [Chlorella sorokiniana]
OG0001975	PCFQ01000078.1 g2153 [Chlorella sp. A99]	PRW60019.1 protoporphyrin IX magnesium chelatase [Chlorella sorokiniana], PRW59510.1 hypothetical protein C2E21_1634 [Chlorella sorokiniana]
OG0001976	PCFQ01000037.1 g2525 [Chlorella sp. A99]	PRW44286.1 lactoylglutathione lyase isoform X2 [Chlorella sorokiniana]
OG0001977	PCFQ01000009.1 g1726 [Chlorella sp. A99]	PRW45348.1 hypothetical protein C2E21_6098 [Chlorella sorokiniana]
OG0001979	PCFQ01000011.1 g2798 [Chlorella sp. A99]	PRW56410.1 putative nucleolar 5-2 [Chlorella sorokiniana]
OG0001980	PCFQ01000078.1 g2126 [Chlorella sp. A99]	PRW59579.1 V-type proton ATPase subunit H-like [Chlorella sorokiniana]
OG0001981	PCFQ01000078.1 g2142 [Chlorella sp. A99]	PRW59559.1 chloroplast stem-loop-binding [Chlorella sorokiniana]
OG0001982	PCFQ01000008.1 g1128 [Chlorella sp. A99]	PRW05854.1 methylase [Chlorella sorokiniana]
OG0001983	PCFQ01000040.1 g2304 [Chlorella sp. A99]	PRW58843.1 PHD-finger family homeodomain [Chlorella sorokiniana]
OG0001984	PCFQ01000077.1 g1746 [Chlorella sp. A99]	PRW05867.1 Monoglyceride lipase [Chlorella sorokiniana]
OG0001985	PCFQ01000079.1 g1420 [Chlorella sp. A99]	PRW32618.1 sodium- and chloride-dependent glycine transporter 1 isoform X4 [Chlorella sorokiniana], PRW39104.1 restriction endonuclease subunit M [Chlorella sorokiniana]
OG0001986	PCFQ01000079.1 g1401 [Chlorella sp. A99]	PRW21022.1 Mitogen-activated kinase 17 [Chlorella sorokiniana]
OG0001987	PCFQ01000002.1 g660 [Chlorella sp. A99]	PRW58491.1 phospholipase A I isoform X1 isoform B [Chlorella sorokiniana], PRW58490.1 phospholipase A I isoform X1 isoform A [Chlorella sorokiniana]
OG0001988	PCFQ01000006.1 g3159 [Chlorella sp. A99]	PRW18406.1 AIG2 [Chlorella sorokiniana]
OG0001990	PCFQ01000006.1 g3171 [Chlorella sp. A99]	PRW18324.1 H ACA ribonucleo complex subunit 2 [Chlorella sorokiniana]
OG0001992	PCFQ01000058.1 g265 [Chlorella sp. A99]	PRW32613.1 putative aarF domain-containing kinase chloroplastic isoform A [Chlorella sorokiniana], PRW32612.1 putative aarF domain-containing kinase chloroplastic isoform B [Chlorella sorokiniana]
OG0001993	PCFQ01000037.1 g2360 [Chlorella sp. A99]	PRW58919.1 bifunctional riboflavin kinase FMN phosphatase-like [Chlorella sorokiniana]
OG0001994	PCFQ01000015.1 g2984 [Chlorella sp. A99]	PRW60658.1 Adenosine deaminase [Chlorella sorokiniana], PRW34001.1 adenosine deaminase [Chlorella sorokiniana]
OG0001995	PCFQ01000075.1 g1944 [Chlorella sp. A99]	PRW61305.1 Serine threonine- kinase 36 [Chlorella sorokiniana]
OG0001996	PCFQ01000006.1 g3164 [Chlorella sp. A99]	PRW18292.1 1-deoxy-D-xylulose 5-phosphate reductoisomerase [Chlorella sorokiniana]
OG0001997	PCFQ01000058.1 g220 [Chlorella sp. A99]	PRW58349.1 SM Sec1-family [Chlorella sorokiniana]
OG0002000	PCFQ01000058.1 g226 [Chlorella sp. A99]	PRW58480.1 imidazole glycerol phosphate synthase chloroplastic [Chlorella sorokiniana]
OG0002001	PCFQ01000006.1 g3169 [Chlorella sp. A99]	PRW18402.1 LIMR family protein [Chlorella sorokiniana]
OG0002002	PCFQ01000006.1 g3173 [Chlorella sp. A99]	PRW18394.1 ABC transporter G family member 7 [Chlorella sorokiniana]
OG0002003	PCFQ01000006.1 g3183 [Chlorella sp. A99]	PRW18417.1 XAP5 CIRCADIAN TIMEKEEPER [Chlorella sorokiniana]
OG0002004	PCFQ01000006.1 g3188 [Chlorella sp. A99]	PRW18360.1 Qb-SNARE Bos1 Membrin family [Chlorella sorokiniana]
OG0002005	PCFQ01000081.1 g1589 [Chlorella sp. A99]	PRW57467.1 zinc finger CCCH domain-containing 1 [Chlorella sorokiniana]
OG0002006	PCFQ01000081.1 g1539 [Chlorella sp. A99]	PRW57333.1 chlorophyll a b-binding apo CP26 precursor [Chlorella sorokiniana]
OG0002007	PCFQ01000009.1 g1700 [Chlorella sp. A99]	PRW57409.1 Exportin-2 [Chlorella sorokiniana]
OG0002008	PCFQ01000081.1 g1590 [Chlorella sp. A99]	PRW57170.1 chaperone dnaJ 6 [Chlorella sorokiniana]
OG0002009	PCFQ01000004.1 g2680 [Chlorella sp. A99], PCFQ01000081.1 g1583 [Chlorella sp. A99]	PRW57049.1 ATP synthase subunit mitochondrial [Chlorella sorokiniana]
OG0002011	PCFQ01000009.1 g1670 [Chlorella sp. A99]	PRW57305.1 vacuolar ATP synthase subunit B [Chlorella sorokiniana]
OG0002012	PCFQ01000078.1 g2156 [Chlorella sp. A99]	PRW56972.1 Diacylglycerol O-acyltransferase 1 [Chlorella sorokiniana]
OG0002013	PCFQ01000081.1 g1588 [Chlorella sp. A99]	PRW57111.1 SCO1-like protein mitochondrial [Chlorella sorokiniana]
