Orthogroup	Chlorella_A99	Chlorella_VariabilisNC64A
OG0001272	PCFQ01000015.1 g2957 [Chlorella sp. A99]	XP_005848212.1 hypothetical protein CHLNCDRAFT_144708 [Chlorella variabilis], XP_005848567.1 expressed protein [Chlorella variabilis]
OG0001273	PCFQ01000015.1 g2998 [Chlorella sp. A99]	XP_005845882.1 hypothetical protein CHLNCDRAFT_58448 [Chlorella variabilis], XP_005846503.1 hypothetical protein CHLNCDRAFT_135726 [Chlorella variabilis], XP_005846502.1 hypothetical protein CHLNCDRAFT_36103 [Chlorella variabilis]
OG0001274	PCFQ01000006.1 g3145 [Chlorella sp. A99]	XP_005850556.1 hypothetical protein CHLNCDRAFT_19853_ partial [Chlorella variabilis]
OG0001275	PCFQ01000006.1 g3191 [Chlorella sp. A99]	XP_005842731.1 hypothetical protein CHLNCDRAFT_145641 [Chlorella variabilis], XP_005850787.1 hypothetical protein CHLNCDRAFT_140292 [Chlorella variabilis], XP_005850789.1 hypothetical protein CHLNCDRAFT_140298 [Chlorella variabilis], XP_005842732.1 hypothetical protein CHLNCDRAFT_145644_ partial [Chlorella variabilis]
OG0001276	PCFQ01000006.1 g3230 [Chlorella sp. A99]	XP_005844998.1 hypothetical protein CHLNCDRAFT_138439 [Chlorella variabilis]
OG0001306	PCFQ01000037.1 g2519 [Chlorella sp. A99]	XP_005847981.1 hypothetical protein CHLNCDRAFT_145486 [Chlorella variabilis], XP_005847085.1 hypothetical protein CHLNCDRAFT_134776 [Chlorella variabilis]
OG0001307	PCFQ01000015.1 g3080 [Chlorella sp. A99]	XP_005849409.1 hypothetical protein CHLNCDRAFT_143921 [Chlorella variabilis], XP_005849410.1 hypothetical protein CHLNCDRAFT_143922 [Chlorella variabilis]
OG0001309	PCFQ01000002.1 g669 [Chlorella sp. A99]	XP_005846908.1 hypothetical protein CHLNCDRAFT_134789_ partial [Chlorella variabilis]
OG0001310	PCFQ01000015.1 g3078 [Chlorella sp. A99]	XP_005849411.1 hypothetical protein CHLNCDRAFT_143924 [Chlorella variabilis]
OG0001311	PCFQ01000013.1 g3364 [Chlorella sp. A99]	XP_005846912.1 hypothetical protein CHLNCDRAFT_35777 [Chlorella variabilis]
OG0001312	PCFQ01000046.1 g1875 [Chlorella sp. A99]	XP_005843854.1 hypothetical protein CHLNCDRAFT_27642 [Chlorella variabilis]
OG0001313	PCFQ01000079.1 g1297 [Chlorella sp. A99]	XP_005846900.1 hypothetical protein CHLNCDRAFT_52755 [Chlorella variabilis]
OG0001315	PCFQ01000079.1 g1358 [Chlorella sp. A99]	XP_005842796.1 hypothetical protein CHLNCDRAFT_142650 [Chlorella variabilis]
OG0001316	PCFQ01000079.1 g1335 [Chlorella sp. A99]	XP_005845703.1 hypothetical protein CHLNCDRAFT_58555 [Chlorella variabilis]
OG0001318	PCFQ01000020.1 g886 [Chlorella sp. A99]	XP_005848322.1 hypothetical protein CHLNCDRAFT_30844 [Chlorella variabilis]
OG0001319	PCFQ01000011.1 g2839 [Chlorella sp. A99]	XP_005850719.1 hypothetical protein CHLNCDRAFT_56965 [Chlorella variabilis]
OG0001320	PCFQ01000079.1 g1342 [Chlorella sp. A99]	XP_005845683.1 hypothetical protein CHLNCDRAFT_8099_ partial [Chlorella variabilis]
OG0001322	PCFQ01000079.1 g1334 [Chlorella sp. A99]	XP_005845602.1 hypothetical protein CHLNCDRAFT_25736_ partial [Chlorella variabilis]
OG0001325	PCFQ01000079.1 g1282 [Chlorella sp. A99]	XP_005844274.1 hypothetical protein CHLNCDRAFT_32696 [Chlorella variabilis]
OG0001328	PCFQ01000079.1 g1479 [Chlorella sp. A99]	XP_005844082.1 hypothetical protein CHLNCDRAFT_56342 [Chlorella variabilis]
OG0001329	PCFQ01000058.1 g34 [Chlorella sp. A99]	XP_005851068.1 hypothetical protein CHLNCDRAFT_14696_ partial [Chlorella variabilis]
OG0001330	PCFQ01000002.1 g641 [Chlorella sp. A99]	XP_005843354.1 hypothetical protein CHLNCDRAFT_33194 [Chlorella variabilis]
OG0001332	PCFQ01000037.1 g2379 [Chlorella sp. A99]	XP_005849793.1 hypothetical protein CHLNCDRAFT_57223 [Chlorella variabilis]
OG0001333	PCFQ01000025.1 g2568 [Chlorella sp. A99], PCFQ01000005.1 g798 [Chlorella sp. A99]	XP_005848725.1 hypothetical protein CHLNCDRAFT_57521 [Chlorella variabilis]
OG0001337	PCFQ01000005.1 g797 [Chlorella sp. A99]	XP_005848930.1 hypothetical protein CHLNCDRAFT_51602 [Chlorella variabilis]
OG0001338	PCFQ01000005.1 g801 [Chlorella sp. A99]	XP_005848731.1 hypothetical protein CHLNCDRAFT_144412 [Chlorella variabilis]
OG0001341	PCFQ01000007.1 g1192 [Chlorella sp. A99]	XP_005847940.1 hypothetical protein CHLNCDRAFT_52074 [Chlorella variabilis]
OG0001342	PCFQ01000015.1 g2950 [Chlorella sp. A99]	XP_005849334.1 hypothetical protein CHLNCDRAFT_143718 [Chlorella variabilis]
OG0001343	PCFQ01000004.1 g2654 [Chlorella sp. A99]	XP_005849911.1 hypothetical protein CHLNCDRAFT_21002 [Chlorella variabilis]
OG0001344	PCFQ01000005.1 g847 [Chlorella sp. A99]	XP_005848636.1 hypothetical protein CHLNCDRAFT_144173 [Chlorella variabilis]
OG0001345	PCFQ01000010.1 g308 [Chlorella sp. A99]	XP_005845209.1 hypothetical protein CHLNCDRAFT_10750_ partial [Chlorella variabilis]
OG0001349	PCFQ01000079.1 g1385 [Chlorella sp. A99]	XP_005848828.1 hypothetical protein CHLNCDRAFT_57473 [Chlorella variabilis]
OG0001350	PCFQ01000013.1 g3268 [Chlorella sp. A99]	XP_005851680.1 hypothetical protein CHLNCDRAFT_29144 [Chlorella variabilis]
OG0001351	PCFQ01000037.1 g2522 [Chlorella sp. A99]	XP_005847302.1 hypothetical protein CHLNCDRAFT_134414 [Chlorella variabilis]
OG0001353	PCFQ01000001.1 g973 [Chlorella sp. A99]	XP_005846771.1 hypothetical protein CHLNCDRAFT_52990 [Chlorella variabilis]
OG0001355	PCFQ01000037.1 g2354 [Chlorella sp. A99]	XP_005851798.1 hypothetical protein CHLNCDRAFT_133240 [Chlorella variabilis], XP_005843247.1 hypothetical protein CHLNCDRAFT_55316 [Chlorella variabilis]
OG0001356	PCFQ01000018.1 g405 [Chlorella sp. A99]	XP_005851938.1 hypothetical protein CHLNCDRAFT_133597 [Chlorella variabilis]
OG0001357	PCFQ01000009.1 g1712 [Chlorella sp. A99]	XP_005845138.1 hypothetical protein CHLNCDRAFT_53990 [Chlorella variabilis], XP_005848630.1 hypothetical protein CHLNCDRAFT_144153 [Chlorella variabilis]
OG0001358	PCFQ01000013.1 g3264 [Chlorella sp. A99]	XP_005852008.1 hypothetical protein CHLNCDRAFT_56440 [Chlorella variabilis]
OG0001359	PCFQ01000037.1 g2469 [Chlorella sp. A99]	XP_005847448.1 hypothetical protein CHLNCDRAFT_134358 [Chlorella variabilis]
OG0001360	PCFQ01000004.1 g2671 [Chlorella sp. A99]	XP_005849861.1 hypothetical protein CHLNCDRAFT_143054 [Chlorella variabilis]
OG0001363	PCFQ01000015.1 g3070 [Chlorella sp. A99]	XP_005849404.1 hypothetical protein CHLNCDRAFT_34933 [Chlorella variabilis]
OG0001364	PCFQ01000078.1 g2033 [Chlorella sp. A99]	XP_005846506.1 hypothetical protein CHLNCDRAFT_135735 [Chlorella variabilis]
OG0001368	PCFQ01000081.1 g1573 [Chlorella sp. A99]	XP_005847184.1 hypothetical protein CHLNCDRAFT_134974 [Chlorella variabilis]
OG0001370	PCFQ01000011.1 g2761 [Chlorella sp. A99]	XP_005843617.1 hypothetical protein CHLNCDRAFT_27963 [Chlorella variabilis]
OG0001372	PCFQ01000018.1 g478 [Chlorella sp. A99]	XP_005843961.1 hypothetical protein CHLNCDRAFT_32938 [Chlorella variabilis]
OG0001373	PCFQ01000011.1 g2765 [Chlorella sp. A99]	XP_005843625.1 hypothetical protein CHLNCDRAFT_59232 [Chlorella variabilis]
OG0001374	PCFQ01000011.1 g2755 [Chlorella sp. A99]	XP_005843622.1 hypothetical protein CHLNCDRAFT_49235 [Chlorella variabilis]
OG0001375	PCFQ01000081.1 g1561 [Chlorella sp. A99]	XP_005847170.1 hypothetical protein CHLNCDRAFT_23906 [Chlorella variabilis]
OG0001376	PCFQ01000013.1 g3373 [Chlorella sp. A99]	XP_005852078.1 expressed protein [Chlorella variabilis]
OG0001378	PCFQ01000011.1 g2768 [Chlorella sp. A99]	XP_005843575.1 hypothetical protein CHLNCDRAFT_140223 [Chlorella variabilis]
OG0001379	PCFQ01000001.1 g988 [Chlorella sp. A99]	XP_005845901.1 hypothetical protein CHLNCDRAFT_136485 [Chlorella variabilis]
OG0001380	PCFQ01000011.1 g2875 [Chlorella sp. A99]	XP_005850964.1 hypothetical protein CHLNCDRAFT_140737 [Chlorella variabilis]
OG0001381	PCFQ01000075.1 g1922 [Chlorella sp. A99]	XP_005844407.1 argininosuccinate lyase [Chlorella variabilis]
OG0001382	PCFQ01000008.1 g1153 [Chlorella sp. A99]	XP_005843626.1 hypothetical protein CHLNCDRAFT_59234 [Chlorella variabilis]
OG0001383	PCFQ01000079.1 g1304 [Chlorella sp. A99]	XP_005842570.1 hypothetical protein CHLNCDRAFT_55891_ partial [Chlorella variabilis], XP_005843581.1 hypothetical protein CHLNCDRAFT_56398 [Chlorella variabilis]
OG0001385	PCFQ01000058.1 g95 [Chlorella sp. A99]	XP_005844342.1 hypothetical protein CHLNCDRAFT_26891 [Chlorella variabilis]
OG0001386	PCFQ01000015.1 g3010 [Chlorella sp. A99]	XP_005849104.1 hypothetical protein CHLNCDRAFT_21734 [Chlorella variabilis]
OG0001390	PCFQ01000007.1 g1221 [Chlorella sp. A99]	XP_005848117.1 hypothetical protein CHLNCDRAFT_145421 [Chlorella variabilis]
OG0001392	PCFQ01000015.1 g2970 [Chlorella sp. A99]	XP_005849304.1 hypothetical protein CHLNCDRAFT_143625 [Chlorella variabilis]
OG0001393	PCFQ01000001.1 g953 [Chlorella sp. A99]	XP_005846625.1 hypothetical protein CHLNCDRAFT_9747_ partial [Chlorella variabilis]
OG0001394	PCFQ01000037.1 g2449 [Chlorella sp. A99]	XP_005851419.1 hypothetical protein CHLNCDRAFT_49839 [Chlorella variabilis]
OG0001395	PCFQ01000058.1 g209 [Chlorella sp. A99]	XP_005851592.1 hypothetical protein CHLNCDRAFT_19065 [Chlorella variabilis]
OG0001396	PCFQ01000007.1 g1212 [Chlorella sp. A99]	XP_005848078.1 hypothetical protein CHLNCDRAFT_57727 [Chlorella variabilis]
OG0001397	PCFQ01000078.1 g1991 [Chlorella sp. A99]	XP_005846379.1 hypothetical protein CHLNCDRAFT_24755_ partial [Chlorella variabilis]
OG0001398	PCFQ01000037.1 g2407 [Chlorella sp. A99]	XP_005849717.1 hypothetical protein CHLNCDRAFT_34562 [Chlorella variabilis]
OG0001400	PCFQ01000078.1 g2177 [Chlorella sp. A99]	XP_005843813.1 hypothetical protein CHLNCDRAFT_12853_ partial [Chlorella variabilis]
OG0001403	PCFQ01000079.1 g1261 [Chlorella sp. A99]	XP_005844284.1 hypothetical protein CHLNCDRAFT_37045 [Chlorella variabilis]
OG0001406	PCFQ01000011.1 g2843 [Chlorella sp. A99]	XP_005851025.1 hypothetical protein CHLNCDRAFT_56983 [Chlorella variabilis]
OG0001407	PCFQ01000011.1 g2840 [Chlorella sp. A99]	XP_005851000.1 expressed protein [Chlorella variabilis], XP_005851001.1 hypothetical protein CHLNCDRAFT_140833 [Chlorella variabilis]
OG0001408	PCFQ01000010.1 g389 [Chlorella sp. A99]	XP_005844747.1 hypothetical protein CHLNCDRAFT_56301 [Chlorella variabilis]
OG0001411	PCFQ01000079.1 g1486 [Chlorella sp. A99]	XP_005848264.1 hypothetical protein CHLNCDRAFT_22355 [Chlorella variabilis]
OG0001414	PCFQ01000019.1 g1809 [Chlorella sp. A99]	XP_005848239.1 hypothetical protein CHLNCDRAFT_35065 [Chlorella variabilis], XP_005848240.1 hypothetical protein CHLNCDRAFT_35071 [Chlorella variabilis]
OG0001415	PCFQ01000013.1 g3300 [Chlorella sp. A99]	XP_005852110.1 hypothetical protein CHLNCDRAFT_133176 [Chlorella variabilis]
OG0001417	PCFQ01000019.1 g1795 [Chlorella sp. A99]	XP_005848359.1 hypothetical protein CHLNCDRAFT_59660 [Chlorella variabilis]
OG0001418	PCFQ01000006.1 g3142 [Chlorella sp. A99]	XP_005848299.1 hypothetical protein CHLNCDRAFT_59654 [Chlorella variabilis]
OG0001419	PCFQ01000020.1 g916 [Chlorella sp. A99]	XP_005848556.1 hypothetical protein CHLNCDRAFT_22513 [Chlorella variabilis]
OG0001420	PCFQ01000018.1 g428 [Chlorella sp. A99]	XP_005851832.1 hypothetical protein CHLNCDRAFT_133322 [Chlorella variabilis]
OG0001422	PCFQ01000018.1 g457 [Chlorella sp. A99]	XP_005852150.1 hypothetical protein CHLNCDRAFT_133281 [Chlorella variabilis]
OG0001424	PCFQ01000019.1 g1796 [Chlorella sp. A99]	XP_005848357.1 hypothetical protein CHLNCDRAFT_22496 [Chlorella variabilis]
OG0001425	PCFQ01000019.1 g1818 [Chlorella sp. A99]	XP_005848403.1 hypothetical protein CHLNCDRAFT_11586_ partial [Chlorella variabilis]
OG0001426	PCFQ01000079.1 g1267 [Chlorella sp. A99]	XP_005844348.1 hypothetical protein CHLNCDRAFT_58930 [Chlorella variabilis]
OG0001427	PCFQ01000079.1 g1494 [Chlorella sp. A99]	XP_005848496.1 hypothetical protein CHLNCDRAFT_51859 [Chlorella variabilis]
OG0001428	PCFQ01000078.1 g2168 [Chlorella sp. A99]	XP_005845307.1 hypothetical protein CHLNCDRAFT_137054 [Chlorella variabilis]
OG0001435	PCFQ01000058.1 g232 [Chlorella sp. A99]	XP_005851282.1 hypothetical protein CHLNCDRAFT_48488 [Chlorella variabilis]
OG0001436	PCFQ01000058.1 g231 [Chlorella sp. A99]	XP_005851336.1 hypothetical protein CHLNCDRAFT_138218 [Chlorella variabilis]
OG0001437	PCFQ01000081.1 g1651 [Chlorella sp. A99]	XP_005847990.1 hypothetical protein CHLNCDRAFT_31033 [Chlorella variabilis]
OG0001438	PCFQ01000078.1 g2022 [Chlorella sp. A99]	XP_005843845.1 hypothetical protein CHLNCDRAFT_54812 [Chlorella variabilis]
OG0001439	PCFQ01000078.1 g2021 [Chlorella sp. A99]	XP_005846346.1 hypothetical protein CHLNCDRAFT_135773 [Chlorella variabilis]
OG0001441	PCFQ01000058.1 g228 [Chlorella sp. A99]	XP_005851334.1 hypothetical protein CHLNCDRAFT_138211 [Chlorella variabilis]
OG0001443	PCFQ01000077.1 g1747 [Chlorella sp. A99]	XP_005849986.1 hypothetical protein CHLNCDRAFT_50526 [Chlorella variabilis]
OG0001445	PCFQ01000003.1 g1049 [Chlorella sp. A99]	XP_005843270.1 hypothetical protein CHLNCDRAFT_55283 [Chlorella variabilis]
OG0001446	PCFQ01000058.1 g258 [Chlorella sp. A99]	XP_005851298.1 hypothetical protein CHLNCDRAFT_33921 [Chlorella variabilis]
OG0001447	PCFQ01000058.1 g268 [Chlorella sp. A99]	XP_005846705.1 hypothetical protein CHLNCDRAFT_35889 [Chlorella variabilis]
OG0001449	PCFQ01000008.1 g1140 [Chlorella sp. A99]	XP_005850122.1 expressed protein [Chlorella variabilis], XP_005850366.1 expressed protein [Chlorella variabilis]
OG0001450	PCFQ01000002.1 g665 [Chlorella sp. A99]	XP_005844015.1 hypothetical protein CHLNCDRAFT_37115 [Chlorella variabilis]
OG0001451	PCFQ01000058.1 g17 [Chlorella sp. A99]	XP_005851121.1 hypothetical protein CHLNCDRAFT_19114 [Chlorella variabilis]
OG0001452	PCFQ01000058.1 g69 [Chlorella sp. A99]	XP_005851159.1 hypothetical protein CHLNCDRAFT_29501 [Chlorella variabilis]
OG0001453	PCFQ01000058.1 g72 [Chlorella sp. A99]	XP_005851438.1 expressed protein [Chlorella variabilis]
OG0001455	PCFQ01000015.1 g2968 [Chlorella sp. A99]	XP_005849069.1 hypothetical protein CHLNCDRAFT_51247 [Chlorella variabilis]
OG0001456	PCFQ01000001.1 g1016 [Chlorella sp. A99]	XP_005845731.1 hypothetical protein CHLNCDRAFT_136322 [Chlorella variabilis]
OG0001458	PCFQ01000082.1 g501 [Chlorella sp. A99]	XP_005847786.1 hypothetical protein CHLNCDRAFT_133936 [Chlorella variabilis]
OG0001460	PCFQ01000015.1 g2966 [Chlorella sp. A99]	XP_005849260.1 hypothetical protein CHLNCDRAFT_143518 [Chlorella variabilis]
OG0001461	PCFQ01000082.1 g509 [Chlorella sp. A99]	XP_005847733.1 hypothetical protein CHLNCDRAFT_133797 [Chlorella variabilis]
OG0001465	PCFQ01000005.1 g771 [Chlorella sp. A99]	XP_005848956.1 hypothetical protein CHLNCDRAFT_22067 [Chlorella variabilis]
OG0001466	PCFQ01000015.1 g2997 [Chlorella sp. A99]	XP_005849367.1 hypothetical protein CHLNCDRAFT_143829 [Chlorella variabilis]
OG0001470	PCFQ01000023.1 g2227 [Chlorella sp. A99]	XP_005843842.1 hypothetical protein CHLNCDRAFT_59172 [Chlorella variabilis]
OG0001473	PCFQ01000079.1 g1246 [Chlorella sp. A99]	XP_005844309.1 hypothetical protein CHLNCDRAFT_59761 [Chlorella variabilis]
OG0001474	PCFQ01000002.1 g635 [Chlorella sp. A99]	XP_005847827.1 hypothetical protein CHLNCDRAFT_134045 [Chlorella variabilis]
OG0001474	PCFQ01000006.1 g3174 [Chlorella sp. A99]	XP_005850801.1 hypothetical protein CHLNCDRAFT_140327 [Chlorella variabilis]
OG0001475	PCFQ01000018.1 g415 [Chlorella sp. A99]	XP_005844172.1 hypothetical protein CHLNCDRAFT_139318 [Chlorella variabilis]
OG0001476	PCFQ01000058.1 g241 [Chlorella sp. A99]	XP_005843038.1 hypothetical protein CHLNCDRAFT_141588 [Chlorella variabilis]
OG0001478	PCFQ01000006.1 g3170 [Chlorella sp. A99]	XP_005850797.1 hypothetical protein CHLNCDRAFT_34008 [Chlorella variabilis]
OG0001479	PCFQ01000037.1 g2356 [Chlorella sp. A99]	XP_005849752.1 hypothetical protein CHLNCDRAFT_9428_ partial [Chlorella variabilis], XP_005849483.1 hypothetical protein CHLNCDRAFT_34612 [Chlorella variabilis]
OG0001481	PCFQ01000006.1 g3186 [Chlorella sp. A99]	XP_005852272.1 hypothetical protein CHLNCDRAFT_59551 [Chlorella variabilis], XP_005850783.1 hypothetical protein CHLNCDRAFT_56822 [Chlorella variabilis]
OG0001482	PCFQ01000009.1 g1698 [Chlorella sp. A99]	XP_005847130.1 hypothetical protein CHLNCDRAFT_134869 [Chlorella variabilis]
OG0001483	PCFQ01000081.1 g1587 [Chlorella sp. A99]	XP_005846916.1 hypothetical protein CHLNCDRAFT_24310_ partial [Chlorella variabilis]
OG0001485	PCFQ01000037.1 g2471 [Chlorella sp. A99]	XP_005849731.1 expressed protein [Chlorella variabilis]
OG0001487	PCFQ01000058.1 g276 [Chlorella sp. A99], PCFQ01000058.1 g285 [Chlorella sp. A99]	XP_005845906.1 hypothetical protein CHLNCDRAFT_36371 [Chlorella variabilis]
OG0001488	PCFQ01000007.1 g1209 [Chlorella sp. A99]	XP_005843630.1 hypothetical protein CHLNCDRAFT_33094 [Chlorella variabilis]
OG0001490	PCFQ01000058.1 g279 [Chlorella sp. A99]	XP_005843886.1 hypothetical protein CHLNCDRAFT_37234 [Chlorella variabilis]
OG0001492	PCFQ01000009.1 g1687 [Chlorella sp. A99]	XP_005847074.1 hypothetical protein CHLNCDRAFT_56191 [Chlorella variabilis]
OG0001493	PCFQ01000058.1 g282 [Chlorella sp. A99], PCFQ01000017.1 g2284 [Chlorella sp. A99]	XP_005843967.1 hypothetical protein CHLNCDRAFT_32953 [Chlorella variabilis]
OG0001494	PCFQ01000077.1 g1779 [Chlorella sp. A99]	XP_005850000.1 26S protease regulatory subunit 7 [Chlorella variabilis]
OG0001496	PCFQ01000079.1 g1432 [Chlorella sp. A99]	XP_005842562.1 hypothetical protein CHLNCDRAFT_55898_ partial [Chlorella variabilis], XP_005843387.1 hypothetical protein CHLNCDRAFT_141222 [Chlorella variabilis]
OG0001498	PCFQ01000079.1 g1458 [Chlorella sp. A99]	XP_005843306.1 hypothetical protein CHLNCDRAFT_28165_ partial [Chlorella variabilis]
OG0001499	PCFQ01000079.1 g1361 [Chlorella sp. A99]	XP_005845531.1 hypothetical protein CHLNCDRAFT_136652 [Chlorella variabilis]
OG0001502	PCFQ01000078.1 g2190 [Chlorella sp. A99]	XP_005845279.1 hypothetical protein CHLNCDRAFT_7738_ partial [Chlorella variabilis]
OG0001503	PCFQ01000079.1 g1455 [Chlorella sp. A99]	XP_005844070.1 hypothetical protein CHLNCDRAFT_32746 [Chlorella variabilis], XP_005844069.1 hypothetical protein CHLNCDRAFT_139459 [Chlorella variabilis]
OG0001504	PCFQ01000079.1 g1448 [Chlorella sp. A99]	XP_005843378.1 hypothetical protein CHLNCDRAFT_59820 [Chlorella variabilis]
OG0001506	PCFQ01000007.1 g1234 [Chlorella sp. A99]	XP_005848003.1 hypothetical protein CHLNCDRAFT_22955 [Chlorella variabilis]
OG0001507	PCFQ01000014.1 g1882 [Chlorella sp. A99]	XP_005844291.1 hypothetical protein CHLNCDRAFT_139411 [Chlorella variabilis]
OG0001508	PCFQ01000007.1 g1183 [Chlorella sp. A99]	XP_005848097.1 hypothetical protein CHLNCDRAFT_145376 [Chlorella variabilis], XP_005842657.1 hypothetical protein CHLNCDRAFT_139005_ partial [Chlorella variabilis]
OG0001510	PCFQ01000014.1 g1881 [Chlorella sp. A99]	XP_005852123.1 hypothetical protein CHLNCDRAFT_133211 [Chlorella variabilis]
OG0001512	PCFQ01000010.1 g329 [Chlorella sp. A99]	XP_005846025.1 hypothetical protein CHLNCDRAFT_48981 [Chlorella variabilis]
OG0001513	PCFQ01000010.1 g326 [Chlorella sp. A99]	XP_005846014.1 hypothetical protein CHLNCDRAFT_25269 [Chlorella variabilis]
OG0001514	PCFQ01000010.1 g324 [Chlorella sp. A99]	XP_005846135.1 hypothetical protein CHLNCDRAFT_58381 [Chlorella variabilis]
OG0001515	PCFQ01000010.1 g346 [Chlorella sp. A99]	XP_005846151.1 hypothetical protein CHLNCDRAFT_56242 [Chlorella variabilis]
OG0001518	PCFQ01000058.1 g164 [Chlorella sp. A99]	XP_005842552.1 hypothetical protein CHLNCDRAFT_29124_ partial [Chlorella variabilis]
OG0001519	PCFQ01000037.1 g2367 [Chlorella sp. A99]	XP_005849456.1 hypothetical protein CHLNCDRAFT_57181 [Chlorella variabilis], XP_005849716.1 hypothetical protein CHLNCDRAFT_57172 [Chlorella variabilis]
OG0001521	PCFQ01000013.1 g3275 [Chlorella sp. A99]	XP_005847560.1 hypothetical protein CHLNCDRAFT_133799 [Chlorella variabilis], XP_005851114.1 hypothetical protein CHLNCDRAFT_29462 [Chlorella variabilis]
OG0001522	PCFQ01000082.1 g528 [Chlorella sp. A99]	XP_005847704.1 hypothetical protein CHLNCDRAFT_52218 [Chlorella variabilis]
OG0001525	PCFQ01000082.1 g525 [Chlorella sp. A99]	XP_005847783.1 hypothetical protein CHLNCDRAFT_52326 [Chlorella variabilis]
OG0001526	PCFQ01000017.1 g2275 [Chlorella sp. A99], PCFQ01000082.1 g545 [Chlorella sp. A99]	XP_005847609.1 hypothetical protein CHLNCDRAFT_35428 [Chlorella variabilis]
OG0001527	PCFQ01000077.1 g1762 [Chlorella sp. A99]	XP_005844327.1 hypothetical protein CHLNCDRAFT_54543 [Chlorella variabilis]
OG0001528	PCFQ01000008.1 g1168 [Chlorella sp. A99]	XP_005850071.1 hypothetical protein CHLNCDRAFT_142104 [Chlorella variabilis]
OG0001529	PCFQ01000004.1 g2668 [Chlorella sp. A99]	XP_005844210.1 hypothetical protein CHLNCDRAFT_139408 [Chlorella variabilis]
OG0001530	PCFQ01000037.1 g2368 [Chlorella sp. A99]	XP_005849726.1 hypothetical protein CHLNCDRAFT_142721 [Chlorella variabilis]
OG0001533	PCFQ01000079.1 g1273 [Chlorella sp. A99]	XP_005844336.1 hypothetical protein CHLNCDRAFT_58922 [Chlorella variabilis]
OG0001534	PCFQ01000073.1 g1967 [Chlorella sp. A99]	XP_005846636.1 hypothetical protein CHLNCDRAFT_35936 [Chlorella variabilis]
OG0001537	PCFQ01000037.1 g2383 [Chlorella sp. A99]	XP_005844419.1 hypothetical protein CHLNCDRAFT_139103 [Chlorella variabilis]
OG0001539	PCFQ01000002.1 g714 [Chlorella sp. A99]	XP_005844508.1 hypothetical protein CHLNCDRAFT_10657_ partial [Chlorella variabilis], XP_005844507.1 hypothetical protein CHLNCDRAFT_15720_ partial [Chlorella variabilis]
OG0001540	PCFQ01000058.1 g246 [Chlorella sp. A99]	XP_005851293.1 hypothetical protein CHLNCDRAFT_138101 [Chlorella variabilis], XP_005851292.1 expressed protein [Chlorella variabilis]
OG0001542	PCFQ01000005.1 g833 [Chlorella sp. A99]	XP_005848850.1 hypothetical protein CHLNCDRAFT_17454_ partial [Chlorella variabilis]
OG0001543	PCFQ01000014.1 g1895 [Chlorella sp. A99]	XP_005843527.1 hypothetical protein CHLNCDRAFT_141042 [Chlorella variabilis], XP_005845917.1 hypothetical protein CHLNCDRAFT_56254 [Chlorella variabilis]
OG0001545	PCFQ01000008.1 g1162 [Chlorella sp. A99]	XP_005850377.1 hypothetical protein CHLNCDRAFT_142244 [Chlorella variabilis]
OG0001549	PCFQ01000018.1 g473 [Chlorella sp. A99]	XP_005843954.1 hypothetical protein CHLNCDRAFT_37236 [Chlorella variabilis]
OG0001550	PCFQ01000018.1 g420 [Chlorella sp. A99]	XP_005852260.1 hypothetical protein CHLNCDRAFT_59548 [Chlorella variabilis]
OG0001552	PCFQ01000081.1 g1604 [Chlorella sp. A99]	XP_005842715.1 hypothetical protein CHLNCDRAFT_55724_ partial [Chlorella variabilis], XP_005847211.1 hypothetical protein CHLNCDRAFT_31559 [Chlorella variabilis]
OG0001554	PCFQ01000078.1 g2087 [Chlorella sp. A99]	XP_005846426.1 hypothetical protein CHLNCDRAFT_58243 [Chlorella variabilis]
OG0001556	PCFQ01000008.1 g1088 [Chlorella sp. A99]	XP_005844699.1 hypothetical protein CHLNCDRAFT_59756 [Chlorella variabilis], XP_005850458.1 hypothetical protein CHLNCDRAFT_34513 [Chlorella variabilis]
OG0001561	PCFQ01000082.1 g552 [Chlorella sp. A99]	XP_005847751.1 hypothetical protein CHLNCDRAFT_23069_ partial [Chlorella variabilis]
OG0001562	PCFQ01000078.1 g2082 [Chlorella sp. A99]	XP_005846433.1 hypothetical protein CHLNCDRAFT_135568 [Chlorella variabilis]
OG0001563	PCFQ01000078.1 g2048 [Chlorella sp. A99]	XP_005842599.1 hypothetical protein CHLNCDRAFT_142658_ partial [Chlorella variabilis]
OG0001566	PCFQ01000058.1 g127 [Chlorella sp. A99]	XP_005846439.1 hypothetical protein CHLNCDRAFT_135580 [Chlorella variabilis], XP_005843109.1 hypothetical protein CHLNCDRAFT_141538 [Chlorella variabilis]
OG0001567	PCFQ01000078.1 g2054 [Chlorella sp. A99]	XP_005845128.1 hypothetical protein CHLNCDRAFT_32300 [Chlorella variabilis]
OG0001568	PCFQ01000011.1 g2780 [Chlorella sp. A99]	XP_005847370.1 hypothetical protein CHLNCDRAFT_35513_ partial [Chlorella variabilis]
OG0001569	PCFQ01000079.1 g1513 [Chlorella sp. A99]	XP_005848581.1 hypothetical protein CHLNCDRAFT_145157 [Chlorella variabilis]
OG0001571	PCFQ01000082.1 g547 [Chlorella sp. A99]	XP_005847775.1 hypothetical protein CHLNCDRAFT_133904 [Chlorella variabilis]
