Orthogroup	Scenedesmus_PABB004	Micractinium_SAG24180
OG0002592	KAF8058912.1 DRG3 [Scenedesmus sp. PABB004]	PSC73215.1 developmentally-regulated G-3 [Micractinium conductrix]
OG0002593	KAF8071062.1 UBP22 [Scenedesmus sp. PABB004]	PSC73363.1 ER membrane complex subunit 8 9-like protein isoform B [Micractinium conductrix], PSC73364.1 ER membrane complex subunit 8 9-like protein isoform A [Micractinium conductrix]
OG0002594	KAF8059988.1 metl [Scenedesmus sp. PABB004]	PSC73343.1 hypothetical protein C2E20_3503 [Micractinium conductrix]
OG0002595	KAF8062799.1 MCSU3 [Scenedesmus sp. PABB004]	PSC71701.1 long chain base biosynthesis 1-like [Micractinium conductrix]
OG0002597	KAF8064551.1 Mccc2 [Scenedesmus sp. PABB004]	PSC74671.1 methylcrotonoyl-carboxylase [Micractinium conductrix]
OG0002598	KAF8072370.1 ALDH10A8 [Scenedesmus sp. PABB004]	PSC76875.1 betaine aldehyde dehydrogenase [Micractinium conductrix]
OG0002599	KAF8058035.1 proteasome activator subunit 4 [Scenedesmus sp. PABB004]	PSC74734.1 proteasome activator subunit 4-like [Micractinium conductrix]
OG0002600	KAF8058873.1 XRCC2 [Scenedesmus sp. PABB004]	PSC69062.1 chloroplast inner membrane localized [Micractinium conductrix]
OG0002601	KAF8058878.1 IMP3 [Scenedesmus sp. PABB004]	PSC69083.1 Inositol monophosphatase 3 [Micractinium conductrix]
OG0002602	KAF8073123.1 ravA [Scenedesmus sp. PABB004]	PSC76400.1 ATPase associated with various cellular activities AAA_5 [Micractinium conductrix]
OG0002603	KAF8068255.1 Mlh1 [Scenedesmus sp. PABB004]	PSC74702.1 DNA mismatch repair Mlh1 [Micractinium conductrix], PSC68763.1 dna mismatch repair [Micractinium conductrix]
OG0002604	KAF8059368.1 hypothetical protein HT031_005173 [Scenedesmus sp. PABB004]	PSC68530.1 3_4-dihydroxy-2-butanone kinase [Micractinium conductrix]
OG0002605	KAF8062776.1 Akr1a1 [Scenedesmus sp. PABB004]	PSC71722.1 Alcohol dehydrogenase [NADP_+_] [Micractinium conductrix]
OG0002606	KAF8070956.1 DEAD-box ATP-dependent RNA helicase 50 [Scenedesmus sp. PABB004]	PSC73218.1 DEAD-box ATP-dependent RNA helicase 50 isoform B [Micractinium conductrix], PSC73217.1 DEAD-box ATP-dependent RNA helicase 50 isoform A [Micractinium conductrix]
OG0002608	KAF8059099.1 OTU7 [Scenedesmus sp. PABB004]	PSC70470.1 OTU domain-containing 3 isoform X1 [Micractinium conductrix]
OG0002609	KAF8072719.1 grpE [Scenedesmus sp. PABB004]	PSC69585.1 nucleotide release factor [Micractinium conductrix]
OG0002610	KAF8062004.1 queuosine salvage protein [Scenedesmus sp. PABB004]	PSC76624.1 UPF0553 -like [Micractinium conductrix]
OG0002611	KAF8067410.1 MAK3 [Scenedesmus sp. PABB004]	PSC69630.1 N-alpha-acetyltransferase MAK3 [Micractinium conductrix]
OG0002612	KAF8072520.1 PI4KG7 [Scenedesmus sp. PABB004]	PSC70454.1 phosphatidylinositol 4-kinase gamma 7-like isoform B [Micractinium conductrix], PSC70453.1 phosphatidylinositol 4-kinase gamma 7-like isoform A [Micractinium conductrix]
OG0002614	KAF8062773.1 CCT5 [Scenedesmus sp. PABB004]	PSC67958.1 T-complex 1 subunit epsilon [Micractinium conductrix]
OG0002615	KAF8062711.1 HCS2 [Scenedesmus sp. PABB004]	PSC67985.1 biotin-ligase 2-like isoform X2 [Micractinium conductrix]
OG0002616	KAF8063767.1 long chain base biosynthesis protein 2d [Scenedesmus sp. PABB004]	PSC70357.1 long chain base biosynthesis 2a [Micractinium conductrix]
OG0002618	KAF8062781.1 hypothetical protein HT031_004111 [Scenedesmus sp. PABB004]	PSC67994.1 cleavage and polyadenylation specificity factor subunit 6-like [Micractinium conductrix]
OG0002619	KAF8073122.1 hypothetical protein HT031_000783 [Scenedesmus sp. PABB004]	PSC74903.1 ATP-dependent helicase BRM-like [Micractinium conductrix]
OG0002622	KAF8069478.1 RPS23 [Scenedesmus sp. PABB004]	PSC70896.1 40S ribosomal S23 [Micractinium conductrix]
OG0002623	KAF8072911.1 hypothetical protein HT031_000571 [Scenedesmus sp. PABB004]	PSC67534.1 putative isoprenylcysteine alpha-carbonyl methylesterase ICMEL1 [Micractinium conductrix]
OG0002626	KAF8058052.1 CPN60-2 [Scenedesmus sp. PABB004]	PSC68063.1 Chaperonin mitochondrial [Micractinium conductrix]
OG0002627	KAF8060330.1 PYRB2 [Scenedesmus sp. PABB004]	PSC67787.1 Aspartate carbamoyltransferase chloroplastic [Micractinium conductrix]
OG0002628	KAF8065768.1 rps6 [Scenedesmus sp. PABB004]	PSC70483.1 40S ribosomal S6-like [Micractinium conductrix]
OG0002631	KAF8063092.1 Monodehydroascorbate reductase [Scenedesmus sp. PABB004]	PSC73208.1 monodehydroascorbate reductase [Micractinium conductrix]
OG0002632	KAF8068334.1 KPHMT2 [Scenedesmus sp. PABB004]	PSC67800.1 ketopantoate hydroxymethyltransferase [Micractinium conductrix]
OG0002633	KAF8060507.1 nog-1 [Scenedesmus sp. PABB004]	PSC76441.1 nucleolar GTP-binding 1 [Micractinium conductrix]
OG0002634	KAF8056393.1 rsmH [Scenedesmus sp. PABB004]	PSC75684.1 16S rRNA _cytosine_1402_-N_4__-methyltransferase [Micractinium conductrix]
OG0002635	KAF8066181.1 LHCSR1 [Scenedesmus sp. PABB004]	PSC68923.1 mitochondrial carrier [Micractinium conductrix]
OG0002637	KAF8068362.1 hypothetical protein HT031_002051 [Scenedesmus sp. PABB004]	PSC75752.1 Ornithine mitochondrial [Micractinium conductrix]
OG0002640	KAF8067167.1 Prim1 [Scenedesmus sp. PABB004]	PSC73481.1 DNA primase small subunit [Micractinium conductrix]
OG0002641	KAF8057766.1 SWC6 [Scenedesmus sp. PABB004]	PSC67253.1 SWR1 complex subunit 6 [Micractinium conductrix]
OG0002642	KAF8056341.1 Enoyl-[acyl-carrier-protein] reductase [NADH] [Scenedesmus sp. PABB004]	PSC69409.1 Enoyl-[acyl-carrier] reductase [NADH] chloroplastic [Micractinium conductrix]
OG0002643	KAF8060326.1 AGD5 [Scenedesmus sp. PABB004]	PSC70463.1 putative ADP-ribosylation factor GTPase-activating AGD15 isoform X1 [Micractinium conductrix]
OG0002644	KAF8071086.1 CPK12 [Scenedesmus sp. PABB004]	PSC76743.1 solute carrier family 25 member 44 isoform X1 [Micractinium conductrix]
OG0002645	KAF8056237.1 Methylenetetrahydrofolate reductase 1 [Scenedesmus sp. PABB004]	PSC68978.1 5_10-methylenetetrahydrofolate reductase [Micractinium conductrix]
OG0002646	KAF8057622.1 Roc1a [Scenedesmus sp. PABB004]	PSC73256.1 RING-box 1 [Micractinium conductrix]
OG0002648	KAF8066183.1 itsn1 [Scenedesmus sp. PABB004]	PSC70062.1 intersectin-1 isoform X5 [Micractinium conductrix]
OG0002649	KAF8069616.1 TL17 [Scenedesmus sp. PABB004]	PSC69801.1 Thylakoid lumenal kDa chloroplastic [Micractinium conductrix]
OG0002650	KAF8068449.1 Rps20 [Scenedesmus sp. PABB004]	PSC69728.1 ribosomal S1 [Micractinium conductrix]
OG0002651	KAF8063658.1 rps5 [Scenedesmus sp. PABB004]	PSC70367.1 30S ribosomal S5 [Micractinium conductrix]
OG0002652	KAF8060331.1 hypothetical protein HT031_004867 [Scenedesmus sp. PABB004]	PSC70382.1 Adenylosuccinate synthetase [Micractinium conductrix]
OG0002655	KAF8068364.1 IFT74 [Scenedesmus sp. PABB004]	PSC75919.1 hypothetical protein C2E20_1148 [Micractinium conductrix]
OG0002657	KAF8072817.1 TOR1A [Scenedesmus sp. PABB004]	PSC70339.1 ATPase of the AAA+ superfamily _ISS_ [Micractinium conductrix]
OG0002658	KAF8063650.1 NPF8.5 [Scenedesmus sp. PABB004]	PSC75608.1 NRT1 PTR FAMILY -like [Micractinium conductrix]
OG0002659	KAF8072609.1 ASNAP2 [Scenedesmus sp. PABB004]	PSC74185.1 Alpha-soluble NSF attachment 2 [Micractinium conductrix]
OG0002660	KAF8060103.1 hypothetical protein HT031_005042 [Scenedesmus sp. PABB004], KAF8069562.1 RANBP1C [Scenedesmus sp. PABB004]	PSC69770.1 RAN binding [Micractinium conductrix]
OG0002661	KAF8068347.1 hypothetical protein HT031_002036 [Scenedesmus sp. PABB004]	PSC73633.1 ARM repeat-containing [Micractinium conductrix]
OG0002664	KAF8062632.1 ecdysoneless-like protein [Scenedesmus sp. PABB004]	PSC70825.1 inositol transporter 2 isoform A [Micractinium conductrix], PSC70824.1 inositol transporter 2 isoform B [Micractinium conductrix]
OG0002667	KAF8070920.1 Histidine--tRNA ligase [Scenedesmus sp. PABB004]	PSC70770.1 histidine-tRNA cytoplasmic isoform B [Micractinium conductrix], PSC70771.1 histidine-tRNA cytoplasmic isoform A [Micractinium conductrix]
OG0002669	KAF8073141.1 OST1A [Scenedesmus sp. PABB004]	PSC70688.1 dolichyl-diphosphooligosaccharide-glycosyltransferase subunit 1B [Micractinium conductrix]
OG0002670	KAF8061942.1 SPAC3H5.08c [Scenedesmus sp. PABB004]	PSC74579.1 signal transducer [Micractinium conductrix]
OG0002672	KAF8056443.1 Napepld [Scenedesmus sp. PABB004]	PSC74215.1 N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D [Micractinium conductrix]
OG0002673	KAF8070930.1 RPL26A [Scenedesmus sp. PABB004]	PSC67418.1 60S ribosomal L26-1 [Micractinium conductrix]
OG0002674	KAF8071174.1 pip [Scenedesmus sp. PABB004]	PSC70862.1 Proline iminopeptidase [Micractinium conductrix]
OG0002675	KAF8064591.1 hypothetical protein HT031_003392 [Scenedesmus sp. PABB004]	PSC76739.1 R-Tomsyn-like family [Micractinium conductrix]
OG0002676	KAF8066189.1 ACS8 [Scenedesmus sp. PABB004]	PSC76648.1 1-aminocyclopropane-1-carboxylate synthase [Micractinium conductrix]
OG0002677	KAF8066396.1 Flad1 [Scenedesmus sp. PABB004]	PSC67404.1 FAD synthase [Micractinium conductrix]
OG0002678	KAF8060462.1 LENG8 [Scenedesmus sp. PABB004]	PSC70843.1 leukocyte receptor cluster member 8-like protein [Micractinium conductrix]
OG0002680	KAF8056753.1 hypothetical protein HT031_006251 [Scenedesmus sp. PABB004]	PSC67396.1 G3BP isoform X1 [Micractinium conductrix]
OG0002681	KAF8061940.1 hypothetical protein HT031_004200 [Scenedesmus sp. PABB004]	PSC75200.1 centromere J-like isoform X1 [Micractinium conductrix]
OG0002682	KAF8065853.1 PGLP2 [Scenedesmus sp. PABB004]	PSC71367.1 phosphoglycolate phosphatase [Micractinium conductrix]
OG0002684	KAF8069611.1 UTP23 [Scenedesmus sp. PABB004]	PSC75513.1 rRNA-processing UTP23-like protein [Micractinium conductrix]
OG0002685	KAF8058083.1 osbI [Scenedesmus sp. PABB004]	PSC69671.1 Oxysterol-binding 9 [Micractinium conductrix]
OG0002686	KAF8068383.1 CMP-sialic acid transporter 2 [Scenedesmus sp. PABB004]	PSC75788.1 CMP-sialic acid transporter 3-like [Micractinium conductrix]
OG0002687	KAF8060515.1 ribosome-binding factor A [Scenedesmus sp. PABB004]	PSC75148.1 putative ribosome-binding factor chloroplastic [Micractinium conductrix]
OG0002688	KAF8071232.1 Phenylalanine--tRNA ligase beta subunit [Scenedesmus sp. PABB004]	PSC73331.1 putative phenylalanine-tRNA ligase beta subunit [Micractinium conductrix]
OG0002691	KAF8065819.1 nt5c2 [Scenedesmus sp. PABB004]	PSC70445.1 5 -nucleotidase domain-containing 4-like isoform X2 [Micractinium conductrix]
OG0002692	KAF8067217.1 hypothetical protein HT031_002264 [Scenedesmus sp. PABB004]	PSC68694.1 chloroplast precursor [Micractinium conductrix]
OG0002693	KAF8066303.1 hypothetical protein HT031_002626 [Scenedesmus sp. PABB004]	PSC73914.1 serine threonine-phosphatase 2A activator [Micractinium conductrix]
OG0002694	KAF8065766.1 LRRC1 [Scenedesmus sp. PABB004]	PSC67609.1 Glycerophosphodiester phosphodiesterase GDE1 isoform A [Micractinium conductrix], PSC67608.1 Glycerophosphodiester phosphodiesterase GDE1 isoform B [Micractinium conductrix]
OG0002695	KAF8064599.1 WDR20 [Scenedesmus sp. PABB004]	PSC74864.1 WD repeat-containing 20-like [Micractinium conductrix]
OG0002697	KAF8055111.1 TIM44-2 [Scenedesmus sp. PABB004]	PSC74853.1 mitochondrial import inner membrane translocase subunit TIM44-2-like [Micractinium conductrix]
OG0002698	KAF8060090.1 hypothetical protein HT031_005029 [Scenedesmus sp. PABB004]	PSC69655.1 Mitochondrial ribosomal L37 isoform 1 [Micractinium conductrix]
OG0002699	KAF8066346.1 rlmN [Scenedesmus sp. PABB004]	PSC68805.1 ribosomal RNA large subunit methyltransferase N [Micractinium conductrix]
OG0002701	KAF8061935.1 UTR5B [Scenedesmus sp. PABB004]	PSC76775.1 UDP-galactose UDP-glucose transporter 5 [Micractinium conductrix]
OG0002702	KAF8067285.1 ACLB-1 [Scenedesmus sp. PABB004]	PSC69965.1 ATP-citrate synthase beta chain 2 [Micractinium conductrix]
OG0002703	KAF8056734.1 B3galt6 [Scenedesmus sp. PABB004]	PSC75735.1 Beta-1_3-galactosyltransferase 15 [Micractinium conductrix]
OG0002704	KAF8064578.1 DDX1 [Scenedesmus sp. PABB004]	PSC75014.1 ATP-dependent RNA helicase DDX1 [Micractinium conductrix]
OG0002705	KAF8056467.1 hypothetical protein HT031_006324 [Scenedesmus sp. PABB004]	PSC76816.1 DNA polymerase lambda [Micractinium conductrix]
OG0002706	KAF8055279.1 HTATIP2 [Scenedesmus sp. PABB004]	PSC69508.1 Oxidoreductase HTATIP2 [Micractinium conductrix]
OG0002707	KAF8064500.1 MTN2 [Scenedesmus sp. PABB004]	PSC71392.1 Ribosome production factor 1 isoform B [Micractinium conductrix]
OG0002708	KAF8068422.1 hypothetical protein HT031_002111 [Scenedesmus sp. PABB004]	PSC73877.1 hypothetical protein C2E20_3159 [Micractinium conductrix]
OG0002709	KAF8071339.1 hypothetical protein HT031_001423 [Scenedesmus sp. PABB004]	PSC69529.1 hypothetical protein C2E20_6955 [Micractinium conductrix]
OG0002710	KAF8061997.1 RAPTOR1 [Scenedesmus sp. PABB004]	PSC68711.1 Regulatory-associated of TOR 1 [Micractinium conductrix]
OG0002711	KAF8066324.1 CDA1 [Scenedesmus sp. PABB004]	PSC68243.1 cytidine deaminase 1 [Micractinium conductrix]
OG0002712	KAF8073126.1 NUDT23 [Scenedesmus sp. PABB004]	PSC68287.1 Nudix hydrolase chloroplastic [Micractinium conductrix]
OG0002713	KAF8060549.1 BRO1 [Scenedesmus sp. PABB004]	PSC72544.1 ALG-2 interacting X-like [Micractinium conductrix]
OG0002714	KAF8067415.1 CKB4 [Scenedesmus sp. PABB004]	PSC76755.1 Casein kinase II subunit beta [Micractinium conductrix]
OG0002715	KAF8065496.1 hypothetical protein HT031_003097 [Scenedesmus sp. PABB004]	PSC72415.1 Ornithine chloroplastic [Micractinium conductrix]
OG0002718	KAF8065780.1 hypothetical protein HT031_002840 [Scenedesmus sp. PABB004]	PSC76397.1 chlorophyll_ide_ b reductase chloroplastic isoform X2 [Micractinium conductrix]
OG0002719	KAF8058318.1 GINS4 [Scenedesmus sp. PABB004]	PSC76212.1 DNA replication complex GINS SLD5 [Micractinium conductrix]
OG0002720	KAF8061924.1 VIP2 [Scenedesmus sp. PABB004]	PSC69195.1 RNA polymerase II-associated factor 1 [Micractinium conductrix]
OG0002721	KAF8068211.1 hypothetical protein HT031_001897 [Scenedesmus sp. PABB004]	PSC75626.1 geranylgeranyl reductase [Micractinium conductrix]
OG0002722	KAF8061365.1 cmfB [Scenedesmus sp. PABB004]	PSC69140.1 CMF receptor CMFR1 [Micractinium conductrix]
OG0002723	KAF8057864.1 RPOT1-TOM [Scenedesmus sp. PABB004]	PSC74843.1 DNA-directed RNA polymerase chloroplastic mitochondrial [Micractinium conductrix]
OG0002725	KAF8073138.1 FAS4 [Scenedesmus sp. PABB004]	PSC68280.1 ATP-dependent RNA helicase isoform X1 [Micractinium conductrix]
OG0002726	KAF8071316.1 hypothetical protein HT031_001399 [Scenedesmus sp. PABB004]	PSC70134.1 melanoma antigen 2 [Micractinium conductrix], PSC75092.1 hypothetical protein C2E20_2069 [Micractinium conductrix]
OG0002727	KAF8069500.1 hypothetical protein HT031_001616 [Scenedesmus sp. PABB004]	PSC71633.1 phytoene desaturase [Micractinium conductrix]
OG0002728	KAF8067313.1 TOP1B [Scenedesmus sp. PABB004]	PSC70005.1 DNA topoisomerase 1 [Micractinium conductrix]
OG0002729	KAF8064543.1 PSL5 [Scenedesmus sp. PABB004]	PSC68247.1 putative glucan 1_3-alpha-glucosidase [Micractinium conductrix]
OG0002730	KAF8056869.1 CPSF30 [Scenedesmus sp. PABB004]	PSC70196.1 Cleavage and polyadenylation specificity factor CPSF30 [Micractinium conductrix]
OG0002731	KAF8072779.1 atad3-b [Scenedesmus sp. PABB004]	PSC70197.1 ATPase family AAA domain-containing 3-B [Micractinium conductrix]
OG0002732	KAF8067252.1 SEC15A [Scenedesmus sp. PABB004]	PSC75644.1 exocyst complex component SEC15A [Micractinium conductrix]
OG0002733	KAF8056218.1 Trappc3 [Scenedesmus sp. PABB004]	PSC70060.1 Trafficking particle complex subunit 3 [Micractinium conductrix]
OG0002734	KAF8056841.1 hypothetical protein HT031_006185 [Scenedesmus sp. PABB004]	PSC69146.1 Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 [Micractinium conductrix]
OG0002735	KAF8067193.1 PBC1 [Scenedesmus sp. PABB004]	PSC71517.1 proteasome subunit beta type-3-A [Micractinium conductrix]
OG0002736	KAF8058302.1 TOP3A [Scenedesmus sp. PABB004]	PSC67305.1 DNA topoisomerase 3-alpha [Micractinium conductrix]
OG0002737	KAF8069460.1 HISN3 [Scenedesmus sp. PABB004]	PSC67360.1 1-_5-phosphoribosyl_-5-[_5-phosphoribosylami no_methylideneamino] imidazole-4-carboxamide chloroplastic [Micractinium conductrix]
OG0002738	KAF8055400.1 Snrnp27 [Scenedesmus sp. PABB004]	PSC75628.1 U4 small nuclear ribonucleo 27 kDa [Micractinium conductrix]
OG0002739	KAF8067309.1 Dyn [Scenedesmus sp. PABB004]	PSC76609.1 dynein light chain Tctex-type [Micractinium conductrix]
OG0002740	KAF8072627.1 Naa50 [Scenedesmus sp. PABB004]	PSC69043.1 N-alpha-acetyltransferase 50 [Micractinium conductrix]
OG0002741	KAF8066369.1 CCT4 [Scenedesmus sp. PABB004]	PSC69071.1 T-complex 1 subunit delta [Micractinium conductrix]
OG0002742	KAF8064621.1 Eci1 [Scenedesmus sp. PABB004]	PSC74629.1 enoyl hydratase isomerase [Micractinium conductrix]
OG0002743	KAF8057146.1 ISA1 [Scenedesmus sp. PABB004]	PSC69588.1 Isoamylase chloroplastic [Micractinium conductrix]
OG0002744	KAF8072965.1 EXD3 [Scenedesmus sp. PABB004]	PSC74409.1 hypothetical protein C2E20_2232 [Micractinium conductrix]
OG0002746	KAF8055985.1 haloacid dehalogenase-like hydrolase domain-containing protein [Scenedesmus sp. PABB004]	PSC70160.1 putative hydrolase [Micractinium conductrix]
OG0002747	KAF8061904.1 RH16 [Scenedesmus sp. PABB004]	PSC74391.1 DEAD-box ATP-dependent RNA helicase 16 [Micractinium conductrix]
OG0002748	KAF8063667.1 PIS1 [Scenedesmus sp. PABB004]	PSC69031.1 phosphatidylinositol synthase [Micractinium conductrix]
OG0002749	KAF8072784.1 hypothetical protein HT031_000444 [Scenedesmus sp. PABB004]	PSC68651.1 hypothetical protein C2E20_7792 [Micractinium conductrix]
OG0002750	KAF8065799.1 TAPT1 [Scenedesmus sp. PABB004]	PSC71424.1 DUF747 family [Micractinium conductrix]
OG0002751	KAF8062025.1 spkB [Scenedesmus sp. PABB004]	PSC76759.1 serine threonine kinase [Micractinium conductrix]
OG0002752	KAF8067424.1 PYD3 [Scenedesmus sp. PABB004]	PSC72774.1 beta-ureidopropionase [Micractinium conductrix]
OG0002753	KAF8061899.1 coatomer subunit beta-1 [Scenedesmus sp. PABB004]	PSC74642.1 coatomer subunit beta -1 isoform X1 [Micractinium conductrix]
OG0002754	KAF8055037.1 RFC2 [Scenedesmus sp. PABB004]	PSC72697.1 replication factor C subunit 2 [Micractinium conductrix]
OG0002755	KAF8072668.1 rplA [Scenedesmus sp. PABB004]	PSC68592.1 50S ribosomal L1 [Micractinium conductrix]
OG0002756	KAF8056754.1 CWC21 [Scenedesmus sp. PABB004]	PSC71663.1 Pre-mRNA-splicing factor CWC21 [Micractinium conductrix]
OG0002757	KAF8059724.1 CIB22 [Scenedesmus sp. PABB004]	PSC68932.1 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 [Micractinium conductrix]
OG0002758	KAF8065434.1 hypothetical protein HT031_003034 [Scenedesmus sp. PABB004]	PSC72489.1 hypothetical protein C2E20_4316 [Micractinium conductrix]
OG0002762	KAF8067404.1 ADI1 [Scenedesmus sp. PABB004]	PSC67478.1 aci-reductone dioxygenase [Micractinium conductrix]
OG0002763	KAF8063793.1 PAM68 [Scenedesmus sp. PABB004]	PSC76318.1 hypothetical protein C2E20_0864 [Micractinium conductrix]
OG0002764	KAF8056001.1 Arsb [Scenedesmus sp. PABB004]	PSC71620.1 50S ribosomal L19 [Micractinium conductrix]
OG0002765	KAF8073210.1 NSA2 [Scenedesmus sp. PABB004]	PSC70180.1 ribosome biogenesis NSA2-like protein [Micractinium conductrix]
OG0002766	KAF8067116.1 CLMP1 [Scenedesmus sp. PABB004]	PSC77038.1 Tetratricopeptide repeat 1 [Micractinium conductrix]
OG0002767	KAF8069405.1 RPL18C [Scenedesmus sp. PABB004]	PSC74470.1 60S ribosomal L18-3 [Micractinium conductrix]
OG0002768	KAF8061984.1 hypothetical protein HT031_004244 [Scenedesmus sp. PABB004]	PSC74381.1 hypothetical protein C2E20_2190 [Micractinium conductrix]
OG0002769	KAF8058072.1 40S ribosomal protein S13-2 [Scenedesmus sp. PABB004]	PSC71654.1 40S ribosomal S13 [Micractinium conductrix]
OG0002770	KAF8065475.1 RPL7C [Scenedesmus sp. PABB004]	PSC74709.1 60S ribosomal L7 [Micractinium conductrix]
OG0002771	KAF8058443.1 PAT1 [Scenedesmus sp. PABB004]	PSC71465.1 PAT1-like protein 1-like isoform X2 [Micractinium conductrix]
OG0002772	KAF8061985.1 RTF2 [Scenedesmus sp. PABB004]	PSC69044.1 RTF2-like protein [Micractinium conductrix]
OG0002773	KAF8061120.1 hypothetical protein HT031_004581 [Scenedesmus sp. PABB004]	PSC76066.1 chlorophyll synthetase [Micractinium conductrix]
OG0002774	KAF8065929.1 hypothetical protein HT031_002990 [Scenedesmus sp. PABB004]	PSC72619.1 peroxisomal nicotinamide adenine dinucleotide carrier [Micractinium conductrix]
OG0002775	KAF8069377.1 TIC40 [Scenedesmus sp. PABB004]	PSC74784.1 TIC chloroplastic [Micractinium conductrix]
OG0002776	KAF8061376.1 eif2b1 [Scenedesmus sp. PABB004]	PSC69054.1 Translation initiation factor eIF-2B subunit alpha [Micractinium conductrix]
OG0002777	KAF8071026.1 mecr [Scenedesmus sp. PABB004]	PSC70227.1 trans-2-enoyl-reductase [Micractinium conductrix]
OG0002778	KAF8068453.1 PRP38 [Scenedesmus sp. PABB004]	PSC67984.1 Pre-mRNA-splicing factor 38A [Micractinium conductrix]
OG0002779	KAF8065718.1 OST48 [Scenedesmus sp. PABB004]	PSC71272.1 dolichyl-diphosphooligosaccharide-glycosyltransferase 48 kDa subunit [Micractinium conductrix]
OG0002780	KAF8067421.1 POLD1 [Scenedesmus sp. PABB004]	PSC73374.1 DNA polymerase delta catalytic subunit [Micractinium conductrix]
OG0002781	KAF8056255.1 UGP3 [Scenedesmus sp. PABB004]	PSC72756.1 nucleotide-diphospho-sugar transferase [Micractinium conductrix]
OG0002782	KAF8071364.1 RCE1 [Scenedesmus sp. PABB004]	PSC76337.1 NEDD8-conjugating enzyme Ubc12 [Micractinium conductrix]
OG0002783	KAF8073090.1 Letm1 [Scenedesmus sp. PABB004]	PSC72360.1 LETM1 and EF-hand domain-containing anon-mitochondrial [Micractinium conductrix]
OG0002784	KAF8071384.1 yjcL [Scenedesmus sp. PABB004]	PSC76721.1 putative membrane -like isoform X2 isoform B [Micractinium conductrix], PSC76722.1 putative membrane -like isoform X2 isoform A [Micractinium conductrix]
OG0002785	KAF8068428.1 clcD [Scenedesmus sp. PABB004]	PSC75419.1 chloride channel C-like [Micractinium conductrix]
OG0002786	KAF8061381.1 Nol6 [Scenedesmus sp. PABB004]	PSC72715.1 nucleolar 6 [Micractinium conductrix]
OG0002787	KAF8068379.1 hypothetical protein HT031_002068 [Scenedesmus sp. PABB004]	PSC75593.1 calcineurin-like phosphoesterase [Micractinium conductrix]
OG0002789	KAF8061112.1 DDB2 [Scenedesmus sp. PABB004]	PSC76831.1 DAMAGED DNA-BINDING 2 [Micractinium conductrix]
OG0002790	KAF8057683.1 HOS1 [Scenedesmus sp. PABB004]	PSC73272.1 E3 ubiquitin-ligase HOS1 [Micractinium conductrix]
OG0002791	KAF8060323.1 hypothetical protein HT031_004859 [Scenedesmus sp. PABB004]	PSC75749.1 tRNA threonylcarbamoyladenosine biosynthesis [Micractinium conductrix]
OG0002792	KAF8070892.1 CCT7 [Scenedesmus sp. PABB004]	PSC76412.1 T-complex 1 subunit eta [Micractinium conductrix]
OG0002793	KAF8060559.1 SULTR2 [Scenedesmus sp. PABB004]	PSC73353.1 chloroplastic isoform X2 [Micractinium conductrix]
OG0002794	KAF8059217.1 VPS51 [Scenedesmus sp. PABB004]	PSC71806.1 vacuolar sorting-associated 51-like protein [Micractinium conductrix]
OG0002796	KAF8062977.1 hypothetical protein HT031_003816 [Scenedesmus sp. PABB004]	PSC73397.1 hypothetical protein C2E20_3292 isoform B [Micractinium conductrix], PSC73396.1 hypothetical protein C2E20_3292 isoform A [Micractinium conductrix]
OG0002797	KAF8065882.1 cystinosin [Scenedesmus sp. PABB004]	PSC71717.1 Lysosomal Cystine Transporter _LCT_ Family [Micractinium conductrix]
OG0002798	KAF8066253.1 ERY2 [Scenedesmus sp. PABB004]	PSC75869.1 50S ribosomal L22 [Micractinium conductrix]
OG0002799	KAF8071156.1 emp24 domain-containing protein [Scenedesmus sp. PABB004]	PSC71761.1 transmembrane emp24 domain-containing p24delta4-like [Micractinium conductrix]
OG0002800	KAF8065760.1 ADK1 [Scenedesmus sp. PABB004]	PSC68355.1 adenylate kinase [Micractinium conductrix]
OG0002801	KAF8058113.1 hemE [Scenedesmus sp. PABB004]	PSC72936.1 Uroporphyrinogen decarboxylase [Micractinium conductrix]
OG0002803	KAF8066223.1 hypothetical protein HT031_002545 [Scenedesmus sp. PABB004]	PSC75846.1 condensin complex subunit 2 [Micractinium conductrix]
OG0002804	KAF8067401.1 RFC2 [Scenedesmus sp. PABB004]	PSC72804.1 replication factor C subunit 2 [Micractinium conductrix]
OG0002805	KAF8071015.1 AERO1 [Scenedesmus sp. PABB004]	PSC73520.1 endoplasmic reticulum oxidoreductin-1-like [Micractinium conductrix]
OG0002806	KAF8067360.1 hypothetical protein HT031_002408 [Scenedesmus sp. PABB004]	PSC73480.1 Nucleoporin NUP53 [Micractinium conductrix]
OG0002807	KAF8067411.1 SEC22 [Scenedesmus sp. PABB004]	PSC72765.1 kDa vesicle transport [Micractinium conductrix]
OG0002808	KAF8065614.1 Zeta-carotene desaturase [Scenedesmus sp. PABB004]	PSC76062.1 zeta-carotene desaturase [Micractinium conductrix]
OG0002809	KAF8071064.1 bli-1 [Scenedesmus sp. PABB004]	PSC72638.1 splicing factor u2af 65 kda [Micractinium conductrix]
