Orthogroup	Scenedesmus_PABB004	Chlorella_Sorokiniana1602
OG0002705	KAF8056467.1 hypothetical protein HT031_006324 [Scenedesmus sp. PABB004]	PRW58402.1 DNA polymerase lambda [Chlorella sorokiniana]
OG0002706	KAF8055279.1 HTATIP2 [Scenedesmus sp. PABB004]	PRW20908.1 Oxidoreductase HTATIP2 [Chlorella sorokiniana]
OG0002707	KAF8064500.1 MTN2 [Scenedesmus sp. PABB004]	PRW33190.1 5 -methylthioadenosine S-adenosylhomocysteine nucleosidase 2 [Chlorella sorokiniana]
OG0002709	KAF8071339.1 hypothetical protein HT031_001423 [Scenedesmus sp. PABB004]	PRW20869.1 hypothetical protein C2E21_8675 [Chlorella sorokiniana]
OG0002710	KAF8061997.1 RAPTOR1 [Scenedesmus sp. PABB004]	PRW32515.1 regulatory-associated of TOR 1 [Chlorella sorokiniana]
OG0002712	KAF8073126.1 NUDT23 [Scenedesmus sp. PABB004]	PRW58187.1 nudix hydrolase chloroplastic-like [Chlorella sorokiniana]
OG0002713	KAF8060549.1 BRO1 [Scenedesmus sp. PABB004]	PRW56819.1 ALG-2 interacting X [Chlorella sorokiniana]
OG0002714	KAF8067415.1 CKB4 [Scenedesmus sp. PABB004]	PRW59344.1 casein kinase II subunit beta [Chlorella sorokiniana]
OG0002715	KAF8065496.1 hypothetical protein HT031_003097 [Scenedesmus sp. PABB004]	PRW56524.1 Ornithine chloroplastic [Chlorella sorokiniana]
OG0002718	KAF8065780.1 hypothetical protein HT031_002840 [Scenedesmus sp. PABB004]	PRW32520.1 chlorophyll_ide_ b reductase chloroplastic isoform X1 [Chlorella sorokiniana]
OG0002719	KAF8058318.1 GINS4 [Scenedesmus sp. PABB004]	PRW58563.1 DNA replication complex GINS SLD5 [Chlorella sorokiniana]
OG0002720	KAF8061924.1 VIP2 [Scenedesmus sp. PABB004]	PRW33241.1 RNA polymerase II-associated factor 1-like protein [Chlorella sorokiniana]
OG0002721	KAF8068211.1 hypothetical protein HT031_001897 [Scenedesmus sp. PABB004]	PRW58556.1 geranylgeranyl reductase [Chlorella sorokiniana]
OG0002722	KAF8061365.1 cmfB [Scenedesmus sp. PABB004]	PRW20524.1 CMF receptor CMFR1 [Chlorella sorokiniana]
OG0002723	KAF8057864.1 RPOT1-TOM [Scenedesmus sp. PABB004]	PRW32901.1 DNA-directed RNA polymerase chloroplastic mitochondrial [Chlorella sorokiniana]
OG0002725	KAF8073138.1 FAS4 [Scenedesmus sp. PABB004]	PRW32898.1 ATP-dependent RNA helicase isoform X1 [Chlorella sorokiniana]
OG0002726	KAF8071316.1 hypothetical protein HT031_001399 [Scenedesmus sp. PABB004]	PRW20515.1 Zinc _Zn2_-Iron _Fe2_ Permease _ZIP_ Family isoform B [Chlorella sorokiniana], PRW59249.1 glycoside hydrolase [Chlorella sorokiniana]
OG0002727	KAF8069500.1 hypothetical protein HT031_001616 [Scenedesmus sp. PABB004]	PRW56502.1 phytoene desaturase [Chlorella sorokiniana]
OG0002728	KAF8067313.1 TOP1B [Scenedesmus sp. PABB004]	PRW20584.1 DNA topoisomerase 1-like [Chlorella sorokiniana]
OG0002729	KAF8064543.1 PSL5 [Scenedesmus sp. PABB004]	PRW20218.1 putative glucan 1_3-alpha-glucosidase [Chlorella sorokiniana]
OG0002730	KAF8056869.1 CPSF30 [Scenedesmus sp. PABB004]	PRW20492.1 Cleavage and polyadenylation specificity factor CPSF30 [Chlorella sorokiniana]
OG0002731	KAF8072779.1 atad3-b [Scenedesmus sp. PABB004]	PRW20514.1 ATPase family AAA domain-containing 3-B [Chlorella sorokiniana]
OG0002732	KAF8067252.1 SEC15A [Scenedesmus sp. PABB004]	PRW58081.1 exocyst complex component SEC15A [Chlorella sorokiniana]
OG0002733	KAF8056218.1 Trappc3 [Scenedesmus sp. PABB004]	PRW20588.1 Trafficking particle complex subunit 3 [Chlorella sorokiniana]
OG0002734	KAF8056841.1 hypothetical protein HT031_006185 [Scenedesmus sp. PABB004]	PRW20509.1 Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 [Chlorella sorokiniana]
OG0002735	KAF8067193.1 PBC1 [Scenedesmus sp. PABB004]	PRW56889.1 proteasome subunit beta type-3-A [Chlorella sorokiniana]
OG0002736	KAF8058302.1 TOP3A [Scenedesmus sp. PABB004]	PRW20276.1 DNA topoisomerase 3-alpha isoform X2 [Chlorella sorokiniana]
OG0002737	KAF8069460.1 HISN3 [Scenedesmus sp. PABB004]	PRW58425.1 1-_5-phosphoribosyl_-5-[_5-phosphoribosylami no_methylideneamino] imidazole-4-carboxamide chloroplastic [Chlorella sorokiniana]
OG0002738	KAF8055400.1 Snrnp27 [Scenedesmus sp. PABB004]	PRW58421.1 U4 small nuclear ribonucleo 27 kDa [Chlorella sorokiniana]
OG0002739	KAF8067309.1 Dyn [Scenedesmus sp. PABB004]	PRW34101.1 dynein light chain Tctex-type 1 [Chlorella sorokiniana]
OG0002740	KAF8072627.1 Naa50 [Scenedesmus sp. PABB004]	PRW56198.1 N-alpha-acetyltransferase 50 [Chlorella sorokiniana]
OG0002741	KAF8066369.1 CCT4 [Scenedesmus sp. PABB004]	PRW56285.1 T-complex 1 subunit delta [Chlorella sorokiniana]
OG0002742	KAF8064621.1 Eci1 [Scenedesmus sp. PABB004]	PRW56572.1 enoyl hydratase isomerase [Chlorella sorokiniana], PRW57569.1 enoyl hydratase isomerase [Chlorella sorokiniana]
OG0002743	KAF8057146.1 ISA1 [Scenedesmus sp. PABB004]	PRW59985.1 isoamylase chloroplastic [Chlorella sorokiniana]
OG0002744	KAF8072965.1 EXD3 [Scenedesmus sp. PABB004]	PRW57953.1 hypothetical protein C2E21_3664 [Chlorella sorokiniana]
OG0002746	KAF8055985.1 haloacid dehalogenase-like hydrolase domain-containing protein [Scenedesmus sp. PABB004]	PRW33770.1 putative hydrolase [Chlorella sorokiniana]
OG0002747	KAF8061904.1 RH16 [Scenedesmus sp. PABB004]	PRW57918.1 DEAD-box ATP-dependent RNA helicase 16 [Chlorella sorokiniana]
OG0002748	KAF8063667.1 PIS1 [Scenedesmus sp. PABB004]	PRW56269.1 putative CDP-diacylglycerol--inositol 3-phosphatidyltransferase 2 [Chlorella sorokiniana]
OG0002749	KAF8072784.1 hypothetical protein HT031_000444 [Scenedesmus sp. PABB004]	PRW45419.1 chitin synthase D [Chlorella sorokiniana]
OG0002750	KAF8065799.1 TAPT1 [Scenedesmus sp. PABB004]	PRW59831.1 POLLEN DEFECTIVE IN GUIDANCE 1 [Chlorella sorokiniana]
OG0002751	KAF8062025.1 spkB [Scenedesmus sp. PABB004]	PRW59623.1 serine threonine kinase [Chlorella sorokiniana]
OG0002752	KAF8067424.1 PYD3 [Scenedesmus sp. PABB004]	PRW56067.1 beta-ureidopropionase [Chlorella sorokiniana]
OG0002753	KAF8061899.1 coatomer subunit beta-1 [Scenedesmus sp. PABB004]	PRW57584.1 coatomer subunit beta -1 isoform X1 [Chlorella sorokiniana]
OG0002754	KAF8055037.1 RFC2 [Scenedesmus sp. PABB004]	PRW56135.1 replication factor C subunit 2 [Chlorella sorokiniana]
OG0002755	KAF8072668.1 rplA [Scenedesmus sp. PABB004]	PRW59613.1 hypothetical protein C2E21_1950 [Chlorella sorokiniana], PRW45428.1 50S ribosomal L1 [Chlorella sorokiniana]
OG0002756	KAF8056754.1 CWC21 [Scenedesmus sp. PABB004]	PRW55892.1 Pre-mRNA-splicing factor CWC21 [Chlorella sorokiniana]
OG0002757	KAF8059724.1 CIB22 [Scenedesmus sp. PABB004]	PRW45557.1 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 [Chlorella sorokiniana]
OG0002758	KAF8065434.1 hypothetical protein HT031_003034 [Scenedesmus sp. PABB004]	PRW56712.1 hypothetical protein C2E21_4424 [Chlorella sorokiniana]
OG0002761	KAF8072795.1 PYR5-6 [Scenedesmus sp. PABB004]	PRW59767.1 uridine 5 - monophosphate synthase [Chlorella sorokiniana]
OG0002762	KAF8067404.1 ADI1 [Scenedesmus sp. PABB004]	PRW56278.1 aci-reductone dioxygenase [Chlorella sorokiniana]
OG0002763	KAF8063793.1 PAM68 [Scenedesmus sp. PABB004]	PRW33988.1 hypothetical protein C2E21_7297 [Chlorella sorokiniana]
OG0002764	KAF8056001.1 Arsb [Scenedesmus sp. PABB004]	PRW56055.1 50S ribosomal L19- chloroplastic [Chlorella sorokiniana]
OG0002765	KAF8073210.1 NSA2 [Scenedesmus sp. PABB004]	PRW33978.1 ribosome biogenesis NSA2-like protein [Chlorella sorokiniana]
OG0002766	KAF8067116.1 CLMP1 [Scenedesmus sp. PABB004]	PRW59699.1 Tetratricopeptide repeat 1 [Chlorella sorokiniana]
OG0002767	KAF8069405.1 RPL18C [Scenedesmus sp. PABB004]	PRW20417.1 60S ribosomal L18-3 [Chlorella sorokiniana]
OG0002768	KAF8061984.1 hypothetical protein HT031_004244 [Scenedesmus sp. PABB004]	PRW58017.1 hypothetical protein C2E21_3709 [Chlorella sorokiniana]
OG0002769	KAF8058072.1 40S ribosomal protein S13-2 [Scenedesmus sp. PABB004]	PRW56017.1 40S ribosomal S13 [Chlorella sorokiniana]
OG0002770	KAF8065475.1 RPL7C [Scenedesmus sp. PABB004]	PRW20371.1 60S ribosomal L7-2 [Chlorella sorokiniana]
OG0002771	KAF8058443.1 PAT1 [Scenedesmus sp. PABB004]	PRW55957.1 PAT1 1 [Chlorella sorokiniana]
OG0002772	KAF8061985.1 RTF2 [Scenedesmus sp. PABB004]	PRW56156.1 RTF2-like protein [Chlorella sorokiniana]
OG0002773	KAF8061120.1 hypothetical protein HT031_004581 [Scenedesmus sp. PABB004]	PRW33934.1 chlorophyll synthetase [Chlorella sorokiniana]
OG0002774	KAF8065929.1 hypothetical protein HT031_002990 [Scenedesmus sp. PABB004]	PRW56204.1 peroxisomal nicotinamide adenine dinucleotide carrier [Chlorella sorokiniana]
OG0002775	KAF8069377.1 TIC40 [Scenedesmus sp. PABB004]	PRW20391.1 TIC chloroplastic [Chlorella sorokiniana]
OG0002776	KAF8061376.1 eif2b1 [Scenedesmus sp. PABB004]	PRW56233.1 translation initiation factor eIF-2B subunit alpha-like [Chlorella sorokiniana]
OG0002777	KAF8071026.1 mecr [Scenedesmus sp. PABB004]	PRW34018.1 trans-2-enoyl- reductase [Chlorella sorokiniana]
OG0002779	KAF8065718.1 OST48 [Scenedesmus sp. PABB004]	PRW60082.1 dolichyl-diphosphooligosaccharide-- glycosyltransferase 48 kDa subunit [Chlorella sorokiniana]
OG0002780	KAF8067421.1 POLD1 [Scenedesmus sp. PABB004]	PRW33582.1 DNA polymerase delta catalytic subunit [Chlorella sorokiniana]
OG0002781	KAF8056255.1 UGP3 [Scenedesmus sp. PABB004]	PRW56344.1 nucleotide-diphospho-sugar transferase [Chlorella sorokiniana]
OG0002782	KAF8071364.1 RCE1 [Scenedesmus sp. PABB004]	PRW34031.1 RUB1-conjugating enzyme E2 [Chlorella sorokiniana]
OG0002783	KAF8073090.1 Letm1 [Scenedesmus sp. PABB004]	PRW56758.1 LETM1 and EF-hand domain-containing anon- mitochondrial [Chlorella sorokiniana]
OG0002784	KAF8071384.1 yjcL [Scenedesmus sp. PABB004]	PRW59633.1 putative membrane -like [Chlorella sorokiniana]
OG0002785	KAF8068428.1 clcD [Scenedesmus sp. PABB004]	PRW50779.1 chloride channel C-like [Chlorella sorokiniana]
OG0002786	KAF8061381.1 Nol6 [Scenedesmus sp. PABB004]	PRW56330.1 nucleolar 6 isoform X1 [Chlorella sorokiniana], PRW05744.1 nucleolar 6_ partial [Chlorella sorokiniana]
OG0002787	KAF8068379.1 hypothetical protein HT031_002068 [Scenedesmus sp. PABB004]	PRW51137.1 calcineurin-like phosphoesterase [Chlorella sorokiniana]
OG0002789	KAF8061112.1 DDB2 [Scenedesmus sp. PABB004]	PRW59540.1 DAMAGED DNA-BINDING 2 [Chlorella sorokiniana]
OG0002790	KAF8057683.1 HOS1 [Scenedesmus sp. PABB004]	PRW59389.1 E3 ubiquitin- ligase HOS1 [Chlorella sorokiniana]
OG0002791	KAF8060323.1 hypothetical protein HT031_004859 [Scenedesmus sp. PABB004]	PRW05813.1 tRNA threonylcarbamoyladenosine biosynthesis [Chlorella sorokiniana]
OG0002792	KAF8070892.1 CCT7 [Scenedesmus sp. PABB004]	PRW59833.1 T-complex 1 subunit eta [Chlorella sorokiniana]
OG0002793	KAF8060559.1 SULTR2 [Scenedesmus sp. PABB004]	PRW59010.1 chloroplast inner envelope translocon [Chlorella sorokiniana]
OG0002794	KAF8059217.1 VPS51 [Scenedesmus sp. PABB004]	PRW21041.1 vacuolar sorting-associated 51-like protein [Chlorella sorokiniana]
OG0002796	KAF8062977.1 hypothetical protein HT031_003816 [Scenedesmus sp. PABB004]	PRW58794.1 binding partner of ACD11 1-like [Chlorella sorokiniana]
OG0002797	KAF8065882.1 cystinosin [Scenedesmus sp. PABB004]	PRW20981.1 Lysosomal Cystine Transporter _LCT_ Family [Chlorella sorokiniana]
OG0002798	KAF8066253.1 ERY2 [Scenedesmus sp. PABB004]	PRW58926.1 50S ribosomal L22 [Chlorella sorokiniana]
OG0002799	KAF8071156.1 emp24 domain-containing protein [Scenedesmus sp. PABB004]	PRW21135.1 Transmembrane Tmp21 [Chlorella sorokiniana]
OG0002800	KAF8065760.1 ADK1 [Scenedesmus sp. PABB004]	PRW59570.1 adenylate kinase [Chlorella sorokiniana]
OG0002801	KAF8058113.1 hemE [Scenedesmus sp. PABB004]	PRW18323.1 uroporphyrinogen decarboxylase [Chlorella sorokiniana]
OG0002803	KAF8066223.1 hypothetical protein HT031_002545 [Scenedesmus sp. PABB004]	PRW32517.1 condensin complex subunit 2 [Chlorella sorokiniana]
OG0002804	KAF8067401.1 RFC2 [Scenedesmus sp. PABB004]	PRW18302.1 Replication factor C subunit 2 [Chlorella sorokiniana]
OG0002805	KAF8071015.1 AERO1 [Scenedesmus sp. PABB004]	PRW61602.1 endoplasmic reticulum oxidoreductin 1 [Chlorella sorokiniana]
OG0002806	KAF8067360.1 hypothetical protein HT031_002408 [Scenedesmus sp. PABB004]	PRW18392.1 nuclear pore complex NUP35-like [Chlorella sorokiniana]
OG0002807	KAF8067411.1 SEC22 [Scenedesmus sp. PABB004]	PRW18383.1 kDa vesicle transport [Chlorella sorokiniana]
OG0002808	KAF8065614.1 Zeta-carotene desaturase [Scenedesmus sp. PABB004]	PRW32661.1 zeta-carotene desaturase [Chlorella sorokiniana]
OG0002809	KAF8071064.1 bli-1 [Scenedesmus sp. PABB004]	PRW18386.1 splicing factor u2af 65 kda [Chlorella sorokiniana]
OG0002810	KAF8071029.1 SLC66A1 [Scenedesmus sp. PABB004]	PRW18289.1 lysosomal amino acid transporter 1-like protein [Chlorella sorokiniana]
OG0002811	KAF8059156.1 hypothetical protein HT031_005328 [Scenedesmus sp. PABB004]	PRW32486.1 7-hydroxymethyl chlorophyll a chloroplastic [Chlorella sorokiniana]
OG0002812	KAF8066404.1 hypothetical protein HT031_002728 [Scenedesmus sp. PABB004]	PRW56992.1 hypothetical protein C2E21_4196 [Chlorella sorokiniana]
OG0002813	KAF8055334.1 KLHDC4 [Scenedesmus sp. PABB004]	PRW18361.1 Kelch domain-containing 4 [Chlorella sorokiniana]
OG0002814	KAF8060011.1 TIC22L [Scenedesmus sp. PABB004]	PRW61470.1 TIC 22- chloroplastic [Chlorella sorokiniana]
OG0002815	KAF8058458.1 hypothetical protein HT031_005582 [Scenedesmus sp. PABB004]	PRW55902.1 hypothetical protein C2E21_5040 [Chlorella sorokiniana]
OG0002816	KAF8060481.1 Gspt2 [Scenedesmus sp. PABB004]	PRW58110.1 elongation factor [Chlorella sorokiniana]
OG0002817	KAF8056436.1 SMCHD1 [Scenedesmus sp. PABB004]	PRW58303.1 Structural maintenance of chromosomes flexible hinge domain-containing 1 [Chlorella sorokiniana]
OG0002818	KAF8064481.1 CYCT1-1 [Scenedesmus sp. PABB004]	PRW18300.1 DNA-directed RNA polymerase I subunit RPA12 [Chlorella sorokiniana]
OG0002819	KAF8055647.1 VTE1 [Scenedesmus sp. PABB004]	PRW18397.1 tocopherol cyclase [Chlorella sorokiniana]
OG0002820	KAF8069466.1 COQ3 [Scenedesmus sp. PABB004]	PRW18354.1 ubiquinone biosynthesis O- mitochondrial [Chlorella sorokiniana]
OG0002821	KAF8069711.1 AP-1 complex subunit gamma-2 [Scenedesmus sp. PABB004]	PRW58351.1 AP-1 complex subunit gamma-2-like isoform X1 [Chlorella sorokiniana]
OG0002822	KAF8062657.1 ribosomal RNA processing protein 36 [Scenedesmus sp. PABB004]	PRW18411.1 ribosomal RNA processing 36-like protein [Chlorella sorokiniana]
OG0002823	KAF8067157.1 folD1 [Scenedesmus sp. PABB004]	PRW18322.1 bifunctional 2-like [Chlorella sorokiniana]
OG0002826	KAF8065892.1 SR34A [Scenedesmus sp. PABB004]	PRW61419.1 serine arginine-rich splicing factor SR34A-like isoform X1 [Chlorella sorokiniana]
OG0002827	KAF8065667.1 ublcp1 [Scenedesmus sp. PABB004]	PRW57513.1 Ubiquitin-like domain-containing CTD phosphatase [Chlorella sorokiniana]
OG0002828	KAF8063830.1 RWDD1 [Scenedesmus sp. PABB004]	PRW56981.1 RWD domain-containing 1 [Chlorella sorokiniana]
OG0002829	KAF8072474.1 Rngtt [Scenedesmus sp. PABB004]	PRW57461.1 mRNA-capping enzyme-like [Chlorella sorokiniana]
OG0002830	KAF8060315.1 protein phosphatase 2C [Scenedesmus sp. PABB004]	PRW57020.1 putative phosphatase 2C 35 [Chlorella sorokiniana]
OG0002831	KAF8065555.1 eukaryotic translation initiation factor 2 subunit alpha [Scenedesmus sp. PABB004]	PRW56900.1 Eukaryotic translation initiation factor 2 subunit alpha [Chlorella sorokiniana]
OG0002832	KAF8068220.1 PI4KA1 [Scenedesmus sp. PABB004]	PRW57253.1 Phosphatidylinositol 4-kinase alpha 1 [Chlorella sorokiniana]
OG0002834	KAF8072526.1 hypothetical protein HT031_000186 [Scenedesmus sp. PABB004]	PRW56903.1 serine threonine dehydratase [Chlorella sorokiniana]
OG0002836	KAF8072346.1 memo1 [Scenedesmus sp. PABB004], KAF8054760.1 memo1 [Scenedesmus sp. PABB004]	PRW57502.1 MEMO1 [Chlorella sorokiniana]
OG0002837	KAF8072537.1 REV3 [Scenedesmus sp. PABB004]	PRW57419.1 DNA polymerase zeta [Chlorella sorokiniana]
OG0002839	KAF8057717.1 PWP2 [Scenedesmus sp. PABB004]	PRW59321.1 periodic tryptophan 2-like protein [Chlorella sorokiniana]
OG0002840	KAF8064693.1 DRP1C [Scenedesmus sp. PABB004]	PRW58884.1 dynamin-related 1E-like [Chlorella sorokiniana]
OG0002841	KAF8063010.1 DCC family protein [Scenedesmus sp. PABB004]	PRW58798.1 DCC family chloroplastic [Chlorella sorokiniana]
OG0002842	KAF8069428.1 RL36 [Scenedesmus sp. PABB004]	PRW56617.1 60S ribosomal L36-3-like [Chlorella sorokiniana]
OG0002843	KAF8057924.1 oma1 [Scenedesmus sp. PABB004]	PRW60536.1 Mitochondrial metalloendopeptidase OMA1 [Chlorella sorokiniana]
OG0002844	KAF8069363.1 sf3b1 [Scenedesmus sp. PABB004]	PRW56402.1 Splicing factor 3B subunit 1 [Chlorella sorokiniana]
OG0002845	KAF8061080.1 AUR1 [Scenedesmus sp. PABB004]	PRW56777.1 Serine threonine- kinase Aurora-1 [Chlorella sorokiniana]
OG0002846	KAF8072554.1 RAD9A [Scenedesmus sp. PABB004]	PRW61626.1 Cell cycle checkpoint control RAD9A [Chlorella sorokiniana]
OG0002847	KAF8059363.1 hypothetical protein HT031_005168 [Scenedesmus sp. PABB004]	PRW20704.1 Germinal-center associated nuclear [Chlorella sorokiniana]
OG0002849	KAF8072917.1 larB [Scenedesmus sp. PABB004]	PRW56430.1 1-_5-phosphoribosyl_-5-amino-4-imidazole-car boxylate carboxylase [Chlorella sorokiniana]
OG0002851	KAF8072628.1 pyrH [Scenedesmus sp. PABB004]	PRW56473.1 uridylate kinase isoform B [Chlorella sorokiniana], PRW56474.1 uridylate kinase isoform A [Chlorella sorokiniana]
OG0002852	KAF8072381.1 Histidine methyltransferase 1-like protein [Scenedesmus sp. PABB004]	PRW61169.1 histidine methyltransferase 1-like protein isoform X7 [Chlorella sorokiniana]
OG0002853	KAF8066283.1 NUDT2 [Scenedesmus sp. PABB004]	PRW56414.1 Nudix hydrolase 8 [Chlorella sorokiniana]
OG0002854	KAF8068338.1 WAT1-related protein [Scenedesmus sp. PABB004]	PRW56874.1 WAT1-related chloroplastic isoform X1 [Chlorella sorokiniana]
OG0002855	KAF8057757.1 ywrD [Scenedesmus sp. PABB004]	PRW44552.1 putative 3-hydroxyisobutyrate mitochondrial [Chlorella sorokiniana]
OG0002856	KAF8059424.1 erkB [Scenedesmus sp. PABB004]	PRW59653.1 mitogen-activated kinase 5 [Chlorella sorokiniana]
OG0002857	KAF8061405.1 Zadh2 [Scenedesmus sp. PABB004]	PRW57061.1 Zinc-binding alcohol dehydrogenase domain-containing 2 [Chlorella sorokiniana]
OG0002858	KAF8055822.1 PRL1 [Scenedesmus sp. PABB004]	PRW20739.1 pleiotropic regulatory locus 1 [Chlorella sorokiniana]
OG0002859	KAF8072802.1 AGO3 [Scenedesmus sp. PABB004]	PRW33042.1 hypothetical protein C2E21_8017 [Chlorella sorokiniana]
OG0002860	KAF8062683.1 FZR2 [Scenedesmus sp. PABB004]	PRW32897.1 WD40 repeat [Chlorella sorokiniana]
OG0002861	KAF8057857.1 Glycerol-3-phosphate acyltransferase [Scenedesmus sp. PABB004]	PRW33811.1 Glycerol-3-phosphate chloroplastic [Chlorella sorokiniana]
OG0002862	KAF8071383.1 ABCF3 [Scenedesmus sp. PABB004]	PRW61346.1 ABC transporter F family member 3 [Chlorella sorokiniana]
OG0002864	KAF8055652.1 LST8-1 [Scenedesmus sp. PABB004]	PRW61184.1 LST8-like protein isoform X1 [Chlorella sorokiniana]
OG0002865	KAF8064557.1 SEC23 [Scenedesmus sp. PABB004]	PRW32992.1 transport SEC23-like [Chlorella sorokiniana]
OG0002866	KAF8061975.1 RPN9A [Scenedesmus sp. PABB004]	PRW59228.1 26S proteasome non-ATPase regulatory subunit 13 [Chlorella sorokiniana]
OG0002868	KAF8073102.1 LTA2 [Scenedesmus sp. PABB004]	PRW50960.1 branched-chain alpha-keto acid dehydrogenase subunit E2 [Chlorella sorokiniana]
OG0002869	KAF8067287.1 ABC1 [Scenedesmus sp. PABB004]	PRW32844.1 ABC1 protein [Chlorella sorokiniana]
OG0002870	KAF8062017.1 hypothetical protein HT031_004277 [Scenedesmus sp. PABB004]	PRW60044.1 DNA-directed RNA polymerase I subunit RPA49 [Chlorella sorokiniana]
OG0002871	KAF8056473.1 Ttc1 [Scenedesmus sp. PABB004]	PRW33316.1 Tetratricopeptide repeat 1 [Chlorella sorokiniana]
OG0002872	KAF8073235.1 ube2w [Scenedesmus sp. PABB004]	PRW05905.1 putative ubiquitin-conjugating enzyme E2 18 [Chlorella sorokiniana]
OG0002873	KAF8070950.1 6_7-dimethyl-8-ribityllumazine synthase [Scenedesmus sp. PABB004]	PRW33069.1 6_7-dimethyl-8-ribityllumazine synthase [Chlorella sorokiniana]
OG0002875	KAF8068216.1 hypothetical protein HT031_001902 [Scenedesmus sp. PABB004]	PRW56074.1 vesicle-fusing ATPase-like [Chlorella sorokiniana]
OG0002876	KAF8056113.1 DGAT2D [Scenedesmus sp. PABB004]	PRW32988.1 Nucleoid-associated chloroplastic [Chlorella sorokiniana]
OG0002877	KAF8071095.1 GRXS7 [Scenedesmus sp. PABB004]	PRW33018.1 Monothiol glutaredoxin- chloroplastic [Chlorella sorokiniana]
OG0002878	KAF8072683.1 UBP26 [Scenedesmus sp. PABB004]	PRW33162.1 ubiquitin carboxyl-terminal hydrolase 26 isoform X1 [Chlorella sorokiniana]
OG0002879	KAF8069564.1 NUP155 [Scenedesmus sp. PABB004]	PRW05942.1 nuclear pore complex Nup155 isoform B [Chlorella sorokiniana], PRW05941.1 nuclear pore complex Nup155 isoform A [Chlorella sorokiniana]
OG0002881	KAF8055323.1 zinc transporter [Scenedesmus sp. PABB004]	PRW32991.1 zinc transporter [Chlorella sorokiniana]
OG0002882	KAF8064570.1 ERDJ3B [Scenedesmus sp. PABB004]	PRW44515.1 gamma-glutamyl hydrolase [Chlorella sorokiniana]
OG0002884	KAF8056828.1 dnajc21 [Scenedesmus sp. PABB004]	PRW34026.1 dnaJ-like protein subfamily C member 21 isoform X1 isoform B [Chlorella sorokiniana], PRW34025.1 dnaJ-like protein subfamily C member 21 isoform X1 isoform A [Chlorella sorokiniana]
OG0002885	KAF8072811.1 dym [Scenedesmus sp. PABB004]	PRW57959.1 dymeclin isoform X1 [Chlorella sorokiniana]
OG0002886	KAF8065960.1 PSS2 [Scenedesmus sp. PABB004]	PRW57106.1 Phosphatidylserine synthase 2 isoform A [Chlorella sorokiniana], PRW57105.1 Phosphatidylserine synthase 2 isoform B [Chlorella sorokiniana]
OG0002887	KAF8067218.1 PYROXD1 [Scenedesmus sp. PABB004]	PRW57580.1 pyridine nucleotide-disulfide oxidoreductase domain-containing 1 [Chlorella sorokiniana]
OG0002888	KAF8069653.1 zinc finger CCCH domain-containing protein 11 [Scenedesmus sp. PABB004]	PRW34000.1 zinc finger CCCH domain-containing 11 [Chlorella sorokiniana]
OG0002889	KAF8072959.1 HLB1 [Scenedesmus sp. PABB004]	PRW33855.1 Tetratricopeptide-like helical domain containing [Chlorella sorokiniana]
OG0002890	KAF8068405.1 BOLA4 [Scenedesmus sp. PABB004]	PRW20958.1 sufE chloroplastic [Chlorella sorokiniana]
OG0002891	KAF8057109.1 ccp1 [Scenedesmus sp. PABB004]	PRW20242.1 cytochrome c peroxidase [Chlorella sorokiniana]
OG0002892	KAF8067414.1 hypothetical protein HT031_002462 [Scenedesmus sp. PABB004]	PRW33798.1 phosphoribulokinase [Chlorella sorokiniana]
OG0002893	KAF8063791.1 RPL35 [Scenedesmus sp. PABB004]	PRW20803.1 60S ribosomal L35-like [Chlorella sorokiniana]
OG0002894	KAF8061977.1 cleavage and polyadenylation specificity factor subunit 1 [Scenedesmus sp. PABB004]	PRW20820.1 cleavage and polyadenylation specificity factor subunit 1 [Chlorella sorokiniana]
OG0002895	KAF8057246.1 PUS3 [Scenedesmus sp. PABB004]	PRW57914.1 tRNA pseudouridine_38 39_ synthase isoform X1 [Chlorella sorokiniana]
OG0002896	KAF8073018.1 ABC1K3 [Scenedesmus sp. PABB004]	PRW44567.1 putative aarF domain-containing kinase chloroplastic [Chlorella sorokiniana]
OG0002897	KAF8067195.1 hypothetical protein HT031_002242 [Scenedesmus sp. PABB004]	PRW34089.1 hypothetical protein C2E21_7404 [Chlorella sorokiniana]
OG0002899	KAF8066195.1 SDP6 [Scenedesmus sp. PABB004]	PRW39098.1 glycerol-3-phosphate dehydrogenase mitochondrial-like isoform A [Chlorella sorokiniana], PRW39099.1 glycerol-3-phosphate dehydrogenase mitochondrial-like isoform B [Chlorella sorokiniana]
OG0002901	KAF8063077.1 hypothetical protein HT031_003916 [Scenedesmus sp. PABB004]	PRW39232.1 hypothetical protein C2E21_7090 [Chlorella sorokiniana], PRW39231.1 hypothetical protein C2E21_7090 [Chlorella sorokiniana]
OG0002902	KAF8071303.1 protein phosphatase 2C 67 [Scenedesmus sp. PABB004]	PRW39315.1 putative phosphatase 2C 67 [Chlorella sorokiniana]
OG0002903	KAF8069712.1 CCDA2 [Scenedesmus sp. PABB004]	PRW59052.1 cytochrome c-type biogenesis ccda-like chloroplastic 1 [Chlorella sorokiniana]
