Orthogroup	Scenedesmus_PABB004	Chlorella_Vulgaris2111P
OG0001947	KAF8066270.1 leucine--tRNA ligase [Scenedesmus sp. PABB004]	KAI3433717.1 hypothetical protein D9Q98_003525 [Chlorella vulgaris]
OG0001948	KAF8057291.1 WAV2 [Scenedesmus sp. PABB004]	KAI3433757.1 hypothetical protein D9Q98_003564 [Chlorella vulgaris]
OG0001949	KAF8055394.1 Tbc1d4 [Scenedesmus sp. PABB004]	KAI3433737.1 hypothetical protein D9Q98_003544 [Chlorella vulgaris]
OG0001950	KAF8069682.1 rgt-1 [Scenedesmus sp. PABB004]	KAI3433781.1 hypothetical protein D9Q98_003586 [Chlorella vulgaris]
OG0001951	KAF8063060.1 RPS18 [Scenedesmus sp. PABB004]	KAI3428219.1 hypothetical protein D9Q98_006599 [Chlorella vulgaris]
OG0001952	KAF8059204.1 RPN3A [Scenedesmus sp. PABB004]	KAI3428226.1 hypothetical protein D9Q98_006606 [Chlorella vulgaris]
OG0001953	KAF8064479.1 TAD3 [Scenedesmus sp. PABB004]	KAI3425757.1 hypothetical protein D9Q98_007732 [Chlorella vulgaris]
OG0001954	KAF8061094.1 Mettl6 [Scenedesmus sp. PABB004]	KAI3425917.1 hypothetical protein D9Q98_007889 [Chlorella vulgaris]
OG0001955	KAF8062686.1 aspartyl aminopeptidase [Scenedesmus sp. PABB004]	KAI3434924.1 hypothetical protein D9Q98_002978 [Chlorella vulgaris]
OG0001956	KAF8060602.1 glycine--tRNA ligase [Scenedesmus sp. PABB004]	KAI3436835.1 hypothetical protein D9Q98_006245 [Chlorella vulgaris]
OG0001958	KAF8058871.1 APX6 [Scenedesmus sp. PABB004]	KAI3430990.1 hypothetical protein D9Q98_009393 [Chlorella vulgaris]
OG0001959	KAF8069487.1 COL14A1 [Scenedesmus sp. PABB004]	KAI3425933.1 hypothetical protein D9Q98_007905 [Chlorella vulgaris]
OG0001960	KAF8055477.1 PRP19 [Scenedesmus sp. PABB004]	KAI3424349.1 hypothetical protein D9Q98_009902 [Chlorella vulgaris]
OG0001961	KAF8057144.1 EDD1 [Scenedesmus sp. PABB004]	KAI3427953.1 hypothetical protein D9Q98_006343 [Chlorella vulgaris]
OG0001962	KAF8058106.1 hypothetical protein HT031_005766 [Scenedesmus sp. PABB004]	KAI3436779.1 hypothetical protein D9Q98_006191 [Chlorella vulgaris], KAI3436780.1 hypothetical protein D9Q98_006191 [Chlorella vulgaris]
OG0001964	KAF8063046.1 hypothetical protein HT031_003885 [Scenedesmus sp. PABB004]	KAI3425960.1 hypothetical protein D9Q98_007930 [Chlorella vulgaris]
OG0001965	KAF8066367.1 ACX2 [Scenedesmus sp. PABB004]	KAI3435987.1 hypothetical protein D9Q98_002045 [Chlorella vulgaris]
OG0001966	KAF8068390.1 Ataxin-3-like protein [Scenedesmus sp. PABB004]	KAI3433658.1 hypothetical protein D9Q98_003467 [Chlorella vulgaris]
OG0001967	KAF8066416.1 RPS15 [Scenedesmus sp. PABB004]	KAI3434971.1 hypothetical protein D9Q98_003023 [Chlorella vulgaris]
OG0001968	KAF8066184.1 PI4KB1 [Scenedesmus sp. PABB004]	KAI3436482.1 hypothetical protein D9Q98_005899 [Chlorella vulgaris]
OG0001969	KAF8069438.1 NBP35 [Scenedesmus sp. PABB004]	KAI3425791.1 hypothetical protein D9Q98_007766 [Chlorella vulgaris]
OG0001970	KAF8065762.1 hypothetical protein HT031_002822 [Scenedesmus sp. PABB004]	KAI3436015.1 hypothetical protein D9Q98_002072 [Chlorella vulgaris]
OG0001971	KAF8066297.1 TH1 [Scenedesmus sp. PABB004]	KAI3425347.1 hypothetical protein D9Q98_009111 [Chlorella vulgaris]
OG0001972	KAF8061173.1 SBE2.2 [Scenedesmus sp. PABB004]	KAI3436415.1 hypothetical protein D9Q98_005832 [Chlorella vulgaris]
OG0001973	KAF8064489.1 4-hydroxyphenylpyruvate dioxygenase [Scenedesmus sp. PABB004]	KAI3436403.1 hypothetical protein D9Q98_005820 [Chlorella vulgaris]
OG0001974	KAF8065886.1 DGAT1C [Scenedesmus sp. PABB004], KAF8065851.1 hypothetical protein HT031_002911 [Scenedesmus sp. PABB004]	KAI3436020.1 hypothetical protein D9Q98_002077 [Chlorella vulgaris]
OG0001975	KAF8065719.1 bchH [Scenedesmus sp. PABB004]	KAI3435997.1 hypothetical protein D9Q98_002054 [Chlorella vulgaris]
OG0001976	KAF8057627.1 Glo1 [Scenedesmus sp. PABB004]	KAI3428531.1 hypothetical protein D9Q98_007354 [Chlorella vulgaris]
OG0001977	KAF8060500.1 sua5 [Scenedesmus sp. PABB004], KAF8060504.1 SPAC6G9.01c [Scenedesmus sp. PABB004]	KAI3424705.1 hypothetical protein D9Q98_008094 [Chlorella vulgaris], KAI3424704.1 hypothetical protein D9Q98_008094 [Chlorella vulgaris]
OG0001978	KAF8059173.1 hypothetical protein HT031_005345 [Scenedesmus sp. PABB004]	KAI3424942.1 hypothetical protein D9Q98_008324 [Chlorella vulgaris], KAI3424941.1 hypothetical protein D9Q98_008324 [Chlorella vulgaris]
OG0001979	KAF8071264.1 NOP5-2 [Scenedesmus sp. PABB004]	KAI3428306.1 hypothetical protein D9Q98_006685 [Chlorella vulgaris]
OG0001980	KAF8072498.1 VHA-H [Scenedesmus sp. PABB004]	KAI3436112.1 hypothetical protein D9Q98_002170 [Chlorella vulgaris]
OG0001981	KAF8065817.1 CSP41B [Scenedesmus sp. PABB004]	KAI3436106.1 hypothetical protein D9Q98_002164 [Chlorella vulgaris]
OG0001982	KAF8057618.1 BASS1 [Scenedesmus sp. PABB004]	KAI3428766.1 hypothetical protein D9Q98_007587 [Chlorella vulgaris]
OG0001986	KAF8057253.1 MPK15 [Scenedesmus sp. PABB004]	KAI3430832.1 hypothetical protein D9Q98_009243 [Chlorella vulgaris]
OG0001987	KAF8067299.1 PLA1 [Scenedesmus sp. PABB004]	KAI3433289.1 hypothetical protein D9Q98_003108 [Chlorella vulgaris]
OG0001988	KAF8058053.1 AIG2LD [Scenedesmus sp. PABB004]	KAI3435498.1 hypothetical protein D9Q98_001564 [Chlorella vulgaris]
OG0001989	KAF8060575.1 DTX44 [Scenedesmus sp. PABB004]	KAI3434926.1 hypothetical protein D9Q98_002980 [Chlorella vulgaris]
OG0001990	KAF8059994.1 NHP2 [Scenedesmus sp. PABB004]	KAI3435548.1 hypothetical protein D9Q98_001613 [Chlorella vulgaris]
OG0001991	KAF8066272.1 ADIPOR3 [Scenedesmus sp. PABB004]	KAI3423893.1 hypothetical protein D9Q98_009727 [Chlorella vulgaris]
OG0001992	KAF8062109.1 ABC1K1 [Scenedesmus sp. PABB004]	KAI3423951.1 hypothetical protein D9Q98_009785 [Chlorella vulgaris]
OG0001993	KAF8063703.1 hypothetical protein HT031_003558 [Scenedesmus sp. PABB004]	KAI3438503.1 hypothetical protein D9Q98_000931 [Chlorella vulgaris]
OG0001995	KAF8056751.1 hypothetical protein HT031_006249 [Scenedesmus sp. PABB004]	KAI3432453.1 hypothetical protein D9Q98_004003 [Chlorella vulgaris]
OG0001996	KAF8060091.1 hypothetical protein HT031_005030 [Scenedesmus sp. PABB004]	KAI3435505.1 hypothetical protein D9Q98_001571 [Chlorella vulgaris]
OG0001997	KAF8058348.1 hypothetical protein HT031_005666 [Scenedesmus sp. PABB004]	KAI3423806.1 hypothetical protein D9Q98_009643 [Chlorella vulgaris]
OG0001998	KAF8063107.1 CPI1 [Scenedesmus sp. PABB004]	KAI3423819.1 hypothetical protein D9Q98_009655 [Chlorella vulgaris]
OG0001999	KAF8067383.1 ndor1 [Scenedesmus sp. PABB004]	KAI3435520.1 hypothetical protein D9Q98_001586 [Chlorella vulgaris]
OG0002000	KAF8059384.1 HISN4 [Scenedesmus sp. PABB004]	KAI3433306.1 hypothetical protein D9Q98_003124 [Chlorella vulgaris]
OG0002001	KAF8067363.1 LIMR family protein [Scenedesmus sp. PABB004]	KAI3435533.1 hypothetical protein D9Q98_001598 [Chlorella vulgaris]
OG0002003	KAF8072720.1 hypothetical protein HT031_000380 [Scenedesmus sp. PABB004]	KAI3435616.1 hypothetical protein D9Q98_001677 [Chlorella vulgaris]
OG0002004	KAF8056259.1 MEMB11 [Scenedesmus sp. PABB004]	KAI3435619.1 hypothetical protein D9Q98_001679 [Chlorella vulgaris]
OG0002005	KAF8065524.1 zZinc finger CCCH domain-containing protein 1 [Scenedesmus sp. PABB004]	KAI3438125.1 hypothetical protein D9Q98_000566 [Chlorella vulgaris]
OG0002006	KAF8056119.1 LHCB5 [Scenedesmus sp. PABB004]	KAI3438063.1 hypothetical protein D9Q98_000506 [Chlorella vulgaris]
OG0002007	KAF8072350.1 hypothetical protein HT031_000009 [Scenedesmus sp. PABB004]	KAI3438113.1 hypothetical protein D9Q98_000554 [Chlorella vulgaris]
OG0002008	KAF8067369.1 ATJ6 [Scenedesmus sp. PABB004]	KAI3438127.1 hypothetical protein D9Q98_000568 [Chlorella vulgaris]
OG0002009	KAF8072376.1 ATP5PO [Scenedesmus sp. PABB004]	KAI3438137.1 hypothetical protein D9Q98_000578 [Chlorella vulgaris]
OG0002010	KAF8060327.1 NFYB3 [Scenedesmus sp. PABB004]	KAI3438143.1 hypothetical protein D9Q98_000584 [Chlorella vulgaris]
OG0002011	KAF8056378.1 V-type proton ATPase subunit B 1 [Scenedesmus sp. PABB004]	KAI3438085.1 hypothetical protein D9Q98_000527 [Chlorella vulgaris]
OG0002012	KAF8072389.1 RCH2 [Scenedesmus sp. PABB004]	KAI3438120.1 hypothetical protein D9Q98_000561 [Chlorella vulgaris]
OG0002013	KAF8065658.1 HCC1 [Scenedesmus sp. PABB004]	KAI3438126.1 hypothetical protein D9Q98_000567 [Chlorella vulgaris]
OG0002014	KAF8059380.1 Rbm28 [Scenedesmus sp. PABB004]	KAI3438130.1 hypothetical protein D9Q98_000571 [Chlorella vulgaris]
OG0002015	KAF8062756.1 P5CSB [Scenedesmus sp. PABB004]	KAI3438423.1 hypothetical protein D9Q98_000854 [Chlorella vulgaris]
OG0002016	KAF8063025.1 CLPX1 [Scenedesmus sp. PABB004]	KAI3429567.1 hypothetical protein D9Q98_005654 [Chlorella vulgaris]
OG0002017	KAF8073031.1 TWN2 [Scenedesmus sp. PABB004]	KAI3427978.1 hypothetical protein D9Q98_006368 [Chlorella vulgaris]
OG0002018	KAF8058441.1 ACX1.2 [Scenedesmus sp. PABB004]	KAI3435666.1 hypothetical protein D9Q98_001724 [Chlorella vulgaris]
OG0002019	KAF8071245.1 hypothetical protein HT031_001328 [Scenedesmus sp. PABB004]	KAI3428131.1 hypothetical protein D9Q98_006514 [Chlorella vulgaris]
OG0002020	KAF8072453.1 PPD1 [Scenedesmus sp. PABB004]	KAI3427992.1 hypothetical protein D9Q98_006380 [Chlorella vulgaris]
OG0002021	KAF8061959.1 RIX7 [Scenedesmus sp. PABB004]	KAI3438222.1 hypothetical protein D9Q98_000659 [Chlorella vulgaris]
OG0002023	KAF8060530.1 RPS5 [Scenedesmus sp. PABB004]	KAI3434452.1 hypothetical protein D9Q98_002529 [Chlorella vulgaris]
OG0002024	KAF8069364.1 TRAF1A [Scenedesmus sp. PABB004]	KAI3427966.1 hypothetical protein D9Q98_006356 [Chlorella vulgaris]
OG0002025	KAF8071255.1 Sod2 [Scenedesmus sp. PABB004]	KAI3428127.1 hypothetical protein D9Q98_006510 [Chlorella vulgaris]
OG0002026	KAF8067128.1 STIPL1 [Scenedesmus sp. PABB004]	KAI3428001.1 hypothetical protein D9Q98_006387 [Chlorella vulgaris]
OG0002027	KAF8063014.1 APT4 [Scenedesmus sp. PABB004]	KAI3434464.1 hypothetical protein D9Q98_002541 [Chlorella vulgaris]
OG0002028	KAF8063704.1 RPN1B [Scenedesmus sp. PABB004]	KAI3425164.1 hypothetical protein D9Q98_008935 [Chlorella vulgaris]
OG0002029	KAF8071269.1 actin [Scenedesmus sp. PABB004]	KAI3436231.1 hypothetical protein D9Q98_002285 [Chlorella vulgaris]
OG0002030	KAF8063856.1 ssx2ip-a [Scenedesmus sp. PABB004]	KAI3435009.1 hypothetical protein D9Q98_003061 [Chlorella vulgaris], KAI3435003.1 hypothetical protein D9Q98_003055 [Chlorella vulgaris]
OG0002031	KAF8056451.1 KIN7I [Scenedesmus sp. PABB004]	KAI3435010.1 hypothetical protein D9Q98_003062 [Chlorella vulgaris]
OG0002032	KAF8057143.1 ARC5 [Scenedesmus sp. PABB004]	KAI3430573.1 hypothetical protein D9Q98_005166 [Chlorella vulgaris]
OG0002033	KAF8069508.1 ffh [Scenedesmus sp. PABB004]	KAI3427161.1 hypothetical protein D9Q98_007098 [Chlorella vulgaris]
OG0002034	KAF8057744.1 SYT2 [Scenedesmus sp. PABB004]	KAI3424174.1 hypothetical protein D9Q98_009533 [Chlorella vulgaris]
OG0002035	KAF8056369.1 TOP2 [Scenedesmus sp. PABB004]	KAI3433704.1 hypothetical protein D9Q98_003513 [Chlorella vulgaris]
OG0002036	KAF8070921.1 Nucleolar complex protein 2 [Scenedesmus sp. PABB004]	KAI3438608.1 hypothetical protein D9Q98_001031 [Chlorella vulgaris]
OG0002037	KAF8069650.1 MTR4 [Scenedesmus sp. PABB004]	KAI3427412.1 hypothetical protein D9Q98_010327 [Chlorella vulgaris]
OG0002038	KAF8058473.1 RpL37a [Scenedesmus sp. PABB004], KAF8058468.1 hypothetical protein HT031_005592 [Scenedesmus sp. PABB004], KAF8058470.1 LRRC74A [Scenedesmus sp. PABB004]	KAI3429604.1 hypothetical protein D9Q98_005690 [Chlorella vulgaris]
OG0002039	KAF8061384.1 PLGG1 [Scenedesmus sp. PABB004]	KAI3438564.1 hypothetical protein D9Q98_000991 [Chlorella vulgaris]
OG0002040	KAF8070980.1 ilvD [Scenedesmus sp. PABB004]	KAI3432213.1 hypothetical protein D9Q98_003775 [Chlorella vulgaris]
OG0002041	KAF8064552.1 hypothetical protein HT031_003352 [Scenedesmus sp. PABB004]	KAI3430493.1 hypothetical protein D9Q98_005088 [Chlorella vulgaris]
OG0002042	KAF8072427.1 SBE1 [Scenedesmus sp. PABB004]	KAI3429595.1 hypothetical protein D9Q98_005681 [Chlorella vulgaris]
OG0002043	KAF8057260.1 DPB2 [Scenedesmus sp. PABB004]	KAI3430534.1 hypothetical protein D9Q98_005127 [Chlorella vulgaris]
OG0002044	KAF8058345.1 RMD5 [Scenedesmus sp. PABB004]	KAI3427239.1 hypothetical protein D9Q98_007174 [Chlorella vulgaris]
OG0002045	KAF8071147.1 drkC [Scenedesmus sp. PABB004]	KAI3430519.1 hypothetical protein D9Q98_005112 [Chlorella vulgaris]
OG0002046	KAF8056217.1 40S ribosomal protein SA [Scenedesmus sp. PABB004]	KAI3425978.1 hypothetical protein D9Q98_007946 [Chlorella vulgaris]
OG0002048	KAF8055995.1 Aconitate hydratase [Scenedesmus sp. PABB004]	KAI3435493.1 hypothetical protein D9Q98_001559 [Chlorella vulgaris]
OG0002049	KAF8065921.1 MRE11 [Scenedesmus sp. PABB004]	KAI3430588.1 hypothetical protein D9Q98_005181 [Chlorella vulgaris]
OG0002050	KAF8061139.1 THO2 [Scenedesmus sp. PABB004]	KAI3437550.1 hypothetical protein D9Q98_000003 [Chlorella vulgaris]
OG0002051	KAF8073028.1 NOP56 [Scenedesmus sp. PABB004]	KAI3437621.1 hypothetical protein D9Q98_000073 [Chlorella vulgaris]
OG0002053	KAF8062680.1 Sec11c [Scenedesmus sp. PABB004]	KAI3431000.1 hypothetical protein D9Q98_009402 [Chlorella vulgaris]
OG0002054	KAF8066438.1 hypothetical protein HT031_002762 [Scenedesmus sp. PABB004], KAF8066439.1 hypothetical protein HT031_002763 [Scenedesmus sp. PABB004]	KAI3430865.1 hypothetical protein D9Q98_009274 [Chlorella vulgaris]
OG0002055	KAF8064553.1 AVT1D [Scenedesmus sp. PABB004]	KAI3431465.1 hypothetical protein D9Q98_004517 [Chlorella vulgaris]
OG0002056	KAF8069490.1 RHN1 [Scenedesmus sp. PABB004]	KAI3431454.1 hypothetical protein D9Q98_004506 [Chlorella vulgaris]
OG0002057	KAF8071082.1 ABCC2 [Scenedesmus sp. PABB004]	KAI3431377.1 hypothetical protein D9Q98_004431 [Chlorella vulgaris]
OG0002058	KAF8069444.1 RS31 [Scenedesmus sp. PABB004]	KAI3431467.1 hypothetical protein D9Q98_004519 [Chlorella vulgaris]
OG0002061	KAF8063806.1 Hephaestin-like protein [Scenedesmus sp. PABB004]	KAI3431459.1 hypothetical protein D9Q98_004511 [Chlorella vulgaris]
OG0002062	KAF8073093.1 NPF8.3 [Scenedesmus sp. PABB004]	KAI3425784.1 hypothetical protein D9Q98_007759 [Chlorella vulgaris]
OG0002063	KAF8069404.1 hypothetical protein HT031_001519 [Scenedesmus sp. PABB004]	KAI3431326.1 hypothetical protein D9Q98_004384 [Chlorella vulgaris]
OG0002064	KAF8059741.1 UBC11 [Scenedesmus sp. PABB004]	KAI3431421.1 hypothetical protein D9Q98_004474 [Chlorella vulgaris]
OG0002065	KAF8057155.1 hypothetical protein HT031_006164 [Scenedesmus sp. PABB004]	KAI3431406.1 hypothetical protein D9Q98_004459 [Chlorella vulgaris]
OG0002066	KAF8068454.1 ANK2 [Scenedesmus sp. PABB004], KAF8070941.1 SMC5 [Scenedesmus sp. PABB004]	KAI3431316.1 hypothetical protein D9Q98_004374 [Chlorella vulgaris]
OG0002067	KAF8060544.1 ankrd52 [Scenedesmus sp. PABB004], KAF8055395.1 XBAT31 [Scenedesmus sp. PABB004]	KAI3431476.1 hypothetical protein D9Q98_004528 [Chlorella vulgaris]
OG0002068	KAF8061946.1 hypothetical protein HT031_004206 [Scenedesmus sp. PABB004], KAF8057620.1 PRXIIE-1 [Scenedesmus sp. PABB004]	KAI3433511.1 hypothetical protein D9Q98_003322 [Chlorella vulgaris]
OG0002069	KAF8056737.1 CYP710A1 [Scenedesmus sp. PABB004], KAF8056740.1 CYP710A1 [Scenedesmus sp. PABB004]	KAI3438432.1 hypothetical protein D9Q98_000863 [Chlorella vulgaris]
OG0002070	KAF8072416.1 hypothetical protein HT031_000075 [Scenedesmus sp. PABB004], KAF8070884.1 DEAD-box ATP-dependent RNA helicase 7 [Scenedesmus sp. PABB004]	KAI3438420.1 hypothetical protein D9Q98_000851 [Chlorella vulgaris]
OG0002071	KAF8065549.1 ttll6 [Scenedesmus sp. PABB004]	KAI3438277.1 hypothetical protein D9Q98_000712 [Chlorella vulgaris]
OG0002072	KAF8063031.1 hypothetical protein HT031_003870 [Scenedesmus sp. PABB004]	KAI3432617.1 hypothetical protein D9Q98_004163 [Chlorella vulgaris]
OG0002073	KAF8061352.1 DGAT1-2 [Scenedesmus sp. PABB004]	KAI3438306.1 hypothetical protein D9Q98_000740 [Chlorella vulgaris], KAI3438307.1 hypothetical protein D9Q98_000741 [Chlorella vulgaris]
OG0002074	KAF8071165.1 rlp24 [Scenedesmus sp. PABB004]	KAI3433642.1 hypothetical protein D9Q98_003451 [Chlorella vulgaris]
OG0002075	KAF8064501.1 IPS2 [Scenedesmus sp. PABB004]	KAI3433540.1 hypothetical protein D9Q98_003350 [Chlorella vulgaris]
OG0002076	KAF8073195.1 EHD1 [Scenedesmus sp. PABB004]	KAI3433598.1 hypothetical protein D9Q98_003408 [Chlorella vulgaris], KAI3433597.1 hypothetical protein D9Q98_003408 [Chlorella vulgaris]
OG0002077	KAF8071371.1 DRC3 [Scenedesmus sp. PABB004]	KAI3432666.1 hypothetical protein D9Q98_004210 [Chlorella vulgaris]
OG0002078	KAF8059142.1 hypothetical protein HT031_005314 [Scenedesmus sp. PABB004]	KAI3425815.1 hypothetical protein D9Q98_007790 [Chlorella vulgaris], KAI3426273.1 hypothetical protein D9Q98_008648 [Chlorella vulgaris], KAI3436137.1 hypothetical protein D9Q98_002194 [Chlorella vulgaris]
OG0002079	KAF8072434.1 hypothetical protein HT031_000093 [Scenedesmus sp. PABB004]	KAI3433541.1 hypothetical protein D9Q98_003351 [Chlorella vulgaris]
OG0002080	KAF8057879.1 Bifunctional aspartate aminotransferase and glutamate/aspartate-prephenate aminotransferase [Scenedesmus sp. PABB004]	KAI3433551.1 hypothetical protein D9Q98_003362 [Chlorella vulgaris]
OG0002081	KAF8062673.1 dph1 [Scenedesmus sp. PABB004]	KAI3425814.1 hypothetical protein D9Q98_007789 [Chlorella vulgaris]
OG0002082	KAF8073259.1 PAD1 [Scenedesmus sp. PABB004]	KAI3438232.1 hypothetical protein D9Q98_000669 [Chlorella vulgaris]
OG0002083	KAF8072410.1 Nascent polypeptide-associated complex subunit alpha-like protein [Scenedesmus sp. PABB004]	KAI3438303.1 hypothetical protein D9Q98_000737 [Chlorella vulgaris]
OG0002084	KAF8058056.1 miaB [Scenedesmus sp. PABB004]	KAI3438421.1 hypothetical protein D9Q98_000852 [Chlorella vulgaris]
OG0002085	KAF8072666.1 schC [Scenedesmus sp. PABB004]	KAI3428108.1 hypothetical protein D9Q98_006491 [Chlorella vulgaris]
OG0002086	KAF8060584.1 hypothetical protein HT031_004761 [Scenedesmus sp. PABB004], KAF8057895.1 hypothetical protein HT031_005841 [Scenedesmus sp. PABB004]	KAI3433513.1 hypothetical protein D9Q98_003324 [Chlorella vulgaris]
OG0002087	KAF8063754.1 IMPA1 [Scenedesmus sp. PABB004]	KAI3438905.1 hypothetical protein D9Q98_001320 [Chlorella vulgaris], KAI3438906.1 hypothetical protein D9Q98_001320 [Chlorella vulgaris]
OG0002088	KAF8063074.1 CRNKL1 [Scenedesmus sp. PABB004]	KAI3438894.1 hypothetical protein D9Q98_001309 [Chlorella vulgaris]
OG0002089	KAF8065733.1 Glutamine--tRNA ligase [Scenedesmus sp. PABB004]	KAI3428074.1 hypothetical protein D9Q98_006458 [Chlorella vulgaris]
OG0002090	KAF8062974.1 PAG1 [Scenedesmus sp. PABB004]	KAI3438888.1 hypothetical protein D9Q98_001303 [Chlorella vulgaris]
OG0002091	KAF8058046.1 gyaR [Scenedesmus sp. PABB004]	KAI3438919.1 hypothetical protein D9Q98_001333 [Chlorella vulgaris]
OG0002092	KAF8065501.1 SPB1 [Scenedesmus sp. PABB004]	KAI3436789.1 hypothetical protein D9Q98_006200 [Chlorella vulgaris]
OG0002093	KAF8069415.1 glycerol-3-phosphate transporter 1 [Scenedesmus sp. PABB004]	KAI3425694.1 hypothetical protein D9Q98_007671 [Chlorella vulgaris]
OG0002094	KAF8069440.1 hypothetical protein HT031_001555 [Scenedesmus sp. PABB004]	KAI3428093.1 hypothetical protein D9Q98_006476 [Chlorella vulgaris]
OG0002095	KAF8064483.1 PAE1 [Scenedesmus sp. PABB004]	KAI3431557.1 hypothetical protein D9Q98_004606 [Chlorella vulgaris]
OG0002096	KAF8073218.1 RPL7A-2 [Scenedesmus sp. PABB004]	KAI3433480.1 hypothetical protein D9Q98_003292 [Chlorella vulgaris]
OG0002097	KAF8067245.1 leuB [Scenedesmus sp. PABB004]	KAI3430350.1 hypothetical protein D9Q98_004945 [Chlorella vulgaris]
OG0002098	KAF8065895.1 Sec24-like protein [Scenedesmus sp. PABB004]	KAI3435952.1 hypothetical protein D9Q98_002010 [Chlorella vulgaris]
OG0002099	KAF8071057.1 hypothetical protein HT031_001139 [Scenedesmus sp. PABB004]	KAI3432854.1 hypothetical protein D9Q98_010437 [Chlorella vulgaris]
OG0002100	KAF8060548.1 polyamine transporter [Scenedesmus sp. PABB004]	KAI3434372.1 hypothetical protein D9Q98_002451 [Chlorella vulgaris]
OG0002101	KAF8066390.1 RAD5 [Scenedesmus sp. PABB004]	KAI3428828.1 hypothetical protein D9Q98_007645 [Chlorella vulgaris]
OG0002102	KAF8071089.1 RER1A [Scenedesmus sp. PABB004]	KAI3431483.1 hypothetical protein D9Q98_004534 [Chlorella vulgaris]
OG0002103	KAF8061385.1 Acad10 [Scenedesmus sp. PABB004]	KAI3430366.1 hypothetical protein D9Q98_004961 [Chlorella vulgaris]
OG0002105	KAF8070927.1 RPL11 [Scenedesmus sp. PABB004]	KAI3428516.1 hypothetical protein D9Q98_007339 [Chlorella vulgaris]
OG0002106	KAF8073128.1 hypothetical protein HT031_000789 [Scenedesmus sp. PABB004]	KAI3431493.1 hypothetical protein D9Q98_004544 [Chlorella vulgaris]
OG0002107	KAF8068183.1 SEC6 [Scenedesmus sp. PABB004]	KAI3425101.1 hypothetical protein D9Q98_008479 [Chlorella vulgaris]
OG0002109	KAF8071292.1 ogdh [Scenedesmus sp. PABB004]	KAI3434698.1 hypothetical protein D9Q98_002760 [Chlorella vulgaris]
OG0002110	KAF8061119.1 XPB2 [Scenedesmus sp. PABB004]	KAI3434686.1 hypothetical protein D9Q98_002749 [Chlorella vulgaris]
OG0002111	KAF8069648.1 bfr2 [Scenedesmus sp. PABB004]	KAI3432718.1 hypothetical protein D9Q98_004261 [Chlorella vulgaris]
OG0002112	KAF8063095.1 RPL27 [Scenedesmus sp. PABB004]	KAI3428808.1 hypothetical protein D9Q98_007625 [Chlorella vulgaris]
OG0002115	KAF8058908.1 hypothetical protein HT031_005476 [Scenedesmus sp. PABB004]	KAI3436035.1 hypothetical protein D9Q98_002092 [Chlorella vulgaris]
OG0002116	KAF8067320.1 DEAD-box ATP-dependent RNA helicase 20 [Scenedesmus sp. PABB004]	KAI3428167.1 hypothetical protein D9Q98_006549 [Chlorella vulgaris], KAI3428168.1 hypothetical protein D9Q98_006549 [Chlorella vulgaris]
OG0002118	KAF8056020.1 CAT1 [Scenedesmus sp. PABB004]	KAI3436055.1 hypothetical protein D9Q98_002114 [Chlorella vulgaris]
OG0002120	KAF8065824.1 COG5 [Scenedesmus sp. PABB004]	KAI3436080.1 hypothetical protein D9Q98_002138 [Chlorella vulgaris]
OG0002121	KAF8062924.1 proB [Scenedesmus sp. PABB004]	KAI3428197.1 hypothetical protein D9Q98_006577 [Chlorella vulgaris]
OG0002122	KAF8072943.1 ERD2B [Scenedesmus sp. PABB004]	KAI3436063.1 hypothetical protein D9Q98_002121 [Chlorella vulgaris]
OG0002123	KAF8058326.1 gloB [Scenedesmus sp. PABB004]	KAI3436150.1 hypothetical protein D9Q98_002207 [Chlorella vulgaris]
OG0002124	KAF8065613.1 OBGC1 [Scenedesmus sp. PABB004]	KAI3428233.1 hypothetical protein D9Q98_006613 [Chlorella vulgaris]
OG0002125	KAF8061979.1 prefoldin subunit 3 [Scenedesmus sp. PABB004]	KAI3428230.1 hypothetical protein D9Q98_006610 [Chlorella vulgaris]
OG0002126	KAF8067151.1 PRORSD1P [Scenedesmus sp. PABB004]	KAI3428506.1 hypothetical protein D9Q98_007330 [Chlorella vulgaris]
OG0002127	KAF8058480.1 VHA-C [Scenedesmus sp. PABB004]	KAI3437938.1 hypothetical protein D9Q98_000382 [Chlorella vulgaris]
OG0002128	KAF8066347.1 RH21 [Scenedesmus sp. PABB004]	KAI3429738.1 hypothetical protein D9Q98_010053 [Chlorella vulgaris]
OG0002130	KAF8065961.1 lon protease [Scenedesmus sp. PABB004]	KAI3429897.1 hypothetical protein D9Q98_010208 [Chlorella vulgaris]
OG0002131	KAF8056229.1 Sf3b6 [Scenedesmus sp. PABB004]	KAI3429867.1 hypothetical protein D9Q98_010178 [Chlorella vulgaris]
OG0002132	KAF8055036.1 SPAC8C9.12c [Scenedesmus sp. PABB004]	KAI3427269.1 hypothetical protein D9Q98_007201 [Chlorella vulgaris]
OG0002133	KAF8071360.1 hypothetical protein HT031_001444 [Scenedesmus sp. PABB004]	KAI3431588.1 hypothetical protein D9Q98_004638 [Chlorella vulgaris]
OG0002134	KAF8058451.1 GLYR2 [Scenedesmus sp. PABB004]	KAI3429888.1 hypothetical protein D9Q98_010199 [Chlorella vulgaris]
