Orthogroup	Chlorella_VariabilisNC64A	Chlorella_Sorokiniana1602
OG0002618	XP_005844613.1 hypothetical protein CHLNCDRAFT_138904 [Chlorella variabilis]	PRW20531.1 RNA-binding family isoform 1 [Chlorella sorokiniana]
OG0002619	XP_005852116.1 hypothetical protein CHLNCDRAFT_56509 [Chlorella variabilis]	PRW60614.1 ATP-dependent helicase BRM [Chlorella sorokiniana]
OG0002620	XP_005851786.1 hypothetical protein CHLNCDRAFT_56513 [Chlorella variabilis]	PRW60240.1 Serine threonine- kinase ATG1 [Chlorella sorokiniana]
OG0002621	XP_005848390.1 expressed protein [Chlorella variabilis]	PRW44890.1 apoptotic chromatin condensation inducer in the nucleus-like isoform X1 [Chlorella sorokiniana]
OG0002622	XP_005848558.1 hypothetical protein CHLNCDRAFT_59661 [Chlorella variabilis]	PRW45112.1 40S ribosomal S23 [Chlorella sorokiniana]
OG0002623	XP_005848411.1 hypothetical protein CHLNCDRAFT_144725 [Chlorella variabilis]	PRW45116.1 putative isoprenylcysteine alpha-carbonyl methylesterase ICMEL1 [Chlorella sorokiniana]
OG0002624	XP_005851772.1 hypothetical protein CHLNCDRAFT_133177 [Chlorella variabilis]	PRW60403.1 transmembrane 194A isoform X1 [Chlorella sorokiniana]
OG0002625	XP_005848200.1 hypothetical protein CHLNCDRAFT_57570 [Chlorella variabilis]	PRW44923.1 Importin-11 isoform B [Chlorella sorokiniana], PRW44922.1 Importin-11 isoform A [Chlorella sorokiniana]
OG0002626	XP_005848352.1 hypothetical protein CHLNCDRAFT_51922 [Chlorella variabilis]	PRW44921.1 Chaperonin mitochondrial [Chlorella sorokiniana]
OG0002627	XP_005848545.1 hypothetical protein CHLNCDRAFT_48757 [Chlorella variabilis]	PRW45053.1 Aspartate carbamoyltransferase chloroplastic [Chlorella sorokiniana]
OG0002628	XP_005848306.1 hypothetical protein CHLNCDRAFT_59656 [Chlorella variabilis]	PRW44963.1 40S ribosomal S6 isoform B [Chlorella sorokiniana], PRW44964.1 40S ribosomal S6 isoform A [Chlorella sorokiniana]
OG0002629	XP_005848547.1 hypothetical protein CHLNCDRAFT_57665 [Chlorella variabilis]	PRW44876.1 sphingolipid delta_4_-desaturase DES1-like [Chlorella sorokiniana]
OG0002630	XP_005851828.1 hypothetical protein CHLNCDRAFT_133308 [Chlorella variabilis]	PRW60373.1 vesicle transport GOT1B-like [Chlorella sorokiniana]
OG0002632	XP_005848356.1 hypothetical protein CHLNCDRAFT_30881 [Chlorella variabilis]	PRW45146.1 3-methyl-2-oxobutanoate hydroxymethyltransferase mitochondrial [Chlorella sorokiniana]
OG0002633	XP_005849535.1 hypothetical protein CHLNCDRAFT_16774_ partial [Chlorella variabilis]	PRW59110.1 nucleolar GTP-binding 1 [Chlorella sorokiniana]
OG0002634	XP_005848745.1 hypothetical protein CHLNCDRAFT_144447 [Chlorella variabilis]	PRW51138.1 Ribosomal RNA small subunit methyltransferase H [Chlorella sorokiniana]
OG0002635	XP_005852219.1 hypothetical protein CHLNCDRAFT_133472 [Chlorella variabilis]	PRW60530.1 mitochondrial carrier [Chlorella sorokiniana]
OG0002636	XP_005844424.1 hypothetical protein CHLNCDRAFT_36900 [Chlorella variabilis]	PRW60987.1 GTP binding [Chlorella sorokiniana]
OG0002637	XP_005848749.1 hypothetical protein CHLNCDRAFT_57535 [Chlorella variabilis]	PRW51154.1 Ornithine mitochondrial [Chlorella sorokiniana]
OG0002638	XP_005844912.1 hypothetical protein CHLNCDRAFT_138475 [Chlorella variabilis]	PRW39395.1 maltose excess 1- chloroplastic [Chlorella sorokiniana]
OG0002639	XP_005848415.1 hypothetical protein CHLNCDRAFT_144735 [Chlorella variabilis]	PRW44982.1 Camphor resistance family isoform 1 [Chlorella sorokiniana]
OG0002640	XP_005844308.1 hypothetical protein CHLNCDRAFT_139037 [Chlorella variabilis]	PRW60992.1 DNA primase small subunit [Chlorella sorokiniana]
OG0002641	XP_005844917.1 hypothetical protein CHLNCDRAFT_138485 [Chlorella variabilis]	PRW39251.1 SWR1 complex subunit 6 [Chlorella sorokiniana]
OG0002643	XP_005848487.1 hypothetical protein CHLNCDRAFT_14705_ partial [Chlorella variabilis]	PRW45070.1 ADP-ribosylation factor GTPase-activating AGD5 [Chlorella sorokiniana]
OG0002644	XP_005845425.1 hypothetical protein CHLNCDRAFT_137033 [Chlorella variabilis]	PRW59482.1 solute carrier family 25 member 44 [Chlorella sorokiniana]
OG0002645	XP_005851873.1 hypothetical protein CHLNCDRAFT_33591 [Chlorella variabilis]	PRW60307.1 5_10-methylenetetrahydrofolate reductase isoform B [Chlorella sorokiniana], PRW60308.1 5_10-methylenetetrahydrofolate reductase isoform A [Chlorella sorokiniana]
OG0002646	XP_005844335.1 hypothetical protein CHLNCDRAFT_54556 [Chlorella variabilis]	PRW60877.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]
OG0002647	XP_005845633.1 hypothetical protein CHLNCDRAFT_53691 [Chlorella variabilis]	PRW61542.1 Qa-SNARE Sso1 PM-type [Chlorella sorokiniana]
OG0002648	XP_005845915.1 hypothetical protein CHLNCDRAFT_58481 [Chlorella variabilis]	PRW33649.1 Epidermal growth factor receptor substrate 15 [Chlorella sorokiniana]
OG0002649	XP_005849014.1 hypothetical protein CHLNCDRAFT_51710 [Chlorella variabilis]	PRW51057.1 Thylakoid lumenal kDa chloroplastic [Chlorella sorokiniana]
OG0002650	XP_005849004.1 hypothetical protein CHLNCDRAFT_144577 [Chlorella variabilis], XP_005849005.1 hypothetical protein CHLNCDRAFT_22032 [Chlorella variabilis]	PRW51058.1 ribosomal S1 [Chlorella sorokiniana]
OG0002651	XP_005848254.1 hypothetical protein CHLNCDRAFT_35091 [Chlorella variabilis]	PRW44968.1 30S ribosomal S5 [Chlorella sorokiniana]
OG0002652	XP_005848449.1 hypothetical protein CHLNCDRAFT_35084 [Chlorella variabilis]	PRW45228.1 Adenylosuccinate synthetase [Chlorella sorokiniana]
OG0002653	XP_005845911.1 hypothetical protein CHLNCDRAFT_136515 [Chlorella variabilis]	PRW33518.1 hypothetical protein C2E21_7678 [Chlorella sorokiniana]
OG0002654	XP_005848256.1 hypothetical protein CHLNCDRAFT_57607 [Chlorella variabilis]	PRW44878.1 putative sugar phosphate phosphate translocator [Chlorella sorokiniana]
OG0002656	XP_005846060.1 hypothetical protein CHLNCDRAFT_14518_ partial [Chlorella variabilis]	PRW39267.1 60S ribosomal L22-2 [Chlorella sorokiniana]
OG0002657	XP_005848250.1 hypothetical protein CHLNCDRAFT_51790 [Chlorella variabilis]	PRW45202.1 ATPase of the AAA+ superfamily _ISS_ [Chlorella sorokiniana]
OG0002658	XP_005848981.1 hypothetical protein CHLNCDRAFT_144528 [Chlorella variabilis]	PRW50755.1 NRT1 PTR FAMILY -like [Chlorella sorokiniana]
OG0002659	XP_005845525.1 hypothetical protein CHLNCDRAFT_53692 [Chlorella variabilis]	PRW60982.1 Alpha-soluble NSF attachment 2 [Chlorella sorokiniana]
OG0002661	XP_005848594.1 expressed protein [Chlorella variabilis]	PRW51029.1 ARM repeat-containing [Chlorella sorokiniana]
OG0002662	XP_005848251.1 hypothetical protein CHLNCDRAFT_144823 [Chlorella variabilis]	PRW44944.1 sodium calcium exchanger [Chlorella sorokiniana]
OG0002663	XP_005842960.1 hypothetical protein CHLNCDRAFT_59830 [Chlorella variabilis]	PRW20203.1 60S ribosomal L7a [Chlorella sorokiniana]
OG0002664	XP_005844129.1 hypothetical protein CHLNCDRAFT_139619 [Chlorella variabilis]	PRW20232.1 inositol transporter 2 [Chlorella sorokiniana]
OG0002665	XP_005844037.1 hypothetical protein CHLNCDRAFT_9497_ partial [Chlorella variabilis]	PRW20199.1 formamidopyrimidine-DNA glycosylase isoform X2 [Chlorella sorokiniana]
OG0002666	XP_005843645.1 hypothetical protein CHLNCDRAFT_49208 [Chlorella variabilis]	PRW20338.1 peptidyl-prolyl cis-trans isomerase CYP65 [Chlorella sorokiniana]
OG0002667	XP_005844064.1 hypothetical protein CHLNCDRAFT_56349 [Chlorella variabilis]	PRW20175.1 histidine--tRNA chloroplastic mitochondrial [Chlorella sorokiniana]
OG0002668	XP_005842953.1 hypothetical protein CHLNCDRAFT_141763 [Chlorella variabilis]	PRW20274.1 cyclase dehydrase [Chlorella sorokiniana]
OG0002669	XP_005844051.1 hypothetical protein CHLNCDRAFT_139615 [Chlorella variabilis]	PRW20208.1 dolichyl-diphosphooligosaccharide-- glycosyltransferase subunit 1A [Chlorella sorokiniana]
OG0002670	XP_005843714.1 hypothetical protein CHLNCDRAFT_27787_ partial [Chlorella variabilis]	PRW20367.1 WD repeat-containing 44 [Chlorella sorokiniana]
OG0002671	XP_005842972.1 hypothetical protein CHLNCDRAFT_55454 [Chlorella variabilis]	PRW59491.1 Cat eye syndrome critical region 2 [Chlorella sorokiniana]
OG0002672	XP_005846198.1 hypothetical protein CHLNCDRAFT_25371_ partial [Chlorella variabilis]	PRW61136.1 N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D [Chlorella sorokiniana]
OG0002673	XP_005843030.1 hypothetical protein CHLNCDRAFT_141725 [Chlorella variabilis]	PRW60014.1 60S ribosomal L26-1 [Chlorella sorokiniana]
OG0002674	XP_005843022.1 hypothetical protein CHLNCDRAFT_141711 [Chlorella variabilis]	PRW60102.1 Proline iminopeptidase [Chlorella sorokiniana]
OG0002675	XP_005845428.1 hypothetical protein CHLNCDRAFT_137041 [Chlorella variabilis]	PRW59783.1 hypothetical protein C2E21_1846 [Chlorella sorokiniana]
OG0002676	XP_005845302.1 hypothetical protein CHLNCDRAFT_137035 [Chlorella variabilis]	PRW59463.1 1-aminocyclopropane-1-carboxylate synthase [Chlorella sorokiniana]
OG0002677	XP_005843031.1 hypothetical protein CHLNCDRAFT_28612 [Chlorella variabilis]	PRW59554.1 FAD synthase [Chlorella sorokiniana]
OG0002678	XP_005842994.1 hypothetical protein CHLNCDRAFT_28593_ partial [Chlorella variabilis]	PRW59765.1 Leukocyte receptor cluster member 8 isoform B [Chlorella sorokiniana], PRW59764.1 Leukocyte receptor cluster member 8 isoform A [Chlorella sorokiniana]
OG0002679	XP_005843024.1 hypothetical protein CHLNCDRAFT_141713 [Chlorella variabilis]	PRW59530.1 UMP-CMP kinase 3-like [Chlorella sorokiniana]
OG0002680	XP_005843003.1 hypothetical protein CHLNCDRAFT_141731 [Chlorella variabilis]	PRW59542.1 ras GTPase-activating -binding 2-like [Chlorella sorokiniana]
OG0002682	XP_005844975.1 hypothetical protein CHLNCDRAFT_58743 [Chlorella variabilis]	PRW33118.1 phosphoglycolate phosphatase [Chlorella sorokiniana]
OG0002683	XP_005844989.1 hypothetical protein CHLNCDRAFT_26480_ partial [Chlorella variabilis]	PRW33269.1 UDP-glucuronic acid UDP-N-acetylgalactosamine transporter [Chlorella sorokiniana]
OG0002684	XP_005848863.1 hypothetical protein CHLNCDRAFT_57491 [Chlorella variabilis]	PRW50990.1 rRNA-processing UTP23-like protein [Chlorella sorokiniana]
OG0002685	XP_005846348.1 hypothetical protein CHLNCDRAFT_135777 [Chlorella variabilis]	PRW59937.1 Oxysterol-binding 9 [Chlorella sorokiniana]
OG0002686	XP_005848643.1 hypothetical protein CHLNCDRAFT_22063 [Chlorella variabilis]	PRW51007.1 CMP-sialic acid transporter 2-like isoform X1 [Chlorella sorokiniana]
OG0002687	XP_005851764.1 hypothetical protein CHLNCDRAFT_12877_ partial [Chlorella variabilis]	PRW60528.1 putative ribosome-binding factor chloroplastic [Chlorella sorokiniana]
OG0002688	XP_005845011.1 hypothetical protein CHLNCDRAFT_36718 [Chlorella variabilis]	PRW39230.1 putative phenylalanine--tRNA ligase beta subunit [Chlorella sorokiniana]
OG0002689	XP_005848154.1 hypothetical protein CHLNCDRAFT_35348 [Chlorella variabilis]	PRW20789.1 Mitochondrial substrate carrier family B [Chlorella sorokiniana]
OG0002690	XP_005844978.1 hypothetical protein CHLNCDRAFT_26344 [Chlorella variabilis]	PRW33197.1 Ribosome production factor 1 [Chlorella sorokiniana]
OG0002691	XP_005848285.1 hypothetical protein CHLNCDRAFT_30799 [Chlorella variabilis]	PRW44984.1 5 -nucleotidase domain-containing 4 isoform X2 [Chlorella sorokiniana]
OG0002692	XP_005844862.1 hypothetical protein CHLNCDRAFT_48299 [Chlorella variabilis]	PRW33178.1 chloroplast precursor [Chlorella sorokiniana]
OG0002693	XP_005851574.1 hypothetical protein CHLNCDRAFT_18967 [Chlorella variabilis]	PRW58528.1 serine threonine- phosphatase 2A activator [Chlorella sorokiniana]
OG0002694	XP_005844997.1 hypothetical protein CHLNCDRAFT_138426 [Chlorella variabilis]	PRW39100.1 Gde1p [Chlorella sorokiniana]
OG0002695	XP_005852143.1 hypothetical protein CHLNCDRAFT_133267 [Chlorella variabilis]	PRW60258.1 WD repeat-containing 20-like [Chlorella sorokiniana]
OG0002696	XP_005848839.1 hypothetical protein CHLNCDRAFT_144165 [Chlorella variabilis]	PRW39312.1 polyadenylate binding isoform C [Chlorella sorokiniana], PRW39314.1 polyadenylate binding isoform A [Chlorella sorokiniana], PRW39313.1 polyadenylate binding isoform B [Chlorella sorokiniana]
OG0002697	XP_005852075.1 hypothetical protein CHLNCDRAFT_133085 [Chlorella variabilis]	PRW60304.1 Mitochondrial import inner membrane translocase subunit TIM44 [Chlorella sorokiniana]
OG0002698	XP_005846360.1 hypothetical protein CHLNCDRAFT_135806 [Chlorella variabilis]	PRW59850.1 54S ribosomal mitochondrial [Chlorella sorokiniana]
OG0002699	XP_005844854.1 hypothetical protein CHLNCDRAFT_36696 [Chlorella variabilis]	PRW33242.1 ribosomal RNA large subunit methyltransferase N isoform A [Chlorella sorokiniana], PRW33243.1 ribosomal RNA large subunit methyltransferase N isoform B [Chlorella sorokiniana]
OG0002700	XP_005846599.1 hypothetical protein CHLNCDRAFT_17589_ partial [Chlorella variabilis]	PRW32679.1 Molybdopterin synthase catalytic subunit [Chlorella sorokiniana]
OG0002701	XP_005848155.1 hypothetical protein CHLNCDRAFT_31039 [Chlorella variabilis]	PRW20800.1 adenosine 3-phospho 5-phosphosulfate transporter 1 [Chlorella sorokiniana]
OG0002702	XP_005847496.1 hypothetical protein CHLNCDRAFT_31334 [Chlorella variabilis]	PRW44543.1 ATP-citrate synthase beta chain 1-like [Chlorella sorokiniana]
OG0002703	XP_005848854.1 hypothetical protein CHLNCDRAFT_144204 [Chlorella variabilis]	PRW50822.1 Beta-1_3-galactosyltransferase 15 [Chlorella sorokiniana]
OG0002704	XP_005851810.1 hypothetical protein CHLNCDRAFT_33556 [Chlorella variabilis]	PRW60433.1 ATP-dependent RNA helicase DDX1 [Chlorella sorokiniana]
OG0002705	XP_005851288.1 hypothetical protein CHLNCDRAFT_138090 [Chlorella variabilis], XP_005851289.1 hypothetical protein CHLNCDRAFT_138091 [Chlorella variabilis]	PRW58402.1 DNA polymerase lambda [Chlorella sorokiniana]
OG0002706	XP_005847951.1 hypothetical protein CHLNCDRAFT_145410 [Chlorella variabilis]	PRW20908.1 Oxidoreductase HTATIP2 [Chlorella sorokiniana]
OG0002707	XP_005844976.1 hypothetical protein CHLNCDRAFT_26505_ partial [Chlorella variabilis]	PRW33190.1 5 -methylthioadenosine S-adenosylhomocysteine nucleosidase 2 [Chlorella sorokiniana]
OG0002709	XP_005847966.1 hypothetical protein CHLNCDRAFT_145449 [Chlorella variabilis]	PRW20869.1 hypothetical protein C2E21_8675 [Chlorella sorokiniana]
OG0002710	XP_005846608.1 hypothetical protein CHLNCDRAFT_135218 [Chlorella variabilis]	PRW32515.1 regulatory-associated of TOR 1 [Chlorella sorokiniana]
OG0002712	XP_005851521.1 hypothetical protein CHLNCDRAFT_18991_ partial [Chlorella variabilis]	PRW58187.1 nudix hydrolase chloroplastic-like [Chlorella sorokiniana]
OG0002713	XP_005850236.1 hypothetical protein CHLNCDRAFT_141882 [Chlorella variabilis]	PRW56819.1 ALG-2 interacting X [Chlorella sorokiniana]
OG0002714	XP_005849628.1 hypothetical protein CHLNCDRAFT_11464_ partial [Chlorella variabilis]	PRW59344.1 casein kinase II subunit beta [Chlorella sorokiniana]
OG0002715	XP_005850233.1 hypothetical protein CHLNCDRAFT_48133 [Chlorella variabilis]	PRW56524.1 Ornithine chloroplastic [Chlorella sorokiniana]
OG0002716	XP_005843294.1 hypothetical protein CHLNCDRAFT_56407 [Chlorella variabilis]	PRW33283.1 malignant T-cell-amplified sequence 1-like protein [Chlorella sorokiniana]
OG0002717	XP_005843285.1 hypothetical protein CHLNCDRAFT_55304 [Chlorella variabilis]	PRW33147.1 THO complex subunit 1 [Chlorella sorokiniana]
OG0002718	XP_005842661.1 hypothetical protein CHLNCDRAFT_55778_ partial [Chlorella variabilis], XP_005843078.1 hypothetical protein CHLNCDRAFT_141620 [Chlorella variabilis]	PRW32520.1 chlorophyll_ide_ b reductase chloroplastic isoform X1 [Chlorella sorokiniana]
OG0002719	XP_005851297.1 hypothetical protein CHLNCDRAFT_18970 [Chlorella variabilis]	PRW58563.1 DNA replication complex GINS SLD5 [Chlorella sorokiniana]
OG0002720	XP_005844827.1 hypothetical protein CHLNCDRAFT_138263 [Chlorella variabilis]	PRW33241.1 RNA polymerase II-associated factor 1-like protein [Chlorella sorokiniana]
OG0002721	XP_005851440.1 hypothetical protein CHLNCDRAFT_29491_ partial [Chlorella variabilis]	PRW58556.1 geranylgeranyl reductase [Chlorella sorokiniana]
OG0002722	XP_005844486.1 hypothetical protein CHLNCDRAFT_58854 [Chlorella variabilis]	PRW20524.1 CMF receptor CMFR1 [Chlorella sorokiniana]
OG0002723	XP_005844003.1 hypothetical protein CHLNCDRAFT_27382 [Chlorella variabilis]	PRW32901.1 DNA-directed RNA polymerase chloroplastic mitochondrial [Chlorella sorokiniana]
OG0002724	XP_005844483.1 hypothetical protein CHLNCDRAFT_26777 [Chlorella variabilis]	PRW20521.1 Serine threonine- kinase chloroplastic [Chlorella sorokiniana]
OG0002725	XP_005844013.1 hypothetical protein CHLNCDRAFT_139542 [Chlorella variabilis]	PRW32898.1 ATP-dependent RNA helicase isoform X1 [Chlorella sorokiniana]
OG0002726	XP_005844636.1 hypothetical protein CHLNCDRAFT_54480 [Chlorella variabilis]	PRW20515.1 Zinc _Zn2_-Iron _Fe2_ Permease _ZIP_ Family isoform B [Chlorella sorokiniana], PRW59249.1 glycoside hydrolase [Chlorella sorokiniana]
OG0002727	XP_005850369.1 hypothetical protein CHLNCDRAFT_34420 [Chlorella variabilis]	PRW56502.1 phytoene desaturase [Chlorella sorokiniana]
OG0002728	XP_005844529.1 hypothetical protein CHLNCDRAFT_36846 [Chlorella variabilis]	PRW20584.1 DNA topoisomerase 1-like [Chlorella sorokiniana]
OG0002729	XP_005844108.1 hypothetical protein CHLNCDRAFT_139544_ partial [Chlorella variabilis]	PRW20218.1 putative glucan 1_3-alpha-glucosidase [Chlorella sorokiniana]
OG0002730	XP_005844535.1 hypothetical protein CHLNCDRAFT_138954 [Chlorella variabilis]	PRW20492.1 Cleavage and polyadenylation specificity factor CPSF30 [Chlorella sorokiniana]
OG0002731	XP_005844543.1 hypothetical protein CHLNCDRAFT_138972 [Chlorella variabilis]	PRW20514.1 ATPase family AAA domain-containing 3-B [Chlorella sorokiniana]
OG0002732	XP_005851434.1 hypothetical protein CHLNCDRAFT_137743 [Chlorella variabilis]	PRW58081.1 exocyst complex component SEC15A [Chlorella sorokiniana]
OG0002733	XP_005844527.1 hypothetical protein CHLNCDRAFT_138928 [Chlorella variabilis]	PRW20588.1 Trafficking particle complex subunit 3 [Chlorella sorokiniana]
OG0002734	XP_005842698.1 hypothetical protein CHLNCDRAFT_136277_ partial [Chlorella variabilis], XP_005844571.1 hypothetical protein CHLNCDRAFT_13249_ partial [Chlorella variabilis]	PRW20509.1 Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 [Chlorella sorokiniana]
OG0002735	XP_005850127.1 hypothetical protein CHLNCDRAFT_48590 [Chlorella variabilis]	PRW56889.1 proteasome subunit beta type-3-A [Chlorella sorokiniana]
OG0002736	XP_005844116.1 hypothetical protein CHLNCDRAFT_27302_ partial [Chlorella variabilis]	PRW20276.1 DNA topoisomerase 3-alpha isoform X2 [Chlorella sorokiniana]
OG0002737	XP_005851444.1 hypothetical protein CHLNCDRAFT_137774 [Chlorella variabilis]	PRW58425.1 1-_5-phosphoribosyl_-5-[_5-phosphoribosylami no_methylideneamino] imidazole-4-carboxamide chloroplastic [Chlorella sorokiniana]
OG0002738	XP_005851128.1 hypothetical protein CHLNCDRAFT_137712 [Chlorella variabilis]	PRW58421.1 U4 small nuclear ribonucleo 27 kDa [Chlorella sorokiniana]
OG0002739	XP_005849271.1 hypothetical protein CHLNCDRAFT_21434 [Chlorella variabilis]	PRW34101.1 dynein light chain Tctex-type 1 [Chlorella sorokiniana]
OG0002740	XP_005850764.1 hypothetical protein CHLNCDRAFT_13632_ partial [Chlorella variabilis]	PRW56198.1 N-alpha-acetyltransferase 50 [Chlorella sorokiniana]
OG0002741	XP_005851017.1 hypothetical protein CHLNCDRAFT_34242 [Chlorella variabilis]	PRW56285.1 T-complex 1 subunit delta [Chlorella sorokiniana]
OG0002742	XP_005847563.1 hypothetical protein CHLNCDRAFT_133803 [Chlorella variabilis]	PRW57569.1 enoyl hydratase isomerase [Chlorella sorokiniana]
OG0002743	XP_005846531.1 hypothetical protein CHLNCDRAFT_58311 [Chlorella variabilis]	PRW59985.1 isoamylase chloroplastic [Chlorella sorokiniana]
OG0002744	XP_005847600.1 hypothetical protein CHLNCDRAFT_14150_ partial [Chlorella variabilis]	PRW57953.1 hypothetical protein C2E21_3664 [Chlorella sorokiniana]
OG0002745	XP_005845744.1 hypothetical protein CHLNCDRAFT_136352 [Chlorella variabilis]	PRW33702.1 Kinetochore NDC80 [Chlorella sorokiniana]
OG0002746	XP_005844234.1 hypothetical protein CHLNCDRAFT_27049_ partial [Chlorella variabilis]	PRW33770.1 putative hydrolase [Chlorella sorokiniana]
OG0002747	XP_005847764.1 hypothetical protein CHLNCDRAFT_23258 [Chlorella variabilis]	PRW57918.1 DEAD-box ATP-dependent RNA helicase 16 [Chlorella sorokiniana]
OG0002748	XP_005851053.1 hypothetical protein CHLNCDRAFT_19755 [Chlorella variabilis]	PRW56269.1 putative CDP-diacylglycerol--inositol 3-phosphatidyltransferase 2 [Chlorella sorokiniana]
OG0002749	XP_005846836.1 hypothetical protein CHLNCDRAFT_135443 [Chlorella variabilis]	PRW45419.1 chitin synthase D [Chlorella sorokiniana]
OG0002750	XP_005846234.1 hypothetical protein CHLNCDRAFT_135516 [Chlorella variabilis]	PRW59831.1 POLLEN DEFECTIVE IN GUIDANCE 1 [Chlorella sorokiniana]
OG0002751	XP_005845299.1 hypothetical protein CHLNCDRAFT_32227_ partial [Chlorella variabilis]	PRW59623.1 serine threonine kinase [Chlorella sorokiniana]
OG0002752	XP_005850859.1 hypothetical protein CHLNCDRAFT_34065 [Chlorella variabilis], XP_005846537.1 hypothetical protein CHLNCDRAFT_135828 [Chlorella variabilis]	PRW56067.1 beta-ureidopropionase [Chlorella sorokiniana]
OG0002753	XP_005847746.1 hypothetical protein CHLNCDRAFT_35414 [Chlorella variabilis]	PRW57584.1 coatomer subunit beta -1 isoform X1 [Chlorella sorokiniana]
OG0002754	XP_005850558.1 hypothetical protein CHLNCDRAFT_48527 [Chlorella variabilis]	PRW56135.1 replication factor C subunit 2 [Chlorella sorokiniana]
OG0002755	XP_005846698.1 hypothetical protein CHLNCDRAFT_135444 [Chlorella variabilis]	PRW45428.1 50S ribosomal L1 [Chlorella sorokiniana]
OG0002756	XP_005850882.1 hypothetical protein CHLNCDRAFT_140537 [Chlorella variabilis]	PRW55892.1 Pre-mRNA-splicing factor CWC21 [Chlorella sorokiniana]
OG0002757	XP_005846825.1 hypothetical protein CHLNCDRAFT_24590 [Chlorella variabilis]	PRW45557.1 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 [Chlorella sorokiniana]
OG0002758	XP_005849988.1 hypothetical protein CHLNCDRAFT_141902 [Chlorella variabilis]	PRW56712.1 hypothetical protein C2E21_4424 [Chlorella sorokiniana]
OG0002759	XP_005842836.1 hypothetical protein CHLNCDRAFT_33393 [Chlorella variabilis]	PRW59503.1 U4 tri-snRNP-associated 2-like [Chlorella sorokiniana]
OG0002761	XP_005846403.1 hypothetical protein CHLNCDRAFT_135487 [Chlorella variabilis]	PRW59767.1 uridine 5 - monophosphate synthase [Chlorella sorokiniana]
OG0002762	XP_005850554.1 hypothetical protein CHLNCDRAFT_48525 [Chlorella variabilis]	PRW56278.1 aci-reductone dioxygenase [Chlorella sorokiniana]
OG0002763	XP_005849088.1 hypothetical protein CHLNCDRAFT_143598 [Chlorella variabilis], XP_005849087.1 hypothetical protein CHLNCDRAFT_57385 [Chlorella variabilis]	PRW33988.1 hypothetical protein C2E21_7297 [Chlorella sorokiniana]
OG0002764	XP_005850588.1 hypothetical protein CHLNCDRAFT_140511 [Chlorella variabilis]	PRW56055.1 50S ribosomal L19- chloroplastic [Chlorella sorokiniana]
OG0002765	XP_005847679.1 hypothetical protein CHLNCDRAFT_23329 [Chlorella variabilis]	PRW33978.1 ribosome biogenesis NSA2-like protein [Chlorella sorokiniana]
OG0002766	XP_005845424.1 hypothetical protein CHLNCDRAFT_58607 [Chlorella variabilis]	PRW59699.1 Tetratricopeptide repeat 1 [Chlorella sorokiniana]
OG0002767	XP_005843726.1 hypothetical protein CHLNCDRAFT_37334 [Chlorella variabilis]	PRW20417.1 60S ribosomal L18-3 [Chlorella sorokiniana]
OG0002768	XP_005847729.1 hypothetical protein CHLNCDRAFT_133791 [Chlorella variabilis]	PRW58017.1 hypothetical protein C2E21_3709 [Chlorella sorokiniana]
OG0002769	XP_005850868.1 cytoplasmic ribosomal protein S13 [Chlorella variabilis]	PRW56017.1 40S ribosomal S13 [Chlorella sorokiniana]
OG0002770	XP_005843719.1 hypothetical protein CHLNCDRAFT_49213 [Chlorella variabilis]	PRW20371.1 60S ribosomal L7-2 [Chlorella sorokiniana]
OG0002771	XP_005850599.1 expressed protein [Chlorella variabilis]	PRW55957.1 PAT1 1 [Chlorella sorokiniana]
OG0002772	XP_005851016.1 hypothetical protein CHLNCDRAFT_140862 [Chlorella variabilis]	PRW56156.1 RTF2-like protein [Chlorella sorokiniana]
OG0002773	XP_005849286.1 hypothetical protein CHLNCDRAFT_34863 [Chlorella variabilis]	PRW33934.1 chlorophyll synthetase [Chlorella sorokiniana]
OG0002774	XP_005850850.1 hypothetical protein CHLNCDRAFT_140450 [Chlorella variabilis]	PRW56204.1 peroxisomal nicotinamide adenine dinucleotide carrier [Chlorella sorokiniana]
OG0002775	XP_005843661.1 hypothetical protein CHLNCDRAFT_59183 [Chlorella variabilis]	PRW20391.1 TIC chloroplastic [Chlorella sorokiniana]
OG0002776	XP_005850732.1 hypothetical protein CHLNCDRAFT_34239 [Chlorella variabilis]	PRW56233.1 translation initiation factor eIF-2B subunit alpha-like [Chlorella sorokiniana]
OG0002777	XP_005844235.1 hypothetical protein CHLNCDRAFT_27061 [Chlorella variabilis]	PRW34018.1 trans-2-enoyl- reductase [Chlorella sorokiniana]
OG0002779	XP_005846444.1 hypothetical protein CHLNCDRAFT_8673_ partial [Chlorella variabilis]	PRW60082.1 dolichyl-diphosphooligosaccharide-- glycosyltransferase 48 kDa subunit [Chlorella sorokiniana]
OG0002780	XP_005851095.1 hypothetical protein CHLNCDRAFT_137624 [Chlorella variabilis]	PRW33582.1 DNA polymerase delta catalytic subunit [Chlorella sorokiniana]
OG0002781	XP_005850851.1 hypothetical protein CHLNCDRAFT_140453 [Chlorella variabilis]	PRW56344.1 nucleotide-diphospho-sugar transferase [Chlorella sorokiniana]
