Orthogroup	Chlorella_VariabilisNC64A	Micractinium_SAG24180
OG0002712	XP_005851521.1 hypothetical protein CHLNCDRAFT_18991_ partial [Chlorella variabilis]	PSC68287.1 Nudix hydrolase chloroplastic [Micractinium conductrix]
OG0002713	XP_005850236.1 hypothetical protein CHLNCDRAFT_141882 [Chlorella variabilis]	PSC72544.1 ALG-2 interacting X-like [Micractinium conductrix]
OG0002714	XP_005849628.1 hypothetical protein CHLNCDRAFT_11464_ partial [Chlorella variabilis]	PSC76755.1 Casein kinase II subunit beta [Micractinium conductrix]
OG0002715	XP_005850233.1 hypothetical protein CHLNCDRAFT_48133 [Chlorella variabilis]	PSC72415.1 Ornithine chloroplastic [Micractinium conductrix]
OG0002716	XP_005843294.1 hypothetical protein CHLNCDRAFT_56407 [Chlorella variabilis]	PSC69287.1 malignant T-cell-amplified sequence 1-like protein [Micractinium conductrix]
OG0002717	XP_005843285.1 hypothetical protein CHLNCDRAFT_55304 [Chlorella variabilis]	PSC69291.1 THO complex subunit 1 isoform X1 isoform B [Micractinium conductrix], PSC69290.1 THO complex subunit 1 isoform X1 isoform A [Micractinium conductrix]
OG0002718	XP_005843078.1 hypothetical protein CHLNCDRAFT_141620 [Chlorella variabilis]	PSC76397.1 chlorophyll_ide_ b reductase chloroplastic isoform X2 [Micractinium conductrix]
OG0002719	XP_005851297.1 hypothetical protein CHLNCDRAFT_18970 [Chlorella variabilis]	PSC76212.1 DNA replication complex GINS SLD5 [Micractinium conductrix]
OG0002720	XP_005844827.1 hypothetical protein CHLNCDRAFT_138263 [Chlorella variabilis]	PSC69195.1 RNA polymerase II-associated factor 1 [Micractinium conductrix]
OG0002721	XP_005851440.1 hypothetical protein CHLNCDRAFT_29491_ partial [Chlorella variabilis]	PSC75626.1 geranylgeranyl reductase [Micractinium conductrix]
OG0002722	XP_005844486.1 hypothetical protein CHLNCDRAFT_58854 [Chlorella variabilis]	PSC69140.1 CMF receptor CMFR1 [Micractinium conductrix]
OG0002723	XP_005844003.1 hypothetical protein CHLNCDRAFT_27382 [Chlorella variabilis]	PSC74843.1 DNA-directed RNA polymerase chloroplastic mitochondrial [Micractinium conductrix]
OG0002724	XP_005844483.1 hypothetical protein CHLNCDRAFT_26777 [Chlorella variabilis]	PSC67135.1 Serine threonine-kinase chloroplastic [Micractinium conductrix], PSC69101.1 Serine threonine-kinase chloroplastic [Micractinium conductrix]
OG0002725	XP_005844013.1 hypothetical protein CHLNCDRAFT_139542 [Chlorella variabilis]	PSC68280.1 ATP-dependent RNA helicase isoform X1 [Micractinium conductrix]
OG0002726	XP_005844636.1 hypothetical protein CHLNCDRAFT_54480 [Chlorella variabilis]	PSC70134.1 melanoma antigen 2 [Micractinium conductrix], PSC75092.1 hypothetical protein C2E20_2069 [Micractinium conductrix]
OG0002727	XP_005850369.1 hypothetical protein CHLNCDRAFT_34420 [Chlorella variabilis]	PSC71633.1 phytoene desaturase [Micractinium conductrix]
OG0002728	XP_005844529.1 hypothetical protein CHLNCDRAFT_36846 [Chlorella variabilis]	PSC70005.1 DNA topoisomerase 1 [Micractinium conductrix]
OG0002729	XP_005844108.1 hypothetical protein CHLNCDRAFT_139544_ partial [Chlorella variabilis]	PSC68247.1 putative glucan 1_3-alpha-glucosidase [Micractinium conductrix]
OG0002730	XP_005844535.1 hypothetical protein CHLNCDRAFT_138954 [Chlorella variabilis]	PSC70196.1 Cleavage and polyadenylation specificity factor CPSF30 [Micractinium conductrix]
OG0002731	XP_005844543.1 hypothetical protein CHLNCDRAFT_138972 [Chlorella variabilis]	PSC70197.1 ATPase family AAA domain-containing 3-B [Micractinium conductrix]
OG0002732	XP_005851434.1 hypothetical protein CHLNCDRAFT_137743 [Chlorella variabilis]	PSC75644.1 exocyst complex component SEC15A [Micractinium conductrix]
OG0002733	XP_005844527.1 hypothetical protein CHLNCDRAFT_138928 [Chlorella variabilis]	PSC70060.1 Trafficking particle complex subunit 3 [Micractinium conductrix]
OG0002734	XP_005842698.1 hypothetical protein CHLNCDRAFT_136277_ partial [Chlorella variabilis]	PSC69146.1 Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 [Micractinium conductrix]
OG0002735	XP_005850127.1 hypothetical protein CHLNCDRAFT_48590 [Chlorella variabilis]	PSC71517.1 proteasome subunit beta type-3-A [Micractinium conductrix]
OG0002736	XP_005844116.1 hypothetical protein CHLNCDRAFT_27302_ partial [Chlorella variabilis]	PSC67305.1 DNA topoisomerase 3-alpha [Micractinium conductrix]
OG0002737	XP_005851444.1 hypothetical protein CHLNCDRAFT_137774 [Chlorella variabilis]	PSC67360.1 1-_5-phosphoribosyl_-5-[_5-phosphoribosylami no_methylideneamino] imidazole-4-carboxamide chloroplastic [Micractinium conductrix]
OG0002738	XP_005851128.1 hypothetical protein CHLNCDRAFT_137712 [Chlorella variabilis]	PSC75628.1 U4 small nuclear ribonucleo 27 kDa [Micractinium conductrix]
OG0002739	XP_005849271.1 hypothetical protein CHLNCDRAFT_21434 [Chlorella variabilis]	PSC76609.1 dynein light chain Tctex-type [Micractinium conductrix]
OG0002740	XP_005850764.1 hypothetical protein CHLNCDRAFT_13632_ partial [Chlorella variabilis]	PSC69043.1 N-alpha-acetyltransferase 50 [Micractinium conductrix]
OG0002741	XP_005851017.1 hypothetical protein CHLNCDRAFT_34242 [Chlorella variabilis]	PSC69071.1 T-complex 1 subunit delta [Micractinium conductrix]
OG0002742	XP_005847563.1 hypothetical protein CHLNCDRAFT_133803 [Chlorella variabilis]	PSC74629.1 enoyl hydratase isomerase [Micractinium conductrix]
OG0002743	XP_005846531.1 hypothetical protein CHLNCDRAFT_58311 [Chlorella variabilis]	PSC69588.1 Isoamylase chloroplastic [Micractinium conductrix]
OG0002744	XP_005847600.1 hypothetical protein CHLNCDRAFT_14150_ partial [Chlorella variabilis]	PSC74409.1 hypothetical protein C2E20_2232 [Micractinium conductrix]
OG0002745	XP_005845744.1 hypothetical protein CHLNCDRAFT_136352 [Chlorella variabilis]	PSC74916.1 Kinetochore NDC80 [Micractinium conductrix]
OG0002746	XP_005844234.1 hypothetical protein CHLNCDRAFT_27049_ partial [Chlorella variabilis]	PSC70160.1 putative hydrolase [Micractinium conductrix]
OG0002747	XP_005847764.1 hypothetical protein CHLNCDRAFT_23258 [Chlorella variabilis]	PSC74391.1 DEAD-box ATP-dependent RNA helicase 16 [Micractinium conductrix]
OG0002748	XP_005851053.1 hypothetical protein CHLNCDRAFT_19755 [Chlorella variabilis]	PSC69031.1 phosphatidylinositol synthase [Micractinium conductrix]
OG0002749	XP_005846836.1 hypothetical protein CHLNCDRAFT_135443 [Chlorella variabilis]	PSC68651.1 hypothetical protein C2E20_7792 [Micractinium conductrix]
OG0002750	XP_005846234.1 hypothetical protein CHLNCDRAFT_135516 [Chlorella variabilis]	PSC71424.1 DUF747 family [Micractinium conductrix]
OG0002751	XP_005845299.1 hypothetical protein CHLNCDRAFT_32227_ partial [Chlorella variabilis]	PSC76759.1 serine threonine kinase [Micractinium conductrix]
OG0002752	XP_005850859.1 hypothetical protein CHLNCDRAFT_34065 [Chlorella variabilis], XP_005846537.1 hypothetical protein CHLNCDRAFT_135828 [Chlorella variabilis]	PSC72774.1 beta-ureidopropionase [Micractinium conductrix]
OG0002753	XP_005847746.1 hypothetical protein CHLNCDRAFT_35414 [Chlorella variabilis]	PSC74642.1 coatomer subunit beta -1 isoform X1 [Micractinium conductrix]
OG0002754	XP_005850558.1 hypothetical protein CHLNCDRAFT_48527 [Chlorella variabilis]	PSC72697.1 replication factor C subunit 2 [Micractinium conductrix]
OG0002755	XP_005846698.1 hypothetical protein CHLNCDRAFT_135444 [Chlorella variabilis]	PSC68592.1 50S ribosomal L1 [Micractinium conductrix]
OG0002756	XP_005850882.1 hypothetical protein CHLNCDRAFT_140537 [Chlorella variabilis]	PSC71663.1 Pre-mRNA-splicing factor CWC21 [Micractinium conductrix]
OG0002757	XP_005846825.1 hypothetical protein CHLNCDRAFT_24590 [Chlorella variabilis]	PSC68932.1 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 [Micractinium conductrix]
OG0002758	XP_005849988.1 hypothetical protein CHLNCDRAFT_141902 [Chlorella variabilis]	PSC72489.1 hypothetical protein C2E20_4316 [Micractinium conductrix]
OG0002759	XP_005842836.1 hypothetical protein CHLNCDRAFT_33393 [Chlorella variabilis]	PSC71207.1 U4 tri-snRNP-associated 2 [Micractinium conductrix]
OG0002762	XP_005850554.1 hypothetical protein CHLNCDRAFT_48525 [Chlorella variabilis]	PSC67478.1 aci-reductone dioxygenase [Micractinium conductrix]
OG0002763	XP_005849088.1 hypothetical protein CHLNCDRAFT_143598 [Chlorella variabilis], XP_005849087.1 hypothetical protein CHLNCDRAFT_57385 [Chlorella variabilis]	PSC76318.1 hypothetical protein C2E20_0864 [Micractinium conductrix]
OG0002764	XP_005850588.1 hypothetical protein CHLNCDRAFT_140511 [Chlorella variabilis]	PSC71620.1 50S ribosomal L19 [Micractinium conductrix]
OG0002765	XP_005847679.1 hypothetical protein CHLNCDRAFT_23329 [Chlorella variabilis]	PSC70180.1 ribosome biogenesis NSA2-like protein [Micractinium conductrix]
OG0002766	XP_005845424.1 hypothetical protein CHLNCDRAFT_58607 [Chlorella variabilis]	PSC77038.1 Tetratricopeptide repeat 1 [Micractinium conductrix]
OG0002767	XP_005843726.1 hypothetical protein CHLNCDRAFT_37334 [Chlorella variabilis]	PSC74470.1 60S ribosomal L18-3 [Micractinium conductrix]
OG0002768	XP_005847729.1 hypothetical protein CHLNCDRAFT_133791 [Chlorella variabilis]	PSC74381.1 hypothetical protein C2E20_2190 [Micractinium conductrix]
OG0002769	XP_005850868.1 cytoplasmic ribosomal protein S13 [Chlorella variabilis]	PSC71654.1 40S ribosomal S13 [Micractinium conductrix]
OG0002770	XP_005843719.1 hypothetical protein CHLNCDRAFT_49213 [Chlorella variabilis]	PSC74709.1 60S ribosomal L7 [Micractinium conductrix]
OG0002771	XP_005850599.1 expressed protein [Chlorella variabilis]	PSC71465.1 PAT1-like protein 1-like isoform X2 [Micractinium conductrix]
OG0002772	XP_005851016.1 hypothetical protein CHLNCDRAFT_140862 [Chlorella variabilis]	PSC69044.1 RTF2-like protein [Micractinium conductrix]
OG0002773	XP_005849286.1 hypothetical protein CHLNCDRAFT_34863 [Chlorella variabilis]	PSC76066.1 chlorophyll synthetase [Micractinium conductrix]
OG0002774	XP_005850850.1 hypothetical protein CHLNCDRAFT_140450 [Chlorella variabilis]	PSC72619.1 peroxisomal nicotinamide adenine dinucleotide carrier [Micractinium conductrix]
OG0002775	XP_005843661.1 hypothetical protein CHLNCDRAFT_59183 [Chlorella variabilis]	PSC74784.1 TIC chloroplastic [Micractinium conductrix]
OG0002776	XP_005850732.1 hypothetical protein CHLNCDRAFT_34239 [Chlorella variabilis]	PSC69054.1 Translation initiation factor eIF-2B subunit alpha [Micractinium conductrix]
OG0002777	XP_005844235.1 hypothetical protein CHLNCDRAFT_27061 [Chlorella variabilis]	PSC70227.1 trans-2-enoyl-reductase [Micractinium conductrix]
OG0002778	XP_005844609.1 hypothetical protein CHLNCDRAFT_49093 [Chlorella variabilis]	PSC67984.1 Pre-mRNA-splicing factor 38A [Micractinium conductrix]
OG0002779	XP_005846444.1 hypothetical protein CHLNCDRAFT_8673_ partial [Chlorella variabilis]	PSC71272.1 dolichyl-diphosphooligosaccharide-glycosyltransferase 48 kDa subunit [Micractinium conductrix]
OG0002780	XP_005851095.1 hypothetical protein CHLNCDRAFT_137624 [Chlorella variabilis]	PSC73374.1 DNA polymerase delta catalytic subunit [Micractinium conductrix]
OG0002781	XP_005850851.1 hypothetical protein CHLNCDRAFT_140453 [Chlorella variabilis]	PSC72756.1 nucleotide-diphospho-sugar transferase [Micractinium conductrix]
OG0002782	XP_005849252.1 hypothetical protein CHLNCDRAFT_48683 [Chlorella variabilis]	PSC76337.1 NEDD8-conjugating enzyme Ubc12 [Micractinium conductrix]
OG0002783	XP_005850009.1 hypothetical protein CHLNCDRAFT_141957 [Chlorella variabilis]	PSC72360.1 LETM1 and EF-hand domain-containing anon-mitochondrial [Micractinium conductrix]
OG0002784	XP_005845329.1 hypothetical protein CHLNCDRAFT_25912 [Chlorella variabilis]	PSC76721.1 putative membrane -like isoform X2 isoform B [Micractinium conductrix], PSC76722.1 putative membrane -like isoform X2 isoform A [Micractinium conductrix]
OG0002785	XP_005848966.1 hypothetical protein CHLNCDRAFT_144489 [Chlorella variabilis]	PSC75419.1 chloride channel C-like [Micractinium conductrix]
OG0002786	XP_005850856.1 hypothetical protein CHLNCDRAFT_140463 [Chlorella variabilis]	PSC72715.1 nucleolar 6 [Micractinium conductrix]
OG0002787	XP_005848752.1 expressed protein [Chlorella variabilis]	PSC75593.1 calcineurin-like phosphoesterase [Micractinium conductrix]
OG0002788	XP_005845466.1 hypothetical protein CHLNCDRAFT_137115 [Chlorella variabilis]	PSC76909.1 hypothetical protein C2E20_0693 [Micractinium conductrix]
OG0002789	XP_005845353.1 hypothetical protein CHLNCDRAFT_26064_ partial [Chlorella variabilis]	PSC76831.1 DAMAGED DNA-BINDING 2 [Micractinium conductrix]
OG0002790	XP_005843460.1 hypothetical protein CHLNCDRAFT_141115 [Chlorella variabilis]	PSC73272.1 E3 ubiquitin-ligase HOS1 [Micractinium conductrix]
OG0002791	XP_005850219.1 hypothetical protein CHLNCDRAFT_57163 [Chlorella variabilis]	PSC75749.1 tRNA threonylcarbamoyladenosine biosynthesis [Micractinium conductrix]
OG0002792	XP_005845471.1 hypothetical protein CHLNCDRAFT_58635 [Chlorella variabilis]	PSC76412.1 T-complex 1 subunit eta [Micractinium conductrix]
OG0002793	XP_005844387.1 hypothetical protein CHLNCDRAFT_139027 [Chlorella variabilis]	PSC73353.1 chloroplastic isoform X2 [Micractinium conductrix]
OG0002794	XP_005844818.1 hypothetical protein CHLNCDRAFT_138739 [Chlorella variabilis]	PSC71806.1 vacuolar sorting-associated 51-like protein [Micractinium conductrix]
OG0002795	XP_005849408.1 hypothetical protein CHLNCDRAFT_51413 [Chlorella variabilis]	PSC74874.1 putative sodium-coupled neutral amino acid transporter 6 [Micractinium conductrix]
OG0002797	XP_005844704.1 hypothetical protein CHLNCDRAFT_26561_ partial [Chlorella variabilis], XP_005844705.1 hypothetical protein CHLNCDRAFT_36764 [Chlorella variabilis]	PSC71717.1 Lysosomal Cystine Transporter _LCT_ Family [Micractinium conductrix]
OG0002798	XP_005843841.1 hypothetical protein CHLNCDRAFT_14832_ partial [Chlorella variabilis]	PSC75869.1 50S ribosomal L22 [Micractinium conductrix]
OG0002799	XP_005844721.1 hypothetical protein CHLNCDRAFT_138690 [Chlorella variabilis]	PSC71761.1 transmembrane emp24 domain-containing p24delta4-like [Micractinium conductrix]
OG0002800	XP_005846300.1 hypothetical protein CHLNCDRAFT_24794 [Chlorella variabilis]	PSC68355.1 adenylate kinase [Micractinium conductrix]
OG0002801	XP_005850819.1 hypothetical protein CHLNCDRAFT_140365 [Chlorella variabilis]	PSC72936.1 Uroporphyrinogen decarboxylase [Micractinium conductrix]
OG0002802	XP_005849060.1 hypothetical protein CHLNCDRAFT_143529 [Chlorella variabilis]	PSC76425.1 S1 RNA binding domain-containing [Micractinium conductrix]
OG0002803	XP_005846577.1 hypothetical protein CHLNCDRAFT_135132 [Chlorella variabilis]	PSC75846.1 condensin complex subunit 2 [Micractinium conductrix]
OG0002804	XP_005850478.1 hypothetical protein CHLNCDRAFT_59565 [Chlorella variabilis]	PSC72804.1 replication factor C subunit 2 [Micractinium conductrix]
OG0002805	XP_005844257.1 hypothetical protein CHLNCDRAFT_26991_ partial [Chlorella variabilis]	PSC73520.1 endoplasmic reticulum oxidoreductin-1-like [Micractinium conductrix]
OG0002806	XP_005846557.1 hypothetical protein CHLNCDRAFT_135888 [Chlorella variabilis]	PSC73480.1 Nucleoporin NUP53 [Micractinium conductrix]
OG0002807	XP_005850477.1 hypothetical protein CHLNCDRAFT_20041 [Chlorella variabilis]	PSC72765.1 kDa vesicle transport [Micractinium conductrix]
OG0002808	XP_005843062.1 hypothetical protein CHLNCDRAFT_141585 [Chlorella variabilis]	PSC76062.1 zeta-carotene desaturase [Micractinium conductrix]
OG0002809	XP_005850814.1 hypothetical protein CHLNCDRAFT_50180 [Chlorella variabilis]	PSC72638.1 splicing factor u2af 65 kda [Micractinium conductrix]
OG0002810	XP_005850821.1 hypothetical protein CHLNCDRAFT_140375 [Chlorella variabilis]	PSC72789.1 Seven transmembrane 1 [Micractinium conductrix]
OG0002811	XP_005843044.1 hypothetical protein CHLNCDRAFT_55433 [Chlorella variabilis]	PSC76507.1 7-hydroxymethyl chlorophyll a chloroplastic [Micractinium conductrix]
OG0002812	XP_005846994.1 hypothetical protein CHLNCDRAFT_24112 [Chlorella variabilis]	PSC71072.1 hypothetical protein C2E20_5531 [Micractinium conductrix]
OG0002813	XP_005850784.1 hypothetical protein CHLNCDRAFT_19775_ partial [Chlorella variabilis]	PSC72626.1 Kelch domain-containing 4 [Micractinium conductrix]
OG0002814	XP_005844394.1 hypothetical protein CHLNCDRAFT_139038 [Chlorella variabilis]	PSC73299.1 TIC 22-chloroplastic [Micractinium conductrix]
OG0002815	XP_005850638.1 hypothetical protein CHLNCDRAFT_140640 [Chlorella variabilis]	PSC71536.1 hypothetical protein C2E20_5086 [Micractinium conductrix]
OG0002816	XP_005851636.1 hypothetical protein CHLNCDRAFT_29643_ partial [Chlorella variabilis]	PSC76335.1 elongation factor [Micractinium conductrix]
OG0002817	XP_005851342.1 hypothetical protein CHLNCDRAFT_138232 [Chlorella variabilis]	PSC68706.1 Structural maintenance of chromosomes flexible hinge domain-containing 1 [Micractinium conductrix]
OG0002818	XP_005850517.1 hypothetical protein CHLNCDRAFT_140360 [Chlorella variabilis]	PSC72694.1 DNA-directed RNA polymerase I subunit RPA12 [Micractinium conductrix]
OG0002819	XP_005850523.1 hypothetical protein CHLNCDRAFT_19624 [Chlorella variabilis]	PSC72651.1 Tocopherol chloroplastic [Micractinium conductrix]
OG0002820	XP_005850516.1 hypothetical protein CHLNCDRAFT_12117_ partial [Chlorella variabilis]	PSC72742.1 ubiquinone biosynthesis O-methyltransferase [Micractinium conductrix]
OG0002821	XP_005851641.1 hypothetical protein CHLNCDRAFT_18984_ partial [Chlorella variabilis]	PSC77011.1 AP-1 complex subunit gamma-2-like isoform X2 [Micractinium conductrix]
OG0002822	XP_005850505.1 hypothetical protein CHLNCDRAFT_140335 [Chlorella variabilis]	PSC72696.1 ribosomal RNA processing 36-like protein [Micractinium conductrix]
OG0002823	XP_005850778.1 hypothetical protein CHLNCDRAFT_48501 [Chlorella variabilis]	PSC72850.1 bifunctional 2-like [Micractinium conductrix]
OG0002824	XP_005851656.1 hypothetical protein CHLNCDRAFT_138247 [Chlorella variabilis], XP_005851657.1 hypothetical protein CHLNCDRAFT_138249 [Chlorella variabilis]	PSC68675.1 TPR repeat-containing isoform A [Micractinium conductrix], PSC68674.1 TPR repeat-containing isoform B [Micractinium conductrix]
OG0002825	XP_005850522.1 hypothetical protein CHLNCDRAFT_140370 [Chlorella variabilis]	PSC72819.1 Translation initiation factor IF-3 [Micractinium conductrix], PSC72822.1 vesicle transport USE1-like [Micractinium conductrix]
OG0002826	XP_005844167.1 hypothetical protein CHLNCDRAFT_36976 [Chlorella variabilis]	PSC73442.1 serine arginine-rich splicing factor SR34A-like isoform X1 [Micractinium conductrix]
OG0002827	XP_005846933.1 hypothetical protein CHLNCDRAFT_134850 [Chlorella variabilis]	PSC72065.1 Ubiquitin-like domain-containing CTD phosphatase [Micractinium conductrix]
OG0002828	XP_005847153.1 hypothetical protein CHLNCDRAFT_58090 [Chlorella variabilis]	PSC71022.1 RWD domain-containing 1 [Micractinium conductrix]
OG0002829	XP_005846920.1 hypothetical protein CHLNCDRAFT_24090 [Chlorella variabilis]	PSC72146.1 mRNA-capping enzyme isoform X1 [Micractinium conductrix]
OG0002831	XP_005847096.1 hypothetical protein CHLNCDRAFT_134805 [Chlorella variabilis]	PSC72346.1 Eukaryotic translation initiation factor 2 subunit alpha [Micractinium conductrix]
OG0002832	XP_005846940.1 hypothetical protein CHLNCDRAFT_134867 [Chlorella variabilis]	PSC72278.1 Phosphatidylinositol 4-kinase alpha 1 [Micractinium conductrix]
OG0002833	XP_005846924.1 hypothetical protein CHLNCDRAFT_134832 [Chlorella variabilis]	PSC72177.1 swi snf complex [Micractinium conductrix]
OG0002834	XP_005846926.1 hypothetical protein CHLNCDRAFT_134835 [Chlorella variabilis]	PSC72237.1 hypothetical protein C2E20_4539 [Micractinium conductrix]
OG0002835	XP_005846958.1 hypothetical protein CHLNCDRAFT_24273 [Chlorella variabilis]	PSC71109.1 transcription initiation factor IIB-2 [Micractinium conductrix]
OG0002836	XP_005846936.1 hypothetical protein CHLNCDRAFT_48888 [Chlorella variabilis]	PSC72228.1 cell motility mediator [Micractinium conductrix]
OG0002837	XP_005847139.1 hypothetical protein CHLNCDRAFT_6685_ partial [Chlorella variabilis]	PSC72317.1 DNA polymerase zeta [Micractinium conductrix]
OG0002838	XP_005850096.1 hypothetical protein CHLNCDRAFT_142158 [Chlorella variabilis]	PSC70511.1 B3 domain-containing transcription factor LEC2 isoform A [Micractinium conductrix], PSC70512.1 B3 domain-containing transcription factor LEC2 isoform B [Micractinium conductrix]
OG0002839	XP_005849636.1 hypothetical protein CHLNCDRAFT_21248 [Chlorella variabilis]	PSC76313.1 periodic tryptophan 2-like protein [Micractinium conductrix]
OG0002840	XP_005849633.1 hypothetical protein CHLNCDRAFT_34749 [Chlorella variabilis]	PSC76903.1 dynamin-related 1E-like [Micractinium conductrix]
OG0002841	XP_005849632.1 hypothetical protein CHLNCDRAFT_143135 [Chlorella variabilis]	PSC76509.1 DCC family chloroplastic [Micractinium conductrix]
OG0002843	XP_005852262.1 hypothetical protein CHLNCDRAFT_133633 [Chlorella variabilis]	PSC68549.1 Pentatricopeptide repeat-containing mitochondrial [Micractinium conductrix]
OG0002844	XP_005850015.1 hypothetical protein CHLNCDRAFT_57029 [Chlorella variabilis]	PSC72562.1 Splicing factor 3B subunit 1 [Micractinium conductrix]
OG0002845	XP_005850247.1 hypothetical protein CHLNCDRAFT_34300 [Chlorella variabilis]	PSC72353.1 Serine threonine-kinase Aurora-1 [Micractinium conductrix]
OG0002846	XP_005843578.1 hypothetical protein CHLNCDRAFT_140230 [Chlorella variabilis]	PSC74107.1 Cell cycle checkpoint control RAD9A [Micractinium conductrix]
OG0002847	XP_005843862.1 hypothetical protein CHLNCDRAFT_54836 [Chlorella variabilis]	PSC74542.1 Germinal-center associated nuclear [Micractinium conductrix]
OG0002848	XP_005843901.1 hypothetical protein CHLNCDRAFT_139764 [Chlorella variabilis]	PSC67503.1 ribosomal L1 [Micractinium conductrix]
OG0002849	XP_005850338.1 hypothetical protein CHLNCDRAFT_20347 [Chlorella variabilis]	PSC72428.1 1-_5-phosphoribosyl_-5-amino-4-imidazole-car boxylate carboxylase [Micractinium conductrix]
OG0002850	XP_005850007.1 hypothetical protein CHLNCDRAFT_141952 [Chlorella variabilis]	PSC72512.1 eukaryotic translation initiation factor 1A [Micractinium conductrix]
OG0002851	XP_005850268.1 hypothetical protein CHLNCDRAFT_141978 [Chlorella variabilis]	PSC72524.1 uridylate kinase [Micractinium conductrix]
OG0002852	XP_005847578.1 hypothetical protein CHLNCDRAFT_133833 [Chlorella variabilis]	PSC74250.1 histidine methyltransferase 1-like protein [Micractinium conductrix]
OG0002853	XP_005850271.1 hypothetical protein CHLNCDRAFT_11561_ partial [Chlorella variabilis]	PSC72444.1 Nudix hydrolase 8 [Micractinium conductrix]
OG0002854	XP_005850027.1 hypothetical protein CHLNCDRAFT_142001 [Chlorella variabilis]	PSC72493.1 WAT1-related chloroplastic [Micractinium conductrix]
OG0002856	XP_005846540.1 hypothetical protein CHLNCDRAFT_58318 [Chlorella variabilis]	PSC69605.1 mitogen-activated kinase 5 [Micractinium conductrix]
OG0002857	XP_005847194.1 hypothetical protein CHLNCDRAFT_134990 [Chlorella variabilis]	PSC71056.1 zinc-binding alcohol dehydrogenase domain-containing 2 [Micractinium conductrix]
OG0002858	XP_005843902.1 hypothetical protein CHLNCDRAFT_49185 [Chlorella variabilis]	PSC67497.1 pleiotropic regulatory locus 1 [Micractinium conductrix]
OG0002859	XP_005844067.1 hypothetical protein CHLNCDRAFT_10545_ partial [Chlorella variabilis]	PSC76209.1 hypothetical protein C2E20_0092 [Micractinium conductrix]
OG0002860	XP_005843323.1 hypothetical protein CHLNCDRAFT_59282 [Chlorella variabilis]	PSC76416.1 WD40 repeat [Micractinium conductrix]
OG0002862	XP_005845601.1 hypothetical protein CHLNCDRAFT_136827 [Chlorella variabilis]	PSC74057.1 ABC transporter F family member 3 [Micractinium conductrix]
OG0002863	XP_005849485.1 hypothetical protein CHLNCDRAFT_142785 [Chlorella variabilis]	PSC72047.1 Glutathionyl-hydroquinone reductase [Micractinium conductrix], PSC67156.1 Glutathionyl-hydroquinone reductase [Micractinium conductrix]
OG0002864	XP_005845694.1 hypothetical protein CHLNCDRAFT_36454 [Chlorella variabilis]	PSC74299.1 LST8-like protein isoform X1 [Micractinium conductrix]
OG0002865	XP_005843379.1 hypothetical protein CHLNCDRAFT_141205 [Chlorella variabilis]	PSC77031.1 transport SEC23-like isoform X1 [Micractinium conductrix]
OG0002866	XP_005849817.1 hypothetical protein CHLNCDRAFT_21334 [Chlorella variabilis]	PSC67973.1 26S proteasome non-ATPase regulatory subunit 13-like protein B_ partial [Micractinium conductrix]
OG0002867	XP_005849544.1 hypothetical protein CHLNCDRAFT_50978 [Chlorella variabilis]	PSC76232.1 carbon catabolite repressor 4-like protein 6 isoform X1 [Micractinium conductrix]
OG0002869	XP_005844071.1 hypothetical protein CHLNCDRAFT_32749 [Chlorella variabilis]	PSC76949.1 ABC1 [Micractinium conductrix]
OG0002870	XP_005845401.1 hypothetical protein CHLNCDRAFT_136963 [Chlorella variabilis]	PSC76280.1 DNA-directed RNA polymerase I subunit rpa49 [Micractinium conductrix]
OG0002871	XP_005844861.1 hypothetical protein CHLNCDRAFT_26451_ partial [Chlorella variabilis]	PSC68655.1 Tetratricopeptide repeat 1 [Micractinium conductrix]
OG0002872	XP_005843164.1 hypothetical protein CHLNCDRAFT_59324 [Chlorella variabilis]	PSC68403.1 putative ubiquitin-conjugating enzyme E2 18 [Micractinium conductrix]
OG0002874	XP_005845269.1 hypothetical protein CHLNCDRAFT_136962 [Chlorella variabilis]	PSC76905.1 hypothetical protein C2E20_0795 [Micractinium conductrix]
OG0002875	XP_005850963.1 hypothetical protein CHLNCDRAFT_29882 [Chlorella variabilis]	PSC72884.1 vesicle-fusing ATPase [Micractinium conductrix]
OG0002876	XP_005843389.1 hypothetical protein CHLNCDRAFT_28254 [Chlorella variabilis]	PSC76287.1 Nucleoid-associated chloroplastic [Micractinium conductrix]
OG0002877	XP_005844072.1 hypothetical protein CHLNCDRAFT_37075 [Chlorella variabilis]	PSC77058.1 Monothiol glutaredoxin-chloroplastic [Micractinium conductrix]
OG0002878	XP_005844971.1 hypothetical protein CHLNCDRAFT_54183 [Chlorella variabilis]	PSC68725.1 ubiquitin carboxyl-terminal hydrolase 26 [Micractinium conductrix]
OG0002879	XP_005843194.1 hypothetical protein CHLNCDRAFT_141404 [Chlorella variabilis]	PSC67210.1 nuclear pore complex NUP155 [Micractinium conductrix]
OG0002880	XP_005845698.1 hypothetical protein CHLNCDRAFT_136820 [Chlorella variabilis]	PSC74174.1 cell division cycle and apoptosis regulator 1 isoform A [Micractinium conductrix], PSC74173.1 cell division cycle and apoptosis regulator 1 isoform B [Micractinium conductrix]
