Orthogroup	Chlorella_Sorokiniana1602	Scenedesmus_PABB004
OG0002232	PRW44465.1 lariat debranching enzyme [Chlorella sorokiniana]	KAF8060563.1 DBR1 [Scenedesmus sp. PABB004]
OG0002233	PRW45148.1 UDP-sugar pyrophosphorylase 1 [Chlorella sorokiniana]	KAF8062991.1 hypothetical protein HT031_003830 [Scenedesmus sp. PABB004]
OG0002235	PRW44924.1 U3 small nucleolar ribonucleo IMP4 [Chlorella sorokiniana]	KAF8072765.1 Brix domain-containing protein [Scenedesmus sp. PABB004]
OG0002236	PRW58032.1 cysteine synthase [Chlorella sorokiniana]	KAF8056849.1 ncapd2 [Scenedesmus sp. PABB004]
OG0002237	PRW45257.1 putative histone-arginine methyltransferase [Chlorella sorokiniana]	KAF8072457.1 CARM1 [Scenedesmus sp. PABB004]
OG0002238	PRW60726.1 26S proteasome non-ATPase regulatory subunit 6-like protein [Chlorella sorokiniana]	KAF8061118.1 RPN7 [Scenedesmus sp. PABB004]
OG0002241	PRW45484.1 40S ribosomal S14-2 [Chlorella sorokiniana]	KAF8063681.1 RPS14 [Scenedesmus sp. PABB004]
OG0002243	PRW34103.1 CTP synthase [Chlorella sorokiniana]	KAF8062710.1 ctps [Scenedesmus sp. PABB004]
OG0002244	PRW58758.1 28S ribosomal mitochondrial-like [Chlorella sorokiniana]	KAF8055919.1 hypothetical protein HT031_006558 [Scenedesmus sp. PABB004]
OG0002245	PRW44991.1 elongation factor 2 [Chlorella sorokiniana]	KAF8069442.1 Elongation factor 2 [Scenedesmus sp. PABB004]
OG0002246	PRW33755.1 RNA binding [Chlorella sorokiniana]	KAF8057251.1 TIC56 [Scenedesmus sp. PABB004]
OG0002247	PRW59215.1 tRNA _cytidine_32_ guanosine_34_-2 -O_-methyltransferase [Chlorella sorokiniana]	KAF8059404.1 FTSJ1 [Scenedesmus sp. PABB004]
OG0002248	PRW33861.1 ubiquitin carboxyl-terminal hydrolase 4 [Chlorella sorokiniana]	KAF8056355.1 UBP11 [Scenedesmus sp. PABB004], KAF8072770.1 UBP11 [Scenedesmus sp. PABB004]
OG0002249	PRW45449.1 phosphatase 2C 71 [Chlorella sorokiniana]	KAF8056105.1 protein phosphatase 2C 45 [Scenedesmus sp. PABB004]
OG0002250	PRW45437.1 G patch domain-containing TGH-like isoform X1 [Chlorella sorokiniana]	KAF8066267.1 G patch domain-containing protein [Scenedesmus sp. PABB004]
OG0002251	PRW39149.1 dnaJ-like protein subfamily C GRV2 [Chlorella sorokiniana]	KAF8069423.1 GRV2 [Scenedesmus sp. PABB004]
OG0002252	PRW57331.1 microtubule-associated futsch isoform X1 [Chlorella sorokiniana]	KAF8060074.1 ASHH1 [Scenedesmus sp. PABB004]
OG0002254	PRW20919.1 short chain dehydrogenase reductase family [Chlorella sorokiniana]	KAF8061107.1 RDH14 [Scenedesmus sp. PABB004]
OG0002256	PRW39382.1 DUF887-domain-containing [Chlorella sorokiniana]	KAF8071225.1 SPAC17A2.02c [Scenedesmus sp. PABB004]
OG0002257	PRW60321.1 18S rRNA biogenesis RCL1 [Chlorella sorokiniana]	KAF8072773.1 RCL1 [Scenedesmus sp. PABB004]
OG0002258	PRW33116.1 lipase [Chlorella sorokiniana], PRW56021.1 lipase domain-containing [Chlorella sorokiniana]	KAF8060517.1 prpf38b [Scenedesmus sp. PABB004]
OG0002259	PRW44521.1 hypothetical protein C2E21_6535 [Chlorella sorokiniana]	KAF8072679.1 trim33 [Scenedesmus sp. PABB004]
OG0002261	PRW21069.1 nitrate reductase [Chlorella sorokiniana], PRW44840.1 nitrate reductase [Chlorella sorokiniana]	KAF8062729.1 hypothetical protein HT031_004059 [Scenedesmus sp. PABB004]
OG0002262	PRW50824.1 RAN GTPase-activating 1 [Chlorella sorokiniana]	KAF8069620.1 RANGAP1 [Scenedesmus sp. PABB004]
OG0002264	PRW56661.1 transcription factor jumonji domain [Chlorella sorokiniana]	KAF8065476.1 lysine-specific demethylase [Scenedesmus sp. PABB004]
OG0002265	PRW61161.1 chlorophyll a b binding CP29 [Chlorella sorokiniana]	KAF8058844.1 hypothetical protein HT031_005412 [Scenedesmus sp. PABB004], KAF8062918.1 Lhcb4 [Scenedesmus sp. PABB004]
OG0002267	PRW32879.1 hypothetical protein C2E21_8134 [Chlorella sorokiniana], PRW33033.1 hypothetical protein C2E21_8117 [Chlorella sorokiniana]	KAF8059385.1 NEK6 [Scenedesmus sp. PABB004]
OG0002270	PRW59756.1 general transcription factor IIH subunit 4 isoform A [Chlorella sorokiniana], PRW59757.1 general transcription factor IIH subunit 4 isoform B [Chlorella sorokiniana]	KAF8069625.1 TFB2 [Scenedesmus sp. PABB004]
OG0002272	PRW20969.1 crystallin J1A-like [Chlorella sorokiniana]	KAF8067319.1 Crystallin J1A [Scenedesmus sp. PABB004]
OG0002273	PRW59237.1 ATP synthase beta mitochondrial precursor [Chlorella sorokiniana]	KAF8062908.1 ATP2 [Scenedesmus sp. PABB004]
OG0002274	PRW57476.1 SUMO-activating enzyme subunit 1B-1 [Chlorella sorokiniana], PRW57324.1 Cytochrome b-c1 complex subunit 8 [Chlorella sorokiniana]	KAF8057117.1 SAE1A [Scenedesmus sp. PABB004]
OG0002275	PRW39278.1 dynamin-related GTPase isoform A [Chlorella sorokiniana], PRW39279.1 dynamin-related GTPase isoform B [Chlorella sorokiniana]	KAF8073151.1 DEAD-box ATP-dependent RNA helicase 5 [Scenedesmus sp. PABB004]
OG0002276	PRW20204.1 ATP-dependent DNA helicase isoform B [Chlorella sorokiniana], PRW20205.1 ATP-dependent DNA helicase isoform A [Chlorella sorokiniana], PRW34084.1 leucine rich repeat [Chlorella sorokiniana]	KAF8064493.1 uvrD [Scenedesmus sp. PABB004]
OG0002277	PRW59354.1 FAD NAD_P_-binding domain-containing [Chlorella sorokiniana], PRW59217.1 FAD NAD_P_-binding domain-containing [Chlorella sorokiniana]	KAF8058293.1 SPAC3A11.07 [Scenedesmus sp. PABB004]
OG0002278	PRW58906.1 selenocysteine lyase [Chlorella sorokiniana]	KAF8073132.1 SRT2 [Scenedesmus sp. PABB004]
OG0002280	PRW56310.1 UDP-galactose UDP-glucose transporter 3 [Chlorella sorokiniana]	KAF8068425.1 UTR3 [Scenedesmus sp. PABB004]
OG0002281	PRW56253.1 putative ATP-dependent DNA helicase HFM1 isoform A [Chlorella sorokiniana], PRW56254.1 putative ATP-dependent DNA helicase HFM1 isoform B [Chlorella sorokiniana]	KAF8067393.1 MER3 [Scenedesmus sp. PABB004]
OG0002282	PRW59735.1 thylakoid lumenal chloroplastic [Chlorella sorokiniana]	KAF8065811.1 TL20.3 [Scenedesmus sp. PABB004]
OG0002285	PRW56175.1 UDP-glucose 4-epimerase [Chlorella sorokiniana]	KAF8063794.1 UGE5 [Scenedesmus sp. PABB004]
OG0002286	PRW56138.1 carboxymethylenebutenolidase-like protein [Chlorella sorokiniana]	KAF8070964.1 RAD4 [Scenedesmus sp. PABB004]
OG0002288	PRW60234.1 putative E3 ubiquitin- ligase ARI2 isoform X1 [Chlorella sorokiniana]	KAF8065830.1 ARI1 [Scenedesmus sp. PABB004]
OG0002290	PRW05859.1 dof-like transcription factor [Chlorella sorokiniana]	KAF8069436.1 DOF3.7 [Scenedesmus sp. PABB004]
OG0002291	PRW18316.1 DNA damage-binding 1 [Chlorella sorokiniana], PRW18403.1 ras-related RABB1c [Chlorella sorokiniana]	KAF8057652.1 YPTV4 [Scenedesmus sp. PABB004]
OG0002293	PRW57119.1 Magnesium-chelatase subunit [Chlorella sorokiniana], PRW20346.1 Magnesium-chelatase subunit [Chlorella sorokiniana]	KAF8057655.1 hypothetical protein HT031_006004 [Scenedesmus sp. PABB004]
OG0002294	PRW20551.1 ribonuclease H [Chlorella sorokiniana]	KAF8062089.1 rnhA [Scenedesmus sp. PABB004]
OG0002294	PRW56580.1 hypothetical protein C2E21_4558 [Chlorella sorokiniana]	KAF8066161.1 hypothetical protein HT031_002483 [Scenedesmus sp. PABB004]
OG0002296	PRW58641.1 haloacid dehalogenase-like hydrolase domain-containing protein [Chlorella sorokiniana], PRW20979.1 haloacid dehalogenase-like hydrolase domain-containing protein [Chlorella sorokiniana]	KAF8057897.1 hypothetical protein HT031_005843 [Scenedesmus sp. PABB004]
OG0002298	PRW21026.1 ligase [Chlorella sorokiniana], PRW21027.1 ligase [Chlorella sorokiniana]	KAF8062800.1 glnA [Scenedesmus sp. PABB004]
OG0002299	PRW32505.1 proteasome subunit [Chlorella sorokiniana], PRW32504.1 sodium-coupled neutral amino acid transporter 7 [Chlorella sorokiniana]	KAF8061998.1 Proteasome subunit beta type-6 [Scenedesmus sp. PABB004]
OG0002301	PRW61624.1 inactive cadmium zinc-transporting ATPase HMA3 [Chlorella sorokiniana], PRW33119.1 multicopper oxidase [Chlorella sorokiniana], PRW56823.1 ribonuclease T2 [Chlorella sorokiniana]	KAF8070933.1 HMA2 [Scenedesmus sp. PABB004]
OG0002303	PRW33159.1 UV radiation resistance-associated protein isoform X1 [Chlorella sorokiniana], PRW33291.1 hypothetical protein C2E21_7760 [Chlorella sorokiniana], PRW33290.1 hypothetical protein C2E21_7760 [Chlorella sorokiniana]	KAF8066212.1 hypothetical protein HT031_002534 [Scenedesmus sp. PABB004]
OG0002305	PRW33175.1 acyl- thioesterase 1 [Chlorella sorokiniana]	KAF8067258.1 acyl-protein thioesterase 1 [Scenedesmus sp. PABB004]
OG0002308	PRW33273.1 signal peptide peptidase [Chlorella sorokiniana]	KAF8065903.1 HM13 [Scenedesmus sp. PABB004]
OG0002311	PRW56688.1 cellulose synthase [Chlorella sorokiniana], PRW56802.1 cellulose synthase isoform A [Chlorella sorokiniana], PRW56801.1 cellulose synthase isoform B [Chlorella sorokiniana], PRW33536.1 Cellulose synthase [Chlorella sorokiniana]	KAF8056138.1 bcsA [Scenedesmus sp. PABB004], KAF8058942.1 bcsA [Scenedesmus sp. PABB004]
OG0002312	PRW33795.1 Zn-dependent [Chlorella sorokiniana]	KAF8062066.1 carboxypeptidase S-like 2 [Scenedesmus sp. PABB004]
OG0002314	PRW39341.1 chloroplast photosystem II-associated 22 kDa [Chlorella sorokiniana]	KAF8065706.1 hypothetical protein HT031_002766 [Scenedesmus sp. PABB004]
OG0002317	PRW44629.1 Right handed beta helix region [Chlorella sorokiniana], PRW60490.1 Right handed beta helix region [Chlorella sorokiniana]	KAF8073238.1 SPAC5H10.03 [Scenedesmus sp. PABB004]
OG0002318	PRW44918.1 CAMK CAMK1 kinase Srk1 isoform B [Chlorella sorokiniana], PRW44919.1 CAMK CAMK1 kinase Srk1 isoform C [Chlorella sorokiniana], PRW44920.1 CAMK CAMK1 kinase Srk1 isoform A [Chlorella sorokiniana]	KAF8057749.1 hypothetical protein HT031_005933 [Scenedesmus sp. PABB004]
OG0002320	PRW45671.1 N-alpha-acetyltransferase 40 [Chlorella sorokiniana], PRW58339.1 tRNA threonylcarbamoyladenosine biosynthesis [Chlorella sorokiniana]	KAF8072830.1 NAA40 [Scenedesmus sp. PABB004]
OG0002322	PRW51004.1 FAD-linked oxidase [Chlorella sorokiniana]	KAF8062986.1 hypothetical protein HT031_003825 [Scenedesmus sp. PABB004], KAF8063003.1 hypothetical protein HT031_003842 [Scenedesmus sp. PABB004], KAF8062964.1 hypothetical protein HT031_003803 [Scenedesmus sp. PABB004], KAF8062978.1 srdI [Scenedesmus sp. PABB004], KAF8065509.1 hypothetical protein HT031_003110 [Scenedesmus sp. PABB004], KAF8062984.1 hypothetical protein HT031_003823 [Scenedesmus sp. PABB004], KAF8062980.1 hypothetical protein HT031_003819 [Scenedesmus sp. PABB004], KAF8062982.1 hypothetical protein HT031_003821 [Scenedesmus sp. PABB004]
OG0002323	PRW51033.1 DNA mismatch repair MSH5 [Chlorella sorokiniana]	KAF8056224.1 MSH5 [Scenedesmus sp. PABB004]
OG0002325	PRW56008.1 hypothetical protein C2E21_5243 [Chlorella sorokiniana]	KAF8057858.1 hypothetical protein HT031_005804 [Scenedesmus sp. PABB004]
OG0002325	PRW56292.1 Dynamin-like 120 kDa isoform 1 [Chlorella sorokiniana]	KAF8065564.1 hypothetical protein HT031_003165 [Scenedesmus sp. PABB004]
OG0002326	PRW56114.1 DENND6A-like [Chlorella sorokiniana]	KAF8061167.1 hypothetical protein HT031_004629 [Scenedesmus sp. PABB004], KAF8066431.1 hypothetical protein HT031_002755 [Scenedesmus sp. PABB004], KAF8060098.1 Dennd6b [Scenedesmus sp. PABB004]
OG0002327	PRW56160.1 glycoside hydrolase family 13 [Chlorella sorokiniana]	KAF8062795.1 AMY1.2 [Scenedesmus sp. PABB004]
OG0002330	PRW57698.1 RNA recognition motif-containing isoform 1 [Chlorella sorokiniana]	KAF8061419.1 hypothetical protein HT031_004510 [Scenedesmus sp. PABB004]
OG0002331	PRW58061.1 ribonucleoside-diphosphate reductase small chain isoform C [Chlorella sorokiniana], PRW58062.1 ribonucleoside-diphosphate reductase small chain isoform B [Chlorella sorokiniana]	KAF8061060.1 hypothetical protein HT031_004520 [Scenedesmus sp. PABB004]
OG0002332	PRW58097.1 hypothetical protein C2E21_2722 [Chlorella sorokiniana], PRW58096.1 hypothetical protein C2E21_2722 [Chlorella sorokiniana]	KAF8065570.1 Hacd2 [Scenedesmus sp. PABB004]
OG0002333	PRW58338.1 hypothetical protein C2E21_2711 [Chlorella sorokiniana], PRW58531.1 poly-gamma-glutamate biosynthesis [Chlorella sorokiniana]	KAF8071104.1 hypothetical protein HT031_001186 [Scenedesmus sp. PABB004]
OG0002334	PRW58549.1 pre translocase subunit [Chlorella sorokiniana]	KAF8072578.1 hypothetical protein HT031_000238 [Scenedesmus sp. PABB004], KAF8066427.1 hypothetical protein HT031_002751 [Scenedesmus sp. PABB004]
OG0002335	PRW58753.1 hypothetical protein C2E21_2067 [Chlorella sorokiniana]	KAF8066407.1 hypothetical protein HT031_002731 [Scenedesmus sp. PABB004]
OG0002339	PRW59252.1 hypothetical protein C2E21_2426 [Chlorella sorokiniana]	KAF8071206.1 hypothetical protein HT031_001289 [Scenedesmus sp. PABB004]
OG0002340	PRW59606.1 kinase [Chlorella sorokiniana]	KAF8065878.1 hypothetical protein HT031_002939 [Scenedesmus sp. PABB004]
OG0002341	PRW59854.1 Transducin WD40 repeat-like superfamily isoform 2 [Chlorella sorokiniana]	KAF8066240.1 hypothetical protein HT031_002563 [Scenedesmus sp. PABB004]
OG0002342	PRW60017.1 histone-lysine N-methyltransferase ATX2-like [Chlorella sorokiniana]	KAF8068321.1 pgk [Scenedesmus sp. PABB004], KAF8068317.1 pgk [Scenedesmus sp. PABB004], KAF8068315.1 ATX3 [Scenedesmus sp. PABB004], KAF8068319.1 RBP45A [Scenedesmus sp. PABB004]
OG0002343	PRW60360.1 cysteine-rich surface [Chlorella sorokiniana]	KAF8062997.1 hypothetical protein HT031_003836 [Scenedesmus sp. PABB004]
OG0002344	PRW61456.1 U1 small nuclear ribonucleo isoform B [Chlorella sorokiniana], PRW61455.1 U1 small nuclear ribonucleo isoform A [Chlorella sorokiniana]	KAF8063023.1 RNU1 [Scenedesmus sp. PABB004]
OG0002366	PRW32553.1 cytoplasmic tRNA 2-thiolation 1 [Chlorella sorokiniana]	KAF8063072.1 NCS6 [Scenedesmus sp. PABB004]
OG0002369	PRW57208.1 ABC transporter D family [Chlorella sorokiniana]	KAF8072505.1 abcD2 [Scenedesmus sp. PABB004]
OG0002370	PRW20641.1 26S proteasome non-ATPase regulatory subunit 11-like protein [Chlorella sorokiniana]	KAF8072635.1 RPN6 [Scenedesmus sp. PABB004]
OG0002371	PRW44611.1 Elongator complex 3 [Chlorella sorokiniana]	KAF8068241.1 ELP3 [Scenedesmus sp. PABB004]
OG0002372	PRW33651.1 soluble starch synthase [Chlorella sorokiniana]	KAF8055587.1 SS4 [Scenedesmus sp. PABB004]
OG0002374	PRW20764.1 UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase [Chlorella sorokiniana]	KAF8055123.1 MST4 [Scenedesmus sp. PABB004]
OG0002375	PRW57174.1 ubiquinone menaquinone biosynthesis methyltransferase [Chlorella sorokiniana]	KAF8055122.1 menG [Scenedesmus sp. PABB004]
OG0002378	PRW57042.1 Poly_A_ RNA polymerase cid1 [Chlorella sorokiniana]	KAF8055328.1 URT1 [Scenedesmus sp. PABB004]
OG0002379	PRW05817.1 T-complex 1 subunit alpha [Chlorella sorokiniana]	KAF8066422.1 CCT1 [Scenedesmus sp. PABB004]
OG0002380	PRW56942.1 supervillin isoform X3 [Chlorella sorokiniana]	KAF8067268.1 hypothetical protein HT031_002315 [Scenedesmus sp. PABB004]
OG0002381	PRW56916.1 DNA polymerase I chloroplastic mitochondrial [Chlorella sorokiniana]	KAF8073077.1 hypothetical protein HT031_000738 [Scenedesmus sp. PABB004]
OG0002382	PRW57475.1 LMBR1 domain-containing 2 [Chlorella sorokiniana]	KAF8067159.1 lmbrd2 [Scenedesmus sp. PABB004]
OG0002383	PRW57483.1 serine arginine repetitive matrix 1 isoform X1 [Chlorella sorokiniana]	KAF8072462.1 PWI domain-containing protein [Scenedesmus sp. PABB004]
OG0002384	PRW57224.1 mitochondrial isoform X1 [Chlorella sorokiniana]	KAF8069617.1 MYB60 [Scenedesmus sp. PABB004]
OG0002385	PRW61267.1 pyruvate dehydrogenase E1 component subunit alpha- chloroplastic-like [Chlorella sorokiniana]	KAF8072484.1 PDH-E1 ALPHA [Scenedesmus sp. PABB004]
OG0002386	PRW61196.1 V-type proton ATPase catalytic subunit A [Chlorella sorokiniana]	KAF8071334.1 V-type proton ATPase catalytic subunit A isoform 1 [Scenedesmus sp. PABB004]
OG0002387	PRW61025.1 Glutathione gamma-glutamylcysteinyltransferase 1 [Chlorella sorokiniana]	KAF8063847.1 PCS1 [Scenedesmus sp. PABB004]
OG0002388	PRW61217.1 inner membrane PPF- chloroplastic-like [Chlorella sorokiniana]	KAF8070861.1 ALB3.1 [Scenedesmus sp. PABB004]
OG0002390	PRW61454.1 SCY1 2 [Chlorella sorokiniana]	KAF8073098.1 Scyl2 [Scenedesmus sp. PABB004]
OG0002391	PRW61099.1 UPF0160 -like [Chlorella sorokiniana]	KAF8072761.1 C27H6.8 [Scenedesmus sp. PABB004]
OG0002392	PRW57894.1 zeta- subunit of COP-I complex [Chlorella sorokiniana]	KAF8071229.1 COPZ2 [Scenedesmus sp. PABB004]
OG0002395	PRW39069.1 DNA-binding SMUBP-2 isoform B [Chlorella sorokiniana], PRW39070.1 DNA-binding SMUBP-2 isoform C [Chlorella sorokiniana], PRW39071.1 DNA-binding SMUBP-2 isoform A [Chlorella sorokiniana]	KAF8070908.1 Ighmbp2 [Scenedesmus sp. PABB004]
OG0002396	PRW61192.1 abnormal spindle-like microcephaly-associated [Chlorella sorokiniana]	KAF8065931.1 Aspm [Scenedesmus sp. PABB004]
OG0002397	PRW61579.1 RNA-binding 45 isoform X1 [Chlorella sorokiniana]	KAF8057626.1 svkA [Scenedesmus sp. PABB004]
OG0002399	PRW39123.1 TBC1 domain family member 13 [Chlorella sorokiniana]	KAF8067282.1 TBC1D13 [Scenedesmus sp. PABB004]
OG0002400	PRW57876.1 zinc finger CCCH domain-containing 13-like [Chlorella sorokiniana]	KAF8067216.1 rxt3 [Scenedesmus sp. PABB004]
OG0002401	PRW61582.1 Cytochrome b-c1 complex subunit Rieske- mitochondrial [Chlorella sorokiniana]	KAF8071142.1 DGK4 [Scenedesmus sp. PABB004]
OG0002403	PRW61453.1 Splicing factor 3B subunit 2 [Chlorella sorokiniana]	KAF8068310.1 SF3B2 [Scenedesmus sp. PABB004]
OG0002405	PRW61230.1 Inner membrane alx [Chlorella sorokiniana]	KAF8063006.1 hypothetical protein HT031_003845 [Scenedesmus sp. PABB004]
OG0002406	PRW61152.1 GTPase-activating gyp1 [Chlorella sorokiniana]	KAF8069367.1 gyp1 [Scenedesmus sp. PABB004]
OG0002407	PRW21034.1 SAND-like isoform X1 [Chlorella sorokiniana]	KAF8062758.1 MON1 [Scenedesmus sp. PABB004]
OG0002408	PRW61176.1 hypothetical protein C2E21_0267 [Chlorella sorokiniana]	KAF8063812.1 hypothetical protein HT031_003669 [Scenedesmus sp. PABB004]
OG0002409	PRW61450.1 iron-sulfur cluster biosynthesis family [Chlorella sorokiniana]	KAF8060028.1 hypothetical protein HT031_004966 [Scenedesmus sp. PABB004]
OG0002410	PRW61430.1 Acetylglutamate kinase [Chlorella sorokiniana]	KAF8057672.1 Chlorophyll a-b binding protein of LHCII type I [Scenedesmus sp. PABB004]
OG0002411	PRW61009.1 ABC transporter ATP-binding [Chlorella sorokiniana]	KAF8070971.1 Abcd2 [Scenedesmus sp. PABB004]
OG0002412	PRW60163.1 allantoinase 1 [Chlorella sorokiniana]	KAF8066362.1 TTM2 [Scenedesmus sp. PABB004]
OG0002413	PRW61150.1 large subunit GTPase 1-like protein [Chlorella sorokiniana]	KAF8060039.1 LSG1-2 [Scenedesmus sp. PABB004]
OG0002414	PRW44367.1 ribose-phosphate pyrophosphokinase [Chlorella sorokiniana]	KAF8072569.1 PRS1 [Scenedesmus sp. PABB004]
OG0002415	PRW60347.1 Pantoate--beta-alanine ligase [Chlorella sorokiniana]	KAF8059200.1 hypothetical protein HT031_005372 [Scenedesmus sp. PABB004]
OG0002416	PRW18379.1 electron transfer flavo subunit beta [Chlorella sorokiniana]	KAF8058034.1 etfa [Scenedesmus sp. PABB004]
OG0002417	PRW60324.1 Mitochondrial thiamine pyrophosphate carrier [Chlorella sorokiniana]	KAF8064540.1 thiamine diphosphate carrier 2 [Scenedesmus sp. PABB004]
OG0002418	PRW33017.1 valyl-tRNA synthetase [Chlorella sorokiniana]	KAF8058836.1 valine--tRNA ligase [Scenedesmus sp. PABB004]
OG0002422	PRW60697.1 DNA damage-binding 1 [Chlorella sorokiniana]	KAF8072489.1 DDB1A [Scenedesmus sp. PABB004]
OG0002423	PRW57244.1 archease-like [Chlorella sorokiniana]	KAF8058937.1 archease-like [Scenedesmus sp. PABB004]
OG0002424	PRW32899.1 L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase-like [Chlorella sorokiniana]	KAF8065883.1 Aasdhppt [Scenedesmus sp. PABB004]
OG0002426	PRW57302.1 Calcium-transporting endoplasmic reticulum-type [Chlorella sorokiniana]	KAF8066370.1 ECA1 [Scenedesmus sp. PABB004]
OG0002427	PRW58936.1 Eukaryotic translation initiation factor 5B [Chlorella sorokiniana]	KAF8063871.1 SPAC56F8.03 [Scenedesmus sp. PABB004]
OG0002428	PRW57236.1 ubiquinone biosynthesis methyltransferase [Chlorella sorokiniana]	KAF8057919.1 Scube3 [Scenedesmus sp. PABB004]
OG0002429	PRW57070.1 putative U6 snRNA-associated Sm LSm4 [Chlorella sorokiniana]	KAF8058405.1 U6 snRNA-associated Sm-like protein LSm4 [Scenedesmus sp. PABB004]
OG0002430	PRW32849.1 S-adenosyl-L-homocysteine hydrolase [Chlorella sorokiniana]	KAF8064542.1 hypothetical protein HT031_003342 [Scenedesmus sp. PABB004]
OG0002431	PRW56949.1 putative chlorophyll_ide_ b reductase chloroplastic isoform B [Chlorella sorokiniana], PRW56950.1 putative chlorophyll_ide_ b reductase chloroplastic isoform A [Chlorella sorokiniana]	KAF8066402.1 NYC1 [Scenedesmus sp. PABB004]
OG0002432	PRW57247.1 heat shock 70B [Chlorella sorokiniana]	KAF8058929.1 HSP70 [Scenedesmus sp. PABB004]
OG0002433	PRW56928.1 mitochondrial iron import [Chlorella sorokiniana]	KAF8056445.1 Slc25a38 [Scenedesmus sp. PABB004]
OG0002434	PRW60227.1 rhamnose biosynthetic enzyme 1 [Chlorella sorokiniana]	KAF8072737.1 NRS/ER [Scenedesmus sp. PABB004]
OG0002435	PRW59081.1 DEAD-box ATP-dependent RNA helicase 20-like [Chlorella sorokiniana]	KAF8056261.1 DBP3 [Scenedesmus sp. PABB004]
OG0002436	PRW59263.1 exportin-T isoform X1 [Chlorella sorokiniana]	KAF8071260.1 hypothetical protein HT031_001343 [Scenedesmus sp. PABB004]
OG0002437	PRW58791.1 ALBINO3 chloroplastic [Chlorella sorokiniana]	KAF8072601.1 ALB3L3 [Scenedesmus sp. PABB004]
OG0002438	PRW59265.1 pre translocase subunit [Chlorella sorokiniana]	KAF8056765.1 SECA2 [Scenedesmus sp. PABB004], KAF8056768.1 secA [Scenedesmus sp. PABB004]
OG0002439	PRW58988.1 UPF0586 C9orf41 [Chlorella sorokiniana]	KAF8072970.1 Carn [Scenedesmus sp. PABB004]
OG0002440	PRW50958.1 DNA cross-link repair SNM1 isoform X1 [Chlorella sorokiniana]	KAF8069612.1 DCLRE1A [Scenedesmus sp. PABB004]
OG0002441	PRW59335.1 Phosphoribosylaminoimidazole-succinocarboxam ide chloroplastic [Chlorella sorokiniana]	KAF8063831.1 purC [Scenedesmus sp. PABB004]
OG0002443	PRW59729.1 Choline ethanolamine kinase [Chlorella sorokiniana]	KAF8066213.1 choline kinase 3 [Scenedesmus sp. PABB004]
OG0002445	PRW45130.1 peptidyl-prolyl cis-trans isomerase CYP22 isoform X1 [Chlorella sorokiniana]	KAF8060319.1 CYP22 [Scenedesmus sp. PABB004]
OG0002446	PRW50844.1 Translational activator GCN1 isoform B [Chlorella sorokiniana], PRW50843.1 Translational activator GCN1 isoform A [Chlorella sorokiniana]	KAF8055816.1 hypothetical protein HT031_006591 [Scenedesmus sp. PABB004]
OG0002448	PRW60053.1 Xanthine dehydrogenase [Chlorella sorokiniana]	KAF8057662.1 XDH1 [Scenedesmus sp. PABB004]
OG0002449	PRW51047.1 YIPF5-like protein [Chlorella sorokiniana]	KAF8069527.1 yipf5 [Scenedesmus sp. PABB004]
OG0002450	PRW58899.1 rubisco small subunit N-methyltransferase [Chlorella sorokiniana]	KAF8071199.1 setd3 [Scenedesmus sp. PABB004]
OG0002451	PRW45238.1 nifU mitochondrial [Chlorella sorokiniana]	KAF8069479.1 NIFU5 [Scenedesmus sp. PABB004]
OG0002452	PRW50845.1 mitochondrial import inner membrane translocase subunit tim16-like isoform A [Chlorella sorokiniana], PRW50846.1 mitochondrial import inner membrane translocase subunit tim16-like isoform B [Chlorella sorokiniana]	KAF8064547.1 PAM16L1 [Scenedesmus sp. PABB004]
OG0002455	PRW20668.1 adenylate kinase [Chlorella sorokiniana]	KAF8065545.1 adenylate kinase 2 [Scenedesmus sp. PABB004]
OG0002456	PRW21001.1 aldehyde dehydrogenase [Chlorella sorokiniana]	KAF8073062.1 FIS1 [Scenedesmus sp. PABB004]
OG0002458	PRW60225.1 UPF0568 C14orf166-like protein [Chlorella sorokiniana]	KAF8058070.1 hypothetical protein HT031_005730 [Scenedesmus sp. PABB004]
OG0002459	PRW59563.1 glutathione S-transferase isoform B [Chlorella sorokiniana], PRW59564.1 glutathione S-transferase isoform A [Chlorella sorokiniana]	KAF8061955.1 Mrto4 [Scenedesmus sp. PABB004]
OG0002460	PRW20638.1 notchless-like protein [Chlorella sorokiniana]	KAF8058338.1 RBP47C' [Scenedesmus sp. PABB004]
OG0002461	PRW58994.1 peroxisome biogenesis 2 isoform X1 [Chlorella sorokiniana]	KAF8062968.1 PEX2 [Scenedesmus sp. PABB004]
OG0002462	PRW20559.1 hypothetical protein C2E21_8897 [Chlorella sorokiniana]	KAF8058364.1 hypothetical protein HT031_005682 [Scenedesmus sp. PABB004]
OG0002463	PRW60318.1 hypothetical protein C2E21_0727 [Chlorella sorokiniana]	KAF8064661.1 hypothetical protein HT031_003463 [Scenedesmus sp. PABB004]
OG0002464	PRW57116.1 putative alpha_alpha-trehalose-phosphate synthase [UDP-forming] 7 [Chlorella sorokiniana]	KAF8070915.1 TPS5 [Scenedesmus sp. PABB004]
