Orthogroup	Chlorella_Sorokiniana1602	Micractinium_SAG24180
OG0001857	PRW60009.1 GTP-binding nuclear Ran [Chlorella sorokiniana]	PSC69615.1 GTP-binding nuclear Ran-3 [Micractinium conductrix]
OG0001858	PRW45027.1 60S ribosomal L8 [Chlorella sorokiniana]	PSC70436.1 60S ribosomal L8-like [Micractinium conductrix]
OG0001859	PRW44999.1 DNA-directed primase polymerase isoform X1 isoform A [Chlorella sorokiniana], PRW44998.1 DNA-directed primase polymerase isoform X1 isoform B [Chlorella sorokiniana]	PSC70350.1 DNA-directed primase polymerase isoform X1 isoform B [Micractinium conductrix], PSC70349.1 DNA-directed primase polymerase isoform X1 isoform A [Micractinium conductrix]
OG0001860	PRW44926.1 putative phenylalanine--tRNA ligase alpha subunit [Chlorella sorokiniana]	PSC70462.1 putative phenylalanine-tRNA ligase alpha subunit [Micractinium conductrix]
OG0001861	PRW44911.1 GMP synthase [glutamine-hydrolyzing] [Chlorella sorokiniana]	PSC70316.1 GMP synthase [glutamine-hydrolyzing] [Micractinium conductrix]
OG0001862	PRW45216.1 transport yif1 [Chlorella sorokiniana]	PSC67531.1 transport yif1 [Micractinium conductrix]
OG0001863	PRW45270.1 SEC1 family transport SLY1 [Chlorella sorokiniana]	PSC71004.1 SEC1 family transport SLY1-like [Micractinium conductrix]
OG0001864	PRW45066.1 tRNA wybutosine-synthesizing 4 [Chlorella sorokiniana]	PSC73349.1 tRNA wybutosine-synthesizing 4 [Micractinium conductrix]
OG0001865	PRW45177.1 UDP-glucose pyrophosphorylase [Chlorella sorokiniana]	PSC73403.1 UDP-glucose pyrophosphorylase [Micractinium conductrix]
OG0001866	PRW57927.1 importin beta-like SAD2 [Chlorella sorokiniana]	PSC72993.1 importin beta-like SAD2 [Micractinium conductrix]
OG0001867	PRW44841.1 putative complex I intermediate-associated 30 [Chlorella sorokiniana]	PSC70312.1 putative complex I intermediate-associated 30 [Micractinium conductrix]
OG0001868	PRW61271.1 vacuolar sorting-associated 18-like protein [Chlorella sorokiniana]	PSC73297.1 vacuolar sorting-associated 18-like protein [Micractinium conductrix]
OG0001870	PRW50849.1 CAS1 domain-containing 1 [Chlorella sorokiniana]	PSC75701.1 CAS1 domain-containing 1 [Micractinium conductrix]
OG0001871	PRW60447.1 transmembrane 120-like protein [Chlorella sorokiniana]	PSC69321.1 transmembrane 120-like protein isoform A [Micractinium conductrix], PSC69322.1 transmembrane 120-like protein isoform B [Micractinium conductrix]
OG0001872	PRW60513.1 Cytochrome b6-f complex iron-sulfur chloroplastic [Chlorella sorokiniana]	PSC67891.1 cytochrome b6-f complex iron-sulfur subunit [Micractinium conductrix]
OG0001872	PRW50973.1 cytochrome b6 f complex iron-sulfur chloroplast precursor [Chlorella sorokiniana]	PSC75469.1 Rieske iron-sulfur subunit of the cytochrome b6f chloroplast precursor [Micractinium conductrix]
OG0001873	PRW60219.1 hypothetical protein C2E21_1074 [Chlorella sorokiniana]	PSC67925.1 tRNA modifying enzyme [Micractinium conductrix]
OG0001874	PRW60671.1 Alcohol dehydrogenase class-3 [Chlorella sorokiniana]	PSC68961.1 Alcohol dehydrogenase class-3 [Micractinium conductrix]
OG0001875	PRW45133.1 Eukaryotic translation initiation factor 3 subunit J [Chlorella sorokiniana]	PSC73295.1 Eukaryotic translation initiation factor 3 subunit J [Micractinium conductrix]
OG0001876	PRW60328.1 Malate dehydrogenase [NADP] chloroplastic [Chlorella sorokiniana]	PSC68941.1 NADP-Malate dehydrogenase [Micractinium conductrix]
OG0001877	PRW20855.1 glyoxal reductase [Chlorella sorokiniana]	PSC75149.1 glyoxal reductase [Micractinium conductrix]
OG0001878	PRW60728.1 CTD small phosphatase 2 [Chlorella sorokiniana]	PSC69338.1 CTD small phosphatase 2 [Micractinium conductrix]
OG0001879	PRW45074.1 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Chlorella sorokiniana]	PSC68040.1 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Micractinium conductrix]
OG0001880	PRW59805.1 ubiquitin carboxyl-terminal hydrolase 6 [Chlorella sorokiniana]	PSC76595.1 ubiquitin carboxyl-terminal hydrolase 6 [Micractinium conductrix]
OG0001881	PRW45244.1 ABC transporter _ISS_ isoform B [Chlorella sorokiniana], PRW45243.1 ABC transporter _ISS_ isoform A [Chlorella sorokiniana], PRW45242.1 ABC transporter _ISS_ isoform C [Chlorella sorokiniana]	PSC67536.1 ABC transporter _ISS_ [Micractinium conductrix]
OG0001882	PRW60817.1 pyridoxine biosynthesis isoform A [Chlorella sorokiniana], PRW60818.1 pyridoxine biosynthesis isoform B [Chlorella sorokiniana]	PSC68973.1 pyridoxine biosynthesis [Micractinium conductrix]
OG0001883	PRW45076.1 Eukaryotic translation initiation factor 3 subunit I [Chlorella sorokiniana]	PSC70882.1 eukaryotic translation initiation factor 3 subunit I-like [Micractinium conductrix]
OG0001884	PRW20832.1 Glycine-rich 2 [Chlorella sorokiniana]	PSC75112.1 cold-shock DNA binding isoform A [Micractinium conductrix], PSC75111.1 cold-shock DNA binding isoform B [Micractinium conductrix]
OG0001885	PRW44927.1 60S ribosomal L3 [Chlorella sorokiniana]	PSC70374.1 60S ribosomal L3 isoform A [Micractinium conductrix], PSC70373.1 60S ribosomal L3 isoform B [Micractinium conductrix]
OG0001886	PRW39206.1 ARM repeat-containing [Chlorella sorokiniana]	PSC67665.1 ARM repeat-containing isoform B [Micractinium conductrix], PSC67664.1 ARM repeat-containing isoform A [Micractinium conductrix]
OG0001887	PRW39352.1 vacuolar sorting-associated 22-like protein 1 [Chlorella sorokiniana]	PSC67642.1 vacuolar sorting-associated 22-like protein 1 [Micractinium conductrix]
OG0001888	PRW50858.1 26S proteasome non-ATPase regulatory subunit 12 [Chlorella sorokiniana]	PSC75238.1 26S proteasome non-ATPase regulatory subunit 12 [Micractinium conductrix]
OG0001889	PRW33638.1 hypothetical protein C2E21_7673 [Chlorella sorokiniana]	PSC69985.1 methionine-S-oxide reductase [Micractinium conductrix]
OG0001890	PRW60955.1 phosphatase methylesterase 1 [Chlorella sorokiniana]	PSC74238.1 phosphatase methylesterase 1-like [Micractinium conductrix]
OG0001891	PRW57010.1 hypothetical protein C2E21_4042 [Chlorella sorokiniana]	PSC70323.1 hypothetical protein C2E20_6169 [Micractinium conductrix], PSC70324.1 hypothetical protein C2E20_6169 [Micractinium conductrix], PSC70325.1 hypothetical protein C2E20_6169 [Micractinium conductrix]
OG0001892	PRW50821.1 Fanconi anemia group J [Chlorella sorokiniana]	PSC69785.1 Fanconi anemia group J-like protein [Micractinium conductrix]
OG0001893	PRW20210.1 Phosducin 3 [Chlorella sorokiniana]	PSC70766.1 Phosducin 3 [Micractinium conductrix]
OG0001894	PRW45663.1 MKI67 FHA domain-interacting nucleolar phospho [Chlorella sorokiniana]	PSC72382.1 putative inositol transporter 2 [Micractinium conductrix], PSC72472.1 MKI67 FHA domain-interacting nucleolar phospho [Micractinium conductrix]
OG0001895	PRW59909.1 N-acetyl-gamma-glutamyl-phosphate reductase [Chlorella sorokiniana]	PSC71005.1 N-acetyl-gamma-glutamyl-phosphate reductase [Micractinium conductrix]
OG0001897	PRW59731.1 SPX and EXS domain-containing 1-like isoform X1 [Chlorella sorokiniana]	PSC76841.1 SPX and EXS domain-containing 1-like isoform X1 [Micractinium conductrix]
OG0001898	PRW59743.1 non-canonical poly_A_ RNA polymerase PAPD5 [Chlorella sorokiniana]	PSC67775.1 non-canonical poly_A_ RNA polymerase PAPD5 [Micractinium conductrix]
OG0001899	PRW59657.1 Ribosome maturation factor [Chlorella sorokiniana]	PSC71394.1 Ribosome maturation factor [Micractinium conductrix]
OG0001900	PRW59790.1 ubiquitin fusion degradation 1-like protein isoform X1 [Chlorella sorokiniana]	PSC67407.1 ubiquitin fusion degradation 1-like protein [Micractinium conductrix]
OG0001901	PRW59826.1 fatty acid amide hydrolase [Chlorella sorokiniana]	PSC68462.1 fatty acid amide hydrolase-like [Micractinium conductrix]
OG0001902	PRW59947.1 tRNA-splicing ligase-like protein [Chlorella sorokiniana]	PSC73059.1 adenosine kinase 2 [Micractinium conductrix]
OG0001903	PRW59970.1 BRCT domain DNA repair [Chlorella sorokiniana]	PSC76077.1 hypothetical protein C2E20_0748 [Micractinium conductrix]
OG0001904	PRW59732.1 putative aarF domain-containing kinase 1 [Chlorella sorokiniana]	PSC70875.1 putative aarF domain-containing kinase 1 [Micractinium conductrix]
OG0001905	PRW59575.1 Methionine aminotransferase isoform B [Chlorella sorokiniana], PRW59576.1 Methionine aminotransferase isoform A [Chlorella sorokiniana]	PSC76309.1 aminotransferase isoform B [Micractinium conductrix], PSC76310.1 aminotransferase isoform A [Micractinium conductrix]
OG0001906	PRW60069.1 spermidine synthase [Chlorella sorokiniana]	PSC73114.1 spermidine synthase [Micractinium conductrix]
OG0001907	PRW60054.1 Histone acetyltransferase GCN5 [Chlorella sorokiniana]	PSC71001.1 Histone acetyltransferase GCN5 [Micractinium conductrix]
OG0001908	PRW20851.1 Polyadenylate-binding 2 [Chlorella sorokiniana]	PSC69530.1 AMP-activated kinase [Micractinium conductrix]
OG0001909	PRW60183.1 DNA repair helicase UVH6 [Chlorella sorokiniana]	PSC69609.1 DNA repair helicase UVH6 [Micractinium conductrix]
OG0001910	PRW45117.1 Cycloartenol synthase isoform B [Chlorella sorokiniana], PRW45118.1 Cycloartenol synthase isoform A [Chlorella sorokiniana]	PSC70346.1 Cycloartenol synthase isoform A [Micractinium conductrix], PSC70347.1 Cycloartenol synthase isoform B [Micractinium conductrix]
OG0001911	PRW59871.1 GDP-Man_Man_3_ c_2_-PP-Dol alpha-1_2-mannosyltransferase [Chlorella sorokiniana]	PSC69622.1 GDP-Man_Man_3_ c_2_-PP-Dol alpha-1_2-mannosyltransferase [Micractinium conductrix]
OG0001912	PRW32480.1 structural maintenance of chromosomes 1 [Chlorella sorokiniana]	PSC68712.1 structural maintenance of chromosomes 1 [Micractinium conductrix]
OG0001913	PRW33163.1 vacuolar sorting-associated 35B-like [Chlorella sorokiniana]	PSC73631.1 vacuolar sorting-associated 35B-like [Micractinium conductrix]
OG0001914	PRW50889.1 cactin isoform B [Chlorella sorokiniana], PRW50888.1 cactin isoform A [Chlorella sorokiniana]	PSC75494.1 cactin-like isoform X2 [Micractinium conductrix]
OG0001915	PRW44422.1 E3 ubiquitin- ligase HERC2 [Chlorella sorokiniana]	PSC69842.1 E3 ubiquitin-ligase HERC2 [Micractinium conductrix]
OG0001916	PRW50848.1 DNA repair [Chlorella sorokiniana]	PSC73730.1 DNA repair [Micractinium conductrix]
OG0001917	PRW20828.1 hypothetical protein C2E21_8674 [Chlorella sorokiniana]	PSC69495.1 Altered inheritance rate of mitochondria 25 [Micractinium conductrix]
OG0001918	PRW32585.1 acetylornithine mitochondrial-like [Chlorella sorokiniana]	PSC75723.1 acetylornithine aminotransferase [Micractinium conductrix]
OG0001919	PRW58508.1 acetolactate synthase small subunit chloroplastic-like [Chlorella sorokiniana]	PSC73807.1 acetolactate synthase small subunit chloroplastic-like [Micractinium conductrix]
OG0001920	PRW58227.1 peptidyl-prolyl cis-trans isomerase CYP57 [Chlorella sorokiniana]	PSC77004.1 peptidyl-prolyl cis-trans isomerase CYP57-like [Micractinium conductrix]
OG0001921	PRW33172.1 V-type proton ATPase subunit d2 [Chlorella sorokiniana]	PSC68737.1 V-type proton ATPase subunit d2 [Micractinium conductrix]
OG0001922	PRW20787.1 kinesin-like calmodulin-binding [Chlorella sorokiniana]	PSC75171.1 kinesin-like calmodulin-binding isoform X1 [Micractinium conductrix]
OG0001923	PRW58168.1 DEAD-box ATP-dependent RNA helicase 42 [Chlorella sorokiniana]	PSC68277.1 DEAD-box ATP-dependent RNA helicase 42 isoform A [Micractinium conductrix], PSC68276.1 DEAD-box ATP-dependent RNA helicase 42 isoform B [Micractinium conductrix]
OG0001924	PRW58199.1 acetyl- carboxylase 1-like isoform B [Chlorella sorokiniana], PRW58200.1 acetyl- carboxylase 1-like isoform A [Chlorella sorokiniana]	PSC75189.1 acetyl-carboxylase 1-like [Micractinium conductrix]
OG0001925	PRW59132.1 ATP-citrate lyase A-1 [Chlorella sorokiniana]	PSC76528.1 ATP-citrate synthase alpha chain 1 isoform A [Micractinium conductrix], PSC76529.1 ATP-citrate synthase alpha chain 1 isoform B [Micractinium conductrix]
OG0001926	PRW58494.1 hypothetical protein C2E21_2997 [Chlorella sorokiniana]	PSC74943.1 sorting nexin-14 [Micractinium conductrix]
OG0001927	PRW33279.1 DNA polymerase delta subunit 3 [Chlorella sorokiniana]	PSC69201.1 DNA polymerase delta subunit 3 [Micractinium conductrix]
OG0001928	PRW58502.1 arogenate prephenate dehydrogenase [Chlorella sorokiniana]	PSC76454.1 arogenate prephenate dehydrogenase [Micractinium conductrix]
OG0001929	PRW33224.1 flagellar associated isoform A [Chlorella sorokiniana], PRW33223.1 flagellar associated isoform B [Chlorella sorokiniana]	PSC69261.1 flagellar associated [Micractinium conductrix]
OG0001930	PRW33222.1 coatomer subunit delta-like isoform A [Chlorella sorokiniana], PRW33221.1 coatomer subunit delta-like isoform B [Chlorella sorokiniana]	PSC69188.1 coatomer subunit delta-like [Micractinium conductrix]
OG0001931	PRW33309.1 60S ribosomal L4 isoform B [Chlorella sorokiniana], PRW33308.1 60S ribosomal L4 isoform A [Chlorella sorokiniana]	PSC69277.1 60S ribosomal L4-1 [Micractinium conductrix]
OG0001933	PRW60932.1 kinase Yak1 [Chlorella sorokiniana]	PSC74338.1 kinase Yak1 [Micractinium conductrix]
OG0001934	PRW20195.1 RCC2-like protein [Chlorella sorokiniana]	PSC71357.1 RCC2-like protein [Micractinium conductrix]
OG0001935	PRW56586.1 NADH dehydrogenase [ubiquinone] iron-sulfur mitochondrial [Chlorella sorokiniana]	PSC71559.1 NADH dehydrogenase [ubiquinone] iron-sulfur 8-mitochondrial [Micractinium conductrix]
OG0001936	PRW20552.1 mitochondrial phosphate carrier mitochondrial-like [Chlorella sorokiniana]	PSC69989.1 mitochondrial phosphate carrier 1 [Micractinium conductrix]
OG0001937	PRW58527.1 serine threonine- kinase RIO1-like [Chlorella sorokiniana]	PSC75250.1 serine threonine-kinase RIO1-like [Micractinium conductrix]
OG0001938	PRW20484.1 exosome complex component RRP41-like protein isoform B [Chlorella sorokiniana], PRW20485.1 exosome complex component RRP41-like protein isoform A [Chlorella sorokiniana]	PSC70255.1 exosome complex component RRP41 [Micractinium conductrix]
OG0001939	PRW56496.1 actin binding [Chlorella sorokiniana]	PSC72687.1 traB domain-containing [Micractinium conductrix]
OG0001940	PRW58298.1 copper transport ATX1-like [Chlorella sorokiniana]	PSC67817.1 copper transport ATX1-like [Micractinium conductrix], PSC67510.1 copper transport ATX1-like [Micractinium conductrix], PSC67068.1 copper transport ATX1-like [Micractinium conductrix]
OG0001941	PRW58450.1 isoleucine--tRNA cytoplasmic isoform A [Chlorella sorokiniana], PRW58449.1 isoleucine--tRNA cytoplasmic isoform B [Chlorella sorokiniana]	PSC75421.1 isoleucine-tRNA cytoplasmic [Micractinium conductrix]
OG0001942	PRW58238.1 Cysteine synthase 2 [Chlorella sorokiniana]	PSC75522.1 cysteine synthase 2 [Micractinium conductrix]
OG0001943	PRW58267.1 Eukaryotic peptide chain release factor subunit 1-3 [Chlorella sorokiniana]	PSC75808.1 Eukaryotic peptide chain release factor subunit 1-3 [Micractinium conductrix]
OG0001944	PRW58513.1 DNA _cytosine-5_-methyltransferase 1-like [Chlorella sorokiniana]	PSC75867.1 DNA _cytosine-5_-methyltransferase 1-like [Micractinium conductrix]
OG0001945	PRW58109.1 pachytene checkpoint 2-like protein [Chlorella sorokiniana]	PSC75729.1 pachytene checkpoint 2-like protein [Micractinium conductrix]
OG0001946	PRW58190.1 coatomer subunit epsilon-1-like [Chlorella sorokiniana]	PSC75635.1 coatomer subunit epsilon-1-like [Micractinium conductrix]
OG0001947	PRW58550.1 leucine--tRNA mitochondrial [Chlorella sorokiniana]	PSC67354.1 leucine-tRNA mitochondrial [Micractinium conductrix]
OG0001948	PRW58224.1 bem46 [Chlorella sorokiniana]	PSC76000.1 alpha beta-hydrolase superfamily isoform B [Micractinium conductrix], PSC75999.1 alpha beta-hydrolase superfamily isoform A [Micractinium conductrix]
OG0001949	PRW58161.1 TBC1 domain family member 1 [Chlorella sorokiniana]	PSC75797.1 TBC1 domain family member 1 isoform A [Micractinium conductrix], PSC75798.1 TBC1 domain family member 1 isoform B [Micractinium conductrix], PSC75799.1 TBC1 domain family member 1 isoform C [Micractinium conductrix]
OG0001951	PRW56629.1 40S ribosomal S18 [Chlorella sorokiniana]	PSC71665.1 40S ribosomal S18 [Micractinium conductrix]
OG0001952	PRW56886.1 putative 26S proteasome non-ATPase regulatory subunit 3 [Chlorella sorokiniana]	PSC71553.1 26S proteasome regulatory subunit [Micractinium conductrix]
OG0001953	PRW57938.1 hypothetical protein C2E21_3733 [Chlorella sorokiniana]	PSC74574.1 hypothetical protein C2E20_2186 [Micractinium conductrix], PSC74496.1 putative inactive tRNA-specific adenosine deaminase 3 isoform X1 [Micractinium conductrix]
OG0001954	PRW58059.1 Methyltransferase 6 [Chlorella sorokiniana]	PSC75016.1 S-adenosyl-L-methionine-dependent methyltransferases superfamily [Micractinium conductrix]
OG0001955	PRW33821.1 putative aspartyl aminopeptidase [Chlorella sorokiniana]	PSC77070.1 putative aspartyl aminopeptidase [Micractinium conductrix]
OG0001956	PRW56256.1 glycyl-tRNA synthetase [Chlorella sorokiniana]	PSC72809.1 Glycyl-tRNA synthetase family [Micractinium conductrix]
OG0001957	PRW56220.1 hypothetical protein C2E21_5289 [Chlorella sorokiniana]	PSC72536.1 LIM domain and RING finger [Micractinium conductrix]
OG0001958	PRW20193.1 L-ascorbate peroxidase 6 [Chlorella sorokiniana]	PSC70734.1 L-ascorbate peroxidase 6 [Micractinium conductrix]
OG0001960	PRW20323.1 spliceosome nuclear pre-mRNA splicing factor [Chlorella sorokiniana]	PSC74641.1 U-box domain-containing 72-like [Micractinium conductrix]
OG0001961	PRW56476.1 Glycine-tRNA ligase chloroplastic mitochondrial [Chlorella sorokiniana]	PSC72381.1 Glycine-tRNA ligase chloroplastic mitochondrial [Micractinium conductrix]
OG0001962	PRW55966.1 dual specificity phosphatase domain [Chlorella sorokiniana]	PSC71447.1 dual specificity phosphatase domain [Micractinium conductrix]
OG0001963	PRW56486.1 K_+_ efflux antiporter 4-like [Chlorella sorokiniana]	PSC72593.1 K_+_ efflux antiporter 4-like isoform A [Micractinium conductrix], PSC72594.1 K_+_ efflux antiporter 4-like isoform B [Micractinium conductrix]
OG0001964	PRW34010.1 RING-H2 finger ATL48 [Chlorella sorokiniana]	PSC70290.1 RING-H2 finger ATL48 [Micractinium conductrix]
OG0001965	PRW59742.1 acyl-coenzyme A oxidase peroxisomal isoform A [Chlorella sorokiniana], PRW59741.1 acyl-coenzyme A oxidase peroxisomal isoform B [Chlorella sorokiniana]	PSC71176.1 acyl-coenzyme A oxidase peroxisomal [Micractinium conductrix]
OG0001966	PRW58346.1 ataxin-3-like protein [Chlorella sorokiniana]	PSC68849.1 ataxin-3-like protein [Micractinium conductrix]
OG0001967	PRW33918.1 40S ribosomal S15 [Chlorella sorokiniana]	PSC76600.1 40S ribosomal S15 [Micractinium conductrix]
OG0001968	PRW56340.1 phophatdylinositol 4-kinase [Chlorella sorokiniana]	PSC69006.1 Phosphatidylinositol 4-kinase beta 1 [Micractinium conductrix]
OG0001969	PRW58057.1 Cytosolic Fe-S cluster assembly factor NBP35 [Chlorella sorokiniana]	PSC74599.1 cytosolic Fe-S cluster assembly factor NBP35 [Micractinium conductrix]
OG0001970	PRW59814.1 Ribosome-associated GTPase [Chlorella sorokiniana]	PSC71211.1 ribosome biogenesis GTPase [Micractinium conductrix]
OG0001971	PRW33749.1 thiamine biosynthetic bifunctional enzyme chloroplastic [Chlorella sorokiniana]	PSC75208.1 thiamine biosynthetic bifunctional enzyme chloroplastic isoform A [Micractinium conductrix], PSC75210.1 thiamine biosynthetic bifunctional enzyme chloroplastic isoform C [Micractinium conductrix], PSC75209.1 thiamine biosynthetic bifunctional enzyme chloroplastic isoform B [Micractinium conductrix]
OG0001972	PRW56052.1 starch branching enzyme [Chlorella sorokiniana]	PSC69001.1 starch branching enzyme isoform A [Micractinium conductrix], PSC69000.1 starch branching enzyme isoform B [Micractinium conductrix]
OG0001973	PRW55993.1 4-hydroxyphenylpyruvate dioxygenase [Chlorella sorokiniana]	PSC69061.1 4-hydroxyphenylpyruvate dioxygenase [Micractinium conductrix]
OG0001974	PRW60121.1 Diacylglycerol O-acyltransferase 1 [Chlorella sorokiniana]	PSC71143.1 Diacylglycerol O-acyltransferase 1 [Micractinium conductrix]
OG0001975	PRW60019.1 protoporphyrin IX magnesium chelatase [Chlorella sorokiniana], PRW59510.1 hypothetical protein C2E21_1634 [Chlorella sorokiniana]	PSC71131.1 protoporphyrin IX magnesium chelatase [Micractinium conductrix]
OG0001976	PRW44286.1 lactoylglutathione lyase isoform X2 [Chlorella sorokiniana]	PSC70835.1 glyoxalase I [Micractinium conductrix]
OG0001977	PRW45348.1 hypothetical protein C2E21_6098 [Chlorella sorokiniana]	PSC68191.1 hypothetical protein C2E20_8203 [Micractinium conductrix]
OG0001978	PRW45591.1 lipase PLAT LH2 family [Chlorella sorokiniana]	PSC68642.1 lipase PLAT LH2 family [Micractinium conductrix]
OG0001979	PRW56410.1 putative nucleolar 5-2 [Chlorella sorokiniana]	PSC68085.1 putative nucleolar 5-2 [Micractinium conductrix]
OG0001980	PRW59579.1 V-type proton ATPase subunit H-like [Chlorella sorokiniana]	PSC76439.1 V-type proton ATPase subunit H-like [Micractinium conductrix]
OG0001981	PRW59559.1 chloroplast stem-loop-binding [Chlorella sorokiniana]	PSC76107.1 Chloroplast stem-loop binding of 41 kDa chloroplastic [Micractinium conductrix]
OG0001982	PRW05854.1 methylase [Chlorella sorokiniana]	PSC75340.1 methylase [Micractinium conductrix]
OG0001983	PRW58843.1 PHD-finger family homeodomain [Chlorella sorokiniana]	PSC75693.1 PHD-finger family homeodomain [Micractinium conductrix], PSC67057.1 hypothetical protein C2E20_9270 [Micractinium conductrix]
OG0001984	PRW05867.1 Monoglyceride lipase [Chlorella sorokiniana]	PSC75402.1 Monoglyceride lipase isoform A [Micractinium conductrix], PSC75403.1 Monoglyceride lipase isoform B [Micractinium conductrix]
OG0001985	PRW20192.1 epidermal growth factor receptor [Chlorella sorokiniana]	PSC71735.1 hypothetical protein C2E20_4964 [Micractinium conductrix]
OG0001985	PRW32618.1 sodium- and chloride-dependent glycine transporter 1 isoform X4 [Chlorella sorokiniana], PRW39104.1 restriction endonuclease subunit M [Chlorella sorokiniana]	PSC74601.1 zinc metalloprotease [Micractinium conductrix]
OG0001986	PRW21022.1 Mitogen-activated kinase 17 [Chlorella sorokiniana]	PSC71749.1 Mitogen-activated kinase 17 [Micractinium conductrix]
OG0001987	PRW58491.1 phospholipase A I isoform X1 isoform B [Chlorella sorokiniana], PRW58490.1 phospholipase A I isoform X1 isoform A [Chlorella sorokiniana]	PSC76762.1 phospholipase A I isoform X1 [Micractinium conductrix]
OG0001988	PRW18406.1 AIG2 [Chlorella sorokiniana]	PSC72734.1 AIG2 [Micractinium conductrix]
OG0001989	PRW33758.1 MATE efflux family [Chlorella sorokiniana]	PSC76095.1 MATE efflux family [Micractinium conductrix]
OG0001990	PRW18324.1 H ACA ribonucleo complex subunit 2 [Chlorella sorokiniana]	PSC72607.1 H ACA ribonucleo complex subunit 2 [Micractinium conductrix]
OG0001991	PRW32502.1 heptahelical transmembrane 4-like isoform A [Chlorella sorokiniana], PRW32503.1 heptahelical transmembrane 4-like isoform B [Chlorella sorokiniana]	PSC75369.1 Heptahelical 4 isoform 2 [Micractinium conductrix]
OG0001992	PRW32613.1 putative aarF domain-containing kinase chloroplastic isoform A [Chlorella sorokiniana], PRW32612.1 putative aarF domain-containing kinase chloroplastic isoform B [Chlorella sorokiniana]	PSC76710.1 putative aarF domain-containing kinase chloroplastic [Micractinium conductrix]
OG0001993	PRW58919.1 bifunctional riboflavin kinase FMN phosphatase-like [Chlorella sorokiniana]	PSC75944.1 bifunctional riboflavin kinase FMN phosphatase-like [Micractinium conductrix]
OG0001994	PRW34001.1 adenosine deaminase [Chlorella sorokiniana]	PSC76982.1 Adenosine deaminase [Micractinium conductrix]
OG0001995	PRW61305.1 Serine threonine- kinase 36 [Chlorella sorokiniana]	PSC73282.1 serine threonine-kinase TIO isoform X1 [Micractinium conductrix]
OG0001996	PRW18292.1 1-deoxy-D-xylulose 5-phosphate reductoisomerase [Chlorella sorokiniana]	PSC72817.1 1-deoxy-D-xylulose-5-phosphate reductoisomerase [Micractinium conductrix]
OG0001997	PRW58349.1 SM Sec1-family [Chlorella sorokiniana]	PSC68723.1 SM Sec1-family [Micractinium conductrix]
OG0001998	PRW32580.1 Cycloeucalenol cycloisomerase isoform B [Chlorella sorokiniana], PRW32579.1 Cycloeucalenol cycloisomerase isoform A [Chlorella sorokiniana]	PSC68708.1 Cycloeucalenol cycloisomerase [Micractinium conductrix]
OG0001999	PRW18319.1 NADPH-dependent diflavin oxidoreductase 1 isoform X1 [Chlorella sorokiniana]	PSC72744.1 NADPH-dependent diflavin oxidoreductase 1 isoform X1 [Micractinium conductrix]
OG0002000	PRW58480.1 imidazole glycerol phosphate synthase chloroplastic [Chlorella sorokiniana]	PSC76732.1 imidazole glycerol phosphate synthase chloroplastic [Micractinium conductrix]
OG0002001	PRW18402.1 LIMR family protein [Chlorella sorokiniana]	PSC72681.1 LIMR family protein [Micractinium conductrix]
OG0002002	PRW18394.1 ABC transporter G family member 7 [Chlorella sorokiniana]	PSC72649.1 ABC transporter G family member 7 isoform C [Micractinium conductrix], PSC72650.1 ABC transporter G family member 7 isoform A [Micractinium conductrix], PSC72648.1 ABC transporter G family member 7 isoform B [Micractinium conductrix]
OG0002003	PRW18417.1 XAP5 CIRCADIAN TIMEKEEPER [Chlorella sorokiniana]	PSC73288.1 XAP5 CIRCADIAN TIMEKEEPER [Micractinium conductrix]
OG0002004	PRW18360.1 Qb-SNARE Bos1 Membrin family [Chlorella sorokiniana]	PSC73478.1 Qb-SNARE Bos1 Membrin family [Micractinium conductrix]
OG0002005	PRW57467.1 zinc finger CCCH domain-containing 1 [Chlorella sorokiniana]	PSC72199.1 zinc finger CCCH domain-containing 1 [Micractinium conductrix]
OG0002006	PRW57333.1 chlorophyll a b-binding apo CP26 precursor [Chlorella sorokiniana]	PSC71090.1 Chlorophyll a-b binding chloroplastic [Micractinium conductrix]
OG0002007	PRW57409.1 Exportin-2 [Chlorella sorokiniana]	PSC72253.1 Exportin-2 [Micractinium conductrix]
OG0002008	PRW57170.1 chaperone dnaJ 6 [Chlorella sorokiniana]	PSC72303.1 DNAJ heat shock N-terminal domain-containing family [Micractinium conductrix]
OG0002009	PRW57049.1 ATP synthase subunit mitochondrial [Chlorella sorokiniana]	PSC72301.1 ATP synthase subunit mitochondrial [Micractinium conductrix]
OG0002010	PRW57251.1 Nuclear transcription factor Y subunit B-3 [Chlorella sorokiniana]	PSC72273.1 hypothetical protein C2E20_4572 [Micractinium conductrix]
OG0002011	PRW57305.1 vacuolar ATP synthase subunit B [Chlorella sorokiniana]	PSC72293.1 vacuolar ATP synthase subunit B [Micractinium conductrix]
OG0002012	PRW56972.1 Diacylglycerol O-acyltransferase 1 [Chlorella sorokiniana]	PSC72257.1 Diacylglycerol O-acyltransferase 1 [Micractinium conductrix]
OG0002013	PRW57111.1 SCO1-like protein mitochondrial [Chlorella sorokiniana]	PSC72247.1 SCO1-like protein mitochondrial [Micractinium conductrix]
