Orthogroup	Chlorella_Sorokiniana1602	Chlorella_A99
OG0001977	PRW45348.1 hypothetical protein C2E21_6098 [Chlorella sorokiniana]	PCFQ01000009.1 g1726 [Chlorella sp. A99]
OG0001979	PRW56410.1 putative nucleolar 5-2 [Chlorella sorokiniana]	PCFQ01000011.1 g2798 [Chlorella sp. A99]
OG0001980	PRW59579.1 V-type proton ATPase subunit H-like [Chlorella sorokiniana]	PCFQ01000078.1 g2126 [Chlorella sp. A99]
OG0001981	PRW59559.1 chloroplast stem-loop-binding [Chlorella sorokiniana]	PCFQ01000078.1 g2142 [Chlorella sp. A99]
OG0001982	PRW05854.1 methylase [Chlorella sorokiniana]	PCFQ01000008.1 g1128 [Chlorella sp. A99]
OG0001983	PRW58843.1 PHD-finger family homeodomain [Chlorella sorokiniana]	PCFQ01000040.1 g2304 [Chlorella sp. A99]
OG0001984	PRW05867.1 Monoglyceride lipase [Chlorella sorokiniana]	PCFQ01000077.1 g1746 [Chlorella sp. A99]
OG0001985	PRW32618.1 sodium- and chloride-dependent glycine transporter 1 isoform X4 [Chlorella sorokiniana], PRW39104.1 restriction endonuclease subunit M [Chlorella sorokiniana]	PCFQ01000079.1 g1420 [Chlorella sp. A99]
OG0001986	PRW21022.1 Mitogen-activated kinase 17 [Chlorella sorokiniana]	PCFQ01000079.1 g1401 [Chlorella sp. A99]
OG0001987	PRW58491.1 phospholipase A I isoform X1 isoform B [Chlorella sorokiniana], PRW58490.1 phospholipase A I isoform X1 isoform A [Chlorella sorokiniana]	PCFQ01000002.1 g660 [Chlorella sp. A99]
OG0001988	PRW18406.1 AIG2 [Chlorella sorokiniana]	PCFQ01000006.1 g3159 [Chlorella sp. A99]
OG0001990	PRW18324.1 H ACA ribonucleo complex subunit 2 [Chlorella sorokiniana]	PCFQ01000006.1 g3171 [Chlorella sp. A99]
OG0001992	PRW32613.1 putative aarF domain-containing kinase chloroplastic isoform A [Chlorella sorokiniana], PRW32612.1 putative aarF domain-containing kinase chloroplastic isoform B [Chlorella sorokiniana]	PCFQ01000058.1 g265 [Chlorella sp. A99]
OG0001993	PRW58919.1 bifunctional riboflavin kinase FMN phosphatase-like [Chlorella sorokiniana]	PCFQ01000037.1 g2360 [Chlorella sp. A99]
OG0001994	PRW60658.1 Adenosine deaminase [Chlorella sorokiniana], PRW34001.1 adenosine deaminase [Chlorella sorokiniana]	PCFQ01000015.1 g2984 [Chlorella sp. A99]
OG0001995	PRW61305.1 Serine threonine- kinase 36 [Chlorella sorokiniana]	PCFQ01000075.1 g1944 [Chlorella sp. A99]
OG0001996	PRW18292.1 1-deoxy-D-xylulose 5-phosphate reductoisomerase [Chlorella sorokiniana]	PCFQ01000006.1 g3164 [Chlorella sp. A99]
OG0001997	PRW58349.1 SM Sec1-family [Chlorella sorokiniana]	PCFQ01000058.1 g220 [Chlorella sp. A99]
OG0002000	PRW58480.1 imidazole glycerol phosphate synthase chloroplastic [Chlorella sorokiniana]	PCFQ01000058.1 g226 [Chlorella sp. A99]
OG0002001	PRW18402.1 LIMR family protein [Chlorella sorokiniana]	PCFQ01000006.1 g3169 [Chlorella sp. A99]
OG0002002	PRW18394.1 ABC transporter G family member 7 [Chlorella sorokiniana]	PCFQ01000006.1 g3173 [Chlorella sp. A99]
OG0002003	PRW18417.1 XAP5 CIRCADIAN TIMEKEEPER [Chlorella sorokiniana]	PCFQ01000006.1 g3183 [Chlorella sp. A99]
OG0002004	PRW18360.1 Qb-SNARE Bos1 Membrin family [Chlorella sorokiniana]	PCFQ01000006.1 g3188 [Chlorella sp. A99]
OG0002005	PRW57467.1 zinc finger CCCH domain-containing 1 [Chlorella sorokiniana]	PCFQ01000081.1 g1589 [Chlorella sp. A99]
OG0002006	PRW57333.1 chlorophyll a b-binding apo CP26 precursor [Chlorella sorokiniana]	PCFQ01000081.1 g1539 [Chlorella sp. A99]
OG0002007	PRW57409.1 Exportin-2 [Chlorella sorokiniana]	PCFQ01000009.1 g1700 [Chlorella sp. A99]
OG0002008	PRW57170.1 chaperone dnaJ 6 [Chlorella sorokiniana]	PCFQ01000081.1 g1590 [Chlorella sp. A99]
OG0002009	PRW57049.1 ATP synthase subunit mitochondrial [Chlorella sorokiniana]	PCFQ01000004.1 g2680 [Chlorella sp. A99], PCFQ01000081.1 g1583 [Chlorella sp. A99]
OG0002011	PRW57305.1 vacuolar ATP synthase subunit B [Chlorella sorokiniana]	PCFQ01000009.1 g1670 [Chlorella sp. A99]
OG0002012	PRW56972.1 Diacylglycerol O-acyltransferase 1 [Chlorella sorokiniana]	PCFQ01000078.1 g2156 [Chlorella sp. A99]
OG0002013	PRW57111.1 SCO1-like protein mitochondrial [Chlorella sorokiniana]	PCFQ01000081.1 g1588 [Chlorella sp. A99]
OG0002015	PRW58951.1 delta-1-pyrroline-5-carboxylate synthase B-like isoform X1 [Chlorella sorokiniana]	PCFQ01000037.1 g2385 [Chlorella sp. A99]
OG0002016	PRW60517.1 ATP-dependent Clp protease ATP-binding subunit isoform B [Chlorella sorokiniana], PRW60516.1 ATP-dependent Clp protease ATP-binding subunit isoform A [Chlorella sorokiniana]	PCFQ01000018.1 g456 [Chlorella sp. A99]
OG0002017	PRW56770.1 valine--tRNA ligase isoform B [Chlorella sorokiniana], PRW56769.1 valine--tRNA ligase isoform A [Chlorella sorokiniana]	PCFQ01000077.1 g1784 [Chlorella sp. A99]
OG0002018	PRW60005.1 peroxisomal acyl-coenzyme A oxidase 1 isoform X1 [Chlorella sorokiniana]	PCFQ01000078.1 g2015 [Chlorella sp. A99]
OG0002019	PRW56633.1 ATPase associated with various cellular activities AAA_5 isoform A [Chlorella sorokiniana]	PCFQ01000008.1 g1109 [Chlorella sp. A99]
OG0002020	PRW56668.1 domain-containing [Chlorella sorokiniana]	PCFQ01000077.1 g1772 [Chlorella sp. A99]
OG0002021	PRW57417.1 Ribosome biogenesis ATPase RIX7 [Chlorella sorokiniana]	PCFQ01000009.1 g1684 [Chlorella sp. A99]
OG0002022	PRW44399.1 Nuclease C1 [Chlorella sorokiniana], PRW44298.1 Cyclin-H1-1 [Chlorella sorokiniana]	PCFQ01000020.1 g934 [Chlorella sp. A99]
OG0002023	PRW20750.1 40S ribosomal S5 [Chlorella sorokiniana]	PCFQ01000058.1 g277 [Chlorella sp. A99]
OG0002024	PRW56851.1 MATH domain-containing protein [Chlorella sorokiniana]	PCFQ01000077.1 g1775 [Chlorella sp. A99]
OG0002026	PRW56706.1 septin and tuftelin-interacting 1-like protein 1 [Chlorella sorokiniana]	PCFQ01000077.1 g1769 [Chlorella sp. A99]
OG0002027	PRW20623.1 adenine phosphoribosyltransferase chloroplastic-like [Chlorella sorokiniana]	PCFQ01000046.1 g1861 [Chlorella sp. A99]
OG0002028	PRW33713.1 26S proteasome regulatory subunit [Chlorella sorokiniana]	PCFQ01000001.1 g993 [Chlorella sp. A99]
OG0002029	PRW59601.1 actin [Chlorella sorokiniana]	PCFQ01000078.1 g2188 [Chlorella sp. A99]
OG0002031	PRW33792.1 centromere-associated E isoform X2 [Chlorella sorokiniana]	PCFQ01000037.1 g2510 [Chlorella sp. A99], PCFQ01000015.1 g2938 [Chlorella sp. A99]
OG0002032	PRW32964.1 Dynamin ARC5 [Chlorella sorokiniana]	PCFQ01000079.1 g1476 [Chlorella sp. A99]
OG0002033	PRW50902.1 Signal recognition particle 54 kDa chloroplastic isoform A [Chlorella sorokiniana], PRW50901.1 Signal recognition particle 54 kDa chloroplastic isoform B [Chlorella sorokiniana]	PCFQ01000005.1 g840 [Chlorella sp. A99]
OG0002035	PRW58281.1 DNA topoisomerase 2 [Chlorella sorokiniana]	PCFQ01000058.1 g187 [Chlorella sp. A99]
OG0002037	PRW05916.1 superkiller viralicidic activity 2-like 2 isoform A [Chlorella sorokiniana], PRW05917.1 superkiller viralicidic activity 2-like 2 isoform B [Chlorella sorokiniana]	PCFQ01000005.1 g860 [Chlorella sp. A99]
OG0002039	PRW58958.1 MFS family transporter_ sugar [Chlorella sorokiniana]	PCFQ01000004.1 g2713 [Chlorella sp. A99]
OG0002040	PRW61595.1 dihydroxy-acid dehydratase [Chlorella sorokiniana]	PCFQ01000075.1 g1907 [Chlorella sp. A99]
OG0002041	PRW32942.1 nucleoside diphosphate sugar epimerase [Chlorella sorokiniana]	PCFQ01000079.1 g1439 [Chlorella sp. A99]
OG0002042	PRW56005.1 delta_8_-fatty-acid desaturase 2-like [Chlorella sorokiniana]	PCFQ01000005.1 g831 [Chlorella sp. A99]
OG0002043	PRW32881.1 DNA polymerase epsilon subunit 2 [Chlorella sorokiniana]	PCFQ01000079.1 g1428 [Chlorella sp. A99]
OG0002046	PRW33794.1 40S ribosomal SA-like [Chlorella sorokiniana]	PCFQ01000082.1 g560 [Chlorella sp. A99]
OG0002048	PRW18376.1 aconitate hydratase [Chlorella sorokiniana]	PCFQ01000006.1 g3153 [Chlorella sp. A99]
OG0002050	PRW20793.1 THO complex subunit 2 isoform X2 [Chlorella sorokiniana]	PCFQ01000007.1 g1191 [Chlorella sp. A99]
OG0002051	PRW20780.1 Nucleolar 56 [Chlorella sorokiniana]	PCFQ01000007.1 g1235 [Chlorella sp. A99]
OG0002052	PRW57968.1 sorbosone dehydrogenase [Chlorella sorokiniana]	PCFQ01000082.1 g494 [Chlorella sp. A99]
OG0002053	PRW20288.1 Pre-rRNA-processing esf-2 [Chlorella sorokiniana]	PCFQ01000079.1 g1464 [Chlorella sp. A99]
OG0002056	PRW56295.1 hypothetical protein C2E21_4871 [Chlorella sorokiniana], PRW39096.1 ras-related RHN1-like [Chlorella sorokiniana]	PCFQ01000010.1 g351 [Chlorella sp. A99]
OG0002058	PRW39211.1 serine arginine-rich splicing factor RS40-like isoform X1 isoform A [Chlorella sorokiniana], PRW39210.1 serine arginine-rich splicing factor RS40-like isoform X1 isoform B [Chlorella sorokiniana]	PCFQ01000010.1 g301 [Chlorella sp. A99]
OG0002059	PRW39238.1 TIC 20- chloroplastic [Chlorella sorokiniana]	PCFQ01000010.1 g317 [Chlorella sp. A99]
OG0002063	PRW39174.1 geranylgeranyl diphosphate synthase [Chlorella sorokiniana]	PCFQ01000010.1 g330 [Chlorella sp. A99]
OG0002064	PRW39297.1 ubiquitin-conjugating enzyme E2 28-like [Chlorella sorokiniana]	PCFQ01000010.1 g335 [Chlorella sp. A99]
OG0002066	PRW39176.1 Structural maintenance of chromosomes 5 [Chlorella sorokiniana]	PCFQ01000010.1 g318 [Chlorella sp. A99]
OG0002068	PRW58080.1 Peroxiredoxin- chloroplastic [Chlorella sorokiniana]	PCFQ01000058.1 g193 [Chlorella sp. A99]
OG0002069	PRW58849.1 cytochrome P450 [Chlorella sorokiniana]	PCFQ01000037.1 g2427 [Chlorella sp. A99]
OG0002072	PRW60963.1 porphobilinogen deaminase [Chlorella sorokiniana]	PCFQ01000011.1 g2747 [Chlorella sp. A99]
OG0002074	PRW58481.1 putative ribosome biogenesis RLP24 [Chlorella sorokiniana]	PCFQ01000058.1 g89 [Chlorella sp. A99]
OG0002075	PRW58088.1 myo-inositol-1-phosphate synthase [Chlorella sorokiniana]	PCFQ01000058.1 g129 [Chlorella sp. A99]
OG0002076	PRW58405.1 EH domain-containing 1 [Chlorella sorokiniana]	PCFQ01000058.1 g104 [Chlorella sp. A99]
OG0002079	PRW58713.1 cell wall integrity scw1 [Chlorella sorokiniana]	PCFQ01000058.1 g130 [Chlorella sp. A99]
OG0002080	PRW58128.1 aspartate aminotransferase [Chlorella sorokiniana]	PCFQ01000058.1 g176 [Chlorella sp. A99]
OG0002081	PRW57597.1 Diphthamide biosynthesis 1 [Chlorella sorokiniana]	PCFQ01000082.1 g539 [Chlorella sp. A99]
OG0002082	PRW57180.1 Proteasome subunit alpha type-7 [Chlorella sorokiniana]	PCFQ01000037.1 g2443 [Chlorella sp. A99]
OG0002083	PRW57110.1 nascent polypeptide-associated complex subunit alpha 1 [Chlorella sorokiniana]	PCFQ01000011.1 g2760 [Chlorella sp. A99]
OG0002084	PRW59225.1 tRNA-2-methylthio-N_6_-dimethylallyladenosin e synthase [Chlorella sorokiniana]	PCFQ01000037.1 g2388 [Chlorella sp. A99]
OG0002088	PRW59332.1 Crooked neck 1 [Chlorella sorokiniana]	PCFQ01000004.1 g2626 [Chlorella sp. A99]
OG0002089	PRW56443.1 glutamine--tRNA ligase [Chlorella sorokiniana]	PCFQ01000021.1 g2310 [Chlorella sp. A99], PCFQ01000077.1 g1738 [Chlorella sp. A99]
OG0002090	PRW59304.1 20S proteasome alpha subunit G [Chlorella sorokiniana]	PCFQ01000004.1 g2623 [Chlorella sp. A99]
OG0002092	PRW56316.1 adoMet-dependent rRNA methyltransferase spb1 [Chlorella sorokiniana]	PCFQ01000006.1 g3116 [Chlorella sp. A99]
OG0002093	PRW57846.1 glycerol-3-phosphate transporter 4 [Chlorella sorokiniana]	PCFQ01000082.1 g491 [Chlorella sp. A99]
OG0002095	PRW61433.1 Proteasome subunit alpha type-5 [Chlorella sorokiniana]	PCFQ01000037.1 g2528 [Chlorella sp. A99]
OG0002097	PRW20536.1 3-Isopropylmalate dehydrogenase isoform A [Chlorella sorokiniana], PRW20535.1 3-Isopropylmalate dehydrogenase isoform B [Chlorella sorokiniana]	PCFQ01000002.1 g708 [Chlorella sp. A99]
OG0002098	PRW59573.1 transport Sec24-like protein [Chlorella sorokiniana]	PCFQ01000078.1 g2089 [Chlorella sp. A99]
OG0002099	PRW60977.1 threonyl-tRNA synthetase [Chlorella sorokiniana]	PCFQ01000006.1 g3212 [Chlorella sp. A99]
OG0002102	PRW39138.1 Rer1 family isoform 2 [Chlorella sorokiniana]	PCFQ01000010.1 g365 [Chlorella sp. A99]
OG0002103	PRW20454.1 acyl- dehydrogenase family member 10 [Chlorella sorokiniana]	PCFQ01000002.1 g700 [Chlorella sp. A99]
OG0002104	PRW56885.1 UPF0187 chloroplastic [Chlorella sorokiniana], PRW20455.1 mitogen-activated kinase [Chlorella sorokiniana]	PCFQ01000002.1 g713 [Chlorella sp. A99]
OG0002105	PRW44393.1 60S ribosomal L11 [Chlorella sorokiniana]	PCFQ01000037.1 g2536 [Chlorella sp. A99]
OG0002106	PRW39128.1 ADP_ATP carrier [Chlorella sorokiniana]	PCFQ01000010.1 g364 [Chlorella sp. A99]
OG0002107	PRW45735.1 exocyst complex component Sec6 [Chlorella sorokiniana]	PCFQ01000001.1 g950 [Chlorella sp. A99]
OG0002109	PRW57990.1 2-oxoglutarate mitochondrial-like isoform B [Chlorella sorokiniana], PRW57991.1 2-oxoglutarate mitochondrial-like isoform A [Chlorella sorokiniana]	PCFQ01000015.1 g3028 [Chlorella sp. A99]
OG0002110	PRW57767.1 DNA repair helicase XPB1 [Chlorella sorokiniana]	PCFQ01000015.1 g3001 [Chlorella sp. A99]
OG0002112	PRW05844.1 60S ribosomal L27-3-like [Chlorella sorokiniana]	PCFQ01000008.1 g1096 [Chlorella sp. A99]
OG0002115	PRW59905.1 Histidine decarboxylase [Chlorella sorokiniana]	PCFQ01000078.1 g2122 [Chlorella sp. A99]
OG0002116	PRW56606.1 DEAD-box ATP-dependent RNA helicase 20 [Chlorella sorokiniana]	PCFQ01000008.1 g1123 [Chlorella sp. A99]
OG0002118	PRW59990.1 small conductance mechanosensitive ion channel family [Chlorella sorokiniana]	PCFQ01000078.1 g2154 [Chlorella sp. A99]
OG0002121	PRW56404.1 Glutamate 5-kinase [Chlorella sorokiniana]	PCFQ01000008.1 g1155 [Chlorella sp. A99]
OG0002122	PRW59546.1 ER lumen -retaining receptor [Chlorella sorokiniana]	PCFQ01000078.1 g2137 [Chlorella sp. A99]
OG0002123	PRW59468.1 hydroxyacylglutathione hydrolase [Chlorella sorokiniana]	PCFQ01000078.1 g2119 [Chlorella sp. A99]
OG0002124	PRW56652.1 GTP-binding Obg [Chlorella sorokiniana]	PCFQ01000008.1 g1164 [Chlorella sp. A99]
OG0002125	PRW56744.1 Prefoldin subunit 3 [Chlorella sorokiniana]	PCFQ01000008.1 g1154 [Chlorella sp. A99]
OG0002126	PRW44459.1 prolyl-tRNA synthetase associated domain-containing 1 [Chlorella sorokiniana]	PCFQ01000037.1 g2475 [Chlorella sp. A99]
OG0002127	PRW57395.1 V-type proton ATPase subunit C [Chlorella sorokiniana]	PCFQ01000081.1 g1629 [Chlorella sp. A99]
OG0002128	PRW60344.1 DEAD-box ATP-dependent RNA helicase 21 [Chlorella sorokiniana]	PCFQ01000018.1 g454 [Chlorella sp. A99]
OG0002129	PRW21025.1 membrane isoform B [Chlorella sorokiniana], PRW21024.1 membrane isoform A [Chlorella sorokiniana], PRW21051.1 hypothetical protein C2E21_8428 [Chlorella sorokiniana]	PCFQ01000079.1 g1404 [Chlorella sp. A99]
OG0002130	PRW60655.1 lon protease-like protein mitochondrial-like isoform B [Chlorella sorokiniana], PRW60654.1 lon protease-like protein mitochondrial-like isoform A [Chlorella sorokiniana]	PCFQ01000018.1 g394 [Chlorella sp. A99]
OG0002131	PRW60672.1 splicing factor 3B subunit 6 [Chlorella sorokiniana]	PCFQ01000018.1 g396 [Chlorella sp. A99]
OG0002133	PRW39306.1 zinc carboxypeptidase [Chlorella sorokiniana]	PCFQ01000010.1 g370 [Chlorella sp. A99]
OG0002135	PRW60867.1 hypothetical protein C2E21_1253 [Chlorella sorokiniana]	PCFQ01000018.1 g399 [Chlorella sp. A99]
OG0002137	PRW57252.1 DNA RNA-binding KIN17 [Chlorella sorokiniana]	PCFQ01000081.1 g1603 [Chlorella sp. A99]
OG0002138	PRW56329.1 Calcineurin subunit B [Chlorella sorokiniana]	PCFQ01000006.1 g3108 [Chlorella sp. A99]
OG0002139	PRW56513.1 60S ribosomal L10a-1 [Chlorella sorokiniana]	PCFQ01000011.1 g2785 [Chlorella sp. A99]
OG0002141	PRW57743.1 60S ribosomal L6 [Chlorella sorokiniana]	PCFQ01000015.1 g2948 [Chlorella sp. A99]
OG0002144	PRW60507.1 Metal tolerance C4 [Chlorella sorokiniana]	PCFQ01000018.1 g466 [Chlorella sp. A99]
OG0002146	PRW59487.1 NAD_P_-dependent oxidoreductase [Chlorella sorokiniana]	PCFQ01000078.1 g2088 [Chlorella sp. A99]
OG0002147	PRW55977.1 50S ribosomal L13 [Chlorella sorokiniana]	PCFQ01000006.1 g3138 [Chlorella sp. A99]
OG0002148	PRW56656.1 ribosomal RNA methyltransferase NOP2 [Chlorella sorokiniana]	PCFQ01000011.1 g2786 [Chlorella sp. A99]
OG0002149	PRW59003.1 thymidylate kinase-like isoform X2 [Chlorella sorokiniana]	PCFQ01000037.1 g2405 [Chlorella sp. A99]
OG0002152	PRW56039.1 hypothetical protein C2E21_4973 [Chlorella sorokiniana]	PCFQ01000006.1 g3126 [Chlorella sp. A99], PCFQ01000006.1 g3127 [Chlorella sp. A99]
OG0002153	PRW58749.1 vacuolar sorting-associated 2-like protein 1-like [Chlorella sorokiniana]	PCFQ01000004.1 g2656 [Chlorella sp. A99]
OG0002155	PRW56221.1 Cell differentiation RCD1 [Chlorella sorokiniana]	PCFQ01000006.1 g3136 [Chlorella sp. A99]
OG0002156	PRW60438.1 30S ribosomal S1 isoform B [Chlorella sorokiniana], PRW60439.1 30S ribosomal S1 isoform A [Chlorella sorokiniana]	PCFQ01000018.1 g460 [Chlorella sp. A99]
OG0002157	PRW60236.1 serine--glyoxylate aminotransferase isoform A [Chlorella sorokiniana], PRW60237.1 serine--glyoxylate aminotransferase isoform B [Chlorella sorokiniana]	PCFQ01000018.1 g461 [Chlorella sp. A99]
OG0002158	PRW56239.1 STABILIZED1 [Chlorella sorokiniana]	PCFQ01000006.1 g3125 [Chlorella sp. A99]
OG0002159	PRW59562.1 Phosphatidylinositol 3- root isoform [Chlorella sorokiniana]	PCFQ01000078.1 g2049 [Chlorella sp. A99]
OG0002160	PRW32892.1 Eukaryotic translation initiation factor 2 subunit beta [Chlorella sorokiniana]	PCFQ01000002.1 g690 [Chlorella sp. A99]
OG0002161	PRW33628.1 anthranilate synthase alpha subunit chloroplastic-like [Chlorella sorokiniana]	PCFQ01000012.1 g1826 [Chlorella sp. A99]
OG0002162	PRW20400.1 60S ribosomal L5 [Chlorella sorokiniana]	PCFQ01000082.1 g596 [Chlorella sp. A99]
OG0002163	PRW59862.1 conserved oligomeric Golgi complex subunit 8-like [Chlorella sorokiniana]	PCFQ01000078.1 g2068 [Chlorella sp. A99]
OG0002164	PRW58885.1 small subunit processome component 20-like protein [Chlorella sorokiniana]	PCFQ01000004.1 g2657 [Chlorella sp. A99]
OG0002165	PRW57799.1 4-alpha-glucanotransferase chloroplastic amyloplastic [Chlorella sorokiniana]	PCFQ01000015.1 g2949 [Chlorella sp. A99]
OG0002166	PRW59665.1 WD repeat-containing 3 [Chlorella sorokiniana]	PCFQ01000078.1 g2083 [Chlorella sp. A99]
OG0002169	PRW59149.1 eukaryotic translation initiation factor 3 subunit A-like [Chlorella sorokiniana]	PCFQ01000037.1 g2386 [Chlorella sp. A99]
OG0002171	PRW33984.1 carbamoyl-phosphate synthase large chloroplastic [Chlorella sorokiniana]	PCFQ01000082.1 g572 [Chlorella sp. A99]
OG0002172	PRW44541.1 60S ribosomal L32-1 [Chlorella sorokiniana]	PCFQ01000079.1 g1285 [Chlorella sp. A99]
OG0002173	PRW44343.1 vacuolar sorting-associated 4-like [Chlorella sorokiniana]	PCFQ01000079.1 g1291 [Chlorella sp. A99]
OG0002174	PRW34021.1 ser thr phosphatase [Chlorella sorokiniana]	PCFQ01000079.1 g1517 [Chlorella sp. A99]
OG0002175	PRW33773.1 Diphthine synthase [Chlorella sorokiniana]	PCFQ01000082.1 g573 [Chlorella sp. A99]
OG0002177	PRW44609.1 importin subunit beta-1-like [Chlorella sorokiniana]	PCFQ01000079.1 g1287 [Chlorella sp. A99]
OG0002178	PRW56984.1 Beta-amylase chloroplastic isoform A [Chlorella sorokiniana], PRW56985.1 Beta-amylase chloroplastic isoform B [Chlorella sorokiniana]	PCFQ01000011.1 g2738 [Chlorella sp. A99]
OG0002180	PRW33865.1 Trafficking particle complex subunit 5 [Chlorella sorokiniana]	PCFQ01000079.1 g1518 [Chlorella sp. A99]
OG0002181	PRW44402.1 putative transcriptional regulatory protein [Chlorella sorokiniana]	PCFQ01000037.1 g2540 [Chlorella sp. A99]
OG0002182	PRW55886.1 Golgi apparatus membrane ECHIDNA [Chlorella sorokiniana]	PCFQ01000006.1 g3150 [Chlorella sp. A99]
OG0002183	PRW45501.1 assembly factor 1 for F1 component of mitochondrial ATP synthase [Chlorella sorokiniana]	PCFQ01000014.1 g1887 [Chlorella sp. A99]
OG0002184	PRW56234.1 ATP-dependent zinc metalloprotease FTSH mitochondrial-like [Chlorella sorokiniana]	PCFQ01000006.1 g3129 [Chlorella sp. A99]
OG0002185	PRW45732.1 50S ribosomal L4 [Chlorella sorokiniana]	PCFQ01000003.1 g1033 [Chlorella sp. A99]
OG0002186	PRW58626.1 epimerase family SDR39U1 chloroplastic isoform X1 isoform B [Chlorella sorokiniana], PRW58625.1 epimerase family SDR39U1 chloroplastic isoform X1 isoform A [Chlorella sorokiniana]	PCFQ01000058.1 g184 [Chlorella sp. A99]
OG0002188	PRW59708.1 tobamovirus multiplication 2A-like [Chlorella sorokiniana]	PCFQ01000078.1 g2039 [Chlorella sp. A99]
OG0002189	PRW57837.1 tctex1 domain-containing 2 [Chlorella sorokiniana]	PCFQ01000082.1 g546 [Chlorella sp. A99]
OG0002190	PRW58154.1 Adaptin ear-binding coat-associated 2 [Chlorella sorokiniana]	PCFQ01000058.1 g182 [Chlorella sp. A99]
OG0002191	PRW58454.1 tRNA _guanine_26_-N_2__-dimethyltransferase 2 [Chlorella sorokiniana]	PCFQ01000058.1 g186 [Chlorella sp. A99]
OG0002192	PRW33852.1 peptidyl-prolyl cis-trans isomerase FKBP16- chloroplastic isoform B [Chlorella sorokiniana], PRW33851.1 peptidyl-prolyl cis-trans isomerase FKBP16- chloroplastic isoform A [Chlorella sorokiniana]	PCFQ01000015.1 g2961 [Chlorella sp. A99]
OG0002194	PRW56915.1 tubulin folding cofactor B [Chlorella sorokiniana]	PCFQ01000081.1 g1537 [Chlorella sp. A99]
OG0002195	PRW59308.1 succinyl- -ligase alpha subunit [Chlorella sorokiniana]	PCFQ01000004.1 g2577 [Chlorella sp. A99]
OG0002197	PRW44302.1 adrenodoxin reductase [Chlorella sorokiniana]	PCFQ01000037.1 g2482 [Chlorella sp. A99]
OG0002198	PRW59477.1 Photosystem I reaction center subunit chloroplastic [Chlorella sorokiniana]	PCFQ01000078.1 g2099 [Chlorella sp. A99]
OG0002201	PRW20303.1 DDB1- and CUL4-associated factor 13 [Chlorella sorokiniana]	PCFQ01000002.1 g683 [Chlorella sp. A99]
OG0002202	PRW51124.1 vacuolar sorting-associated 26A-like isoform B [Chlorella sorokiniana], PRW51123.1 vacuolar sorting-associated 26A-like isoform A [Chlorella sorokiniana]	PCFQ01000006.1 g3204 [Chlorella sp. A99]
OG0002204	PRW56680.1 serine threonine- kinase SRK2E [Chlorella sorokiniana]	PCFQ01000077.1 g1754 [Chlorella sp. A99]
OG0002205	PRW61491.1 CCR4-associated factor [Chlorella sorokiniana]	PCFQ01000037.1 g2485 [Chlorella sp. A99]
OG0002206	PRW33646.1 TRIGALACTOSYLDIACYLGLYCEROL chloroplastic [Chlorella sorokiniana]	PCFQ01000012.1 g1836 [Chlorella sp. A99]
OG0002211	PRW59591.1 SNW SKI-interacting -like [Chlorella sorokiniana]	PCFQ01000078.1 g2105 [Chlorella sp. A99]
OG0002212	PRW61385.1 lipoate- ligase A isoform X1 [Chlorella sorokiniana]	PCFQ01000008.1 g1108 [Chlorella sp. A99]
OG0002213	PRW58376.1 F-box SKIP8 [Chlorella sorokiniana]	PCFQ01000011.1 g2927 [Chlorella sp. A99]
OG0002215	PRW56597.1 40S ribosomal S17 isoform A [Chlorella sorokiniana], PRW56596.1 40S ribosomal S17 isoform B [Chlorella sorokiniana]	PCFQ01000077.1 g1733 [Chlorella sp. A99]
OG0002216	PRW32977.1 Eukaryotic translation initiation factor 2D [Chlorella sorokiniana]	PCFQ01000002.1 g654 [Chlorella sp. A99]
OG0002217	PRW33555.1 Lysosomal alpha-mannosidase [Chlorella sorokiniana]	PCFQ01000003.1 g1080 [Chlorella sp. A99]
OG0002219	PRW45510.1 LL-diaminopimelate chloroplastic [Chlorella sorokiniana]	PCFQ01000073.1 g1976 [Chlorella sp. A99]
OG0002220	PRW32869.1 putative phosphatase 2C 33 [Chlorella sorokiniana]	PCFQ01000002.1 g649 [Chlorella sp. A99]
OG0002221	PRW32974.1 SEC12 2 [Chlorella sorokiniana]	PCFQ01000002.1 g653 [Chlorella sp. A99]
OG0002223	PRW61524.1 HSP20-like chaperone [Chlorella sorokiniana]	PCFQ01000020.1 g945 [Chlorella sp. A99]
OG0002224	PRW58575.1 adenylate kinase [Chlorella sorokiniana]	PCFQ01000058.1 g86 [Chlorella sp. A99]
OG0002227	PRW58650.1 Amidophosphoribosyltransferase [Chlorella sorokiniana]	PCFQ01000058.1 g21 [Chlorella sp. A99]
OG0002228	PRW58087.1 rRNA-processing FCF1-like protein [Chlorella sorokiniana]	PCFQ01000058.1 g20 [Chlorella sp. A99]
OG0002230	PRW58678.1 Tetratricopeptide repeat 28 [Chlorella sorokiniana]	PCFQ01000058.1 g43 [Chlorella sp. A99]
OG0002232	PRW44465.1 lariat debranching enzyme [Chlorella sorokiniana]	PCFQ01000008.1 g1170 [Chlorella sp. A99]
OG0002233	PRW45148.1 UDP-sugar pyrophosphorylase 1 [Chlorella sorokiniana]	PCFQ01000020.1 g908 [Chlorella sp. A99]
OG0002235	PRW44924.1 U3 small nucleolar ribonucleo IMP4 [Chlorella sorokiniana]	PCFQ01000020.1 g912 [Chlorella sp. A99]
