Orthogroup	Chlorella_Sorokiniana1602	Coccomyxa_SubellipsoideaC169
OG0002635	PRW60530.1 mitochondrial carrier [Chlorella sorokiniana]	EIE24179.1 mitochondrial carrier [Coccomyxa subellipsoidea C-169]
OG0002636	PRW60987.1 GTP binding [Chlorella sorokiniana]	EIE26536.1 GTP binding protein TypA [Coccomyxa subellipsoidea C-169]
OG0002637	PRW51154.1 Ornithine mitochondrial [Chlorella sorokiniana]	EIE19712.1 ornithine transaminase [Coccomyxa subellipsoidea C-169]
OG0002639	PRW44982.1 Camphor resistance family isoform 1 [Chlorella sorokiniana]	EIE20421.1 hypothetical protein COCSUDRAFT_43867 [Coccomyxa subellipsoidea C-169], EIE22217.1 hypothetical protein COCSUDRAFT_42582 [Coccomyxa subellipsoidea C-169]
OG0002640	PRW60992.1 DNA primase small subunit [Chlorella sorokiniana]	EIE26371.1 prim-pol domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002641	PRW39251.1 SWR1 complex subunit 6 [Chlorella sorokiniana]	EIE26018.1 hypothetical protein COCSUDRAFT_46459 [Coccomyxa subellipsoidea C-169]
OG0002643	PRW45070.1 ADP-ribosylation factor GTPase-activating AGD5 [Chlorella sorokiniana]	EIE22240.1 ENTH-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002644	PRW59482.1 solute carrier family 25 member 44 [Chlorella sorokiniana]	EIE21419.1 putative mitochondrial carrier protein [Coccomyxa subellipsoidea C-169]
OG0002645	PRW60307.1 5_10-methylenetetrahydrofolate reductase isoform B [Chlorella sorokiniana], PRW60308.1 5_10-methylenetetrahydrofolate reductase isoform A [Chlorella sorokiniana]	EIE19820.1 methylenetetrahydrofolate reduct [Coccomyxa subellipsoidea C-169]
OG0002646	PRW60877.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]	EIE26648.1 ring-box protein [Coccomyxa subellipsoidea C-169]
OG0002647	PRW61542.1 Qa-SNARE Sso1 PM-type [Chlorella sorokiniana]	EIE19082.1 s-syntaxin-like protein [Coccomyxa subellipsoidea C-169]
OG0002648	PRW33649.1 Epidermal growth factor receptor substrate 15 [Chlorella sorokiniana]	EIE20212.1 hypothetical protein COCSUDRAFT_44152 [Coccomyxa subellipsoidea C-169]
OG0002649	PRW51057.1 Thylakoid lumenal kDa chloroplastic [Chlorella sorokiniana]	EIE19575.1 hypothetical protein COCSUDRAFT_31020 [Coccomyxa subellipsoidea C-169]
OG0002650	PRW51058.1 ribosomal S1 [Chlorella sorokiniana]	EIE21186.1 ribosomal protein S1 [Coccomyxa subellipsoidea C-169], EIE24673.1 ribosomal protein S1 [Coccomyxa subellipsoidea C-169]
OG0002651	PRW44968.1 30S ribosomal S5 [Chlorella sorokiniana]	EIE18338.1 plastid ribosomal protein S5A small ribosomal subunit [Coccomyxa subellipsoidea C-169]
OG0002652	PRW45228.1 Adenylosuccinate synthetase [Chlorella sorokiniana]	EIE22319.1 Adenylosuccinate synthetase [Coccomyxa subellipsoidea C-169]
OG0002653	PRW33518.1 hypothetical protein C2E21_7678 [Chlorella sorokiniana]	EIE20043.1 cyclophilin-like protein [Coccomyxa subellipsoidea C-169]
OG0002654	PRW44878.1 putative sugar phosphate phosphate translocator [Chlorella sorokiniana]	EIE22297.1 TPT-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0002655	PRW51142.1 hypothetical protein C2E21_5655 [Chlorella sorokiniana]	EIE19697.1 hypothetical protein COCSUDRAFT_54585 [Coccomyxa subellipsoidea C-169]
OG0002656	PRW39267.1 60S ribosomal L22-2 [Chlorella sorokiniana]	EIE25986.1 ribosomal protein L22 component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]
OG0002657	PRW45202.1 ATPase of the AAA+ superfamily _ISS_ [Chlorella sorokiniana]	EIE22318.1 hypothetical protein COCSUDRAFT_6316_ partial [Coccomyxa subellipsoidea C-169]
OG0002658	PRW50755.1 NRT1 PTR FAMILY -like [Chlorella sorokiniana]	EIE19696.1 PTR2-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0002659	PRW60982.1 Alpha-soluble NSF attachment 2 [Chlorella sorokiniana]	EIE23125.1 TPR-like protein [Coccomyxa subellipsoidea C-169]
OG0002661	PRW51029.1 ARM repeat-containing [Chlorella sorokiniana]	EIE20442.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]
OG0002662	PRW44944.1 sodium calcium exchanger [Chlorella sorokiniana]	EIE22196.1 hypothetical protein COCSUDRAFT_55891 [Coccomyxa subellipsoidea C-169]
OG0002663	PRW20203.1 60S ribosomal L7a [Chlorella sorokiniana]	EIE24581.1 L30e-like protein [Coccomyxa subellipsoidea C-169]
OG0002664	PRW20232.1 inositol transporter 2 [Chlorella sorokiniana]	EIE20926.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]
OG0002665	PRW20199.1 formamidopyrimidine-DNA glycosylase isoform X2 [Chlorella sorokiniana]	EIE24618.1 DNA glycosylase/AP lyase [Coccomyxa subellipsoidea C-169]
OG0002666	PRW20338.1 peptidyl-prolyl cis-trans isomerase CYP65 [Chlorella sorokiniana]	EIE19136.1 hypothetical protein COCSUDRAFT_59621 [Coccomyxa subellipsoidea C-169]
OG0002667	PRW20175.1 histidine--tRNA chloroplastic mitochondrial [Chlorella sorokiniana]	EIE23554.1 histidyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]
OG0002668	PRW20274.1 cyclase dehydrase [Chlorella sorokiniana]	EIE18215.1 hypothetical protein COCSUDRAFT_60416 [Coccomyxa subellipsoidea C-169]
OG0002669	PRW20208.1 dolichyl-diphosphooligosaccharide-- glycosyltransferase subunit 1A [Chlorella sorokiniana]	EIE25887.1 Ribophorin I [Coccomyxa subellipsoidea C-169]
OG0002670	PRW20367.1 WD repeat-containing 44 [Chlorella sorokiniana]	EIE19158.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0002671	PRW59491.1 Cat eye syndrome critical region 2 [Chlorella sorokiniana]	EIE21318.1 hypothetical protein COCSUDRAFT_66829 [Coccomyxa subellipsoidea C-169]
OG0002672	PRW61136.1 N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D [Chlorella sorokiniana]	EIE18285.1 Metallo-hydrolase/oxidoreductase [Coccomyxa subellipsoidea C-169]
OG0002673	PRW60014.1 60S ribosomal L26-1 [Chlorella sorokiniana]	EIE21406.1 ribosomal protein L24 [Coccomyxa subellipsoidea C-169]
OG0002674	PRW60102.1 Proline iminopeptidase [Chlorella sorokiniana]	EIE21357.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]
OG0002675	PRW59783.1 hypothetical protein C2E21_1846 [Chlorella sorokiniana]	EIE21043.1 hypothetical protein COCSUDRAFT_48248 [Coccomyxa subellipsoidea C-169]
OG0002676	PRW59463.1 1-aminocyclopropane-1-carboxylate synthase [Chlorella sorokiniana]	EIE20789.1 PLP-dependent transferase [Coccomyxa subellipsoidea C-169]
OG0002677	PRW59554.1 FAD synthase [Chlorella sorokiniana]	EIE21624.1 hypothetical protein COCSUDRAFT_17414_ partial [Coccomyxa subellipsoidea C-169]
OG0002678	PRW59765.1 Leukocyte receptor cluster member 8 isoform B [Chlorella sorokiniana], PRW59764.1 Leukocyte receptor cluster member 8 isoform A [Chlorella sorokiniana]	EIE23285.1 hypothetical protein COCSUDRAFT_63639 [Coccomyxa subellipsoidea C-169]
OG0002679	PRW59530.1 UMP-CMP kinase 3-like [Chlorella sorokiniana]	EIE21451.1 uridylate kinase [Coccomyxa subellipsoidea C-169]
OG0002680	PRW59542.1 ras GTPase-activating -binding 2-like [Chlorella sorokiniana]	EIE21720.1 hypothetical protein COCSUDRAFT_83509 [Coccomyxa subellipsoidea C-169]
OG0002682	PRW33118.1 phosphoglycolate phosphatase [Chlorella sorokiniana]	EIE26103.1 2-phosphoglycolate phosphatase [Coccomyxa subellipsoidea C-169]
OG0002683	PRW33269.1 UDP-glucuronic acid UDP-N-acetylgalactosamine transporter [Chlorella sorokiniana]	EIE21556.1 hypothetical protein COCSUDRAFT_37348 [Coccomyxa subellipsoidea C-169], EIE25911.1 hypothetical protein COCSUDRAFT_64896 [Coccomyxa subellipsoidea C-169]
OG0002684	PRW50990.1 rRNA-processing UTP23-like protein [Chlorella sorokiniana]	EIE18513.1 hypothetical protein COCSUDRAFT_9312_ partial [Coccomyxa subellipsoidea C-169]
OG0002685	PRW59937.1 Oxysterol-binding 9 [Chlorella sorokiniana]	EIE26837.1 hypothetical protein COCSUDRAFT_64679 [Coccomyxa subellipsoidea C-169]
OG0002686	PRW51007.1 CMP-sialic acid transporter 2-like isoform X1 [Chlorella sorokiniana]	EIE18473.1 nucleotide-sugar transporter [Coccomyxa subellipsoidea C-169]
OG0002687	PRW60528.1 putative ribosome-binding factor chloroplastic [Chlorella sorokiniana]	EIE24234.1 ribosome-binding factor A [Coccomyxa subellipsoidea C-169]
OG0002688	PRW39230.1 putative phenylalanine--tRNA ligase beta subunit [Chlorella sorokiniana]	EIE26073.1 phenylalanyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]
OG0002689	PRW20789.1 Mitochondrial substrate carrier family B [Chlorella sorokiniana]	EIE27555.1 MC family transporter_ aspartate/glutamate_ partial [Coccomyxa subellipsoidea C-169]
OG0002690	PRW33197.1 Ribosome production factor 1 [Chlorella sorokiniana]	EIE20599.1 Brix-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002691	PRW44984.1 5 -nucleotidase domain-containing 4 isoform X2 [Chlorella sorokiniana]	EIE22291.1 purine 5'-nucleotidase [Coccomyxa subellipsoidea C-169]
OG0002692	PRW33178.1 chloroplast precursor [Chlorella sorokiniana]	EIE18320.1 Plastocyanin_ chloroplastic [Coccomyxa subellipsoidea C-169]
OG0002693	PRW58528.1 serine threonine- phosphatase 2A activator [Chlorella sorokiniana]	EIE22572.1 PTPA-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002694	PRW39100.1 Gde1p [Chlorella sorokiniana]	EIE26034.1 PLC-like phosphodiesterase [Coccomyxa subellipsoidea C-169]
OG0002695	PRW60258.1 WD repeat-containing 20-like [Chlorella sorokiniana]	EIE24697.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0002697	PRW60304.1 Mitochondrial import inner membrane translocase subunit TIM44 [Chlorella sorokiniana]	EIE24514.1 Tim44-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002698	PRW59850.1 54S ribosomal mitochondrial [Chlorella sorokiniana]	EIE26799.1 hypothetical protein COCSUDRAFT_59307 [Coccomyxa subellipsoidea C-169]
OG0002699	PRW33242.1 ribosomal RNA large subunit methyltransferase N isoform A [Chlorella sorokiniana], PRW33243.1 ribosomal RNA large subunit methyltransferase N isoform B [Chlorella sorokiniana]	EIE26063.1 hypothetical protein COCSUDRAFT_61059 [Coccomyxa subellipsoidea C-169]
OG0002700	PRW32516.1 putative prolyl 4-hydroxylase 6 [Chlorella sorokiniana]	EIE19675.1 Molybdopterin biosynthesis MoaE [Coccomyxa subellipsoidea C-169]
OG0002701	PRW20800.1 adenosine 3-phospho 5-phosphosulfate transporter 1 [Chlorella sorokiniana]	EIE27556.1 DMT family transporter_ UDP-galactose/UDP-glucose [Coccomyxa subellipsoidea C-169]
OG0002702	PRW44543.1 ATP-citrate synthase beta chain 1-like [Chlorella sorokiniana]	EIE23122.1 citrate synthase [Coccomyxa subellipsoidea C-169]
OG0002703	PRW50822.1 Beta-1_3-galactosyltransferase 15 [Chlorella sorokiniana]	EIE18565.1 hypothetical protein COCSUDRAFT_60232 [Coccomyxa subellipsoidea C-169]
OG0002704	PRW60433.1 ATP-dependent RNA helicase DDX1 [Chlorella sorokiniana]	EIE24518.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002705	PRW58402.1 DNA polymerase lambda [Chlorella sorokiniana]	EIE18020.1 hypothetical protein COCSUDRAFT_60646 [Coccomyxa subellipsoidea C-169]
OG0002707	PRW33190.1 5 -methylthioadenosine S-adenosylhomocysteine nucleosidase 2 [Chlorella sorokiniana]	EIE19789.1 purine and uridine phosphorylase [Coccomyxa subellipsoidea C-169]
OG0002709	PRW20869.1 hypothetical protein C2E21_8675 [Chlorella sorokiniana]	EIE27547.1 hypothetical protein COCSUDRAFT_34863 [Coccomyxa subellipsoidea C-169]
OG0002710	PRW32515.1 regulatory-associated of TOR 1 [Chlorella sorokiniana]	EIE23195.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]
OG0002712	PRW58187.1 nudix hydrolase chloroplastic-like [Chlorella sorokiniana]	EIE26158.1 hypothetical protein COCSUDRAFT_40300 [Coccomyxa subellipsoidea C-169], EIE26161.1 hypothetical protein COCSUDRAFT_10765_ partial [Coccomyxa subellipsoidea C-169]
OG0002713	PRW56819.1 ALG-2 interacting X [Chlorella sorokiniana]	EIE22065.1 BRO1-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002714	PRW59344.1 casein kinase II subunit beta [Chlorella sorokiniana]	EIE24605.1 hypothetical protein COCSUDRAFT_22902 [Coccomyxa subellipsoidea C-169]
OG0002715	PRW56524.1 Ornithine chloroplastic [Chlorella sorokiniana]	EIE22039.1 ornithine carbamoyltransferase [Coccomyxa subellipsoidea C-169]
OG0002716	PRW33283.1 malignant T-cell-amplified sequence 1-like protein [Chlorella sorokiniana]	EIE25941.1 hypothetical protein COCSUDRAFT_12599 [Coccomyxa subellipsoidea C-169]
OG0002717	PRW33147.1 THO complex subunit 1 [Chlorella sorokiniana]	EIE25850.1 hypothetical protein COCSUDRAFT_64866 [Coccomyxa subellipsoidea C-169]
OG0002718	PRW32520.1 chlorophyll_ide_ b reductase chloroplastic isoform X1 [Chlorella sorokiniana]	EIE21732.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0002719	PRW58563.1 DNA replication complex GINS SLD5 [Chlorella sorokiniana]	EIE19067.1 GINS complex_ Sld5 component [Coccomyxa subellipsoidea C-169]
OG0002720	PRW33241.1 RNA polymerase II-associated factor 1-like protein [Chlorella sorokiniana]	EIE25956.1 hypothetical protein COCSUDRAFT_64915 [Coccomyxa subellipsoidea C-169]
OG0002721	PRW58556.1 geranylgeranyl reductase [Chlorella sorokiniana]	EIE18171.1 putative plastid geranylgeranyl reductase precursor [Coccomyxa subellipsoidea C-169]
OG0002722	PRW20524.1 CMF receptor CMFR1 [Chlorella sorokiniana]	EIE24575.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002723	PRW32901.1 DNA-directed RNA polymerase chloroplastic mitochondrial [Chlorella sorokiniana]	EIE23799.1 DNA/RNA polymerase [Coccomyxa subellipsoidea C-169]
OG0002724	PRW20521.1 Serine threonine- kinase chloroplastic [Chlorella sorokiniana]	EIE24576.1 kinase-like protein [Coccomyxa subellipsoidea C-169]
OG0002725	PRW32898.1 ATP-dependent RNA helicase isoform X1 [Chlorella sorokiniana]	EIE25583.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0002726	PRW20515.1 Zinc _Zn2_-Iron _Fe2_ Permease _ZIP_ Family isoform B [Chlorella sorokiniana], PRW59249.1 glycoside hydrolase [Chlorella sorokiniana]	EIE23783.1 hypothetical protein COCSUDRAFT_63305 [Coccomyxa subellipsoidea C-169]
OG0002727	PRW56502.1 phytoene desaturase [Chlorella sorokiniana]	EIE22688.1 Phytoene desaturase [Coccomyxa subellipsoidea C-169]
OG0002728	PRW20584.1 DNA topoisomerase 1-like [Chlorella sorokiniana]	EIE23767.1 DNA topoisomerase I [Coccomyxa subellipsoidea C-169]
OG0002729	PRW20218.1 putative glucan 1_3-alpha-glucosidase [Chlorella sorokiniana]	EIE20951.1 glycoside-hydrolase-like protein [Coccomyxa subellipsoidea C-169]
OG0002730	PRW20492.1 Cleavage and polyadenylation specificity factor CPSF30 [Chlorella sorokiniana]	EIE20850.1 hypothetical protein COCSUDRAFT_9790_ partial [Coccomyxa subellipsoidea C-169]
OG0002731	PRW20514.1 ATPase family AAA domain-containing 3-B [Chlorella sorokiniana]	EIE18960.1 AAA-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002732	PRW58081.1 exocyst complex component SEC15A [Chlorella sorokiniana]	EIE26166.1 hypothetical protein COCSUDRAFT_65015 [Coccomyxa subellipsoidea C-169]
OG0002733	PRW20588.1 Trafficking particle complex subunit 3 [Chlorella sorokiniana]	EIE20894.1 TRAPP I complex [Coccomyxa subellipsoidea C-169]
OG0002735	PRW56889.1 proteasome subunit beta type-3-A [Chlorella sorokiniana]	EIE22037.1 N-terminal nucleophile aminohydrolase [Coccomyxa subellipsoidea C-169]
OG0002736	PRW20276.1 DNA topoisomerase 3-alpha isoform X2 [Chlorella sorokiniana]	EIE27522.1 prokaryotic type I DNA topoisomerase [Coccomyxa subellipsoidea C-169]
OG0002737	PRW58425.1 1-_5-phosphoribosyl_-5-[_5-phosphoribosylami no_methylideneamino] imidazole-4-carboxamide chloroplastic [Chlorella sorokiniana]	EIE20230.1 phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide isomerase [Coccomyxa subellipsoidea C-169]
OG0002738	PRW58421.1 U4 small nuclear ribonucleo 27 kDa [Chlorella sorokiniana]	EIE26845.1 DUF1777-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002739	PRW34101.1 dynein light chain Tctex-type 1 [Chlorella sorokiniana]	EIE23536.1 dynein light chain 9_ partial [Coccomyxa subellipsoidea C-169]
OG0002740	PRW56198.1 N-alpha-acetyltransferase 50 [Chlorella sorokiniana]	EIE24392.1 acyl-CoA N-acyltransferase [Coccomyxa subellipsoidea C-169]
OG0002741	PRW56285.1 T-complex 1 subunit delta [Chlorella sorokiniana]	EIE19120.1 T-complex protein_ delta subunit [Coccomyxa subellipsoidea C-169]
OG0002742	PRW56572.1 enoyl hydratase isomerase [Chlorella sorokiniana], PRW57569.1 enoyl hydratase isomerase [Chlorella sorokiniana]	EIE24631.1 ClpP/crotonase [Coccomyxa subellipsoidea C-169]
OG0002743	PRW59985.1 isoamylase chloroplastic [Chlorella sorokiniana]	EIE26827.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]
OG0002745	PRW33702.1 Kinetochore NDC80 [Chlorella sorokiniana]	EIE20252.1 hypothetical protein COCSUDRAFT_25458 [Coccomyxa subellipsoidea C-169]
OG0002746	PRW33770.1 putative hydrolase [Chlorella sorokiniana]	EIE20918.1 HAD-like protein [Coccomyxa subellipsoidea C-169]
OG0002747	PRW57918.1 DEAD-box ATP-dependent RNA helicase 16 [Chlorella sorokiniana]	EIE24238.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002748	PRW56269.1 putative CDP-diacylglycerol--inositol 3-phosphatidyltransferase 2 [Chlorella sorokiniana]	EIE18206.1 CDP-diacylglycerol--inositol 3-phosphatidyltransferase [Coccomyxa subellipsoidea C-169]
OG0002749	PRW45419.1 chitin synthase D [Chlorella sorokiniana]	EIE22565.1 hypothetical protein COCSUDRAFT_66283 [Coccomyxa subellipsoidea C-169]
OG0002750	PRW59831.1 POLLEN DEFECTIVE IN GUIDANCE 1 [Chlorella sorokiniana]	EIE21001.1 DUF747-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002751	PRW59623.1 serine threonine kinase [Chlorella sorokiniana]	EIE21372.1 kinase-like protein [Coccomyxa subellipsoidea C-169]
OG0002753	PRW57584.1 coatomer subunit beta -1 isoform X1 [Chlorella sorokiniana]	EIE20843.1 coatomer protein complex_ beta prime [Coccomyxa subellipsoidea C-169]
OG0002754	PRW56135.1 replication factor C subunit 2 [Chlorella sorokiniana]	EIE25788.1 putative replication factor C 37 kDa subunit [Coccomyxa subellipsoidea C-169]
OG0002755	PRW59613.1 hypothetical protein C2E21_1950 [Chlorella sorokiniana], PRW45428.1 50S ribosomal L1 [Chlorella sorokiniana]	EIE22593.1 ribosomal protein L1 [Coccomyxa subellipsoidea C-169]
OG0002756	PRW55892.1 Pre-mRNA-splicing factor CWC21 [Chlorella sorokiniana]	EIE26609.1 hypothetical protein COCSUDRAFT_64574 [Coccomyxa subellipsoidea C-169]
OG0002757	PRW45557.1 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 [Chlorella sorokiniana]	EIE22808.1 complex 1 family protein-like protein [Coccomyxa subellipsoidea C-169]
OG0002758	PRW56712.1 hypothetical protein C2E21_4424 [Chlorella sorokiniana]	EIE25146.1 hypothetical protein COCSUDRAFT_52776 [Coccomyxa subellipsoidea C-169]
OG0002759	PRW59503.1 U4 tri-snRNP-associated 2-like [Chlorella sorokiniana]	EIE21145.1 cysteine proteinase [Coccomyxa subellipsoidea C-169]
OG0002761	PRW59767.1 uridine 5 - monophosphate synthase [Chlorella sorokiniana]	EIE21646.1 monophosphate synthase [Coccomyxa subellipsoidea C-169]
OG0002762	PRW56278.1 aci-reductone dioxygenase [Chlorella sorokiniana]	EIE26677.1 aci-reductone dioxygenase [Coccomyxa subellipsoidea C-169]
OG0002763	PRW33988.1 hypothetical protein C2E21_7297 [Chlorella sorokiniana]	EIE18568.1 hypothetical protein COCSUDRAFT_9085_ partial [Coccomyxa subellipsoidea C-169]
OG0002764	PRW56055.1 50S ribosomal L19- chloroplastic [Chlorella sorokiniana]	EIE27013.1 hypothetical protein COCSUDRAFT_83572 [Coccomyxa subellipsoidea C-169]
OG0002765	PRW33978.1 ribosome biogenesis NSA2-like protein [Chlorella sorokiniana]	EIE20916.1 low-CO2-inducible protein [Coccomyxa subellipsoidea C-169]
OG0002766	PRW59699.1 Tetratricopeptide repeat 1 [Chlorella sorokiniana]	EIE21525.1 hypothetical protein COCSUDRAFT_66932 [Coccomyxa subellipsoidea C-169]
OG0002767	PRW20417.1 60S ribosomal L18-3 [Chlorella sorokiniana]	EIE19091.1 ribosomal protein L18 component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]
OG0002768	PRW58017.1 hypothetical protein C2E21_3709 [Chlorella sorokiniana]	EIE26179.1 hypothetical protein COCSUDRAFT_8646_ partial [Coccomyxa subellipsoidea C-169]
OG0002769	PRW56017.1 40S ribosomal S13 [Chlorella sorokiniana]	EIE26389.1 hypothetical protein COCSUDRAFT_21671 [Coccomyxa subellipsoidea C-169]
OG0002770	PRW20371.1 60S ribosomal L7-2 [Chlorella sorokiniana]	EIE19109.1 60S ribosomal protein L7 [Coccomyxa subellipsoidea C-169]
OG0002771	PRW55957.1 PAT1 1 [Chlorella sorokiniana]	EIE24972.1 hypothetical protein COCSUDRAFT_83665 [Coccomyxa subellipsoidea C-169]
OG0002772	PRW56156.1 RTF2-like protein [Chlorella sorokiniana]	EIE21674.1 DUF602-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002773	PRW33934.1 chlorophyll synthetase [Chlorella sorokiniana]	EIE25828.1 chlorophyll synthase [Coccomyxa subellipsoidea C-169]
OG0002774	PRW56204.1 peroxisomal nicotinamide adenine dinucleotide carrier [Chlorella sorokiniana]	EIE18930.1 mitochondrial carrier [Coccomyxa subellipsoidea C-169]
OG0002775	PRW20391.1 TIC chloroplastic [Chlorella sorokiniana]	EIE19155.1 hypothetical protein COCSUDRAFT_59638 [Coccomyxa subellipsoidea C-169]
OG0002776	PRW56233.1 translation initiation factor eIF-2B subunit alpha-like [Chlorella sorokiniana]	EIE21780.1 eukaryotic initiation factor [Coccomyxa subellipsoidea C-169]
OG0002779	PRW60082.1 dolichyl-diphosphooligosaccharide-- glycosyltransferase 48 kDa subunit [Chlorella sorokiniana]	EIE21680.1 Dolichyl-diphosphooligosaccharide-protein glycosyltransferase 48kDa subunit [Coccomyxa subellipsoidea C-169]
OG0002780	PRW33582.1 DNA polymerase delta catalytic subunit [Chlorella sorokiniana]	EIE26585.1 DNA/RNA polymerase [Coccomyxa subellipsoidea C-169]
OG0002781	PRW56344.1 nucleotide-diphospho-sugar transferase [Chlorella sorokiniana]	EIE26657.1 nucleotide-diphospho-sugar transferase [Coccomyxa subellipsoidea C-169]
OG0002782	PRW34031.1 RUB1-conjugating enzyme E2 [Chlorella sorokiniana]	EIE18874.1 RUB1 conjugating enzyme [Coccomyxa subellipsoidea C-169]
OG0002783	PRW56758.1 LETM1 and EF-hand domain-containing anon- mitochondrial [Chlorella sorokiniana]	EIE25017.1 hypothetical protein COCSUDRAFT_40379 [Coccomyxa subellipsoidea C-169]
OG0002784	PRW59633.1 putative membrane -like [Chlorella sorokiniana]	EIE21689.1 DUF819-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002785	PRW50779.1 chloride channel C-like [Chlorella sorokiniana]	EIE21237.1 Clc chloride channel [Coccomyxa subellipsoidea C-169]
OG0002786	PRW56330.1 nucleolar 6 isoform X1 [Chlorella sorokiniana], PRW05744.1 nucleolar 6_ partial [Chlorella sorokiniana]	EIE23350.1 hypothetical protein COCSUDRAFT_65874 [Coccomyxa subellipsoidea C-169]
OG0002787	PRW51137.1 calcineurin-like phosphoesterase [Chlorella sorokiniana]	EIE19713.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]
OG0002788	PRW59955.1 hypothetical protein C2E21_1782 [Chlorella sorokiniana], PRW59956.1 hypothetical protein C2E21_1782 [Chlorella sorokiniana]	EIE24028.1 hypothetical protein COCSUDRAFT_47107 [Coccomyxa subellipsoidea C-169]
OG0002789	PRW59540.1 DAMAGED DNA-BINDING 2 [Chlorella sorokiniana]	EIE21482.1 WD40 repeat-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0002790	PRW59389.1 E3 ubiquitin- ligase HOS1 [Chlorella sorokiniana]	EIE19378.1 hypothetical protein COCSUDRAFT_44718 [Coccomyxa subellipsoidea C-169]
OG0002791	PRW05813.1 tRNA threonylcarbamoyladenosine biosynthesis [Chlorella sorokiniana]	EIE25100.1 hypothetical protein COCSUDRAFT_9560_ partial [Coccomyxa subellipsoidea C-169]
OG0002792	PRW59833.1 T-complex 1 subunit eta [Chlorella sorokiniana]	EIE21118.1 T-complex protein_ eta subunit [Coccomyxa subellipsoidea C-169]
OG0002793	PRW59010.1 chloroplast inner envelope translocon [Chlorella sorokiniana]	EIE19305.1 hypothetical protein COCSUDRAFT_31183 [Coccomyxa subellipsoidea C-169]
OG0002794	PRW21041.1 vacuolar sorting-associated 51-like protein [Chlorella sorokiniana]	EIE21455.1 hypothetical protein COCSUDRAFT_66895 [Coccomyxa subellipsoidea C-169]
OG0002796	PRW58794.1 binding partner of ACD11 1-like [Chlorella sorokiniana]	EIE19408.1 hypothetical protein COCSUDRAFT_67882 [Coccomyxa subellipsoidea C-169]
OG0002797	PRW20981.1 Lysosomal Cystine Transporter _LCT_ Family [Chlorella sorokiniana]	EIE22930.1 hypothetical protein COCSUDRAFT_83702 [Coccomyxa subellipsoidea C-169]
OG0002798	PRW58926.1 50S ribosomal L22 [Chlorella sorokiniana]	EIE19413.1 hypothetical protein COCSUDRAFT_25855 [Coccomyxa subellipsoidea C-169]
OG0002800	PRW59570.1 adenylate kinase [Chlorella sorokiniana]	EIE21133.1 adenylate kinase [Coccomyxa subellipsoidea C-169]
OG0002801	PRW18323.1 uroporphyrinogen decarboxylase [Chlorella sorokiniana]	EIE26752.1 Uroporphyrinogen decarboxylase [Coccomyxa subellipsoidea C-169]
OG0002803	PRW32517.1 condensin complex subunit 2 [Chlorella sorokiniana]	EIE23131.1 barren-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002804	PRW18302.1 Replication factor C subunit 2 [Chlorella sorokiniana]	EIE22173.1 DNA replication factor C complex subunit 2 [Coccomyxa subellipsoidea C-169]
