Orthogroup	Chlorella_Sorokiniana1602	Chlorella_VariabilisNC64A
OG0002342	PRW60017.1 histone-lysine N-methyltransferase ATX2-like [Chlorella sorokiniana]	XP_005845503.1 hypothetical protein CHLNCDRAFT_13462_ partial [Chlorella variabilis]
OG0002344	PRW61456.1 U1 small nuclear ribonucleo isoform B [Chlorella sorokiniana], PRW61455.1 U1 small nuclear ribonucleo isoform A [Chlorella sorokiniana]	XP_005843609.1 hypothetical protein CHLNCDRAFT_140193 [Chlorella variabilis]
OG0002366	PRW32553.1 cytoplasmic tRNA 2-thiolation 1 [Chlorella sorokiniana]	XP_005843084.1 hypothetical protein CHLNCDRAFT_141632 [Chlorella variabilis]
OG0002367	PRW57423.1 U3 small nucleolar RNA-associated 6-like protein [Chlorella sorokiniana]	XP_005846946.1 hypothetical protein CHLNCDRAFT_134882 [Chlorella variabilis]
OG0002368	PRW57447.1 Sulfhydryl oxidase 1 [Chlorella sorokiniana], PRW44318.1 protease Do-like 9 [Chlorella sorokiniana]	XP_005847088.1 hypothetical protein CHLNCDRAFT_134783 [Chlorella variabilis]
OG0002369	PRW57208.1 ABC transporter D family [Chlorella sorokiniana]	XP_005847076.1 hypothetical protein CHLNCDRAFT_35761 [Chlorella variabilis]
OG0002370	PRW20641.1 26S proteasome non-ATPase regulatory subunit 11-like protein [Chlorella sorokiniana]	XP_005843846.1 hypothetical protein CHLNCDRAFT_56351 [Chlorella variabilis]
OG0002371	PRW44611.1 Elongator complex 3 [Chlorella sorokiniana]	XP_005847241.1 hypothetical protein CHLNCDRAFT_31217 [Chlorella variabilis]
OG0002372	PRW33651.1 soluble starch synthase [Chlorella sorokiniana]	XP_005845865.1 hypothetical protein CHLNCDRAFT_25546 [Chlorella variabilis]
OG0002373	PRW32599.1 ATP-dependent Clp protease proteolytic subunit-related chloroplastic [Chlorella sorokiniana]	XP_005843087.1 hypothetical protein CHLNCDRAFT_141635 [Chlorella variabilis]
OG0002374	PRW20764.1 UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase [Chlorella sorokiniana]	XP_005843853.1 hypothetical protein CHLNCDRAFT_49159 [Chlorella variabilis]
OG0002375	PRW57174.1 ubiquinone menaquinone biosynthesis methyltransferase [Chlorella sorokiniana]	XP_005846945.1 hypothetical protein CHLNCDRAFT_48897 [Chlorella variabilis]
OG0002377	PRW20621.1 1-acyl-sn-glycerol-3-phosphate acyltransferase chloroplastic [Chlorella sorokiniana]	XP_005843851.1 hypothetical protein CHLNCDRAFT_32827 [Chlorella variabilis]
OG0002378	PRW57042.1 Poly_A_ RNA polymerase cid1 [Chlorella sorokiniana]	XP_005846892.1 hypothetical protein CHLNCDRAFT_134748 [Chlorella variabilis]
OG0002379	PRW05817.1 T-complex 1 subunit alpha [Chlorella sorokiniana]	XP_005847362.1 hypothetical protein CHLNCDRAFT_56162 [Chlorella variabilis]
OG0002380	PRW56942.1 supervillin isoform X3 [Chlorella sorokiniana]	XP_005846903.1 hypothetical protein CHLNCDRAFT_52757 [Chlorella variabilis]
OG0002381	PRW56916.1 DNA polymerase I chloroplastic mitochondrial [Chlorella sorokiniana]	XP_005846906.1 hypothetical protein CHLNCDRAFT_134785 [Chlorella variabilis]
OG0002382	PRW57475.1 LMBR1 domain-containing 2 [Chlorella sorokiniana]	XP_005847072.1 hypothetical protein CHLNCDRAFT_134747 [Chlorella variabilis]
OG0002383	PRW57483.1 serine arginine repetitive matrix 1 isoform X1 [Chlorella sorokiniana]	XP_005847138.1 hypothetical protein CHLNCDRAFT_14158_ partial [Chlorella variabilis]
OG0002384	PRW57224.1 mitochondrial isoform X1 [Chlorella sorokiniana]	XP_005847089.1 hypothetical protein CHLNCDRAFT_134788 [Chlorella variabilis]
OG0002385	PRW61267.1 pyruvate dehydrogenase E1 component subunit alpha- chloroplastic-like [Chlorella sorokiniana]	XP_005845662.1 hypothetical protein CHLNCDRAFT_32109 [Chlorella variabilis]
OG0002386	PRW61196.1 V-type proton ATPase catalytic subunit A [Chlorella sorokiniana]	XP_005843115.1 V-type H+ ATPase subunit A [Chlorella variabilis]
OG0002387	PRW61025.1 Glutathione gamma-glutamylcysteinyltransferase 1 [Chlorella sorokiniana]	XP_005845668.1 hypothetical protein CHLNCDRAFT_25686 [Chlorella variabilis]
OG0002388	PRW61217.1 inner membrane PPF- chloroplastic-like [Chlorella sorokiniana]	XP_005845515.1 hypothetical protein CHLNCDRAFT_136603 [Chlorella variabilis]
OG0002390	PRW61454.1 SCY1 2 [Chlorella sorokiniana]	XP_005845619.1 hypothetical protein CHLNCDRAFT_136879 [Chlorella variabilis]
OG0002391	PRW61099.1 UPF0160 -like [Chlorella sorokiniana]	XP_005845580.1 hypothetical protein CHLNCDRAFT_56260 [Chlorella variabilis]
OG0002392	PRW57894.1 zeta- subunit of COP-I complex [Chlorella sorokiniana]	XP_005849320.1 hypothetical protein CHLNCDRAFT_21511 [Chlorella variabilis]
OG0002393	PRW61084.1 thioredoxin YLS8 [Chlorella sorokiniana]	XP_005843152.1 thioredoxin domain 2 [Chlorella variabilis]
OG0002394	PRW61394.1 transcription factor DIVARICATA-like [Chlorella sorokiniana], PRW61077.1 leucine-rich repeat receptor kinase EMS1 [Chlorella sorokiniana]	XP_005844178.1 expressed protein [Chlorella variabilis]
OG0002396	PRW61192.1 abnormal spindle-like microcephaly-associated [Chlorella sorokiniana]	XP_005844218.1 hypothetical protein CHLNCDRAFT_139429 [Chlorella variabilis]
OG0002397	PRW61579.1 RNA-binding 45 isoform X1 [Chlorella sorokiniana]	XP_005844271.1 hypothetical protein CHLNCDRAFT_139351 [Chlorella variabilis]
OG0002398	PRW58000.1 THYLAKOID chloroplastic [Chlorella sorokiniana]	XP_005849113.1 hypothetical protein CHLNCDRAFT_143677 [Chlorella variabilis]
OG0002399	PRW39123.1 TBC1 domain family member 13 [Chlorella sorokiniana]	XP_005846206.1 hypothetical protein CHLNCDRAFT_136251 [Chlorella variabilis]
OG0002400	PRW57876.1 zinc finger CCCH domain-containing 13-like [Chlorella sorokiniana]	XP_005849321.1 hypothetical protein CHLNCDRAFT_143678 [Chlorella variabilis]
OG0002401	PRW61582.1 Cytochrome b-c1 complex subunit Rieske- mitochondrial [Chlorella sorokiniana]	XP_005844269.1 hypothetical protein CHLNCDRAFT_139349 [Chlorella variabilis]
OG0002402	PRW60953.1 DEAD-box ATP-dependent RNA helicase 5 [Chlorella sorokiniana]	XP_005845552.1 hypothetical protein CHLNCDRAFT_36420 [Chlorella variabilis]
OG0002403	PRW61453.1 Splicing factor 3B subunit 2 [Chlorella sorokiniana]	XP_005843121.1 hypothetical protein CHLNCDRAFT_59361 [Chlorella variabilis]
OG0002404	PRW61006.1 20S proteasome beta type 4 [Chlorella sorokiniana]	XP_005845583.1 hypothetical protein CHLNCDRAFT_25653 [Chlorella variabilis]
OG0002405	PRW61230.1 Inner membrane alx [Chlorella sorokiniana]	XP_005842837.1 hypothetical protein CHLNCDRAFT_28756 [Chlorella variabilis]
OG0002406	PRW61152.1 GTPase-activating gyp1 [Chlorella sorokiniana]	XP_005845558.1 hypothetical protein CHLNCDRAFT_25749_ partial [Chlorella variabilis]
OG0002407	PRW21034.1 SAND-like isoform X1 [Chlorella sorokiniana]	XP_005842937.1 hypothetical protein CHLNCDRAFT_141799 [Chlorella variabilis]
OG0002408	PRW61176.1 hypothetical protein C2E21_0267 [Chlorella sorokiniana]	XP_005844277.1 hypothetical protein CHLNCDRAFT_27165_ partial [Chlorella variabilis]
OG0002409	PRW61450.1 iron-sulfur cluster biosynthesis family [Chlorella sorokiniana]	XP_005844800.1 hypothetical protein CHLNCDRAFT_138698 [Chlorella variabilis]
OG0002410	PRW61430.1 Acetylglutamate kinase [Chlorella sorokiniana]	XP_005844279.1 hypothetical protein CHLNCDRAFT_37029 [Chlorella variabilis]
OG0002411	PRW61009.1 ABC transporter ATP-binding [Chlorella sorokiniana]	XP_005849318.1 hypothetical protein CHLNCDRAFT_143667 [Chlorella variabilis]
OG0002412	PRW60163.1 allantoinase 1 [Chlorella sorokiniana]	XP_005846414.1 hypothetical protein CHLNCDRAFT_31701 [Chlorella variabilis]
OG0002413	PRW61150.1 large subunit GTPase 1-like protein [Chlorella sorokiniana]	XP_005844201.1 hypothetical protein CHLNCDRAFT_7626_ partial [Chlorella variabilis]
OG0002414	PRW44367.1 ribose-phosphate pyrophosphokinase [Chlorella sorokiniana]	XP_005847417.1 hypothetical protein CHLNCDRAFT_31270_ partial [Chlorella variabilis]
OG0002415	PRW60347.1 Pantoate--beta-alanine ligase [Chlorella sorokiniana]	XP_005842718.1 hypothetical protein CHLNCDRAFT_28947 [Chlorella variabilis]
OG0002416	PRW18379.1 electron transfer flavo subunit beta [Chlorella sorokiniana]	XP_005850795.1 hypothetical protein CHLNCDRAFT_140308 [Chlorella variabilis]
OG0002417	PRW60324.1 Mitochondrial thiamine pyrophosphate carrier [Chlorella sorokiniana]	XP_005851892.1 hypothetical protein CHLNCDRAFT_18725 [Chlorella variabilis]
OG0002418	PRW33017.1 valyl-tRNA synthetase [Chlorella sorokiniana]	XP_005843993.1 hypothetical protein CHLNCDRAFT_56341 [Chlorella variabilis]
OG0002419	PRW18326.1 GPI mannosyltransferase 3 [Chlorella sorokiniana]	XP_005850794.1 hypothetical protein CHLNCDRAFT_29690 [Chlorella variabilis]
OG0002420	PRW56605.1 4-hydroxyphenylacetate isomerase [Chlorella sorokiniana]	XP_005850157.1 expressed protein [Chlorella variabilis]
OG0002421	PRW18348.1 DNA polymerase delta catalytic subunit [Chlorella sorokiniana]	XP_005850494.1 DNA polymerase delta subunit [Chlorella variabilis]
OG0002422	PRW60697.1 DNA damage-binding 1 [Chlorella sorokiniana]	XP_005851940.1 hypothetical protein CHLNCDRAFT_29381 [Chlorella variabilis]
OG0002423	PRW57244.1 archease-like [Chlorella sorokiniana]	XP_005847888.1 hypothetical protein CHLNCDRAFT_14100_ partial [Chlorella variabilis]
OG0002424	PRW32899.1 L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase-like [Chlorella sorokiniana]	XP_005843415.1 hypothetical protein CHLNCDRAFT_55270 [Chlorella variabilis]
OG0002425	PRW20827.1 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit mitochondrial [Chlorella sorokiniana]	XP_005848157.1 hypothetical protein CHLNCDRAFT_145521 [Chlorella variabilis]
OG0002426	PRW57302.1 Calcium-transporting endoplasmic reticulum-type [Chlorella sorokiniana]	XP_005847889.1 hypothetical protein CHLNCDRAFT_145247 [Chlorella variabilis]
OG0002427	PRW58936.1 Eukaryotic translation initiation factor 5B [Chlorella sorokiniana]	XP_005849698.1 hypothetical protein CHLNCDRAFT_34815 [Chlorella variabilis]
OG0002428	PRW57236.1 ubiquinone biosynthesis methyltransferase [Chlorella sorokiniana]	XP_005848063.1 hypothetical protein CHLNCDRAFT_145276 [Chlorella variabilis]
OG0002429	PRW57070.1 putative U6 snRNA-associated Sm LSm4 [Chlorella sorokiniana]	XP_005847890.1 hypothetical protein CHLNCDRAFT_22901 [Chlorella variabilis]
OG0002430	PRW32849.1 S-adenosyl-L-homocysteine hydrolase [Chlorella sorokiniana]	XP_005843353.1 S-adenosyl-L-homocysteine hydrolase [Chlorella variabilis]
OG0002431	PRW56949.1 putative chlorophyll_ide_ b reductase chloroplastic isoform B [Chlorella sorokiniana], PRW56950.1 putative chlorophyll_ide_ b reductase chloroplastic isoform A [Chlorella sorokiniana]	XP_005847895.1 hypothetical protein CHLNCDRAFT_57711 [Chlorella variabilis]
OG0002432	PRW57247.1 heat shock 70B [Chlorella sorokiniana]	XP_005848047.1 heat shock protein 70B [Chlorella variabilis]
OG0002433	PRW56928.1 mitochondrial iron import [Chlorella sorokiniana]	XP_005848065.1 hypothetical protein CHLNCDRAFT_145279 [Chlorella variabilis]
OG0002434	PRW60227.1 rhamnose biosynthetic enzyme 1 [Chlorella sorokiniana]	XP_005851985.1 hypothetical protein CHLNCDRAFT_132889 [Chlorella variabilis]
OG0002435	PRW59081.1 DEAD-box ATP-dependent RNA helicase 20-like [Chlorella sorokiniana]	XP_005849797.1 hypothetical protein CHLNCDRAFT_34665 [Chlorella variabilis]
OG0002436	PRW59263.1 exportin-T isoform X1 [Chlorella sorokiniana]	XP_005849480.1 hypothetical protein CHLNCDRAFT_142773 [Chlorella variabilis]
OG0002437	PRW58791.1 ALBINO3 chloroplastic [Chlorella sorokiniana]	XP_005849475.1 hypothetical protein CHLNCDRAFT_142761 [Chlorella variabilis]
OG0002438	PRW59265.1 pre translocase subunit [Chlorella sorokiniana]	XP_005843422.1 hypothetical protein CHLNCDRAFT_7118_ partial [Chlorella variabilis]
OG0002439	PRW58988.1 UPF0586 C9orf41 [Chlorella sorokiniana]	XP_005849465.1 hypothetical protein CHLNCDRAFT_142741 [Chlorella variabilis]
OG0002440	PRW50958.1 DNA cross-link repair SNM1 isoform X1 [Chlorella sorokiniana]	XP_005848921.1 hypothetical protein CHLNCDRAFT_144365 [Chlorella variabilis]
OG0002441	PRW59335.1 Phosphoribosylaminoimidazole-succinocarboxam ide chloroplastic [Chlorella sorokiniana]	XP_005849743.1 hypothetical protein CHLNCDRAFT_21048 [Chlorella variabilis]
OG0002442	PRW59224.1 hypothetical protein C2E21_2083 [Chlorella sorokiniana]	XP_005849476.1 hypothetical protein CHLNCDRAFT_142764 [Chlorella variabilis]
OG0002443	PRW59729.1 Choline ethanolamine kinase [Chlorella sorokiniana]	XP_005845400.1 hypothetical protein CHLNCDRAFT_136960 [Chlorella variabilis]
OG0002445	PRW45130.1 peptidyl-prolyl cis-trans isomerase CYP22 isoform X1 [Chlorella sorokiniana]	XP_005848531.1 hypothetical protein CHLNCDRAFT_22373 [Chlorella variabilis]
OG0002446	PRW50844.1 Translational activator GCN1 isoform B [Chlorella sorokiniana], PRW50843.1 Translational activator GCN1 isoform A [Chlorella sorokiniana]	XP_005848684.1 hypothetical protein CHLNCDRAFT_144295 [Chlorella variabilis]
OG0002447	PRW59004.1 Peroxisome biogenesis 5 [Chlorella sorokiniana]	XP_005849526.1 hypothetical protein CHLNCDRAFT_21245 [Chlorella variabilis]
OG0002448	PRW60053.1 Xanthine dehydrogenase [Chlorella sorokiniana]	XP_005845405.1 hypothetical protein CHLNCDRAFT_136969 [Chlorella variabilis]
OG0002449	PRW51047.1 YIPF5-like protein [Chlorella sorokiniana]	XP_005848718.1 hypothetical protein CHLNCDRAFT_144382 [Chlorella variabilis]
OG0002450	PRW58899.1 rubisco small subunit N-methyltransferase [Chlorella sorokiniana]	XP_005849536.1 hypothetical protein CHLNCDRAFT_142903 [Chlorella variabilis]
OG0002451	PRW45238.1 nifU mitochondrial [Chlorella sorokiniana]	XP_005848344.1 hypothetical protein CHLNCDRAFT_48753 [Chlorella variabilis]
OG0002452	PRW50845.1 mitochondrial import inner membrane translocase subunit tim16-like isoform A [Chlorella sorokiniana], PRW50846.1 mitochondrial import inner membrane translocase subunit tim16-like isoform B [Chlorella sorokiniana]	XP_005848919.1 hypothetical protein CHLNCDRAFT_144360 [Chlorella variabilis]
OG0002453	PRW34063.1 EXECUTER chloroplastic [Chlorella sorokiniana]	XP_005849264.1 hypothetical protein CHLNCDRAFT_51231 [Chlorella variabilis]
OG0002454	PRW59583.1 ankyrin repeat [Chlorella sorokiniana]	XP_005845395.1 hypothetical protein CHLNCDRAFT_25875 [Chlorella variabilis]
OG0002455	PRW20668.1 adenylate kinase [Chlorella sorokiniana]	XP_005843948.1 hypothetical protein CHLNCDRAFT_59789 [Chlorella variabilis]
OG0002456	PRW21001.1 aldehyde dehydrogenase [Chlorella sorokiniana]	XP_005844734.1 hypothetical protein CHLNCDRAFT_32475 [Chlorella variabilis]
OG0002458	PRW60225.1 UPF0568 C14orf166-like protein [Chlorella sorokiniana]	XP_005852019.1 hypothetical protein CHLNCDRAFT_18675 [Chlorella variabilis]
OG0002459	PRW59563.1 glutathione S-transferase isoform B [Chlorella sorokiniana], PRW59564.1 glutathione S-transferase isoform A [Chlorella sorokiniana]	XP_005845396.1 hypothetical protein CHLNCDRAFT_58587 [Chlorella variabilis]
OG0002461	PRW58994.1 peroxisome biogenesis 2 isoform X1 [Chlorella sorokiniana]	XP_005849658.1 hypothetical protein CHLNCDRAFT_34767 [Chlorella variabilis]
OG0002462	PRW20559.1 hypothetical protein C2E21_8897 [Chlorella sorokiniana]	XP_005844648.1 hypothetical protein CHLNCDRAFT_138988 [Chlorella variabilis]
OG0002463	PRW60318.1 hypothetical protein C2E21_0727 [Chlorella sorokiniana]	XP_005851993.1 hypothetical protein CHLNCDRAFT_33435 [Chlorella variabilis]
OG0002464	PRW57116.1 putative alpha_alpha-trehalose-phosphate synthase [UDP-forming] 7 [Chlorella sorokiniana]	XP_005847944.1 hypothetical protein CHLNCDRAFT_57750 [Chlorella variabilis]
OG0002465	PRW44413.1 DNA replication licensing factor MCM3 [Chlorella sorokiniana]	XP_005845541.1 hypothetical protein CHLNCDRAFT_25737 [Chlorella variabilis]
OG0002466	PRW44355.1 G8 domain-containing [Chlorella sorokiniana]	XP_005847424.1 hypothetical protein CHLNCDRAFT_134306 [Chlorella variabilis]
OG0002467	PRW60191.1 tyrosine phosphatase [Chlorella sorokiniana]	XP_005852009.1 hypothetical protein CHLNCDRAFT_49342 [Chlorella variabilis]
OG0002468	PRW21088.1 Peptide-N_4_-_N-acetyl-beta-D-glucosaminyl_a sparagine amidase F [Chlorella sorokiniana], PRW45563.1 Peptide-N_4_-_N-acetyl-beta-D-glucosaminyl_a sparagine amidase F [Chlorella sorokiniana]	XP_005844766.1 hypothetical protein CHLNCDRAFT_58796_ partial [Chlorella variabilis]
OG0002470	PRW44322.1 Surfeit locus 1 [Chlorella sorokiniana]	XP_005847527.1 hypothetical protein CHLNCDRAFT_134584 [Chlorella variabilis]
OG0002471	PRW21108.1 multidrug resistance-associated 1 isoform X3 [Chlorella sorokiniana]	XP_005844664.1 hypothetical protein CHLNCDRAFT_138549 [Chlorella variabilis]
OG0002472	PRW21004.1 Vacuolar transporter chaperone 1 [Chlorella sorokiniana]	XP_005844789.1 hypothetical protein CHLNCDRAFT_138670 [Chlorella variabilis]
OG0002473	PRW34096.1 RNA polymerase I-specific transcription initiation factor RRN3-like [Chlorella sorokiniana]	XP_005844143.1 hypothetical protein CHLNCDRAFT_54625 [Chlorella variabilis]
OG0002474	PRW57074.1 carboxyl-terminal-processing peptidase chloroplastic [Chlorella sorokiniana]	XP_005847884.1 hypothetical protein CHLNCDRAFT_30937 [Chlorella variabilis]
OG0002475	PRW60493.1 ATP-dependent helicase hrq1 isoform X1 [Chlorella sorokiniana]	XP_005852088.1 hypothetical protein CHLNCDRAFT_133118 [Chlorella variabilis]
OG0002476	PRW60821.1 traB domain-containing -like [Chlorella sorokiniana]	XP_005852124.1 hypothetical protein CHLNCDRAFT_59535 [Chlorella variabilis]
OG0002477	PRW45416.1 transcription elongation factor SPT6 isoform B [Chlorella sorokiniana], PRW45415.1 transcription elongation factor SPT6 isoform A [Chlorella sorokiniana]	XP_005846777.1 hypothetical protein CHLNCDRAFT_58171 [Chlorella variabilis]
OG0002479	PRW57519.1 putative aarF domain-containing kinase chloroplastic [Chlorella sorokiniana]	XP_005847880.1 hypothetical protein CHLNCDRAFT_57703 [Chlorella variabilis]
OG0002480	PRW20735.1 ELC-like [Chlorella sorokiniana]	XP_005843933.1 hypothetical protein CHLNCDRAFT_139682 [Chlorella variabilis]
OG0002481	PRW59048.1 60S ribosomal L38 [Chlorella sorokiniana]	XP_005849842.1 hypothetical protein CHLNCDRAFT_143002 [Chlorella variabilis]
OG0002482	PRW44618.1 Exosome complex exonuclease RRP44 [Chlorella sorokiniana]	XP_005847279.1 hypothetical protein CHLNCDRAFT_35599 [Chlorella variabilis]
OG0002483	PRW59022.1 DEAD-box ATP-dependent RNA helicase 8 [Chlorella sorokiniana]	XP_005849570.1 hypothetical protein CHLNCDRAFT_56077 [Chlorella variabilis]
OG0002484	PRW60717.1 serine threonine phosphatase 2A 57 kDa regulatory subunit B theta isoform-like [Chlorella sorokiniana]	XP_005852026.1 hypothetical protein CHLNCDRAFT_55925 [Chlorella variabilis]
OG0002485	PRW45653.1 Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase mitochondrial [Chlorella sorokiniana]	XP_005845047.1 hypothetical protein CHLNCDRAFT_58670 [Chlorella variabilis]
OG0002486	PRW57506.1 Proline dehydrogenase [Chlorella sorokiniana]	XP_005847946.1 hypothetical protein CHLNCDRAFT_145399 [Chlorella variabilis]
OG0002487	PRW60620.1 homocysteine S-methyltransferase isoform A [Chlorella sorokiniana], PRW60619.1 homocysteine S-methyltransferase isoform B [Chlorella sorokiniana]	XP_005851672.1 hypothetical protein CHLNCDRAFT_132909 [Chlorella variabilis]
OG0002488	PRW20167.1 Oxidoreductase NAD-binding Rossmann fold [Chlorella sorokiniana]	XP_005842956.1 expressed protein [Chlorella variabilis]
OG0002489	PRW20336.1 UDP-N-acetylglucosamine transferase subunit ALG14-like protein [Chlorella sorokiniana]	XP_005843739.1 hypothetical protein CHLNCDRAFT_27798_ partial [Chlorella variabilis]
OG0002490	PRW20642.1 U3 small nucleolar RNA-associated 15 [Chlorella sorokiniana]	XP_005843896.1 hypothetical protein CHLNCDRAFT_139756 [Chlorella variabilis]
OG0002491	PRW56036.1 AP-4 complex subunit mu [Chlorella sorokiniana]	XP_005850669.1 hypothetical protein CHLNCDRAFT_140708 [Chlorella variabilis]
OG0002492	PRW56061.1 photosystem I reaction center subunit III [Chlorella sorokiniana]	XP_005850956.1 hypothetical protein CHLNCDRAFT_29874 [Chlorella variabilis]
OG0002493	PRW32984.1 ubiquinone biosynthesis [Chlorella sorokiniana]	XP_005843392.1 hypothetical protein CHLNCDRAFT_141230 [Chlorella variabilis]
OG0002494	PRW59759.1 putative sucrose-phosphate synthase 3 isoform X1 [Chlorella sorokiniana]	XP_005846387.1 hypothetical protein CHLNCDRAFT_36181_ partial [Chlorella variabilis]
OG0002495	PRW20902.1 Geranylgeranyl transferase type-2 subunit alpha [Chlorella sorokiniana]	XP_005847979.1 hypothetical protein CHLNCDRAFT_145482 [Chlorella variabilis]
OG0002496	PRW20894.1 folate-biopterin transporter chloroplastic [Chlorella sorokiniana]	XP_005848190.1 hypothetical protein CHLNCDRAFT_22994 [Chlorella variabilis]
OG0002497	PRW56023.1 type II cytoskeletal 2 epidermal [Chlorella sorokiniana]	XP_005850668.1 hypothetical protein CHLNCDRAFT_140706 [Chlorella variabilis]
OG0002498	PRW60629.1 hypothetical protein C2E21_0788 [Chlorella sorokiniana]	XP_005852028.1 hypothetical protein CHLNCDRAFT_49364 [Chlorella variabilis]
OG0002499	PRW55969.1 RNA binding rRNA processing [Chlorella sorokiniana]	XP_005850958.1 hypothetical protein CHLNCDRAFT_19641 [Chlorella variabilis]
OG0002500	PRW58842.1 CD2 antigen cytoplasmic tail-binding 2 [Chlorella sorokiniana]	XP_005849831.1 hypothetical protein CHLNCDRAFT_142977 [Chlorella variabilis]
OG0002501	PRW20751.1 survival of motor neuron-related-splicing factor 30 [Chlorella sorokiniana]	XP_005843953.1 hypothetical protein CHLNCDRAFT_59114 [Chlorella variabilis]
OG0002502	PRW57084.1 N-alpha-acetyltransferase auxiliary subunit [Chlorella sorokiniana]	XP_005847916.1 hypothetical protein CHLNCDRAFT_35269 [Chlorella variabilis]
OG0002503	PRW20900.1 RRP5-like protein [Chlorella sorokiniana]	XP_005848197.1 hypothetical protein CHLNCDRAFT_145628 [Chlorella variabilis]
OG0002504	PRW60420.1 elongator complex 4 [Chlorella sorokiniana]	XP_005852033.1 hypothetical protein CHLNCDRAFT_132996 [Chlorella variabilis]
OG0002505	PRW44435.1 DNA methyltransferase 1-associated 1 [Chlorella sorokiniana]	XP_005847468.1 hypothetical protein CHLNCDRAFT_57975 [Chlorella variabilis]
OG0002506	PRW20976.1 calcium-transporting ATPase endoplasmic reticulum-type isoform A [Chlorella sorokiniana], PRW20975.1 calcium-transporting ATPase endoplasmic reticulum-type isoform B [Chlorella sorokiniana]	XP_005844682.1 hypothetical protein CHLNCDRAFT_138588 [Chlorella variabilis]
OG0002507	PRW20957.1 RING finger 121 [Chlorella sorokiniana]	XP_005848133.1 hypothetical protein CHLNCDRAFT_145468 [Chlorella variabilis]
OG0002508	PRW20749.1 Serine threonine- kinase rio2 [Chlorella sorokiniana]	XP_005843946.1 hypothetical protein CHLNCDRAFT_27453_ partial [Chlorella variabilis]
OG0002509	PRW45723.1 la 1 [Chlorella sorokiniana]	XP_005846785.1 hypothetical protein CHLNCDRAFT_135301 [Chlorella variabilis]
OG0002510	PRW45691.1 serine threonine- kinase receptor R831 [Chlorella sorokiniana], PRW45678.1 serine threonine- kinase [Chlorella sorokiniana], PRW45562.1 serine threonine- kinase receptor R831 [Chlorella sorokiniana]	XP_005845101.1 hypothetical protein CHLNCDRAFT_137446 [Chlorella variabilis]
OG0002512	PRW56066.1 NIPSNAP-related _ISS_ [Chlorella sorokiniana]	XP_005850738.1 hypothetical protein CHLNCDRAFT_56980 [Chlorella variabilis]
OG0002513	PRW58159.1 auxin efflux carrier [Chlorella sorokiniana]	XP_005851363.1 hypothetical protein CHLNCDRAFT_56646 [Chlorella variabilis]
OG0002514	PRW58257.1 3-hydroxybutyrate dehydrogenase [Chlorella sorokiniana]	XP_005851358.1 hypothetical protein CHLNCDRAFT_19172_ partial [Chlorella variabilis]
OG0002515	PRW60133.1 MLO 11 [Chlorella sorokiniana]	XP_005842835.1 hypothetical protein CHLNCDRAFT_55622 [Chlorella variabilis]
OG0002516	PRW58119.1 hypothetical protein C2E21_2721 [Chlorella sorokiniana]	XP_005851367.1 hypothetical protein CHLNCDRAFT_19181_ partial [Chlorella variabilis]
OG0002517	PRW33303.1 mediator of RNA polymerase II transcription subunit 31 [Chlorella sorokiniana]	XP_005844826.1 hypothetical protein CHLNCDRAFT_138261 [Chlorella variabilis]
OG0002518	PRW57124.1 DNA replication licensing factor MCM7 [Chlorella sorokiniana]	XP_005847176.1 hypothetical protein CHLNCDRAFT_52849 [Chlorella variabilis]
OG0002519	PRW60079.1 putative serine threonine- kinase GCN2 isoform X2 [Chlorella sorokiniana]	XP_005846337.1 hypothetical protein CHLNCDRAFT_135753 [Chlorella variabilis]
OG0002520	PRW44450.1 ankyrin repeat [Chlorella sorokiniana]	XP_005847375.1 hypothetical protein CHLNCDRAFT_134191 [Chlorella variabilis]
OG0002521	PRW05774.1 metal ABC transporter permease isoform B [Chlorella sorokiniana], PRW05775.1 metal ABC transporter permease isoform A [Chlorella sorokiniana]	XP_005846076.1 hypothetical protein CHLNCDRAFT_7051_ partial [Chlorella variabilis]
OG0002522	PRW39363.1 50S ribosomal L22-like isoform X2 isoform A [Chlorella sorokiniana], PRW39364.1 50S ribosomal L22-like isoform X2 isoform B [Chlorella sorokiniana]	XP_005845975.1 hypothetical protein CHLNCDRAFT_136009 [Chlorella variabilis]
OG0002523	PRW05791.1 mitotic checkpoint serine threonine- kinase BUB1 [Chlorella sorokiniana]	XP_005845942.1 hypothetical protein CHLNCDRAFT_135925 [Chlorella variabilis]
OG0002524	PRW57355.1 60S ribosomal L44 [Chlorella sorokiniana]	XP_005846917.1 hypothetical protein CHLNCDRAFT_134811 [Chlorella variabilis]
OG0002525	PRW44303.1 dimethyladenosine transferase [Chlorella sorokiniana]	XP_005847372.1 hypothetical protein CHLNCDRAFT_23464 [Chlorella variabilis]
OG0002526	PRW60825.1 ribosome-recycling chloroplastic [Chlorella sorokiniana]	XP_005851732.1 hypothetical protein CHLNCDRAFT_29191 [Chlorella variabilis]
