Orthogroup	Chlorella_Sorokiniana1602	Chlorella_KRBP
OG0001581	PRW60999.1 cysteine desulfurase [Chlorella sorokiniana]	QAXK01003468.1_8146-4525
OG0001582	PRW58496.1 SNF1-related kinase regulatory subunit beta-2 [Chlorella sorokiniana]	QAXK01003110.1_3669-4960
OG0001592	PRW58427.1 AMP deaminase [Chlorella sorokiniana]	QAXK01004995.1_4321-153
OG0001595	PRW58810.1 DEAD-box ATP-dependent RNA helicase 38 [Chlorella sorokiniana]	QAXK01003821.1_4511-8191
OG0001599	PRW45722.1 CPLD51 required for cyt b6 assembly [Chlorella sorokiniana]	QAXK01001163.1_31234-32344
OG0001602	PRW18339.1 translation factor-like [Chlorella sorokiniana], PRW58529.1 GTPase [Chlorella sorokiniana]	QAXK01009112.1_2932-1649
OG0001606	PRW33977.1 Cysteinyl-tRNA synthetase isoform C [Chlorella sorokiniana], PRW33976.1 Cysteinyl-tRNA synthetase isoform B [Chlorella sorokiniana], PRW33975.1 Cysteinyl-tRNA synthetase isoform A [Chlorella sorokiniana]	QAXK01001551.1_37852-43451
OG0001618	PRW57104.1 beta-hydroxyacyl-ACP dehydratase [Chlorella sorokiniana]	QAXK01003579.1_4454-5700
OG0001620	PRW56104.1 kinase [Chlorella sorokiniana]	QAXK01004906.1_4885-7564
OG0001624	PRW58987.1 peroxisomal membrane 13 [Chlorella sorokiniana]	QAXK01001935.1_7191-6190
OG0001625	PRW20520.1 pyridoxamine 5 -phosphate oxidase [Chlorella sorokiniana]	QAXK01008598.1_11627-10467
OG0001666	PRW57509.1 transketolase 7 [Chlorella sorokiniana]	QAXK01000648.1_7716-3949
OG0001670	PRW57872.1 glutamate-1-semialdehyde aminotransferase [Chlorella sorokiniana]	QAXK01001801.1_20671-18627
OG0001676	PRW61530.1 transportin-1-like isoform X1 [Chlorella sorokiniana]	QAXK01000084.1_15952-9180
OG0001677	PRW59793.1 Cyclic pyranopterin monophosphate mitochondrial [Chlorella sorokiniana]	QAXK01006154.1_7199-4782
OG0001679	PRW61625.1 mitochondrial acidic [Chlorella sorokiniana]	QAXK01005586.1_4660-3715
OG0001681	PRW61378.1 putative phosphoribosylformylglycinamidine chloroplastic mitochondrial [Chlorella sorokiniana]	QAXK01003694.1_10054-1111
OG0001683	PRW61408.1 nifU chloroplastic isoform B [Chlorella sorokiniana], PRW61409.1 nifU chloroplastic isoform A [Chlorella sorokiniana]	QAXK01005873.1_4902-1877
OG0001684	PRW61441.1 Eukaryotic translation initiation factor 4G [Chlorella sorokiniana]	QAXK01001160.1_46203-44172
OG0001686	PRW61204.1 clathrin heavy chain [Chlorella sorokiniana]	QAXK01001518.1_29154-38461
OG0001687	PRW39378.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 [Chlorella sorokiniana]	QAXK01011350.1_4968-4302
OG0001689	PRW57945.1 Proteasome subunit beta type-7-A [Chlorella sorokiniana]	QAXK01000325.1_49285-50693
OG0001691	PRW33160.1 D-lactate dehydrogenase [Chlorella sorokiniana]	QAXK01009543.1_7053-9512
OG0001694	PRW39130.1 MAK16-like protein [Chlorella sorokiniana]	QAXK01004860.1_550-2257
OG0001698	PRW61225.1 putative transaldolase [Chlorella sorokiniana]	QAXK01011739.1_15998-17366
OG0001700	PRW57263.1 heat shock 70 kDa 14-like [Chlorella sorokiniana]	QAXK01001944.1_5351-7976
OG0001702	PRW20843.1 biotin synthase [Chlorella sorokiniana]	QAXK01000864.1_61145-62900
OG0001703	PRW18370.1 DNA polymerase alpha subunit B [Chlorella sorokiniana]	QAXK01003602.1_34329-32576
OG0001704	PRW58972.1 transmembrane CLPTM1 family [Chlorella sorokiniana]	QAXK01008991.1_236-2513
OG0001705	PRW60798.1 aspartyl-tRNA synthetase [Chlorella sorokiniana]	QAXK01002478.1_7313-12188
OG0001708	PRW59158.1 PHD finger ING1-like [Chlorella sorokiniana]	QAXK01014303.1_4896-6584
OG0001709	PRW20824.1 Ankyrin repeat [Chlorella sorokiniana]	QAXK01018148.1_4196-2780
OG0001712	PRW58824.1 60S ribosomal L13a-4 [Chlorella sorokiniana]	QAXK01008136.1_3960-6111
OG0001713	PRW57128.1 putative lysine--tRNA cytoplasmic [Chlorella sorokiniana]	QAXK01001137.1_1588-5821
OG0001714	PRW50806.1 hypothetical protein C2E21_5481 [Chlorella sorokiniana]	QAXK01014632.1_3916-2466
OG0001715	PRW44987.1 bifunctional dihydrofolate reductase-thymidylate synthase [Chlorella sorokiniana]	QAXK01004338.1_24179-21163
OG0001716	PRW59262.1 NADH_ubiquinone oxidoreductase 24 kDa subunit [Chlorella sorokiniana]	QAXK01000646.1_3437-2178
OG0001718	PRW59087.1 U3 small nucleolar ribonucleo MPP10-like isoform X1 [Chlorella sorokiniana]	QAXK01002273.1_1901-3023
OG0001719	PRW50899.1 TCP-1 cpn60 chaperonin family [Chlorella sorokiniana]	QAXK01013811.1_5298-9155
OG0001724	PRW21089.1 methyltransferase 5 isoform X1 [Chlorella sorokiniana]	QAXK01006565.1_2429-269
OG0001728	PRW59438.1 40S ribosomal S19-1 [Chlorella sorokiniana]	QAXK01001807.1_1026-15
OG0001729	PRW20890.1 heat shock 40 kDa [Chlorella sorokiniana]	QAXK01006338.1_1051-28
OG0001737	PRW57092.1 splicing factor U2af small subunit B-like [Chlorella sorokiniana]	QAXK01014793.1_2710-905
OG0001738	PRW59012.1 peroxisome biogenesis 12 [Chlorella sorokiniana]	QAXK01000446.1_74898-73132
OG0001743	PRW45593.1 26S protease regulatory subunit 8-like protein A [Chlorella sorokiniana]	QAXK01001289.1_5327-2954
OG0001744	PRW57032.1 microtubule-associated RP EB family member 1C [Chlorella sorokiniana]	QAXK01016939.1_17085-19159
OG0001748	PRW59933.1 sterol 14 desaturase [Chlorella sorokiniana]	QAXK01007592.1_13848-10196
OG0001750	PRW60049.1 tubulin-folding cofactor C-like [Chlorella sorokiniana]	QAXK01018869.1_1324-446
OG0001751	PRW20892.1 DNA ligase 1-like [Chlorella sorokiniana]	QAXK01000276.1_2022-2543
OG0001756	PRW60325.1 elongation factor G- chloroplastic [Chlorella sorokiniana]	QAXK01004906.1_9592-13569
OG0001760	PRW59094.1 putative S-acyltransferase 14 [Chlorella sorokiniana]	QAXK01008046.1_15224-18152
OG0001763	PRW60279.1 CLP1-like protein [Chlorella sorokiniana]	QAXK01006402.1_6220-3948
OG0001770	PRW57448.1 ATP synthase gamma chloroplastic [Chlorella sorokiniana]	QAXK01001922.1_7027-5313
OG0001772	PRW51155.1 D-aspartate oxidase [Chlorella sorokiniana]	QAXK01010435.1_780-2170
OG0001778	PRW33277.1 IMP dehydrogenase [Chlorella sorokiniana]	QAXK01006312.1_5841-2543
OG0001780	PRW61211.1 putative inactive serine threonine- kinase scy1 isoform X1 [Chlorella sorokiniana]	QAXK01003072.1_7601-12066
OG0001782	PRW61586.1 HGH1-like protein [Chlorella sorokiniana]	QAXK01000627.1_25854-27382
OG0001783	PRW59520.1 phosphoribosylaminoimidazole chloroplastic [Chlorella sorokiniana]	QAXK01004723.1_8556-4882
OG0001788	PRW44555.1 J domain-containing spf31 [Chlorella sorokiniana]	QAXK01008099.1_16922-14889
OG0001790	PRW57449.1 coatomer subunit gamma [Chlorella sorokiniana]	QAXK01000362.1_13682-19843
OG0001792	PRW60958.1 50S ribosomal L1 [Chlorella sorokiniana]	QAXK01002348.1_22026-23431
OG0001794	PRW56974.1 Eukaryotic translation initiation factor 3 subunit G [Chlorella sorokiniana]	QAXK01000643.1_10651-8242
OG0001801	PRW57303.1 tobamovirus multiplication 1-like [Chlorella sorokiniana]	QAXK01000208.1_37779-38874
OG0001806	PRW61534.1 ATP-binding cassette superfamily [Chlorella sorokiniana]	QAXK01005447.1_6594-9151
OG0001810	PRW59206.1 embryonic stem cell-specific 5-hydroxymethylcytosine-binding -like [Chlorella sorokiniana]	QAXK01011106.1_2568-3152
OG0001812	PRW57265.1 coatomer subunit beta-1 [Chlorella sorokiniana]	QAXK01006399.1_9428-14604
OG0001813	PRW57266.1 phenylalanine--tRNA chloroplastic mitochondrial [Chlorella sorokiniana]	QAXK01000513.1_11487-8211
OG0001818	PRW56663.1 60S acidic ribosomal P0 [Chlorella sorokiniana]	QAXK01004132.1_4579-6060
OG0001821	PRW59996.1 serine threonine- phosphatase BSL3 [Chlorella sorokiniana]	QAXK01004177.1_17288-11319
OG0001824	PRW56403.1 methionine aminopeptidase 2B-like [Chlorella sorokiniana]	QAXK01003744.1_2800-6411
OG0001826	PRW56475.1 T-complex 1 subunit theta [Chlorella sorokiniana]	QAXK01000105.1_5499-2693
OG0001832	PRW20907.1 bifunctional dethiobiotin synthetase 7_8-diamino-pelargonic acid mitochondrial [Chlorella sorokiniana]	QAXK01005654.1_7220-1642
OG0001837	PRW32576.1 AICARFT IMPCHase bienzyme family [Chlorella sorokiniana]	QAXK01000842.1_51041-53429
OG0001838	PRW61435.1 pre-rRNA-processing TSR1-like protein [Chlorella sorokiniana]	QAXK01003976.1_8556-3734
OG0001841	PRW33209.1 ABC transporter F family member 5 [Chlorella sorokiniana]	QAXK01000976.1_10766-5866
OG0001842	PRW56938.1 acyl-ACP thioesterase [Chlorella sorokiniana]	QAXK01006275.1_27485-25822
OG0001843	PRW57397.1 eukaryotic translation initiation factor 2 subunit gamma-like [Chlorella sorokiniana]	QAXK01004149.1_22375-24958
OG0001845	PRW55917.1 N6-adenosine-methyltransferase 70 kDa subunit [Chlorella sorokiniana]	QAXK01001702.1_1666-273
OG0001847	PRW61345.1 transport Sec61 subunit alpha-like [Chlorella sorokiniana]	QAXK01009311.1_428-2889
OG0001849	PRW20710.1 Protochlorophyllide chloroplastic [Chlorella sorokiniana]	QAXK01007671.1_6596-4238
OG0001855	PRW56016.1 Splicing factor 3B subunit 4 [Chlorella sorokiniana]	QAXK01000335.1_27254-25603
OG0001856	PRW20763.1 uracil phosphoribosyltransferase [Chlorella sorokiniana]	QAXK01003506.1_17890-19170
OG0001857	PRW60009.1 GTP-binding nuclear Ran [Chlorella sorokiniana]	QAXK01002176.1_5254-6169
OG0001858	PRW45027.1 60S ribosomal L8 [Chlorella sorokiniana]	QAXK01017983.1_2022-269
OG0001860	PRW44926.1 putative phenylalanine--tRNA ligase alpha subunit [Chlorella sorokiniana]	QAXK01000036.1_15496-18071
OG0001861	PRW44911.1 GMP synthase [glutamine-hydrolyzing] [Chlorella sorokiniana]	QAXK01001933.1_13708-11461
OG0001862	PRW45216.1 transport yif1 [Chlorella sorokiniana]	QAXK01002439.1_1431-31
OG0001863	PRW45270.1 SEC1 family transport SLY1 [Chlorella sorokiniana]	QAXK01000006.1_11270-7049
OG0001864	PRW45066.1 tRNA wybutosine-synthesizing 4 [Chlorella sorokiniana]	QAXK01001807.1_30588-28596
OG0001866	PRW57927.1 importin beta-like SAD2 [Chlorella sorokiniana]	QAXK01004671.1_3332-9990
OG0001867	PRW44841.1 putative complex I intermediate-associated 30 [Chlorella sorokiniana]	QAXK01006658.1_2089-1110
OG0001868	PRW61271.1 vacuolar sorting-associated 18-like protein [Chlorella sorokiniana]	QAXK01018034.1_4900-2264
OG0001870	PRW50849.1 CAS1 domain-containing 1 [Chlorella sorokiniana]	QAXK01007444.1_11468-13953
OG0001871	PRW60447.1 transmembrane 120-like protein [Chlorella sorokiniana]	QAXK01000027.1_14275-12645
OG0001873	PRW60219.1 hypothetical protein C2E21_1074 [Chlorella sorokiniana]	QAXK01003671.1_1285-5252
OG0001874	PRW60671.1 Alcohol dehydrogenase class-3 [Chlorella sorokiniana]	QAXK01002443.1_10680-7074
OG0001879	PRW45074.1 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Chlorella sorokiniana]	QAXK01014786.1_3020-29
OG0001880	PRW59805.1 ubiquitin carboxyl-terminal hydrolase 6 [Chlorella sorokiniana]	QAXK01014616.1_960-3765
OG0001882	PRW60817.1 pyridoxine biosynthesis isoform A [Chlorella sorokiniana], PRW60818.1 pyridoxine biosynthesis isoform B [Chlorella sorokiniana]	QAXK01001694.1_21339-20476
OG0001883	PRW45076.1 Eukaryotic translation initiation factor 3 subunit I [Chlorella sorokiniana]	QAXK01000225.1_2559-365
OG0001887	PRW39352.1 vacuolar sorting-associated 22-like protein 1 [Chlorella sorokiniana]	QAXK01004187.1_1760-33
OG0001888	PRW50858.1 26S proteasome non-ATPase regulatory subunit 12 [Chlorella sorokiniana]	QAXK01016711.1_4152-7100
OG0001890	PRW60955.1 phosphatase methylesterase 1 [Chlorella sorokiniana]	QAXK01010406.1_2162-130
OG0001893	PRW20210.1 Phosducin 3 [Chlorella sorokiniana]	QAXK01002579.1_17292-15497
OG0001895	PRW59909.1 N-acetyl-gamma-glutamyl-phosphate reductase [Chlorella sorokiniana]	QAXK01016971.1_2990-681
OG0001898	PRW59743.1 non-canonical poly_A_ RNA polymerase PAPD5 [Chlorella sorokiniana]	QAXK01001156.1_3180-1500
OG0001900	PRW59790.1 ubiquitin fusion degradation 1-like protein isoform X1 [Chlorella sorokiniana]	QAXK01009399.1_423-2536
OG0001902	PRW59947.1 tRNA-splicing ligase-like protein [Chlorella sorokiniana]	QAXK01008314.1_4813-7042
OG0001907	PRW60054.1 Histone acetyltransferase GCN5 [Chlorella sorokiniana]	QAXK01003345.1_36704-34696
OG0001911	PRW59871.1 GDP-Man_Man_3_ c_2_-PP-Dol alpha-1_2-mannosyltransferase [Chlorella sorokiniana]	QAXK01003378.1_5209-366
OG0001915	PRW44422.1 E3 ubiquitin- ligase HERC2 [Chlorella sorokiniana]	QAXK01004688.1_3441-5908
OG0001916	PRW50848.1 DNA repair [Chlorella sorokiniana]	QAXK01001344.1_15728-16873
OG0001917	PRW20828.1 hypothetical protein C2E21_8674 [Chlorella sorokiniana]	QAXK01010657.1_2437-238
OG0001918	PRW32585.1 acetylornithine mitochondrial-like [Chlorella sorokiniana]	QAXK01003671.1_14459-17304
OG0001919	PRW58508.1 acetolactate synthase small subunit chloroplastic-like [Chlorella sorokiniana]	QAXK01001468.1_4935-8852
OG0001920	PRW58227.1 peptidyl-prolyl cis-trans isomerase CYP57 [Chlorella sorokiniana]	QAXK01000770.1_6276-4831
OG0001921	PRW33172.1 V-type proton ATPase subunit d2 [Chlorella sorokiniana]	QAXK01004635.1_12023-13891
OG0001922	PRW20787.1 kinesin-like calmodulin-binding [Chlorella sorokiniana]	QAXK01011133.1_12839-6837
OG0001928	PRW58502.1 arogenate prephenate dehydrogenase [Chlorella sorokiniana]	QAXK01003150.1_16472-17917
OG0001930	PRW33222.1 coatomer subunit delta-like isoform A [Chlorella sorokiniana], PRW33221.1 coatomer subunit delta-like isoform B [Chlorella sorokiniana]	QAXK01003163.1_7337-4796
OG0001931	PRW33309.1 60S ribosomal L4 isoform B [Chlorella sorokiniana], PRW33308.1 60S ribosomal L4 isoform A [Chlorella sorokiniana]	QAXK01002575.1_2869-493
OG0001934	PRW20195.1 RCC2-like protein [Chlorella sorokiniana]	QAXK01001681.1_35798-38541
OG0001935	PRW56586.1 NADH dehydrogenase [ubiquinone] iron-sulfur mitochondrial [Chlorella sorokiniana]	QAXK01001208.1_4428-3497
OG0001936	PRW20552.1 mitochondrial phosphate carrier mitochondrial-like [Chlorella sorokiniana]	QAXK01000947.1_9658-8064
OG0001937	PRW58527.1 serine threonine- kinase RIO1-like [Chlorella sorokiniana]	QAXK01002895.1_11877-8991
OG0001938	PRW20484.1 exosome complex component RRP41-like protein isoform B [Chlorella sorokiniana], PRW20485.1 exosome complex component RRP41-like protein isoform A [Chlorella sorokiniana]	QAXK01006045.1_3548-5265
OG0001943	PRW58267.1 Eukaryotic peptide chain release factor subunit 1-3 [Chlorella sorokiniana]	QAXK01001495.1_35130-32135
OG0001945	PRW58109.1 pachytene checkpoint 2-like protein [Chlorella sorokiniana]	QAXK01006788.1_3504-1107
OG0001946	PRW58190.1 coatomer subunit epsilon-1-like [Chlorella sorokiniana]	QAXK01006196.1_6560-8156
OG0001947	PRW58550.1 leucine--tRNA mitochondrial [Chlorella sorokiniana]	QAXK01001881.1_90892-88031
OG0001951	PRW56629.1 40S ribosomal S18 [Chlorella sorokiniana]	QAXK01010684.1_1460-556
OG0001952	PRW56886.1 putative 26S proteasome non-ATPase regulatory subunit 3 [Chlorella sorokiniana]	QAXK01001616.1_0-2161
OG0001953	PRW57938.1 hypothetical protein C2E21_3733 [Chlorella sorokiniana]	QAXK01001871.1_8489-9868
OG0001954	PRW58059.1 Methyltransferase 6 [Chlorella sorokiniana]	QAXK01014389.1_130-668
OG0001956	PRW56256.1 glycyl-tRNA synthetase [Chlorella sorokiniana]	QAXK01004150.1_9770-14859
OG0001958	PRW20193.1 L-ascorbate peroxidase 6 [Chlorella sorokiniana]	QAXK01007010.1_8318-9471
OG0001960	PRW20323.1 spliceosome nuclear pre-mRNA splicing factor [Chlorella sorokiniana]	QAXK01005538.1_9255-7797
OG0001961	PRW56476.1 Glycine-tRNA ligase chloroplastic mitochondrial [Chlorella sorokiniana]	QAXK01009093.1_4766-1793
OG0001966	PRW58346.1 ataxin-3-like protein [Chlorella sorokiniana]	QAXK01016188.1_2666-4256
OG0001967	PRW33918.1 40S ribosomal S15 [Chlorella sorokiniana]	QAXK01000446.1_47170-46172
OG0001969	PRW58057.1 Cytosolic Fe-S cluster assembly factor NBP35 [Chlorella sorokiniana]	QAXK01002063.1_20394-18703
OG0001970	PRW59814.1 Ribosome-associated GTPase [Chlorella sorokiniana]	QAXK01001186.1_3380-493
OG0001973	PRW55993.1 4-hydroxyphenylpyruvate dioxygenase [Chlorella sorokiniana]	QAXK01000335.1_27471-29404
OG0001979	PRW56410.1 putative nucleolar 5-2 [Chlorella sorokiniana]	QAXK01001265.1_1827-4399
OG0001980	PRW59579.1 V-type proton ATPase subunit H-like [Chlorella sorokiniana]	QAXK01003309.1_3370-103
OG0001986	PRW21022.1 Mitogen-activated kinase 17 [Chlorella sorokiniana]	QAXK01000295.1_10054-5194
OG0001991	PRW32502.1 heptahelical transmembrane 4-like isoform A [Chlorella sorokiniana], PRW32503.1 heptahelical transmembrane 4-like isoform B [Chlorella sorokiniana]	QAXK01002862.1_2144-4831
OG0001993	PRW58919.1 bifunctional riboflavin kinase FMN phosphatase-like [Chlorella sorokiniana]	QAXK01002212.1_3400-1645
OG0001995	PRW61305.1 Serine threonine- kinase 36 [Chlorella sorokiniana]	QAXK01014184.1_2136-4076
OG0001996	PRW18292.1 1-deoxy-D-xylulose 5-phosphate reductoisomerase [Chlorella sorokiniana]	QAXK01001275.1_1545-3783
OG0001998	PRW32580.1 Cycloeucalenol cycloisomerase isoform B [Chlorella sorokiniana], PRW32579.1 Cycloeucalenol cycloisomerase isoform A [Chlorella sorokiniana]	QAXK01000407.1_9246-10753
OG0001999	PRW18319.1 NADPH-dependent diflavin oxidoreductase 1 isoform X1 [Chlorella sorokiniana]	QAXK01001060.1_158-4769
OG0002000	PRW58480.1 imidazole glycerol phosphate synthase chloroplastic [Chlorella sorokiniana]	QAXK01003280.1_21069-16498
OG0002001	PRW18402.1 LIMR family protein [Chlorella sorokiniana]	QAXK01007038.1_3322-7876
OG0002003	PRW18417.1 XAP5 CIRCADIAN TIMEKEEPER [Chlorella sorokiniana]	QAXK01002652.1_3797-1393
OG0002004	PRW18360.1 Qb-SNARE Bos1 Membrin family [Chlorella sorokiniana]	QAXK01012829.1_4377-6139
OG0002005	PRW57467.1 zinc finger CCCH domain-containing 1 [Chlorella sorokiniana]	QAXK01004007.1_7633-6740
OG0002006	PRW57333.1 chlorophyll a b-binding apo CP26 precursor [Chlorella sorokiniana]	QAXK01000137.1_21575-22932
OG0002007	PRW57409.1 Exportin-2 [Chlorella sorokiniana]	QAXK01009439.1_10946-16439
OG0002008	PRW57170.1 chaperone dnaJ 6 [Chlorella sorokiniana]	QAXK01000685.1_2507-3830
OG0002010	PRW57251.1 Nuclear transcription factor Y subunit B-3 [Chlorella sorokiniana]	QAXK01004465.1_1413-1889
OG0002011	PRW57305.1 vacuolar ATP synthase subunit B [Chlorella sorokiniana]	QAXK01008697.1_3621-1
OG0002012	PRW56972.1 Diacylglycerol O-acyltransferase 1 [Chlorella sorokiniana]	QAXK01008479.1_22-1572
OG0002013	PRW57111.1 SCO1-like protein mitochondrial [Chlorella sorokiniana]	QAXK01000704.1_865-2353
OG0002014	PRW57348.1 RNA-binding 28 isoform B [Chlorella sorokiniana], PRW57349.1 RNA-binding 28 isoform A [Chlorella sorokiniana]	QAXK01001731.1_8237-12954
OG0002015	PRW58951.1 delta-1-pyrroline-5-carboxylate synthase B-like isoform X1 [Chlorella sorokiniana]	QAXK01001095.1_1607-5427
OG0002018	PRW60005.1 peroxisomal acyl-coenzyme A oxidase 1 isoform X1 [Chlorella sorokiniana]	QAXK01000579.1_6879-2831
OG0002023	PRW20750.1 40S ribosomal S5 [Chlorella sorokiniana]	QAXK01004467.1_4446-2978
OG0002024	PRW56851.1 MATH domain-containing protein [Chlorella sorokiniana]	QAXK01007476.1_6843-3464
OG0002026	PRW56706.1 septin and tuftelin-interacting 1-like protein 1 [Chlorella sorokiniana]	QAXK01000116.1_15959-12419
OG0002027	PRW20623.1 adenine phosphoribosyltransferase chloroplastic-like [Chlorella sorokiniana]	QAXK01000153.1_10025-9224
OG0002028	PRW33713.1 26S proteasome regulatory subunit [Chlorella sorokiniana]	QAXK01001007.1_9576-3460
OG0002029	PRW59601.1 actin [Chlorella sorokiniana]	QAXK01001726.1_9416-10685
OG0002032	PRW32964.1 Dynamin ARC5 [Chlorella sorokiniana]	QAXK01018007.1_11683-5307
OG0002035	PRW58281.1 DNA topoisomerase 2 [Chlorella sorokiniana]	QAXK01001162.1_4704-11654
OG0002036	PRW59339.1 Nucleolar complex 2 [Chlorella sorokiniana]	QAXK01003552.1_4945-952
OG0002040	PRW61595.1 dihydroxy-acid dehydratase [Chlorella sorokiniana]	QAXK01004862.1_20323-24029
OG0002043	PRW32881.1 DNA polymerase epsilon subunit 2 [Chlorella sorokiniana]	QAXK01000495.1_11359-8819
OG0002046	PRW33794.1 40S ribosomal SA-like [Chlorella sorokiniana]	QAXK01003370.1_5253-2449
OG0002049	PRW32924.1 Double-strand break repair MRE11 [Chlorella sorokiniana]	QAXK01004800.1_3523-170
OG0002051	PRW20780.1 Nucleolar 56 [Chlorella sorokiniana]	QAXK01005999.1_9988-12832
OG0002063	PRW39174.1 geranylgeranyl diphosphate synthase [Chlorella sorokiniana]	QAXK01001387.1_26607-27895
OG0002070	PRW59107.1 DEAD-box ATP-dependent RNA helicase 7 [Chlorella sorokiniana]	QAXK01003882.1_7725-3343
OG0002072	PRW60963.1 porphobilinogen deaminase [Chlorella sorokiniana]	QAXK01000401.1_8251-6577
OG0002073	PRW57188.1 40S ribosomal S16 [Chlorella sorokiniana]	QAXK01011684.1_2005-861
OG0002074	PRW58481.1 putative ribosome biogenesis RLP24 [Chlorella sorokiniana]	QAXK01005165.1_9870-10888
OG0002075	PRW58088.1 myo-inositol-1-phosphate synthase [Chlorella sorokiniana]	QAXK01000112.1_21457-19158
OG0002080	PRW58128.1 aspartate aminotransferase [Chlorella sorokiniana]	QAXK01005319.1_1852-5123
OG0002081	PRW57597.1 Diphthamide biosynthesis 1 [Chlorella sorokiniana]	QAXK01000024.1_6845-4701
OG0002082	PRW57180.1 Proteasome subunit alpha type-7 [Chlorella sorokiniana]	QAXK01003767.1_15037-16578
OG0002086	PRW58343.1 Bis_5 -adenosyl_-triphosphatase [Chlorella sorokiniana]	QAXK01000416.1_236-1468
OG0002088	PRW59332.1 Crooked neck 1 [Chlorella sorokiniana]	QAXK01004430.1_4845-10525
OG0002090	PRW59304.1 20S proteasome alpha subunit G [Chlorella sorokiniana]	QAXK01000004.1_10133-7859
OG0002092	PRW56316.1 adoMet-dependent rRNA methyltransferase spb1 [Chlorella sorokiniana]	QAXK01001415.1_8205-13561
OG0002095	PRW61433.1 Proteasome subunit alpha type-5 [Chlorella sorokiniana]	QAXK01000224.1_15148-12485
OG0002103	PRW20454.1 acyl- dehydrogenase family member 10 [Chlorella sorokiniana]	QAXK01000770.1_6581-10685
OG0002105	PRW44393.1 60S ribosomal L11 [Chlorella sorokiniana]	QAXK01018040.1_3609-5929
OG0002110	PRW57767.1 DNA repair helicase XPB1 [Chlorella sorokiniana]	QAXK01007447.1_7916-1145
OG0002111	PRW61539.1 AATF isoform X1 [Chlorella sorokiniana]	QAXK01013514.1_9351-7632
OG0002112	PRW05844.1 60S ribosomal L27-3-like [Chlorella sorokiniana]	QAXK01015359.1_10390-8068
OG0002120	PRW59582.1 conserved oligomeric Golgi complex subunit 5 [Chlorella sorokiniana]	QAXK01005023.1_11393-17094
OG0002122	PRW59546.1 ER lumen -retaining receptor [Chlorella sorokiniana]	QAXK01010373.1_8651-6830
OG0002123	PRW59468.1 hydroxyacylglutathione hydrolase [Chlorella sorokiniana]	QAXK01000700.1_5491-3572
OG0002124	PRW56652.1 GTP-binding Obg [Chlorella sorokiniana]	QAXK01004007.1_8647-10727
OG0002127	PRW57395.1 V-type proton ATPase subunit C [Chlorella sorokiniana]	QAXK01001495.1_27698-29888
OG0002128	PRW60344.1 DEAD-box ATP-dependent RNA helicase 21 [Chlorella sorokiniana]	QAXK01002518.1_56-2855
OG0002131	PRW60672.1 splicing factor 3B subunit 6 [Chlorella sorokiniana]	QAXK01001894.1_15083-15978
OG0002132	PRW51045.1 mitochondrial carrier [Chlorella sorokiniana]	QAXK01009974.1_15390-17483
OG0002134	PRW60273.1 glyoxylate succinic semialdehyde reductase chloroplastic [Chlorella sorokiniana]	QAXK01000252.1_16687-14824
OG0002138	PRW56329.1 Calcineurin subunit B [Chlorella sorokiniana]	QAXK01015692.1_7967-6370
OG0002139	PRW56513.1 60S ribosomal L10a-1 [Chlorella sorokiniana]	QAXK01003183.1_18810-17365
OG0002141	PRW57743.1 60S ribosomal L6 [Chlorella sorokiniana]	QAXK01004474.1_7154-5648
OG0002142	PRW56426.1 Qc-snare Syn8 Syntaxin8-family [Chlorella sorokiniana]	QAXK01011512.1_2962-4685
OG0002144	PRW60507.1 Metal tolerance C4 [Chlorella sorokiniana]	QAXK01000452.1_14665-16837
OG0002145	PRW61527.1 ATP-dependent Clp protease proteolytic subunit chloroplastic [Chlorella sorokiniana]	QAXK01000208.1_15729-14120
OG0002146	PRW59487.1 NAD_P_-dependent oxidoreductase [Chlorella sorokiniana]	QAXK01014393.1_10002-7696
OG0002147	PRW55977.1 50S ribosomal L13 [Chlorella sorokiniana]	QAXK01000383.1_6224-8512
OG0002149	PRW59003.1 thymidylate kinase-like isoform X2 [Chlorella sorokiniana]	QAXK01007800.1_664-2473
OG0002153	PRW58749.1 vacuolar sorting-associated 2-like protein 1-like [Chlorella sorokiniana]	QAXK01004231.1_9560-10863
OG0002154	PRW56557.1 GDP-L-galactose phosphorylase 1 [Chlorella sorokiniana]	QAXK01001673.1_7134-5531
OG0002158	PRW56239.1 STABILIZED1 [Chlorella sorokiniana]	QAXK01000427.1_69010-61523
OG0002159	PRW59562.1 Phosphatidylinositol 3- root isoform [Chlorella sorokiniana]	QAXK01001947.1_6933-16171
OG0002161	PRW33628.1 anthranilate synthase alpha subunit chloroplastic-like [Chlorella sorokiniana]	QAXK01000667.1_5631-9231
OG0002162	PRW20400.1 60S ribosomal L5 [Chlorella sorokiniana]	QAXK01001956.1_6721-5102
OG0002163	PRW59862.1 conserved oligomeric Golgi complex subunit 8-like [Chlorella sorokiniana]	QAXK01000249.1_23024-26432
OG0002165	PRW57799.1 4-alpha-glucanotransferase chloroplastic amyloplastic [Chlorella sorokiniana]	QAXK01004616.1_9420-16745
OG0002167	PRW57848.1 transcription initiation factor IIA subunit 2-like [Chlorella sorokiniana]	QAXK01011260.1_4573-3532
